game,2015,2,20150920,201509200rai,rav,"Baltimore Ravens",33,rai,"Oakland Raiders",37
player,201509200rai,rav,AlleJa01,rush_yds,5,,,,,
player,201509200rai,rav,AlleJa01,rush_td,0,,,,,
player,201509200rai,rav,AlleJa01,rush_long,5,,,,,
player,201509200rai,rav,AlleJa01,targets,1,,,,,
player,201509200rai,rav,AlleJa01,rec,1,,,,,
player,201509200rai,rav,AlleJa01,rec_yds,2,,,,,
player,201509200rai,rav,AlleJa01,rec_td,0,,,,,
player,201509200rai,rav,AlleJa01,rec_long,2,,,,,
player,201509200rai,rav,AlleJa01,fumbles,0,,,,,
player,201509200rai,rav,AlleJa01,fumbles_lost,0,,,,,
player,201509200rai,rav,SmitSt01,pass_cmp,0,,,,,
player,201509200rai,rav,SmitSt01,pass_att,0,,,,,
player,201509200rai,rav,SmitSt01,pass_yds,0,,,,,
player,201509200rai,rav,SmitSt01,pass_td,0,,,,,
player,201509200rai,rav,SmitSt01,pass_int,0,,,,,
player,201509200rai,rav,SmitSt01,pass_sacked,0,,,,,
player,201509200rai,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201509200rai,rav,SmitSt01,pass_long,0,,,,,
player,201509200rai,rav,SmitSt01,pass_rating,,,,,,
player,201509200rai,rav,SmitSt01,rush_att,0,,,,,
player,201509200rai,rav,SmitSt01,rush_yds,0,,,,,
player,201509200rai,rav,SmitSt01,rush_td,0,,,,,
player,201509200rai,rav,SmitSt01,rush_long,0,,,,,
player,201509200rai,rav,SmitSt01,targets,16,,,,,
player,201509200rai,rav,SmitSt01,rec,10,,,,,
player,201509200rai,rav,SmitSt01,rec_yds,150,,,,,
player,201509200rai,rav,SmitSt01,rec_td,0,,,,,
player,201509200rai,rav,SmitSt01,rec_long,37,,,,,
player,201509200rai,rav,SmitSt01,fumbles,0,,,,,
player,201509200rai,rav,SmitSt01,fumbles_lost,0,,,,,
player,201509200rai,rav,AikeKa00,pass_cmp,0,,,,,
player,201509200rai,rav,AikeKa00,pass_att,0,,,,,
player,201509200rai,rav,AikeKa00,pass_yds,0,,,,,
player,201509200rai,rav,AikeKa00,pass_td,0,,,,,
player,201509200rai,rav,AikeKa00,pass_int,0,,,,,
player,201509200rai,rav,AikeKa00,pass_sacked,0,,,,,
player,201509200rai,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201509200rai,rav,AikeKa00,pass_long,0,,,,,
player,201509200rai,rav,AikeKa00,pass_rating,,,,,,
player,201509200rai,rav,AikeKa00,rush_att,0,,,,,
player,201509200rai,rav,AikeKa00,rush_yds,0,,,,,
player,201509200rai,rav,AikeKa00,rush_td,0,,,,,
player,201509200rai,rav,AikeKa00,rush_long,0,,,,,
player,201509200rai,rav,AikeKa00,targets,7,,,,,
player,201509200rai,rav,AikeKa00,rec,5,,,,,
player,201509200rai,rav,AikeKa00,rec_yds,89,,,,,
player,201509200rai,rav,AikeKa00,rec_td,0,,,,,
player,201509200rai,rav,AikeKa00,rec_long,38,,,,,
player,201509200rai,rav,AikeKa00,fumbles,1,,,,,
player,201509200rai,rav,AikeKa00,fumbles_lost,1,,,,,
player,201509200rai,rav,GillCr00,pass_cmp,0,,,,,
player,201509200rai,rav,GillCr00,pass_att,0,,,,,
player,201509200rai,rav,GillCr00,pass_yds,0,,,,,
player,201509200rai,rav,GillCr00,pass_td,0,,,,,
player,201509200rai,rav,GillCr00,pass_int,0,,,,,
player,201509200rai,rav,GillCr00,pass_sacked,0,,,,,
player,201509200rai,rav,GillCr00,pass_sacked_yds,0,,,,,
player,201509200rai,rav,GillCr00,pass_long,0,,,,,
player,201509200rai,rav,GillCr00,pass_rating,,,,,,
player,201509200rai,rav,GillCr00,rush_att,0,,,,,
player,201509200rai,rav,GillCr00,rush_yds,0,,,,,
player,201509200rai,rav,GillCr00,rush_td,0,,,,,
player,201509200rai,rav,GillCr00,rush_long,0,,,,,
player,201509200rai,rav,GillCr00,targets,6,,,,,
player,201509200rai,rav,GillCr00,rec,5,,,,,
player,201509200rai,rav,GillCr00,rec_yds,88,,,,,
player,201509200rai,rav,GillCr00,rec_td,2,,,,,
player,201509200rai,rav,GillCr00,rec_long,38,,,,,
player,201509200rai,rav,GillCr00,fumbles,0,,,,,
player,201509200rai,rav,GillCr00,fumbles_lost,0,,,,,
player,201509200rai,rav,BrowMa00,pass_cmp,0,,,,,
player,201509200rai,rav,BrowMa00,pass_att,0,,,,,
player,201509200rai,rav,BrowMa00,pass_yds,0,,,,,
player,201509200rai,rav,BrowMa00,pass_td,0,,,,,
player,201509200rai,rav,BrowMa00,pass_int,0,,,,,
player,201509200rai,rav,BrowMa00,pass_sacked,0,,,,,
player,201509200rai,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201509200rai,rav,BrowMa00,pass_long,0,,,,,
player,201509200rai,rav,BrowMa00,pass_rating,,,,,,
player,201509200rai,rav,BrowMa00,rush_att,0,,,,,
player,201509200rai,rav,BrowMa00,rush_yds,0,,,,,
player,201509200rai,rav,BrowMa00,rush_td,0,,,,,
player,201509200rai,rav,BrowMa00,rush_long,0,,,,,
player,201509200rai,rav,BrowMa00,targets,4,,,,,
player,201509200rai,rav,BrowMa00,rec,2,,,,,
player,201509200rai,rav,BrowMa00,rec_yds,12,,,,,
player,201509200rai,rav,BrowMa00,rec_td,0,,,,,
player,201509200rai,rav,BrowMa00,rec_long,7,,,,,
player,201509200rai,rav,BrowMa00,fumbles,0,,,,,
player,201509200rai,rav,BrowMa00,fumbles_lost,0,,,,,
player,201509200rai,rav,JuszKy00,pass_cmp,0,,,,,
player,201509200rai,rav,JuszKy00,pass_att,0,,,,,
player,201509200rai,rav,JuszKy00,pass_yds,0,,,,,
player,201509200rai,rav,JuszKy00,pass_td,0,,,,,
player,201509200rai,rav,JuszKy00,pass_int,0,,,,,
player,201509200rai,rav,JuszKy00,pass_sacked,0,,,,,
player,201509200rai,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201509200rai,rav,JuszKy00,pass_long,0,,,,,
player,201509200rai,rav,JuszKy00,pass_rating,,,,,,
player,201509200rai,rav,JuszKy00,rush_att,0,,,,,
player,201509200rai,rav,JuszKy00,rush_yds,0,,,,,
player,201509200rai,rav,JuszKy00,rush_td,0,,,,,
player,201509200rai,rav,JuszKy00,rush_long,0,,,,,
player,201509200rai,rav,JuszKy00,targets,1,,,,,
player,201509200rai,rav,JuszKy00,rec,1,,,,,
player,201509200rai,rav,JuszKy00,rec_yds,11,,,,,
player,201509200rai,rav,JuszKy00,rec_td,0,,,,,
player,201509200rai,rav,JuszKy00,rec_long,11,,,,,
player,201509200rai,rav,JuszKy00,fumbles,0,,,,,
player,201509200rai,rav,JuszKy00,fumbles_lost,0,,,,,
player,201509200rai,rav,WillMa04,pass_cmp,0,,,,,
player,201509200rai,rav,WillMa04,pass_att,0,,,,,
player,201509200rai,rav,WillMa04,pass_yds,0,,,,,
player,201509200rai,rav,WillMa04,pass_td,0,,,,,
player,201509200rai,rav,WillMa04,pass_int,0,,,,,
player,201509200rai,rav,WillMa04,pass_sacked,0,,,,,
player,201509200rai,rav,WillMa04,pass_sacked_yds,0,,,,,
player,201509200rai,rav,WillMa04,pass_long,0,,,,,
player,201509200rai,rav,WillMa04,pass_rating,,,,,,
player,201509200rai,rav,WillMa04,rush_att,0,,,,,
player,201509200rai,rav,WillMa04,rush_yds,0,,,,,
player,201509200rai,rav,WillMa04,rush_td,0,,,,,
player,201509200rai,rav,WillMa04,rush_long,0,,,,,
player,201509200rai,rav,WillMa04,targets,1,,,,,
player,201509200rai,rav,WillMa04,rec,1,,,,,
player,201509200rai,rav,WillMa04,rec_yds,8,,,,,
player,201509200rai,rav,WillMa04,rec_td,0,,,,,
player,201509200rai,rav,WillMa04,rec_long,8,,,,,
player,201509200rai,rav,WillMa04,fumbles,0,,,,,
player,201509200rai,rav,WillMa04,fumbles_lost,0,,,,,
player,201509200rai,rav,WallDa01,pass_cmp,0,,,,,
player,201509200rai,rav,WallDa01,pass_att,0,,,,,
player,201509200rai,rav,WallDa01,pass_yds,0,,,,,
player,201509200rai,rav,WallDa01,pass_td,0,,,,,
player,201509200rai,rav,WallDa01,pass_int,0,,,,,
player,201509200rai,rav,WallDa01,pass_sacked,0,,,,,
player,201509200rai,rav,WallDa01,pass_sacked_yds,0,,,,,
player,201509200rai,rav,WallDa01,pass_long,0,,,,,
player,201509200rai,rav,WallDa01,pass_rating,,,,,,
player,201509200rai,rav,WallDa01,rush_att,0,,,,,
player,201509200rai,rav,WallDa01,rush_yds,0,,,,,
player,201509200rai,rav,WallDa01,rush_td,0,,,,,
player,201509200rai,rav,WallDa01,rush_long,0,,,,,
player,201509200rai,rav,WallDa01,targets,2,,,,,
player,201509200rai,rav,WallDa01,rec,0,,,,,
player,201509200rai,rav,WallDa01,rec_yds,0,,,,,
player,201509200rai,rav,WallDa01,rec_td,0,,,,,
player,201509200rai,rav,WallDa01,rec_long,0,,,,,
player,201509200rai,rav,WallDa01,fumbles,0,,,,,
player,201509200rai,rav,WallDa01,fumbles_lost,0,,,,,
player,201509200rai,rai,CarrDe02,pass_cmp,30,,,,,
player,201509200rai,rai,CarrDe02,pass_att,46,,,,,
player,201509200rai,rai,CarrDe02,pass_yds,351,,,,,
player,201509200rai,rai,CarrDe02,pass_td,3,,,,,
player,201509200rai,rai,CarrDe02,pass_int,1,,,,,
player,201509200rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201509200rai,rai,CarrDe02,pass_sacked_yds,0,,,,,
player,201509200rai,rai,CarrDe02,pass_long,68,,,,,
player,201509200rai,rai,CarrDe02,pass_rating,100.9,,,,,
player,201509200rai,rai,CarrDe02,rush_att,2,,,,,
player,201509200rai,rai,CarrDe02,rush_yds,23,,,,,
player,201509200rai,rai,CarrDe02,rush_td,0,,,,,
player,201509200rai,rai,CarrDe02,rush_long,24,,,,,
player,201509200rai,rai,CarrDe02,targets,0,,,,,
player,201509200rai,rai,CarrDe02,rec,0,,,,,
player,201509200rai,rai,CarrDe02,rec_yds,0,,,,,
player,201509200rai,rai,CarrDe02,rec_td,0,,,,,
player,201509200rai,rai,CarrDe02,rec_long,0,,,,,
player,201509200rai,rai,CarrDe02,fumbles,0,,,,,
player,201509200rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201509200rai,rai,MurrLa00,pass_cmp,0,,,,,
player,201509200rai,rai,MurrLa00,pass_att,0,,,,,
player,201509200rai,rai,MurrLa00,pass_yds,0,,,,,
player,201509200rai,rai,MurrLa00,pass_td,0,,,,,
player,201509200rai,rai,MurrLa00,pass_int,0,,,,,
player,201509200rai,rai,MurrLa00,pass_sacked,,,,,,
player,201509200rai,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,MurrLa00,pass_long,0,,,,,
player,201509200rai,rai,MurrLa00,pass_rating,,,,,,
player,201509200rai,rai,MurrLa00,rush_att,15,,,,,
player,201509200rai,rai,MurrLa00,rush_yds,65,,,,,
player,201509200rai,rai,MurrLa00,rush_td,1,,,,,
player,201509200rai,rai,MurrLa00,rush_long,9,,,,,
player,201509200rai,rai,MurrLa00,targets,3,,,,,
player,201509200rai,rai,MurrLa00,rec,3,,,,,
player,201509200rai,rai,MurrLa00,rec_yds,22,,,,,
player,201509200rai,rai,MurrLa00,rec_td,0,,,,,
player,201509200rai,rai,MurrLa00,rec_long,12,,,,,
player,201509200rai,rai,MurrLa00,fumbles,0,,,,,
player,201509200rai,rai,MurrLa00,fumbles_lost,0,,,,,
player,201509200rai,rai,JoneTa00,pass_cmp,0,,,,,
player,201509200rai,rai,JoneTa00,pass_att,0,,,,,
player,201509200rai,rai,JoneTa00,pass_yds,0,,,,,
player,201509200rai,rai,JoneTa00,pass_td,0,,,,,
player,201509200rai,rai,JoneTa00,pass_int,0,,,,,
player,201509200rai,rai,JoneTa00,pass_sacked,,,,,,
player,201509200rai,rai,JoneTa00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,JoneTa00,pass_long,0,,,,,
player,201509200rai,rai,JoneTa00,pass_rating,,,,,,
player,201509200rai,rai,JoneTa00,rush_att,2,,,,,
player,201509200rai,rai,JoneTa00,rush_yds,9,,,,,
player,201509200rai,rai,JoneTa00,rush_td,0,,,,,
player,201509200rai,rai,JoneTa00,rush_long,7,,,,,
player,201509200rai,rai,JoneTa00,targets,1,,,,,
player,201509200rai,rai,JoneTa00,rec,1,,,,,
player,201509200rai,rai,JoneTa00,rec_yds,6,,,,,
player,201509200rai,rai,JoneTa00,rec_td,0,,,,,
player,201509200rai,rai,JoneTa00,rec_long,6,,,,,
player,201509200rai,rai,JoneTa00,fumbles,0,,,,,
player,201509200rai,rai,JoneTa00,fumbles_lost,0,,,,,
player,201509200rai,rai,CrabMi00,pass_cmp,0,,,,,
player,201509200rai,rai,CrabMi00,pass_att,0,,,,,
player,201509200rai,rai,CrabMi00,pass_yds,0,,,,,
player,201509200rai,rai,CrabMi00,pass_td,0,,,,,
player,201509200rai,rai,CrabMi00,pass_int,0,,,,,
player,201509200rai,rai,CrabMi00,pass_sacked,,,,,,
player,201509200rai,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,CrabMi00,pass_long,0,,,,,
player,201509200rai,rai,CrabMi00,pass_rating,,,,,,
player,201509200rai,rai,CrabMi00,rush_att,0,,,,,
player,201509200rai,rai,CrabMi00,rush_yds,0,,,,,
player,201509200rai,rai,CrabMi00,rush_td,0,,,,,
player,201509200rai,rai,CrabMi00,rush_long,0,,,,,
player,201509200rai,rai,CrabMi00,targets,16,,,,,
player,201509200rai,rai,CrabMi00,rec,9,,,,,
player,201509200rai,rai,CrabMi00,rec_yds,111,,,,,
player,201509200rai,rai,CrabMi00,rec_td,1,,,,,
player,201509200rai,rai,CrabMi00,rec_long,37,,,,,
player,201509200rai,rai,CrabMi00,fumbles,0,,,,,
player,201509200rai,rai,CrabMi00,fumbles_lost,0,,,,,
player,201509200rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201509200rai,rai,CoopAm00,pass_att,0,,,,,
player,201509200rai,rai,CoopAm00,pass_yds,0,,,,,
player,201509200rai,rai,CoopAm00,pass_td,0,,,,,
player,201509200rai,rai,CoopAm00,pass_int,0,,,,,
player,201509200rai,rai,CoopAm00,pass_sacked,,,,,,
player,201509200rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,CoopAm00,pass_long,0,,,,,
player,201509200rai,rai,CoopAm00,pass_rating,,,,,,
player,201509200rai,rai,CoopAm00,rush_att,0,,,,,
player,201509200rai,rai,CoopAm00,rush_yds,0,,,,,
player,201509200rai,rai,CoopAm00,rush_td,0,,,,,
player,201509200rai,rai,CoopAm00,rush_long,0,,,,,
player,201509200rai,rai,CoopAm00,targets,11,,,,,
player,201509200rai,rai,CoopAm00,rec,7,,,,,
player,201509200rai,rai,CoopAm00,rec_yds,109,,,,,
player,201509200rai,rai,CoopAm00,rec_td,1,,,,,
player,201509200rai,rai,CoopAm00,rec_long,68,,,,,
player,201509200rai,rai,CoopAm00,fumbles,0,,,,,
player,201509200rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201509200rai,rai,HolmAn00,pass_cmp,0,,,,,
player,201509200rai,rai,HolmAn00,pass_att,0,,,,,
player,201509200rai,rai,HolmAn00,pass_yds,0,,,,,
player,201509200rai,rai,HolmAn00,pass_td,0,,,,,
player,201509200rai,rai,HolmAn00,pass_int,0,,,,,
player,201509200rai,rai,HolmAn00,pass_sacked,,,,,,
player,201509200rai,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,HolmAn00,pass_long,0,,,,,
player,201509200rai,rai,HolmAn00,pass_rating,,,,,,
player,201509200rai,rai,HolmAn00,rush_att,0,,,,,
player,201509200rai,rai,HolmAn00,rush_yds,0,,,,,
player,201509200rai,rai,HolmAn00,rush_td,0,,,,,
player,201509200rai,rai,HolmAn00,rush_long,0,,,,,
player,201509200rai,rai,HolmAn00,targets,4,,,,,
player,201509200rai,rai,HolmAn00,rec,3,,,,,
player,201509200rai,rai,HolmAn00,rec_yds,50,,,,,
player,201509200rai,rai,HolmAn00,rec_td,0,,,,,
player,201509200rai,rai,HolmAn00,rec_long,21,,,,,
player,201509200rai,rai,HolmAn00,fumbles,0,,,,,
player,201509200rai,rai,HolmAn00,fumbles_lost,0,,,,,
player,201509200rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201509200rai,rai,ReecMa00,pass_att,0,,,,,
player,201509200rai,rai,ReecMa00,pass_yds,0,,,,,
player,201509200rai,rai,ReecMa00,pass_td,0,,,,,
player,201509200rai,rai,ReecMa00,pass_int,0,,,,,
player,201509200rai,rai,ReecMa00,pass_sacked,,,,,,
player,201509200rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,ReecMa00,pass_long,0,,,,,
player,201509200rai,rai,ReecMa00,pass_rating,,,,,,
player,201509200rai,rai,ReecMa00,rush_att,0,,,,,
player,201509200rai,rai,ReecMa00,rush_yds,0,,,,,
player,201509200rai,rai,ReecMa00,rush_td,0,,,,,
player,201509200rai,rai,ReecMa00,rush_long,0,,,,,
player,201509200rai,rai,ReecMa00,targets,2,,,,,
player,201509200rai,rai,ReecMa00,rec,1,,,,,
player,201509200rai,rai,ReecMa00,rec_yds,16,,,,,
player,201509200rai,rai,ReecMa00,rec_td,0,,,,,
player,201509200rai,rai,ReecMa00,rec_long,16,,,,,
player,201509200rai,rai,ReecMa00,fumbles,0,,,,,
player,201509200rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201509200rai,rai,RiveMy00,pass_cmp,0,,,,,
player,201509200rai,rai,RiveMy00,pass_att,0,,,,,
player,201509200rai,rai,RiveMy00,pass_yds,0,,,,,
player,201509200rai,rai,RiveMy00,pass_td,0,,,,,
player,201509200rai,rai,RiveMy00,pass_int,0,,,,,
player,201509200rai,rai,RiveMy00,pass_sacked,,,,,,
player,201509200rai,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,RiveMy00,pass_long,0,,,,,
player,201509200rai,rai,RiveMy00,pass_rating,,,,,,
player,201509200rai,rai,RiveMy00,rush_att,0,,,,,
player,201509200rai,rai,RiveMy00,rush_yds,0,,,,,
player,201509200rai,rai,RiveMy00,rush_td,0,,,,,
player,201509200rai,rai,RiveMy00,rush_long,0,,,,,
player,201509200rai,rai,RiveMy00,targets,5,,,,,
player,201509200rai,rai,RiveMy00,rec,3,,,,,
player,201509200rai,rai,RiveMy00,rec_yds,15,,,,,
player,201509200rai,rai,RiveMy00,rec_td,0,,,,,
player,201509200rai,rai,RiveMy00,rec_long,7,,,,,
player,201509200rai,rai,RiveMy00,fumbles,0,,,,,
player,201509200rai,rai,RiveMy00,fumbles_lost,0,,,,,
player,201509200rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201509200rai,rai,RobeSe00,pass_att,0,,,,,
player,201509200rai,rai,RobeSe00,pass_yds,0,,,,,
player,201509200rai,rai,RobeSe00,pass_td,0,,,,,
player,201509200rai,rai,RobeSe00,pass_int,0,,,,,
player,201509200rai,rai,RobeSe00,pass_sacked,,,,,,
player,201509200rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,RobeSe00,pass_long,0,,,,,
player,201509200rai,rai,RobeSe00,pass_rating,,,,,,
player,201509200rai,rai,RobeSe00,rush_att,0,,,,,
player,201509200rai,rai,RobeSe00,rush_yds,0,,,,,
player,201509200rai,rai,RobeSe00,rush_td,0,,,,,
player,201509200rai,rai,RobeSe00,rush_long,0,,,,,
player,201509200rai,rai,RobeSe00,targets,1,,,,,
player,201509200rai,rai,RobeSe00,rec,1,,,,,
player,201509200rai,rai,RobeSe00,rec_yds,12,,,,,
player,201509200rai,rai,RobeSe00,rec_td,1,,,,,
player,201509200rai,rai,RobeSe00,rec_long,12,,,,,
player,201509200rai,rai,RobeSe00,fumbles,0,,,,,
player,201509200rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201509200rai,rai,SmitLe00,pass_cmp,0,,,,,
player,201509200rai,rai,SmitLe00,pass_att,0,,,,,
player,201509200rai,rai,SmitLe00,pass_yds,0,,,,,
player,201509200rai,rai,SmitLe00,pass_td,0,,,,,
player,201509200rai,rai,SmitLe00,pass_int,0,,,,,
player,201509200rai,rai,SmitLe00,pass_sacked,,,,,,
player,201509200rai,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,SmitLe00,pass_long,0,,,,,
player,201509200rai,rai,SmitLe00,pass_rating,,,,,,
player,201509200rai,rai,SmitLe00,rush_att,0,,,,,
player,201509200rai,rai,SmitLe00,rush_yds,0,,,,,
player,201509200rai,rai,SmitLe00,rush_td,0,,,,,
player,201509200rai,rai,SmitLe00,rush_long,0,,,,,
player,201509200rai,rai,SmitLe00,targets,1,,,,,
player,201509200rai,rai,SmitLe00,rec,1,,,,,
player,201509200rai,rai,SmitLe00,rec_yds,6,,,,,
player,201509200rai,rai,SmitLe00,rec_td,0,,,,,
player,201509200rai,rai,SmitLe00,rec_long,6,,,,,
player,201509200rai,rai,SmitLe00,fumbles,0,,,,,
player,201509200rai,rai,SmitLe00,fumbles_lost,0,,,,,
player,201509200rai,rai,WalfCl00,pass_cmp,0,,,,,
player,201509200rai,rai,WalfCl00,pass_att,0,,,,,
player,201509200rai,rai,WalfCl00,pass_yds,0,,,,,
player,201509200rai,rai,WalfCl00,pass_td,0,,,,,
player,201509200rai,rai,WalfCl00,pass_int,0,,,,,
player,201509200rai,rai,WalfCl00,pass_sacked,,,,,,
player,201509200rai,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201509200rai,rai,WalfCl00,pass_long,0,,,,,
player,201509200rai,rai,WalfCl00,pass_rating,,,,,,
player,201509200rai,rai,WalfCl00,rush_att,0,,,,,
player,201509200rai,rai,WalfCl00,rush_yds,0,,,,,
player,201509200rai,rai,WalfCl00,rush_td,0,,,,,
player,201509200rai,rai,WalfCl00,rush_long,0,,,,,
