game,2015,3,20150928,201509280gnb,kan,"Kansas City Chiefs",28,gnb,"Green Bay Packers",38
player,201509280gnb,gnb,NealMi99,tackles_assists,1,,,,,
player,201509280gnb,gnb,NealMi99,tackles_loss,0,,,,,
player,201509280gnb,gnb,NealMi99,qb_hits,1,,,,,
player,201509280gnb,gnb,NealMi99,fumbles_rec,0,,,,,
player,201509280gnb,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,NealMi99,fumbles_forced,0,,,,,
player,201509280gnb,gnb,ClinHa00,def_int,0,,,,,
player,201509280gnb,gnb,ClinHa00,def_int_yds,0,,,,,
player,201509280gnb,gnb,ClinHa00,def_int_td,0,,,,,
player,201509280gnb,gnb,ClinHa00,def_int_long,0,,,,,
player,201509280gnb,gnb,ClinHa00,pass_defended,0,,,,,
player,201509280gnb,gnb,ClinHa00,sacks,0.0,,,,,
player,201509280gnb,gnb,ClinHa00,tackles_combined,6,,,,,
player,201509280gnb,gnb,ClinHa00,tackles_solo,5,,,,,
player,201509280gnb,gnb,ClinHa00,tackles_assists,1,,,,,
player,201509280gnb,gnb,ClinHa00,tackles_loss,0,,,,,
player,201509280gnb,gnb,ClinHa00,qb_hits,0,,,,,
player,201509280gnb,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,HaywCa00,def_int,0,,,,,
player,201509280gnb,gnb,HaywCa00,def_int_yds,0,,,,,
player,201509280gnb,gnb,HaywCa00,def_int_td,0,,,,,
player,201509280gnb,gnb,HaywCa00,def_int_long,0,,,,,
player,201509280gnb,gnb,HaywCa00,pass_defended,1,,,,,
player,201509280gnb,gnb,HaywCa00,sacks,0.0,,,,,
player,201509280gnb,gnb,HaywCa00,tackles_combined,5,,,,,
player,201509280gnb,gnb,HaywCa00,tackles_solo,5,,,,,
player,201509280gnb,gnb,HaywCa00,tackles_assists,0,,,,,
player,201509280gnb,gnb,HaywCa00,tackles_loss,1,,,,,
player,201509280gnb,gnb,HaywCa00,qb_hits,0,,,,,
player,201509280gnb,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,HaywCa00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,BanjCh00,def_int,0,,,,,
player,201509280gnb,gnb,BanjCh00,def_int_yds,0,,,,,
player,201509280gnb,gnb,BanjCh00,def_int_td,0,,,,,
player,201509280gnb,gnb,BanjCh00,def_int_long,0,,,,,
player,201509280gnb,gnb,BanjCh00,pass_defended,1,,,,,
player,201509280gnb,gnb,BanjCh00,sacks,0.0,,,,,
player,201509280gnb,gnb,BanjCh00,tackles_combined,3,,,,,
player,201509280gnb,gnb,BanjCh00,tackles_solo,2,,,,,
player,201509280gnb,gnb,BanjCh00,tackles_assists,1,,,,,
player,201509280gnb,gnb,BanjCh00,tackles_loss,0,,,,,
player,201509280gnb,gnb,BanjCh00,qb_hits,0,,,,,
player,201509280gnb,gnb,BanjCh00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,BanjCh00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,BanjCh00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,BanjCh00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,PalmNa01,def_int,0,,,,,
player,201509280gnb,gnb,PalmNa01,def_int_yds,0,,,,,
player,201509280gnb,gnb,PalmNa01,def_int_td,0,,,,,
player,201509280gnb,gnb,PalmNa01,def_int_long,0,,,,,
player,201509280gnb,gnb,PalmNa01,pass_defended,0,,,,,
player,201509280gnb,gnb,PalmNa01,sacks,0.0,,,,,
player,201509280gnb,gnb,PalmNa01,tackles_combined,3,,,,,
player,201509280gnb,gnb,PalmNa01,tackles_solo,2,,,,,
player,201509280gnb,gnb,PalmNa01,tackles_assists,1,,,,,
player,201509280gnb,gnb,PalmNa01,tackles_loss,0,,,,,
player,201509280gnb,gnb,PalmNa01,qb_hits,0,,,,,
player,201509280gnb,gnb,PalmNa01,fumbles_rec,0,,,,,
player,201509280gnb,gnb,PalmNa01,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,PalmNa01,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,PalmNa01,fumbles_forced,0,,,,,
player,201509280gnb,gnb,PeppJu99,def_int,0,,,,,
player,201509280gnb,gnb,PeppJu99,def_int_yds,0,,,,,
player,201509280gnb,gnb,PeppJu99,def_int_td,0,,,,,
player,201509280gnb,gnb,PeppJu99,def_int_long,0,,,,,
player,201509280gnb,gnb,PeppJu99,pass_defended,0,,,,,
player,201509280gnb,gnb,PeppJu99,sacks,0.0,,,,,
player,201509280gnb,gnb,PeppJu99,tackles_combined,3,,,,,
player,201509280gnb,gnb,PeppJu99,tackles_solo,1,,,,,
player,201509280gnb,gnb,PeppJu99,tackles_assists,2,,,,,
player,201509280gnb,gnb,PeppJu99,tackles_loss,0,,,,,
player,201509280gnb,gnb,PeppJu99,qb_hits,0,,,,,
player,201509280gnb,gnb,PeppJu99,fumbles_rec,0,,,,,
player,201509280gnb,gnb,PeppJu99,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,PeppJu99,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,PeppJu99,fumbles_forced,0,,,,,
player,201509280gnb,gnb,RandDa00,def_int,0,,,,,
player,201509280gnb,gnb,RandDa00,def_int_yds,0,,,,,
player,201509280gnb,gnb,RandDa00,def_int_td,0,,,,,
player,201509280gnb,gnb,RandDa00,def_int_long,0,,,,,
player,201509280gnb,gnb,RandDa00,pass_defended,1,,,,,
player,201509280gnb,gnb,RandDa00,sacks,0.0,,,,,
player,201509280gnb,gnb,RandDa00,tackles_combined,3,,,,,
player,201509280gnb,gnb,RandDa00,tackles_solo,2,,,,,
player,201509280gnb,gnb,RandDa00,tackles_assists,1,,,,,
player,201509280gnb,gnb,RandDa00,tackles_loss,0,,,,,
player,201509280gnb,gnb,RandDa00,qb_hits,0,,,,,
player,201509280gnb,gnb,RandDa00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,RandDa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,RandDa00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,RandDa00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,HydeMi00,def_int,0,,,,,
player,201509280gnb,gnb,HydeMi00,def_int_yds,0,,,,,
player,201509280gnb,gnb,HydeMi00,def_int_td,0,,,,,
player,201509280gnb,gnb,HydeMi00,def_int_long,0,,,,,
player,201509280gnb,gnb,HydeMi00,pass_defended,0,,,,,
player,201509280gnb,gnb,HydeMi00,sacks,0.0,,,,,
player,201509280gnb,gnb,HydeMi00,tackles_combined,2,,,,,
player,201509280gnb,gnb,HydeMi00,tackles_solo,2,,,,,
player,201509280gnb,gnb,HydeMi00,tackles_assists,0,,,,,
player,201509280gnb,gnb,HydeMi00,tackles_loss,0,,,,,
player,201509280gnb,gnb,HydeMi00,qb_hits,0,,,,,
player,201509280gnb,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,JaniJe00,def_int,0,,,,,
player,201509280gnb,gnb,JaniJe00,def_int_yds,0,,,,,
player,201509280gnb,gnb,JaniJe00,def_int_td,0,,,,,
player,201509280gnb,gnb,JaniJe00,def_int_long,0,,,,,
player,201509280gnb,gnb,JaniJe00,pass_defended,0,,,,,
player,201509280gnb,gnb,JaniJe00,sacks,0.0,,,,,
player,201509280gnb,gnb,JaniJe00,tackles_combined,2,,,,,
player,201509280gnb,gnb,JaniJe00,tackles_solo,2,,,,,
player,201509280gnb,gnb,JaniJe00,tackles_assists,0,,,,,
player,201509280gnb,gnb,JaniJe00,tackles_loss,0,,,,,
player,201509280gnb,gnb,JaniJe00,qb_hits,0,,,,,
player,201509280gnb,gnb,JaniJe00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,JaniJe00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,JaniJe00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,JaniJe00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,PennMi00,def_int,0,,,,,
player,201509280gnb,gnb,PennMi00,def_int_yds,0,,,,,
player,201509280gnb,gnb,PennMi00,def_int_td,0,,,,,
player,201509280gnb,gnb,PennMi00,def_int_long,0,,,,,
player,201509280gnb,gnb,PennMi00,pass_defended,0,,,,,
player,201509280gnb,gnb,PennMi00,sacks,0.0,,,,,
player,201509280gnb,gnb,PennMi00,tackles_combined,2,,,,,
player,201509280gnb,gnb,PennMi00,tackles_solo,1,,,,,
player,201509280gnb,gnb,PennMi00,tackles_assists,1,,,,,
player,201509280gnb,gnb,PennMi00,tackles_loss,0,,,,,
player,201509280gnb,gnb,PennMi00,qb_hits,0,,,,,
player,201509280gnb,gnb,PennMi00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,PennMi00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,PennMi00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,PennMi00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,RollQu00,def_int,0,,,,,
player,201509280gnb,gnb,RollQu00,def_int_yds,0,,,,,
player,201509280gnb,gnb,RollQu00,def_int_td,0,,,,,
player,201509280gnb,gnb,RollQu00,def_int_long,0,,,,,
player,201509280gnb,gnb,RollQu00,pass_defended,0,,,,,
player,201509280gnb,gnb,RollQu00,sacks,0.0,,,,,
player,201509280gnb,gnb,RollQu00,tackles_combined,2,,,,,
player,201509280gnb,gnb,RollQu00,tackles_solo,2,,,,,
player,201509280gnb,gnb,RollQu00,tackles_assists,0,,,,,
player,201509280gnb,gnb,RollQu00,tackles_loss,0,,,,,
player,201509280gnb,gnb,RollQu00,qb_hits,0,,,,,
player,201509280gnb,gnb,RollQu00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,RollQu00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,RollQu00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,RollQu00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,GastBr00,def_int,0,,,,,
player,201509280gnb,gnb,GastBr00,def_int_yds,0,,,,,
player,201509280gnb,gnb,GastBr00,def_int_td,0,,,,,
player,201509280gnb,gnb,GastBr00,def_int_long,0,,,,,
player,201509280gnb,gnb,GastBr00,pass_defended,0,,,,,
player,201509280gnb,gnb,GastBr00,sacks,0.0,,,,,
player,201509280gnb,gnb,GastBr00,tackles_combined,1,,,,,
player,201509280gnb,gnb,GastBr00,tackles_solo,1,,,,,
player,201509280gnb,gnb,GastBr00,tackles_assists,0,,,,,
player,201509280gnb,gnb,GastBr00,tackles_loss,0,,,,,
player,201509280gnb,gnb,GastBr00,qb_hits,0,,,,,
player,201509280gnb,gnb,GastBr00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,GastBr00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,GastBr00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,GastBr00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,JoneDa03,def_int,0,,,,,
player,201509280gnb,gnb,JoneDa03,def_int_yds,0,,,,,
player,201509280gnb,gnb,JoneDa03,def_int_td,0,,,,,
player,201509280gnb,gnb,JoneDa03,def_int_long,0,,,,,
player,201509280gnb,gnb,JoneDa03,pass_defended,0,,,,,
player,201509280gnb,gnb,JoneDa03,sacks,0.0,,,,,
player,201509280gnb,gnb,JoneDa03,tackles_combined,1,,,,,
player,201509280gnb,gnb,JoneDa03,tackles_solo,1,,,,,
player,201509280gnb,gnb,JoneDa03,tackles_assists,0,,,,,
player,201509280gnb,gnb,JoneDa03,tackles_loss,0,,,,,
player,201509280gnb,gnb,JoneDa03,qb_hits,0,,,,,
player,201509280gnb,gnb,JoneDa03,fumbles_rec,0,,,,,
player,201509280gnb,gnb,JoneDa03,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,JoneDa03,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,JoneDa03,fumbles_forced,0,,,,,
player,201509280gnb,gnb,KuhnJo00,def_int,0,,,,,
player,201509280gnb,gnb,KuhnJo00,def_int_yds,0,,,,,
player,201509280gnb,gnb,KuhnJo00,def_int_td,0,,,,,
player,201509280gnb,gnb,KuhnJo00,def_int_long,0,,,,,
player,201509280gnb,gnb,KuhnJo00,pass_defended,0,,,,,
player,201509280gnb,gnb,KuhnJo00,sacks,0.0,,,,,
player,201509280gnb,gnb,KuhnJo00,tackles_combined,1,,,,,
player,201509280gnb,gnb,KuhnJo00,tackles_solo,0,,,,,
player,201509280gnb,gnb,KuhnJo00,tackles_assists,1,,,,,
player,201509280gnb,gnb,KuhnJo00,tackles_loss,0,,,,,
player,201509280gnb,gnb,KuhnJo00,qb_hits,0,,,,,
player,201509280gnb,gnb,KuhnJo00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,KuhnJo00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,KuhnJo00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,KuhnJo00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,MuluAn00,def_int,0,,,,,
player,201509280gnb,gnb,MuluAn00,def_int_yds,0,,,,,
player,201509280gnb,gnb,MuluAn00,def_int_td,0,,,,,
player,201509280gnb,gnb,MuluAn00,def_int_long,0,,,,,
player,201509280gnb,gnb,MuluAn00,pass_defended,0,,,,,
player,201509280gnb,gnb,MuluAn00,sacks,0.0,,,,,
player,201509280gnb,gnb,MuluAn00,tackles_combined,1,,,,,
player,201509280gnb,gnb,MuluAn00,tackles_solo,1,,,,,
player,201509280gnb,gnb,MuluAn00,tackles_assists,0,,,,,
player,201509280gnb,gnb,MuluAn00,tackles_loss,0,,,,,
player,201509280gnb,gnb,MuluAn00,qb_hits,0,,,,,
player,201509280gnb,gnb,MuluAn00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,MuluAn00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,MuluAn00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,MuluAn00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,RajiBJ99,def_int,0,,,,,
player,201509280gnb,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201509280gnb,gnb,RajiBJ99,def_int_td,0,,,,,
player,201509280gnb,gnb,RajiBJ99,def_int_long,0,,,,,
player,201509280gnb,gnb,RajiBJ99,pass_defended,0,,,,,
player,201509280gnb,gnb,RajiBJ99,sacks,0.0,,,,,
player,201509280gnb,gnb,RajiBJ99,tackles_combined,1,,,,,
player,201509280gnb,gnb,RajiBJ99,tackles_solo,0,,,,,
player,201509280gnb,gnb,RajiBJ99,tackles_assists,1,,,,,
player,201509280gnb,gnb,RajiBJ99,tackles_loss,0,,,,,
player,201509280gnb,gnb,RajiBJ99,qb_hits,0,,,,,
player,201509280gnb,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201509280gnb,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201509280gnb,gnb,RyanJa00,def_int,0,,,,,
player,201509280gnb,gnb,RyanJa00,def_int_yds,0,,,,,
player,201509280gnb,gnb,RyanJa00,def_int_td,0,,,,,
player,201509280gnb,gnb,RyanJa00,def_int_long,0,,,,,
player,201509280gnb,gnb,RyanJa00,pass_defended,0,,,,,
player,201509280gnb,gnb,RyanJa00,sacks,0.0,,,,,
player,201509280gnb,gnb,RyanJa00,tackles_combined,1,,,,,
player,201509280gnb,gnb,RyanJa00,tackles_solo,1,,,,,
player,201509280gnb,gnb,RyanJa00,tackles_assists,0,,,,,
player,201509280gnb,gnb,RyanJa00,tackles_loss,0,,,,,
player,201509280gnb,gnb,RyanJa00,qb_hits,0,,,,,
player,201509280gnb,gnb,RyanJa00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,RyanJa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,RyanJa00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,RyanJa00,fumbles_forced,0,,,,,
player,201509280gnb,kan,ThomDe05,kick_ret,1,,,,,
player,201509280gnb,kan,ThomDe05,kick_ret_yds,19,,,,,
player,201509280gnb,kan,ThomDe05,kick_ret_yds_per_ret,19.0,,,,,
player,201509280gnb,kan,ThomDe05,kick_ret_td,0,,,,,
player,201509280gnb,kan,ThomDe05,kick_ret_long,19,,,,,
player,201509280gnb,kan,ThomDe05,punt_ret,5,,,,,
player,201509280gnb,kan,ThomDe05,punt_ret_yds,18,,,,,
player,201509280gnb,kan,ThomDe05,punt_ret_yds_per_ret,3.6,,,,,
player,201509280gnb,kan,ThomDe05,punt_ret_td,0,,,,,
player,201509280gnb,kan,ThomDe05,punt_ret_long,16,,,,,
player,201509280gnb,kan,DaviKn00,kick_ret,3,,,,,
player,201509280gnb,kan,DaviKn00,kick_ret_yds,95,,,,,
player,201509280gnb,kan,DaviKn00,kick_ret_yds_per_ret,31.7,,,,,
player,201509280gnb,kan,DaviKn00,kick_ret_td,0,,,,,
player,201509280gnb,kan,DaviKn00,kick_ret_long,54,,,,,
player,201509280gnb,kan,DaviKn00,punt_ret,0,,,,,
player,201509280gnb,kan,DaviKn00,punt_ret_yds,0,,,,,
player,201509280gnb,kan,DaviKn00,punt_ret_yds_per_ret,,,,,,
player,201509280gnb,kan,DaviKn00,punt_ret_td,0,,,,,
player,201509280gnb,kan,DaviKn00,punt_ret_long,0,,,,,
player,201509280gnb,gnb,HydeMi00,kick_ret,0,,,,,
player,201509280gnb,gnb,HydeMi00,kick_ret_yds,0,,,,,
player,201509280gnb,gnb,HydeMi00,kick_ret_yds_per_ret,,,,,,
player,201509280gnb,gnb,HydeMi00,kick_ret_td,0,,,,,
player,201509280gnb,gnb,HydeMi00,kick_ret_long,0,,,,,
player,201509280gnb,gnb,HydeMi00,punt_ret,4,,,,,
player,201509280gnb,gnb,HydeMi00,punt_ret_yds,30,,,,,
player,201509280gnb,gnb,HydeMi00,punt_ret_yds_per_ret,7.5,,,,,
player,201509280gnb,gnb,HydeMi00,punt_ret_td,0,,,,,
player,201509280gnb,gnb,HydeMi00,punt_ret_long,13,,,,,
player,201509280gnb,gnb,MontTy01,kick_ret,2,,,,,
player,201509280gnb,gnb,MontTy01,kick_ret_yds,64,,,,,
player,201509280gnb,gnb,MontTy01,kick_ret_yds_per_ret,32.0,,,,,
player,201509280gnb,gnb,MontTy01,kick_ret_td,0,,,,,
player,201509280gnb,gnb,MontTy01,kick_ret_long,36,,,,,
player,201509280gnb,gnb,MontTy01,punt_ret,0,,,,,
player,201509280gnb,gnb,MontTy01,punt_ret_yds,0,,,,,
player,201509280gnb,gnb,MontTy01,punt_ret_yds_per_ret,,,,,,
player,201509280gnb,gnb,MontTy01,punt_ret_td,0,,,,,
player,201509280gnb,gnb,MontTy01,punt_ret_long,0,,,,,
player,201509280gnb,kan,SantCa01,xpm,2,,,,,
player,201509280gnb,kan,SantCa01,xpa,2,,,,,
player,201509280gnb,kan,SantCa01,fgm,,,,,,
player,201509280gnb,kan,SantCa01,fga,,,,,,
player,201509280gnb,kan,SantCa01,punt,0,,,,,
player,201509280gnb,kan,SantCa01,punt_yds,0,,,,,
player,201509280gnb,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201509280gnb,kan,SantCa01,punt_long,0,,,,,
player,201509280gnb,kan,ColqDu20,xpm,,,,,,
player,201509280gnb,kan,ColqDu20,xpa,,,,,,
player,201509280gnb,kan,ColqDu20,fgm,,,,,,
player,201509280gnb,kan,ColqDu20,fga,,,,,,
player,201509280gnb,kan,ColqDu20,punt,6,,,,,
player,201509280gnb,kan,ColqDu20,punt_yds,301,,,,,
player,201509280gnb,kan,ColqDu20,punt_yds_per_punt,50.2,,,,,
player,201509280gnb,kan,ColqDu20,punt_long,61,,,,,
player,201509280gnb,gnb,CrosMa20,xpm,5,,,,,
player,201509280gnb,gnb,CrosMa20,xpa,5,,,,,
player,201509280gnb,gnb,CrosMa20,fgm,1,,,,,
player,201509280gnb,gnb,CrosMa20,fga,1,,,,,
player,201509280gnb,gnb,CrosMa20,punt,0,,,,,
player,201509280gnb,gnb,CrosMa20,punt_yds,0,,,,,
player,201509280gnb,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201509280gnb,gnb,CrosMa20,punt_long,0,,,,,
player,201509280gnb,gnb,MastTi99,xpm,,,,,,
player,201509280gnb,gnb,MastTi99,xpa,,,,,,
player,201509280gnb,gnb,MastTi99,fgm,,,,,,
player,201509280gnb,gnb,MastTi99,fga,,,,,,
player,201509280gnb,gnb,MastTi99,punt,5,,,,,
player,201509280gnb,gnb,MastTi99,punt_yds,215,,,,,
player,201509280gnb,gnb,MastTi99,punt_yds_per_punt,43.0,,,,,
player,201509280gnb,gnb,MastTi99,punt_long,49,,,,,
player,201509280gnb,gnb,LangT.20,pos,G,,,,,
player,201509280gnb,gnb,LangT.20,offense,76,,,,,
player,201509280gnb,gnb,LangT.20,off_pct,100%,,,,,
player,201509280gnb,gnb,LangT.20,defense,0,,,,,
player,201509280gnb,gnb,LangT.20,def_pct,0%,,,,,
player,201509280gnb,gnb,LangT.20,special_teams,6,,,,,
player,201509280gnb,gnb,LangT.20,st_pct,19%,,,,,
player,201509280gnb,gnb,BarcDo00,pos,T,,,,,
player,201509280gnb,gnb,BarcDo00,offense,76,,,,,
player,201509280gnb,gnb,BarcDo00,off_pct,100%,,,,,
player,201509280gnb,gnb,BarcDo00,defense,0,,,,,
player,201509280gnb,gnb,BarcDo00,def_pct,0%,,,,,
player,201509280gnb,gnb,BarcDo00,special_teams,6,,,,,
player,201509280gnb,gnb,BarcDo00,st_pct,19%,,,,,
player,201509280gnb,gnb,SittJo20,pos,G,,,,,
player,201509280gnb,gnb,SittJo20,offense,76,,,,,
player,201509280gnb,gnb,SittJo20,off_pct,100%,,,,,
player,201509280gnb,gnb,SittJo20,defense,0,,,,,
player,201509280gnb,gnb,SittJo20,def_pct,0%,,,,,
player,201509280gnb,gnb,SittJo20,special_teams,6,,,,,
player,201509280gnb,gnb,SittJo20,st_pct,19%,,,,,
player,201509280gnb,gnb,LinsCo00,pos,C,,,,,
player,201509280gnb,gnb,LinsCo00,offense,76,,,,,
player,201509280gnb,gnb,LinsCo00,off_pct,100%,,,,,
player,201509280gnb,gnb,LinsCo00,defense,0,,,,,
player,201509280gnb,gnb,LinsCo00,def_pct,0%,,,,,
player,201509280gnb,gnb,LinsCo00,special_teams,0,,,,,
player,201509280gnb,gnb,LinsCo00,st_pct,0%,,,,,
player,201509280gnb,gnb,BakhDa00,pos,T,,,,,
player,201509280gnb,gnb,BakhDa00,offense,76,,,,,
player,201509280gnb,gnb,BakhDa00,off_pct,100%,,,,,
player,201509280gnb,gnb,BakhDa00,defense,0,,,,,
player,201509280gnb,gnb,BakhDa00,def_pct,0%,,,,,
player,201509280gnb,gnb,BakhDa00,special_teams,0,,,,,
player,201509280gnb,gnb,BakhDa00,st_pct,0%,,,,,
player,201509280gnb,gnb,RodgAa00,pos,QB,,,,,
player,201509280gnb,gnb,RodgAa00,offense,76,,,,,
player,201509280gnb,gnb,RodgAa00,off_pct,100%,,,,,
player,201509280gnb,gnb,RodgAa00,defense,0,,,,,
player,201509280gnb,gnb,RodgAa00,def_pct,0%,,,,,
player,201509280gnb,gnb,RodgAa00,special_teams,0,,,,,
player,201509280gnb,gnb,RodgAa00,st_pct,0%,,,,,
player,201509280gnb,gnb,MontTy01,pos,WR,,,,,
player,201509280gnb,gnb,MontTy01,offense,66,,,,,
player,201509280gnb,gnb,MontTy01,off_pct,87%,,,,,
player,201509280gnb,gnb,MontTy01,defense,0,,,,,
player,201509280gnb,gnb,MontTy01,def_pct,0%,,,,,
player,201509280gnb,gnb,MontTy01,special_teams,5,,,,,
player,201509280gnb,gnb,MontTy01,st_pct,16%,,,,,
player,201509280gnb,gnb,CobbRa00,pos,WR,,,,,
player,201509280gnb,gnb,CobbRa00,offense,66,,,,,
player,201509280gnb,gnb,CobbRa00,off_pct,87%,,,,,
player,201509280gnb,gnb,CobbRa00,defense,0,,,,,
player,201509280gnb,gnb,CobbRa00,def_pct,0%,,,,,
player,201509280gnb,gnb,CobbRa00,special_teams,0,,,,,
player,201509280gnb,gnb,CobbRa00,st_pct,0%,,,,,
player,201509280gnb,gnb,JoneJa04,pos,WR,,,,,
player,201509280gnb,gnb,JoneJa04,offense,66,,,,,
player,201509280gnb,gnb,JoneJa04,off_pct,87%,,,,,
player,201509280gnb,gnb,JoneJa04,defense,0,,,,,
player,201509280gnb,gnb,JoneJa04,def_pct,0%,,,,,
player,201509280gnb,gnb,JoneJa04,special_teams,0,,,,,
player,201509280gnb,gnb,JoneJa04,st_pct,0%,,,,,
player,201509280gnb,gnb,RodgRi00,pos,TE,,,,,
player,201509280gnb,gnb,RodgRi00,offense,53,,,,,
player,201509280gnb,gnb,RodgRi00,off_pct,70%,,,,,
player,201509280gnb,gnb,RodgRi00,defense,0,,,,,
player,201509280gnb,gnb,RodgRi00,def_pct,0%,,,,,
player,201509280gnb,gnb,RodgRi00,special_teams,11,,,,,
player,201509280gnb,gnb,RodgRi00,st_pct,35%,,,,,
player,201509280gnb,gnb,StarJa00,pos,RB,,,,,
player,201509280gnb,gnb,StarJa00,offense,39,,,,,
player,201509280gnb,gnb,StarJa00,off_pct,51%,,,,,
player,201509280gnb,gnb,StarJa00,defense,0,,,,,
player,201509280gnb,gnb,StarJa00,def_pct,0%,,,,,
player,201509280gnb,gnb,StarJa00,special_teams,0,,,,,
player,201509280gnb,gnb,StarJa00,st_pct,0%,,,,,
player,201509280gnb,gnb,LacyEd00,pos,RB,,,,,
player,201509280gnb,gnb,LacyEd00,offense,31,,,,,
player,201509280gnb,gnb,LacyEd00,off_pct,41%,,,,,
player,201509280gnb,gnb,LacyEd00,defense,0,,,,,
player,201509280gnb,gnb,LacyEd00,def_pct,0%,,,,,
player,201509280gnb,gnb,LacyEd00,special_teams,0,,,,,
player,201509280gnb,gnb,LacyEd00,st_pct,0%,,,,,
player,201509280gnb,gnb,JaniJe00,pos,WR,,,,,
player,201509280gnb,gnb,JaniJe00,offense,16,,,,,
player,201509280gnb,gnb,JaniJe00,off_pct,21%,,,,,
player,201509280gnb,gnb,JaniJe00,defense,0,,,,,
player,201509280gnb,gnb,JaniJe00,def_pct,0%,,,,,
player,201509280gnb,gnb,JaniJe00,special_teams,17,,,,,
player,201509280gnb,gnb,JaniJe00,st_pct,55%,,,,,
player,201509280gnb,gnb,QuarAn00,pos,TE,,,,,
player,201509280gnb,gnb,QuarAn00,offense,14,,,,,
player,201509280gnb,gnb,QuarAn00,off_pct,18%,,,,,
player,201509280gnb,gnb,QuarAn00,defense,0,,,,,
player,201509280gnb,gnb,QuarAn00,def_pct,0%,,,,,
player,201509280gnb,gnb,QuarAn00,special_teams,0,,,,,
player,201509280gnb,gnb,QuarAn00,st_pct,0%,,,,,
player,201509280gnb,gnb,KuhnJo00,pos,FB,,,,,
player,201509280gnb,gnb,KuhnJo00,offense,13,,,,,
