game,2015,8,20151101,201511010chi,min,"Minnesota Vikings",23,chi,"Chicago Bears",20
player,201511010chi,min,HuntDa01,fumbles_forced,0,,,,,
player,201511010chi,min,NewmTe20,def_int,0,,,,,
player,201511010chi,min,NewmTe20,def_int_yds,0,,,,,
player,201511010chi,min,NewmTe20,def_int_td,0,,,,,
player,201511010chi,min,NewmTe20,def_int_long,0,,,,,
player,201511010chi,min,NewmTe20,pass_defended,1,,,,,
player,201511010chi,min,NewmTe20,sacks,0.0,,,,,
player,201511010chi,min,NewmTe20,tackles_combined,8,,,,,
player,201511010chi,min,NewmTe20,tackles_solo,6,,,,,
player,201511010chi,min,NewmTe20,tackles_assists,2,,,,,
player,201511010chi,min,NewmTe20,tackles_loss,0,,,,,
player,201511010chi,min,NewmTe20,qb_hits,0,,,,,
player,201511010chi,min,NewmTe20,fumbles_rec,0,,,,,
player,201511010chi,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201511010chi,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201511010chi,min,NewmTe20,fumbles_forced,0,,,,,
player,201511010chi,min,KendEr00,def_int,0,,,,,
player,201511010chi,min,KendEr00,def_int_yds,0,,,,,
player,201511010chi,min,KendEr00,def_int_td,0,,,,,
player,201511010chi,min,KendEr00,def_int_long,0,,,,,
player,201511010chi,min,KendEr00,pass_defended,0,,,,,
player,201511010chi,min,KendEr00,sacks,0.0,,,,,
player,201511010chi,min,KendEr00,tackles_combined,7,,,,,
player,201511010chi,min,KendEr00,tackles_solo,6,,,,,
player,201511010chi,min,KendEr00,tackles_assists,1,,,,,
player,201511010chi,min,KendEr00,tackles_loss,0,,,,,
player,201511010chi,min,KendEr00,qb_hits,0,,,,,
player,201511010chi,min,KendEr00,fumbles_rec,0,,,,,
player,201511010chi,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201511010chi,min,KendEr00,fumbles_rec_td,0,,,,,
player,201511010chi,min,KendEr00,fumbles_forced,0,,,,,
player,201511010chi,min,SmitHa00,def_int,0,,,,,
player,201511010chi,min,SmitHa00,def_int_yds,0,,,,,
player,201511010chi,min,SmitHa00,def_int_td,0,,,,,
player,201511010chi,min,SmitHa00,def_int_long,0,,,,,
player,201511010chi,min,SmitHa00,pass_defended,0,,,,,
player,201511010chi,min,SmitHa00,sacks,0.0,,,,,
player,201511010chi,min,SmitHa00,tackles_combined,7,,,,,
player,201511010chi,min,SmitHa00,tackles_solo,5,,,,,
player,201511010chi,min,SmitHa00,tackles_assists,2,,,,,
player,201511010chi,min,SmitHa00,tackles_loss,0,,,,,
player,201511010chi,min,SmitHa00,qb_hits,0,,,,,
player,201511010chi,min,SmitHa00,fumbles_rec,0,,,,,
player,201511010chi,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201511010chi,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201511010chi,min,SmitHa00,fumbles_forced,0,,,,,
player,201511010chi,min,GrifEv99,def_int,0,,,,,
player,201511010chi,min,GrifEv99,def_int_yds,0,,,,,
player,201511010chi,min,GrifEv99,def_int_td,0,,,,,
player,201511010chi,min,GrifEv99,def_int_long,0,,,,,
player,201511010chi,min,GrifEv99,pass_defended,0,,,,,
player,201511010chi,min,GrifEv99,sacks,0.0,,,,,
player,201511010chi,min,GrifEv99,tackles_combined,5,,,,,
player,201511010chi,min,GrifEv99,tackles_solo,4,,,,,
player,201511010chi,min,GrifEv99,tackles_assists,1,,,,,
player,201511010chi,min,GrifEv99,tackles_loss,0,,,,,
player,201511010chi,min,GrifEv99,qb_hits,1,,,,,
player,201511010chi,min,GrifEv99,fumbles_rec,0,,,,,
player,201511010chi,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201511010chi,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201511010chi,min,GrifEv99,fumbles_forced,0,,,,,
player,201511010chi,min,RhodXa00,def_int,0,,,,,
player,201511010chi,min,RhodXa00,def_int_yds,0,,,,,
player,201511010chi,min,RhodXa00,def_int_td,0,,,,,
player,201511010chi,min,RhodXa00,def_int_long,0,,,,,
player,201511010chi,min,RhodXa00,pass_defended,0,,,,,
