game,2015,11,20151122,201511220rav,ram,"St. Louis Rams",13,rav,"Baltimore Ravens",16
player,201511220rav,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201511220rav,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201511220rav,ram,HayeWi99,def_int,0,,,,,
player,201511220rav,ram,HayeWi99,def_int_yds,0,,,,,
player,201511220rav,ram,HayeWi99,def_int_td,0,,,,,
player,201511220rav,ram,HayeWi99,def_int_long,0,,,,,
player,201511220rav,ram,HayeWi99,pass_defended,0,,,,,
player,201511220rav,ram,HayeWi99,sacks,0.0,,,,,
player,201511220rav,ram,HayeWi99,tackles_combined,6,,,,,
player,201511220rav,ram,HayeWi99,tackles_solo,4,,,,,
player,201511220rav,ram,HayeWi99,tackles_assists,2,,,,,
player,201511220rav,ram,HayeWi99,tackles_loss,1,,,,,
player,201511220rav,ram,HayeWi99,qb_hits,2,,,,,
player,201511220rav,ram,HayeWi99,fumbles_rec,0,,,,,
player,201511220rav,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201511220rav,ram,HayeWi99,fumbles_forced,0,,,,,
player,201511220rav,ram,FairNi00,def_int,0,,,,,
player,201511220rav,ram,FairNi00,def_int_yds,0,,,,,
player,201511220rav,ram,FairNi00,def_int_td,0,,,,,
player,201511220rav,ram,FairNi00,def_int_long,0,,,,,
player,201511220rav,ram,FairNi00,pass_defended,0,,,,,
player,201511220rav,ram,FairNi00,sacks,0.0,,,,,
player,201511220rav,ram,FairNi00,tackles_combined,5,,,,,
player,201511220rav,ram,FairNi00,tackles_solo,4,,,,,
player,201511220rav,ram,FairNi00,tackles_assists,1,,,,,
player,201511220rav,ram,FairNi00,tackles_loss,0,,,,,
player,201511220rav,ram,FairNi00,qb_hits,0,,,,,
player,201511220rav,ram,FairNi00,fumbles_rec,0,,,,,
player,201511220rav,ram,FairNi00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,FairNi00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,FairNi00,fumbles_forced,0,,,,,
player,201511220rav,ram,BrocMi00,def_int,0,,,,,
player,201511220rav,ram,BrocMi00,def_int_yds,0,,,,,
player,201511220rav,ram,BrocMi00,def_int_td,0,,,,,
player,201511220rav,ram,BrocMi00,def_int_long,0,,,,,
player,201511220rav,ram,BrocMi00,pass_defended,0,,,,,
player,201511220rav,ram,BrocMi00,sacks,0.0,,,,,
player,201511220rav,ram,BrocMi00,tackles_combined,4,,,,,
player,201511220rav,ram,BrocMi00,tackles_solo,2,,,,,
player,201511220rav,ram,BrocMi00,tackles_assists,2,,,,,
player,201511220rav,ram,BrocMi00,tackles_loss,0,,,,,
player,201511220rav,ram,BrocMi00,qb_hits,1,,,,,
player,201511220rav,ram,BrocMi00,fumbles_rec,0,,,,,
player,201511220rav,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,BrocMi00,fumbles_forced,0,,,,,
player,201511220rav,ram,JoynLa00,def_int,0,,,,,
player,201511220rav,ram,JoynLa00,def_int_yds,0,,,,,
player,201511220rav,ram,JoynLa00,def_int_td,0,,,,,
player,201511220rav,ram,JoynLa00,def_int_long,0,,,,,
player,201511220rav,ram,JoynLa00,pass_defended,0,,,,,
player,201511220rav,ram,JoynLa00,sacks,0.0,,,,,
player,201511220rav,ram,JoynLa00,tackles_combined,4,,,,,
player,201511220rav,ram,JoynLa00,tackles_solo,4,,,,,
player,201511220rav,ram,JoynLa00,tackles_assists,0,,,,,
player,201511220rav,ram,JoynLa00,tackles_loss,0,,,,,
player,201511220rav,ram,JoynLa00,qb_hits,0,,,,,
player,201511220rav,ram,JoynLa00,fumbles_rec,0,,,,,
player,201511220rav,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,JoynLa00,fumbles_forced,0,,,,,
player,201511220rav,ram,JenkJa03,def_int,0,,,,,
player,201511220rav,ram,JenkJa03,def_int_yds,0,,,,,
player,201511220rav,ram,JenkJa03,def_int_td,0,,,,,
player,201511220rav,ram,JenkJa03,def_int_long,0,,,,,
player,201511220rav,ram,JenkJa03,pass_defended,2,,,,,
player,201511220rav,ram,JenkJa03,sacks,0.0,,,,,
player,201511220rav,ram,JenkJa03,tackles_combined,3,,,,,
player,201511220rav,ram,JenkJa03,tackles_solo,1,,,,,
player,201511220rav,ram,JenkJa03,tackles_assists,2,,,,,
player,201511220rav,ram,JenkJa03,tackles_loss,0,,,,,
player,201511220rav,ram,JenkJa03,qb_hits,0,,,,,
player,201511220rav,ram,JenkJa03,fumbles_rec,0,,,,,
player,201511220rav,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201511220rav,ram,JenkJa03,fumbles_forced,0,,,,,
player,201511220rav,ram,LongMa00,def_int,0,,,,,
player,201511220rav,ram,LongMa00,def_int_yds,0,,,,,
player,201511220rav,ram,LongMa00,def_int_td,0,,,,,
player,201511220rav,ram,LongMa00,def_int_long,0,,,,,
player,201511220rav,ram,LongMa00,pass_defended,0,,,,,
player,201511220rav,ram,LongMa00,sacks,0.0,,,,,
player,201511220rav,ram,LongMa00,tackles_combined,3,,,,,
player,201511220rav,ram,LongMa00,tackles_solo,0,,,,,
player,201511220rav,ram,LongMa00,tackles_assists,3,,,,,
player,201511220rav,ram,LongMa00,tackles_loss,0,,,,,
player,201511220rav,ram,LongMa00,qb_hits,1,,,,,
player,201511220rav,ram,LongMa00,fumbles_rec,0,,,,,
player,201511220rav,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,LongMa00,fumbles_forced,0,,,,,
player,201511220rav,ram,DaviCo02,def_int,0,,,,,
player,201511220rav,ram,DaviCo02,def_int_yds,0,,,,,
player,201511220rav,ram,DaviCo02,def_int_td,0,,,,,
player,201511220rav,ram,DaviCo02,def_int_long,0,,,,,
player,201511220rav,ram,DaviCo02,pass_defended,0,,,,,
player,201511220rav,ram,DaviCo02,sacks,0.0,,,,,
player,201511220rav,ram,DaviCo02,tackles_combined,2,,,,,
player,201511220rav,ram,DaviCo02,tackles_solo,2,,,,,
player,201511220rav,ram,DaviCo02,tackles_assists,0,,,,,
player,201511220rav,ram,DaviCo02,tackles_loss,0,,,,,
player,201511220rav,ram,DaviCo02,qb_hits,0,,,,,
player,201511220rav,ram,DaviCo02,fumbles_rec,0,,,,,
player,201511220rav,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201511220rav,ram,DaviCo02,fumbles_forced,0,,,,,
player,201511220rav,ram,AlexMa00,def_int,0,,,,,
player,201511220rav,ram,AlexMa00,def_int_yds,0,,,,,
player,201511220rav,ram,AlexMa00,def_int_td,0,,,,,
player,201511220rav,ram,AlexMa00,def_int_long,0,,,,,
player,201511220rav,ram,AlexMa00,pass_defended,0,,,,,
player,201511220rav,ram,AlexMa00,sacks,0.0,,,,,
player,201511220rav,ram,AlexMa00,tackles_combined,1,,,,,
player,201511220rav,ram,AlexMa00,tackles_solo,1,,,,,
player,201511220rav,ram,AlexMa00,tackles_assists,0,,,,,
player,201511220rav,ram,AlexMa00,tackles_loss,0,,,,,
player,201511220rav,ram,AlexMa00,qb_hits,0,,,,,
player,201511220rav,ram,AlexMa00,fumbles_rec,0,,,,,
player,201511220rav,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,AlexMa00,fumbles_forced,0,,,,,
player,201511220rav,ram,AyerAk00,def_int,0,,,,,
player,201511220rav,ram,AyerAk00,def_int_yds,0,,,,,
player,201511220rav,ram,AyerAk00,def_int_td,0,,,,,
player,201511220rav,ram,AyerAk00,def_int_long,0,,,,,
player,201511220rav,ram,AyerAk00,pass_defended,0,,,,,
player,201511220rav,ram,AyerAk00,sacks,0.0,,,,,
player,201511220rav,ram,AyerAk00,tackles_combined,1,,,,,
player,201511220rav,ram,AyerAk00,tackles_solo,0,,,,,
player,201511220rav,ram,AyerAk00,tackles_assists,1,,,,,
player,201511220rav,ram,AyerAk00,tackles_loss,0,,,,,
player,201511220rav,ram,AyerAk00,qb_hits,0,,,,,
player,201511220rav,ram,AyerAk00,fumbles_rec,0,,,,,
player,201511220rav,ram,AyerAk00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,AyerAk00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,AyerAk00,fumbles_forced,0,,,,,
player,201511220rav,ram,BateDa00,def_int,0,,,,,
player,201511220rav,ram,BateDa00,def_int_yds,0,,,,,
player,201511220rav,ram,BateDa00,def_int_td,0,,,,,
player,201511220rav,ram,BateDa00,def_int_long,0,,,,,
player,201511220rav,ram,BateDa00,pass_defended,0,,,,,
player,201511220rav,ram,BateDa00,sacks,0.0,,,,,
player,201511220rav,ram,BateDa00,tackles_combined,1,,,,,
player,201511220rav,ram,BateDa00,tackles_solo,1,,,,,
player,201511220rav,ram,BateDa00,tackles_assists,0,,,,,
player,201511220rav,ram,BateDa00,tackles_loss,0,,,,,
player,201511220rav,ram,BateDa00,qb_hits,0,,,,,
player,201511220rav,ram,BateDa00,fumbles_rec,0,,,,,
player,201511220rav,ram,BateDa00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,BateDa00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,BateDa00,fumbles_forced,0,,,,,
player,201511220rav,ram,HageBr00,def_int,0,,,,,
player,201511220rav,ram,HageBr00,def_int_yds,0,,,,,
player,201511220rav,ram,HageBr00,def_int_td,0,,,,,
player,201511220rav,ram,HageBr00,def_int_long,0,,,,,
player,201511220rav,ram,HageBr00,pass_defended,0,,,,,
player,201511220rav,ram,HageBr00,sacks,0.0,,,,,
player,201511220rav,ram,HageBr00,tackles_combined,1,,,,,
player,201511220rav,ram,HageBr00,tackles_solo,1,,,,,
player,201511220rav,ram,HageBr00,tackles_assists,0,,,,,
player,201511220rav,ram,HageBr00,tackles_loss,0,,,,,
player,201511220rav,ram,HageBr00,qb_hits,0,,,,,
player,201511220rav,ram,HageBr00,fumbles_rec,0,,,,,
player,201511220rav,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,HageBr00,fumbles_forced,0,,,,,
player,201511220rav,ram,HarkCo00,def_int,0,,,,,
player,201511220rav,ram,HarkCo00,def_int_yds,0,,,,,
player,201511220rav,ram,HarkCo00,def_int_td,0,,,,,
player,201511220rav,ram,HarkCo00,def_int_long,0,,,,,
player,201511220rav,ram,HarkCo00,pass_defended,0,,,,,
player,201511220rav,ram,HarkCo00,sacks,0.0,,,,,
player,201511220rav,ram,HarkCo00,tackles_combined,1,,,,,
player,201511220rav,ram,HarkCo00,tackles_solo,1,,,,,
player,201511220rav,ram,HarkCo00,tackles_assists,0,,,,,
player,201511220rav,ram,HarkCo00,tackles_loss,0,,,,,
player,201511220rav,ram,HarkCo00,qb_hits,0,,,,,
player,201511220rav,ram,HarkCo00,fumbles_rec,0,,,,,
player,201511220rav,ram,HarkCo00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,HarkCo00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,HarkCo00,fumbles_forced,0,,,,,
player,201511220rav,ram,RobeMa00,def_int,0,,,,,
player,201511220rav,ram,RobeMa00,def_int_yds,0,,,,,
player,201511220rav,ram,RobeMa00,def_int_td,0,,,,,
player,201511220rav,ram,RobeMa00,def_int_long,0,,,,,
player,201511220rav,ram,RobeMa00,pass_defended,0,,,,,
player,201511220rav,ram,RobeMa00,sacks,0.0,,,,,
player,201511220rav,ram,RobeMa00,tackles_combined,1,,,,,
player,201511220rav,ram,RobeMa00,tackles_solo,1,,,,,
player,201511220rav,ram,RobeMa00,tackles_assists,0,,,,,
player,201511220rav,ram,RobeMa00,tackles_loss,0,,,,,
player,201511220rav,ram,RobeMa00,qb_hits,0,,,,,
player,201511220rav,ram,RobeMa00,fumbles_rec,0,,,,,
player,201511220rav,ram,RobeMa00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,RobeMa00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,RobeMa00,fumbles_forced,0,,,,,
player,201511220rav,ram,SimsEu99,def_int,0,,,,,
player,201511220rav,ram,SimsEu99,def_int_yds,0,,,,,
player,201511220rav,ram,SimsEu99,def_int_td,0,,,,,
player,201511220rav,ram,SimsEu99,def_int_long,0,,,,,
player,201511220rav,ram,SimsEu99,pass_defended,0,,,,,
player,201511220rav,ram,SimsEu99,sacks,0.0,,,,,
player,201511220rav,ram,SimsEu99,tackles_combined,1,,,,,
player,201511220rav,ram,SimsEu99,tackles_solo,0,,,,,
player,201511220rav,ram,SimsEu99,tackles_assists,1,,,,,
player,201511220rav,ram,SimsEu99,tackles_loss,0,,,,,
player,201511220rav,ram,SimsEu99,qb_hits,0,,,,,
player,201511220rav,ram,SimsEu99,fumbles_rec,0,,,,,
player,201511220rav,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201511220rav,ram,SimsEu99,fumbles_forced,0,,,,,
player,201511220rav,ram,WestEt00,def_int,0,,,,,
player,201511220rav,ram,WestEt00,def_int_yds,0,,,,,
player,201511220rav,ram,WestEt00,def_int_td,0,,,,,
player,201511220rav,ram,WestEt00,def_int_long,0,,,,,
player,201511220rav,ram,WestEt00,pass_defended,0,,,,,
player,201511220rav,ram,WestEt00,sacks,0.0,,,,,
player,201511220rav,ram,WestEt00,tackles_combined,1,,,,,
player,201511220rav,ram,WestEt00,tackles_solo,1,,,,,
player,201511220rav,ram,WestEt00,tackles_assists,0,,,,,
player,201511220rav,ram,WestEt00,tackles_loss,0,,,,,
player,201511220rav,ram,WestEt00,qb_hits,0,,,,,
player,201511220rav,ram,WestEt00,fumbles_rec,0,,,,,
player,201511220rav,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201511220rav,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201511220rav,ram,WestEt00,fumbles_forced,1,,,,,
player,201511220rav,rav,UpshCo00,def_int,0,,,,,
player,201511220rav,rav,UpshCo00,def_int_yds,0,,,,,
player,201511220rav,rav,UpshCo00,def_int_td,0,,,,,
player,201511220rav,rav,UpshCo00,def_int_long,0,,,,,
player,201511220rav,rav,UpshCo00,pass_defended,0,,,,,
player,201511220rav,rav,UpshCo00,sacks,1.0,,,,,
player,201511220rav,rav,UpshCo00,tackles_combined,5,,,,,
player,201511220rav,rav,UpshCo00,tackles_solo,4,,,,,
player,201511220rav,rav,UpshCo00,tackles_assists,1,,,,,
player,201511220rav,rav,UpshCo00,tackles_loss,0,,,,,
player,201511220rav,rav,UpshCo00,qb_hits,1,,,,,
player,201511220rav,rav,UpshCo00,fumbles_rec,1,,,,,
player,201511220rav,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201511220rav,rav,UpshCo00,fumbles_forced,1,,,,,
player,201511220rav,rav,MoslC.00,def_int,0,,,,,
player,201511220rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201511220rav,rav,MoslC.00,def_int_td,0,,,,,
player,201511220rav,rav,MoslC.00,def_int_long,0,,,,,
player,201511220rav,rav,MoslC.00,pass_defended,0,,,,,
player,201511220rav,rav,MoslC.00,sacks,0.0,,,,,
player,201511220rav,rav,MoslC.00,tackles_combined,12,,,,,
player,201511220rav,rav,MoslC.00,tackles_solo,7,,,,,
player,201511220rav,rav,MoslC.00,tackles_assists,5,,,,,
player,201511220rav,rav,MoslC.00,tackles_loss,1,,,,,
player,201511220rav,rav,MoslC.00,qb_hits,0,,,,,
player,201511220rav,rav,MoslC.00,fumbles_rec,1,,,,,
player,201511220rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201511220rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201511220rav,rav,LewiKe00,def_int,0,,,,,
player,201511220rav,rav,LewiKe00,def_int_yds,0,,,,,
player,201511220rav,rav,LewiKe00,def_int_td,0,,,,,
player,201511220rav,rav,LewiKe00,def_int_long,0,,,,,
player,201511220rav,rav,LewiKe00,pass_defended,0,,,,,
player,201511220rav,rav,LewiKe00,sacks,0.0,,,,,
player,201511220rav,rav,LewiKe00,tackles_combined,8,,,,,
player,201511220rav,rav,LewiKe00,tackles_solo,4,,,,,
player,201511220rav,rav,LewiKe00,tackles_assists,4,,,,,
player,201511220rav,rav,LewiKe00,tackles_loss,0,,,,,
player,201511220rav,rav,LewiKe00,qb_hits,0,,,,,
player,201511220rav,rav,LewiKe00,fumbles_rec,0,,,,,
player,201511220rav,rav,LewiKe00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,LewiKe00,fumbles_rec_td,0,,,,,
player,201511220rav,rav,LewiKe00,fumbles_forced,0,,,,,
player,201511220rav,rav,WillBr02,def_int,0,,,,,
player,201511220rav,rav,WillBr02,def_int_yds,0,,,,,
player,201511220rav,rav,WillBr02,def_int_td,0,,,,,
player,201511220rav,rav,WillBr02,def_int_long,0,,,,,
player,201511220rav,rav,WillBr02,pass_defended,0,,,,,
player,201511220rav,rav,WillBr02,sacks,0.0,,,,,
player,201511220rav,rav,WillBr02,tackles_combined,7,,,,,
player,201511220rav,rav,WillBr02,tackles_solo,3,,,,,
player,201511220rav,rav,WillBr02,tackles_assists,4,,,,,
player,201511220rav,rav,WillBr02,tackles_loss,1,,,,,
player,201511220rav,rav,WillBr02,qb_hits,0,,,,,
player,201511220rav,rav,WillBr02,fumbles_rec,0,,,,,
player,201511220rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201511220rav,rav,WillBr02,fumbles_forced,1,,,,,
player,201511220rav,rav,JernTi00,def_int,0,,,,,
player,201511220rav,rav,JernTi00,def_int_yds,0,,,,,
player,201511220rav,rav,JernTi00,def_int_td,0,,,,,
player,201511220rav,rav,JernTi00,def_int_long,0,,,,,
player,201511220rav,rav,JernTi00,pass_defended,0,,,,,
player,201511220rav,rav,JernTi00,sacks,0.0,,,,,
player,201511220rav,rav,JernTi00,tackles_combined,4,,,,,
player,201511220rav,rav,JernTi00,tackles_solo,1,,,,,
player,201511220rav,rav,JernTi00,tackles_assists,3,,,,,
player,201511220rav,rav,JernTi00,tackles_loss,0,,,,,
player,201511220rav,rav,JernTi00,qb_hits,0,,,,,
player,201511220rav,rav,JernTi00,fumbles_rec,0,,,,,
player,201511220rav,rav,JernTi00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,JernTi00,fumbles_rec_td,0,,,,,
player,201511220rav,rav,JernTi00,fumbles_forced,0,,,,,
player,201511220rav,rav,SmitJi03,def_int,0,,,,,
player,201511220rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201511220rav,rav,SmitJi03,def_int_td,0,,,,,
player,201511220rav,rav,SmitJi03,def_int_long,0,,,,,
player,201511220rav,rav,SmitJi03,pass_defended,0,,,,,
player,201511220rav,rav,SmitJi03,sacks,0.0,,,,,
player,201511220rav,rav,SmitJi03,tackles_combined,4,,,,,
player,201511220rav,rav,SmitJi03,tackles_solo,4,,,,,
player,201511220rav,rav,SmitJi03,tackles_assists,0,,,,,
player,201511220rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201511220rav,rav,SmitJi03,qb_hits,0,,,,,
player,201511220rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201511220rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201511220rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201511220rav,rav,DumeEl20,def_int,0,,,,,
player,201511220rav,rav,DumeEl20,def_int_yds,0,,,,,
player,201511220rav,rav,DumeEl20,def_int_td,0,,,,,
player,201511220rav,rav,DumeEl20,def_int_long,0,,,,,
player,201511220rav,rav,DumeEl20,pass_defended,0,,,,,
player,201511220rav,rav,DumeEl20,sacks,0.0,,,,,
player,201511220rav,rav,DumeEl20,tackles_combined,3,,,,,
player,201511220rav,rav,DumeEl20,tackles_solo,1,,,,,
player,201511220rav,rav,DumeEl20,tackles_assists,2,,,,,
player,201511220rav,rav,DumeEl20,tackles_loss,0,,,,,
player,201511220rav,rav,DumeEl20,qb_hits,0,,,,,
player,201511220rav,rav,DumeEl20,fumbles_rec,1,,,,,
player,201511220rav,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201511220rav,rav,DumeEl20,fumbles_forced,0,,,,,
player,201511220rav,rav,CantCh21,def_int,0,,,,,
player,201511220rav,rav,CantCh21,def_int_yds,0,,,,,
player,201511220rav,rav,CantCh21,def_int_td,0,,,,,
player,201511220rav,rav,CantCh21,def_int_long,0,,,,,
player,201511220rav,rav,CantCh21,pass_defended,0,,,,,
player,201511220rav,rav,CantCh21,sacks,0.0,,,,,
player,201511220rav,rav,CantCh21,tackles_combined,2,,,,,
player,201511220rav,rav,CantCh21,tackles_solo,1,,,,,
player,201511220rav,rav,CantCh21,tackles_assists,1,,,,,
player,201511220rav,rav,CantCh21,tackles_loss,0,,,,,
player,201511220rav,rav,CantCh21,qb_hits,1,,,,,
player,201511220rav,rav,CantCh21,fumbles_rec,0,,,,,
player,201511220rav,rav,CantCh21,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,CantCh21,fumbles_rec_td,0,,,,,
player,201511220rav,rav,CantCh21,fumbles_forced,0,,,,,
player,201511220rav,rav,HillWi01,def_int,0,,,,,
player,201511220rav,rav,HillWi01,def_int_yds,0,,,,,
player,201511220rav,rav,HillWi01,def_int_td,0,,,,,
player,201511220rav,rav,HillWi01,def_int_long,0,,,,,
player,201511220rav,rav,HillWi01,pass_defended,0,,,,,
player,201511220rav,rav,HillWi01,sacks,0.0,,,,,
player,201511220rav,rav,HillWi01,tackles_combined,2,,,,,
player,201511220rav,rav,HillWi01,tackles_solo,0,,,,,
player,201511220rav,rav,HillWi01,tackles_assists,2,,,,,
player,201511220rav,rav,HillWi01,tackles_loss,0,,,,,
player,201511220rav,rav,HillWi01,qb_hits,1,,,,,
player,201511220rav,rav,HillWi01,fumbles_rec,0,,,,,
player,201511220rav,rav,HillWi01,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,HillWi01,fumbles_rec_td,0,,,,,
player,201511220rav,rav,HillWi01,fumbles_forced,0,,,,,
player,201511220rav,rav,McClAl00,def_int,0,,,,,
player,201511220rav,rav,McClAl00,def_int_yds,0,,,,,
player,201511220rav,rav,McClAl00,def_int_td,0,,,,,
player,201511220rav,rav,McClAl00,def_int_long,0,,,,,
player,201511220rav,rav,McClAl00,pass_defended,0,,,,,
player,201511220rav,rav,McClAl00,sacks,0.0,,,,,
player,201511220rav,rav,McClAl00,tackles_combined,2,,,,,
player,201511220rav,rav,McClAl00,tackles_solo,2,,,,,
player,201511220rav,rav,McClAl00,tackles_assists,0,,,,,
player,201511220rav,rav,McClAl00,tackles_loss,0,,,,,
player,201511220rav,rav,McClAl00,qb_hits,0,,,,,
player,201511220rav,rav,McClAl00,fumbles_rec,1,,,,,
player,201511220rav,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201511220rav,rav,McClAl00,fumbles_forced,0,,,,,
player,201511220rav,rav,SmitDa24,def_int,0,,,,,
player,201511220rav,rav,SmitDa24,def_int_yds,0,,,,,
player,201511220rav,rav,SmitDa24,def_int_td,0,,,,,
player,201511220rav,rav,SmitDa24,def_int_long,0,,,,,
player,201511220rav,rav,SmitDa24,pass_defended,0,,,,,
player,201511220rav,rav,SmitDa24,sacks,0.0,,,,,
player,201511220rav,rav,SmitDa24,tackles_combined,2,,,,,
player,201511220rav,rav,SmitDa24,tackles_solo,1,,,,,
player,201511220rav,rav,SmitDa24,tackles_assists,1,,,,,
player,201511220rav,rav,SmitDa24,tackles_loss,0,,,,,
player,201511220rav,rav,SmitDa24,qb_hits,0,,,,,
player,201511220rav,rav,SmitDa24,fumbles_rec,0,,,,,
player,201511220rav,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201511220rav,rav,SmitDa24,fumbles_forced,0,,,,,
player,201511220rav,rav,GuyxLa00,def_int,0,,,,,
player,201511220rav,rav,GuyxLa00,def_int_yds,0,,,,,
player,201511220rav,rav,GuyxLa00,def_int_td,0,,,,,
player,201511220rav,rav,GuyxLa00,def_int_long,0,,,,,
player,201511220rav,rav,GuyxLa00,pass_defended,0,,,,,
player,201511220rav,rav,GuyxLa00,sacks,0.0,,,,,
player,201511220rav,rav,GuyxLa00,tackles_combined,1,,,,,
player,201511220rav,rav,GuyxLa00,tackles_solo,0,,,,,
player,201511220rav,rav,GuyxLa00,tackles_assists,1,,,,,
player,201511220rav,rav,GuyxLa00,tackles_loss,0,,,,,
player,201511220rav,rav,GuyxLa00,qb_hits,1,,,,,
player,201511220rav,rav,GuyxLa00,fumbles_rec,0,,,,,
player,201511220rav,rav,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,GuyxLa00,fumbles_rec_td,0,,,,,
player,201511220rav,rav,GuyxLa00,fumbles_forced,0,,,,,
player,201511220rav,rav,LeviAn00,def_int,0,,,,,
player,201511220rav,rav,LeviAn00,def_int_yds,0,,,,,
player,201511220rav,rav,LeviAn00,def_int_td,0,,,,,
player,201511220rav,rav,LeviAn00,def_int_long,0,,,,,
player,201511220rav,rav,LeviAn00,pass_defended,0,,,,,
player,201511220rav,rav,LeviAn00,sacks,0.0,,,,,
player,201511220rav,rav,LeviAn00,tackles_combined,1,,,,,
player,201511220rav,rav,LeviAn00,tackles_solo,1,,,,,
player,201511220rav,rav,LeviAn00,tackles_assists,0,,,,,
player,201511220rav,rav,LeviAn00,tackles_loss,0,,,,,
player,201511220rav,rav,LeviAn00,qb_hits,0,,,,,
player,201511220rav,rav,LeviAn00,fumbles_rec,0,,,,,
player,201511220rav,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201511220rav,rav,LeviAn00,fumbles_forced,0,,,,,
player,201511220rav,rav,OrrxZa00,def_int,0,,,,,
player,201511220rav,rav,OrrxZa00,def_int_yds,0,,,,,
player,201511220rav,rav,OrrxZa00,def_int_td,0,,,,,
player,201511220rav,rav,OrrxZa00,def_int_long,0,,,,,
player,201511220rav,rav,OrrxZa00,pass_defended,0,,,,,
player,201511220rav,rav,OrrxZa00,sacks,0.0,,,,,
player,201511220rav,rav,OrrxZa00,tackles_combined,1,,,,,
player,201511220rav,rav,OrrxZa00,tackles_solo,1,,,,,
player,201511220rav,rav,OrrxZa00,tackles_assists,0,,,,,
player,201511220rav,rav,OrrxZa00,tackles_loss,0,,,,,
player,201511220rav,rav,OrrxZa00,qb_hits,0,,,,,
player,201511220rav,rav,OrrxZa00,fumbles_rec,0,,,,,
player,201511220rav,rav,OrrxZa00,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,OrrxZa00,fumbles_rec_td,0,,,,,
