game,2015,13,20151206,201512060min,sea,"Seattle Seahawks",38,min,"Minnesota Vikings",7
player,201512060min,min,McDeKe00,sacks,0.0,,,,,
player,201512060min,min,McDeKe00,tackles_combined,1,,,,,
player,201512060min,min,McDeKe00,tackles_solo,1,,,,,
player,201512060min,min,McDeKe00,tackles_assists,0,,,,,
player,201512060min,min,McDeKe00,tackles_loss,0,,,,,
player,201512060min,min,McDeKe00,qb_hits,0,,,,,
player,201512060min,min,McDeKe00,fumbles_rec,0,,,,,
player,201512060min,min,McDeKe00,fumbles_rec_yds,0,,,,,
player,201512060min,min,McDeKe00,fumbles_rec_td,0,,,,,
player,201512060min,min,McDeKe00,fumbles_forced,0,,,,,
player,201512060min,min,WaynTr00,def_int,0,,,,,
player,201512060min,min,WaynTr00,def_int_yds,0,,,,,
player,201512060min,min,WaynTr00,def_int_td,0,,,,,
player,201512060min,min,WaynTr00,def_int_long,0,,,,,
player,201512060min,min,WaynTr00,pass_defended,0,,,,,
player,201512060min,min,WaynTr00,sacks,0.0,,,,,
player,201512060min,min,WaynTr00,tackles_combined,1,,,,,
player,201512060min,min,WaynTr00,tackles_solo,1,,,,,
player,201512060min,min,WaynTr00,tackles_assists,0,,,,,
player,201512060min,min,WaynTr00,tackles_loss,0,,,,,
player,201512060min,min,WaynTr00,qb_hits,0,,,,,
player,201512060min,min,WaynTr00,fumbles_rec,0,,,,,
player,201512060min,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201512060min,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201512060min,min,WaynTr00,fumbles_forced,0,,,,,
player,201512060min,sea,LockTy00,kick_ret,1,,,,,
player,201512060min,sea,LockTy00,kick_ret_yds,47,,,,,
player,201512060min,sea,LockTy00,kick_ret_yds_per_ret,47.0,,,,,
player,201512060min,sea,LockTy00,kick_ret_td,0,,,,,
player,201512060min,sea,LockTy00,kick_ret_long,47,,,,,
player,201512060min,sea,LockTy00,punt_ret,3,,,,,
player,201512060min,sea,LockTy00,punt_ret_yds,19,,,,,
player,201512060min,sea,LockTy00,punt_ret_yds_per_ret,6.3,,,,,
player,201512060min,sea,LockTy00,punt_ret_td,0,,,,,
player,201512060min,sea,LockTy00,punt_ret_long,19,,,,,
player,201512060min,sea,DaniB.00,kick_ret,0,,,,,
player,201512060min,sea,DaniB.00,kick_ret_yds,0,,,,,
player,201512060min,sea,DaniB.00,kick_ret_yds_per_ret,,,,,,
player,201512060min,sea,DaniB.00,kick_ret_td,0,,,,,
player,201512060min,sea,DaniB.00,kick_ret_long,0,,,,,
player,201512060min,sea,DaniB.00,punt_ret,1,,,,,
player,201512060min,sea,DaniB.00,punt_ret_yds,7,,,,,
player,201512060min,sea,DaniB.00,punt_ret_yds_per_ret,7.0,,,,,
player,201512060min,sea,DaniB.00,punt_ret_td,0,,,,,
player,201512060min,sea,DaniB.00,punt_ret_long,7,,,,,
player,201512060min,min,SherMa20,kick_ret,0,,,,,
player,201512060min,min,SherMa20,kick_ret_yds,0,,,,,
player,201512060min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201512060min,min,SherMa20,kick_ret_td,0,,,,,
player,201512060min,min,SherMa20,kick_ret_long,0,,,,,
player,201512060min,min,SherMa20,punt_ret,2,,,,,
player,201512060min,min,SherMa20,punt_ret_yds,24,,,,,
player,201512060min,min,SherMa20,punt_ret_yds_per_ret,12.0,,,,,
player,201512060min,min,SherMa20,punt_ret_td,0,,,,,
player,201512060min,min,SherMa20,punt_ret_long,15,,,,,
player,201512060min,min,PattCo00,kick_ret,5,,,,,
player,201512060min,min,PattCo00,kick_ret_yds,198,,,,,
player,201512060min,min,PattCo00,kick_ret_yds_per_ret,39.6,,,,,
player,201512060min,min,PattCo00,kick_ret_td,1,,,,,
player,201512060min,min,PattCo00,kick_ret_long,101,,,,,
player,201512060min,min,PattCo00,punt_ret,0,,,,,
player,201512060min,min,PattCo00,punt_ret_yds,0,,,,,
player,201512060min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201512060min,min,PattCo00,punt_ret_td,0,,,,,
player,201512060min,min,PattCo00,punt_ret_long,0,,,,,
player,201512060min,min,LineZa01,kick_ret,1,,,,,
player,201512060min,min,LineZa01,kick_ret_yds,5,,,,,
player,201512060min,min,LineZa01,kick_ret_yds_per_ret,5.0,,,,,
player,201512060min,min,LineZa01,kick_ret_td,0,,,,,
player,201512060min,min,LineZa01,kick_ret_long,5,,,,,
player,201512060min,min,LineZa01,punt_ret,0,,,,,
player,201512060min,min,LineZa01,punt_ret_yds,0,,,,,
player,201512060min,min,LineZa01,punt_ret_yds_per_ret,,,,,,
player,201512060min,min,LineZa01,punt_ret_td,0,,,,,
player,201512060min,min,LineZa01,punt_ret_long,0,,,,,
player,201512060min,sea,HausSt00,xpm,5,,,,,
player,201512060min,sea,HausSt00,xpa,5,,,,,
player,201512060min,sea,HausSt00,fgm,1,,,,,
player,201512060min,sea,HausSt00,fga,1,,,,,
player,201512060min,sea,HausSt00,punt,0,,,,,
player,201512060min,sea,HausSt00,punt_yds,0,,,,,
player,201512060min,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201512060min,sea,HausSt00,punt_long,0,,,,,
player,201512060min,sea,RyanJo21,xpm,,,,,,
player,201512060min,sea,RyanJo21,xpa,,,,,,
player,201512060min,sea,RyanJo21,fgm,,,,,,
player,201512060min,sea,RyanJo21,fga,,,,,,
player,201512060min,sea,RyanJo21,punt,2,,,,,
player,201512060min,sea,RyanJo21,punt_yds,78,,,,,
player,201512060min,sea,RyanJo21,punt_yds_per_punt,39.0,,,,,
player,201512060min,sea,RyanJo21,punt_long,40,,,,,
player,201512060min,min,WalsBl00,xpm,1,,,,,
player,201512060min,min,WalsBl00,xpa,1,,,,,
player,201512060min,min,WalsBl00,fgm,,,,,,
player,201512060min,min,WalsBl00,fga,,,,,,
player,201512060min,min,WalsBl00,punt,0,,,,,
player,201512060min,min,WalsBl00,punt_yds,0,,,,,
player,201512060min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201512060min,min,WalsBl00,punt_long,0,,,,,
player,201512060min,min,LockJe00,xpm,,,,,,
player,201512060min,min,LockJe00,xpa,,,,,,
player,201512060min,min,LockJe00,fgm,,,,,,
player,201512060min,min,LockJe00,fga,,,,,,
player,201512060min,min,LockJe00,punt,7,,,,,
player,201512060min,min,LockJe00,punt_yds,281,,,,,
player,201512060min,min,LockJe00,punt_yds_per_punt,40.1,,,,,
player,201512060min,min,LockJe00,punt_long,47,,,,,
player,201512060min,min,ClemT.00,pos,T,,,,,
player,201512060min,min,ClemT.00,offense,52,,,,,
player,201512060min,min,ClemT.00,off_pct,100%,,,,,
player,201512060min,min,ClemT.00,defense,0,,,,,
player,201512060min,min,ClemT.00,def_pct,0%,,,,,
player,201512060min,min,ClemT.00,special_teams,1,,,,,
player,201512060min,min,ClemT.00,st_pct,4%,,,,,
player,201512060min,min,FuscBr00,pos,G,,,,,
player,201512060min,min,FuscBr00,offense,52,,,,,
player,201512060min,min,FuscBr00,off_pct,100%,,,,,
player,201512060min,min,FuscBr00,defense,0,,,,,
player,201512060min,min,FuscBr00,def_pct,0%,,,,,
player,201512060min,min,FuscBr00,special_teams,1,,,,,
player,201512060min,min,FuscBr00,st_pct,4%,,,,,
player,201512060min,min,HarrMi01,pos,G,,,,,
player,201512060min,min,HarrMi01,offense,52,,,,,
player,201512060min,min,HarrMi01,off_pct,100%,,,,,
player,201512060min,min,HarrMi01,defense,0,,,,,
player,201512060min,min,HarrMi01,def_pct,0%,,,,,
player,201512060min,min,HarrMi01,special_teams,1,,,,,
player,201512060min,min,HarrMi01,st_pct,4%,,,,,
player,201512060min,min,BergJo20,pos,C,,,,,
player,201512060min,min,BergJo20,offense,52,,,,,
player,201512060min,min,BergJo20,off_pct,100%,,,,,
player,201512060min,min,BergJo20,defense,0,,,,,
player,201512060min,min,BergJo20,def_pct,0%,,,,,
player,201512060min,min,BergJo20,special_teams,1,,,,,
player,201512060min,min,BergJo20,st_pct,4%,,,,,
player,201512060min,min,BridTe00,pos,QB,,,,,
player,201512060min,min,BridTe00,offense,52,,,,,
player,201512060min,min,BridTe00,off_pct,100%,,,,,
player,201512060min,min,BridTe00,defense,0,,,,,
player,201512060min,min,BridTe00,def_pct,0%,,,,,
player,201512060min,min,BridTe00,special_teams,0,,,,,
player,201512060min,min,BridTe00,st_pct,0%,,,,,
player,201512060min,min,KaliMa00,pos,T,,,,,
player,201512060min,min,KaliMa00,offense,52,,,,,
player,201512060min,min,KaliMa00,off_pct,100%,,,,,
player,201512060min,min,KaliMa00,defense,0,,,,,
player,201512060min,min,KaliMa00,def_pct,0%,,,,,
player,201512060min,min,KaliMa00,special_teams,0,,,,,
player,201512060min,min,KaliMa00,st_pct,0%,,,,,
player,201512060min,min,DiggSt00,pos,WR,,,,,
player,201512060min,min,DiggSt00,offense,45,,,,,
player,201512060min,min,DiggSt00,off_pct,87%,,,,,
player,201512060min,min,DiggSt00,defense,0,,,,,
player,201512060min,min,DiggSt00,def_pct,0%,,,,,
player,201512060min,min,DiggSt00,special_teams,0,,,,,
player,201512060min,min,DiggSt00,st_pct,0%,,,,,
player,201512060min,min,WallMi00,pos,WR,,,,,
player,201512060min,min,WallMi00,offense,40,,,,,
player,201512060min,min,WallMi00,off_pct,77%,,,,,
player,201512060min,min,WallMi00,defense,0,,,,,
player,201512060min,min,WallMi00,def_pct,0%,,,,,
player,201512060min,min,WallMi00,special_teams,0,,,,,
player,201512060min,min,WallMi00,st_pct,0%,,,,,
player,201512060min,min,RudoKy00,pos,TE,,,,,
player,201512060min,min,RudoKy00,offense,32,,,,,
player,201512060min,min,RudoKy00,off_pct,62%,,,,,
player,201512060min,min,RudoKy00,defense,0,,,,,
player,201512060min,min,RudoKy00,def_pct,0%,,,,,
player,201512060min,min,RudoKy00,special_teams,1,,,,,
player,201512060min,min,RudoKy00,st_pct,4%,,,,,
player,201512060min,min,WrigJa02,pos,WR,,,,,
player,201512060min,min,WrigJa02,offense,29,,,,,
player,201512060min,min,WrigJa02,off_pct,56%,,,,,
player,201512060min,min,WrigJa02,defense,0,,,,,
player,201512060min,min,WrigJa02,def_pct,0%,,,,,
player,201512060min,min,WrigJa02,special_teams,0,,,,,
player,201512060min,min,WrigJa02,st_pct,0%,,,,,
player,201512060min,min,ElliRh00,pos,TE,,,,,
player,201512060min,min,ElliRh00,offense,26,,,,,
player,201512060min,min,ElliRh00,off_pct,50%,,,,,
player,201512060min,min,ElliRh00,defense,0,,,,,
player,201512060min,min,ElliRh00,def_pct,0%,,,,,
player,201512060min,min,ElliRh00,special_teams,16,,,,,
player,201512060min,min,ElliRh00,st_pct,64%,,,,,
player,201512060min,min,McKiJe00,pos,RB,,,,,
player,201512060min,min,McKiJe00,offense,22,,,,,
player,201512060min,min,McKiJe00,off_pct,42%,,,,,
player,201512060min,min,McKiJe00,defense,0,,,,,
player,201512060min,min,McKiJe00,def_pct,0%,,,,,
player,201512060min,min,McKiJe00,special_teams,11,,,,,
player,201512060min,min,McKiJe00,st_pct,44%,,,,,
player,201512060min,min,PeteAd01,pos,RB,,,,,
player,201512060min,min,PeteAd01,offense,20,,,,,
player,201512060min,min,PeteAd01,off_pct,38%,,,,,
player,201512060min,min,PeteAd01,defense,0,,,,,
player,201512060min,min,PeteAd01,def_pct,0%,,,,,
player,201512060min,min,PeteAd01,special_teams,0,,,,,
player,201512060min,min,PeteAd01,st_pct,0%,,,,,
player,201512060min,min,PruiMy00,pos,TE,,,,,
player,201512060min,min,PruiMy00,offense,19,,,,,
player,201512060min,min,PruiMy00,off_pct,37%,,,,,
player,201512060min,min,PruiMy00,defense,0,,,,,
player,201512060min,min,PruiMy00,def_pct,0%,,,,,
player,201512060min,min,PruiMy00,special_teams,7,,,,,
player,201512060min,min,PruiMy00,st_pct,28%,,,,,
player,201512060min,min,AsiaMa00,pos,RB,,,,,
player,201512060min,min,AsiaMa00,offense,10,,,,,
player,201512060min,min,AsiaMa00,off_pct,19%,,,,,
player,201512060min,min,AsiaMa00,defense,0,,,,,
player,201512060min,min,AsiaMa00,def_pct,0%,,,,,
player,201512060min,min,AsiaMa00,special_teams,16,,,,,
player,201512060min,min,AsiaMa00,st_pct,64%,,,,,
player,201512060min,min,JohnCh08,pos,WR,,,,,
player,201512060min,min,JohnCh08,offense,7,,,,,
player,201512060min,min,JohnCh08,off_pct,13%,,,,,
player,201512060min,min,JohnCh08,defense,0,,,,,
player,201512060min,min,JohnCh08,def_pct,0%,,,,,
player,201512060min,min,JohnCh08,special_teams,1,,,,,
player,201512060min,min,JohnCh08,st_pct,4%,,,,,
player,201512060min,min,ThieAd00,pos,WR,,,,,
player,201512060min,min,ThieAd00,offense,6,,,,,
player,201512060min,min,ThieAd00,off_pct,12%,,,,,
player,201512060min,min,ThieAd00,defense,0,,,,,
player,201512060min,min,ThieAd00,def_pct,0%,,,,,
player,201512060min,min,ThieAd00,special_teams,18,,,,,
player,201512060min,min,ThieAd00,st_pct,72%,,,,,
player,201512060min,min,LineZa01,pos,FB,,,,,
player,201512060min,min,LineZa01,offense,4,,,,,
player,201512060min,min,LineZa01,off_pct,8%,,,,,
player,201512060min,min,LineZa01,defense,0,,,,,
player,201512060min,min,LineZa01,def_pct,0%,,,,,
player,201512060min,min,LineZa01,special_teams,14,,,,,
player,201512060min,min,LineZa01,st_pct,56%,,,,,
player,201512060min,min,KendEr00,pos,LB,,,,,
player,201512060min,min,KendEr00,offense,0,,,,,
player,201512060min,min,KendEr00,off_pct,0%,,,,,
player,201512060min,min,KendEr00,defense,67,,,,,
player,201512060min,min,KendEr00,def_pct,100%,,,,,
player,201512060min,min,KendEr00,special_teams,6,,,,,
player,201512060min,min,KendEr00,st_pct,24%,,,,,
player,201512060min,min,ExumAn00,pos,FS,,,,,
player,201512060min,min,ExumAn00,offense,0,,,,,
player,201512060min,min,ExumAn00,off_pct,0%,,,,,
player,201512060min,min,ExumAn00,defense,66,,,,,
player,201512060min,min,ExumAn00,def_pct,99%,,,,,
player,201512060min,min,ExumAn00,special_teams,7,,,,,
player,201512060min,min,ExumAn00,st_pct,28%,,,,,
player,201512060min,min,RhodXa00,pos,CB,,,,,
player,201512060min,min,RhodXa00,offense,0,,,,,
player,201512060min,min,RhodXa00,off_pct,0%,,,,,
player,201512060min,min,RhodXa00,defense,65,,,,,
player,201512060min,min,RhodXa00,def_pct,97%,,,,,
player,201512060min,min,RhodXa00,special_teams,0,,,,,
player,201512060min,min,RhodXa00,st_pct,0%,,,,,
player,201512060min,min,GreeCh99,pos,LB,,,,,
player,201512060min,min,GreeCh99,offense,0,,,,,
player,201512060min,min,GreeCh99,off_pct,0%,,,,,
player,201512060min,min,GreeCh99,defense,64,,,,,
player,201512060min,min,GreeCh99,def_pct,96%,,,,,
player,201512060min,min,GreeCh99,special_teams,6,,,,,
player,201512060min,min,GreeCh99,st_pct,24%,,,,,
player,201512060min,min,NewmTe20,pos,CB,,,,,
player,201512060min,min,NewmTe20,offense,0,,,,,
player,201512060min,min,NewmTe20,off_pct,0%,,,,,
player,201512060min,min,NewmTe20,defense,60,,,,,
player,201512060min,min,NewmTe20,def_pct,90%,,,,,
player,201512060min,min,NewmTe20,special_teams,0,,,,,
player,201512060min,min,NewmTe20,st_pct,0%,,,,,
player,201512060min,min,BlanRo00,pos,SS,,,,,
player,201512060min,min,BlanRo00,offense,0,,,,,
player,201512060min,min,BlanRo00,off_pct,0%,,,,,
player,201512060min,min,BlanRo00,defense,56,,,,,
player,201512060min,min,BlanRo00,def_pct,84%,,,,,
player,201512060min,min,BlanRo00,special_teams,9,,,,,
player,201512060min,min,BlanRo00,st_pct,36%,,,,,
player,201512060min,min,JohnTo01,pos,DT,,,,,
player,201512060min,min,JohnTo01,offense,0,,,,,
player,201512060min,min,JohnTo01,off_pct,0%,,,,,
player,201512060min,min,JohnTo01,defense,55,,,,,
player,201512060min,min,JohnTo01,def_pct,82%,,,,,
player,201512060min,min,JohnTo01,special_teams,6,,,,,
player,201512060min,min,JohnTo01,st_pct,24%,,,,,
player,201512060min,min,GrifEv99,pos,DE,,,,,
player,201512060min,min,GrifEv99,offense,0,,,,,
player,201512060min,min,GrifEv99,off_pct,0%,,,,,
player,201512060min,min,GrifEv99,defense,54,,,,,
player,201512060min,min,GrifEv99,def_pct,81%,,,,,
player,201512060min,min,GrifEv99,special_teams,6,,,,,
player,201512060min,min,GrifEv99,st_pct,24%,,,,,
player,201512060min,min,RobiBr98,pos,DE,,,,,
player,201512060min,min,RobiBr98,offense,0,,,,,
player,201512060min,min,RobiBr98,off_pct,0%,,,,,
player,201512060min,min,RobiBr98,defense,53,,,,,
player,201512060min,min,RobiBr98,def_pct,79%,,,,,
player,201512060min,min,RobiBr98,special_teams,5,,,,,
player,201512060min,min,RobiBr98,st_pct,20%,,,,,
player,201512060min,min,FloySh00,pos,DT,,,,,
player,201512060min,min,FloySh00,offense,0,,,,,
player,201512060min,min,FloySh00,off_pct,0%,,,,,
player,201512060min,min,FloySh00,defense,47,,,,,
player,201512060min,min,FloySh00,def_pct,70%,,,,,
player,201512060min,min,FloySh00,special_teams,6,,,,,
player,201512060min,min,FloySh00,st_pct,24%,,,,,
player,201512060min,min,HuntDa01,pos,DE,,,,,
player,201512060min,min,HuntDa01,offense,0,,,,,
player,201512060min,min,HuntDa01,off_pct,0%,,,,,
player,201512060min,min,HuntDa01,defense,34,,,,,
player,201512060min,min,HuntDa01,def_pct,51%,,,,,
player,201512060min,min,HuntDa01,special_teams,12,,,,,
player,201512060min,min,HuntDa01,st_pct,48%,,,,,
player,201512060min,min,MunnCa99,pos,CB,,,,,
player,201512060min,min,MunnCa99,offense,0,,,,,
player,201512060min,min,MunnCa99,off_pct,0%,,,,,
player,201512060min,min,MunnCa99,defense,33,,,,,
player,201512060min,min,MunnCa99,def_pct,49%,,,,,
player,201512060min,min,MunnCa99,special_teams,0,,,,,
player,201512060min,min,MunnCa99,st_pct,0%,,,,,
player,201512060min,min,TrusJa99,pos,LB,,,,,
player,201512060min,min,TrusJa99,offense,0,,,,,
player,201512060min,min,TrusJa99,off_pct,0%,,,,,
player,201512060min,min,TrusJa99,defense,30,,,,,
player,201512060min,min,TrusJa99,def_pct,45%,,,,,
player,201512060min,min,TrusJa99,special_teams,23,,,,,
player,201512060min,min,TrusJa99,st_pct,92%,,,,,
player,201512060min,min,ElliKe01,pos,NT,,,,,
player,201512060min,min,ElliKe01,offense,0,,,,,
player,201512060min,min,ElliKe01,off_pct,0%,,,,,
player,201512060min,min,ElliKe01,defense,14,,,,,
player,201512060min,min,ElliKe01,def_pct,21%,,,,,
player,201512060min,min,ElliKe01,special_teams,0,,,,,
player,201512060min,min,ElliKe01,st_pct,0%,,,,,
player,201512060min,min,CricSc00,pos,DE,,,,,
player,201512060min,min,CricSc00,offense,0,,,,,
player,201512060min,min,CricSc00,off_pct,0%,,,,,
player,201512060min,min,CricSc00,defense,12,,,,,
player,201512060min,min,CricSc00,def_pct,18%,,,,,
player,201512060min,min,CricSc00,special_teams,12,,,,,
player,201512060min,min,CricSc00,st_pct,48%,,,,,
player,201512060min,min,SmitHa00,pos,FS,,,,,
player,201512060min,min,SmitHa00,offense,0,,,,,
player,201512060min,min,SmitHa00,off_pct,0%,,,,,
player,201512060min,min,SmitHa00,defense,10,,,,,
player,201512060min,min,SmitHa00,def_pct,15%,,,,,
player,201512060min,min,SmitHa00,special_teams,0,,,,,
player,201512060min,min,SmitHa00,st_pct,0%,,,,,
player,201512060min,min,WaynTr00,pos,CB,,,,,
player,201512060min,min,WaynTr00,offense,0,,,,,
player,201512060min,min,WaynTr00,off_pct,0%,,,,,
player,201512060min,min,WaynTr00,defense,7,,,,,
player,201512060min,min,WaynTr00,def_pct,10%,,,,,
player,201512060min,min,WaynTr00,special_teams,16,,,,,
player,201512060min,min,WaynTr00,st_pct,64%,,,,,
player,201512060min,min,BarrAn00,pos,LB,,,,,
player,201512060min,min,BarrAn00,offense,0,,,,,
player,201512060min,min,BarrAn00,off_pct,0%,,,,,
player,201512060min,min,BarrAn00,defense,7,,,,,
player,201512060min,min,BarrAn00,def_pct,10%,,,,,
player,201512060min,min,BarrAn00,special_teams,0,,,,,
player,201512060min,min,BarrAn00,st_pct,0%,,,,,
player,201512060min,min,RobiJo01,pos,CB,,,,,
player,201512060min,min,RobiJo01,offense,0,,,,,
player,201512060min,min,RobiJo01,off_pct,0%,,,,,
player,201512060min,min,RobiJo01,defense,2,,,,,
player,201512060min,min,RobiJo01,def_pct,3%,,,,,
player,201512060min,min,RobiJo01,special_teams,11,,,,,
player,201512060min,min,RobiJo01,st_pct,44%,,,,,
player,201512060min,min,WattBr00,pos,LB,,,,,
player,201512060min,min,WattBr00,offense,0,,,,,
player,201512060min,min,WattBr00,off_pct,0%,,,,,
player,201512060min,min,WattBr00,defense,1,,,,,
player,201512060min,min,WattBr00,def_pct,1%,,,,,
player,201512060min,min,WattBr00,special_teams,18,,,,,
player,201512060min,min,WattBr00,st_pct,72%,,,,,
player,201512060min,min,SherMa20,pos,CB,,,,,
player,201512060min,min,SherMa20,offense,0,,,,,
player,201512060min,min,SherMa20,off_pct,0%,,,,,
player,201512060min,min,SherMa20,defense,0,,,,,
player,201512060min,min,SherMa20,def_pct,0%,,,,,
player,201512060min,min,SherMa20,special_teams,17,,,,,
player,201512060min,min,SherMa20,st_pct,68%,,,,,
player,201512060min,min,McDeKe00,pos,LS,,,,,
player,201512060min,min,McDeKe00,offense,0,,,,,
player,201512060min,min,McDeKe00,off_pct,0%,,,,,
player,201512060min,min,McDeKe00,defense,0,,,,,
player,201512060min,min,McDeKe00,def_pct,0%,,,,,
player,201512060min,min,McDeKe00,special_teams,8,,,,,
player,201512060min,min,McDeKe00,st_pct,32%,,,,,
player,201512060min,min,LockJe00,pos,P,,,,,
player,201512060min,min,LockJe00,offense,0,,,,,
player,201512060min,min,LockJe00,off_pct,0%,,,,,
player,201512060min,min,LockJe00,defense,0,,,,,
player,201512060min,min,LockJe00,def_pct,0%,,,,,
player,201512060min,min,LockJe00,special_teams,8,,,,,
player,201512060min,min,LockJe00,st_pct,32%,,,,,
player,201512060min,min,PattCo00,pos,WR,,,,,
player,201512060min,min,PattCo00,offense,0,,,,,
player,201512060min,min,PattCo00,off_pct,0%,,,,,
player,201512060min,min,PattCo00,defense,0,,,,,
player,201512060min,min,PattCo00,def_pct,0%,,,,,
player,201512060min,min,PattCo00,special_teams,7,,,,,
player,201512060min,min,PattCo00,st_pct,28%,,,,,
player,201512060min,min,WalsBl00,pos,K,,,,,
player,201512060min,min,WalsBl00,offense,0,,,,,
player,201512060min,min,WalsBl00,off_pct,0%,,,,,
player,201512060min,min,WalsBl00,defense,0,,,,,
player,201512060min,min,WalsBl00,def_pct,0%,,,,,
player,201512060min,min,WalsBl00,special_teams,3,,,,,
player,201512060min,min,WalsBl00,st_pct,12%,,,,,
player,201512060min,min,ShepAu00,pos,G,,,,,
player,201512060min,min,ShepAu00,offense,0,,,,,
player,201512060min,min,ShepAu00,off_pct,0%,,,,,
player,201512060min,min,ShepAu00,defense,0,,,,,
player,201512060min,min,ShepAu00,def_pct,0%,,,,,
player,201512060min,min,ShepAu00,special_teams,1,,,,,
player,201512060min,min,ShepAu00,st_pct,4%,,,,,
player,201512060min,sea,SweeJ.00,pos,G,,,,,
player,201512060min,sea,SweeJ.00,offense,67,,,,,
player,201512060min,sea,SweeJ.00,off_pct,100%,,,,,
player,201512060min,sea,SweeJ.00,defense,0,,,,,
player,201512060min,sea,SweeJ.00,def_pct,0%,,,,,
player,201512060min,sea,SweeJ.00,special_teams,6,,,,,
player,201512060min,sea,SweeJ.00,st_pct,24%,,,,,
player,201512060min,sea,GillGa01,pos,T,,,,,
player,201512060min,sea,GillGa01,offense,67,,,,,
player,201512060min,sea,GillGa01,off_pct,100%,,,,,
player,201512060min,sea,GillGa01,defense,0,,,,,
player,201512060min,sea,GillGa01,def_pct,0%,,,,,
player,201512060min,sea,GillGa01,special_teams,6,,,,,
player,201512060min,sea,GillGa01,st_pct,24%,,,,,
player,201512060min,sea,BritJu00,pos,G,,,,,
player,201512060min,sea,BritJu00,offense,67,,,,,
player,201512060min,sea,BritJu00,off_pct,100%,,,,,
player,201512060min,sea,BritJu00,defense,0,,,,,
player,201512060min,sea,BritJu00,def_pct,0%,,,,,
player,201512060min,sea,BritJu00,special_teams,6,,,,,
player,201512060min,sea,BritJu00,st_pct,24%,,,,,
player,201512060min,sea,OkunRu20,pos,T,,,,,
player,201512060min,sea,OkunRu20,offense,67,,,,,
player,201512060min,sea,OkunRu20,off_pct,100%,,,,,
player,201512060min,sea,OkunRu20,defense,0,,,,,
player,201512060min,sea,OkunRu20,def_pct,0%,,,,,
player,201512060min,sea,OkunRu20,special_teams,6,,,,,
player,201512060min,sea,OkunRu20,st_pct,24%,,,,,
player,201512060min,sea,LewiPa00,pos,C,,,,,
player,201512060min,sea,LewiPa00,offense,67,,,,,
player,201512060min,sea,LewiPa00,off_pct,100%,,,,,
player,201512060min,sea,LewiPa00,defense,0,,,,,
player,201512060min,sea,LewiPa00,def_pct,0%,,,,,
player,201512060min,sea,LewiPa00,special_teams,0,,,,,
player,201512060min,sea,LewiPa00,st_pct,0%,,,,,
player,201512060min,sea,WilsRu00,pos,QB,,,,,
player,201512060min,sea,WilsRu00,offense,62,,,,,
player,201512060min,sea,WilsRu00,off_pct,93%,,,,,
player,201512060min,sea,WilsRu00,defense,0,,,,,
player,201512060min,sea,WilsRu00,def_pct,0%,,,,,
player,201512060min,sea,WilsRu00,special_teams,0,,,,,
player,201512060min,sea,WilsRu00,st_pct,0%,,,,,
player,201512060min,sea,WillLu00,pos,TE,,,,,
player,201512060min,sea,WillLu00,offense,54,,,,,
player,201512060min,sea,WillLu00,off_pct,81%,,,,,
player,201512060min,sea,WillLu00,defense,0,,,,,
player,201512060min,sea,WillLu00,def_pct,0%,,,,,
player,201512060min,sea,WillLu00,special_teams,8,,,,,
player,201512060min,sea,WillLu00,st_pct,32%,,,,,
player,201512060min,sea,KearJe01,pos,WR,,,,,
player,201512060min,sea,KearJe01,offense,44,,,,,
player,201512060min,sea,KearJe01,off_pct,66%,,,,,
player,201512060min,sea,KearJe01,defense,0,,,,,
player,201512060min,sea,KearJe01,def_pct,0%,,,,,
player,201512060min,sea,KearJe01,special_teams,2,,,,,
player,201512060min,sea,KearJe01,st_pct,8%,,,,,
player,201512060min,sea,RawlTh00,pos,RB,,,,,
player,201512060min,sea,RawlTh00,offense,44,,,,,
player,201512060min,sea,RawlTh00,off_pct,66%,,,,,
player,201512060min,sea,RawlTh00,defense,0,,,,,
player,201512060min,sea,RawlTh00,def_pct,0%,,,,,
player,201512060min,sea,RawlTh00,special_teams,0,,,,,
player,201512060min,sea,RawlTh00,st_pct,0%,,,,,
player,201512060min,sea,BaldDo00,pos,WR,,,,,
player,201512060min,sea,BaldDo00,offense,43,,,,,
player,201512060min,sea,BaldDo00,off_pct,64%,,,,,
player,201512060min,sea,BaldDo00,defense,0,,,,,
player,201512060min,sea,BaldDo00,def_pct,0%,,,,,
player,201512060min,sea,BaldDo00,special_teams,6,,,,,
player,201512060min,sea,BaldDo00,st_pct,24%,,,,,
player,201512060min,sea,LockTy00,pos,WR,,,,,
player,201512060min,sea,LockTy00,offense,38,,,,,
player,201512060min,sea,LockTy00,off_pct,57%,,,,,
player,201512060min,sea,LockTy00,defense,0,,,,,
player,201512060min,sea,LockTy00,def_pct,0%,,,,,
player,201512060min,sea,LockTy00,special_teams,8,,,,,
player,201512060min,sea,LockTy00,st_pct,32%,,,,,
player,201512060min,sea,HelfCo00,pos,TE,,,,,
player,201512060min,sea,HelfCo00,offense,35,,,,,
