game,2015,13,20151206,201512060min,sea,"Seattle Seahawks",38,min,"Minnesota Vikings",7
player,201512060min,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201512060min,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201512060min,sea,ThomEa99,fumbles_forced,0,,,,,
player,201512060min,sea,ClarFr01,def_int,0,,,,,
player,201512060min,sea,ClarFr01,def_int_yds,0,,,,,
player,201512060min,sea,ClarFr01,def_int_td,0,,,,,
player,201512060min,sea,ClarFr01,def_int_long,0,,,,,
player,201512060min,sea,ClarFr01,pass_defended,2,,,,,
player,201512060min,sea,ClarFr01,sacks,2.0,,,,,
player,201512060min,sea,ClarFr01,tackles_combined,2,,,,,
player,201512060min,sea,ClarFr01,tackles_solo,2,,,,,
player,201512060min,sea,ClarFr01,tackles_assists,0,,,,,
player,201512060min,sea,ClarFr01,tackles_loss,2,,,,,
player,201512060min,sea,ClarFr01,qb_hits,3,,,,,
player,201512060min,sea,ClarFr01,fumbles_rec,0,,,,,
player,201512060min,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201512060min,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201512060min,sea,ClarFr01,fumbles_forced,0,,,,,
player,201512060min,sea,BennMi99,def_int,0,,,,,
player,201512060min,sea,BennMi99,def_int_yds,0,,,,,
player,201512060min,sea,BennMi99,def_int_td,0,,,,,
player,201512060min,sea,BennMi99,def_int_long,0,,,,,
player,201512060min,sea,BennMi99,pass_defended,0,,,,,
player,201512060min,sea,BennMi99,sacks,1.0,,,,,
player,201512060min,sea,BennMi99,tackles_combined,4,,,,,
player,201512060min,sea,BennMi99,tackles_solo,3,,,,,
player,201512060min,sea,BennMi99,tackles_assists,1,,,,,
player,201512060min,sea,BennMi99,tackles_loss,3,,,,,
player,201512060min,sea,BennMi99,qb_hits,2,,,,,
player,201512060min,sea,BennMi99,fumbles_rec,0,,,,,
player,201512060min,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201512060min,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201512060min,sea,BennMi99,fumbles_forced,0,,,,,
player,201512060min,sea,IrviBr00,def_int,0,,,,,
player,201512060min,sea,IrviBr00,def_int_yds,0,,,,,
player,201512060min,sea,IrviBr00,def_int_td,0,,,,,
player,201512060min,sea,IrviBr00,def_int_long,0,,,,,
player,201512060min,sea,IrviBr00,pass_defended,0,,,,,
player,201512060min,sea,IrviBr00,sacks,1.0,,,,,
player,201512060min,sea,IrviBr00,tackles_combined,3,,,,,
player,201512060min,sea,IrviBr00,tackles_solo,3,,,,,
player,201512060min,sea,IrviBr00,tackles_assists,0,,,,,
player,201512060min,sea,IrviBr00,tackles_loss,2,,,,,
player,201512060min,sea,IrviBr00,qb_hits,1,,,,,
player,201512060min,sea,IrviBr00,fumbles_rec,0,,,,,
player,201512060min,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201512060min,sea,IrviBr00,fumbles_forced,1,,,,,
player,201512060min,sea,WrigK.00,def_int,0,,,,,
player,201512060min,sea,WrigK.00,def_int_yds,0,,,,,
player,201512060min,sea,WrigK.00,def_int_td,0,,,,,
player,201512060min,sea,WrigK.00,def_int_long,0,,,,,
player,201512060min,sea,WrigK.00,pass_defended,0,,,,,
player,201512060min,sea,WrigK.00,sacks,0.0,,,,,
player,201512060min,sea,WrigK.00,tackles_combined,10,,,,,
player,201512060min,sea,WrigK.00,tackles_solo,9,,,,,
player,201512060min,sea,WrigK.00,tackles_assists,1,,,,,
player,201512060min,sea,WrigK.00,tackles_loss,1,,,,,
player,201512060min,sea,WrigK.00,qb_hits,0,,,,,
player,201512060min,sea,WrigK.00,fumbles_rec,0,,,,,
player,201512060min,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201512060min,sea,WrigK.00,fumbles_forced,0,,,,,
player,201512060min,sea,ChanKa99,def_int,0,,,,,
player,201512060min,sea,ChanKa99,def_int_yds,0,,,,,
player,201512060min,sea,ChanKa99,def_int_td,0,,,,,
player,201512060min,sea,ChanKa99,def_int_long,0,,,,,
player,201512060min,sea,ChanKa99,pass_defended,0,,,,,
player,201512060min,sea,ChanKa99,sacks,0.0,,,,,
player,201512060min,sea,ChanKa99,tackles_combined,7,,,,,
player,201512060min,sea,ChanKa99,tackles_solo,5,,,,,
player,201512060min,sea,ChanKa99,tackles_assists,2,,,,,
player,201512060min,sea,ChanKa99,tackles_loss,0,,,,,
player,201512060min,sea,ChanKa99,qb_hits,0,,,,,
player,201512060min,sea,ChanKa99,fumbles_rec,0,,,,,
player,201512060min,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201512060min,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201512060min,sea,ChanKa99,fumbles_forced,0,,,,,
player,201512060min,sea,WagnBo00,def_int,0,,,,,
player,201512060min,sea,WagnBo00,def_int_yds,0,,,,,
player,201512060min,sea,WagnBo00,def_int_td,0,,,,,
player,201512060min,sea,WagnBo00,def_int_long,0,,,,,
player,201512060min,sea,WagnBo00,pass_defended,0,,,,,
player,201512060min,sea,WagnBo00,sacks,0.0,,,,,
player,201512060min,sea,WagnBo00,tackles_combined,7,,,,,
player,201512060min,sea,WagnBo00,tackles_solo,7,,,,,
player,201512060min,sea,WagnBo00,tackles_assists,0,,,,,
player,201512060min,sea,WagnBo00,tackles_loss,0,,,,,
player,201512060min,sea,WagnBo00,qb_hits,0,,,,,
player,201512060min,sea,WagnBo00,fumbles_rec,0,,,,,
player,201512060min,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201512060min,sea,WagnBo00,fumbles_forced,0,,,,,
player,201512060min,sea,McCrKe00,def_int,0,,,,,
player,201512060min,sea,McCrKe00,def_int_yds,0,,,,,
player,201512060min,sea,McCrKe00,def_int_td,0,,,,,
player,201512060min,sea,McCrKe00,def_int_long,0,,,,,
player,201512060min,sea,McCrKe00,pass_defended,0,,,,,
player,201512060min,sea,McCrKe00,sacks,0.0,,,,,
player,201512060min,sea,McCrKe00,tackles_combined,5,,,,,
player,201512060min,sea,McCrKe00,tackles_solo,4,,,,,
player,201512060min,sea,McCrKe00,tackles_assists,1,,,,,
player,201512060min,sea,McCrKe00,tackles_loss,0,,,,,
player,201512060min,sea,McCrKe00,qb_hits,0,,,,,
player,201512060min,sea,McCrKe00,fumbles_rec,0,,,,,
player,201512060min,sea,McCrKe00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,McCrKe00,fumbles_rec_td,0,,,,,
player,201512060min,sea,McCrKe00,fumbles_forced,0,,,,,
player,201512060min,sea,MarsCa00,def_int,0,,,,,
player,201512060min,sea,MarsCa00,def_int_yds,0,,,,,
player,201512060min,sea,MarsCa00,def_int_td,0,,,,,
player,201512060min,sea,MarsCa00,def_int_long,0,,,,,
player,201512060min,sea,MarsCa00,pass_defended,0,,,,,
player,201512060min,sea,MarsCa00,sacks,0.0,,,,,
player,201512060min,sea,MarsCa00,tackles_combined,4,,,,,
player,201512060min,sea,MarsCa00,tackles_solo,4,,,,,
player,201512060min,sea,MarsCa00,tackles_assists,0,,,,,
player,201512060min,sea,MarsCa00,tackles_loss,1,,,,,
player,201512060min,sea,MarsCa00,qb_hits,0,,,,,
player,201512060min,sea,MarsCa00,fumbles_rec,0,,,,,
player,201512060min,sea,MarsCa00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,MarsCa00,fumbles_rec_td,0,,,,,
player,201512060min,sea,MarsCa00,fumbles_forced,0,,,,,
player,201512060min,sea,SheaDe00,def_int,0,,,,,
player,201512060min,sea,SheaDe00,def_int_yds,0,,,,,
player,201512060min,sea,SheaDe00,def_int_td,0,,,,,
player,201512060min,sea,SheaDe00,def_int_long,0,,,,,
player,201512060min,sea,SheaDe00,pass_defended,0,,,,,
player,201512060min,sea,SheaDe00,sacks,0.0,,,,,
player,201512060min,sea,SheaDe00,tackles_combined,2,,,,,
player,201512060min,sea,SheaDe00,tackles_solo,2,,,,,
player,201512060min,sea,SheaDe00,tackles_assists,0,,,,,
player,201512060min,sea,SheaDe00,tackles_loss,1,,,,,
player,201512060min,sea,SheaDe00,qb_hits,0,,,,,
player,201512060min,sea,SheaDe00,fumbles_rec,0,,,,,
player,201512060min,sea,SheaDe00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,SheaDe00,fumbles_rec_td,0,,,,,
player,201512060min,sea,SheaDe00,fumbles_forced,0,,,,,
player,201512060min,sea,ColeDe00,def_int,0,,,,,
player,201512060min,sea,ColeDe00,def_int_yds,0,,,,,
player,201512060min,sea,ColeDe00,def_int_td,0,,,,,
player,201512060min,sea,ColeDe00,def_int_long,0,,,,,
player,201512060min,sea,ColeDe00,pass_defended,0,,,,,
player,201512060min,sea,ColeDe00,sacks,0.0,,,,,
player,201512060min,sea,ColeDe00,tackles_combined,1,,,,,
player,201512060min,sea,ColeDe00,tackles_solo,1,,,,,
player,201512060min,sea,ColeDe00,tackles_assists,0,,,,,
player,201512060min,sea,ColeDe00,tackles_loss,0,,,,,
player,201512060min,sea,ColeDe00,qb_hits,0,,,,,
player,201512060min,sea,ColeDe00,fumbles_rec,0,,,,,
player,201512060min,sea,ColeDe00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,ColeDe00,fumbles_rec_td,0,,,,,
player,201512060min,sea,ColeDe00,fumbles_forced,0,,,,,
player,201512060min,sea,LaneJe00,def_int,0,,,,,
player,201512060min,sea,LaneJe00,def_int_yds,0,,,,,
player,201512060min,sea,LaneJe00,def_int_td,0,,,,,
player,201512060min,sea,LaneJe00,def_int_long,0,,,,,
player,201512060min,sea,LaneJe00,pass_defended,0,,,,,
player,201512060min,sea,LaneJe00,sacks,0.0,,,,,
player,201512060min,sea,LaneJe00,tackles_combined,1,,,,,
player,201512060min,sea,LaneJe00,tackles_solo,0,,,,,
player,201512060min,sea,LaneJe00,tackles_assists,1,,,,,
player,201512060min,sea,LaneJe00,tackles_loss,0,,,,,
player,201512060min,sea,LaneJe00,qb_hits,0,,,,,
player,201512060min,sea,LaneJe00,fumbles_rec,0,,,,,
player,201512060min,sea,LaneJe00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,LaneJe00,fumbles_rec_td,0,,,,,
player,201512060min,sea,LaneJe00,fumbles_forced,0,,,,,
player,201512060min,sea,PinkEr00,def_int,0,,,,,
player,201512060min,sea,PinkEr00,def_int_yds,0,,,,,
player,201512060min,sea,PinkEr00,def_int_td,0,,,,,
player,201512060min,sea,PinkEr00,def_int_long,0,,,,,
player,201512060min,sea,PinkEr00,pass_defended,0,,,,,
player,201512060min,sea,PinkEr00,sacks,0.0,,,,,
player,201512060min,sea,PinkEr00,tackles_combined,1,,,,,
player,201512060min,sea,PinkEr00,tackles_solo,1,,,,,
player,201512060min,sea,PinkEr00,tackles_assists,0,,,,,
player,201512060min,sea,PinkEr00,tackles_loss,0,,,,,
player,201512060min,sea,PinkEr00,qb_hits,0,,,,,
player,201512060min,sea,PinkEr00,fumbles_rec,0,,,,,
player,201512060min,sea,PinkEr00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,PinkEr00,fumbles_rec_td,0,,,,,
player,201512060min,sea,PinkEr00,fumbles_forced,0,,,,,
player,201512060min,sea,RubiAh99,def_int,0,,,,,
player,201512060min,sea,RubiAh99,def_int_yds,0,,,,,
player,201512060min,sea,RubiAh99,def_int_td,0,,,,,
player,201512060min,sea,RubiAh99,def_int_long,0,,,,,
player,201512060min,sea,RubiAh99,pass_defended,0,,,,,
player,201512060min,sea,RubiAh99,sacks,0.0,,,,,
player,201512060min,sea,RubiAh99,tackles_combined,1,,,,,
player,201512060min,sea,RubiAh99,tackles_solo,1,,,,,
player,201512060min,sea,RubiAh99,tackles_assists,0,,,,,
player,201512060min,sea,RubiAh99,tackles_loss,0,,,,,
player,201512060min,sea,RubiAh99,qb_hits,0,,,,,
player,201512060min,sea,RubiAh99,fumbles_rec,0,,,,,
player,201512060min,sea,RubiAh99,fumbles_rec_yds,0,,,,,
player,201512060min,sea,RubiAh99,fumbles_rec_td,0,,,,,
player,201512060min,sea,RubiAh99,fumbles_forced,0,,,,,
player,201512060min,sea,SherRi00,def_int,0,,,,,
player,201512060min,sea,SherRi00,def_int_yds,0,,,,,
player,201512060min,sea,SherRi00,def_int_td,0,,,,,
player,201512060min,sea,SherRi00,def_int_long,0,,,,,
player,201512060min,sea,SherRi00,pass_defended,0,,,,,
player,201512060min,sea,SherRi00,sacks,0.0,,,,,
player,201512060min,sea,SherRi00,tackles_combined,1,,,,,
player,201512060min,sea,SherRi00,tackles_solo,1,,,,,
player,201512060min,sea,SherRi00,tackles_assists,0,,,,,
player,201512060min,sea,SherRi00,tackles_loss,0,,,,,
player,201512060min,sea,SherRi00,qb_hits,0,,,,,
player,201512060min,sea,SherRi00,fumbles_rec,0,,,,,
player,201512060min,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201512060min,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201512060min,sea,SherRi00,fumbles_forced,0,,,,,
player,201512060min,sea,MebaBr99,def_int,0,,,,,
player,201512060min,sea,MebaBr99,def_int_yds,0,,,,,
player,201512060min,sea,MebaBr99,def_int_td,0,,,,,
player,201512060min,sea,MebaBr99,def_int_long,0,,,,,
player,201512060min,sea,MebaBr99,pass_defended,0,,,,,
player,201512060min,sea,MebaBr99,sacks,0.0,,,,,
player,201512060min,sea,MebaBr99,tackles_combined,0,,,,,
player,201512060min,sea,MebaBr99,tackles_solo,0,,,,,
player,201512060min,sea,MebaBr99,tackles_assists,0,,,,,
player,201512060min,sea,MebaBr99,tackles_loss,0,,,,,
player,201512060min,sea,MebaBr99,qb_hits,1,,,,,
player,201512060min,sea,MebaBr99,fumbles_rec,0,,,,,
player,201512060min,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201512060min,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201512060min,sea,MebaBr99,fumbles_forced,0,,,,,
player,201512060min,min,RobiBr98,def_int,0,,,,,
player,201512060min,min,RobiBr98,def_int_yds,0,,,,,
player,201512060min,min,RobiBr98,def_int_td,0,,,,,
player,201512060min,min,RobiBr98,def_int_long,0,,,,,
player,201512060min,min,RobiBr98,pass_defended,0,,,,,
player,201512060min,min,RobiBr98,sacks,2.0,,,,,
player,201512060min,min,RobiBr98,tackles_combined,3,,,,,
player,201512060min,min,RobiBr98,tackles_solo,3,,,,,
player,201512060min,min,RobiBr98,tackles_assists,0,,,,,
player,201512060min,min,RobiBr98,tackles_loss,1,,,,,
player,201512060min,min,RobiBr98,qb_hits,2,,,,,
player,201512060min,min,RobiBr98,fumbles_rec,0,,,,,
player,201512060min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201512060min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201512060min,min,RobiBr98,fumbles_forced,0,,,,,
player,201512060min,min,BlanRo00,def_int,0,,,,,
player,201512060min,min,BlanRo00,def_int_yds,0,,,,,
player,201512060min,min,BlanRo00,def_int_td,0,,,,,
player,201512060min,min,BlanRo00,def_int_long,0,,,,,
player,201512060min,min,BlanRo00,pass_defended,0,,,,,
player,201512060min,min,BlanRo00,sacks,0.0,,,,,
player,201512060min,min,BlanRo00,tackles_combined,9,,,,,
player,201512060min,min,BlanRo00,tackles_solo,7,,,,,
player,201512060min,min,BlanRo00,tackles_assists,2,,,,,
player,201512060min,min,BlanRo00,tackles_loss,0,,,,,
player,201512060min,min,BlanRo00,qb_hits,0,,,,,
player,201512060min,min,BlanRo00,fumbles_rec,0,,,,,
player,201512060min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201512060min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201512060min,min,BlanRo00,fumbles_forced,0,,,,,
player,201512060min,min,FloySh00,def_int,0,,,,,
player,201512060min,min,FloySh00,def_int_yds,0,,,,,
player,201512060min,min,FloySh00,def_int_td,0,,,,,
player,201512060min,min,FloySh00,def_int_long,0,,,,,
player,201512060min,min,FloySh00,pass_defended,0,,,,,
player,201512060min,min,FloySh00,sacks,0.0,,,,,
player,201512060min,min,FloySh00,tackles_combined,7,,,,,
player,201512060min,min,FloySh00,tackles_solo,6,,,,,
player,201512060min,min,FloySh00,tackles_assists,1,,,,,
player,201512060min,min,FloySh00,tackles_loss,0,,,,,
player,201512060min,min,FloySh00,qb_hits,0,,,,,
player,201512060min,min,FloySh00,fumbles_rec,0,,,,,
player,201512060min,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201512060min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201512060min,min,FloySh00,fumbles_forced,0,,,,,
player,201512060min,min,KendEr00,def_int,0,,,,,
player,201512060min,min,KendEr00,def_int_yds,0,,,,,
player,201512060min,min,KendEr00,def_int_td,0,,,,,
player,201512060min,min,KendEr00,def_int_long,0,,,,,
player,201512060min,min,KendEr00,pass_defended,0,,,,,
player,201512060min,min,KendEr00,sacks,0.0,,,,,
player,201512060min,min,KendEr00,tackles_combined,7,,,,,
player,201512060min,min,KendEr00,tackles_solo,3,,,,,
player,201512060min,min,KendEr00,tackles_assists,4,,,,,
player,201512060min,min,KendEr00,tackles_loss,0,,,,,
player,201512060min,min,KendEr00,qb_hits,1,,,,,
player,201512060min,min,KendEr00,fumbles_rec,0,,,,,
player,201512060min,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201512060min,min,KendEr00,fumbles_rec_td,0,,,,,
player,201512060min,min,KendEr00,fumbles_forced,0,,,,,
player,201512060min,min,GreeCh99,def_int,0,,,,,
player,201512060min,min,GreeCh99,def_int_yds,0,,,,,
player,201512060min,min,GreeCh99,def_int_td,0,,,,,
player,201512060min,min,GreeCh99,def_int_long,0,,,,,
player,201512060min,min,GreeCh99,pass_defended,0,,,,,
player,201512060min,min,GreeCh99,sacks,0.0,,,,,
player,201512060min,min,GreeCh99,tackles_combined,6,,,,,
player,201512060min,min,GreeCh99,tackles_solo,5,,,,,
player,201512060min,min,GreeCh99,tackles_assists,1,,,,,
player,201512060min,min,GreeCh99,tackles_loss,0,,,,,
player,201512060min,min,GreeCh99,qb_hits,0,,,,,
player,201512060min,min,GreeCh99,fumbles_rec,0,,,,,
player,201512060min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201512060min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201512060min,min,GreeCh99,fumbles_forced,0,,,,,
player,201512060min,min,ExumAn00,def_int,0,,,,,
player,201512060min,min,ExumAn00,def_int_yds,0,,,,,
player,201512060min,min,ExumAn00,def_int_td,0,,,,,
player,201512060min,min,ExumAn00,def_int_long,0,,,,,
player,201512060min,min,ExumAn00,pass_defended,0,,,,,
player,201512060min,min,ExumAn00,sacks,0.0,,,,,
player,201512060min,min,ExumAn00,tackles_combined,5,,,,,
player,201512060min,min,ExumAn00,tackles_solo,5,,,,,
player,201512060min,min,ExumAn00,tackles_assists,0,,,,,
player,201512060min,min,ExumAn00,tackles_loss,0,,,,,
player,201512060min,min,ExumAn00,qb_hits,0,,,,,
player,201512060min,min,ExumAn00,fumbles_rec,1,,,,,
player,201512060min,min,ExumAn00,fumbles_rec_yds,0,,,,,
player,201512060min,min,ExumAn00,fumbles_rec_td,0,,,,,
player,201512060min,min,ExumAn00,fumbles_forced,1,,,,,
player,201512060min,min,RhodXa00,def_int,0,,,,,
player,201512060min,min,RhodXa00,def_int_yds,0,,,,,
player,201512060min,min,RhodXa00,def_int_td,0,,,,,
player,201512060min,min,RhodXa00,def_int_long,0,,,,,
player,201512060min,min,RhodXa00,pass_defended,0,,,,,
player,201512060min,min,RhodXa00,sacks,0.0,,,,,
player,201512060min,min,RhodXa00,tackles_combined,5,,,,,
player,201512060min,min,RhodXa00,tackles_solo,5,,,,,
player,201512060min,min,RhodXa00,tackles_assists,0,,,,,
player,201512060min,min,RhodXa00,tackles_loss,0,,,,,
player,201512060min,min,RhodXa00,qb_hits,0,,,,,
player,201512060min,min,RhodXa00,fumbles_rec,0,,,,,
player,201512060min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201512060min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201512060min,min,RhodXa00,fumbles_forced,0,,,,,
player,201512060min,min,TrusJa99,def_int,0,,,,,
player,201512060min,min,TrusJa99,def_int_yds,0,,,,,
player,201512060min,min,TrusJa99,def_int_td,0,,,,,
player,201512060min,min,TrusJa99,def_int_long,0,,,,,
player,201512060min,min,TrusJa99,pass_defended,0,,,,,
player,201512060min,min,TrusJa99,sacks,0.0,,,,,
player,201512060min,min,TrusJa99,tackles_combined,4,,,,,
player,201512060min,min,TrusJa99,tackles_solo,3,,,,,
player,201512060min,min,TrusJa99,tackles_assists,1,,,,,
player,201512060min,min,TrusJa99,tackles_loss,0,,,,,
player,201512060min,min,TrusJa99,qb_hits,0,,,,,
player,201512060min,min,TrusJa99,fumbles_rec,0,,,,,
player,201512060min,min,TrusJa99,fumbles_rec_yds,0,,,,,
player,201512060min,min,TrusJa99,fumbles_rec_td,0,,,,,
player,201512060min,min,TrusJa99,fumbles_forced,0,,,,,
player,201512060min,min,HuntDa01,def_int,0,,,,,
player,201512060min,min,HuntDa01,def_int_yds,0,,,,,
player,201512060min,min,HuntDa01,def_int_td,0,,,,,
player,201512060min,min,HuntDa01,def_int_long,0,,,,,
player,201512060min,min,HuntDa01,pass_defended,0,,,,,
player,201512060min,min,HuntDa01,sacks,0.0,,,,,
player,201512060min,min,HuntDa01,tackles_combined,3,,,,,
player,201512060min,min,HuntDa01,tackles_solo,3,,,,,
player,201512060min,min,HuntDa01,tackles_assists,0,,,,,
player,201512060min,min,HuntDa01,tackles_loss,1,,,,,
player,201512060min,min,HuntDa01,qb_hits,0,,,,,
player,201512060min,min,HuntDa01,fumbles_rec,0,,,,,
player,201512060min,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201512060min,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201512060min,min,HuntDa01,fumbles_forced,0,,,,,
player,201512060min,min,JohnTo01,def_int,0,,,,,
player,201512060min,min,JohnTo01,def_int_yds,0,,,,,
player,201512060min,min,JohnTo01,def_int_td,0,,,,,
player,201512060min,min,JohnTo01,def_int_long,0,,,,,
player,201512060min,min,JohnTo01,pass_defended,0,,,,,
player,201512060min,min,JohnTo01,sacks,0.0,,,,,
player,201512060min,min,JohnTo01,tackles_combined,3,,,,,
player,201512060min,min,JohnTo01,tackles_solo,3,,,,,
player,201512060min,min,JohnTo01,tackles_assists,0,,,,,
player,201512060min,min,JohnTo01,tackles_loss,1,,,,,
player,201512060min,min,JohnTo01,qb_hits,1,,,,,
player,201512060min,min,JohnTo01,fumbles_rec,0,,,,,
player,201512060min,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201512060min,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201512060min,min,JohnTo01,fumbles_forced,0,,,,,
player,201512060min,min,NewmTe20,def_int,0,,,,,
player,201512060min,min,NewmTe20,def_int_yds,0,,,,,
player,201512060min,min,NewmTe20,def_int_td,0,,,,,
player,201512060min,min,NewmTe20,def_int_long,0,,,,,
player,201512060min,min,NewmTe20,pass_defended,0,,,,,
player,201512060min,min,NewmTe20,sacks,0.0,,,,,
player,201512060min,min,NewmTe20,tackles_combined,3,,,,,
player,201512060min,min,NewmTe20,tackles_solo,3,,,,,
player,201512060min,min,NewmTe20,tackles_assists,0,,,,,
player,201512060min,min,NewmTe20,tackles_loss,0,,,,,
player,201512060min,min,NewmTe20,qb_hits,0,,,,,
player,201512060min,min,NewmTe20,fumbles_rec,0,,,,,
player,201512060min,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201512060min,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201512060min,min,NewmTe20,fumbles_forced,0,,,,,
player,201512060min,min,GrifEv99,def_int,0,,,,,
player,201512060min,min,GrifEv99,def_int_yds,0,,,,,
player,201512060min,min,GrifEv99,def_int_td,0,,,,,
player,201512060min,min,GrifEv99,def_int_long,0,,,,,
player,201512060min,min,GrifEv99,pass_defended,0,,,,,
player,201512060min,min,GrifEv99,sacks,0.0,,,,,
player,201512060min,min,GrifEv99,tackles_combined,2,,,,,
player,201512060min,min,GrifEv99,tackles_solo,2,,,,,
player,201512060min,min,GrifEv99,tackles_assists,0,,,,,
player,201512060min,min,GrifEv99,tackles_loss,0,,,,,
player,201512060min,min,GrifEv99,qb_hits,0,,,,,
player,201512060min,min,GrifEv99,fumbles_rec,0,,,,,
player,201512060min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201512060min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201512060min,min,GrifEv99,fumbles_forced,0,,,,,
player,201512060min,min,MunnCa99,def_int,0,,,,,
player,201512060min,min,MunnCa99,def_int_yds,0,,,,,
player,201512060min,min,MunnCa99,def_int_td,0,,,,,
player,201512060min,min,MunnCa99,def_int_long,0,,,,,
player,201512060min,min,MunnCa99,pass_defended,0,,,,,
player,201512060min,min,MunnCa99,sacks,0.0,,,,,
player,201512060min,min,MunnCa99,tackles_combined,2,,,,,
player,201512060min,min,MunnCa99,tackles_solo,2,,,,,
player,201512060min,min,MunnCa99,tackles_assists,0,,,,,
player,201512060min,min,MunnCa99,tackles_loss,0,,,,,
player,201512060min,min,MunnCa99,qb_hits,0,,,,,
player,201512060min,min,MunnCa99,fumbles_rec,0,,,,,
player,201512060min,min,MunnCa99,fumbles_rec_yds,0,,,,,
player,201512060min,min,MunnCa99,fumbles_rec_td,0,,,,,
player,201512060min,min,MunnCa99,fumbles_forced,0,,,,,
player,201512060min,min,SmitHa00,def_int,0,,,,,
player,201512060min,min,SmitHa00,def_int_yds,0,,,,,
player,201512060min,min,SmitHa00,def_int_td,0,,,,,
player,201512060min,min,SmitHa00,def_int_long,0,,,,,
player,201512060min,min,SmitHa00,pass_defended,0,,,,,
player,201512060min,min,SmitHa00,sacks,0.0,,,,,
player,201512060min,min,SmitHa00,tackles_combined,2,,,,,
player,201512060min,min,SmitHa00,tackles_solo,2,,,,,
player,201512060min,min,SmitHa00,tackles_assists,0,,,,,
player,201512060min,min,SmitHa00,tackles_loss,1,,,,,
player,201512060min,min,SmitHa00,qb_hits,0,,,,,
player,201512060min,min,SmitHa00,fumbles_rec,0,,,,,
player,201512060min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201512060min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201512060min,min,SmitHa00,fumbles_forced,0,,,,,
player,201512060min,min,WattBr00,def_int,0,,,,,
player,201512060min,min,WattBr00,def_int_yds,0,,,,,
player,201512060min,min,WattBr00,def_int_td,0,,,,,
player,201512060min,min,WattBr00,def_int_long,0,,,,,
player,201512060min,min,WattBr00,pass_defended,0,,,,,
player,201512060min,min,WattBr00,sacks,0.0,,,,,
player,201512060min,min,WattBr00,tackles_combined,2,,,,,
player,201512060min,min,WattBr00,tackles_solo,2,,,,,
player,201512060min,min,WattBr00,tackles_assists,0,,,,,
player,201512060min,min,WattBr00,tackles_loss,0,,,,,
player,201512060min,min,WattBr00,qb_hits,0,,,,,
player,201512060min,min,WattBr00,fumbles_rec,0,,,,,
player,201512060min,min,WattBr00,fumbles_rec_yds,0,,,,,
player,201512060min,min,WattBr00,fumbles_rec_td,0,,,,,
player,201512060min,min,WattBr00,fumbles_forced,1,,,,,
player,201512060min,min,McDeKe00,def_int,0,,,,,
player,201512060min,min,McDeKe00,def_int_yds,0,,,,,
player,201512060min,min,McDeKe00,def_int_td,0,,,,,
player,201512060min,min,McDeKe00,def_int_long,0,,,,,
player,201512060min,min,McDeKe00,pass_defended,0,,,,,
