game,2015,16,20151227,201512270mia,clt,"Indianapolis Colts",18,mia,"Miami Dolphins",12
team,201512270mia,clt,First Downs,20,,,,,,
team,201512270mia,mia,First Downs,22,,,,,,
team,201512270mia,clt,Rush-Yds-TDs,23-100-2,,,,,,
team,201512270mia,mia,Rush-Yds-TDs,25-82-1,,,,,,
team,201512270mia,clt,Cmp-Att-Yd-TD-INT,17-29-177-0-0,,,,,,
team,201512270mia,mia,Cmp-Att-Yd-TD-INT,26-38-329-0-1,,,,,,
team,201512270mia,clt,Sacked-Yards,2-9,,,,,,
team,201512270mia,mia,Sacked-Yards,6-50,,,,,,
team,201512270mia,clt,Net Pass Yards,168,,,,,,
team,201512270mia,mia,Net Pass Yards,279,,,,,,
team,201512270mia,clt,Total Yards,268,,,,,,
team,201512270mia,mia,Total Yards,361,,,,,,
team,201512270mia,clt,Fumbles-Lost,0-0,,,,,,
team,201512270mia,mia,Fumbles-Lost,0-0,,,,,,
team,201512270mia,clt,Turnovers,0,,,,,,
team,201512270mia,mia,Turnovers,1,,,,,,
team,201512270mia,clt,Penalties-Yards,6-60,,,,,,
team,201512270mia,mia,Penalties-Yards,9-50,,,,,,
team,201512270mia,clt,Third Down Conv.,6-12,,,,,,
team,201512270mia,mia,Third Down Conv.,6-15,,,,,,
team,201512270mia,clt,Fourth Down Conv.,0-0,,,,,,
team,201512270mia,mia,Fourth Down Conv.,0-1,,,,,,
team,201512270mia,clt,Time of Possession,27:11,,,,,,
team,201512270mia,mia,Time of Possession,32:49,,,,,,
player,201512270mia,clt,HassMa00,pass_cmp,8,,,,,
player,201512270mia,clt,HassMa00,pass_att,15,,,,,
player,201512270mia,clt,HassMa00,pass_yds,99,,,,,
player,201512270mia,clt,HassMa00,pass_td,0,,,,,
player,201512270mia,clt,HassMa00,pass_int,0,,,,,
player,201512270mia,clt,HassMa00,pass_sacked,1,,,,,
player,201512270mia,clt,HassMa00,pass_sacked_yds,1,,,,,
player,201512270mia,clt,HassMa00,pass_long,28,,,,,
player,201512270mia,clt,HassMa00,pass_rating,74.0,,,,,
player,201512270mia,clt,HassMa00,rush_att,0,,,,,
player,201512270mia,clt,HassMa00,rush_yds,0,,,,,
player,201512270mia,clt,HassMa00,rush_td,0,,,,,
player,201512270mia,clt,HassMa00,rush_long,0,,,,,
player,201512270mia,clt,HassMa00,targets,0,,,,,
player,201512270mia,clt,HassMa00,rec,0,,,,,
player,201512270mia,clt,HassMa00,rec_yds,0,,,,,
player,201512270mia,clt,HassMa00,rec_td,0,,,,,
player,201512270mia,clt,HassMa00,rec_long,0,,,,,
player,201512270mia,clt,HassMa00,fumbles,0,,,,,
player,201512270mia,clt,HassMa00,fumbles_lost,0,,,,,
player,201512270mia,clt,WhitCh02,pass_cmp,9,,,,,
player,201512270mia,clt,WhitCh02,pass_att,14,,,,,
player,201512270mia,clt,WhitCh02,pass_yds,78,,,,,
player,201512270mia,clt,WhitCh02,pass_td,0,,,,,
player,201512270mia,clt,WhitCh02,pass_int,0,,,,,
player,201512270mia,clt,WhitCh02,pass_sacked,1,,,,,
player,201512270mia,clt,WhitCh02,pass_sacked_yds,8,,,,,
player,201512270mia,clt,WhitCh02,pass_long,16,,,,,
player,201512270mia,clt,WhitCh02,pass_rating,78.9,,,,,
player,201512270mia,clt,WhitCh02,rush_att,1,,,,,
player,201512270mia,clt,WhitCh02,rush_yds,-1,,,,,
player,201512270mia,clt,WhitCh02,rush_td,0,,,,,
player,201512270mia,clt,WhitCh02,rush_long,-1,,,,,
player,201512270mia,clt,WhitCh02,targets,0,,,,,
player,201512270mia,clt,WhitCh02,rec,0,,,,,
player,201512270mia,clt,WhitCh02,rec_yds,0,,,,,
player,201512270mia,clt,WhitCh02,rec_td,0,,,,,
player,201512270mia,clt,WhitCh02,rec_long,0,,,,,
player,201512270mia,clt,WhitCh02,fumbles,0,,,,,
player,201512270mia,clt,WhitCh02,fumbles_lost,0,,,,,
player,201512270mia,clt,GoreFr00,pass_cmp,0,,,,,
player,201512270mia,clt,GoreFr00,pass_att,0,,,,,
player,201512270mia,clt,GoreFr00,pass_yds,0,,,,,
player,201512270mia,clt,GoreFr00,pass_td,0,,,,,
player,201512270mia,clt,GoreFr00,pass_int,0,,,,,
player,201512270mia,clt,GoreFr00,pass_sacked,0,,,,,
player,201512270mia,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,GoreFr00,pass_long,0,,,,,
player,201512270mia,clt,GoreFr00,pass_rating,,,,,,
player,201512270mia,clt,GoreFr00,rush_att,15,,,,,
player,201512270mia,clt,GoreFr00,rush_yds,85,,,,,
player,201512270mia,clt,GoreFr00,rush_td,2,,,,,
player,201512270mia,clt,GoreFr00,rush_long,37,,,,,
player,201512270mia,clt,GoreFr00,targets,4,,,,,
player,201512270mia,clt,GoreFr00,rec,2,,,,,
player,201512270mia,clt,GoreFr00,rec_yds,10,,,,,
player,201512270mia,clt,GoreFr00,rec_td,0,,,,,
player,201512270mia,clt,GoreFr00,rec_long,6,,,,,
player,201512270mia,clt,GoreFr00,fumbles,0,,,,,
player,201512270mia,clt,GoreFr00,fumbles_lost,0,,,,,
player,201512270mia,clt,HerrDa00,pass_cmp,0,,,,,
player,201512270mia,clt,HerrDa00,pass_att,0,,,,,
player,201512270mia,clt,HerrDa00,pass_yds,0,,,,,
player,201512270mia,clt,HerrDa00,pass_td,0,,,,,
player,201512270mia,clt,HerrDa00,pass_int,0,,,,,
player,201512270mia,clt,HerrDa00,pass_sacked,0,,,,,
player,201512270mia,clt,HerrDa00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,HerrDa00,pass_long,0,,,,,
player,201512270mia,clt,HerrDa00,pass_rating,,,,,,
player,201512270mia,clt,HerrDa00,rush_att,6,,,,,
player,201512270mia,clt,HerrDa00,rush_yds,14,,,,,
player,201512270mia,clt,HerrDa00,rush_td,0,,,,,
player,201512270mia,clt,HerrDa00,rush_long,5,,,,,
player,201512270mia,clt,HerrDa00,targets,0,,,,,
player,201512270mia,clt,HerrDa00,rec,0,,,,,
player,201512270mia,clt,HerrDa00,rec_yds,0,,,,,
player,201512270mia,clt,HerrDa00,rec_td,0,,,,,
player,201512270mia,clt,HerrDa00,rec_long,0,,,,,
player,201512270mia,clt,HerrDa00,fumbles,0,,,,,
player,201512270mia,clt,HerrDa00,fumbles_lost,0,,,,,
player,201512270mia,clt,DorsPh00,pass_cmp,0,,,,,
player,201512270mia,clt,DorsPh00,pass_att,0,,,,,
player,201512270mia,clt,DorsPh00,pass_yds,0,,,,,
player,201512270mia,clt,DorsPh00,pass_td,0,,,,,
player,201512270mia,clt,DorsPh00,pass_int,0,,,,,
player,201512270mia,clt,DorsPh00,pass_sacked,0,,,,,
player,201512270mia,clt,DorsPh00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,DorsPh00,pass_long,0,,,,,
player,201512270mia,clt,DorsPh00,pass_rating,,,,,,
player,201512270mia,clt,DorsPh00,rush_att,1,,,,,
player,201512270mia,clt,DorsPh00,rush_yds,2,,,,,
player,201512270mia,clt,DorsPh00,rush_td,0,,,,,
player,201512270mia,clt,DorsPh00,rush_long,2,,,,,
player,201512270mia,clt,DorsPh00,targets,3,,,,,
player,201512270mia,clt,DorsPh00,rec,2,,,,,
player,201512270mia,clt,DorsPh00,rec_yds,29,,,,,
player,201512270mia,clt,DorsPh00,rec_td,0,,,,,
player,201512270mia,clt,DorsPh00,rec_long,22,,,,,
player,201512270mia,clt,DorsPh00,fumbles,0,,,,,
player,201512270mia,clt,DorsPh00,fumbles_lost,0,,,,,
player,201512270mia,clt,HiltT.00,pass_cmp,0,,,,,
player,201512270mia,clt,HiltT.00,pass_att,0,,,,,
player,201512270mia,clt,HiltT.00,pass_yds,0,,,,,
player,201512270mia,clt,HiltT.00,pass_td,0,,,,,
player,201512270mia,clt,HiltT.00,pass_int,0,,,,,
player,201512270mia,clt,HiltT.00,pass_sacked,0,,,,,
player,201512270mia,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,HiltT.00,pass_long,0,,,,,
player,201512270mia,clt,HiltT.00,pass_rating,,,,,,
player,201512270mia,clt,HiltT.00,rush_att,0,,,,,
player,201512270mia,clt,HiltT.00,rush_yds,0,,,,,
player,201512270mia,clt,HiltT.00,rush_td,0,,,,,
player,201512270mia,clt,HiltT.00,rush_long,0,,,,,
player,201512270mia,clt,HiltT.00,targets,7,,,,,
player,201512270mia,clt,HiltT.00,rec,4,,,,,
player,201512270mia,clt,HiltT.00,rec_yds,64,,,,,
player,201512270mia,clt,HiltT.00,rec_td,0,,,,,
player,201512270mia,clt,HiltT.00,rec_long,28,,,,,
player,201512270mia,clt,HiltT.00,fumbles,0,,,,,
player,201512270mia,clt,HiltT.00,fumbles_lost,0,,,,,
player,201512270mia,clt,JohnAn02,pass_cmp,0,,,,,
player,201512270mia,clt,JohnAn02,pass_att,0,,,,,
player,201512270mia,clt,JohnAn02,pass_yds,0,,,,,
player,201512270mia,clt,JohnAn02,pass_td,0,,,,,
player,201512270mia,clt,JohnAn02,pass_int,0,,,,,
player,201512270mia,clt,JohnAn02,pass_sacked,0,,,,,
player,201512270mia,clt,JohnAn02,pass_sacked_yds,0,,,,,
player,201512270mia,clt,JohnAn02,pass_long,0,,,,,
player,201512270mia,clt,JohnAn02,pass_rating,,,,,,
player,201512270mia,clt,JohnAn02,rush_att,0,,,,,
player,201512270mia,clt,JohnAn02,rush_yds,0,,,,,
player,201512270mia,clt,JohnAn02,rush_td,0,,,,,
player,201512270mia,clt,JohnAn02,rush_long,0,,,,,
player,201512270mia,clt,JohnAn02,targets,5,,,,,
player,201512270mia,clt,JohnAn02,rec,3,,,,,
player,201512270mia,clt,JohnAn02,rec_yds,39,,,,,
player,201512270mia,clt,JohnAn02,rec_td,0,,,,,
player,201512270mia,clt,JohnAn02,rec_long,16,,,,,
player,201512270mia,clt,JohnAn02,fumbles,0,,,,,
player,201512270mia,clt,JohnAn02,fumbles_lost,0,,,,,
player,201512270mia,clt,MoncDo00,pass_cmp,0,,,,,
player,201512270mia,clt,MoncDo00,pass_att,0,,,,,
player,201512270mia,clt,MoncDo00,pass_yds,0,,,,,
player,201512270mia,clt,MoncDo00,pass_td,0,,,,,
player,201512270mia,clt,MoncDo00,pass_int,0,,,,,
player,201512270mia,clt,MoncDo00,pass_sacked,0,,,,,
player,201512270mia,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,MoncDo00,pass_long,0,,,,,
player,201512270mia,clt,MoncDo00,pass_rating,,,,,,
player,201512270mia,clt,MoncDo00,rush_att,0,,,,,
player,201512270mia,clt,MoncDo00,rush_yds,0,,,,,
player,201512270mia,clt,MoncDo00,rush_td,0,,,,,
player,201512270mia,clt,MoncDo00,rush_long,0,,,,,
player,201512270mia,clt,MoncDo00,targets,2,,,,,
player,201512270mia,clt,MoncDo00,rec,2,,,,,
player,201512270mia,clt,MoncDo00,rec_yds,15,,,,,
player,201512270mia,clt,MoncDo00,rec_td,0,,,,,
player,201512270mia,clt,MoncDo00,rec_long,8,,,,,
player,201512270mia,clt,MoncDo00,fumbles,0,,,,,
player,201512270mia,clt,MoncDo00,fumbles_lost,0,,,,,
player,201512270mia,clt,FleeCo00,pass_cmp,0,,,,,
player,201512270mia,clt,FleeCo00,pass_att,0,,,,,
player,201512270mia,clt,FleeCo00,pass_yds,0,,,,,
player,201512270mia,clt,FleeCo00,pass_td,0,,,,,
player,201512270mia,clt,FleeCo00,pass_int,0,,,,,
player,201512270mia,clt,FleeCo00,pass_sacked,0,,,,,
player,201512270mia,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,FleeCo00,pass_long,0,,,,,
player,201512270mia,clt,FleeCo00,pass_rating,,,,,,
player,201512270mia,clt,FleeCo00,rush_att,0,,,,,
player,201512270mia,clt,FleeCo00,rush_yds,0,,,,,
player,201512270mia,clt,FleeCo00,rush_td,0,,,,,
player,201512270mia,clt,FleeCo00,rush_long,0,,,,,
player,201512270mia,clt,FleeCo00,targets,4,,,,,
player,201512270mia,clt,FleeCo00,rec,2,,,,,
player,201512270mia,clt,FleeCo00,rec_yds,13,,,,,
player,201512270mia,clt,FleeCo00,rec_td,0,,,,,
player,201512270mia,clt,FleeCo00,rec_long,10,,,,,
player,201512270mia,clt,FleeCo00,fumbles,0,,,,,
player,201512270mia,clt,FleeCo00,fumbles_lost,0,,,,,
player,201512270mia,clt,DoylJa00,pass_cmp,0,,,,,
player,201512270mia,clt,DoylJa00,pass_att,0,,,,,
player,201512270mia,clt,DoylJa00,pass_yds,0,,,,,
player,201512270mia,clt,DoylJa00,pass_td,0,,,,,
player,201512270mia,clt,DoylJa00,pass_int,0,,,,,
player,201512270mia,clt,DoylJa00,pass_sacked,0,,,,,
player,201512270mia,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,DoylJa00,pass_long,0,,,,,
player,201512270mia,clt,DoylJa00,pass_rating,,,,,,
player,201512270mia,clt,DoylJa00,rush_att,0,,,,,
player,201512270mia,clt,DoylJa00,rush_yds,0,,,,,
player,201512270mia,clt,DoylJa00,rush_td,0,,,,,
player,201512270mia,clt,DoylJa00,rush_long,0,,,,,
player,201512270mia,clt,DoylJa00,targets,3,,,,,
player,201512270mia,clt,DoylJa00,rec,2,,,,,
player,201512270mia,clt,DoylJa00,rec_yds,7,,,,,
player,201512270mia,clt,DoylJa00,rec_td,0,,,,,
player,201512270mia,clt,DoylJa00,rec_long,5,,,,,
player,201512270mia,clt,DoylJa00,fumbles,0,,,,,
player,201512270mia,clt,DoylJa00,fumbles_lost,0,,,,,
player,201512270mia,clt,AlleDw00,pass_cmp,0,,,,,
player,201512270mia,clt,AlleDw00,pass_att,0,,,,,
player,201512270mia,clt,AlleDw00,pass_yds,0,,,,,
player,201512270mia,clt,AlleDw00,pass_td,0,,,,,
player,201512270mia,clt,AlleDw00,pass_int,0,,,,,
player,201512270mia,clt,AlleDw00,pass_sacked,0,,,,,
player,201512270mia,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201512270mia,clt,AlleDw00,pass_long,0,,,,,
player,201512270mia,clt,AlleDw00,pass_rating,,,,,,
player,201512270mia,clt,AlleDw00,rush_att,0,,,,,
player,201512270mia,clt,AlleDw00,rush_yds,0,,,,,
player,201512270mia,clt,AlleDw00,rush_td,0,,,,,
player,201512270mia,clt,AlleDw00,rush_long,0,,,,,
player,201512270mia,clt,AlleDw00,targets,1,,,,,
player,201512270mia,clt,AlleDw00,rec,0,,,,,
player,201512270mia,clt,AlleDw00,rec_yds,0,,,,,
player,201512270mia,clt,AlleDw00,rec_td,0,,,,,
player,201512270mia,clt,AlleDw00,rec_long,0,,,,,
player,201512270mia,clt,AlleDw00,fumbles,0,,,,,
player,201512270mia,clt,AlleDw00,fumbles_lost,0,,,,,
player,201512270mia,mia,TannRy00,pass_cmp,26,,,,,
player,201512270mia,mia,TannRy00,pass_att,38,,,,,
player,201512270mia,mia,TannRy00,pass_yds,329,,,,,
player,201512270mia,mia,TannRy00,pass_td,0,,,,,
player,201512270mia,mia,TannRy00,pass_int,1,,,,,
player,201512270mia,mia,TannRy00,pass_sacked,6,,,,,
player,201512270mia,mia,TannRy00,pass_sacked_yds,50,,,,,
player,201512270mia,mia,TannRy00,pass_long,49,,,,,
player,201512270mia,mia,TannRy00,pass_rating,84.2,,,,,
player,201512270mia,mia,TannRy00,rush_att,1,,,,,
player,201512270mia,mia,TannRy00,rush_yds,28,,,,,
player,201512270mia,mia,TannRy00,rush_td,0,,,,,
player,201512270mia,mia,TannRy00,rush_long,28,,,,,
player,201512270mia,mia,TannRy00,targets,0,,,,,
player,201512270mia,mia,TannRy00,rec,0,,,,,
player,201512270mia,mia,TannRy00,rec_yds,0,,,,,
player,201512270mia,mia,TannRy00,rec_td,0,,,,,
player,201512270mia,mia,TannRy00,rec_long,0,,,,,
player,201512270mia,mia,TannRy00,fumbles,0,,,,,
player,201512270mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201512270mia,mia,MillLa01,pass_cmp,0,,,,,
player,201512270mia,mia,MillLa01,pass_att,0,,,,,
player,201512270mia,mia,MillLa01,pass_yds,0,,,,,
player,201512270mia,mia,MillLa01,pass_td,0,,,,,
player,201512270mia,mia,MillLa01,pass_int,0,,,,,
player,201512270mia,mia,MillLa01,pass_sacked,0,,,,,
player,201512270mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201512270mia,mia,MillLa01,pass_long,0,,,,,
player,201512270mia,mia,MillLa01,pass_rating,,,,,,
player,201512270mia,mia,MillLa01,rush_att,15,,,,,
player,201512270mia,mia,MillLa01,rush_yds,31,,,,,
player,201512270mia,mia,MillLa01,rush_td,1,,,,,
player,201512270mia,mia,MillLa01,rush_long,7,,,,,
player,201512270mia,mia,MillLa01,targets,6,,,,,
player,201512270mia,mia,MillLa01,rec,5,,,,,
player,201512270mia,mia,MillLa01,rec_yds,36,,,,,
player,201512270mia,mia,MillLa01,rec_td,0,,,,,
player,201512270mia,mia,MillLa01,rec_long,14,,,,,
player,201512270mia,mia,MillLa01,fumbles,0,,,,,
player,201512270mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201512270mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201512270mia,mia,AjayJa00,pass_att,0,,,,,
player,201512270mia,mia,AjayJa00,pass_yds,0,,,,,
player,201512270mia,mia,AjayJa00,pass_td,0,,,,,
player,201512270mia,mia,AjayJa00,pass_int,0,,,,,
player,201512270mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201512270mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201512270mia,mia,AjayJa00,pass_long,0,,,,,
player,201512270mia,mia,AjayJa00,pass_rating,,,,,,
player,201512270mia,mia,AjayJa00,rush_att,9,,,,,
player,201512270mia,mia,AjayJa00,rush_yds,23,,,,,
player,201512270mia,mia,AjayJa00,rush_td,0,,,,,
player,201512270mia,mia,AjayJa00,rush_long,10,,,,,
player,201512270mia,mia,AjayJa00,targets,0,,,,,
player,201512270mia,mia,AjayJa00,rec,0,,,,,
player,201512270mia,mia,AjayJa00,rec_yds,0,,,,,
player,201512270mia,mia,AjayJa00,rec_td,0,,,,,
player,201512270mia,mia,AjayJa00,rec_long,0,,,,,
