game,2015,6,20151018,201510180gnb,sdg,"San Diego Chargers",20,gnb,"Green Bay Packers",27
player,201510180gnb,sdg,OlivBr01,rush_long,6,,,,,
player,201510180gnb,sdg,OlivBr01,targets,4,,,,,
player,201510180gnb,sdg,OlivBr01,rec,4,,,,,
player,201510180gnb,sdg,OlivBr01,rec_yds,40,,,,,
player,201510180gnb,sdg,OlivBr01,rec_td,0,,,,,
player,201510180gnb,sdg,OlivBr01,rec_long,14,,,,,
player,201510180gnb,sdg,OlivBr01,fumbles,0,,,,,
player,201510180gnb,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_cmp,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_att,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_yds,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_td,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_int,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_sacked,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_long,0,,,,,
player,201510180gnb,sdg,WoodDa02,pass_rating,,,,,,
player,201510180gnb,sdg,WoodDa02,rush_att,7,,,,,
player,201510180gnb,sdg,WoodDa02,rush_yds,8,,,,,
player,201510180gnb,sdg,WoodDa02,rush_td,0,,,,,
player,201510180gnb,sdg,WoodDa02,rush_long,4,,,,,
player,201510180gnb,sdg,WoodDa02,targets,7,,,,,
player,201510180gnb,sdg,WoodDa02,rec,5,,,,,
player,201510180gnb,sdg,WoodDa02,rec_yds,63,,,,,
player,201510180gnb,sdg,WoodDa02,rec_td,0,,,,,
player,201510180gnb,sdg,WoodDa02,rec_long,25,,,,,
player,201510180gnb,sdg,WoodDa02,fumbles,0,,,,,
player,201510180gnb,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_cmp,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_att,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_yds,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_td,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_int,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_sacked,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_long,0,,,,,
player,201510180gnb,sdg,AlleKe00,pass_rating,,,,,,
player,201510180gnb,sdg,AlleKe00,rush_att,0,,,,,
player,201510180gnb,sdg,AlleKe00,rush_yds,0,,,,,
player,201510180gnb,sdg,AlleKe00,rush_td,0,,,,,
player,201510180gnb,sdg,AlleKe00,rush_long,0,,,,,
player,201510180gnb,sdg,AlleKe00,targets,15,,,,,
player,201510180gnb,sdg,AlleKe00,rec,14,,,,,
player,201510180gnb,sdg,AlleKe00,rec_yds,157,,,,,
player,201510180gnb,sdg,AlleKe00,rec_td,0,,,,,
player,201510180gnb,sdg,AlleKe00,rec_long,38,,,,,
player,201510180gnb,sdg,AlleKe00,fumbles,0,,,,,
player,201510180gnb,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_cmp,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_att,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_yds,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_td,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_int,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_sacked,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_long,0,,,,,
player,201510180gnb,sdg,FloyMa00,pass_rating,,,,,,
player,201510180gnb,sdg,FloyMa00,rush_att,0,,,,,
player,201510180gnb,sdg,FloyMa00,rush_yds,0,,,,,
player,201510180gnb,sdg,FloyMa00,rush_td,0,,,,,
player,201510180gnb,sdg,FloyMa00,rush_long,0,,,,,
player,201510180gnb,sdg,FloyMa00,targets,12,,,,,
player,201510180gnb,sdg,FloyMa00,rec,5,,,,,
player,201510180gnb,sdg,FloyMa00,rec_yds,95,,,,,
player,201510180gnb,sdg,FloyMa00,rec_td,0,,,,,
player,201510180gnb,sdg,FloyMa00,rec_long,50,,,,,
player,201510180gnb,sdg,FloyMa00,fumbles,0,,,,,
player,201510180gnb,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_cmp,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_att,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_yds,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_td,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_int,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_sacked,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_long,0,,,,,
player,201510180gnb,sdg,GateAn00,pass_rating,,,,,,
player,201510180gnb,sdg,GateAn00,rush_att,0,,,,,
player,201510180gnb,sdg,GateAn00,rush_yds,0,,,,,
player,201510180gnb,sdg,GateAn00,rush_td,0,,,,,
player,201510180gnb,sdg,GateAn00,rush_long,0,,,,,
player,201510180gnb,sdg,GateAn00,targets,16,,,,,
player,201510180gnb,sdg,GateAn00,rec,9,,,,,
player,201510180gnb,sdg,GateAn00,rec_yds,95,,,,,
player,201510180gnb,sdg,GateAn00,rec_td,0,,,,,
player,201510180gnb,sdg,GateAn00,rec_long,21,,,,,
player,201510180gnb,sdg,GateAn00,fumbles,0,,,,,
player,201510180gnb,sdg,GateAn00,fumbles_lost,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_cmp,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_att,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_yds,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_td,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_int,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_sacked,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_long,0,,,,,
player,201510180gnb,sdg,GreeLa00,pass_rating,,,,,,
player,201510180gnb,sdg,GreeLa00,rush_att,0,,,,,
player,201510180gnb,sdg,GreeLa00,rush_yds,0,,,,,
player,201510180gnb,sdg,GreeLa00,rush_td,0,,,,,
player,201510180gnb,sdg,GreeLa00,rush_long,0,,,,,
player,201510180gnb,sdg,GreeLa00,targets,4,,,,,
player,201510180gnb,sdg,GreeLa00,rec,3,,,,,
player,201510180gnb,sdg,GreeLa00,rec_yds,35,,,,,
player,201510180gnb,sdg,GreeLa00,rec_td,1,,,,,
player,201510180gnb,sdg,GreeLa00,rec_long,19,,,,,
player,201510180gnb,sdg,GreeLa00,fumbles,0,,,,,
player,201510180gnb,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_cmp,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_att,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_yds,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_td,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_int,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_sacked,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_long,0,,,,,
player,201510180gnb,sdg,InmaDo00,pass_rating,,,,,,
player,201510180gnb,sdg,InmaDo00,rush_att,0,,,,,
player,201510180gnb,sdg,InmaDo00,rush_yds,0,,,,,
player,201510180gnb,sdg,InmaDo00,rush_td,0,,,,,
player,201510180gnb,sdg,InmaDo00,rush_long,0,,,,,
player,201510180gnb,sdg,InmaDo00,targets,7,,,,,
player,201510180gnb,sdg,InmaDo00,rec,3,,,,,
player,201510180gnb,sdg,InmaDo00,rec_yds,18,,,,,
player,201510180gnb,sdg,InmaDo00,rec_td,1,,,,,
player,201510180gnb,sdg,InmaDo00,rec_long,9,,,,,
player,201510180gnb,sdg,InmaDo00,fumbles,0,,,,,
player,201510180gnb,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,RodgAa00,pass_cmp,16,,,,,
player,201510180gnb,gnb,RodgAa00,pass_att,29,,,,,
player,201510180gnb,gnb,RodgAa00,pass_yds,255,,,,,
player,201510180gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201510180gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201510180gnb,gnb,RodgAa00,pass_sacked,3,,,,,
player,201510180gnb,gnb,RodgAa00,pass_sacked_yds,18,,,,,
player,201510180gnb,gnb,RodgAa00,pass_long,46,,,,,
player,201510180gnb,gnb,RodgAa00,pass_rating,107.7,,,,,
player,201510180gnb,gnb,RodgAa00,rush_att,2,,,,,
player,201510180gnb,gnb,RodgAa00,rush_yds,14,,,,,
player,201510180gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201510180gnb,gnb,RodgAa00,rush_long,15,,,,,
player,201510180gnb,gnb,RodgAa00,targets,0,,,,,
player,201510180gnb,gnb,RodgAa00,rec,0,,,,,
player,201510180gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201510180gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201510180gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201510180gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201510180gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_att,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_td,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_int,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_long,0,,,,,
player,201510180gnb,gnb,StarJa00,pass_rating,,,,,,
player,201510180gnb,gnb,StarJa00,rush_att,10,,,,,
player,201510180gnb,gnb,StarJa00,rush_yds,112,,,,,
player,201510180gnb,gnb,StarJa00,rush_td,1,,,,,
player,201510180gnb,gnb,StarJa00,rush_long,65,,,,,
player,201510180gnb,gnb,StarJa00,targets,2,,,,,
player,201510180gnb,gnb,StarJa00,rec,1,,,,,
player,201510180gnb,gnb,StarJa00,rec_yds,5,,,,,
player,201510180gnb,gnb,StarJa00,rec_td,1,,,,,
player,201510180gnb,gnb,StarJa00,rec_long,5,,,,,
player,201510180gnb,gnb,StarJa00,fumbles,0,,,,,
player,201510180gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_cmp,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_att,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_yds,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_td,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_int,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_sacked,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_long,0,,,,,
player,201510180gnb,gnb,MontTy01,pass_rating,,,,,,
player,201510180gnb,gnb,MontTy01,rush_att,1,,,,,
player,201510180gnb,gnb,MontTy01,rush_yds,4,,,,,
player,201510180gnb,gnb,MontTy01,rush_td,0,,,,,
player,201510180gnb,gnb,MontTy01,rush_long,4,,,,,
player,201510180gnb,gnb,MontTy01,targets,2,,,,,
player,201510180gnb,gnb,MontTy01,rec,2,,,,,
player,201510180gnb,gnb,MontTy01,rec_yds,11,,,,,
player,201510180gnb,gnb,MontTy01,rec_td,0,,,,,
player,201510180gnb,gnb,MontTy01,rec_long,6,,,,,
player,201510180gnb,gnb,MontTy01,fumbles,0,,,,,
player,201510180gnb,gnb,MontTy01,fumbles_lost,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201510180gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201510180gnb,gnb,LacyEd00,rush_att,4,,,,,
player,201510180gnb,gnb,LacyEd00,rush_yds,3,,,,,
player,201510180gnb,gnb,LacyEd00,rush_td,0,,,,,
player,201510180gnb,gnb,LacyEd00,rush_long,3,,,,,
player,201510180gnb,gnb,LacyEd00,targets,2,,,,,
player,201510180gnb,gnb,LacyEd00,rec,2,,,,,
player,201510180gnb,gnb,LacyEd00,rec_yds,17,,,,,
player,201510180gnb,gnb,LacyEd00,rec_td,0,,,,,
player,201510180gnb,gnb,LacyEd00,rec_long,12,,,,,
player,201510180gnb,gnb,LacyEd00,fumbles,1,,,,,
player,201510180gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_cmp,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_att,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_yds,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_td,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_int,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_sacked,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_long,0,,,,,
player,201510180gnb,gnb,JaniJe00,pass_rating,,,,,,
player,201510180gnb,gnb,JaniJe00,rush_att,0,,,,,
player,201510180gnb,gnb,JaniJe00,rush_yds,0,,,,,
player,201510180gnb,gnb,JaniJe00,rush_td,0,,,,,
player,201510180gnb,gnb,JaniJe00,rush_long,0,,,,,
player,201510180gnb,gnb,JaniJe00,targets,4,,,,,
player,201510180gnb,gnb,JaniJe00,rec,2,,,,,
player,201510180gnb,gnb,JaniJe00,rec_yds,79,,,,,
player,201510180gnb,gnb,JaniJe00,rec_td,0,,,,,
player,201510180gnb,gnb,JaniJe00,rec_long,46,,,,,
player,201510180gnb,gnb,JaniJe00,fumbles,0,,,,,
player,201510180gnb,gnb,JaniJe00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201510180gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201510180gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201510180gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201510180gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201510180gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201510180gnb,gnb,CobbRa00,targets,5,,,,,
player,201510180gnb,gnb,CobbRa00,rec,2,,,,,
player,201510180gnb,gnb,CobbRa00,rec_yds,38,,,,,
player,201510180gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201510180gnb,gnb,CobbRa00,rec_long,26,,,,,
player,201510180gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201510180gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_cmp,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_att,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_yds,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_td,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_int,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_sacked,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_long,0,,,,,
player,201510180gnb,gnb,RodgRi00,pass_rating,,,,,,
player,201510180gnb,gnb,RodgRi00,rush_att,0,,,,,
player,201510180gnb,gnb,RodgRi00,rush_yds,0,,,,,
player,201510180gnb,gnb,RodgRi00,rush_td,0,,,,,
player,201510180gnb,gnb,RodgRi00,rush_long,0,,,,,
player,201510180gnb,gnb,RodgRi00,targets,5,,,,,
player,201510180gnb,gnb,RodgRi00,rec,2,,,,,
player,201510180gnb,gnb,RodgRi00,rec_yds,34,,,,,
player,201510180gnb,gnb,RodgRi00,rec_td,0,,,,,
player,201510180gnb,gnb,RodgRi00,rec_long,25,,,,,
player,201510180gnb,gnb,RodgRi00,fumbles,0,,,,,
player,201510180gnb,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201510180gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201510180gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201510180gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201510180gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201510180gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201510180gnb,gnb,JoneJa04,targets,5,,,,,
player,201510180gnb,gnb,JoneJa04,rec,2,,,,,
player,201510180gnb,gnb,JoneJa04,rec_yds,30,,,,,
player,201510180gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201510180gnb,gnb,JoneJa04,rec_long,22,,,,,
player,201510180gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201510180gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_cmp,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_att,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_yds,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_td,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_int,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_sacked,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_long,0,,,,,
player,201510180gnb,gnb,PeriJu00,pass_rating,,,,,,
player,201510180gnb,gnb,PeriJu00,rush_att,0,,,,,
player,201510180gnb,gnb,PeriJu00,rush_yds,0,,,,,
player,201510180gnb,gnb,PeriJu00,rush_td,0,,,,,
player,201510180gnb,gnb,PeriJu00,rush_long,0,,,,,
player,201510180gnb,gnb,PeriJu00,targets,2,,,,,
player,201510180gnb,gnb,PeriJu00,rec,1,,,,,
player,201510180gnb,gnb,PeriJu00,rec_yds,21,,,,,
player,201510180gnb,gnb,PeriJu00,rec_td,0,,,,,
player,201510180gnb,gnb,PeriJu00,rec_long,21,,,,,
player,201510180gnb,gnb,PeriJu00,fumbles,0,,,,,
player,201510180gnb,gnb,PeriJu00,fumbles_lost,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201510180gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201510180gnb,gnb,KuhnJo00,rush_att,0,,,,,
player,201510180gnb,gnb,KuhnJo00,rush_yds,0,,,,,
player,201510180gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201510180gnb,gnb,KuhnJo00,rush_long,0,,,,,
player,201510180gnb,gnb,KuhnJo00,targets,2,,,,,
player,201510180gnb,gnb,KuhnJo00,rec,2,,,,,
player,201510180gnb,gnb,KuhnJo00,rec_yds,20,,,,,
player,201510180gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201510180gnb,gnb,KuhnJo00,rec_long,19,,,,,
player,201510180gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201510180gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201510180gnb,sdg,AttaJe00,def_int,0,,,,,
player,201510180gnb,sdg,AttaJe00,def_int_yds,0,,,,,
player,201510180gnb,sdg,AttaJe00,def_int_td,0,,,,,
player,201510180gnb,sdg,AttaJe00,def_int_long,0,,,,,
player,201510180gnb,sdg,AttaJe00,pass_defended,0,,,,,
player,201510180gnb,sdg,AttaJe00,sacks,2.0,,,,,
player,201510180gnb,sdg,AttaJe00,tackles_combined,3,,,,,
player,201510180gnb,sdg,AttaJe00,tackles_solo,3,,,,,
player,201510180gnb,sdg,AttaJe00,tackles_assists,0,,,,,
player,201510180gnb,sdg,AttaJe00,tackles_loss,3,,,,,
player,201510180gnb,sdg,AttaJe00,qb_hits,2,,,,,
player,201510180gnb,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201510180gnb,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201510180gnb,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201510180gnb,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201510180gnb,sdg,LiugCo00,def_int,0,,,,,
player,201510180gnb,sdg,LiugCo00,def_int_yds,0,,,,,
player,201510180gnb,sdg,LiugCo00,def_int_td,0,,,,,
player,201510180gnb,sdg,LiugCo00,def_int_long,0,,,,,
player,201510180gnb,sdg,LiugCo00,pass_defended,0,,,,,
player,201510180gnb,sdg,LiugCo00,sacks,1.0,,,,,
player,201510180gnb,sdg,LiugCo00,tackles_combined,5,,,,,
player,201510180gnb,sdg,LiugCo00,tackles_solo,5,,,,,
player,201510180gnb,sdg,LiugCo00,tackles_assists,0,,,,,
