game,2017,2,20170917,201709170den,dal,"Dallas Cowboys",17,den,"Denver Broncos",42
player,201709170den,dal,ElliEz00,rec_long,9,,,,,
player,201709170den,dal,ElliEz00,fumbles,0,,,,,
player,201709170den,dal,ElliEz00,fumbles_lost,0,,,,,
player,201709170den,dal,SmitRo06,pass_cmp,0,,,,,
player,201709170den,dal,SmitRo06,pass_att,0,,,,,
player,201709170den,dal,SmitRo06,pass_yds,0,,,,,
player,201709170den,dal,SmitRo06,pass_td,0,,,,,
player,201709170den,dal,SmitRo06,pass_int,0,,,,,
player,201709170den,dal,SmitRo06,pass_sacked,0,,,,,
player,201709170den,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201709170den,dal,SmitRo06,pass_long,0,,,,,
player,201709170den,dal,SmitRo06,pass_rating,,,,,,
player,201709170den,dal,SmitRo06,rush_att,2,,,,,
player,201709170den,dal,SmitRo06,rush_yds,8,,,,,
player,201709170den,dal,SmitRo06,rush_td,0,,,,,
player,201709170den,dal,SmitRo06,rush_long,8,,,,,
player,201709170den,dal,SmitRo06,targets,0,,,,,
player,201709170den,dal,SmitRo06,rec,0,,,,,
player,201709170den,dal,SmitRo06,rec_yds,0,,,,,
player,201709170den,dal,SmitRo06,rec_td,0,,,,,
player,201709170den,dal,SmitRo06,rec_long,0,,,,,
player,201709170den,dal,SmitRo06,fumbles,0,,,,,
player,201709170den,dal,SmitRo06,fumbles_lost,0,,,,,
player,201709170den,dal,WittJa00,pass_cmp,0,,,,,
player,201709170den,dal,WittJa00,pass_att,0,,,,,
player,201709170den,dal,WittJa00,pass_yds,0,,,,,
player,201709170den,dal,WittJa00,pass_td,0,,,,,
player,201709170den,dal,WittJa00,pass_int,0,,,,,
player,201709170den,dal,WittJa00,pass_sacked,0,,,,,
player,201709170den,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201709170den,dal,WittJa00,pass_long,0,,,,,
player,201709170den,dal,WittJa00,pass_rating,,,,,,
player,201709170den,dal,WittJa00,rush_att,0,,,,,
player,201709170den,dal,WittJa00,rush_yds,0,,,,,
player,201709170den,dal,WittJa00,rush_td,0,,,,,
player,201709170den,dal,WittJa00,rush_long,0,,,,,
player,201709170den,dal,WittJa00,targets,13,,,,,
player,201709170den,dal,WittJa00,rec,10,,,,,
player,201709170den,dal,WittJa00,rec_yds,97,,,,,
player,201709170den,dal,WittJa00,rec_td,1,,,,,
player,201709170den,dal,WittJa00,rec_long,28,,,,,
player,201709170den,dal,WittJa00,fumbles,0,,,,,
player,201709170den,dal,WittJa00,fumbles_lost,0,,,,,
player,201709170den,dal,BryaDe01,pass_cmp,0,,,,,
player,201709170den,dal,BryaDe01,pass_att,0,,,,,
player,201709170den,dal,BryaDe01,pass_yds,0,,,,,
player,201709170den,dal,BryaDe01,pass_td,0,,,,,
player,201709170den,dal,BryaDe01,pass_int,0,,,,,
player,201709170den,dal,BryaDe01,pass_sacked,0,,,,,
player,201709170den,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201709170den,dal,BryaDe01,pass_long,0,,,,,
player,201709170den,dal,BryaDe01,pass_rating,,,,,,
player,201709170den,dal,BryaDe01,rush_att,0,,,,,
player,201709170den,dal,BryaDe01,rush_yds,0,,,,,
player,201709170den,dal,BryaDe01,rush_td,0,,,,,
player,201709170den,dal,BryaDe01,rush_long,0,,,,,
player,201709170den,dal,BryaDe01,targets,16,,,,,
player,201709170den,dal,BryaDe01,rec,7,,,,,
player,201709170den,dal,BryaDe01,rec_yds,59,,,,,
player,201709170den,dal,BryaDe01,rec_td,1,,,,,
player,201709170den,dal,BryaDe01,rec_long,15,,,,,
player,201709170den,dal,BryaDe01,fumbles,0,,,,,
player,201709170den,dal,BryaDe01,fumbles_lost,0,,,,,
player,201709170den,dal,BeasCo00,pass_cmp,0,,,,,
player,201709170den,dal,BeasCo00,pass_att,0,,,,,
player,201709170den,dal,BeasCo00,pass_yds,0,,,,,
player,201709170den,dal,BeasCo00,pass_td,0,,,,,
player,201709170den,dal,BeasCo00,pass_int,0,,,,,
player,201709170den,dal,BeasCo00,pass_sacked,0,,,,,
player,201709170den,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201709170den,dal,BeasCo00,pass_long,0,,,,,
player,201709170den,dal,BeasCo00,pass_rating,,,,,,
player,201709170den,dal,BeasCo00,rush_att,0,,,,,
player,201709170den,dal,BeasCo00,rush_yds,0,,,,,
player,201709170den,dal,BeasCo00,rush_td,0,,,,,
player,201709170den,dal,BeasCo00,rush_long,0,,,,,
player,201709170den,dal,BeasCo00,targets,8,,,,,
player,201709170den,dal,BeasCo00,rec,4,,,,,
player,201709170den,dal,BeasCo00,rec_yds,33,,,,,
player,201709170den,dal,BeasCo00,rec_td,0,,,,,
player,201709170den,dal,BeasCo00,rec_long,10,,,,,
player,201709170den,dal,BeasCo00,fumbles,0,,,,,
player,201709170den,dal,BeasCo00,fumbles_lost,0,,,,,
player,201709170den,dal,ButlBr00,pass_cmp,0,,,,,
player,201709170den,dal,ButlBr00,pass_att,0,,,,,
player,201709170den,dal,ButlBr00,pass_yds,0,,,,,
player,201709170den,dal,ButlBr00,pass_td,0,,,,,
player,201709170den,dal,ButlBr00,pass_int,0,,,,,
player,201709170den,dal,ButlBr00,pass_sacked,0,,,,,
player,201709170den,dal,ButlBr00,pass_sacked_yds,0,,,,,
player,201709170den,dal,ButlBr00,pass_long,0,,,,,
player,201709170den,dal,ButlBr00,pass_rating,,,,,,
player,201709170den,dal,ButlBr00,rush_att,0,,,,,
player,201709170den,dal,ButlBr00,rush_yds,0,,,,,
player,201709170den,dal,ButlBr00,rush_td,0,,,,,
player,201709170den,dal,ButlBr00,rush_long,0,,,,,
player,201709170den,dal,ButlBr00,targets,2,,,,,
player,201709170den,dal,ButlBr00,rec,1,,,,,
player,201709170den,dal,ButlBr00,rec_yds,18,,,,,
player,201709170den,dal,ButlBr00,rec_td,0,,,,,
player,201709170den,dal,ButlBr00,rec_long,18,,,,,
player,201709170den,dal,ButlBr00,fumbles,0,,,,,
player,201709170den,dal,ButlBr00,fumbles_lost,0,,,,,
player,201709170den,dal,WillTe01,pass_cmp,0,,,,,
player,201709170den,dal,WillTe01,pass_att,0,,,,,
player,201709170den,dal,WillTe01,pass_yds,0,,,,,
player,201709170den,dal,WillTe01,pass_td,0,,,,,
player,201709170den,dal,WillTe01,pass_int,0,,,,,
player,201709170den,dal,WillTe01,pass_sacked,0,,,,,
player,201709170den,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201709170den,dal,WillTe01,pass_long,0,,,,,
player,201709170den,dal,WillTe01,pass_rating,,,,,,
player,201709170den,dal,WillTe01,rush_att,0,,,,,
player,201709170den,dal,WillTe01,rush_yds,0,,,,,
player,201709170den,dal,WillTe01,rush_td,0,,,,,
player,201709170den,dal,WillTe01,rush_long,0,,,,,
player,201709170den,dal,WillTe01,targets,5,,,,,
player,201709170den,dal,WillTe01,rec,4,,,,,
player,201709170den,dal,WillTe01,rec_yds,17,,,,,
player,201709170den,dal,WillTe01,rec_td,0,,,,,
player,201709170den,dal,WillTe01,rec_long,6,,,,,
player,201709170den,dal,WillTe01,fumbles,0,,,,,
player,201709170den,dal,WillTe01,fumbles_lost,0,,,,,
player,201709170den,den,SiemTr00,pass_cmp,22,,,,,
player,201709170den,den,SiemTr00,pass_att,32,,,,,
player,201709170den,den,SiemTr00,pass_yds,231,,,,,
player,201709170den,den,SiemTr00,pass_td,4,,,,,
player,201709170den,den,SiemTr00,pass_int,1,,,,,
player,201709170den,den,SiemTr00,pass_sacked,2,,,,,
player,201709170den,den,SiemTr00,pass_sacked_yds,29,,,,,
player,201709170den,den,SiemTr00,pass_long,27,,,,,
player,201709170den,den,SiemTr00,pass_rating,116.0,,,,,
player,201709170den,den,SiemTr00,rush_att,5,,,,,
player,201709170den,den,SiemTr00,rush_yds,14,,,,,
player,201709170den,den,SiemTr00,rush_td,0,,,,,
player,201709170den,den,SiemTr00,rush_long,6,,,,,
player,201709170den,den,SiemTr00,targets,0,,,,,
player,201709170den,den,SiemTr00,rec,0,,,,,
player,201709170den,den,SiemTr00,rec_yds,0,,,,,
player,201709170den,den,SiemTr00,rec_td,0,,,,,
player,201709170den,den,SiemTr00,rec_long,0,,,,,
player,201709170den,den,SiemTr00,fumbles,1,,,,,
player,201709170den,den,SiemTr00,fumbles_lost,1,,,,,
player,201709170den,den,AndeC.00,pass_cmp,0,,,,,
player,201709170den,den,AndeC.00,pass_att,0,,,,,
player,201709170den,den,AndeC.00,pass_yds,0,,,,,
player,201709170den,den,AndeC.00,pass_td,0,,,,,
player,201709170den,den,AndeC.00,pass_int,0,,,,,
player,201709170den,den,AndeC.00,pass_sacked,0,,,,,
player,201709170den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201709170den,den,AndeC.00,pass_long,0,,,,,
player,201709170den,den,AndeC.00,pass_rating,,,,,,
player,201709170den,den,AndeC.00,rush_att,25,,,,,
player,201709170den,den,AndeC.00,rush_yds,118,,,,,
player,201709170den,den,AndeC.00,rush_td,1,,,,,
player,201709170den,den,AndeC.00,rush_long,28,,,,,
player,201709170den,den,AndeC.00,targets,3,,,,,
player,201709170den,den,AndeC.00,rec,3,,,,,
player,201709170den,den,AndeC.00,rec_yds,36,,,,,
player,201709170den,den,AndeC.00,rec_td,1,,,,,
player,201709170den,den,AndeC.00,rec_long,16,,,,,
player,201709170den,den,AndeC.00,fumbles,0,,,,,
player,201709170den,den,AndeC.00,fumbles_lost,0,,,,,
player,201709170den,den,CharJa00,pass_cmp,0,,,,,
player,201709170den,den,CharJa00,pass_att,0,,,,,
player,201709170den,den,CharJa00,pass_yds,0,,,,,
player,201709170den,den,CharJa00,pass_td,0,,,,,
player,201709170den,den,CharJa00,pass_int,0,,,,,
player,201709170den,den,CharJa00,pass_sacked,0,,,,,
player,201709170den,den,CharJa00,pass_sacked_yds,0,,,,,
player,201709170den,den,CharJa00,pass_long,0,,,,,
player,201709170den,den,CharJa00,pass_rating,,,,,,
player,201709170den,den,CharJa00,rush_att,9,,,,,
player,201709170den,den,CharJa00,rush_yds,46,,,,,
player,201709170den,den,CharJa00,rush_td,0,,,,,
player,201709170den,den,CharJa00,rush_long,14,,,,,
player,201709170den,den,CharJa00,targets,1,,,,,
player,201709170den,den,CharJa00,rec,1,,,,,
player,201709170den,den,CharJa00,rec_yds,6,,,,,
player,201709170den,den,CharJa00,rec_td,0,,,,,
player,201709170den,den,CharJa00,rec_long,6,,,,,
player,201709170den,den,CharJa00,fumbles,0,,,,,
player,201709170den,den,CharJa00,fumbles_lost,0,,,,,
player,201709170den,den,ThomDe03,pass_cmp,0,,,,,
player,201709170den,den,ThomDe03,pass_att,0,,,,,
player,201709170den,den,ThomDe03,pass_yds,0,,,,,
player,201709170den,den,ThomDe03,pass_td,0,,,,,
player,201709170den,den,ThomDe03,pass_int,0,,,,,
player,201709170den,den,ThomDe03,pass_sacked,0,,,,,
player,201709170den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201709170den,den,ThomDe03,pass_long,0,,,,,
player,201709170den,den,ThomDe03,pass_rating,,,,,,
player,201709170den,den,ThomDe03,rush_att,0,,,,,
player,201709170den,den,ThomDe03,rush_yds,0,,,,,
player,201709170den,den,ThomDe03,rush_td,0,,,,,
player,201709170den,den,ThomDe03,rush_long,0,,,,,
player,201709170den,den,ThomDe03,targets,8,,,,,
player,201709170den,den,ThomDe03,rec,6,,,,,
player,201709170den,den,ThomDe03,rec_yds,71,,,,,
player,201709170den,den,ThomDe03,rec_td,0,,,,,
player,201709170den,den,ThomDe03,rec_long,27,,,,,
player,201709170den,den,ThomDe03,fumbles,0,,,,,
player,201709170den,den,ThomDe03,fumbles_lost,0,,,,,
player,201709170den,den,SandEm00,pass_cmp,0,,,,,
player,201709170den,den,SandEm00,pass_att,0,,,,,
player,201709170den,den,SandEm00,pass_yds,0,,,,,
player,201709170den,den,SandEm00,pass_td,0,,,,,
player,201709170den,den,SandEm00,pass_int,0,,,,,
player,201709170den,den,SandEm00,pass_sacked,0,,,,,
player,201709170den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201709170den,den,SandEm00,pass_long,0,,,,,
player,201709170den,den,SandEm00,pass_rating,,,,,,
player,201709170den,den,SandEm00,rush_att,0,,,,,
player,201709170den,den,SandEm00,rush_yds,0,,,,,
player,201709170den,den,SandEm00,rush_td,0,,,,,
player,201709170den,den,SandEm00,rush_long,0,,,,,
player,201709170den,den,SandEm00,targets,8,,,,,
player,201709170den,den,SandEm00,rec,6,,,,,
player,201709170den,den,SandEm00,rec_yds,62,,,,,
player,201709170den,den,SandEm00,rec_td,2,,,,,
player,201709170den,den,SandEm00,rec_long,25,,,,,
player,201709170den,den,SandEm00,fumbles,0,,,,,
player,201709170den,den,SandEm00,fumbles_lost,0,,,,,
player,201709170den,den,LatiCo00,pass_cmp,0,,,,,
player,201709170den,den,LatiCo00,pass_att,0,,,,,
player,201709170den,den,LatiCo00,pass_yds,0,,,,,
player,201709170den,den,LatiCo00,pass_td,0,,,,,
player,201709170den,den,LatiCo00,pass_int,0,,,,,
player,201709170den,den,LatiCo00,pass_sacked,0,,,,,
player,201709170den,den,LatiCo00,pass_sacked_yds,0,,,,,
player,201709170den,den,LatiCo00,pass_long,0,,,,,
player,201709170den,den,LatiCo00,pass_rating,,,,,,
player,201709170den,den,LatiCo00,rush_att,0,,,,,
player,201709170den,den,LatiCo00,rush_yds,0,,,,,
player,201709170den,den,LatiCo00,rush_td,0,,,,,
player,201709170den,den,LatiCo00,rush_long,0,,,,,
player,201709170den,den,LatiCo00,targets,2,,,,,
player,201709170den,den,LatiCo00,rec,2,,,,,
player,201709170den,den,LatiCo00,rec_yds,22,,,,,
player,201709170den,den,LatiCo00,rec_td,0,,,,,
player,201709170den,den,LatiCo00,rec_long,13,,,,,
player,201709170den,den,LatiCo00,fumbles,1,,,,,
player,201709170den,den,LatiCo00,fumbles_lost,0,,,,,
player,201709170den,den,HeueJe00,pass_cmp,0,,,,,
player,201709170den,den,HeueJe00,pass_att,0,,,,,
player,201709170den,den,HeueJe00,pass_yds,0,,,,,
player,201709170den,den,HeueJe00,pass_td,0,,,,,
player,201709170den,den,HeueJe00,pass_int,0,,,,,
player,201709170den,den,HeueJe00,pass_sacked,0,,,,,
player,201709170den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201709170den,den,HeueJe00,pass_long,0,,,,,
player,201709170den,den,HeueJe00,pass_rating,,,,,,
player,201709170den,den,HeueJe00,rush_att,0,,,,,
player,201709170den,den,HeueJe00,rush_yds,0,,,,,
player,201709170den,den,HeueJe00,rush_td,0,,,,,
player,201709170den,den,HeueJe00,rush_long,0,,,,,
player,201709170den,den,HeueJe00,targets,4,,,,,
player,201709170den,den,HeueJe00,rec,1,,,,,
player,201709170den,den,HeueJe00,rec_yds,15,,,,,
player,201709170den,den,HeueJe00,rec_td,0,,,,,
player,201709170den,den,HeueJe00,rec_long,15,,,,,
player,201709170den,den,HeueJe00,fumbles,0,,,,,
player,201709170den,den,HeueJe00,fumbles_lost,0,,,,,
player,201709170den,den,GreeVi00,pass_cmp,0,,,,,
player,201709170den,den,GreeVi00,pass_att,0,,,,,
player,201709170den,den,GreeVi00,pass_yds,0,,,,,
player,201709170den,den,GreeVi00,pass_td,0,,,,,
player,201709170den,den,GreeVi00,pass_int,0,,,,,
player,201709170den,den,GreeVi00,pass_sacked,0,,,,,
player,201709170den,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201709170den,den,GreeVi00,pass_long,0,,,,,
player,201709170den,den,GreeVi00,pass_rating,,,,,,
player,201709170den,den,GreeVi00,rush_att,0,,,,,
player,201709170den,den,GreeVi00,rush_yds,0,,,,,
player,201709170den,den,GreeVi00,rush_td,0,,,,,
player,201709170den,den,GreeVi00,rush_long,0,,,,,
player,201709170den,den,GreeVi00,targets,3,,,,,
player,201709170den,den,GreeVi00,rec,2,,,,,
player,201709170den,den,GreeVi00,rec_yds,11,,,,,
player,201709170den,den,GreeVi00,rec_td,1,,,,,
player,201709170den,den,GreeVi00,rec_long,9,,,,,
player,201709170den,den,GreeVi00,fumbles,0,,,,,
player,201709170den,den,GreeVi00,fumbles_lost,0,,,,,
player,201709170den,den,FowlBe00,pass_cmp,0,,,,,
player,201709170den,den,FowlBe00,pass_att,0,,,,,
player,201709170den,den,FowlBe00,pass_yds,0,,,,,
player,201709170den,den,FowlBe00,pass_td,0,,,,,
player,201709170den,den,FowlBe00,pass_int,0,,,,,
player,201709170den,den,FowlBe00,pass_sacked,0,,,,,
player,201709170den,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201709170den,den,FowlBe00,pass_long,0,,,,,
player,201709170den,den,FowlBe00,pass_rating,,,,,,
player,201709170den,den,FowlBe00,rush_att,0,,,,,
player,201709170den,den,FowlBe00,rush_yds,0,,,,,
player,201709170den,den,FowlBe00,rush_td,0,,,,,
player,201709170den,den,FowlBe00,rush_long,0,,,,,
player,201709170den,den,FowlBe00,targets,3,,,,,
player,201709170den,den,FowlBe00,rec,1,,,,,
player,201709170den,den,FowlBe00,rec_yds,8,,,,,
player,201709170den,den,FowlBe00,rec_td,0,,,,,
player,201709170den,den,FowlBe00,rec_long,8,,,,,
player,201709170den,den,FowlBe00,fumbles,0,,,,,
player,201709170den,den,FowlBe00,fumbles_lost,0,,,,,
player,201709170den,den,DerbA.00,pass_cmp,0,,,,,
player,201709170den,den,DerbA.00,pass_att,0,,,,,
player,201709170den,den,DerbA.00,pass_yds,0,,,,,
player,201709170den,den,DerbA.00,pass_td,0,,,,,
player,201709170den,den,DerbA.00,pass_int,0,,,,,
player,201709170den,den,DerbA.00,pass_sacked,0,,,,,
player,201709170den,den,DerbA.00,pass_sacked_yds,0,,,,,
player,201709170den,den,DerbA.00,pass_long,0,,,,,
player,201709170den,den,DerbA.00,pass_rating,,,,,,
player,201709170den,den,DerbA.00,rush_att,0,,,,,
player,201709170den,den,DerbA.00,rush_yds,0,,,,,
player,201709170den,den,DerbA.00,rush_td,0,,,,,
player,201709170den,den,DerbA.00,rush_long,0,,,,,
player,201709170den,den,DerbA.00,targets,1,,,,,
player,201709170den,den,DerbA.00,rec,0,,,,,
player,201709170den,den,DerbA.00,rec_yds,0,,,,,
player,201709170den,den,DerbA.00,rec_td,0,,,,,
player,201709170den,den,DerbA.00,rec_long,0,,,,,
player,201709170den,den,DerbA.00,fumbles,0,,,,,
player,201709170den,den,DerbA.00,fumbles_lost,0,,,,,
player,201709170den,dal,LewiJo01,def_int,1,,,,,
player,201709170den,dal,LewiJo01,def_int_yds,25,,,,,
player,201709170den,dal,LewiJo01,def_int_td,0,,,,,
player,201709170den,dal,LewiJo01,def_int_long,25,,,,,
player,201709170den,dal,LewiJo01,pass_defended,1,,,,,
player,201709170den,dal,LewiJo01,sacks,0.0,,,,,
player,201709170den,dal,LewiJo01,tackles_combined,6,,,,,
player,201709170den,dal,LewiJo01,tackles_solo,6,,,,,
player,201709170den,dal,LewiJo01,tackles_assists,0,,,,,
player,201709170den,dal,LewiJo01,tackles_loss,0,,,,,
player,201709170den,dal,LewiJo01,qb_hits,0,,,,,
player,201709170den,dal,LewiJo01,fumbles_rec,0,,,,,
player,201709170den,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201709170den,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201709170den,dal,LewiJo01,fumbles_forced,0,,,,,
player,201709170den,dal,LawrDe00,def_int,0,,,,,
player,201709170den,dal,LawrDe00,def_int_yds,0,,,,,
player,201709170den,dal,LawrDe00,def_int_td,0,,,,,
player,201709170den,dal,LawrDe00,def_int_long,0,,,,,
player,201709170den,dal,LawrDe00,pass_defended,0,,,,,
player,201709170den,dal,LawrDe00,sacks,2.0,,,,,
player,201709170den,dal,LawrDe00,tackles_combined,7,,,,,
player,201709170den,dal,LawrDe00,tackles_solo,5,,,,,
player,201709170den,dal,LawrDe00,tackles_assists,2,,,,,
player,201709170den,dal,LawrDe00,tackles_loss,1,,,,,
player,201709170den,dal,LawrDe00,qb_hits,2,,,,,
player,201709170den,dal,LawrDe00,fumbles_rec,0,,,,,
player,201709170den,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201709170den,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201709170den,dal,LawrDe00,fumbles_forced,1,,,,,
player,201709170den,dal,SmitJa05,def_int,0,,,,,
player,201709170den,dal,SmitJa05,def_int_yds,0,,,,,
player,201709170den,dal,SmitJa05,def_int_td,0,,,,,
player,201709170den,dal,SmitJa05,def_int_long,0,,,,,
player,201709170den,dal,SmitJa05,pass_defended,0,,,,,
player,201709170den,dal,SmitJa05,sacks,0.0,,,,,
player,201709170den,dal,SmitJa05,tackles_combined,10,,,,,
player,201709170den,dal,SmitJa05,tackles_solo,3,,,,,
player,201709170den,dal,SmitJa05,tackles_assists,7,,,,,
player,201709170den,dal,SmitJa05,tackles_loss,0,,,,,
player,201709170den,dal,SmitJa05,qb_hits,0,,,,,
player,201709170den,dal,SmitJa05,fumbles_rec,0,,,,,
player,201709170den,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201709170den,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201709170den,dal,SmitJa05,fumbles_forced,0,,,,,
player,201709170den,dal,LeexSe99,def_int,0,,,,,
player,201709170den,dal,LeexSe99,def_int_yds,0,,,,,
player,201709170den,dal,LeexSe99,def_int_td,0,,,,,
player,201709170den,dal,LeexSe99,def_int_long,0,,,,,
player,201709170den,dal,LeexSe99,pass_defended,0,,,,,
player,201709170den,dal,LeexSe99,sacks,0.0,,,,,
player,201709170den,dal,LeexSe99,tackles_combined,9,,,,,
player,201709170den,dal,LeexSe99,tackles_solo,8,,,,,
player,201709170den,dal,LeexSe99,tackles_assists,1,,,,,
player,201709170den,dal,LeexSe99,tackles_loss,1,,,,,
player,201709170den,dal,LeexSe99,qb_hits,0,,,,,
player,201709170den,dal,LeexSe99,fumbles_rec,0,,,,,
player,201709170den,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201709170den,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201709170den,dal,LeexSe99,fumbles_forced,0,,,,,
player,201709170den,dal,BrowAn02,def_int,0,,,,,
player,201709170den,dal,BrowAn02,def_int_yds,0,,,,,
player,201709170den,dal,BrowAn02,def_int_td,0,,,,,
player,201709170den,dal,BrowAn02,def_int_long,0,,,,,
player,201709170den,dal,BrowAn02,pass_defended,1,,,,,
player,201709170den,dal,BrowAn02,sacks,0.0,,,,,
player,201709170den,dal,BrowAn02,tackles_combined,7,,,,,
player,201709170den,dal,BrowAn02,tackles_solo,7,,,,,
player,201709170den,dal,BrowAn02,tackles_assists,0,,,,,
player,201709170den,dal,BrowAn02,tackles_loss,0,,,,,
player,201709170den,dal,BrowAn02,qb_hits,0,,,,,
player,201709170den,dal,BrowAn02,fumbles_rec,0,,,,,
player,201709170den,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201709170den,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201709170den,dal,BrowAn02,fumbles_forced,0,,,,,
player,201709170den,dal,HeatJe00,def_int,0,,,,,
player,201709170den,dal,HeatJe00,def_int_yds,0,,,,,
player,201709170den,dal,HeatJe00,def_int_td,0,,,,,
player,201709170den,dal,HeatJe00,def_int_long,0,,,,,
player,201709170den,dal,HeatJe00,pass_defended,1,,,,,
player,201709170den,dal,HeatJe00,sacks,0.0,,,,,
player,201709170den,dal,HeatJe00,tackles_combined,5,,,,,
player,201709170den,dal,HeatJe00,tackles_solo,4,,,,,
player,201709170den,dal,HeatJe00,tackles_assists,1,,,,,
player,201709170den,dal,HeatJe00,tackles_loss,0,,,,,
player,201709170den,dal,HeatJe00,qb_hits,0,,,,,
player,201709170den,dal,HeatJe00,fumbles_rec,0,,,,,
player,201709170den,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201709170den,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201709170den,dal,HeatJe00,fumbles_forced,1,,,,,
player,201709170den,dal,MayoBe00,def_int,0,,,,,
player,201709170den,dal,MayoBe00,def_int_yds,0,,,,,
