game,2017,12,20171126,201711260nwe,mia,"Miami Dolphins",17,nwe,"New England Patriots",35
team,201711260nwe,mia,First Downs,15,,,,,,
team,201711260nwe,nwe,First Downs,25,,,,,,
team,201711260nwe,mia,Rush-Yds-TDs,19-67-0,,,,,,
team,201711260nwe,nwe,Rush-Yds-TDs,38-196-1,,,,,,
team,201711260nwe,mia,Cmp-Att-Yd-TD-INT,23-34-215-1-2,,,,,,
team,201711260nwe,nwe,Cmp-Att-Yd-TD-INT,18-28-227-4-1,,,,,,
team,201711260nwe,mia,Sacked-Yards,7-61,,,,,,
team,201711260nwe,nwe,Sacked-Yards,1-6,,,,,,
team,201711260nwe,mia,Net Pass Yards,154,,,,,,
team,201711260nwe,nwe,Net Pass Yards,221,,,,,,
team,201711260nwe,mia,Total Yards,221,,,,,,
team,201711260nwe,nwe,Total Yards,417,,,,,,
team,201711260nwe,mia,Fumbles-Lost,2-1,,,,,,
team,201711260nwe,nwe,Fumbles-Lost,4-1,,,,,,
team,201711260nwe,mia,Turnovers,3,,,,,,
team,201711260nwe,nwe,Turnovers,2,,,,,,
team,201711260nwe,mia,Penalties-Yards,6-52,,,,,,
team,201711260nwe,nwe,Penalties-Yards,7-70,,,,,,
team,201711260nwe,mia,Third Down Conv.,2-11,,,,,,
team,201711260nwe,nwe,Third Down Conv.,5-12,,,,,,
team,201711260nwe,mia,Fourth Down Conv.,2-3,,,,,,
team,201711260nwe,nwe,Fourth Down Conv.,1-2,,,,,,
team,201711260nwe,mia,Time of Possession,27:19,,,,,,
team,201711260nwe,nwe,Time of Possession,32:41,,,,,,
player,201711260nwe,mia,MoorMa01,pass_cmp,23,,,,,
player,201711260nwe,mia,MoorMa01,pass_att,34,,,,,
player,201711260nwe,mia,MoorMa01,pass_yds,215,,,,,
player,201711260nwe,mia,MoorMa01,pass_td,1,,,,,
player,201711260nwe,mia,MoorMa01,pass_int,2,,,,,
player,201711260nwe,mia,MoorMa01,pass_sacked,7,,,,,
player,201711260nwe,mia,MoorMa01,pass_sacked_yds,61,,,,,
player,201711260nwe,mia,MoorMa01,pass_long,28,,,,,
player,201711260nwe,mia,MoorMa01,pass_rating,70.1,,,,,
player,201711260nwe,mia,MoorMa01,rush_att,2,,,,,
player,201711260nwe,mia,MoorMa01,rush_yds,9,,,,,
player,201711260nwe,mia,MoorMa01,rush_td,0,,,,,
player,201711260nwe,mia,MoorMa01,rush_long,7,,,,,
player,201711260nwe,mia,MoorMa01,targets,0,,,,,
player,201711260nwe,mia,MoorMa01,rec,0,,,,,
player,201711260nwe,mia,MoorMa01,rec_yds,0,,,,,
player,201711260nwe,mia,MoorMa01,rec_td,0,,,,,
player,201711260nwe,mia,MoorMa01,rec_long,0,,,,,
player,201711260nwe,mia,MoorMa01,fumbles,0,,,,,
player,201711260nwe,mia,MoorMa01,fumbles_lost,0,,,,,
player,201711260nwe,mia,WillDa05,pass_cmp,0,,,,,
player,201711260nwe,mia,WillDa05,pass_att,0,,,,,
player,201711260nwe,mia,WillDa05,pass_yds,0,,,,,
player,201711260nwe,mia,WillDa05,pass_td,0,,,,,
player,201711260nwe,mia,WillDa05,pass_int,0,,,,,
player,201711260nwe,mia,WillDa05,pass_sacked,0,,,,,
player,201711260nwe,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201711260nwe,mia,WillDa05,pass_long,0,,,,,
player,201711260nwe,mia,WillDa05,pass_rating,,,,,,
player,201711260nwe,mia,WillDa05,rush_att,8,,,,,
player,201711260nwe,mia,WillDa05,rush_yds,38,,,,,
player,201711260nwe,mia,WillDa05,rush_td,0,,,,,
player,201711260nwe,mia,WillDa05,rush_long,11,,,,,
player,201711260nwe,mia,WillDa05,targets,5,,,,,
player,201711260nwe,mia,WillDa05,rec,3,,,,,
player,201711260nwe,mia,WillDa05,rec_yds,14,,,,,
player,201711260nwe,mia,WillDa05,rec_td,0,,,,,
player,201711260nwe,mia,WillDa05,rec_long,7,,,,,
player,201711260nwe,mia,WillDa05,fumbles,0,,,,,
player,201711260nwe,mia,WillDa05,fumbles_lost,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_cmp,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_att,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_yds,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_td,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_int,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_sacked,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_long,0,,,,,
player,201711260nwe,mia,DrakKe00,pass_rating,,,,,,
player,201711260nwe,mia,DrakKe00,rush_att,9,,,,,
player,201711260nwe,mia,DrakKe00,rush_yds,20,,,,,
player,201711260nwe,mia,DrakKe00,rush_td,0,,,,,
player,201711260nwe,mia,DrakKe00,rush_long,13,,,,,
player,201711260nwe,mia,DrakKe00,targets,4,,,,,
player,201711260nwe,mia,DrakKe00,rec,3,,,,,
player,201711260nwe,mia,DrakKe00,rec_yds,27,,,,,
player,201711260nwe,mia,DrakKe00,rec_td,1,,,,,
player,201711260nwe,mia,DrakKe00,rec_long,17,,,,,
player,201711260nwe,mia,DrakKe00,fumbles,1,,,,,
player,201711260nwe,mia,DrakKe00,fumbles_lost,1,,,,,
player,201711260nwe,mia,LandJa00,pass_cmp,0,,,,,
player,201711260nwe,mia,LandJa00,pass_att,0,,,,,
player,201711260nwe,mia,LandJa00,pass_yds,0,,,,,
player,201711260nwe,mia,LandJa00,pass_td,0,,,,,
player,201711260nwe,mia,LandJa00,pass_int,0,,,,,
player,201711260nwe,mia,LandJa00,pass_sacked,0,,,,,
player,201711260nwe,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201711260nwe,mia,LandJa00,pass_long,0,,,,,
player,201711260nwe,mia,LandJa00,pass_rating,,,,,,
player,201711260nwe,mia,LandJa00,rush_att,0,,,,,
player,201711260nwe,mia,LandJa00,rush_yds,0,,,,,
player,201711260nwe,mia,LandJa00,rush_td,0,,,,,
player,201711260nwe,mia,LandJa00,rush_long,0,,,,,
player,201711260nwe,mia,LandJa00,targets,9,,,,,
player,201711260nwe,mia,LandJa00,rec,8,,,,,
player,201711260nwe,mia,LandJa00,rec_yds,70,,,,,
player,201711260nwe,mia,LandJa00,rec_td,0,,,,,
player,201711260nwe,mia,LandJa00,rec_long,15,,,,,
player,201711260nwe,mia,LandJa00,fumbles,1,,,,,
player,201711260nwe,mia,LandJa00,fumbles_lost,0,,,,,
player,201711260nwe,mia,ThomJu00,pass_cmp,0,,,,,
player,201711260nwe,mia,ThomJu00,pass_att,0,,,,,
player,201711260nwe,mia,ThomJu00,pass_yds,0,,,,,
player,201711260nwe,mia,ThomJu00,pass_td,0,,,,,
player,201711260nwe,mia,ThomJu00,pass_int,0,,,,,
