game,2017,15,20171217,201712170sea,ram,"Los Angeles Rams",42,sea,"Seattle Seahawks",7
team,201712170sea,ram,First Downs,19,,,,,,
team,201712170sea,sea,First Downs,11,,,,,,
team,201712170sea,ram,Rush-Yds-TDs,43-244-3,,,,,,
team,201712170sea,sea,Rush-Yds-TDs,17-78-0,,,,,,
team,201712170sea,ram,Cmp-Att-Yd-TD-INT,15-23-124-2-1,,,,,,
team,201712170sea,sea,Cmp-Att-Yd-TD-INT,14-30-142-1-0,,,,,,
team,201712170sea,ram,Sacked-Yards,2-16,,,,,,
team,201712170sea,sea,Sacked-Yards,7-71,,,,,,
team,201712170sea,ram,Net Pass Yards,108,,,,,,
team,201712170sea,sea,Net Pass Yards,71,,,,,,
team,201712170sea,ram,Total Yards,352,,,,,,
team,201712170sea,sea,Total Yards,149,,,,,,
team,201712170sea,ram,Fumbles-Lost,2-0,,,,,,
team,201712170sea,sea,Fumbles-Lost,3-2,,,,,,
team,201712170sea,ram,Turnovers,1,,,,,,
team,201712170sea,sea,Turnovers,2,,,,,,
team,201712170sea,ram,Penalties-Yards,3-25,,,,,,
team,201712170sea,sea,Penalties-Yards,9-60,,,,,,
team,201712170sea,ram,Third Down Conv.,6-16,,,,,,
team,201712170sea,sea,Third Down Conv.,4-14,,,,,,
team,201712170sea,ram,Fourth Down Conv.,1-3,,,,,,
team,201712170sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201712170sea,ram,Time of Possession,36:46,,,,,,
team,201712170sea,sea,Time of Possession,23:14,,,,,,
player,201712170sea,ram,GoffJa00,pass_cmp,14,,,,,
player,201712170sea,ram,GoffJa00,pass_att,21,,,,,
player,201712170sea,ram,GoffJa00,pass_yds,120,,,,,
player,201712170sea,ram,GoffJa00,pass_td,2,,,,,
player,201712170sea,ram,GoffJa00,pass_int,1,,,,,
player,201712170sea,ram,GoffJa00,pass_sacked,2,,,,,
player,201712170sea,ram,GoffJa00,pass_sacked_yds,16,,,,,
player,201712170sea,ram,GoffJa00,pass_long,15,,,,,
player,201712170sea,ram,GoffJa00,pass_rating,93.4,,,,,
player,201712170sea,ram,GoffJa00,rush_att,0,,,,,
player,201712170sea,ram,GoffJa00,rush_yds,0,,,,,
player,201712170sea,ram,GoffJa00,rush_td,0,,,,,
player,201712170sea,ram,GoffJa00,rush_long,0,,,,,
player,201712170sea,ram,GoffJa00,targets,0,,,,,
player,201712170sea,ram,GoffJa00,rec,0,,,,,
player,201712170sea,ram,GoffJa00,rec_yds,0,,,,,
player,201712170sea,ram,GoffJa00,rec_td,0,,,,,
player,201712170sea,ram,GoffJa00,rec_long,0,,,,,
player,201712170sea,ram,GoffJa00,fumbles,1,,,,,
player,201712170sea,ram,GoffJa00,fumbles_lost,0,,,,,
player,201712170sea,ram,MannSe00,pass_cmp,1,,,,,
player,201712170sea,ram,MannSe00,pass_att,2,,,,,
player,201712170sea,ram,MannSe00,pass_yds,4,,,,,
player,201712170sea,ram,MannSe00,pass_td,0,,,,,
player,201712170sea,ram,MannSe00,pass_int,0,,,,,
player,201712170sea,ram,MannSe00,pass_sacked,0,,,,,
player,201712170sea,ram,MannSe00,pass_sacked_yds,0,,,,,
player,201712170sea,ram,MannSe00,pass_long,4,,,,,
player,201712170sea,ram,MannSe00,pass_rating,56.2,,,,,
player,201712170sea,ram,MannSe00,rush_att,2,,,,,
player,201712170sea,ram,MannSe00,rush_yds,3,,,,,
player,201712170sea,ram,MannSe00,rush_td,0,,,,,
player,201712170sea,ram,MannSe00,rush_long,3,,,,,
player,201712170sea,ram,MannSe00,targets,0,,,,,
player,201712170sea,ram,MannSe00,rec,0,,,,,
player,201712170sea,ram,MannSe00,rec_yds,0,,,,,
player,201712170sea,ram,MannSe00,rec_td,0,,,,,
player,201712170sea,ram,MannSe00,rec_long,0,,,,,
player,201712170sea,ram,MannSe00,fumbles,1,,,,,
player,201712170sea,ram,MannSe00,fumbles_lost,0,,,,,
player,201712170sea,ram,GurlTo01,pass_cmp,0,,,,,
player,201712170sea,ram,GurlTo01,pass_att,0,,,,,
player,201712170sea,ram,GurlTo01,pass_yds,0,,,,,
player,201712170sea,ram,GurlTo01,pass_td,0,,,,,
player,201712170sea,ram,GurlTo01,pass_int,0,,,,,
player,201712170sea,ram,GurlTo01,pass_sacked,0,,,,,
player,201712170sea,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201712170sea,ram,GurlTo01,pass_long,0,,,,,
player,201712170sea,ram,GurlTo01,pass_rating,,,,,,
player,201712170sea,ram,GurlTo01,rush_att,21,,,,,
player,201712170sea,ram,GurlTo01,rush_yds,152,,,,,
player,201712170sea,ram,GurlTo01,rush_td,3,,,,,
player,201712170sea,ram,GurlTo01,rush_long,57,,,,,
player,201712170sea,ram,GurlTo01,targets,3,,,,,
player,201712170sea,ram,GurlTo01,rec,3,,,,,
player,201712170sea,ram,GurlTo01,rec_yds,28,,,,,
player,201712170sea,ram,GurlTo01,rec_td,1,,,,,
player,201712170sea,ram,GurlTo01,rec_long,14,,,,,
player,201712170sea,ram,GurlTo01,fumbles,0,,,,,
player,201712170sea,ram,GurlTo01,fumbles_lost,0,,,,,
player,201712170sea,ram,BrowMa03,pass_cmp,0,,,,,
player,201712170sea,ram,BrowMa03,pass_att,0,,,,,
player,201712170sea,ram,BrowMa03,pass_yds,0,,,,,
player,201712170sea,ram,BrowMa03,pass_td,0,,,,,
player,201712170sea,ram,BrowMa03,pass_int,0,,,,,
player,201712170sea,ram,BrowMa03,pass_sacked,0,,,,,
player,201712170sea,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201712170sea,ram,BrowMa03,pass_long,0,,,,,
player,201712170sea,ram,BrowMa03,pass_rating,,,,,,
player,201712170sea,ram,BrowMa03,rush_att,10,,,,,
player,201712170sea,ram,BrowMa03,rush_yds,45,,,,,
player,201712170sea,ram,BrowMa03,rush_td,0,,,,,
player,201712170sea,ram,BrowMa03,rush_long,14,,,,,
player,201712170sea,ram,BrowMa03,targets,1,,,,,
player,201712170sea,ram,BrowMa03,rec,0,,,,,
player,201712170sea,ram,BrowMa03,rec_yds,0,,,,,
player,201712170sea,ram,BrowMa03,rec_td,0,,,,,
player,201712170sea,ram,BrowMa03,rec_long,0,,,,,
player,201712170sea,ram,BrowMa03,fumbles,0,,,,,
player,201712170sea,ram,BrowMa03,fumbles_lost,0,,,,,
player,201712170sea,ram,AustTa00,pass_cmp,0,,,,,
player,201712170sea,ram,AustTa00,pass_att,0,,,,,
player,201712170sea,ram,AustTa00,pass_yds,0,,,,,
player,201712170sea,ram,AustTa00,pass_td,0,,,,,
player,201712170sea,ram,AustTa00,pass_int,0,,,,,
player,201712170sea,ram,AustTa00,pass_sacked,0,,,,,
player,201712170sea,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201712170sea,ram,AustTa00,pass_long,0,,,,,
player,201712170sea,ram,AustTa00,pass_rating,,,,,,
player,201712170sea,ram,AustTa00,rush_att,10,,,,,
player,201712170sea,ram,AustTa00,rush_yds,44,,,,,
player,201712170sea,ram,AustTa00,rush_td,0,,,,,
player,201712170sea,ram,AustTa00,rush_long,18,,,,,
player,201712170sea,ram,AustTa00,targets,0,,,,,
player,201712170sea,ram,AustTa00,rec,0,,,,,
player,201712170sea,ram,AustTa00,rec_yds,0,,,,,
player,201712170sea,ram,AustTa00,rec_td,0,,,,,
player,201712170sea,ram,AustTa00,rec_long,0,,,,,
player,201712170sea,ram,AustTa00,fumbles,0,,,,,
player,201712170sea,ram,AustTa00,fumbles_lost,0,,,,,
player,201712170sea,ram,WoodRo02,pass_cmp,0,,,,,
