game,2017,14,20171210,201712100crd,oti,"Tennessee Titans",7,crd,"Arizona Cardinals",12
player,201712100crd,oti,WalkHu00,pass_cmp,0,,,,,
player,201712100crd,oti,WalkHu00,pass_att,0,,,,,
player,201712100crd,oti,WalkHu00,pass_yds,0,,,,,
player,201712100crd,oti,WalkHu00,pass_td,0,,,,,
player,201712100crd,oti,WalkHu00,pass_int,0,,,,,
player,201712100crd,oti,WalkHu00,pass_sacked,0,,,,,
player,201712100crd,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201712100crd,oti,WalkHu00,pass_long,0,,,,,
player,201712100crd,oti,WalkHu00,pass_rating,,,,,,
player,201712100crd,oti,WalkHu00,rush_att,0,,,,,
player,201712100crd,oti,WalkHu00,rush_yds,0,,,,,
player,201712100crd,oti,WalkHu00,rush_td,0,,,,,
player,201712100crd,oti,WalkHu00,rush_long,0,,,,,
player,201712100crd,oti,WalkHu00,targets,9,,,,,
player,201712100crd,oti,WalkHu00,rec,5,,,,,
player,201712100crd,oti,WalkHu00,rec_yds,42,,,,,
player,201712100crd,oti,WalkHu00,rec_td,0,,,,,
player,201712100crd,oti,WalkHu00,rec_long,11,,,,,
player,201712100crd,oti,WalkHu00,fumbles,0,,,,,
player,201712100crd,oti,WalkHu00,fumbles_lost,0,,,,,
player,201712100crd,oti,DaviCo03,pass_cmp,0,,,,,
player,201712100crd,oti,DaviCo03,pass_att,0,,,,,
player,201712100crd,oti,DaviCo03,pass_yds,0,,,,,
player,201712100crd,oti,DaviCo03,pass_td,0,,,,,
player,201712100crd,oti,DaviCo03,pass_int,0,,,,,
player,201712100crd,oti,DaviCo03,pass_sacked,0,,,,,
player,201712100crd,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201712100crd,oti,DaviCo03,pass_long,0,,,,,
player,201712100crd,oti,DaviCo03,pass_rating,,,,,,
player,201712100crd,oti,DaviCo03,rush_att,0,,,,,
player,201712100crd,oti,DaviCo03,rush_yds,0,,,,,
player,201712100crd,oti,DaviCo03,rush_td,0,,,,,
player,201712100crd,oti,DaviCo03,rush_long,0,,,,,
player,201712100crd,oti,DaviCo03,targets,6,,,,,
player,201712100crd,oti,DaviCo03,rec,3,,,,,
player,201712100crd,oti,DaviCo03,rec_yds,29,,,,,
player,201712100crd,oti,DaviCo03,rec_td,0,,,,,
player,201712100crd,oti,DaviCo03,rec_long,22,,,,,
player,201712100crd,oti,DaviCo03,fumbles,0,,,,,
player,201712100crd,oti,DaviCo03,fumbles_lost,0,,,,,
player,201712100crd,oti,MattRi00,pass_cmp,0,,,,,
player,201712100crd,oti,MattRi00,pass_att,0,,,,,
player,201712100crd,oti,MattRi00,pass_yds,0,,,,,
player,201712100crd,oti,MattRi00,pass_td,0,,,,,
player,201712100crd,oti,MattRi00,pass_int,0,,,,,
player,201712100crd,oti,MattRi00,pass_sacked,0,,,,,
player,201712100crd,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201712100crd,oti,MattRi00,pass_long,0,,,,,
player,201712100crd,oti,MattRi00,pass_rating,,,,,,
player,201712100crd,oti,MattRi00,rush_att,0,,,,,
player,201712100crd,oti,MattRi00,rush_yds,0,,,,,
player,201712100crd,oti,MattRi00,rush_td,0,,,,,
player,201712100crd,oti,MattRi00,rush_long,0,,,,,
player,201712100crd,oti,MattRi00,targets,5,,,,,
player,201712100crd,oti,MattRi00,rec,3,,,,,
player,201712100crd,oti,MattRi00,rec_yds,19,,,,,
player,201712100crd,oti,MattRi00,rec_td,0,,,,,
player,201712100crd,oti,MattRi00,rec_long,10,,,,,
player,201712100crd,oti,MattRi00,fumbles,0,,,,,
player,201712100crd,oti,MattRi00,fumbles_lost,0,,,,,
player,201712100crd,oti,JackAd00,pass_cmp,0,,,,,
player,201712100crd,oti,JackAd00,pass_att,0,,,,,
player,201712100crd,oti,JackAd00,pass_yds,0,,,,,
player,201712100crd,oti,JackAd00,pass_td,0,,,,,
player,201712100crd,oti,JackAd00,pass_int,0,,,,,
player,201712100crd,oti,JackAd00,pass_sacked,0,,,,,
player,201712100crd,oti,JackAd00,pass_sacked_yds,0,,,,,
player,201712100crd,oti,JackAd00,pass_long,0,,,,,
player,201712100crd,oti,JackAd00,pass_rating,,,,,,
player,201712100crd,oti,JackAd00,rush_att,0,,,,,
player,201712100crd,oti,JackAd00,rush_yds,0,,,,,
player,201712100crd,oti,JackAd00,rush_td,0,,,,,
player,201712100crd,oti,JackAd00,rush_long,0,,,,,
player,201712100crd,oti,JackAd00,targets,1,,,,,
player,201712100crd,oti,JackAd00,rec,0,,,,,
player,201712100crd,oti,JackAd00,rec_yds,0,,,,,
player,201712100crd,oti,JackAd00,rec_td,0,,,,,
player,201712100crd,oti,JackAd00,rec_long,0,,,,,
player,201712100crd,oti,JackAd00,fumbles,0,,,,,
player,201712100crd,oti,JackAd00,fumbles_lost,0,,,,,
player,201712100crd,oti,TaylTa00,pass_cmp,0,,,,,
player,201712100crd,oti,TaylTa00,pass_att,0,,,,,
player,201712100crd,oti,TaylTa00,pass_yds,0,,,,,
player,201712100crd,oti,TaylTa00,pass_td,0,,,,,
player,201712100crd,oti,TaylTa00,pass_int,0,,,,,
player,201712100crd,oti,TaylTa00,pass_sacked,0,,,,,
player,201712100crd,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201712100crd,oti,TaylTa00,pass_long,0,,,,,
player,201712100crd,oti,TaylTa00,pass_rating,,,,,,
player,201712100crd,oti,TaylTa00,rush_att,0,,,,,
player,201712100crd,oti,TaylTa00,rush_yds,0,,,,,
player,201712100crd,oti,TaylTa00,rush_td,0,,,,,
player,201712100crd,oti,TaylTa00,rush_long,0,,,,,
player,201712100crd,oti,TaylTa00,targets,1,,,,,
player,201712100crd,oti,TaylTa00,rec,0,,,,,
player,201712100crd,oti,TaylTa00,rec_yds,0,,,,,
player,201712100crd,oti,TaylTa00,rec_td,0,,,,,
player,201712100crd,oti,TaylTa00,rec_long,0,,,,,
player,201712100crd,oti,TaylTa00,fumbles,0,,,,,
player,201712100crd,oti,TaylTa00,fumbles_lost,0,,,,,
player,201712100crd,oti,WeemEr00,pass_cmp,0,,,,,
player,201712100crd,oti,WeemEr00,pass_att,0,,,,,
player,201712100crd,oti,WeemEr00,pass_yds,0,,,,,
player,201712100crd,oti,WeemEr00,pass_td,0,,,,,
player,201712100crd,oti,WeemEr00,pass_int,0,,,,,
player,201712100crd,oti,WeemEr00,pass_sacked,0,,,,,
player,201712100crd,oti,WeemEr00,pass_sacked_yds,0,,,,,
player,201712100crd,oti,WeemEr00,pass_long,0,,,,,
player,201712100crd,oti,WeemEr00,pass_rating,,,,,,
player,201712100crd,oti,WeemEr00,rush_att,1,,,,,
player,201712100crd,oti,WeemEr00,rush_yds,0,,,,,
player,201712100crd,oti,WeemEr00,rush_td,0,,,,,
player,201712100crd,oti,WeemEr00,rush_long,0,,,,,
player,201712100crd,oti,WeemEr00,targets,0,,,,,
player,201712100crd,oti,WeemEr00,rec,0,,,,,
player,201712100crd,oti,WeemEr00,rec_yds,0,,,,,
player,201712100crd,oti,WeemEr00,rec_td,0,,,,,
player,201712100crd,oti,WeemEr00,rec_long,0,,,,,
player,201712100crd,oti,WeemEr00,fumbles,0,,,,,
player,201712100crd,oti,WeemEr00,fumbles_lost,0,,,,,
player,201712100crd,oti,SupePh00,pass_cmp,0,,,,,
player,201712100crd,oti,SupePh00,pass_att,0,,,,,
player,201712100crd,oti,SupePh00,pass_yds,0,,,,,
player,201712100crd,oti,SupePh00,pass_td,0,,,,,
player,201712100crd,oti,SupePh00,pass_int,0,,,,,
player,201712100crd,oti,SupePh00,pass_sacked,0,,,,,
player,201712100crd,oti,SupePh00,pass_sacked_yds,0,,,,,
player,201712100crd,oti,SupePh00,pass_long,0,,,,,
player,201712100crd,oti,SupePh00,pass_rating,,,,,,
player,201712100crd,oti,SupePh00,rush_att,0,,,,,
player,201712100crd,oti,SupePh00,rush_yds,0,,,,,
player,201712100crd,oti,SupePh00,rush_td,0,,,,,
player,201712100crd,oti,SupePh00,rush_long,0,,,,,
player,201712100crd,oti,SupePh00,targets,1,,,,,
player,201712100crd,oti,SupePh00,rec,0,,,,,
player,201712100crd,oti,SupePh00,rec_yds,0,,,,,
player,201712100crd,oti,SupePh00,rec_td,0,,,,,
player,201712100crd,oti,SupePh00,rec_long,0,,,,,
player,201712100crd,oti,SupePh00,fumbles,0,,,,,
player,201712100crd,oti,SupePh00,fumbles_lost,0,,,,,
player,201712100crd,crd,GabbBl00,pass_cmp,17,,,,,
player,201712100crd,crd,GabbBl00,pass_att,26,,,,,
player,201712100crd,crd,GabbBl00,pass_yds,178,,,,,
player,201712100crd,crd,GabbBl00,pass_td,0,,,,,
player,201712100crd,crd,GabbBl00,pass_int,0,,,,,
player,201712100crd,crd,GabbBl00,pass_sacked,8,,,,,
player,201712100crd,crd,GabbBl00,pass_sacked_yds,53,,,,,
player,201712100crd,crd,GabbBl00,pass_long,23,,,,,
player,201712100crd,crd,GabbBl00,pass_rating,85.1,,,,,
player,201712100crd,crd,GabbBl00,rush_att,4,,,,,
player,201712100crd,crd,GabbBl00,rush_yds,12,,,,,
player,201712100crd,crd,GabbBl00,rush_td,0,,,,,
player,201712100crd,crd,GabbBl00,rush_long,11,,,,,
player,201712100crd,crd,GabbBl00,targets,0,,,,,
player,201712100crd,crd,GabbBl00,rec,0,,,,,
player,201712100crd,crd,GabbBl00,rec_yds,0,,,,,
player,201712100crd,crd,GabbBl00,rec_td,0,,,,,
player,201712100crd,crd,GabbBl00,rec_long,0,,,,,
player,201712100crd,crd,GabbBl00,fumbles,0,,,,,
player,201712100crd,crd,GabbBl00,fumbles_lost,0,,,,,
player,201712100crd,crd,WillKe05,pass_cmp,0,,,,,
player,201712100crd,crd,WillKe05,pass_att,0,,,,,
player,201712100crd,crd,WillKe05,pass_yds,0,,,,,
player,201712100crd,crd,WillKe05,pass_td,0,,,,,
player,201712100crd,crd,WillKe05,pass_int,0,,,,,
player,201712100crd,crd,WillKe05,pass_sacked,0,,,,,
player,201712100crd,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201712100crd,crd,WillKe05,pass_long,0,,,,,
player,201712100crd,crd,WillKe05,pass_rating,,,,,,
player,201712100crd,crd,WillKe05,rush_att,20,,,,,
player,201712100crd,crd,WillKe05,rush_yds,73,,,,,
player,201712100crd,crd,WillKe05,rush_td,0,,,,,
player,201712100crd,crd,WillKe05,rush_long,18,,,,,
player,201712100crd,crd,WillKe05,targets,1,,,,,
player,201712100crd,crd,WillKe05,rec,1,,,,,
player,201712100crd,crd,WillKe05,rec_yds,15,,,,,
player,201712100crd,crd,WillKe05,rec_td,0,,,,,
player,201712100crd,crd,WillKe05,rec_long,15,,,,,
player,201712100crd,crd,WillKe05,fumbles,0,,,,,
player,201712100crd,crd,WillKe05,fumbles_lost,0,,,,,
player,201712100crd,crd,WillCh05,pass_cmp,0,,,,,
player,201712100crd,crd,WillCh05,pass_att,0,,,,,
player,201712100crd,crd,WillCh05,pass_yds,0,,,,,
player,201712100crd,crd,WillCh05,pass_td,0,,,,,
player,201712100crd,crd,WillCh05,pass_int,0,,,,,
player,201712100crd,crd,WillCh05,pass_sacked,0,,,,,
player,201712100crd,crd,WillCh05,pass_sacked_yds,0,,,,,
player,201712100crd,crd,WillCh05,pass_long,0,,,,,
player,201712100crd,crd,WillCh05,pass_rating,,,,,,
player,201712100crd,crd,WillCh05,rush_att,1,,,,,
player,201712100crd,crd,WillCh05,rush_yds,33,,,,,
player,201712100crd,crd,WillCh05,rush_td,0,,,,,
player,201712100crd,crd,WillCh05,rush_long,33,,,,,
player,201712100crd,crd,WillCh05,targets,0,,,,,
player,201712100crd,crd,WillCh05,rec,0,,,,,
player,201712100crd,crd,WillCh05,rec_yds,0,,,,,
player,201712100crd,crd,WillCh05,rec_td,0,,,,,
player,201712100crd,crd,WillCh05,rec_long,0,,,,,
player,201712100crd,crd,WillCh05,fumbles,0,,,,,
player,201712100crd,crd,WillCh05,fumbles_lost,0,,,,,
player,201712100crd,crd,PennEl00,pass_cmp,0,,,,,
player,201712100crd,crd,PennEl00,pass_att,0,,,,,
player,201712100crd,crd,PennEl00,pass_yds,0,,,,,
player,201712100crd,crd,PennEl00,pass_td,0,,,,,
player,201712100crd,crd,PennEl00,pass_int,0,,,,,
player,201712100crd,crd,PennEl00,pass_sacked,0,,,,,
player,201712100crd,crd,PennEl00,pass_sacked_yds,0,,,,,
player,201712100crd,crd,PennEl00,pass_long,0,,,,,
player,201712100crd,crd,PennEl00,pass_rating,,,,,,
player,201712100crd,crd,PennEl00,rush_att,2,,,,,
player,201712100crd,crd,PennEl00,rush_yds,11,,,,,
player,201712100crd,crd,PennEl00,rush_td,0,,,,,
player,201712100crd,crd,PennEl00,rush_long,9,,,,,
player,201712100crd,crd,PennEl00,targets,1,,,,,
player,201712100crd,crd,PennEl00,rec,1,,,,,
player,201712100crd,crd,PennEl00,rec_yds,18,,,,,
player,201712100crd,crd,PennEl00,rec_td,0,,,,,
player,201712100crd,crd,PennEl00,rec_long,18,,,,,
player,201712100crd,crd,PennEl00,fumbles,0,,,,,
player,201712100crd,crd,PennEl00,fumbles_lost,0,,,,,
player,201712100crd,crd,FostD.01,pass_cmp,0,,,,,
player,201712100crd,crd,FostD.01,pass_att,0,,,,,
player,201712100crd,crd,FostD.01,pass_yds,0,,,,,
player,201712100crd,crd,FostD.01,pass_td,0,,,,,
player,201712100crd,crd,FostD.01,pass_int,0,,,,,
player,201712100crd,crd,FostD.01,pass_sacked,0,,,,,
player,201712100crd,crd,FostD.01,pass_sacked_yds,0,,,,,
player,201712100crd,crd,FostD.01,pass_long,0,,,,,
player,201712100crd,crd,FostD.01,pass_rating,,,,,,
player,201712100crd,crd,FostD.01,rush_att,2,,,,,
player,201712100crd,crd,FostD.01,rush_yds,7,,,,,
player,201712100crd,crd,FostD.01,rush_td,0,,,,,
player,201712100crd,crd,FostD.01,rush_long,5,,,,,
player,201712100crd,crd,FostD.01,targets,2,,,,,
player,201712100crd,crd,FostD.01,rec,2,,,,,
player,201712100crd,crd,FostD.01,rec_yds,6,,,,,
player,201712100crd,crd,FostD.01,rec_td,0,,,,,
player,201712100crd,crd,FostD.01,rec_long,10,,,,,
player,201712100crd,crd,FostD.01,fumbles,0,,,,,
player,201712100crd,crd,FostD.01,fumbles_lost,0,,,,,
player,201712100crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201712100crd,crd,FitzLa00,pass_att,0,,,,,
player,201712100crd,crd,FitzLa00,pass_yds,0,,,,,
player,201712100crd,crd,FitzLa00,pass_td,0,,,,,
player,201712100crd,crd,FitzLa00,pass_int,0,,,,,
player,201712100crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201712100crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201712100crd,crd,FitzLa00,pass_long,0,,,,,
player,201712100crd,crd,FitzLa00,pass_rating,,,,,,
player,201712100crd,crd,FitzLa00,rush_att,0,,,,,
player,201712100crd,crd,FitzLa00,rush_yds,0,,,,,
player,201712100crd,crd,FitzLa00,rush_td,0,,,,,
player,201712100crd,crd,FitzLa00,rush_long,0,,,,,
player,201712100crd,crd,FitzLa00,targets,7,,,,,
player,201712100crd,crd,FitzLa00,rec,5,,,,,
player,201712100crd,crd,FitzLa00,rec_yds,44,,,,,
player,201712100crd,crd,FitzLa00,rec_td,0,,,,,
player,201712100crd,crd,FitzLa00,rec_long,23,,,,,
player,201712100crd,crd,FitzLa00,fumbles,0,,,,,
player,201712100crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201712100crd,crd,GresJe00,pass_cmp,0,,,,,
player,201712100crd,crd,GresJe00,pass_att,0,,,,,
player,201712100crd,crd,GresJe00,pass_yds,0,,,,,
player,201712100crd,crd,GresJe00,pass_td,0,,,,,
player,201712100crd,crd,GresJe00,pass_int,0,,,,,
player,201712100crd,crd,GresJe00,pass_sacked,0,,,,,
player,201712100crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201712100crd,crd,GresJe00,pass_long,0,,,,,
player,201712100crd,crd,GresJe00,pass_rating,,,,,,
player,201712100crd,crd,GresJe00,rush_att,0,,,,,
player,201712100crd,crd,GresJe00,rush_yds,0,,,,,
player,201712100crd,crd,GresJe00,rush_td,0,,,,,
player,201712100crd,crd,GresJe00,rush_long,0,,,,,
player,201712100crd,crd,GresJe00,targets,2,,,,,
player,201712100crd,crd,GresJe00,rec,2,,,,,
player,201712100crd,crd,GresJe00,rec_yds,27,,,,,
player,201712100crd,crd,GresJe00,rec_td,0,,,,,
player,201712100crd,crd,GresJe00,rec_long,21,,,,,
player,201712100crd,crd,GresJe00,fumbles,0,,,,,
player,201712100crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_att,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_td,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_int,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_long,0,,,,,
player,201712100crd,crd,NelsJJ00,pass_rating,,,,,,
player,201712100crd,crd,NelsJJ00,rush_att,0,,,,,
player,201712100crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201712100crd,crd,NelsJJ00,rush_td,0,,,,,
player,201712100crd,crd,NelsJJ00,rush_long,0,,,,,
player,201712100crd,crd,NelsJJ00,targets,3,,,,,
player,201712100crd,crd,NelsJJ00,rec,2,,,,,
player,201712100crd,crd,NelsJJ00,rec_yds,26,,,,,
player,201712100crd,crd,NelsJJ00,rec_td,0,,,,,
player,201712100crd,crd,NelsJJ00,rec_long,14,,,,,
player,201712100crd,crd,NelsJJ00,fumbles,0,,,,,
player,201712100crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201712100crd,crd,SealRi00,pass_cmp,0,,,,,
player,201712100crd,crd,SealRi00,pass_att,0,,,,,
player,201712100crd,crd,SealRi00,pass_yds,0,,,,,
player,201712100crd,crd,SealRi00,pass_td,0,,,,,
player,201712100crd,crd,SealRi00,pass_int,0,,,,,
player,201712100crd,crd,SealRi00,pass_sacked,0,,,,,
player,201712100crd,crd,SealRi00,pass_sacked_yds,0,,,,,
player,201712100crd,crd,SealRi00,pass_long,0,,,,,
player,201712100crd,crd,SealRi00,pass_rating,,,,,,
player,201712100crd,crd,SealRi00,rush_att,0,,,,,
player,201712100crd,crd,SealRi00,rush_yds,0,,,,,
player,201712100crd,crd,SealRi00,rush_td,0,,,,,
player,201712100crd,crd,SealRi00,rush_long,0,,,,,
player,201712100crd,crd,SealRi00,targets,3,,,,,
player,201712100crd,crd,SealRi00,rec,1,,,,,
player,201712100crd,crd,SealRi00,rec_yds,20,,,,,
player,201712100crd,crd,SealRi00,rec_td,0,,,,,
player,201712100crd,crd,SealRi00,rec_long,20,,,,,
player,201712100crd,crd,SealRi00,fumbles,0,,,,,
player,201712100crd,crd,SealRi00,fumbles_lost,0,,,,,
player,201712100crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201712100crd,crd,BrowJa03,pass_att,0,,,,,
player,201712100crd,crd,BrowJa03,pass_yds,0,,,,,
player,201712100crd,crd,BrowJa03,pass_td,0,,,,,
player,201712100crd,crd,BrowJa03,pass_int,0,,,,,
player,201712100crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201712100crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201712100crd,crd,BrowJa03,pass_long,0,,,,,
player,201712100crd,crd,BrowJa03,pass_rating,,,,,,
player,201712100crd,crd,BrowJa03,rush_att,0,,,,,
player,201712100crd,crd,BrowJa03,rush_yds,0,,,,,
player,201712100crd,crd,BrowJa03,rush_td,0,,,,,
player,201712100crd,crd,BrowJa03,rush_long,0,,,,,
player,201712100crd,crd,BrowJa03,targets,5,,,,,
player,201712100crd,crd,BrowJa03,rec,2,,,,,
player,201712100crd,crd,BrowJa03,rec_yds,15,,,,,
player,201712100crd,crd,BrowJa03,rec_td,0,,,,,
player,201712100crd,crd,BrowJa03,rec_long,9,,,,,
player,201712100crd,crd,BrowJa03,fumbles,0,,,,,
player,201712100crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201712100crd,crd,NiklTr00,pass_cmp,0,,,,,
player,201712100crd,crd,NiklTr00,pass_att,0,,,,,
player,201712100crd,crd,NiklTr00,pass_yds,0,,,,,
player,201712100crd,crd,NiklTr00,pass_td,0,,,,,
player,201712100crd,crd,NiklTr00,pass_int,0,,,,,
player,201712100crd,crd,NiklTr00,pass_sacked,0,,,,,
player,201712100crd,crd,NiklTr00,pass_sacked_yds,0,,,,,
player,201712100crd,crd,NiklTr00,pass_long,0,,,,,
player,201712100crd,crd,NiklTr00,pass_rating,,,,,,
player,201712100crd,crd,NiklTr00,rush_att,0,,,,,
player,201712100crd,crd,NiklTr00,rush_yds,0,,,,,
player,201712100crd,crd,NiklTr00,rush_td,0,,,,,
player,201712100crd,crd,NiklTr00,rush_long,0,,,,,
player,201712100crd,crd,NiklTr00,targets,2,,,,,
player,201712100crd,crd,NiklTr00,rec,1,,,,,
player,201712100crd,crd,NiklTr00,rec_yds,7,,,,,
player,201712100crd,crd,NiklTr00,rec_td,0,,,,,
