game,2017,7,20171019,201710190rai,kan,"Kansas City Chiefs",30,rai,"Oakland Raiders",31
team,201710190rai,kan,First Downs,19,,,,,,
team,201710190rai,rai,First Downs,32,,,,,,
team,201710190rai,kan,Rush-Yds-TDs,23-94-0,,,,,,
team,201710190rai,rai,Rush-Yds-TDs,21-88-1,,,,,,
team,201710190rai,kan,Cmp-Att-Yd-TD-INT,25-36-342-3-0,,,,,,
team,201710190rai,rai,Cmp-Att-Yd-TD-INT,29-52-417-3-0,,,,,,
team,201710190rai,kan,Sacked-Yards,1-11,,,,,,
team,201710190rai,rai,Sacked-Yards,0-0,,,,,,
team,201710190rai,kan,Net Pass Yards,331,,,,,,
team,201710190rai,rai,Net Pass Yards,417,,,,,,
team,201710190rai,kan,Total Yards,425,,,,,,
team,201710190rai,rai,Total Yards,505,,,,,,
team,201710190rai,kan,Fumbles-Lost,1-0,,,,,,
team,201710190rai,rai,Fumbles-Lost,0-0,,,,,,
team,201710190rai,kan,Turnovers,0,,,,,,
team,201710190rai,rai,Turnovers,0,,,,,,
team,201710190rai,kan,Penalties-Yards,8-108,,,,,,
team,201710190rai,rai,Penalties-Yards,10-97,,,,,,
team,201710190rai,kan,Third Down Conv.,8-15,,,,,,
team,201710190rai,rai,Third Down Conv.,6-13,,,,,,
team,201710190rai,kan,Fourth Down Conv.,0-0,,,,,,
team,201710190rai,rai,Fourth Down Conv.,1-1,,,,,,
team,201710190rai,kan,Time of Possession,30:36,,,,,,
team,201710190rai,rai,Time of Possession,29:24,,,,,,
player,201710190rai,kan,SmitAl03,pass_cmp,25,,,,,
player,201710190rai,kan,SmitAl03,pass_att,36,,,,,
player,201710190rai,kan,SmitAl03,pass_yds,342,,,,,
player,201710190rai,kan,SmitAl03,pass_td,3,,,,,
player,201710190rai,kan,SmitAl03,pass_int,0,,,,,
player,201710190rai,kan,SmitAl03,pass_sacked,1,,,,,
player,201710190rai,kan,SmitAl03,pass_sacked_yds,11,,,,,
player,201710190rai,kan,SmitAl03,pass_long,64,,,,,
player,201710190rai,kan,SmitAl03,pass_rating,127.3,,,,,
player,201710190rai,kan,SmitAl03,rush_att,1,,,,,
player,201710190rai,kan,SmitAl03,rush_yds,0,,,,,
player,201710190rai,kan,SmitAl03,rush_td,0,,,,,
player,201710190rai,kan,SmitAl03,rush_long,0,,,,,
player,201710190rai,kan,SmitAl03,targets,0,,,,,
player,201710190rai,kan,SmitAl03,rec,0,,,,,
player,201710190rai,kan,SmitAl03,rec_yds,0,,,,,
player,201710190rai,kan,SmitAl03,rec_td,0,,,,,
player,201710190rai,kan,SmitAl03,rec_long,0,,,,,
player,201710190rai,kan,SmitAl03,fumbles,1,,,,,
player,201710190rai,kan,SmitAl03,fumbles_lost,0,,,,,
player,201710190rai,kan,HuntKa00,pass_cmp,0,,,,,
player,201710190rai,kan,HuntKa00,pass_att,0,,,,,
player,201710190rai,kan,HuntKa00,pass_yds,0,,,,,
player,201710190rai,kan,HuntKa00,pass_td,0,,,,,
player,201710190rai,kan,HuntKa00,pass_int,0,,,,,
player,201710190rai,kan,HuntKa00,pass_sacked,0,,,,,
player,201710190rai,kan,HuntKa00,pass_sacked_yds,0,,,,,
player,201710190rai,kan,HuntKa00,pass_long,0,,,,,
player,201710190rai,kan,HuntKa00,pass_rating,,,,,,
player,201710190rai,kan,HuntKa00,rush_att,18,,,,,
player,201710190rai,kan,HuntKa00,rush_yds,87,,,,,
player,201710190rai,kan,HuntKa00,rush_td,0,,,,,
player,201710190rai,kan,HuntKa00,rush_long,34,,,,,
player,201710190rai,kan,HuntKa00,targets,4,,,,,
player,201710190rai,kan,HuntKa00,rec,4,,,,,
player,201710190rai,kan,HuntKa00,rec_yds,30,,,,,
player,201710190rai,kan,HuntKa00,rec_td,0,,,,,
player,201710190rai,kan,HuntKa00,rec_long,13,,,,,
player,201710190rai,kan,HuntKa00,fumbles,0,,,,,
player,201710190rai,kan,HuntKa00,fumbles_lost,0,,,,,
player,201710190rai,kan,HillTy00,pass_cmp,0,,,,,
player,201710190rai,kan,HillTy00,pass_att,0,,,,,
player,201710190rai,kan,HillTy00,pass_yds,0,,,,,
player,201710190rai,kan,HillTy00,pass_td,0,,,,,
player,201710190rai,kan,HillTy00,pass_int,0,,,,,
player,201710190rai,kan,HillTy00,pass_sacked,0,,,,,
player,201710190rai,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201710190rai,kan,HillTy00,pass_long,0,,,,,
player,201710190rai,kan,HillTy00,pass_rating,,,,,,
player,201710190rai,kan,HillTy00,rush_att,2,,,,,
player,201710190rai,kan,HillTy00,rush_yds,7,,,,,
player,201710190rai,kan,HillTy00,rush_td,0,,,,,
player,201710190rai,kan,HillTy00,rush_long,7,,,,,
player,201710190rai,kan,HillTy00,targets,8,,,,,
player,201710190rai,kan,HillTy00,rec,6,,,,,
player,201710190rai,kan,HillTy00,rec_yds,125,,,,,
player,201710190rai,kan,HillTy00,rec_td,1,,,,,
player,201710190rai,kan,HillTy00,rec_long,64,,,,,
player,201710190rai,kan,HillTy00,fumbles,0,,,,,
player,201710190rai,kan,HillTy00,fumbles_lost,0,,,,,
player,201710190rai,kan,RobiDe01,pass_cmp,0,,,,,
player,201710190rai,kan,RobiDe01,pass_att,0,,,,,
player,201710190rai,kan,RobiDe01,pass_yds,0,,,,,
player,201710190rai,kan,RobiDe01,pass_td,0,,,,,
player,201710190rai,kan,RobiDe01,pass_int,0,,,,,
