game,2017,16,20171224,201712240nor,atl,"Atlanta Falcons",13,nor,"New Orleans Saints",23
player,201712240nor,atl,ColeTe01,rush_td,0,,,,,
player,201712240nor,atl,ColeTe01,rush_long,15,,,,,
player,201712240nor,atl,ColeTe01,targets,4,,,,,
player,201712240nor,atl,ColeTe01,rec,4,,,,,
player,201712240nor,atl,ColeTe01,rec_yds,40,,,,,
player,201712240nor,atl,ColeTe01,rec_td,1,,,,,
player,201712240nor,atl,ColeTe01,rec_long,15,,,,,
player,201712240nor,atl,ColeTe01,fumbles,0,,,,,
player,201712240nor,atl,ColeTe01,fumbles_lost,0,,,,,
player,201712240nor,atl,GabrTa00,pass_cmp,0,,,,,
player,201712240nor,atl,GabrTa00,pass_att,0,,,,,
player,201712240nor,atl,GabrTa00,pass_yds,0,,,,,
player,201712240nor,atl,GabrTa00,pass_td,0,,,,,
player,201712240nor,atl,GabrTa00,pass_int,0,,,,,
player,201712240nor,atl,GabrTa00,pass_sacked,0,,,,,
player,201712240nor,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201712240nor,atl,GabrTa00,pass_long,0,,,,,
player,201712240nor,atl,GabrTa00,pass_rating,,,,,,
player,201712240nor,atl,GabrTa00,rush_att,1,,,,,
player,201712240nor,atl,GabrTa00,rush_yds,12,,,,,
player,201712240nor,atl,GabrTa00,rush_td,0,,,,,
player,201712240nor,atl,GabrTa00,rush_long,12,,,,,
player,201712240nor,atl,GabrTa00,targets,4,,,,,
player,201712240nor,atl,GabrTa00,rec,1,,,,,
player,201712240nor,atl,GabrTa00,rec_yds,20,,,,,
player,201712240nor,atl,GabrTa00,rec_td,0,,,,,
player,201712240nor,atl,GabrTa00,rec_long,20,,,,,
player,201712240nor,atl,GabrTa00,fumbles,0,,,,,
player,201712240nor,atl,GabrTa00,fumbles_lost,0,,,,,
player,201712240nor,atl,JoneJu02,pass_cmp,0,,,,,
player,201712240nor,atl,JoneJu02,pass_att,0,,,,,
player,201712240nor,atl,JoneJu02,pass_yds,0,,,,,
player,201712240nor,atl,JoneJu02,pass_td,0,,,,,
player,201712240nor,atl,JoneJu02,pass_int,0,,,,,
player,201712240nor,atl,JoneJu02,pass_sacked,0,,,,,
player,201712240nor,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201712240nor,atl,JoneJu02,pass_long,0,,,,,
player,201712240nor,atl,JoneJu02,pass_rating,,,,,,
player,201712240nor,atl,JoneJu02,rush_att,0,,,,,
player,201712240nor,atl,JoneJu02,rush_yds,0,,,,,
player,201712240nor,atl,JoneJu02,rush_td,0,,,,,
player,201712240nor,atl,JoneJu02,rush_long,0,,,,,
player,201712240nor,atl,JoneJu02,targets,11,,,,,
player,201712240nor,atl,JoneJu02,rec,7,,,,,
player,201712240nor,atl,JoneJu02,rec_yds,149,,,,,
player,201712240nor,atl,JoneJu02,rec_td,0,,,,,
player,201712240nor,atl,JoneJu02,rec_long,44,,,,,
player,201712240nor,atl,JoneJu02,fumbles,0,,,,,
player,201712240nor,atl,JoneJu02,fumbles_lost,0,,,,,
player,201712240nor,atl,SanuMo00,pass_cmp,0,,,,,
player,201712240nor,atl,SanuMo00,pass_att,0,,,,,
player,201712240nor,atl,SanuMo00,pass_yds,0,,,,,
player,201712240nor,atl,SanuMo00,pass_td,0,,,,,
player,201712240nor,atl,SanuMo00,pass_int,0,,,,,
player,201712240nor,atl,SanuMo00,pass_sacked,0,,,,,
player,201712240nor,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201712240nor,atl,SanuMo00,pass_long,0,,,,,
player,201712240nor,atl,SanuMo00,pass_rating,,,,,,
player,201712240nor,atl,SanuMo00,rush_att,0,,,,,
player,201712240nor,atl,SanuMo00,rush_yds,0,,,,,
player,201712240nor,atl,SanuMo00,rush_td,0,,,,,
player,201712240nor,atl,SanuMo00,rush_long,0,,,,,
player,201712240nor,atl,SanuMo00,targets,6,,,,,
player,201712240nor,atl,SanuMo00,rec,4,,,,,
player,201712240nor,atl,SanuMo00,rec_yds,31,,,,,
player,201712240nor,atl,SanuMo00,rec_td,0,,,,,
player,201712240nor,atl,SanuMo00,rec_long,10,,,,,
player,201712240nor,atl,SanuMo00,fumbles,0,,,,,
player,201712240nor,atl,SanuMo00,fumbles_lost,0,,,,,
player,201712240nor,atl,HoopAu00,pass_cmp,0,,,,,
player,201712240nor,atl,HoopAu00,pass_att,0,,,,,
player,201712240nor,atl,HoopAu00,pass_yds,0,,,,,
player,201712240nor,atl,HoopAu00,pass_td,0,,,,,
player,201712240nor,atl,HoopAu00,pass_int,0,,,,,
player,201712240nor,atl,HoopAu00,pass_sacked,0,,,,,
player,201712240nor,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201712240nor,atl,HoopAu00,pass_long,0,,,,,
player,201712240nor,atl,HoopAu00,pass_rating,,,,,,
player,201712240nor,atl,HoopAu00,rush_att,0,,,,,
player,201712240nor,atl,HoopAu00,rush_yds,0,,,,,
player,201712240nor,atl,HoopAu00,rush_td,0,,,,,
player,201712240nor,atl,HoopAu00,rush_long,0,,,,,
player,201712240nor,atl,HoopAu00,targets,4,,,,,
player,201712240nor,atl,HoopAu00,rec,3,,,,,
player,201712240nor,atl,HoopAu00,rec_yds,18,,,,,
player,201712240nor,atl,HoopAu00,rec_td,0,,,,,
player,201712240nor,atl,HoopAu00,rec_long,10,,,,,
player,201712240nor,atl,HoopAu00,fumbles,0,,,,,
player,201712240nor,atl,HoopAu00,fumbles_lost,0,,,,,
player,201712240nor,atl,HardJu00,pass_cmp,0,,,,,
player,201712240nor,atl,HardJu00,pass_att,0,,,,,
player,201712240nor,atl,HardJu00,pass_yds,0,,,,,
player,201712240nor,atl,HardJu00,pass_td,0,,,,,
player,201712240nor,atl,HardJu00,pass_int,0,,,,,
player,201712240nor,atl,HardJu00,pass_sacked,0,,,,,
player,201712240nor,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201712240nor,atl,HardJu00,pass_long,0,,,,,
player,201712240nor,atl,HardJu00,pass_rating,,,,,,
player,201712240nor,atl,HardJu00,rush_att,0,,,,,
player,201712240nor,atl,HardJu00,rush_yds,0,,,,,
player,201712240nor,atl,HardJu00,rush_td,0,,,,,
player,201712240nor,atl,HardJu00,rush_long,0,,,,,
player,201712240nor,atl,HardJu00,targets,1,,,,,
player,201712240nor,atl,HardJu00,rec,1,,,,,
player,201712240nor,atl,HardJu00,rec_yds,10,,,,,
player,201712240nor,atl,HardJu00,rec_td,0,,,,,
player,201712240nor,atl,HardJu00,rec_long,10,,,,,
player,201712240nor,atl,HardJu00,fumbles,0,,,,,
player,201712240nor,atl,HardJu00,fumbles_lost,0,,,,,
player,201712240nor,atl,HallMa02,pass_cmp,0,,,,,
player,201712240nor,atl,HallMa02,pass_att,0,,,,,
player,201712240nor,atl,HallMa02,pass_yds,0,,,,,
player,201712240nor,atl,HallMa02,pass_td,0,,,,,
player,201712240nor,atl,HallMa02,pass_int,0,,,,,
player,201712240nor,atl,HallMa02,pass_sacked,0,,,,,
player,201712240nor,atl,HallMa02,pass_sacked_yds,0,,,,,
player,201712240nor,atl,HallMa02,pass_long,0,,,,,
player,201712240nor,atl,HallMa02,pass_rating,,,,,,
player,201712240nor,atl,HallMa02,rush_att,0,,,,,
player,201712240nor,atl,HallMa02,rush_yds,0,,,,,
player,201712240nor,atl,HallMa02,rush_td,0,,,,,
player,201712240nor,atl,HallMa02,rush_long,0,,,,,
player,201712240nor,atl,HallMa02,targets,1,,,,,
player,201712240nor,atl,HallMa02,rec,0,,,,,
player,201712240nor,atl,HallMa02,rec_yds,0,,,,,
player,201712240nor,atl,HallMa02,rec_td,0,,,,,
player,201712240nor,atl,HallMa02,rec_long,0,,,,,
player,201712240nor,atl,HallMa02,fumbles,0,,,,,
player,201712240nor,atl,HallMa02,fumbles_lost,0,,,,,
player,201712240nor,atl,ColeDe00,pass_cmp,0,,,,,
player,201712240nor,atl,ColeDe00,pass_att,0,,,,,
player,201712240nor,atl,ColeDe00,pass_yds,0,,,,,
player,201712240nor,atl,ColeDe00,pass_td,0,,,,,
player,201712240nor,atl,ColeDe00,pass_int,0,,,,,
player,201712240nor,atl,ColeDe00,pass_sacked,0,,,,,
player,201712240nor,atl,ColeDe00,pass_sacked_yds,0,,,,,
player,201712240nor,atl,ColeDe00,pass_long,0,,,,,
player,201712240nor,atl,ColeDe00,pass_rating,,,,,,
player,201712240nor,atl,ColeDe00,rush_att,0,,,,,
player,201712240nor,atl,ColeDe00,rush_yds,0,,,,,
player,201712240nor,atl,ColeDe00,rush_td,0,,,,,
player,201712240nor,atl,ColeDe00,rush_long,0,,,,,
player,201712240nor,atl,ColeDe00,targets,1,,,,,
player,201712240nor,atl,ColeDe00,rec,0,,,,,
player,201712240nor,atl,ColeDe00,rec_yds,0,,,,,
player,201712240nor,atl,ColeDe00,rec_td,0,,,,,
player,201712240nor,atl,ColeDe00,rec_long,0,,,,,
player,201712240nor,atl,ColeDe00,fumbles,0,,,,,
player,201712240nor,atl,ColeDe00,fumbles_lost,0,,,,,
player,201712240nor,nor,BreeDr00,pass_cmp,21,,,,,
player,201712240nor,nor,BreeDr00,pass_att,28,,,,,
player,201712240nor,nor,BreeDr00,pass_yds,239,,,,,
player,201712240nor,nor,BreeDr00,pass_td,1,,,,,
player,201712240nor,nor,BreeDr00,pass_int,1,,,,,
player,201712240nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201712240nor,nor,BreeDr00,pass_sacked_yds,10,,,,,
player,201712240nor,nor,BreeDr00,pass_long,54,,,,,
player,201712240nor,nor,BreeDr00,pass_rating,97.2,,,,,
player,201712240nor,nor,BreeDr00,rush_att,4,,,,,
player,201712240nor,nor,BreeDr00,rush_yds,-4,,,,,
player,201712240nor,nor,BreeDr00,rush_td,0,,,,,
player,201712240nor,nor,BreeDr00,rush_long,0,,,,,
player,201712240nor,nor,BreeDr00,targets,0,,,,,
player,201712240nor,nor,BreeDr00,rec,0,,,,,
player,201712240nor,nor,BreeDr00,rec_yds,0,,,,,
player,201712240nor,nor,BreeDr00,rec_td,0,,,,,
player,201712240nor,nor,BreeDr00,rec_long,0,,,,,
player,201712240nor,nor,BreeDr00,fumbles,1,,,,,
player,201712240nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201712240nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201712240nor,nor,IngrMa01,pass_att,0,,,,,
player,201712240nor,nor,IngrMa01,pass_yds,0,,,,,
player,201712240nor,nor,IngrMa01,pass_td,0,,,,,
player,201712240nor,nor,IngrMa01,pass_int,0,,,,,
player,201712240nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201712240nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201712240nor,nor,IngrMa01,pass_long,0,,,,,
player,201712240nor,nor,IngrMa01,pass_rating,,,,,,
player,201712240nor,nor,IngrMa01,rush_att,13,,,,,
player,201712240nor,nor,IngrMa01,rush_yds,44,,,,,
player,201712240nor,nor,IngrMa01,rush_td,1,,,,,
player,201712240nor,nor,IngrMa01,rush_long,26,,,,,
player,201712240nor,nor,IngrMa01,targets,3,,,,,
player,201712240nor,nor,IngrMa01,rec,3,,,,,
player,201712240nor,nor,IngrMa01,rec_yds,22,,,,,
player,201712240nor,nor,IngrMa01,rec_td,0,,,,,
player,201712240nor,nor,IngrMa01,rec_long,12,,,,,
player,201712240nor,nor,IngrMa01,fumbles,0,,,,,
player,201712240nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201712240nor,nor,KamaAl00,pass_cmp,0,,,,,
player,201712240nor,nor,KamaAl00,pass_att,0,,,,,
player,201712240nor,nor,KamaAl00,pass_yds,0,,,,,
player,201712240nor,nor,KamaAl00,pass_td,0,,,,,
player,201712240nor,nor,KamaAl00,pass_int,0,,,,,
player,201712240nor,nor,KamaAl00,pass_sacked,0,,,,,
player,201712240nor,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201712240nor,nor,KamaAl00,pass_long,0,,,,,
player,201712240nor,nor,KamaAl00,pass_rating,,,,,,
player,201712240nor,nor,KamaAl00,rush_att,12,,,,,
player,201712240nor,nor,KamaAl00,rush_yds,32,,,,,
player,201712240nor,nor,KamaAl00,rush_td,0,,,,,
player,201712240nor,nor,KamaAl00,rush_long,15,,,,,
player,201712240nor,nor,KamaAl00,targets,9,,,,,
player,201712240nor,nor,KamaAl00,rec,7,,,,,
player,201712240nor,nor,KamaAl00,rec_yds,58,,,,,
player,201712240nor,nor,KamaAl00,rec_td,0,,,,,
player,201712240nor,nor,KamaAl00,rec_long,25,,,,,
player,201712240nor,nor,KamaAl00,fumbles,0,,,,,
player,201712240nor,nor,KamaAl00,fumbles_lost,0,,,,,
player,201712240nor,nor,GinnTe00,pass_cmp,0,,,,,
player,201712240nor,nor,GinnTe00,pass_att,0,,,,,
player,201712240nor,nor,GinnTe00,pass_yds,0,,,,,
player,201712240nor,nor,GinnTe00,pass_td,0,,,,,
player,201712240nor,nor,GinnTe00,pass_int,0,,,,,
player,201712240nor,nor,GinnTe00,pass_sacked,0,,,,,
player,201712240nor,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201712240nor,nor,GinnTe00,pass_long,0,,,,,
player,201712240nor,nor,GinnTe00,pass_rating,,,,,,
player,201712240nor,nor,GinnTe00,rush_att,2,,,,,
player,201712240nor,nor,GinnTe00,rush_yds,14,,,,,
player,201712240nor,nor,GinnTe00,rush_td,0,,,,,
player,201712240nor,nor,GinnTe00,rush_long,15,,,,,
player,201712240nor,nor,GinnTe00,targets,5,,,,,
player,201712240nor,nor,GinnTe00,rec,4,,,,,
player,201712240nor,nor,GinnTe00,rec_yds,76,,,,,
player,201712240nor,nor,GinnTe00,rec_td,1,,,,,
player,201712240nor,nor,GinnTe00,rec_long,54,,,,,
player,201712240nor,nor,GinnTe00,fumbles,0,,,,,
player,201712240nor,nor,GinnTe00,fumbles_lost,0,,,,,
player,201712240nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201712240nor,nor,ThomMi05,pass_att,0,,,,,
player,201712240nor,nor,ThomMi05,pass_yds,0,,,,,
player,201712240nor,nor,ThomMi05,pass_td,0,,,,,
player,201712240nor,nor,ThomMi05,pass_int,0,,,,,
player,201712240nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201712240nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201712240nor,nor,ThomMi05,pass_long,0,,,,,
player,201712240nor,nor,ThomMi05,pass_rating,,,,,,
player,201712240nor,nor,ThomMi05,rush_att,0,,,,,
player,201712240nor,nor,ThomMi05,rush_yds,0,,,,,
player,201712240nor,nor,ThomMi05,rush_td,0,,,,,
player,201712240nor,nor,ThomMi05,rush_long,0,,,,,
player,201712240nor,nor,ThomMi05,targets,5,,,,,
player,201712240nor,nor,ThomMi05,rec,4,,,,,
player,201712240nor,nor,ThomMi05,rec_yds,66,,,,,
player,201712240nor,nor,ThomMi05,rec_td,0,,,,,
player,201712240nor,nor,ThomMi05,rec_long,27,,,,,
player,201712240nor,nor,ThomMi05,fumbles,0,,,,,
player,201712240nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201712240nor,nor,HillJo02,pass_cmp,0,,,,,
player,201712240nor,nor,HillJo02,pass_att,0,,,,,
player,201712240nor,nor,HillJo02,pass_yds,0,,,,,
player,201712240nor,nor,HillJo02,pass_td,0,,,,,
player,201712240nor,nor,HillJo02,pass_int,0,,,,,
player,201712240nor,nor,HillJo02,pass_sacked,0,,,,,
player,201712240nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201712240nor,nor,HillJo02,pass_long,0,,,,,
player,201712240nor,nor,HillJo02,pass_rating,,,,,,
player,201712240nor,nor,HillJo02,rush_att,0,,,,,
player,201712240nor,nor,HillJo02,rush_yds,0,,,,,
player,201712240nor,nor,HillJo02,rush_td,0,,,,,
player,201712240nor,nor,HillJo02,rush_long,0,,,,,
player,201712240nor,nor,HillJo02,targets,3,,,,,
player,201712240nor,nor,HillJo02,rec,2,,,,,
player,201712240nor,nor,HillJo02,rec_yds,11,,,,,
player,201712240nor,nor,HillJo02,rec_td,0,,,,,
player,201712240nor,nor,HillJo02,rec_long,7,,,,,
player,201712240nor,nor,HillJo02,fumbles,0,,,,,
player,201712240nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201712240nor,nor,SneaWi00,pass_cmp,0,,,,,
player,201712240nor,nor,SneaWi00,pass_att,0,,,,,
player,201712240nor,nor,SneaWi00,pass_yds,0,,,,,
player,201712240nor,nor,SneaWi00,pass_td,0,,,,,
player,201712240nor,nor,SneaWi00,pass_int,0,,,,,
player,201712240nor,nor,SneaWi00,pass_sacked,0,,,,,
player,201712240nor,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201712240nor,nor,SneaWi00,pass_long,0,,,,,
player,201712240nor,nor,SneaWi00,pass_rating,,,,,,
player,201712240nor,nor,SneaWi00,rush_att,0,,,,,
player,201712240nor,nor,SneaWi00,rush_yds,0,,,,,
player,201712240nor,nor,SneaWi00,rush_td,0,,,,,
player,201712240nor,nor,SneaWi00,rush_long,0,,,,,
player,201712240nor,nor,SneaWi00,targets,3,,,,,
player,201712240nor,nor,SneaWi00,rec,1,,,,,
player,201712240nor,nor,SneaWi00,rec_yds,6,,,,,
player,201712240nor,nor,SneaWi00,rec_td,0,,,,,
player,201712240nor,nor,SneaWi00,rec_long,6,,,,,
player,201712240nor,nor,SneaWi00,fumbles,0,,,,,
player,201712240nor,nor,SneaWi00,fumbles_lost,0,,,,,
player,201712240nor,atl,JoneDe01,def_int,1,,,,,
player,201712240nor,atl,JoneDe01,def_int_yds,41,,,,,
player,201712240nor,atl,JoneDe01,def_int_td,0,,,,,
player,201712240nor,atl,JoneDe01,def_int_long,41,,,,,
player,201712240nor,atl,JoneDe01,pass_defended,1,,,,,
player,201712240nor,atl,JoneDe01,sacks,0.0,,,,,
player,201712240nor,atl,JoneDe01,tackles_combined,10,,,,,
player,201712240nor,atl,JoneDe01,tackles_solo,8,,,,,
player,201712240nor,atl,JoneDe01,tackles_assists,2,,,,,
player,201712240nor,atl,JoneDe01,tackles_loss,2,,,,,
player,201712240nor,atl,JoneDe01,qb_hits,0,,,,,
player,201712240nor,atl,JoneDe01,fumbles_rec,0,,,,,
player,201712240nor,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201712240nor,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201712240nor,atl,JoneDe01,fumbles_forced,0,,,,,
player,201712240nor,atl,UpshCo00,def_int,0,,,,,
player,201712240nor,atl,UpshCo00,def_int_yds,0,,,,,
player,201712240nor,atl,UpshCo00,def_int_td,0,,,,,
player,201712240nor,atl,UpshCo00,def_int_long,0,,,,,
player,201712240nor,atl,UpshCo00,pass_defended,0,,,,,
player,201712240nor,atl,UpshCo00,sacks,1.0,,,,,
player,201712240nor,atl,UpshCo00,tackles_combined,1,,,,,
player,201712240nor,atl,UpshCo00,tackles_solo,1,,,,,
player,201712240nor,atl,UpshCo00,tackles_assists,0,,,,,
player,201712240nor,atl,UpshCo00,tackles_loss,1,,,,,
player,201712240nor,atl,UpshCo00,qb_hits,1,,,,,
player,201712240nor,atl,UpshCo00,fumbles_rec,0,,,,,
player,201712240nor,atl,UpshCo00,fumbles_rec_yds,0,,,,,
player,201712240nor,atl,UpshCo00,fumbles_rec_td,0,,,,,
player,201712240nor,atl,UpshCo00,fumbles_forced,0,,,,,
player,201712240nor,atl,NealKe01,def_int,0,,,,,
player,201712240nor,atl,NealKe01,def_int_yds,0,,,,,
player,201712240nor,atl,NealKe01,def_int_td,0,,,,,
player,201712240nor,atl,NealKe01,def_int_long,0,,,,,
player,201712240nor,atl,NealKe01,pass_defended,1,,,,,
player,201712240nor,atl,NealKe01,sacks,0.0,,,,,
player,201712240nor,atl,NealKe01,tackles_combined,10,,,,,
player,201712240nor,atl,NealKe01,tackles_solo,8,,,,,
player,201712240nor,atl,NealKe01,tackles_assists,2,,,,,
player,201712240nor,atl,NealKe01,tackles_loss,2,,,,,
player,201712240nor,atl,NealKe01,qb_hits,0,,,,,
player,201712240nor,atl,NealKe01,fumbles_rec,0,,,,,
player,201712240nor,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201712240nor,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201712240nor,atl,NealKe01,fumbles_forced,0,,,,,
player,201712240nor,atl,PoolBr01,def_int,0,,,,,
player,201712240nor,atl,PoolBr01,def_int_yds,0,,,,,
player,201712240nor,atl,PoolBr01,def_int_td,0,,,,,
player,201712240nor,atl,PoolBr01,def_int_long,0,,,,,
player,201712240nor,atl,PoolBr01,pass_defended,0,,,,,
player,201712240nor,atl,PoolBr01,sacks,0.0,,,,,
player,201712240nor,atl,PoolBr01,tackles_combined,7,,,,,
player,201712240nor,atl,PoolBr01,tackles_solo,7,,,,,
player,201712240nor,atl,PoolBr01,tackles_assists,0,,,,,
player,201712240nor,atl,PoolBr01,tackles_loss,0,,,,,
player,201712240nor,atl,PoolBr01,qb_hits,0,,,,,
player,201712240nor,atl,PoolBr01,fumbles_rec,0,,,,,
player,201712240nor,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201712240nor,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201712240nor,atl,PoolBr01,fumbles_forced,0,,,,,
player,201712240nor,atl,JarrGr00,def_int,0,,,,,
player,201712240nor,atl,JarrGr00,def_int_yds,0,,,,,
player,201712240nor,atl,JarrGr00,def_int_td,0,,,,,
player,201712240nor,atl,JarrGr00,def_int_long,0,,,,,
player,201712240nor,atl,JarrGr00,pass_defended,0,,,,,
player,201712240nor,atl,JarrGr00,sacks,0.0,,,,,
player,201712240nor,atl,JarrGr00,tackles_combined,5,,,,,
player,201712240nor,atl,JarrGr00,tackles_solo,3,,,,,
player,201712240nor,atl,JarrGr00,tackles_assists,2,,,,,
player,201712240nor,atl,JarrGr00,tackles_loss,1,,,,,
player,201712240nor,atl,JarrGr00,qb_hits,0,,,,,
player,201712240nor,atl,JarrGr00,fumbles_rec,0,,,,,
player,201712240nor,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201712240nor,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201712240nor,atl,JarrGr00,fumbles_forced,0,,,,,
player,201712240nor,atl,ReedBr00,def_int,0,,,,,
player,201712240nor,atl,ReedBr00,def_int_yds,0,,,,,
player,201712240nor,atl,ReedBr00,def_int_td,0,,,,,
player,201712240nor,atl,ReedBr00,def_int_long,0,,,,,
player,201712240nor,atl,ReedBr00,pass_defended,0,,,,,
player,201712240nor,atl,ReedBr00,sacks,0.0,,,,,
player,201712240nor,atl,ReedBr00,tackles_combined,4,,,,,
player,201712240nor,atl,ReedBr00,tackles_solo,2,,,,,
player,201712240nor,atl,ReedBr00,tackles_assists,2,,,,,
player,201712240nor,atl,ReedBr00,tackles_loss,0,,,,,
player,201712240nor,atl,ReedBr00,qb_hits,0,,,,,
player,201712240nor,atl,ReedBr00,fumbles_rec,0,,,,,
player,201712240nor,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201712240nor,atl,ReedBr00,fumbles_rec_td,0,,,,,
