game,2017,13,20171203,201712030rai,nyg,"New York Giants",17,rai,"Oakland Raiders",24
player,201712030rai,rai,KingMa00,pass_rating,,,,,,
player,201712030rai,rai,KingMa00,rush_att,1,,,,,
player,201712030rai,rai,KingMa00,rush_yds,-11,,,,,
player,201712030rai,rai,KingMa00,rush_td,0,,,,,
player,201712030rai,rai,KingMa00,rush_long,-11,,,,,
player,201712030rai,rai,KingMa00,targets,0,,,,,
player,201712030rai,rai,KingMa00,rec,0,,,,,
player,201712030rai,rai,KingMa00,rec_yds,0,,,,,
player,201712030rai,rai,KingMa00,rec_td,0,,,,,
player,201712030rai,rai,KingMa00,rec_long,0,,,,,
player,201712030rai,rai,KingMa00,fumbles,0,,,,,
player,201712030rai,rai,KingMa00,fumbles_lost,0,,,,,
player,201712030rai,nyg,MunsCa00,def_int,0,,,,,
player,201712030rai,nyg,MunsCa00,def_int_yds,0,,,,,
player,201712030rai,nyg,MunsCa00,def_int_td,0,,,,,
player,201712030rai,nyg,MunsCa00,def_int_long,0,,,,,
player,201712030rai,nyg,MunsCa00,pass_defended,0,,,,,
player,201712030rai,nyg,MunsCa00,sacks,1.0,,,,,
player,201712030rai,nyg,MunsCa00,tackles_combined,5,,,,,
player,201712030rai,nyg,MunsCa00,tackles_solo,2,,,,,
player,201712030rai,nyg,MunsCa00,tackles_assists,3,,,,,
player,201712030rai,nyg,MunsCa00,tackles_loss,1,,,,,
player,201712030rai,nyg,MunsCa00,qb_hits,1,,,,,
player,201712030rai,nyg,MunsCa00,fumbles_rec,0,,,,,
player,201712030rai,nyg,MunsCa00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,MunsCa00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,MunsCa00,fumbles_forced,0,,,,,
player,201712030rai,nyg,CollLa00,def_int,0,,,,,
player,201712030rai,nyg,CollLa00,def_int_yds,0,,,,,
player,201712030rai,nyg,CollLa00,def_int_td,0,,,,,
player,201712030rai,nyg,CollLa00,def_int_long,0,,,,,
player,201712030rai,nyg,CollLa00,pass_defended,1,,,,,
player,201712030rai,nyg,CollLa00,sacks,0.0,,,,,
player,201712030rai,nyg,CollLa00,tackles_combined,9,,,,,
player,201712030rai,nyg,CollLa00,tackles_solo,7,,,,,
player,201712030rai,nyg,CollLa00,tackles_assists,2,,,,,
player,201712030rai,nyg,CollLa00,tackles_loss,0,,,,,
player,201712030rai,nyg,CollLa00,qb_hits,0,,,,,
player,201712030rai,nyg,CollLa00,fumbles_rec,1,,,,,
player,201712030rai,nyg,CollLa00,fumbles_rec_yds,1,,,,,
player,201712030rai,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,CollLa00,fumbles_forced,0,,,,,
player,201712030rai,nyg,ShepKe00,def_int,0,,,,,
player,201712030rai,nyg,ShepKe00,def_int_yds,0,,,,,
player,201712030rai,nyg,ShepKe00,def_int_td,0,,,,,
player,201712030rai,nyg,ShepKe00,def_int_long,0,,,,,
player,201712030rai,nyg,ShepKe00,pass_defended,0,,,,,
player,201712030rai,nyg,ShepKe00,sacks,0.0,,,,,
player,201712030rai,nyg,ShepKe00,tackles_combined,8,,,,,
player,201712030rai,nyg,ShepKe00,tackles_solo,2,,,,,
player,201712030rai,nyg,ShepKe00,tackles_assists,6,,,,,
player,201712030rai,nyg,ShepKe00,tackles_loss,0,,,,,
player,201712030rai,nyg,ShepKe00,qb_hits,0,,,,,
player,201712030rai,nyg,ShepKe00,fumbles_rec,0,,,,,
player,201712030rai,nyg,ShepKe00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,ShepKe00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,ShepKe00,fumbles_forced,0,,,,,
player,201712030rai,nyg,TomlDa00,def_int,0,,,,,
player,201712030rai,nyg,TomlDa00,def_int_yds,0,,,,,
player,201712030rai,nyg,TomlDa00,def_int_td,0,,,,,
player,201712030rai,nyg,TomlDa00,def_int_long,0,,,,,
player,201712030rai,nyg,TomlDa00,pass_defended,0,,,,,
player,201712030rai,nyg,TomlDa00,sacks,0.0,,,,,
player,201712030rai,nyg,TomlDa00,tackles_combined,7,,,,,
player,201712030rai,nyg,TomlDa00,tackles_solo,2,,,,,
player,201712030rai,nyg,TomlDa00,tackles_assists,5,,,,,
player,201712030rai,nyg,TomlDa00,tackles_loss,0,,,,,
player,201712030rai,nyg,TomlDa00,qb_hits,0,,,,,
player,201712030rai,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201712030rai,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201712030rai,nyg,CockRo00,def_int,0,,,,,
player,201712030rai,nyg,CockRo00,def_int_yds,0,,,,,
player,201712030rai,nyg,CockRo00,def_int_td,0,,,,,
player,201712030rai,nyg,CockRo00,def_int_long,0,,,,,
player,201712030rai,nyg,CockRo00,pass_defended,0,,,,,
player,201712030rai,nyg,CockRo00,sacks,0.0,,,,,
player,201712030rai,nyg,CockRo00,tackles_combined,6,,,,,
player,201712030rai,nyg,CockRo00,tackles_solo,2,,,,,
player,201712030rai,nyg,CockRo00,tackles_assists,4,,,,,
player,201712030rai,nyg,CockRo00,tackles_loss,0,,,,,
player,201712030rai,nyg,CockRo00,qb_hits,0,,,,,
player,201712030rai,nyg,CockRo00,fumbles_rec,0,,,,,
player,201712030rai,nyg,CockRo00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,CockRo00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,CockRo00,fumbles_forced,0,,,,,
player,201712030rai,nyg,DixoBr00,def_int,0,,,,,
player,201712030rai,nyg,DixoBr00,def_int_yds,0,,,,,
player,201712030rai,nyg,DixoBr00,def_int_td,0,,,,,
player,201712030rai,nyg,DixoBr00,def_int_long,0,,,,,
player,201712030rai,nyg,DixoBr00,pass_defended,2,,,,,
player,201712030rai,nyg,DixoBr00,sacks,0.0,,,,,
player,201712030rai,nyg,DixoBr00,tackles_combined,6,,,,,
player,201712030rai,nyg,DixoBr00,tackles_solo,4,,,,,
player,201712030rai,nyg,DixoBr00,tackles_assists,2,,,,,
player,201712030rai,nyg,DixoBr00,tackles_loss,0,,,,,
player,201712030rai,nyg,DixoBr00,qb_hits,0,,,,,
player,201712030rai,nyg,DixoBr00,fumbles_rec,0,,,,,
player,201712030rai,nyg,DixoBr00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,DixoBr00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,DixoBr00,fumbles_forced,1,,,,,
player,201712030rai,nyg,HarrDa03,def_int,0,,,,,
player,201712030rai,nyg,HarrDa03,def_int_yds,0,,,,,
player,201712030rai,nyg,HarrDa03,def_int_td,0,,,,,
player,201712030rai,nyg,HarrDa03,def_int_long,0,,,,,
player,201712030rai,nyg,HarrDa03,pass_defended,0,,,,,
player,201712030rai,nyg,HarrDa03,sacks,0.0,,,,,
player,201712030rai,nyg,HarrDa03,tackles_combined,6,,,,,
player,201712030rai,nyg,HarrDa03,tackles_solo,3,,,,,
player,201712030rai,nyg,HarrDa03,tackles_assists,3,,,,,
player,201712030rai,nyg,HarrDa03,tackles_loss,1,,,,,
player,201712030rai,nyg,HarrDa03,qb_hits,0,,,,,
player,201712030rai,nyg,HarrDa03,fumbles_rec,0,,,,,
player,201712030rai,nyg,HarrDa03,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,HarrDa03,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,HarrDa03,fumbles_forced,0,,,,,
player,201712030rai,nyg,GoodB.00,def_int,0,,,,,
player,201712030rai,nyg,GoodB.00,def_int_yds,0,,,,,
player,201712030rai,nyg,GoodB.00,def_int_td,0,,,,,
player,201712030rai,nyg,GoodB.00,def_int_long,0,,,,,
player,201712030rai,nyg,GoodB.00,pass_defended,0,,,,,
player,201712030rai,nyg,GoodB.00,sacks,0.0,,,,,
player,201712030rai,nyg,GoodB.00,tackles_combined,4,,,,,
player,201712030rai,nyg,GoodB.00,tackles_solo,2,,,,,
player,201712030rai,nyg,GoodB.00,tackles_assists,2,,,,,
player,201712030rai,nyg,GoodB.00,tackles_loss,0,,,,,
player,201712030rai,nyg,GoodB.00,qb_hits,0,,,,,
player,201712030rai,nyg,GoodB.00,fumbles_rec,0,,,,,
player,201712030rai,nyg,GoodB.00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,GoodB.00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,GoodB.00,fumbles_forced,0,,,,,
player,201712030rai,nyg,KennDe00,def_int,0,,,,,
player,201712030rai,nyg,KennDe00,def_int_yds,0,,,,,
player,201712030rai,nyg,KennDe00,def_int_td,0,,,,,
player,201712030rai,nyg,KennDe00,def_int_long,0,,,,,
player,201712030rai,nyg,KennDe00,pass_defended,0,,,,,
player,201712030rai,nyg,KennDe00,sacks,0.0,,,,,
player,201712030rai,nyg,KennDe00,tackles_combined,4,,,,,
player,201712030rai,nyg,KennDe00,tackles_solo,2,,,,,
player,201712030rai,nyg,KennDe00,tackles_assists,2,,,,,
player,201712030rai,nyg,KennDe00,tackles_loss,0,,,,,
player,201712030rai,nyg,KennDe00,qb_hits,0,,,,,
player,201712030rai,nyg,KennDe00,fumbles_rec,0,,,,,
player,201712030rai,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,KennDe00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,KennDe00,fumbles_forced,0,,,,,
player,201712030rai,nyg,VernOl00,def_int,0,,,,,
player,201712030rai,nyg,VernOl00,def_int_yds,0,,,,,
player,201712030rai,nyg,VernOl00,def_int_td,0,,,,,
player,201712030rai,nyg,VernOl00,def_int_long,0,,,,,
player,201712030rai,nyg,VernOl00,pass_defended,0,,,,,
player,201712030rai,nyg,VernOl00,sacks,0.0,,,,,
player,201712030rai,nyg,VernOl00,tackles_combined,4,,,,,
player,201712030rai,nyg,VernOl00,tackles_solo,2,,,,,
player,201712030rai,nyg,VernOl00,tackles_assists,2,,,,,
player,201712030rai,nyg,VernOl00,tackles_loss,1,,,,,
player,201712030rai,nyg,VernOl00,qb_hits,0,,,,,
player,201712030rai,nyg,VernOl00,fumbles_rec,0,,,,,
player,201712030rai,nyg,VernOl00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,VernOl00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,VernOl00,fumbles_forced,0,,,,,
player,201712030rai,nyg,MorrDa01,def_int,0,,,,,
player,201712030rai,nyg,MorrDa01,def_int_yds,0,,,,,
player,201712030rai,nyg,MorrDa01,def_int_td,0,,,,,
player,201712030rai,nyg,MorrDa01,def_int_long,0,,,,,
player,201712030rai,nyg,MorrDa01,pass_defended,0,,,,,
player,201712030rai,nyg,MorrDa01,sacks,0.0,,,,,
player,201712030rai,nyg,MorrDa01,tackles_combined,3,,,,,
player,201712030rai,nyg,MorrDa01,tackles_solo,2,,,,,
player,201712030rai,nyg,MorrDa01,tackles_assists,1,,,,,
player,201712030rai,nyg,MorrDa01,tackles_loss,0,,,,,
player,201712030rai,nyg,MorrDa01,qb_hits,0,,,,,
player,201712030rai,nyg,MorrDa01,fumbles_rec,0,,,,,
player,201712030rai,nyg,MorrDa01,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,MorrDa01,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,MorrDa01,fumbles_forced,0,,,,,
player,201712030rai,nyg,PierJa99,def_int,0,,,,,
player,201712030rai,nyg,PierJa99,def_int_yds,0,,,,,
player,201712030rai,nyg,PierJa99,def_int_td,0,,,,,
player,201712030rai,nyg,PierJa99,def_int_long,0,,,,,
player,201712030rai,nyg,PierJa99,pass_defended,0,,,,,
player,201712030rai,nyg,PierJa99,sacks,0.0,,,,,
player,201712030rai,nyg,PierJa99,tackles_combined,3,,,,,
player,201712030rai,nyg,PierJa99,tackles_solo,1,,,,,
player,201712030rai,nyg,PierJa99,tackles_assists,2,,,,,
player,201712030rai,nyg,PierJa99,tackles_loss,1,,,,,
player,201712030rai,nyg,PierJa99,qb_hits,0,,,,,
player,201712030rai,nyg,PierJa99,fumbles_rec,0,,,,,
player,201712030rai,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,PierJa99,fumbles_forced,0,,,,,
player,201712030rai,nyg,RodgDo99,def_int,0,,,,,
player,201712030rai,nyg,RodgDo99,def_int_yds,0,,,,,
player,201712030rai,nyg,RodgDo99,def_int_td,0,,,,,
player,201712030rai,nyg,RodgDo99,def_int_long,0,,,,,
player,201712030rai,nyg,RodgDo99,pass_defended,0,,,,,
player,201712030rai,nyg,RodgDo99,sacks,0.0,,,,,
player,201712030rai,nyg,RodgDo99,tackles_combined,3,,,,,
player,201712030rai,nyg,RodgDo99,tackles_solo,1,,,,,
player,201712030rai,nyg,RodgDo99,tackles_assists,2,,,,,
player,201712030rai,nyg,RodgDo99,tackles_loss,0,,,,,
player,201712030rai,nyg,RodgDo99,qb_hits,0,,,,,
player,201712030rai,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201712030rai,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201712030rai,nyg,RaymKa00,def_int,0,,,,,
player,201712030rai,nyg,RaymKa00,def_int_yds,0,,,,,
player,201712030rai,nyg,RaymKa00,def_int_td,0,,,,,
player,201712030rai,nyg,RaymKa00,def_int_long,0,,,,,
player,201712030rai,nyg,RaymKa00,pass_defended,0,,,,,
player,201712030rai,nyg,RaymKa00,sacks,0.0,,,,,
player,201712030rai,nyg,RaymKa00,tackles_combined,2,,,,,
player,201712030rai,nyg,RaymKa00,tackles_solo,1,,,,,
player,201712030rai,nyg,RaymKa00,tackles_assists,1,,,,,
player,201712030rai,nyg,RaymKa00,tackles_loss,0,,,,,
player,201712030rai,nyg,RaymKa00,qb_hits,0,,,,,
player,201712030rai,nyg,RaymKa00,fumbles_rec,0,,,,,
player,201712030rai,nyg,RaymKa00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,RaymKa00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,RaymKa00,fumbles_forced,0,,,,,
player,201712030rai,nyg,SmitSh02,def_int,0,,,,,
player,201712030rai,nyg,SmitSh02,def_int_yds,0,,,,,
player,201712030rai,nyg,SmitSh02,def_int_td,0,,,,,
player,201712030rai,nyg,SmitSh02,def_int_long,0,,,,,
player,201712030rai,nyg,SmitSh02,pass_defended,0,,,,,
player,201712030rai,nyg,SmitSh02,sacks,0.0,,,,,
player,201712030rai,nyg,SmitSh02,tackles_combined,2,,,,,
player,201712030rai,nyg,SmitSh02,tackles_solo,2,,,,,
player,201712030rai,nyg,SmitSh02,tackles_assists,0,,,,,
player,201712030rai,nyg,SmitSh02,tackles_loss,1,,,,,
player,201712030rai,nyg,SmitSh02,qb_hits,0,,,,,
player,201712030rai,nyg,SmitSh02,fumbles_rec,0,,,,,
player,201712030rai,nyg,SmitSh02,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,SmitSh02,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,SmitSh02,fumbles_forced,0,,,,,
player,201712030rai,nyg,AdamAn00,def_int,0,,,,,
player,201712030rai,nyg,AdamAn00,def_int_yds,0,,,,,
player,201712030rai,nyg,AdamAn00,def_int_td,0,,,,,
player,201712030rai,nyg,AdamAn00,def_int_long,0,,,,,
player,201712030rai,nyg,AdamAn00,pass_defended,0,,,,,
player,201712030rai,nyg,AdamAn00,sacks,0.0,,,,,
player,201712030rai,nyg,AdamAn00,tackles_combined,1,,,,,
player,201712030rai,nyg,AdamAn00,tackles_solo,1,,,,,
player,201712030rai,nyg,AdamAn00,tackles_assists,0,,,,,
player,201712030rai,nyg,AdamAn00,tackles_loss,0,,,,,
player,201712030rai,nyg,AdamAn00,qb_hits,0,,,,,
player,201712030rai,nyg,AdamAn00,fumbles_rec,0,,,,,
player,201712030rai,nyg,AdamAn00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,AdamAn00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,AdamAn00,fumbles_forced,0,,,,,
player,201712030rai,nyg,ArmsRa01,def_int,0,,,,,
player,201712030rai,nyg,ArmsRa01,def_int_yds,0,,,,,
player,201712030rai,nyg,ArmsRa01,def_int_td,0,,,,,
player,201712030rai,nyg,ArmsRa01,def_int_long,0,,,,,
player,201712030rai,nyg,ArmsRa01,pass_defended,0,,,,,
player,201712030rai,nyg,ArmsRa01,sacks,0.0,,,,,
player,201712030rai,nyg,ArmsRa01,tackles_combined,1,,,,,
player,201712030rai,nyg,ArmsRa01,tackles_solo,1,,,,,
player,201712030rai,nyg,ArmsRa01,tackles_assists,0,,,,,
player,201712030rai,nyg,ArmsRa01,tackles_loss,0,,,,,
player,201712030rai,nyg,ArmsRa01,qb_hits,0,,,,,
player,201712030rai,nyg,ArmsRa01,fumbles_rec,0,,,,,
player,201712030rai,nyg,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,ArmsRa01,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,ArmsRa01,fumbles_forced,1,,,,,
player,201712030rai,nyg,BerhNa00,def_int,0,,,,,
player,201712030rai,nyg,BerhNa00,def_int_yds,0,,,,,
player,201712030rai,nyg,BerhNa00,def_int_td,0,,,,,
player,201712030rai,nyg,BerhNa00,def_int_long,0,,,,,
player,201712030rai,nyg,BerhNa00,pass_defended,0,,,,,
player,201712030rai,nyg,BerhNa00,sacks,0.0,,,,,
player,201712030rai,nyg,BerhNa00,tackles_combined,1,,,,,
player,201712030rai,nyg,BerhNa00,tackles_solo,0,,,,,
player,201712030rai,nyg,BerhNa00,tackles_assists,1,,,,,
player,201712030rai,nyg,BerhNa00,tackles_loss,0,,,,,
player,201712030rai,nyg,BerhNa00,qb_hits,0,,,,,
player,201712030rai,nyg,BerhNa00,fumbles_rec,0,,,,,
player,201712030rai,nyg,BerhNa00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,BerhNa00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,BerhNa00,fumbles_forced,0,,,,,
player,201712030rai,nyg,BromJa00,def_int,0,,,,,
player,201712030rai,nyg,BromJa00,def_int_yds,0,,,,,
player,201712030rai,nyg,BromJa00,def_int_td,0,,,,,
player,201712030rai,nyg,BromJa00,def_int_long,0,,,,,
player,201712030rai,nyg,BromJa00,pass_defended,0,,,,,
player,201712030rai,nyg,BromJa00,sacks,0.0,,,,,
player,201712030rai,nyg,BromJa00,tackles_combined,1,,,,,
player,201712030rai,nyg,BromJa00,tackles_solo,1,,,,,
player,201712030rai,nyg,BromJa00,tackles_assists,0,,,,,
player,201712030rai,nyg,BromJa00,tackles_loss,1,,,,,
player,201712030rai,nyg,BromJa00,qb_hits,1,,,,,
player,201712030rai,nyg,BromJa00,fumbles_rec,0,,,,,
player,201712030rai,nyg,BromJa00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,BromJa00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,BromJa00,fumbles_forced,0,,,,,
player,201712030rai,nyg,GallWa00,def_int,0,,,,,
player,201712030rai,nyg,GallWa00,def_int_yds,0,,,,,
player,201712030rai,nyg,GallWa00,def_int_td,0,,,,,
player,201712030rai,nyg,GallWa00,def_int_long,0,,,,,
player,201712030rai,nyg,GallWa00,pass_defended,0,,,,,
player,201712030rai,nyg,GallWa00,sacks,0.0,,,,,
player,201712030rai,nyg,GallWa00,tackles_combined,1,,,,,
player,201712030rai,nyg,GallWa00,tackles_solo,1,,,,,
player,201712030rai,nyg,GallWa00,tackles_assists,0,,,,,
player,201712030rai,nyg,GallWa00,tackles_loss,0,,,,,
player,201712030rai,nyg,GallWa00,qb_hits,0,,,,,
player,201712030rai,nyg,GallWa00,fumbles_rec,0,,,,,
player,201712030rai,nyg,GallWa00,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,GallWa00,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,GallWa00,fumbles_forced,0,,,,,
player,201712030rai,nyg,ThomDa05,def_int,0,,,,,
player,201712030rai,nyg,ThomDa05,def_int_yds,0,,,,,
player,201712030rai,nyg,ThomDa05,def_int_td,0,,,,,
player,201712030rai,nyg,ThomDa05,def_int_long,0,,,,,
player,201712030rai,nyg,ThomDa05,pass_defended,0,,,,,
player,201712030rai,nyg,ThomDa05,sacks,0.0,,,,,
player,201712030rai,nyg,ThomDa05,tackles_combined,1,,,,,
player,201712030rai,nyg,ThomDa05,tackles_solo,0,,,,,
player,201712030rai,nyg,ThomDa05,tackles_assists,1,,,,,
player,201712030rai,nyg,ThomDa05,tackles_loss,0,,,,,
player,201712030rai,nyg,ThomDa05,qb_hits,0,,,,,
player,201712030rai,nyg,ThomDa05,fumbles_rec,0,,,,,
player,201712030rai,nyg,ThomDa05,fumbles_rec_yds,0,,,,,
player,201712030rai,nyg,ThomDa05,fumbles_rec_td,0,,,,,
player,201712030rai,nyg,ThomDa05,fumbles_forced,0,,,,,
player,201712030rai,rai,IrviBr00,def_int,0,,,,,
player,201712030rai,rai,IrviBr00,def_int_yds,0,,,,,
player,201712030rai,rai,IrviBr00,def_int_td,0,,,,,
player,201712030rai,rai,IrviBr00,def_int_long,0,,,,,
player,201712030rai,rai,IrviBr00,pass_defended,0,,,,,
player,201712030rai,rai,IrviBr00,sacks,1.0,,,,,
player,201712030rai,rai,IrviBr00,tackles_combined,8,,,,,
player,201712030rai,rai,IrviBr00,tackles_solo,7,,,,,
player,201712030rai,rai,IrviBr00,tackles_assists,1,,,,,
player,201712030rai,rai,IrviBr00,tackles_loss,2,,,,,
player,201712030rai,rai,IrviBr00,qb_hits,1,,,,,
player,201712030rai,rai,IrviBr00,fumbles_rec,0,,,,,
player,201712030rai,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,IrviBr00,fumbles_forced,1,,,,,
player,201712030rai,rai,MackKh00,def_int,0,,,,,
player,201712030rai,rai,MackKh00,def_int_yds,0,,,,,
player,201712030rai,rai,MackKh00,def_int_td,0,,,,,
player,201712030rai,rai,MackKh00,def_int_long,0,,,,,
player,201712030rai,rai,MackKh00,pass_defended,0,,,,,
player,201712030rai,rai,MackKh00,sacks,1.0,,,,,
player,201712030rai,rai,MackKh00,tackles_combined,4,,,,,
player,201712030rai,rai,MackKh00,tackles_solo,3,,,,,
player,201712030rai,rai,MackKh00,tackles_assists,1,,,,,
player,201712030rai,rai,MackKh00,tackles_loss,0,,,,,
player,201712030rai,rai,MackKh00,qb_hits,1,,,,,
player,201712030rai,rai,MackKh00,fumbles_rec,1,,,,,
player,201712030rai,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,MackKh00,fumbles_forced,1,,,,,
player,201712030rai,rai,AutrDe00,def_int,0,,,,,
player,201712030rai,rai,AutrDe00,def_int_yds,0,,,,,
player,201712030rai,rai,AutrDe00,def_int_td,0,,,,,
player,201712030rai,rai,AutrDe00,def_int_long,0,,,,,
player,201712030rai,rai,AutrDe00,pass_defended,1,,,,,
player,201712030rai,rai,AutrDe00,sacks,1.0,,,,,
player,201712030rai,rai,AutrDe00,tackles_combined,3,,,,,
player,201712030rai,rai,AutrDe00,tackles_solo,3,,,,,
player,201712030rai,rai,AutrDe00,tackles_assists,0,,,,,
player,201712030rai,rai,AutrDe00,tackles_loss,1,,,,,
player,201712030rai,rai,AutrDe00,qb_hits,1,,,,,
player,201712030rai,rai,AutrDe00,fumbles_rec,0,,,,,
player,201712030rai,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,AutrDe00,fumbles_forced,0,,,,,
player,201712030rai,rai,BowmNa99,def_int,0,,,,,
player,201712030rai,rai,BowmNa99,def_int_yds,0,,,,,
player,201712030rai,rai,BowmNa99,def_int_td,0,,,,,
player,201712030rai,rai,BowmNa99,def_int_long,0,,,,,
player,201712030rai,rai,BowmNa99,pass_defended,0,,,,,
player,201712030rai,rai,BowmNa99,sacks,0.0,,,,,
player,201712030rai,rai,BowmNa99,tackles_combined,9,,,,,
player,201712030rai,rai,BowmNa99,tackles_solo,8,,,,,
player,201712030rai,rai,BowmNa99,tackles_assists,1,,,,,
player,201712030rai,rai,BowmNa99,tackles_loss,1,,,,,
player,201712030rai,rai,BowmNa99,qb_hits,0,,,,,
player,201712030rai,rai,BowmNa99,fumbles_rec,1,,,,,
player,201712030rai,rai,BowmNa99,fumbles_rec_yds,1,,,,,
player,201712030rai,rai,BowmNa99,fumbles_rec_td,0,,,,,
player,201712030rai,rai,BowmNa99,fumbles_forced,0,,,,,
player,201712030rai,rai,MorrNi00,def_int,0,,,,,
player,201712030rai,rai,MorrNi00,def_int_yds,0,,,,,
player,201712030rai,rai,MorrNi00,def_int_td,0,,,,,
player,201712030rai,rai,MorrNi00,def_int_long,0,,,,,
player,201712030rai,rai,MorrNi00,pass_defended,0,,,,,
player,201712030rai,rai,MorrNi00,sacks,0.0,,,,,
player,201712030rai,rai,MorrNi00,tackles_combined,9,,,,,
player,201712030rai,rai,MorrNi00,tackles_solo,3,,,,,
player,201712030rai,rai,MorrNi00,tackles_assists,6,,,,,
player,201712030rai,rai,MorrNi00,tackles_loss,0,,,,,
player,201712030rai,rai,MorrNi00,qb_hits,0,,,,,
player,201712030rai,rai,MorrNi00,fumbles_rec,0,,,,,
player,201712030rai,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,MorrNi00,fumbles_forced,0,,,,,
player,201712030rai,rai,JoseKa00,def_int,0,,,,,
player,201712030rai,rai,JoseKa00,def_int_yds,0,,,,,
player,201712030rai,rai,JoseKa00,def_int_td,0,,,,,
player,201712030rai,rai,JoseKa00,def_int_long,0,,,,,
player,201712030rai,rai,JoseKa00,pass_defended,0,,,,,
player,201712030rai,rai,JoseKa00,sacks,0.0,,,,,
player,201712030rai,rai,JoseKa00,tackles_combined,5,,,,,
player,201712030rai,rai,JoseKa00,tackles_solo,4,,,,,
player,201712030rai,rai,JoseKa00,tackles_assists,1,,,,,
player,201712030rai,rai,JoseKa00,tackles_loss,0,,,,,
player,201712030rai,rai,JoseKa00,qb_hits,0,,,,,
player,201712030rai,rai,JoseKa00,fumbles_rec,0,,,,,
player,201712030rai,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,JoseKa00,fumbles_forced,0,,,,,
player,201712030rai,rai,NelsRe99,def_int,0,,,,,
player,201712030rai,rai,NelsRe99,def_int_yds,0,,,,,
player,201712030rai,rai,NelsRe99,def_int_td,0,,,,,
player,201712030rai,rai,NelsRe99,def_int_long,0,,,,,
player,201712030rai,rai,NelsRe99,pass_defended,0,,,,,
player,201712030rai,rai,NelsRe99,sacks,0.0,,,,,
player,201712030rai,rai,NelsRe99,tackles_combined,5,,,,,
player,201712030rai,rai,NelsRe99,tackles_solo,2,,,,,
player,201712030rai,rai,NelsRe99,tackles_assists,3,,,,,
player,201712030rai,rai,NelsRe99,tackles_loss,0,,,,,
player,201712030rai,rai,NelsRe99,qb_hits,0,,,,,
player,201712030rai,rai,NelsRe99,fumbles_rec,0,,,,,
