game,2017,11,20171119,201711190dal,phi,"Philadelphia Eagles",37,dal,"Dallas Cowboys",9
team,201711190dal,phi,First Downs,17,,,,,,
team,201711190dal,dal,First Downs,14,,,,,,
team,201711190dal,phi,Rush-Yds-TDs,33-215-2,,,,,,
team,201711190dal,dal,Rush-Yds-TDs,27-112-0,,,,,,
team,201711190dal,phi,Cmp-Att-Yd-TD-INT,14-27-168-2-0,,,,,,
team,201711190dal,dal,Cmp-Att-Yd-TD-INT,18-32-145-0-3,,,,,,
team,201711190dal,phi,Sacked-Yards,0-0,,,,,,
team,201711190dal,dal,Sacked-Yards,4-32,,,,,,
team,201711190dal,phi,Net Pass Yards,168,,,,,,
team,201711190dal,dal,Net Pass Yards,113,,,,,,
team,201711190dal,phi,Total Yards,383,,,,,,
team,201711190dal,dal,Total Yards,225,,,,,,
team,201711190dal,phi,Fumbles-Lost,0-0,,,,,,
team,201711190dal,dal,Fumbles-Lost,1-1,,,,,,
team,201711190dal,phi,Turnovers,0,,,,,,
team,201711190dal,dal,Turnovers,4,,,,,,
team,201711190dal,phi,Penalties-Yards,3-30,,,,,,
team,201711190dal,dal,Penalties-Yards,2-10,,,,,,
team,201711190dal,phi,Third Down Conv.,5-14,,,,,,
team,201711190dal,dal,Third Down Conv.,3-14,,,,,,
team,201711190dal,phi,Fourth Down Conv.,1-1,,,,,,
team,201711190dal,dal,Fourth Down Conv.,0-1,,,,,,
team,201711190dal,phi,Time of Possession,29:29,,,,,,
team,201711190dal,dal,Time of Possession,30:31,,,,,,
player,201711190dal,phi,WentCa00,pass_cmp,14,,,,,
player,201711190dal,phi,WentCa00,pass_att,27,,,,,
player,201711190dal,phi,WentCa00,pass_yds,168,,,,,
player,201711190dal,phi,WentCa00,pass_td,2,,,,,
player,201711190dal,phi,WentCa00,pass_int,0,,,,,
player,201711190dal,phi,WentCa00,pass_sacked,0,,,,,
player,201711190dal,phi,WentCa00,pass_sacked_yds,0,,,,,
player,201711190dal,phi,WentCa00,pass_long,28,,,,,
player,201711190dal,phi,WentCa00,pass_rating,95.9,,,,,
player,201711190dal,phi,WentCa00,rush_att,6,,,,,
player,201711190dal,phi,WentCa00,rush_yds,13,,,,,
player,201711190dal,phi,WentCa00,rush_td,0,,,,,
player,201711190dal,phi,WentCa00,rush_long,6,,,,,
player,201711190dal,phi,WentCa00,targets,0,,,,,
player,201711190dal,phi,WentCa00,rec,0,,,,,
player,201711190dal,phi,WentCa00,rec_yds,0,,,,,
player,201711190dal,phi,WentCa00,rec_td,0,,,,,
player,201711190dal,phi,WentCa00,rec_long,0,,,,,
player,201711190dal,phi,WentCa00,fumbles,0,,,,,
player,201711190dal,phi,WentCa00,fumbles_lost,0,,,,,
player,201711190dal,phi,AjayJa00,pass_cmp,0,,,,,
player,201711190dal,phi,AjayJa00,pass_att,0,,,,,
player,201711190dal,phi,AjayJa00,pass_yds,0,,,,,
