game,2017,1,20170910,201709100cle,pit,"Pittsburgh Steelers",21,cle,"Cleveland Browns",18
team,201709100cle,pit,First Downs,16,,,,,,
team,201709100cle,cle,First Downs,20,,,,,,
team,201709100cle,pit,Rush-Yds-TDs,17-35-0,,,,,,
team,201709100cle,cle,Rush-Yds-TDs,25-57-1,,,,,,
team,201709100cle,pit,Cmp-Att-Yd-TD-INT,24-36-263-2-1,,,,,,
team,201709100cle,cle,Cmp-Att-Yd-TD-INT,20-30-222-1-1,,,,,,
team,201709100cle,pit,Sacked-Yards,1-8,,,,,,
team,201709100cle,cle,Sacked-Yards,7-42,,,,,,
team,201709100cle,pit,Net Pass Yards,255,,,,,,
team,201709100cle,cle,Net Pass Yards,180,,,,,,
team,201709100cle,pit,Total Yards,290,,,,,,
team,201709100cle,cle,Total Yards,237,,,,,,
team,201709100cle,pit,Fumbles-Lost,1-0,,,,,,
team,201709100cle,cle,Fumbles-Lost,1-0,,,,,,
team,201709100cle,pit,Turnovers,1,,,,,,
team,201709100cle,cle,Turnovers,1,,,,,,
team,201709100cle,pit,Penalties-Yards,13-144,,,,,,
team,201709100cle,cle,Penalties-Yards,4-61,,,,,,
team,201709100cle,pit,Third Down Conv.,5-13,,,,,,
team,201709100cle,cle,Third Down Conv.,3-12,,,,,,
team,201709100cle,pit,Fourth Down Conv.,0-0,,,,,,
team,201709100cle,cle,Fourth Down Conv.,2-2,,,,,,
team,201709100cle,pit,Time of Possession,28:50,,,,,,
team,201709100cle,cle,Time of Possession,31:10,,,,,,
player,201709100cle,pit,RoetBe00,pass_cmp,24,,,,,
player,201709100cle,pit,RoetBe00,pass_att,36,,,,,
player,201709100cle,pit,RoetBe00,pass_yds,263,,,,,
player,201709100cle,pit,RoetBe00,pass_td,2,,,,,
player,201709100cle,pit,RoetBe00,pass_int,1,,,,,
player,201709100cle,pit,RoetBe00,pass_sacked,1,,,,,
player,201709100cle,pit,RoetBe00,pass_sacked_yds,8,,,,,
player,201709100cle,pit,RoetBe00,pass_long,50,,,,,
player,201709100cle,pit,RoetBe00,pass_rating,95.0,,,,,
player,201709100cle,pit,RoetBe00,rush_att,3,,,,,
player,201709100cle,pit,RoetBe00,rush_yds,-8,,,,,
player,201709100cle,pit,RoetBe00,rush_td,0,,,,,
player,201709100cle,pit,RoetBe00,rush_long,-1,,,,,
player,201709100cle,pit,RoetBe00,targets,0,,,,,
player,201709100cle,pit,RoetBe00,rec,0,,,,,
player,201709100cle,pit,RoetBe00,rec_yds,0,,,,,
player,201709100cle,pit,RoetBe00,rec_td,0,,,,,
player,201709100cle,pit,RoetBe00,rec_long,0,,,,,
player,201709100cle,pit,RoetBe00,fumbles,0,,,,,
player,201709100cle,pit,RoetBe00,fumbles_lost,0,,,,,
player,201709100cle,pit,BellLe00,pass_cmp,0,,,,,
player,201709100cle,pit,BellLe00,pass_att,0,,,,,
player,201709100cle,pit,BellLe00,pass_yds,0,,,,,
player,201709100cle,pit,BellLe00,pass_td,0,,,,,
player,201709100cle,pit,BellLe00,pass_int,0,,,,,
player,201709100cle,pit,BellLe00,pass_sacked,0,,,,,
player,201709100cle,pit,BellLe00,pass_sacked_yds,0,,,,,
player,201709100cle,pit,BellLe00,pass_long,0,,,,,
player,201709100cle,pit,BellLe00,pass_rating,,,,,,
player,201709100cle,pit,BellLe00,rush_att,10,,,,,
player,201709100cle,pit,BellLe00,rush_yds,32,,,,,
player,201709100cle,pit,BellLe00,rush_td,0,,,,,
player,201709100cle,pit,BellLe00,rush_long,15,,,,,
player,201709100cle,pit,BellLe00,targets,6,,,,,
player,201709100cle,pit,BellLe00,rec,3,,,,,
player,201709100cle,pit,BellLe00,rec_yds,15,,,,,
player,201709100cle,pit,BellLe00,rec_td,0,,,,,
player,201709100cle,pit,BellLe00,rec_long,10,,,,,
player,201709100cle,pit,BellLe00,fumbles,0,,,,,
player,201709100cle,pit,BellLe00,fumbles_lost,0,,,,,
player,201709100cle,pit,ConnJa00,pass_cmp,0,,,,,
player,201709100cle,pit,ConnJa00,pass_att,0,,,,,
player,201709100cle,pit,ConnJa00,pass_yds,0,,,,,
player,201709100cle,pit,ConnJa00,pass_td,0,,,,,
player,201709100cle,pit,ConnJa00,pass_int,0,,,,,
player,201709100cle,pit,ConnJa00,pass_sacked,0,,,,,
player,201709100cle,pit,ConnJa00,pass_sacked_yds,0,,,,,
player,201709100cle,pit,ConnJa00,pass_long,0,,,,,
player,201709100cle,pit,ConnJa00,pass_rating,,,,,,
player,201709100cle,pit,ConnJa00,rush_att,4,,,,,
player,201709100cle,pit,ConnJa00,rush_yds,11,,,,,
player,201709100cle,pit,ConnJa00,rush_td,0,,,,,
player,201709100cle,pit,ConnJa00,rush_long,5,,,,,
player,201709100cle,pit,ConnJa00,targets,0,,,,,
player,201709100cle,pit,ConnJa00,rec,0,,,,,
player,201709100cle,pit,ConnJa00,rec_yds,0,,,,,
player,201709100cle,pit,ConnJa00,rec_td,0,,,,,
player,201709100cle,pit,ConnJa00,rec_long,0,,,,,
player,201709100cle,pit,ConnJa00,fumbles,0,,,,,
player,201709100cle,pit,ConnJa00,fumbles_lost,0,,,,,
player,201709100cle,pit,BrowAn04,pass_cmp,0,,,,,
player,201709100cle,pit,BrowAn04,pass_att,0,,,,,
player,201709100cle,pit,BrowAn04,pass_yds,0,,,,,
