game,2017,14,20171210,201712100sdg,was,"Washington Redskins",13,sdg,"Los Angeles Chargers",30
player,201712100sdg,was,DaniLe00,rec_td,0,,,,,
player,201712100sdg,was,DaniLe00,rec_long,0,,,,,
player,201712100sdg,was,DaniLe00,fumbles,0,,,,,
player,201712100sdg,was,DaniLe00,fumbles_lost,0,,,,,
player,201712100sdg,was,DoctJo00,pass_cmp,0,,,,,
player,201712100sdg,was,DoctJo00,pass_att,0,,,,,
player,201712100sdg,was,DoctJo00,pass_yds,0,,,,,
player,201712100sdg,was,DoctJo00,pass_td,0,,,,,
player,201712100sdg,was,DoctJo00,pass_int,0,,,,,
player,201712100sdg,was,DoctJo00,pass_sacked,0,,,,,
player,201712100sdg,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201712100sdg,was,DoctJo00,pass_long,0,,,,,
player,201712100sdg,was,DoctJo00,pass_rating,,,,,,
player,201712100sdg,was,DoctJo00,rush_att,0,,,,,
player,201712100sdg,was,DoctJo00,rush_yds,0,,,,,
player,201712100sdg,was,DoctJo00,rush_td,0,,,,,
player,201712100sdg,was,DoctJo00,rush_long,0,,,,,
player,201712100sdg,was,DoctJo00,targets,6,,,,,
player,201712100sdg,was,DoctJo00,rec,3,,,,,
player,201712100sdg,was,DoctJo00,rec_yds,34,,,,,
player,201712100sdg,was,DoctJo00,rec_td,0,,,,,
player,201712100sdg,was,DoctJo00,rec_long,13,,,,,
player,201712100sdg,was,DoctJo00,fumbles,0,,,,,
player,201712100sdg,was,DoctJo00,fumbles_lost,0,,,,,
player,201712100sdg,was,CrowJa00,pass_cmp,0,,,,,
player,201712100sdg,was,CrowJa00,pass_att,0,,,,,
player,201712100sdg,was,CrowJa00,pass_yds,0,,,,,
player,201712100sdg,was,CrowJa00,pass_td,0,,,,,
player,201712100sdg,was,CrowJa00,pass_int,0,,,,,
player,201712100sdg,was,CrowJa00,pass_sacked,0,,,,,
player,201712100sdg,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201712100sdg,was,CrowJa00,pass_long,0,,,,,
player,201712100sdg,was,CrowJa00,pass_rating,,,,,,
player,201712100sdg,was,CrowJa00,rush_att,0,,,,,
player,201712100sdg,was,CrowJa00,rush_yds,0,,,,,
player,201712100sdg,was,CrowJa00,rush_td,0,,,,,
player,201712100sdg,was,CrowJa00,rush_long,0,,,,,
player,201712100sdg,was,CrowJa00,targets,6,,,,,
player,201712100sdg,was,CrowJa00,rec,3,,,,,
player,201712100sdg,was,CrowJa00,rec_yds,34,,,,,
player,201712100sdg,was,CrowJa00,rec_td,0,,,,,
player,201712100sdg,was,CrowJa00,rec_long,18,,,,,
player,201712100sdg,was,CrowJa00,fumbles,0,,,,,
player,201712100sdg,was,CrowJa00,fumbles_lost,0,,,,,
player,201712100sdg,was,GranRy01,pass_cmp,0,,,,,
player,201712100sdg,was,GranRy01,pass_att,0,,,,,
player,201712100sdg,was,GranRy01,pass_yds,0,,,,,
player,201712100sdg,was,GranRy01,pass_td,0,,,,,
player,201712100sdg,was,GranRy01,pass_int,0,,,,,
player,201712100sdg,was,GranRy01,pass_sacked,0,,,,,
player,201712100sdg,was,GranRy01,pass_sacked_yds,0,,,,,
player,201712100sdg,was,GranRy01,pass_long,0,,,,,
player,201712100sdg,was,GranRy01,pass_rating,,,,,,
player,201712100sdg,was,GranRy01,rush_att,0,,,,,
player,201712100sdg,was,GranRy01,rush_yds,0,,,,,
player,201712100sdg,was,GranRy01,rush_td,0,,,,,
player,201712100sdg,was,GranRy01,rush_long,0,,,,,
player,201712100sdg,was,GranRy01,targets,1,,,,,
player,201712100sdg,was,GranRy01,rec,1,,,,,
player,201712100sdg,was,GranRy01,rec_yds,28,,,,,
player,201712100sdg,was,GranRy01,rec_td,0,,,,,
player,201712100sdg,was,GranRy01,rec_long,28,,,,,
player,201712100sdg,was,GranRy01,fumbles,0,,,,,
player,201712100sdg,was,GranRy01,fumbles_lost,0,,,,,
player,201712100sdg,was,DaviVe00,pass_cmp,0,,,,,
player,201712100sdg,was,DaviVe00,pass_att,0,,,,,
player,201712100sdg,was,DaviVe00,pass_yds,0,,,,,
player,201712100sdg,was,DaviVe00,pass_td,0,,,,,
player,201712100sdg,was,DaviVe00,pass_int,0,,,,,
player,201712100sdg,was,DaviVe00,pass_sacked,0,,,,,
player,201712100sdg,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201712100sdg,was,DaviVe00,pass_long,0,,,,,
player,201712100sdg,was,DaviVe00,pass_rating,,,,,,
player,201712100sdg,was,DaviVe00,rush_att,0,,,,,
player,201712100sdg,was,DaviVe00,rush_yds,0,,,,,
player,201712100sdg,was,DaviVe00,rush_td,0,,,,,
player,201712100sdg,was,DaviVe00,rush_long,0,,,,,
player,201712100sdg,was,DaviVe00,targets,7,,,,,
player,201712100sdg,was,DaviVe00,rec,2,,,,,
player,201712100sdg,was,DaviVe00,rec_yds,26,,,,,
player,201712100sdg,was,DaviVe00,rec_td,1,,,,,
player,201712100sdg,was,DaviVe00,rec_long,23,,,,,
player,201712100sdg,was,DaviVe00,fumbles,0,,,,,
player,201712100sdg,was,DaviVe00,fumbles_lost,0,,,,,
player,201712100sdg,was,PaulNi00,pass_cmp,0,,,,,
player,201712100sdg,was,PaulNi00,pass_att,0,,,,,
player,201712100sdg,was,PaulNi00,pass_yds,0,,,,,
player,201712100sdg,was,PaulNi00,pass_td,0,,,,,
player,201712100sdg,was,PaulNi00,pass_int,0,,,,,
player,201712100sdg,was,PaulNi00,pass_sacked,0,,,,,
player,201712100sdg,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201712100sdg,was,PaulNi00,pass_long,0,,,,,
player,201712100sdg,was,PaulNi00,pass_rating,,,,,,
player,201712100sdg,was,PaulNi00,rush_att,0,,,,,
player,201712100sdg,was,PaulNi00,rush_yds,0,,,,,
player,201712100sdg,was,PaulNi00,rush_td,0,,,,,
player,201712100sdg,was,PaulNi00,rush_long,0,,,,,
player,201712100sdg,was,PaulNi00,targets,1,,,,,
player,201712100sdg,was,PaulNi00,rec,1,,,,,
player,201712100sdg,was,PaulNi00,rec_yds,15,,,,,
player,201712100sdg,was,PaulNi00,rec_td,0,,,,,
player,201712100sdg,was,PaulNi00,rec_long,15,,,,,
player,201712100sdg,was,PaulNi00,fumbles,0,,,,,
player,201712100sdg,was,PaulNi00,fumbles_lost,0,,,,,
player,201712100sdg,was,QuicBr00,pass_cmp,0,,,,,
player,201712100sdg,was,QuicBr00,pass_att,0,,,,,
player,201712100sdg,was,QuicBr00,pass_yds,0,,,,,
player,201712100sdg,was,QuicBr00,pass_td,0,,,,,
player,201712100sdg,was,QuicBr00,pass_int,0,,,,,
player,201712100sdg,was,QuicBr00,pass_sacked,0,,,,,
player,201712100sdg,was,QuicBr00,pass_sacked_yds,0,,,,,
player,201712100sdg,was,QuicBr00,pass_long,0,,,,,
player,201712100sdg,was,QuicBr00,pass_rating,,,,,,
player,201712100sdg,was,QuicBr00,rush_att,0,,,,,
player,201712100sdg,was,QuicBr00,rush_yds,0,,,,,
player,201712100sdg,was,QuicBr00,rush_td,0,,,,,
player,201712100sdg,was,QuicBr00,rush_long,0,,,,,
player,201712100sdg,was,QuicBr00,targets,2,,,,,
player,201712100sdg,was,QuicBr00,rec,1,,,,,
player,201712100sdg,was,QuicBr00,rec_yds,7,,,,,
player,201712100sdg,was,QuicBr00,rec_td,0,,,,,
player,201712100sdg,was,QuicBr00,rec_long,7,,,,,
player,201712100sdg,was,QuicBr00,fumbles,0,,,,,
player,201712100sdg,was,QuicBr00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,RivePh00,pass_cmp,18,,,,,
player,201712100sdg,sdg,RivePh00,pass_att,31,,,,,
player,201712100sdg,sdg,RivePh00,pass_yds,319,,,,,
player,201712100sdg,sdg,RivePh00,pass_td,2,,,,,
player,201712100sdg,sdg,RivePh00,pass_int,0,,,,,
player,201712100sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201712100sdg,sdg,RivePh00,pass_sacked_yds,8,,,,,
player,201712100sdg,sdg,RivePh00,pass_long,75,,,,,
player,201712100sdg,sdg,RivePh00,pass_rating,114.9,,,,,
player,201712100sdg,sdg,RivePh00,rush_att,0,,,,,
player,201712100sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201712100sdg,sdg,RivePh00,rush_td,0,,,,,
player,201712100sdg,sdg,RivePh00,rush_long,0,,,,,
player,201712100sdg,sdg,RivePh00,targets,0,,,,,
player,201712100sdg,sdg,RivePh00,rec,0,,,,,
player,201712100sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201712100sdg,sdg,RivePh00,rec_td,0,,,,,
player,201712100sdg,sdg,RivePh00,rec_long,0,,,,,
player,201712100sdg,sdg,RivePh00,fumbles,0,,,,,
player,201712100sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,ClemKe00,pass_cmp,1,,,,,
player,201712100sdg,sdg,ClemKe00,pass_att,3,,,,,
player,201712100sdg,sdg,ClemKe00,pass_yds,3,,,,,
player,201712100sdg,sdg,ClemKe00,pass_td,0,,,,,
player,201712100sdg,sdg,ClemKe00,pass_int,1,,,,,
player,201712100sdg,sdg,ClemKe00,pass_sacked,0,,,,,
player,201712100sdg,sdg,ClemKe00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,ClemKe00,pass_long,3,,,,,
player,201712100sdg,sdg,ClemKe00,pass_rating,2.8,,,,,
player,201712100sdg,sdg,ClemKe00,rush_att,0,,,,,
player,201712100sdg,sdg,ClemKe00,rush_yds,0,,,,,
player,201712100sdg,sdg,ClemKe00,rush_td,0,,,,,
player,201712100sdg,sdg,ClemKe00,rush_long,0,,,,,
player,201712100sdg,sdg,ClemKe00,targets,0,,,,,
player,201712100sdg,sdg,ClemKe00,rec,0,,,,,
player,201712100sdg,sdg,ClemKe00,rec_yds,0,,,,,
player,201712100sdg,sdg,ClemKe00,rec_td,0,,,,,
player,201712100sdg,sdg,ClemKe00,rec_long,0,,,,,
player,201712100sdg,sdg,ClemKe00,fumbles,0,,,,,
player,201712100sdg,sdg,ClemKe00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_att,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_td,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_int,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_long,0,,,,,
player,201712100sdg,sdg,GordMe00,pass_rating,,,,,,
player,201712100sdg,sdg,GordMe00,rush_att,22,,,,,
player,201712100sdg,sdg,GordMe00,rush_yds,78,,,,,
player,201712100sdg,sdg,GordMe00,rush_td,1,,,,,
player,201712100sdg,sdg,GordMe00,rush_long,10,,,,,
player,201712100sdg,sdg,GordMe00,targets,3,,,,,
player,201712100sdg,sdg,GordMe00,rec,1,,,,,
player,201712100sdg,sdg,GordMe00,rec_yds,5,,,,,
player,201712100sdg,sdg,GordMe00,rec_td,0,,,,,
player,201712100sdg,sdg,GordMe00,rec_long,5,,,,,
player,201712100sdg,sdg,GordMe00,fumbles,0,,,,,
player,201712100sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201712100sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201712100sdg,sdg,EkelAu00,rush_att,4,,,,,
player,201712100sdg,sdg,EkelAu00,rush_yds,49,,,,,
player,201712100sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201712100sdg,sdg,EkelAu00,rush_long,33,,,,,
player,201712100sdg,sdg,EkelAu00,targets,3,,,,,
player,201712100sdg,sdg,EkelAu00,rec,0,,,,,
player,201712100sdg,sdg,EkelAu00,rec_yds,0,,,,,
player,201712100sdg,sdg,EkelAu00,rec_td,0,,,,,
player,201712100sdg,sdg,EkelAu00,rec_long,0,,,,,
player,201712100sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201712100sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_cmp,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_att,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_yds,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_td,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_int,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_sacked,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_long,0,,,,,
player,201712100sdg,sdg,WillAn00,pass_rating,,,,,,
player,201712100sdg,sdg,WillAn00,rush_att,7,,,,,
player,201712100sdg,sdg,WillAn00,rush_yds,23,,,,,
player,201712100sdg,sdg,WillAn00,rush_td,0,,,,,
player,201712100sdg,sdg,WillAn00,rush_long,7,,,,,
player,201712100sdg,sdg,WillAn00,targets,0,,,,,
player,201712100sdg,sdg,WillAn00,rec,0,,,,,
player,201712100sdg,sdg,WillAn00,rec_yds,0,,,,,
player,201712100sdg,sdg,WillAn00,rec_td,0,,,,,
player,201712100sdg,sdg,WillAn00,rec_long,0,,,,,
player,201712100sdg,sdg,WillAn00,fumbles,0,,,,,
player,201712100sdg,sdg,WillAn00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201712100sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201712100sdg,sdg,BenjTr00,rush_att,1,,,,,
player,201712100sdg,sdg,BenjTr00,rush_yds,22,,,,,
player,201712100sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201712100sdg,sdg,BenjTr00,rush_long,22,,,,,
player,201712100sdg,sdg,BenjTr00,targets,4,,,,,
player,201712100sdg,sdg,BenjTr00,rec,2,,,,,
player,201712100sdg,sdg,BenjTr00,rec_yds,21,,,,,
player,201712100sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201712100sdg,sdg,BenjTr00,rec_long,14,,,,,
player,201712100sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201712100sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_cmp,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_att,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_yds,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_td,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_int,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_sacked,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_long,0,,,,,
player,201712100sdg,sdg,WattDe00,pass_rating,,,,,,
player,201712100sdg,sdg,WattDe00,rush_att,1,,,,,
player,201712100sdg,sdg,WattDe00,rush_yds,2,,,,,
player,201712100sdg,sdg,WattDe00,rush_td,0,,,,,
player,201712100sdg,sdg,WattDe00,rush_long,2,,,,,
player,201712100sdg,sdg,WattDe00,targets,0,,,,,
player,201712100sdg,sdg,WattDe00,rec,0,,,,,
player,201712100sdg,sdg,WattDe00,rec_yds,0,,,,,
player,201712100sdg,sdg,WattDe00,rec_td,0,,,,,
player,201712100sdg,sdg,WattDe00,rec_long,0,,,,,
player,201712100sdg,sdg,WattDe00,fumbles,0,,,,,
player,201712100sdg,sdg,WattDe00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_att,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_td,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_int,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_long,0,,,,,
player,201712100sdg,sdg,WillTy00,pass_rating,,,,,,
player,201712100sdg,sdg,WillTy00,rush_att,0,,,,,
player,201712100sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201712100sdg,sdg,WillTy00,rush_td,0,,,,,
player,201712100sdg,sdg,WillTy00,rush_long,0,,,,,
player,201712100sdg,sdg,WillTy00,targets,4,,,,,
player,201712100sdg,sdg,WillTy00,rec,4,,,,,
player,201712100sdg,sdg,WillTy00,rec_yds,132,,,,,
player,201712100sdg,sdg,WillTy00,rec_td,1,,,,,
player,201712100sdg,sdg,WillTy00,rec_long,75,,,,,
player,201712100sdg,sdg,WillTy00,fumbles,0,,,,,
player,201712100sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201712100sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201712100sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201712100sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201712100sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201712100sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201712100sdg,sdg,AlleKe00,targets,8,,,,,
player,201712100sdg,sdg,AlleKe00,rec,6,,,,,
player,201712100sdg,sdg,AlleKe00,rec_yds,111,,,,,
player,201712100sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201712100sdg,sdg,AlleKe00,rec_long,51,,,,,
player,201712100sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201712100sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201712100sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201712100sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201712100sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201712100sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201712100sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201712100sdg,sdg,HenrHu00,targets,6,,,,,
player,201712100sdg,sdg,HenrHu00,rec,4,,,,,
player,201712100sdg,sdg,HenrHu00,rec_yds,50,,,,,
player,201712100sdg,sdg,HenrHu00,rec_td,1,,,,,
player,201712100sdg,sdg,HenrHu00,rec_long,20,,,,,
player,201712100sdg,sdg,HenrHu00,fumbles,0,,,,,
player,201712100sdg,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_att,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_td,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_int,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_long,0,,,,,
player,201712100sdg,sdg,WillMi07,pass_rating,,,,,,
player,201712100sdg,sdg,WillMi07,rush_att,0,,,,,
player,201712100sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201712100sdg,sdg,WillMi07,rush_td,0,,,,,
player,201712100sdg,sdg,WillMi07,rush_long,0,,,,,
player,201712100sdg,sdg,WillMi07,targets,3,,,,,
player,201712100sdg,sdg,WillMi07,rec,1,,,,,
player,201712100sdg,sdg,WillMi07,rec_yds,3,,,,,
player,201712100sdg,sdg,WillMi07,rec_td,0,,,,,
player,201712100sdg,sdg,WillMi07,rec_long,3,,,,,
player,201712100sdg,sdg,WillMi07,fumbles,0,,,,,
player,201712100sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_att,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_td,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_int,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_long,0,,,,,
player,201712100sdg,sdg,GateAn00,pass_rating,,,,,,
player,201712100sdg,sdg,GateAn00,rush_att,0,,,,,
player,201712100sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201712100sdg,sdg,GateAn00,rush_td,0,,,,,
player,201712100sdg,sdg,GateAn00,rush_long,0,,,,,
player,201712100sdg,sdg,GateAn00,targets,1,,,,,
player,201712100sdg,sdg,GateAn00,rec,0,,,,,
player,201712100sdg,sdg,GateAn00,rec_yds,0,,,,,
player,201712100sdg,sdg,GateAn00,rec_td,0,,,,,
player,201712100sdg,sdg,GateAn00,rec_long,0,,,,,
player,201712100sdg,sdg,GateAn00,fumbles,0,,,,,
player,201712100sdg,sdg,GateAn00,fumbles_lost,0,,,,,
