game,2017,4,20171001,201710010dal,ram,"Los Angeles Rams",35,dal,"Dallas Cowboys",30
player,201710010dal,dal,CrawTy00,tackles_loss,1,,,,,
player,201710010dal,dal,CrawTy00,qb_hits,1,,,,,
player,201710010dal,dal,CrawTy00,fumbles_rec,0,,,,,
player,201710010dal,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,CrawTy00,fumbles_forced,0,,,,,
player,201710010dal,dal,HannJa00,def_int,0,,,,,
player,201710010dal,dal,HannJa00,def_int_yds,0,,,,,
player,201710010dal,dal,HannJa00,def_int_td,0,,,,,
player,201710010dal,dal,HannJa00,def_int_long,0,,,,,
player,201710010dal,dal,HannJa00,pass_defended,0,,,,,
player,201710010dal,dal,HannJa00,sacks,0.0,,,,,
player,201710010dal,dal,HannJa00,tackles_combined,1,,,,,
player,201710010dal,dal,HannJa00,tackles_solo,1,,,,,
player,201710010dal,dal,HannJa00,tackles_assists,0,,,,,
player,201710010dal,dal,HannJa00,tackles_loss,0,,,,,
player,201710010dal,dal,HannJa00,qb_hits,0,,,,,
player,201710010dal,dal,HannJa00,fumbles_rec,0,,,,,
player,201710010dal,dal,HannJa00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,HannJa00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,HannJa00,fumbles_forced,0,,,,,
player,201710010dal,dal,MayoBe00,def_int,0,,,,,
player,201710010dal,dal,MayoBe00,def_int_yds,0,,,,,
player,201710010dal,dal,MayoBe00,def_int_td,0,,,,,
player,201710010dal,dal,MayoBe00,def_int_long,0,,,,,
player,201710010dal,dal,MayoBe00,pass_defended,0,,,,,
player,201710010dal,dal,MayoBe00,sacks,0.0,,,,,
player,201710010dal,dal,MayoBe00,tackles_combined,1,,,,,
player,201710010dal,dal,MayoBe00,tackles_solo,1,,,,,
player,201710010dal,dal,MayoBe00,tackles_assists,0,,,,,
player,201710010dal,dal,MayoBe00,tackles_loss,0,,,,,
player,201710010dal,dal,MayoBe00,qb_hits,1,,,,,
player,201710010dal,dal,MayoBe00,fumbles_rec,0,,,,,
player,201710010dal,dal,MayoBe00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,MayoBe00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,MayoBe00,fumbles_forced,0,,,,,
player,201710010dal,dal,PaeaSt00,def_int,0,,,,,
player,201710010dal,dal,PaeaSt00,def_int_yds,0,,,,,
player,201710010dal,dal,PaeaSt00,def_int_td,0,,,,,
player,201710010dal,dal,PaeaSt00,def_int_long,0,,,,,
player,201710010dal,dal,PaeaSt00,pass_defended,0,,,,,
player,201710010dal,dal,PaeaSt00,sacks,0.0,,,,,
player,201710010dal,dal,PaeaSt00,tackles_combined,1,,,,,
player,201710010dal,dal,PaeaSt00,tackles_solo,0,,,,,
player,201710010dal,dal,PaeaSt00,tackles_assists,1,,,,,
player,201710010dal,dal,PaeaSt00,tackles_loss,0,,,,,
player,201710010dal,dal,PaeaSt00,qb_hits,0,,,,,
player,201710010dal,dal,PaeaSt00,fumbles_rec,0,,,,,
player,201710010dal,dal,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,PaeaSt00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,PaeaSt00,fumbles_forced,0,,,,,
player,201710010dal,dal,SmitRo06,def_int,0,,,,,
player,201710010dal,dal,SmitRo06,def_int_yds,0,,,,,
player,201710010dal,dal,SmitRo06,def_int_td,0,,,,,
player,201710010dal,dal,SmitRo06,def_int_long,0,,,,,
player,201710010dal,dal,SmitRo06,pass_defended,0,,,,,
player,201710010dal,dal,SmitRo06,sacks,0.0,,,,,
player,201710010dal,dal,SmitRo06,tackles_combined,1,,,,,
player,201710010dal,dal,SmitRo06,tackles_solo,1,,,,,
player,201710010dal,dal,SmitRo06,tackles_assists,0,,,,,
player,201710010dal,dal,SmitRo06,tackles_loss,0,,,,,
player,201710010dal,dal,SmitRo06,qb_hits,0,,,,,
player,201710010dal,dal,SmitRo06,fumbles_rec,0,,,,,
player,201710010dal,dal,SmitRo06,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,SmitRo06,fumbles_rec_td,0,,,,,
player,201710010dal,dal,SmitRo06,fumbles_forced,0,,,,,
player,201710010dal,dal,SmitKe03,def_int,0,,,,,
player,201710010dal,dal,SmitKe03,def_int_yds,0,,,,,
player,201710010dal,dal,SmitKe03,def_int_td,0,,,,,
player,201710010dal,dal,SmitKe03,def_int_long,0,,,,,
player,201710010dal,dal,SmitKe03,pass_defended,0,,,,,
player,201710010dal,dal,SmitKe03,sacks,0.0,,,,,
player,201710010dal,dal,SmitKe03,tackles_combined,1,,,,,
player,201710010dal,dal,SmitKe03,tackles_solo,1,,,,,
player,201710010dal,dal,SmitKe03,tackles_assists,0,,,,,
player,201710010dal,dal,SmitKe03,tackles_loss,0,,,,,
player,201710010dal,dal,SmitKe03,qb_hits,0,,,,,
player,201710010dal,dal,SmitKe03,fumbles_rec,0,,,,,
player,201710010dal,dal,SmitKe03,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,SmitKe03,fumbles_rec_td,0,,,,,
player,201710010dal,dal,SmitKe03,fumbles_forced,0,,,,,
player,201710010dal,ram,AustTa00,kick_ret,0,,,,,
player,201710010dal,ram,AustTa00,kick_ret_yds,0,,,,,
player,201710010dal,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201710010dal,ram,AustTa00,kick_ret_td,0,,,,,
player,201710010dal,ram,AustTa00,kick_ret_long,0,,,,,
player,201710010dal,ram,AustTa00,punt_ret,3,,,,,
player,201710010dal,ram,AustTa00,punt_ret_yds,20,,,,,
player,201710010dal,ram,AustTa00,punt_ret_yds_per_ret,6.7,,,,,
player,201710010dal,ram,AustTa00,punt_ret_td,0,,,,,
player,201710010dal,ram,AustTa00,punt_ret_long,7,,,,,
player,201710010dal,ram,CoopPh00,kick_ret,4,,,,,
player,201710010dal,ram,CoopPh00,kick_ret_yds,123,,,,,
player,201710010dal,ram,CoopPh00,kick_ret_yds_per_ret,30.8,,,,,
player,201710010dal,ram,CoopPh00,kick_ret_td,0,,,,,
player,201710010dal,ram,CoopPh00,kick_ret_long,66,,,,,
player,201710010dal,ram,CoopPh00,punt_ret,0,,,,,
player,201710010dal,ram,CoopPh00,punt_ret_yds,0,,,,,
player,201710010dal,ram,CoopPh00,punt_ret_yds_per_ret,,,,,,
player,201710010dal,ram,CoopPh00,punt_ret_td,0,,,,,
player,201710010dal,ram,CoopPh00,punt_ret_long,0,,,,,
player,201710010dal,dal,SwitRy00,kick_ret,3,,,,,
player,201710010dal,dal,SwitRy00,kick_ret_yds,78,,,,,
player,201710010dal,dal,SwitRy00,kick_ret_yds_per_ret,26.0,,,,,
player,201710010dal,dal,SwitRy00,kick_ret_td,0,,,,,
player,201710010dal,dal,SwitRy00,kick_ret_long,28,,,,,
player,201710010dal,dal,SwitRy00,punt_ret,1,,,,,
player,201710010dal,dal,SwitRy00,punt_ret_yds,0,,,,,
player,201710010dal,dal,SwitRy00,punt_ret_yds_per_ret,0.0,,,,,
player,201710010dal,dal,SwitRy00,punt_ret_td,0,,,,,
player,201710010dal,dal,SwitRy00,punt_ret_long,0,,,,,
player,201710010dal,ram,ZuerGr00,xpm,2,,,,,
player,201710010dal,ram,ZuerGr00,xpa,2,,,,,
player,201710010dal,ram,ZuerGr00,fgm,7,,,,,
player,201710010dal,ram,ZuerGr00,fga,7,,,,,
player,201710010dal,ram,ZuerGr00,punt,0,,,,,
player,201710010dal,ram,ZuerGr00,punt_yds,0,,,,,
player,201710010dal,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201710010dal,ram,ZuerGr00,punt_long,0,,,,,
player,201710010dal,ram,HekkJo00,xpm,,,,,,
player,201710010dal,ram,HekkJo00,xpa,,,,,,
player,201710010dal,ram,HekkJo00,fgm,,,,,,
player,201710010dal,ram,HekkJo00,fga,,,,,,
player,201710010dal,ram,HekkJo00,punt,2,,,,,
player,201710010dal,ram,HekkJo00,punt_yds,108,,,,,
player,201710010dal,ram,HekkJo00,punt_yds_per_punt,54.0,,,,,
player,201710010dal,ram,HekkJo00,punt_long,62,,,,,
player,201710010dal,dal,BailDa00,xpm,3,,,,,
player,201710010dal,dal,BailDa00,xpa,3,,,,,
player,201710010dal,dal,BailDa00,fgm,1,,,,,
player,201710010dal,dal,BailDa00,fga,1,,,,,
player,201710010dal,dal,BailDa00,punt,0,,,,,
player,201710010dal,dal,BailDa00,punt_yds,0,,,,,
player,201710010dal,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201710010dal,dal,BailDa00,punt_long,0,,,,,
player,201710010dal,dal,JoneCh02,xpm,,,,,,
player,201710010dal,dal,JoneCh02,xpa,,,,,,
player,201710010dal,dal,JoneCh02,fgm,,,,,,
player,201710010dal,dal,JoneCh02,fga,,,,,,
player,201710010dal,dal,JoneCh02,punt,3,,,,,
player,201710010dal,dal,JoneCh02,punt_yds,141,,,,,
player,201710010dal,dal,JoneCh02,punt_yds_per_punt,47.0,,,,,
player,201710010dal,dal,JoneCh02,punt_long,55,,,,,
player,201710010dal,dal,MartZa00,pos,G,,,,,
player,201710010dal,dal,MartZa00,offense,71,,,,,
player,201710010dal,dal,MartZa00,off_pct,100%,,,,,
player,201710010dal,dal,MartZa00,defense,0,,,,,
player,201710010dal,dal,MartZa00,def_pct,0%,,,,,
player,201710010dal,dal,MartZa00,special_teams,4,,,,,
player,201710010dal,dal,MartZa00,st_pct,12%,,,,,
player,201710010dal,dal,CoopJo01,pos,G,,,,,
player,201710010dal,dal,CoopJo01,offense,71,,,,,
player,201710010dal,dal,CoopJo01,off_pct,100%,,,,,
player,201710010dal,dal,CoopJo01,defense,0,,,,,
player,201710010dal,dal,CoopJo01,def_pct,0%,,,,,
player,201710010dal,dal,CoopJo01,special_teams,4,,,,,
player,201710010dal,dal,CoopJo01,st_pct,12%,,,,,
player,201710010dal,dal,WittJa00,pos,TE,,,,,
player,201710010dal,dal,WittJa00,offense,71,,,,,
player,201710010dal,dal,WittJa00,off_pct,100%,,,,,
player,201710010dal,dal,WittJa00,defense,0,,,,,
player,201710010dal,dal,WittJa00,def_pct,0%,,,,,
player,201710010dal,dal,WittJa00,special_teams,4,,,,,
player,201710010dal,dal,WittJa00,st_pct,12%,,,,,
player,201710010dal,dal,SmitTy00,pos,T,,,,,
player,201710010dal,dal,SmitTy00,offense,71,,,,,
player,201710010dal,dal,SmitTy00,off_pct,100%,,,,,
player,201710010dal,dal,SmitTy00,defense,0,,,,,
player,201710010dal,dal,SmitTy00,def_pct,0%,,,,,
player,201710010dal,dal,SmitTy00,special_teams,4,,,,,
player,201710010dal,dal,SmitTy00,st_pct,12%,,,,,
player,201710010dal,dal,CollLa01,pos,T,,,,,
player,201710010dal,dal,CollLa01,offense,71,,,,,
player,201710010dal,dal,CollLa01,off_pct,100%,,,,,
player,201710010dal,dal,CollLa01,defense,0,,,,,
player,201710010dal,dal,CollLa01,def_pct,0%,,,,,
player,201710010dal,dal,CollLa01,special_teams,4,,,,,
player,201710010dal,dal,CollLa01,st_pct,12%,,,,,
player,201710010dal,dal,FredTr00,pos,C,,,,,
player,201710010dal,dal,FredTr00,offense,71,,,,,
player,201710010dal,dal,FredTr00,off_pct,100%,,,,,
player,201710010dal,dal,FredTr00,defense,0,,,,,
player,201710010dal,dal,FredTr00,def_pct,0%,,,,,
player,201710010dal,dal,FredTr00,special_teams,4,,,,,
player,201710010dal,dal,FredTr00,st_pct,12%,,,,,
player,201710010dal,dal,PresDa01,pos,QB,,,,,
player,201710010dal,dal,PresDa01,offense,71,,,,,
player,201710010dal,dal,PresDa01,off_pct,100%,,,,,
player,201710010dal,dal,PresDa01,defense,0,,,,,
player,201710010dal,dal,PresDa01,def_pct,0%,,,,,
player,201710010dal,dal,PresDa01,special_teams,0,,,,,
player,201710010dal,dal,PresDa01,st_pct,0%,,,,,
player,201710010dal,dal,ElliEz00,pos,RB,,,,,
player,201710010dal,dal,ElliEz00,offense,64,,,,,
player,201710010dal,dal,ElliEz00,off_pct,90%,,,,,
player,201710010dal,dal,ElliEz00,defense,0,,,,,
player,201710010dal,dal,ElliEz00,def_pct,0%,,,,,
player,201710010dal,dal,ElliEz00,special_teams,0,,,,,
player,201710010dal,dal,ElliEz00,st_pct,0%,,,,,
player,201710010dal,dal,BryaDe01,pos,WR,,,,,
player,201710010dal,dal,BryaDe01,offense,58,,,,,
player,201710010dal,dal,BryaDe01,off_pct,82%,,,,,
player,201710010dal,dal,BryaDe01,defense,0,,,,,
player,201710010dal,dal,BryaDe01,def_pct,0%,,,,,
player,201710010dal,dal,BryaDe01,special_teams,0,,,,,
player,201710010dal,dal,BryaDe01,st_pct,0%,,,,,
player,201710010dal,dal,WillTe01,pos,WR,,,,,
player,201710010dal,dal,WillTe01,offense,47,,,,,
player,201710010dal,dal,WillTe01,off_pct,66%,,,,,
player,201710010dal,dal,WillTe01,defense,0,,,,,
player,201710010dal,dal,WillTe01,def_pct,0%,,,,,
player,201710010dal,dal,WillTe01,special_teams,0,,,,,
player,201710010dal,dal,WillTe01,st_pct,0%,,,,,
player,201710010dal,dal,BeasCo00,pos,WR,,,,,
player,201710010dal,dal,BeasCo00,offense,31,,,,,
player,201710010dal,dal,BeasCo00,off_pct,44%,,,,,
player,201710010dal,dal,BeasCo00,defense,0,,,,,
player,201710010dal,dal,BeasCo00,def_pct,0%,,,,,
player,201710010dal,dal,BeasCo00,special_teams,0,,,,,
player,201710010dal,dal,BeasCo00,st_pct,0%,,,,,
player,201710010dal,dal,HannJa00,pos,TE,,,,,
player,201710010dal,dal,HannJa00,offense,30,,,,,
player,201710010dal,dal,HannJa00,off_pct,42%,,,,,
player,201710010dal,dal,HannJa00,defense,0,,,,,
player,201710010dal,dal,HannJa00,def_pct,0%,,,,,
player,201710010dal,dal,HannJa00,special_teams,12,,,,,
player,201710010dal,dal,HannJa00,st_pct,36%,,,,,
player,201710010dal,dal,ButlBr00,pos,WR,,,,,
player,201710010dal,dal,ButlBr00,offense,22,,,,,
player,201710010dal,dal,ButlBr00,off_pct,31%,,,,,
player,201710010dal,dal,ButlBr00,defense,0,,,,,
player,201710010dal,dal,ButlBr00,def_pct,0%,,,,,
player,201710010dal,dal,ButlBr00,special_teams,0,,,,,
player,201710010dal,dal,ButlBr00,st_pct,0%,,,,,
player,201710010dal,dal,SwitRy00,pos,WR,,,,,
player,201710010dal,dal,SwitRy00,offense,8,,,,,
player,201710010dal,dal,SwitRy00,off_pct,11%,,,,,
player,201710010dal,dal,SwitRy00,defense,0,,,,,
player,201710010dal,dal,SwitRy00,def_pct,0%,,,,,
player,201710010dal,dal,SwitRy00,special_teams,11,,,,,
player,201710010dal,dal,SwitRy00,st_pct,33%,,,,,
player,201710010dal,dal,SmitKe03,pos,FB,,,,,
player,201710010dal,dal,SmitKe03,offense,7,,,,,
player,201710010dal,dal,SmitKe03,off_pct,10%,,,,,
player,201710010dal,dal,SmitKe03,defense,0,,,,,
player,201710010dal,dal,SmitKe03,def_pct,0%,,,,,
player,201710010dal,dal,SmitKe03,special_teams,18,,,,,
player,201710010dal,dal,SmitKe03,st_pct,55%,,,,,
player,201710010dal,dal,BrowNo00,pos,WR,,,,,
player,201710010dal,dal,BrowNo00,offense,7,,,,,
player,201710010dal,dal,BrowNo00,off_pct,10%,,,,,
player,201710010dal,dal,BrowNo00,defense,0,,,,,
player,201710010dal,dal,BrowNo00,def_pct,0%,,,,,
player,201710010dal,dal,BrowNo00,special_teams,9,,,,,
player,201710010dal,dal,BrowNo00,st_pct,27%,,,,,
player,201710010dal,dal,SwaiGe00,pos,TE,,,,,
player,201710010dal,dal,SwaiGe00,offense,4,,,,,
player,201710010dal,dal,SwaiGe00,off_pct,6%,,,,,
player,201710010dal,dal,SwaiGe00,defense,0,,,,,
player,201710010dal,dal,SwaiGe00,def_pct,0%,,,,,
player,201710010dal,dal,SwaiGe00,special_teams,14,,,,,
player,201710010dal,dal,SwaiGe00,st_pct,42%,,,,,
player,201710010dal,dal,MorrAl00,pos,RB,,,,,
player,201710010dal,dal,MorrAl00,offense,3,,,,,
player,201710010dal,dal,MorrAl00,off_pct,4%,,,,,
player,201710010dal,dal,MorrAl00,defense,0,,,,,
player,201710010dal,dal,MorrAl00,def_pct,0%,,,,,
player,201710010dal,dal,MorrAl00,special_teams,0,,,,,
player,201710010dal,dal,MorrAl00,st_pct,0%,,,,,
player,201710010dal,dal,LoonJo01,pos,C,,,,,
player,201710010dal,dal,LoonJo01,offense,2,,,,,
player,201710010dal,dal,LoonJo01,off_pct,3%,,,,,
player,201710010dal,dal,LoonJo01,defense,0,,,,,
player,201710010dal,dal,LoonJo01,def_pct,0%,,,,,
player,201710010dal,dal,LoonJo01,special_teams,4,,,,,
player,201710010dal,dal,LoonJo01,st_pct,12%,,,,,
player,201710010dal,dal,SmitRo06,pos,FB,,,,,
player,201710010dal,dal,SmitRo06,offense,1,,,,,
player,201710010dal,dal,SmitRo06,off_pct,1%,,,,,
player,201710010dal,dal,SmitRo06,defense,0,,,,,
player,201710010dal,dal,SmitRo06,def_pct,0%,,,,,
player,201710010dal,dal,SmitRo06,special_teams,20,,,,,
player,201710010dal,dal,SmitRo06,st_pct,61%,,,,,
player,201710010dal,dal,BrowAn02,pos,CB,,,,,
player,201710010dal,dal,BrowAn02,offense,0,,,,,
player,201710010dal,dal,BrowAn02,off_pct,0%,,,,,
player,201710010dal,dal,BrowAn02,defense,69,,,,,
player,201710010dal,dal,BrowAn02,def_pct,100%,,,,,
player,201710010dal,dal,BrowAn02,special_teams,17,,,,,
player,201710010dal,dal,BrowAn02,st_pct,52%,,,,,
player,201710010dal,dal,SmitJa05,pos,LB,,,,,
player,201710010dal,dal,SmitJa05,offense,0,,,,,
player,201710010dal,dal,SmitJa05,off_pct,0%,,,,,
player,201710010dal,dal,SmitJa05,defense,69,,,,,
player,201710010dal,dal,SmitJa05,def_pct,100%,,,,,
player,201710010dal,dal,SmitJa05,special_teams,9,,,,,
player,201710010dal,dal,SmitJa05,st_pct,27%,,,,,
player,201710010dal,dal,ScanOr99,pos,CB,,,,,
player,201710010dal,dal,ScanOr99,offense,0,,,,,
player,201710010dal,dal,ScanOr99,off_pct,0%,,,,,
player,201710010dal,dal,ScanOr99,defense,69,,,,,
player,201710010dal,dal,ScanOr99,def_pct,100%,,,,,
player,201710010dal,dal,ScanOr99,special_teams,9,,,,,
player,201710010dal,dal,ScanOr99,st_pct,27%,,,,,
player,201710010dal,dal,JoneBy00,pos,FS,,,,,
player,201710010dal,dal,JoneBy00,offense,0,,,,,
player,201710010dal,dal,JoneBy00,off_pct,0%,,,,,
player,201710010dal,dal,JoneBy00,defense,61,,,,,
player,201710010dal,dal,JoneBy00,def_pct,88%,,,,,
player,201710010dal,dal,JoneBy00,special_teams,16,,,,,
player,201710010dal,dal,JoneBy00,st_pct,48%,,,,,
player,201710010dal,dal,LewiJo01,pos,CB,,,,,
player,201710010dal,dal,LewiJo01,offense,0,,,,,
player,201710010dal,dal,LewiJo01,off_pct,0%,,,,,
player,201710010dal,dal,LewiJo01,defense,56,,,,,
player,201710010dal,dal,LewiJo01,def_pct,81%,,,,,
player,201710010dal,dal,LewiJo01,special_teams,0,,,,,
player,201710010dal,dal,LewiJo01,st_pct,0%,,,,,
player,201710010dal,dal,HeatJe00,pos,SS,,,,,
player,201710010dal,dal,HeatJe00,offense,0,,,,,
player,201710010dal,dal,HeatJe00,off_pct,0%,,,,,
player,201710010dal,dal,HeatJe00,defense,55,,,,,
player,201710010dal,dal,HeatJe00,def_pct,80%,,,,,
player,201710010dal,dal,HeatJe00,special_teams,20,,,,,
player,201710010dal,dal,HeatJe00,st_pct,61%,,,,,
player,201710010dal,dal,CollMa00,pos,DT,,,,,
player,201710010dal,dal,CollMa00,offense,0,,,,,
player,201710010dal,dal,CollMa00,off_pct,0%,,,,,
player,201710010dal,dal,CollMa00,defense,49,,,,,
player,201710010dal,dal,CollMa00,def_pct,71%,,,,,
player,201710010dal,dal,CollMa00,special_teams,9,,,,,
player,201710010dal,dal,CollMa00,st_pct,27%,,,,,
player,201710010dal,dal,LawrDe00,pos,DE,,,,,
player,201710010dal,dal,LawrDe00,offense,0,,,,,
player,201710010dal,dal,LawrDe00,off_pct,0%,,,,,
player,201710010dal,dal,LawrDe00,defense,48,,,,,
player,201710010dal,dal,LawrDe00,def_pct,70%,,,,,
player,201710010dal,dal,LawrDe00,special_teams,9,,,,,
player,201710010dal,dal,LawrDe00,st_pct,27%,,,,,
player,201710010dal,dal,DuraJu99,pos,LB,,,,,
player,201710010dal,dal,DuraJu99,offense,0,,,,,
player,201710010dal,dal,DuraJu99,off_pct,0%,,,,,
player,201710010dal,dal,DuraJu99,defense,48,,,,,
player,201710010dal,dal,DuraJu99,def_pct,70%,,,,,
player,201710010dal,dal,DuraJu99,special_teams,0,,,,,
player,201710010dal,dal,DuraJu99,st_pct,0%,,,,,
player,201710010dal,dal,CrawTy00,pos,DE,,,,,
player,201710010dal,dal,CrawTy00,offense,0,,,,,
player,201710010dal,dal,CrawTy00,off_pct,0%,,,,,
player,201710010dal,dal,CrawTy00,defense,40,,,,,
player,201710010dal,dal,CrawTy00,def_pct,58%,,,,,
player,201710010dal,dal,CrawTy00,special_teams,9,,,,,
player,201710010dal,dal,CrawTy00,st_pct,27%,,,,,
player,201710010dal,dal,MayoBe00,pos,DE,,,,,
player,201710010dal,dal,MayoBe00,offense,0,,,,,
player,201710010dal,dal,MayoBe00,off_pct,0%,,,,,
player,201710010dal,dal,MayoBe00,defense,35,,,,,
player,201710010dal,dal,MayoBe00,def_pct,51%,,,,,
player,201710010dal,dal,MayoBe00,special_teams,0,,,,,
player,201710010dal,dal,MayoBe00,st_pct,0%,,,,,
player,201710010dal,dal,PaeaSt00,pos,DT,,,,,
player,201710010dal,dal,PaeaSt00,offense,0,,,,,
player,201710010dal,dal,PaeaSt00,off_pct,0%,,,,,
player,201710010dal,dal,PaeaSt00,defense,29,,,,,
player,201710010dal,dal,PaeaSt00,def_pct,42%,,,,,
player,201710010dal,dal,PaeaSt00,special_teams,1,,,,,
player,201710010dal,dal,PaeaSt00,st_pct,3%,,,,,
player,201710010dal,dal,WilsDa02,pos,LB,,,,,
player,201710010dal,dal,WilsDa02,offense,0,,,,,
player,201710010dal,dal,WilsDa02,off_pct,0%,,,,,
player,201710010dal,dal,WilsDa02,defense,27,,,,,
player,201710010dal,dal,WilsDa02,def_pct,39%,,,,,
player,201710010dal,dal,WilsDa02,special_teams,29,,,,,
player,201710010dal,dal,WilsDa02,st_pct,88%,,,,,
player,201710010dal,dal,FrazKa00,pos,SS,,,,,
player,201710010dal,dal,FrazKa00,offense,0,,,,,
player,201710010dal,dal,FrazKa00,off_pct,0%,,,,,
player,201710010dal,dal,FrazKa00,defense,22,,,,,
player,201710010dal,dal,FrazKa00,def_pct,32%,,,,,
player,201710010dal,dal,FrazKa00,special_teams,19,,,,,
player,201710010dal,dal,FrazKa00,st_pct,58%,,,,,
player,201710010dal,dal,CharTa00,pos,DE,,,,,
player,201710010dal,dal,CharTa00,offense,0,,,,,
player,201710010dal,dal,CharTa00,off_pct,0%,,,,,
player,201710010dal,dal,CharTa00,defense,22,,,,,
player,201710010dal,dal,CharTa00,def_pct,32%,,,,,
player,201710010dal,dal,CharTa00,special_teams,0,,,,,
player,201710010dal,dal,CharTa00,st_pct,0%,,,,,
player,201710010dal,dal,MoorDa01,pos,DE,,,,,
player,201710010dal,dal,MoorDa01,offense,0,,,,,
player,201710010dal,dal,MoorDa01,off_pct,0%,,,,,
player,201710010dal,dal,MoorDa01,defense,21,,,,,
player,201710010dal,dal,MoorDa01,def_pct,30%,,,,,
player,201710010dal,dal,MoorDa01,special_teams,11,,,,,
player,201710010dal,dal,MoorDa01,st_pct,33%,,,,,
player,201710010dal,dal,PricBr00,pos,DT,,,,,
player,201710010dal,dal,PricBr00,offense,0,,,,,
player,201710010dal,dal,PricBr00,off_pct,0%,,,,,
player,201710010dal,dal,PricBr00,defense,21,,,,,
player,201710010dal,dal,PricBr00,def_pct,30%,,,,,
player,201710010dal,dal,PricBr00,special_teams,8,,,,,
player,201710010dal,dal,PricBr00,st_pct,24%,,,,,
player,201710010dal,dal,WoodXa00,pos,FS,,,,,
player,201710010dal,dal,WoodXa00,offense,0,,,,,
player,201710010dal,dal,WoodXa00,off_pct,0%,,,,,
player,201710010dal,dal,WoodXa00,defense,16,,,,,
player,201710010dal,dal,WoodXa00,def_pct,23%,,,,,
player,201710010dal,dal,WoodXa00,special_teams,20,,,,,
player,201710010dal,dal,WoodXa00,st_pct,61%,,,,,
player,201710010dal,dal,WilbKy00,pos,LB,,,,,
player,201710010dal,dal,WilbKy00,offense,0,,,,,
player,201710010dal,dal,WilbKy00,off_pct,0%,,,,,
player,201710010dal,dal,WilbKy00,defense,2,,,,,
player,201710010dal,dal,WilbKy00,def_pct,3%,,,,,
player,201710010dal,dal,WilbKy00,special_teams,29,,,,,
player,201710010dal,dal,WilbKy00,st_pct,88%,,,,,
player,201710010dal,dal,BailDa00,pos,K,,,,,
player,201710010dal,dal,BailDa00,offense,0,,,,,
player,201710010dal,dal,BailDa00,off_pct,0%,,,,,
player,201710010dal,dal,BailDa00,defense,0,,,,,
player,201710010dal,dal,BailDa00,def_pct,0%,,,,,
player,201710010dal,dal,BailDa00,special_teams,10,,,,,
player,201710010dal,dal,BailDa00,st_pct,30%,,,,,
player,201710010dal,dal,BenwBe00,pos,CB,,,,,
player,201710010dal,dal,BenwBe00,offense,0,,,,,
player,201710010dal,dal,BenwBe00,off_pct,0%,,,,,
player,201710010dal,dal,BenwBe00,defense,0,,,,,
player,201710010dal,dal,BenwBe00,def_pct,0%,,,,,
player,201710010dal,dal,BenwBe00,special_teams,8,,,,,
player,201710010dal,dal,BenwBe00,st_pct,24%,,,,,
player,201710010dal,dal,LadoL.20,pos,LS,,,,,
player,201710010dal,dal,LadoL.20,offense,0,,,,,
player,201710010dal,dal,LadoL.20,off_pct,0%,,,,,
player,201710010dal,dal,LadoL.20,defense,0,,,,,
player,201710010dal,dal,LadoL.20,def_pct,0%,,,,,
player,201710010dal,dal,LadoL.20,special_teams,7,,,,,
player,201710010dal,dal,LadoL.20,st_pct,21%,,,,,
player,201710010dal,dal,JoneCh02,pos,P,,,,,
player,201710010dal,dal,JoneCh02,offense,0,,,,,
player,201710010dal,dal,JoneCh02,off_pct,0%,,,,,
player,201710010dal,dal,JoneCh02,defense,0,,,,,
player,201710010dal,dal,JoneCh02,def_pct,0%,,,,,
player,201710010dal,dal,JoneCh02,special_teams,7,,,,,
player,201710010dal,dal,JoneCh02,st_pct,21%,,,,,
player,201710010dal,dal,BellBy00,pos,T,,,,,
player,201710010dal,dal,BellBy00,offense,0,,,,,
player,201710010dal,dal,BellBy00,off_pct,0%,,,,,
player,201710010dal,dal,BellBy00,defense,0,,,,,
player,201710010dal,dal,BellBy00,def_pct,0%,,,,,
player,201710010dal,dal,BellBy00,special_teams,4,,,,,
player,201710010dal,dal,BellBy00,st_pct,12%,,,,,
player,201710010dal,ram,HaveRo00,pos,T,,,,,
player,201710010dal,ram,HaveRo00,offense,69,,,,,
player,201710010dal,ram,HaveRo00,off_pct,100%,,,,,
player,201710010dal,ram,HaveRo00,defense,0,,,,,
player,201710010dal,ram,HaveRo00,def_pct,0%,,,,,
player,201710010dal,ram,HaveRo00,special_teams,9,,,,,
player,201710010dal,ram,HaveRo00,st_pct,27%,,,,,
player,201710010dal,ram,SaffRo20,pos,G,,,,,
player,201710010dal,ram,SaffRo20,offense,69,,,,,
player,201710010dal,ram,SaffRo20,off_pct,100%,,,,,
