game,2017,4,20171001,201710010crd,sfo,"San Francisco 49ers",15,crd,"Arizona Cardinals",18
team,201710010crd,sfo,First Downs,20,,,,,,
team,201710010crd,crd,First Downs,25,,,,,,
team,201710010crd,sfo,Rush-Yds-TDs,27-95-0,,,,,,
team,201710010crd,crd,Rush-Yds-TDs,22-51-0,,,,,,
team,201710010crd,sfo,Cmp-Att-Yd-TD-INT,24-49-234-0-1,,,,,,
team,201710010crd,crd,Cmp-Att-Yd-TD-INT,33-51-357-1-1,,,,,,
team,201710010crd,sfo,Sacked-Yards,3-24,,,,,,
team,201710010crd,crd,Sacked-Yards,6-40,,,,,,
team,201710010crd,sfo,Net Pass Yards,210,,,,,,
team,201710010crd,crd,Net Pass Yards,317,,,,,,
team,201710010crd,sfo,Total Yards,305,,,,,,
team,201710010crd,crd,Total Yards,368,,,,,,
team,201710010crd,sfo,Fumbles-Lost,1-0,,,,,,
team,201710010crd,crd,Fumbles-Lost,0-0,,,,,,
team,201710010crd,sfo,Turnovers,1,,,,,,
team,201710010crd,crd,Turnovers,1,,,,,,
team,201710010crd,sfo,Penalties-Yards,13-113,,,,,,
team,201710010crd,crd,Penalties-Yards,10-80,,,,,,
team,201710010crd,sfo,Third Down Conv.,5-19,,,,,,
team,201710010crd,crd,Third Down Conv.,5-16,,,,,,
team,201710010crd,sfo,Fourth Down Conv.,1-1,,,,,,
team,201710010crd,crd,Fourth Down Conv.,0-0,,,,,,
team,201710010crd,sfo,Time of Possession,33:13,,,,,,
team,201710010crd,crd,Time of Possession,36:15,,,,,,
player,201710010crd,sfo,HoyeBr00,pass_cmp,24,,,,,
player,201710010crd,sfo,HoyeBr00,pass_att,49,,,,,
player,201710010crd,sfo,HoyeBr00,pass_yds,234,,,,,
player,201710010crd,sfo,HoyeBr00,pass_td,0,,,,,
player,201710010crd,sfo,HoyeBr00,pass_int,1,,,,,
player,201710010crd,sfo,HoyeBr00,pass_sacked,3,,,,,
player,201710010crd,sfo,HoyeBr00,pass_sacked_yds,24,,,,,
player,201710010crd,sfo,HoyeBr00,pass_long,24,,,,,
player,201710010crd,sfo,HoyeBr00,pass_rating,54.3,,,,,
player,201710010crd,sfo,HoyeBr00,rush_att,1,,,,,
player,201710010crd,sfo,HoyeBr00,rush_yds,3,,,,,
player,201710010crd,sfo,HoyeBr00,rush_td,0,,,,,
player,201710010crd,sfo,HoyeBr00,rush_long,3,,,,,
player,201710010crd,sfo,HoyeBr00,targets,0,,,,,
player,201710010crd,sfo,HoyeBr00,rec,0,,,,,
player,201710010crd,sfo,HoyeBr00,rec_yds,0,,,,,
player,201710010crd,sfo,HoyeBr00,rec_td,0,,,,,
player,201710010crd,sfo,HoyeBr00,rec_long,0,,,,,
player,201710010crd,sfo,HoyeBr00,fumbles,0,,,,,
player,201710010crd,sfo,HoyeBr00,fumbles_lost,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_cmp,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_att,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_yds,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_td,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_int,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_sacked,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_long,0,,,,,
player,201710010crd,sfo,HydeCa00,pass_rating,,,,,,
player,201710010crd,sfo,HydeCa00,rush_att,16,,,,,
player,201710010crd,sfo,HydeCa00,rush_yds,68,,,,,
player,201710010crd,sfo,HydeCa00,rush_td,0,,,,,
player,201710010crd,sfo,HydeCa00,rush_long,15,,,,,
