game,2017,8,20171030,201710300kan,den,"Denver Broncos",19,kan,"Kansas City Chiefs",29
team,201710300kan,den,First Downs,23,,,,,,
team,201710300kan,kan,First Downs,16,,,,,,
team,201710300kan,den,Rush-Yds-TDs,31-177-1,,,,,,
team,201710300kan,kan,Rush-Yds-TDs,26-79-0,,,,,,
team,201710300kan,den,Cmp-Att-Yd-TD-INT,19-36-198-1-3,,,,,,
team,201710300kan,kan,Cmp-Att-Yd-TD-INT,14-32-202-1-1,,,,,,
team,201710300kan,den,Sacked-Yards,3-11,,,,,,
team,201710300kan,kan,Sacked-Yards,1-5,,,,,,
team,201710300kan,den,Net Pass Yards,187,,,,,,
team,201710300kan,kan,Net Pass Yards,197,,,,,,
team,201710300kan,den,Total Yards,364,,,,,,
team,201710300kan,kan,Total Yards,276,,,,,,
team,201710300kan,den,Fumbles-Lost,2-2,,,,,,
team,201710300kan,kan,Fumbles-Lost,1-1,,,,,,
team,201710300kan,den,Turnovers,5,,,,,,
team,201710300kan,kan,Turnovers,2,,,,,,
team,201710300kan,den,Penalties-Yards,7-53,,,,,,
team,201710300kan,kan,Penalties-Yards,7-69,,,,,,
team,201710300kan,den,Third Down Conv.,5-13,,,,,,
team,201710300kan,kan,Third Down Conv.,2-12,,,,,,
team,201710300kan,den,Fourth Down Conv.,0-1,,,,,,
team,201710300kan,kan,Fourth Down Conv.,0-0,,,,,,
team,201710300kan,den,Time of Possession,31:23,,,,,,
team,201710300kan,kan,Time of Possession,28:37,,,,,,
player,201710300kan,den,SiemTr00,pass_cmp,19,,,,,
player,201710300kan,den,SiemTr00,pass_att,36,,,,,
player,201710300kan,den,SiemTr00,pass_yds,198,,,,,
player,201710300kan,den,SiemTr00,pass_td,1,,,,,
player,201710300kan,den,SiemTr00,pass_int,3,,,,,
player,201710300kan,den,SiemTr00,pass_sacked,3,,,,,
player,201710300kan,den,SiemTr00,pass_sacked_yds,11,,,,,
player,201710300kan,den,SiemTr00,pass_long,29,,,,,
player,201710300kan,den,SiemTr00,pass_rating,43.5,,,,,
player,201710300kan,den,SiemTr00,rush_att,2,,,,,
player,201710300kan,den,SiemTr00,rush_yds,20,,,,,
player,201710300kan,den,SiemTr00,rush_td,0,,,,,
player,201710300kan,den,SiemTr00,rush_long,14,,,,,
player,201710300kan,den,SiemTr00,targets,0,,,,,
player,201710300kan,den,SiemTr00,rec,0,,,,,
player,201710300kan,den,SiemTr00,rec_yds,0,,,,,
player,201710300kan,den,SiemTr00,rec_td,0,,,,,
player,201710300kan,den,SiemTr00,rec_long,0,,,,,
player,201710300kan,den,SiemTr00,fumbles,0,,,,,
player,201710300kan,den,SiemTr00,fumbles_lost,0,,,,,
player,201710300kan,den,AndeC.00,pass_cmp,0,,,,,
player,201710300kan,den,AndeC.00,pass_att,0,,,,,
player,201710300kan,den,AndeC.00,pass_yds,0,,,,,
player,201710300kan,den,AndeC.00,pass_td,0,,,,,
player,201710300kan,den,AndeC.00,pass_int,0,,,,,
player,201710300kan,den,AndeC.00,pass_sacked,0,,,,,
player,201710300kan,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201710300kan,den,AndeC.00,pass_long,0,,,,,
player,201710300kan,den,AndeC.00,pass_rating,,,,,,
player,201710300kan,den,AndeC.00,rush_att,15,,,,,
player,201710300kan,den,AndeC.00,rush_yds,78,,,,,
player,201710300kan,den,AndeC.00,rush_td,0,,,,,
player,201710300kan,den,AndeC.00,rush_long,12,,,,,
player,201710300kan,den,AndeC.00,targets,1,,,,,
player,201710300kan,den,AndeC.00,rec,1,,,,,
player,201710300kan,den,AndeC.00,rec_yds,7,,,,,
player,201710300kan,den,AndeC.00,rec_td,0,,,,,
player,201710300kan,den,AndeC.00,rec_long,7,,,,,
player,201710300kan,den,AndeC.00,fumbles,0,,,,,
player,201710300kan,den,AndeC.00,fumbles_lost,0,,,,,
player,201710300kan,den,BookDe00,pass_cmp,0,,,,,
player,201710300kan,den,BookDe00,pass_att,0,,,,,
player,201710300kan,den,BookDe00,pass_yds,0,,,,,
player,201710300kan,den,BookDe00,pass_td,0,,,,,
player,201710300kan,den,BookDe00,pass_int,0,,,,,
player,201710300kan,den,BookDe00,pass_sacked,0,,,,,
player,201710300kan,den,BookDe00,pass_sacked_yds,0,,,,,
player,201710300kan,den,BookDe00,pass_long,0,,,,,
player,201710300kan,den,BookDe00,pass_rating,,,,,,
player,201710300kan,den,BookDe00,rush_att,6,,,,,
player,201710300kan,den,BookDe00,rush_yds,40,,,,,
player,201710300kan,den,BookDe00,rush_td,1,,,,,
player,201710300kan,den,BookDe00,rush_long,26,,,,,
player,201710300kan,den,BookDe00,targets,3,,,,,
player,201710300kan,den,BookDe00,rec,3,,,,,
player,201710300kan,den,BookDe00,rec_yds,14,,,,,
player,201710300kan,den,BookDe00,rec_td,0,,,,,
player,201710300kan,den,BookDe00,rec_long,11,,,,,
player,201710300kan,den,BookDe00,fumbles,0,,,,,
player,201710300kan,den,BookDe00,fumbles_lost,0,,,,,
player,201710300kan,den,CharJa00,pass_cmp,0,,,,,
player,201710300kan,den,CharJa00,pass_att,0,,,,,
player,201710300kan,den,CharJa00,pass_yds,0,,,,,
player,201710300kan,den,CharJa00,pass_td,0,,,,,
player,201710300kan,den,CharJa00,pass_int,0,,,,,
player,201710300kan,den,CharJa00,pass_sacked,0,,,,,
player,201710300kan,den,CharJa00,pass_sacked_yds,0,,,,,
player,201710300kan,den,CharJa00,pass_long,0,,,,,
player,201710300kan,den,CharJa00,pass_rating,,,,,,
player,201710300kan,den,CharJa00,rush_att,8,,,,,
player,201710300kan,den,CharJa00,rush_yds,39,,,,,
player,201710300kan,den,CharJa00,rush_td,0,,,,,
player,201710300kan,den,CharJa00,rush_long,18,,,,,
player,201710300kan,den,CharJa00,targets,1,,,,,
player,201710300kan,den,CharJa00,rec,1,,,,,
player,201710300kan,den,CharJa00,rec_yds,5,,,,,
player,201710300kan,den,CharJa00,rec_td,0,,,,,
player,201710300kan,den,CharJa00,rec_long,5,,,,,
player,201710300kan,den,CharJa00,fumbles,1,,,,,
player,201710300kan,den,CharJa00,fumbles_lost,1,,,,,
player,201710300kan,den,ThomDe03,pass_cmp,0,,,,,
player,201710300kan,den,ThomDe03,pass_att,0,,,,,
player,201710300kan,den,ThomDe03,pass_yds,0,,,,,
player,201710300kan,den,ThomDe03,pass_td,0,,,,,
player,201710300kan,den,ThomDe03,pass_int,0,,,,,
player,201710300kan,den,ThomDe03,pass_sacked,0,,,,,
player,201710300kan,den,ThomDe03,pass_sacked_yds,0,,,,,
