game,2017,17,20171231,201712310ram,sfo,"San Francisco 49ers",34,ram,"Los Angeles Rams",13
player,201712310ram,sfo,MarsCa00,tackles_loss,0,,,,,
player,201712310ram,sfo,MarsCa00,qb_hits,1,,,,,
player,201712310ram,sfo,MarsCa00,fumbles_rec,0,,,,,
player,201712310ram,sfo,MarsCa00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,MarsCa00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,MarsCa00,fumbles_forced,1,,,,,
player,201712310ram,sfo,DumeEl20,def_int,0,,,,,
player,201712310ram,sfo,DumeEl20,def_int_yds,0,,,,,
player,201712310ram,sfo,DumeEl20,def_int_td,0,,,,,
player,201712310ram,sfo,DumeEl20,def_int_long,0,,,,,
player,201712310ram,sfo,DumeEl20,pass_defended,0,,,,,
player,201712310ram,sfo,DumeEl20,sacks,1.0,,,,,
player,201712310ram,sfo,DumeEl20,tackles_combined,2,,,,,
player,201712310ram,sfo,DumeEl20,tackles_solo,2,,,,,
player,201712310ram,sfo,DumeEl20,tackles_assists,0,,,,,
player,201712310ram,sfo,DumeEl20,tackles_loss,1,,,,,
player,201712310ram,sfo,DumeEl20,qb_hits,1,,,,,
player,201712310ram,sfo,DumeEl20,fumbles_rec,0,,,,,
player,201712310ram,sfo,DumeEl20,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,DumeEl20,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,DumeEl20,fumbles_forced,0,,,,,
player,201712310ram,sfo,CoylBr00,def_int,0,,,,,
player,201712310ram,sfo,CoylBr00,def_int_yds,0,,,,,
player,201712310ram,sfo,CoylBr00,def_int_td,0,,,,,
player,201712310ram,sfo,CoylBr00,def_int_long,0,,,,,
player,201712310ram,sfo,CoylBr00,pass_defended,0,,,,,
player,201712310ram,sfo,CoylBr00,sacks,0.0,,,,,
player,201712310ram,sfo,CoylBr00,tackles_combined,8,,,,,
player,201712310ram,sfo,CoylBr00,tackles_solo,3,,,,,
player,201712310ram,sfo,CoylBr00,tackles_assists,5,,,,,
player,201712310ram,sfo,CoylBr00,tackles_loss,0,,,,,
player,201712310ram,sfo,CoylBr00,qb_hits,0,,,,,
player,201712310ram,sfo,CoylBr00,fumbles_rec,0,,,,,
player,201712310ram,sfo,CoylBr00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,CoylBr00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,CoylBr00,fumbles_forced,0,,,,,
player,201712310ram,sfo,ReidEr00,def_int,0,,,,,
player,201712310ram,sfo,ReidEr00,def_int_yds,0,,,,,
player,201712310ram,sfo,ReidEr00,def_int_td,0,,,,,
player,201712310ram,sfo,ReidEr00,def_int_long,0,,,,,
player,201712310ram,sfo,ReidEr00,pass_defended,1,,,,,
player,201712310ram,sfo,ReidEr00,sacks,0.0,,,,,
player,201712310ram,sfo,ReidEr00,tackles_combined,6,,,,,
player,201712310ram,sfo,ReidEr00,tackles_solo,6,,,,,
player,201712310ram,sfo,ReidEr00,tackles_assists,0,,,,,
player,201712310ram,sfo,ReidEr00,tackles_loss,1,,,,,
player,201712310ram,sfo,ReidEr00,qb_hits,0,,,,,
player,201712310ram,sfo,ReidEr00,fumbles_rec,0,,,,,
player,201712310ram,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201712310ram,sfo,FostRe00,def_int,0,,,,,
player,201712310ram,sfo,FostRe00,def_int_yds,0,,,,,
player,201712310ram,sfo,FostRe00,def_int_td,0,,,,,
player,201712310ram,sfo,FostRe00,def_int_long,0,,,,,
player,201712310ram,sfo,FostRe00,pass_defended,0,,,,,
player,201712310ram,sfo,FostRe00,sacks,0.0,,,,,
player,201712310ram,sfo,FostRe00,tackles_combined,5,,,,,
player,201712310ram,sfo,FostRe00,tackles_solo,2,,,,,
player,201712310ram,sfo,FostRe00,tackles_assists,3,,,,,
player,201712310ram,sfo,FostRe00,tackles_loss,0,,,,,
player,201712310ram,sfo,FostRe00,qb_hits,0,,,,,
player,201712310ram,sfo,FostRe00,fumbles_rec,0,,,,,
player,201712310ram,sfo,FostRe00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,FostRe00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,FostRe00,fumbles_forced,0,,,,,
player,201712310ram,sfo,JohnDo02,def_int,0,,,,,
player,201712310ram,sfo,JohnDo02,def_int_yds,0,,,,,
player,201712310ram,sfo,JohnDo02,def_int_td,0,,,,,
player,201712310ram,sfo,JohnDo02,def_int_long,0,,,,,
player,201712310ram,sfo,JohnDo02,pass_defended,0,,,,,
player,201712310ram,sfo,JohnDo02,sacks,0.0,,,,,
player,201712310ram,sfo,JohnDo02,tackles_combined,5,,,,,
player,201712310ram,sfo,JohnDo02,tackles_solo,5,,,,,
player,201712310ram,sfo,JohnDo02,tackles_assists,0,,,,,
player,201712310ram,sfo,JohnDo02,tackles_loss,0,,,,,
player,201712310ram,sfo,JohnDo02,qb_hits,0,,,,,
player,201712310ram,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201712310ram,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201712310ram,sfo,WillKW00,def_int,0,,,,,
player,201712310ram,sfo,WillKW00,def_int_yds,0,,,,,
player,201712310ram,sfo,WillKW00,def_int_td,0,,,,,
player,201712310ram,sfo,WillKW00,def_int_long,0,,,,,
player,201712310ram,sfo,WillKW00,pass_defended,1,,,,,
player,201712310ram,sfo,WillKW00,sacks,0.0,,,,,
player,201712310ram,sfo,WillKW00,tackles_combined,4,,,,,
player,201712310ram,sfo,WillKW00,tackles_solo,3,,,,,
player,201712310ram,sfo,WillKW00,tackles_assists,1,,,,,
player,201712310ram,sfo,WillKW00,tackles_loss,1,,,,,
player,201712310ram,sfo,WillKW00,qb_hits,0,,,,,
player,201712310ram,sfo,WillKW00,fumbles_rec,1,,,,,
player,201712310ram,sfo,WillKW00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,WillKW00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,WillKW00,fumbles_forced,0,,,,,
player,201712310ram,sfo,WithAh00,def_int,0,,,,,
player,201712310ram,sfo,WithAh00,def_int_yds,0,,,,,
player,201712310ram,sfo,WithAh00,def_int_td,0,,,,,
player,201712310ram,sfo,WithAh00,def_int_long,0,,,,,
player,201712310ram,sfo,WithAh00,pass_defended,1,,,,,
player,201712310ram,sfo,WithAh00,sacks,0.0,,,,,
player,201712310ram,sfo,WithAh00,tackles_combined,4,,,,,
player,201712310ram,sfo,WithAh00,tackles_solo,4,,,,,
player,201712310ram,sfo,WithAh00,tackles_assists,0,,,,,
player,201712310ram,sfo,WithAh00,tackles_loss,0,,,,,
player,201712310ram,sfo,WithAh00,qb_hits,0,,,,,
player,201712310ram,sfo,WithAh00,fumbles_rec,0,,,,,
player,201712310ram,sfo,WithAh00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,WithAh00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,WithAh00,fumbles_forced,1,,,,,
player,201712310ram,sfo,CarrCo00,def_int,0,,,,,
player,201712310ram,sfo,CarrCo00,def_int_yds,0,,,,,
player,201712310ram,sfo,CarrCo00,def_int_td,0,,,,,
player,201712310ram,sfo,CarrCo00,def_int_long,0,,,,,
player,201712310ram,sfo,CarrCo00,pass_defended,0,,,,,
player,201712310ram,sfo,CarrCo00,sacks,0.0,,,,,
player,201712310ram,sfo,CarrCo00,tackles_combined,3,,,,,
player,201712310ram,sfo,CarrCo00,tackles_solo,2,,,,,
player,201712310ram,sfo,CarrCo00,tackles_assists,1,,,,,
player,201712310ram,sfo,CarrCo00,tackles_loss,,,,,,
player,201712310ram,sfo,CarrCo00,qb_hits,,,,,,
player,201712310ram,sfo,CarrCo00,fumbles_rec,0,,,,,
player,201712310ram,sfo,CarrCo00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,CarrCo00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,CarrCo00,fumbles_forced,0,,,,,
player,201712310ram,sfo,ColbAd00,def_int,0,,,,,
player,201712310ram,sfo,ColbAd00,def_int_yds,0,,,,,
player,201712310ram,sfo,ColbAd00,def_int_td,0,,,,,
player,201712310ram,sfo,ColbAd00,def_int_long,0,,,,,
player,201712310ram,sfo,ColbAd00,pass_defended,1,,,,,
player,201712310ram,sfo,ColbAd00,sacks,0.0,,,,,
player,201712310ram,sfo,ColbAd00,tackles_combined,3,,,,,
player,201712310ram,sfo,ColbAd00,tackles_solo,3,,,,,
player,201712310ram,sfo,ColbAd00,tackles_assists,0,,,,,
player,201712310ram,sfo,ColbAd00,tackles_loss,0,,,,,
player,201712310ram,sfo,ColbAd00,qb_hits,0,,,,,
player,201712310ram,sfo,ColbAd00,fumbles_rec,0,,,,,
player,201712310ram,sfo,ColbAd00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,ColbAd00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,ColbAd00,fumbles_forced,1,,,,,
player,201712310ram,sfo,MitcEa99,def_int,0,,,,,
player,201712310ram,sfo,MitcEa99,def_int_yds,0,,,,,
player,201712310ram,sfo,MitcEa99,def_int_td,0,,,,,
player,201712310ram,sfo,MitcEa99,def_int_long,0,,,,,
player,201712310ram,sfo,MitcEa99,pass_defended,0,,,,,
player,201712310ram,sfo,MitcEa99,sacks,0.0,,,,,
player,201712310ram,sfo,MitcEa99,tackles_combined,3,,,,,
player,201712310ram,sfo,MitcEa99,tackles_solo,1,,,,,
player,201712310ram,sfo,MitcEa99,tackles_assists,2,,,,,
player,201712310ram,sfo,MitcEa99,tackles_loss,0,,,,,
player,201712310ram,sfo,MitcEa99,qb_hits,0,,,,,
player,201712310ram,sfo,MitcEa99,fumbles_rec,0,,,,,
player,201712310ram,sfo,MitcEa99,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,MitcEa99,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,MitcEa99,fumbles_forced,0,,,,,
player,201712310ram,sfo,PoweTy01,def_int,0,,,,,
player,201712310ram,sfo,PoweTy01,def_int_yds,0,,,,,
player,201712310ram,sfo,PoweTy01,def_int_td,0,,,,,
player,201712310ram,sfo,PoweTy01,def_int_long,0,,,,,
player,201712310ram,sfo,PoweTy01,pass_defended,0,,,,,
player,201712310ram,sfo,PoweTy01,sacks,0.0,,,,,
player,201712310ram,sfo,PoweTy01,tackles_combined,2,,,,,
player,201712310ram,sfo,PoweTy01,tackles_solo,2,,,,,
player,201712310ram,sfo,PoweTy01,tackles_assists,0,,,,,
player,201712310ram,sfo,PoweTy01,tackles_loss,0,,,,,
player,201712310ram,sfo,PoweTy01,qb_hits,0,,,,,
player,201712310ram,sfo,PoweTy01,fumbles_rec,0,,,,,
player,201712310ram,sfo,PoweTy01,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,PoweTy01,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,PoweTy01,fumbles_forced,0,,,,,
player,201712310ram,sfo,BlaiRo00,def_int,0,,,,,
player,201712310ram,sfo,BlaiRo00,def_int_yds,0,,,,,
player,201712310ram,sfo,BlaiRo00,def_int_td,0,,,,,
player,201712310ram,sfo,BlaiRo00,def_int_long,0,,,,,
player,201712310ram,sfo,BlaiRo00,pass_defended,0,,,,,
player,201712310ram,sfo,BlaiRo00,sacks,0.0,,,,,
player,201712310ram,sfo,BlaiRo00,tackles_combined,1,,,,,
player,201712310ram,sfo,BlaiRo00,tackles_solo,1,,,,,
player,201712310ram,sfo,BlaiRo00,tackles_assists,0,,,,,
player,201712310ram,sfo,BlaiRo00,tackles_loss,0,,,,,
player,201712310ram,sfo,BlaiRo00,qb_hits,0,,,,,
player,201712310ram,sfo,BlaiRo00,fumbles_rec,0,,,,,
player,201712310ram,sfo,BlaiRo00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,BlaiRo00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,BlaiRo00,fumbles_forced,0,,,,,
player,201712310ram,sfo,BuckDe00,def_int,0,,,,,
player,201712310ram,sfo,BuckDe00,def_int_yds,0,,,,,
player,201712310ram,sfo,BuckDe00,def_int_td,0,,,,,
player,201712310ram,sfo,BuckDe00,def_int_long,0,,,,,
player,201712310ram,sfo,BuckDe00,pass_defended,0,,,,,
player,201712310ram,sfo,BuckDe00,sacks,0.0,,,,,
player,201712310ram,sfo,BuckDe00,tackles_combined,1,,,,,
player,201712310ram,sfo,BuckDe00,tackles_solo,0,,,,,
player,201712310ram,sfo,BuckDe00,tackles_assists,1,,,,,
player,201712310ram,sfo,BuckDe00,tackles_loss,0,,,,,
player,201712310ram,sfo,BuckDe00,qb_hits,1,,,,,
player,201712310ram,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201712310ram,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201712310ram,sfo,HallLe98,def_int,0,,,,,
player,201712310ram,sfo,HallLe98,def_int_yds,0,,,,,
player,201712310ram,sfo,HallLe98,def_int_td,0,,,,,
player,201712310ram,sfo,HallLe98,def_int_long,0,,,,,
player,201712310ram,sfo,HallLe98,pass_defended,0,,,,,
player,201712310ram,sfo,HallLe98,sacks,0.0,,,,,
player,201712310ram,sfo,HallLe98,tackles_combined,1,,,,,
player,201712310ram,sfo,HallLe98,tackles_solo,1,,,,,
player,201712310ram,sfo,HallLe98,tackles_assists,0,,,,,
player,201712310ram,sfo,HallLe98,tackles_loss,0,,,,,
player,201712310ram,sfo,HallLe98,qb_hits,0,,,,,
player,201712310ram,sfo,HallLe98,fumbles_rec,0,,,,,
player,201712310ram,sfo,HallLe98,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,HallLe98,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,HallLe98,fumbles_forced,0,,,,,
player,201712310ram,sfo,HaroEl00,def_int,0,,,,,
player,201712310ram,sfo,HaroEl00,def_int_yds,0,,,,,
player,201712310ram,sfo,HaroEl00,def_int_td,0,,,,,
player,201712310ram,sfo,HaroEl00,def_int_long,0,,,,,
player,201712310ram,sfo,HaroEl00,pass_defended,0,,,,,
player,201712310ram,sfo,HaroEl00,sacks,0.0,,,,,
player,201712310ram,sfo,HaroEl00,tackles_combined,1,,,,,
player,201712310ram,sfo,HaroEl00,tackles_solo,1,,,,,
player,201712310ram,sfo,HaroEl00,tackles_assists,0,,,,,
player,201712310ram,sfo,HaroEl00,tackles_loss,0,,,,,
player,201712310ram,sfo,HaroEl00,qb_hits,0,,,,,
player,201712310ram,sfo,HaroEl00,fumbles_rec,0,,,,,
player,201712310ram,sfo,HaroEl00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,HaroEl00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,HaroEl00,fumbles_forced,0,,,,,
player,201712310ram,sfo,JuszKy00,def_int,0,,,,,
player,201712310ram,sfo,JuszKy00,def_int_yds,0,,,,,
player,201712310ram,sfo,JuszKy00,def_int_td,0,,,,,
player,201712310ram,sfo,JuszKy00,def_int_long,0,,,,,
player,201712310ram,sfo,JuszKy00,pass_defended,0,,,,,
player,201712310ram,sfo,JuszKy00,sacks,0.0,,,,,
player,201712310ram,sfo,JuszKy00,tackles_combined,1,,,,,
player,201712310ram,sfo,JuszKy00,tackles_solo,1,,,,,
player,201712310ram,sfo,JuszKy00,tackles_assists,0,,,,,
player,201712310ram,sfo,JuszKy00,tackles_loss,0,,,,,
player,201712310ram,sfo,JuszKy00,qb_hits,0,,,,,
player,201712310ram,sfo,JuszKy00,fumbles_rec,0,,,,,
player,201712310ram,sfo,JuszKy00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,JuszKy00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,JuszKy00,fumbles_forced,0,,,,,
player,201712310ram,sfo,MabiGr00,def_int,0,,,,,
player,201712310ram,sfo,MabiGr00,def_int_yds,0,,,,,
player,201712310ram,sfo,MabiGr00,def_int_td,0,,,,,
player,201712310ram,sfo,MabiGr00,def_int_long,0,,,,,
player,201712310ram,sfo,MabiGr00,pass_defended,0,,,,,
player,201712310ram,sfo,MabiGr00,sacks,0.0,,,,,
player,201712310ram,sfo,MabiGr00,tackles_combined,1,,,,,
player,201712310ram,sfo,MabiGr00,tackles_solo,0,,,,,
player,201712310ram,sfo,MabiGr00,tackles_assists,1,,,,,
player,201712310ram,sfo,MabiGr00,tackles_loss,0,,,,,
player,201712310ram,sfo,MabiGr00,qb_hits,0,,,,,
player,201712310ram,sfo,MabiGr00,fumbles_rec,0,,,,,
player,201712310ram,sfo,MabiGr00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,MabiGr00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,MabiGr00,fumbles_forced,0,,,,,
player,201712310ram,sfo,ThomSo00,def_int,0,,,,,
player,201712310ram,sfo,ThomSo00,def_int_yds,0,,,,,
player,201712310ram,sfo,ThomSo00,def_int_td,0,,,,,
player,201712310ram,sfo,ThomSo00,def_int_long,0,,,,,
player,201712310ram,sfo,ThomSo00,pass_defended,0,,,,,
player,201712310ram,sfo,ThomSo00,sacks,0.0,,,,,
player,201712310ram,sfo,ThomSo00,tackles_combined,1,,,,,
player,201712310ram,sfo,ThomSo00,tackles_solo,1,,,,,
player,201712310ram,sfo,ThomSo00,tackles_assists,0,,,,,
player,201712310ram,sfo,ThomSo00,tackles_loss,0,,,,,
player,201712310ram,sfo,ThomSo00,qb_hits,0,,,,,
player,201712310ram,sfo,ThomSo00,fumbles_rec,1,,,,,
player,201712310ram,sfo,ThomSo00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,ThomSo00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,ThomSo00,fumbles_forced,0,,,,,
player,201712310ram,ram,PeteKe01,def_int,2,,,,,
player,201712310ram,ram,PeteKe01,def_int_yds,42,,,,,
player,201712310ram,ram,PeteKe01,def_int_td,0,,,,,
player,201712310ram,ram,PeteKe01,def_int_long,38,,,,,
player,201712310ram,ram,PeteKe01,pass_defended,5,,,,,
player,201712310ram,ram,PeteKe01,sacks,0.0,,,,,
player,201712310ram,ram,PeteKe01,tackles_combined,8,,,,,
player,201712310ram,ram,PeteKe01,tackles_solo,4,,,,,
player,201712310ram,ram,PeteKe01,tackles_assists,4,,,,,
player,201712310ram,ram,PeteKe01,tackles_loss,0,,,,,
player,201712310ram,ram,PeteKe01,qb_hits,0,,,,,
player,201712310ram,ram,PeteKe01,fumbles_rec,1,,,,,
player,201712310ram,ram,PeteKe01,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,PeteKe01,fumbles_rec_td,0,,,,,
player,201712310ram,ram,PeteKe01,fumbles_forced,0,,,,,
player,201712310ram,ram,LittCo01,def_int,0,,,,,
player,201712310ram,ram,LittCo01,def_int_yds,0,,,,,
player,201712310ram,ram,LittCo01,def_int_td,0,,,,,
player,201712310ram,ram,LittCo01,def_int_long,0,,,,,
player,201712310ram,ram,LittCo01,pass_defended,0,,,,,
player,201712310ram,ram,LittCo01,sacks,0.0,,,,,
player,201712310ram,ram,LittCo01,tackles_combined,8,,,,,
player,201712310ram,ram,LittCo01,tackles_solo,5,,,,,
player,201712310ram,ram,LittCo01,tackles_assists,3,,,,,
player,201712310ram,ram,LittCo01,tackles_loss,0,,,,,
player,201712310ram,ram,LittCo01,qb_hits,0,,,,,
player,201712310ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201712310ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201712310ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201712310ram,ram,JohnIs01,def_int,0,,,,,
player,201712310ram,ram,JohnIs01,def_int_yds,0,,,,,
player,201712310ram,ram,JohnIs01,def_int_td,0,,,,,
player,201712310ram,ram,JohnIs01,def_int_long,0,,,,,
player,201712310ram,ram,JohnIs01,pass_defended,0,,,,,
player,201712310ram,ram,JohnIs01,sacks,0.0,,,,,
player,201712310ram,ram,JohnIs01,tackles_combined,6,,,,,
player,201712310ram,ram,JohnIs01,tackles_solo,1,,,,,
player,201712310ram,ram,JohnIs01,tackles_assists,5,,,,,
player,201712310ram,ram,JohnIs01,tackles_loss,0,,,,,
player,201712310ram,ram,JohnIs01,qb_hits,0,,,,,
player,201712310ram,ram,JohnIs01,fumbles_rec,0,,,,,
player,201712310ram,ram,JohnIs01,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,JohnIs01,fumbles_rec_td,0,,,,,
player,201712310ram,ram,JohnIs01,fumbles_forced,0,,,,,
player,201712310ram,ram,FoxxMo00,def_int,0,,,,,
player,201712310ram,ram,FoxxMo00,def_int_yds,0,,,,,
player,201712310ram,ram,FoxxMo00,def_int_td,0,,,,,
player,201712310ram,ram,FoxxMo00,def_int_long,0,,,,,
player,201712310ram,ram,FoxxMo00,pass_defended,0,,,,,
player,201712310ram,ram,FoxxMo00,sacks,0.0,,,,,
player,201712310ram,ram,FoxxMo00,tackles_combined,4,,,,,
player,201712310ram,ram,FoxxMo00,tackles_solo,3,,,,,
player,201712310ram,ram,FoxxMo00,tackles_assists,1,,,,,
player,201712310ram,ram,FoxxMo00,tackles_loss,0,,,,,
player,201712310ram,ram,FoxxMo00,qb_hits,0,,,,,
player,201712310ram,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201712310ram,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201712310ram,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201712310ram,ram,HageBr00,def_int,0,,,,,
player,201712310ram,ram,HageBr00,def_int_yds,0,,,,,
player,201712310ram,ram,HageBr00,def_int_td,0,,,,,
player,201712310ram,ram,HageBr00,def_int_long,0,,,,,
player,201712310ram,ram,HageBr00,pass_defended,0,,,,,
player,201712310ram,ram,HageBr00,sacks,0.0,,,,,
player,201712310ram,ram,HageBr00,tackles_combined,4,,,,,
player,201712310ram,ram,HageBr00,tackles_solo,4,,,,,
player,201712310ram,ram,HageBr00,tackles_assists,0,,,,,
player,201712310ram,ram,HageBr00,tackles_loss,0,,,,,
player,201712310ram,ram,HageBr00,qb_hits,0,,,,,
player,201712310ram,ram,HageBr00,fumbles_rec,1,,,,,
player,201712310ram,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201712310ram,ram,HageBr00,fumbles_forced,1,,,,,
player,201712310ram,ram,JohnJo10,def_int,0,,,,,
player,201712310ram,ram,JohnJo10,def_int_yds,0,,,,,
player,201712310ram,ram,JohnJo10,def_int_td,0,,,,,
player,201712310ram,ram,JohnJo10,def_int_long,0,,,,,
player,201712310ram,ram,JohnJo10,pass_defended,0,,,,,
player,201712310ram,ram,JohnJo10,sacks,0.0,,,,,
player,201712310ram,ram,JohnJo10,tackles_combined,4,,,,,
player,201712310ram,ram,JohnJo10,tackles_solo,4,,,,,
player,201712310ram,ram,JohnJo10,tackles_assists,0,,,,,
player,201712310ram,ram,JohnJo10,tackles_loss,0,,,,,
player,201712310ram,ram,JohnJo10,qb_hits,0,,,,,
player,201712310ram,ram,JohnJo10,fumbles_rec,0,,,,,
player,201712310ram,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201712310ram,ram,JohnJo10,fumbles_forced,0,,,,,
player,201712310ram,ram,CounBl00,def_int,0,,,,,
player,201712310ram,ram,CounBl00,def_int_yds,0,,,,,
player,201712310ram,ram,CounBl00,def_int_td,0,,,,,
player,201712310ram,ram,CounBl00,def_int_long,0,,,,,
player,201712310ram,ram,CounBl00,pass_defended,0,,,,,
player,201712310ram,ram,CounBl00,sacks,0.0,,,,,
player,201712310ram,ram,CounBl00,tackles_combined,3,,,,,
player,201712310ram,ram,CounBl00,tackles_solo,2,,,,,
player,201712310ram,ram,CounBl00,tackles_assists,1,,,,,
player,201712310ram,ram,CounBl00,tackles_loss,0,,,,,
player,201712310ram,ram,CounBl00,qb_hits,0,,,,,
player,201712310ram,ram,CounBl00,fumbles_rec,0,,,,,
player,201712310ram,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201712310ram,ram,CounBl00,fumbles_forced,0,,,,,
player,201712310ram,ram,DaviCo02,def_int,0,,,,,
player,201712310ram,ram,DaviCo02,def_int_yds,0,,,,,
player,201712310ram,ram,DaviCo02,def_int_td,0,,,,,
player,201712310ram,ram,DaviCo02,def_int_long,0,,,,,
player,201712310ram,ram,DaviCo02,pass_defended,1,,,,,
player,201712310ram,ram,DaviCo02,sacks,0.0,,,,,
player,201712310ram,ram,DaviCo02,tackles_combined,3,,,,,
player,201712310ram,ram,DaviCo02,tackles_solo,2,,,,,
player,201712310ram,ram,DaviCo02,tackles_assists,1,,,,,
player,201712310ram,ram,DaviCo02,tackles_loss,0,,,,,
player,201712310ram,ram,DaviCo02,qb_hits,0,,,,,
player,201712310ram,ram,DaviCo02,fumbles_rec,0,,,,,
player,201712310ram,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201712310ram,ram,DaviCo02,fumbles_forced,0,,,,,
player,201712310ram,ram,EbukSa00,def_int,0,,,,,
player,201712310ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201712310ram,ram,EbukSa00,def_int_td,0,,,,,
player,201712310ram,ram,EbukSa00,def_int_long,0,,,,,
player,201712310ram,ram,EbukSa00,pass_defended,0,,,,,
player,201712310ram,ram,EbukSa00,sacks,0.0,,,,,
player,201712310ram,ram,EbukSa00,tackles_combined,3,,,,,
player,201712310ram,ram,EbukSa00,tackles_solo,2,,,,,
player,201712310ram,ram,EbukSa00,tackles_assists,1,,,,,
player,201712310ram,ram,EbukSa00,tackles_loss,0,,,,,
player,201712310ram,ram,EbukSa00,qb_hits,0,,,,,
player,201712310ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201712310ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201712310ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201712310ram,ram,HillTr01,def_int,0,,,,,
player,201712310ram,ram,HillTr01,def_int_yds,0,,,,,
player,201712310ram,ram,HillTr01,def_int_td,0,,,,,
player,201712310ram,ram,HillTr01,def_int_long,0,,,,,
player,201712310ram,ram,HillTr01,pass_defended,0,,,,,
player,201712310ram,ram,HillTr01,sacks,0.0,,,,,
player,201712310ram,ram,HillTr01,tackles_combined,3,,,,,
player,201712310ram,ram,HillTr01,tackles_solo,2,,,,,
player,201712310ram,ram,HillTr01,tackles_assists,1,,,,,
player,201712310ram,ram,HillTr01,tackles_loss,0,,,,,
player,201712310ram,ram,HillTr01,qb_hits,0,,,,,
player,201712310ram,ram,HillTr01,fumbles_rec,0,,,,,
player,201712310ram,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201712310ram,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201712310ram,ram,HillTr01,fumbles_forced,0,,,,,
player,201712310ram,ram,RobeNi00,def_int,0,,,,,
player,201712310ram,ram,RobeNi00,def_int_yds,0,,,,,
player,201712310ram,ram,RobeNi00,def_int_td,0,,,,,
