game,2017,9,20171105,201711050htx,clt,"Indianapolis Colts",20,htx,"Houston Texans",14
team,201711050htx,clt,First Downs,17,,,,,,
team,201711050htx,htx,First Downs,19,,,,,,
team,201711050htx,clt,Rush-Yds-TDs,28-92-0,,,,,,
team,201711050htx,htx,Rush-Yds-TDs,21-94-0,,,,,,
team,201711050htx,clt,Cmp-Att-Yd-TD-INT,20-30-308-2-0,,,,,,
team,201711050htx,htx,Cmp-Att-Yd-TD-INT,19-44-219-1-0,,,,,,
team,201711050htx,clt,Sacked-Yards,3-29,,,,,,
team,201711050htx,htx,Sacked-Yards,2-25,,,,,,
team,201711050htx,clt,Net Pass Yards,279,,,,,,
team,201711050htx,htx,Net Pass Yards,194,,,,,,
team,201711050htx,clt,Total Yards,371,,,,,,
team,201711050htx,htx,Total Yards,288,,,,,,
team,201711050htx,clt,Fumbles-Lost,1-1,,,,,,
team,201711050htx,htx,Fumbles-Lost,2-1,,,,,,
team,201711050htx,clt,Turnovers,1,,,,,,
team,201711050htx,htx,Turnovers,1,,,,,,
team,201711050htx,clt,Penalties-Yards,6-68,,,,,,
team,201711050htx,htx,Penalties-Yards,7-74,,,,,,
team,201711050htx,clt,Third Down Conv.,4-14,,,,,,
team,201711050htx,htx,Third Down Conv.,4-14,,,,,,
team,201711050htx,clt,Fourth Down Conv.,0-0,,,,,,
team,201711050htx,htx,Fourth Down Conv.,0-1,,,,,,
team,201711050htx,clt,Time of Possession,30:59,,,,,,
team,201711050htx,htx,Time of Possession,29:01,,,,,,
player,201711050htx,clt,BrisJa00,pass_cmp,20,,,,,
player,201711050htx,clt,BrisJa00,pass_att,30,,,,,
player,201711050htx,clt,BrisJa00,pass_yds,308,,,,,
player,201711050htx,clt,BrisJa00,pass_td,2,,,,,
player,201711050htx,clt,BrisJa00,pass_int,0,,,,,
player,201711050htx,clt,BrisJa00,pass_sacked,3,,,,,
player,201711050htx,clt,BrisJa00,pass_sacked_yds,29,,,,,
player,201711050htx,clt,BrisJa00,pass_long,80,,,,,
player,201711050htx,clt,BrisJa00,pass_rating,122.6,,,,,
player,201711050htx,clt,BrisJa00,rush_att,2,,,,,
player,201711050htx,clt,BrisJa00,rush_yds,12,,,,,
player,201711050htx,clt,BrisJa00,rush_td,0,,,,,
player,201711050htx,clt,BrisJa00,rush_long,13,,,,,
player,201711050htx,clt,BrisJa00,targets,0,,,,,
player,201711050htx,clt,BrisJa00,rec,0,,,,,
player,201711050htx,clt,BrisJa00,rec_yds,0,,,,,
player,201711050htx,clt,BrisJa00,rec_td,0,,,,,
player,201711050htx,clt,BrisJa00,rec_long,0,,,,,
player,201711050htx,clt,BrisJa00,fumbles,1,,,,,
player,201711050htx,clt,BrisJa00,fumbles_lost,1,,,,,
player,201711050htx,clt,GoreFr00,pass_cmp,0,,,,,
