game,2017,6,20171015,201710150crd,tam,"Tampa Bay Buccaneers",33,crd,"Arizona Cardinals",38
player,201710150crd,tam,WinsJa00,pass_cmp,5,,,,,
player,201710150crd,tam,WinsJa00,pass_att,10,,,,,
player,201710150crd,tam,WinsJa00,pass_yds,61,,,,,
player,201710150crd,tam,WinsJa00,pass_td,0,,,,,
player,201710150crd,tam,WinsJa00,pass_int,0,,,,,
player,201710150crd,tam,WinsJa00,pass_sacked,0,,,,,
player,201710150crd,tam,WinsJa00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,WinsJa00,pass_long,15,,,,,
player,201710150crd,tam,WinsJa00,pass_rating,69.2,,,,,
player,201710150crd,tam,WinsJa00,rush_att,0,,,,,
player,201710150crd,tam,WinsJa00,rush_yds,0,,,,,
player,201710150crd,tam,WinsJa00,rush_td,0,,,,,
player,201710150crd,tam,WinsJa00,rush_long,0,,,,,
player,201710150crd,tam,WinsJa00,targets,0,,,,,
player,201710150crd,tam,WinsJa00,rec,0,,,,,
player,201710150crd,tam,WinsJa00,rec_yds,0,,,,,
player,201710150crd,tam,WinsJa00,rec_td,0,,,,,
player,201710150crd,tam,WinsJa00,rec_long,0,,,,,
player,201710150crd,tam,WinsJa00,fumbles,0,,,,,
player,201710150crd,tam,WinsJa00,fumbles_lost,0,,,,,
player,201710150crd,tam,MartDo00,pass_cmp,0,,,,,
player,201710150crd,tam,MartDo00,pass_att,0,,,,,
player,201710150crd,tam,MartDo00,pass_yds,0,,,,,
player,201710150crd,tam,MartDo00,pass_td,0,,,,,
player,201710150crd,tam,MartDo00,pass_int,0,,,,,
player,201710150crd,tam,MartDo00,pass_sacked,0,,,,,
player,201710150crd,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,MartDo00,pass_long,0,,,,,
player,201710150crd,tam,MartDo00,pass_rating,,,,,,
player,201710150crd,tam,MartDo00,rush_att,14,,,,,
player,201710150crd,tam,MartDo00,rush_yds,53,,,,,
player,201710150crd,tam,MartDo00,rush_td,1,,,,,
player,201710150crd,tam,MartDo00,rush_long,27,,,,,
player,201710150crd,tam,MartDo00,targets,2,,,,,
player,201710150crd,tam,MartDo00,rec,1,,,,,
player,201710150crd,tam,MartDo00,rec_yds,11,,,,,
player,201710150crd,tam,MartDo00,rec_td,0,,,,,
player,201710150crd,tam,MartDo00,rec_long,11,,,,,
player,201710150crd,tam,MartDo00,fumbles,0,,,,,
player,201710150crd,tam,MartDo00,fumbles_lost,0,,,,,
player,201710150crd,tam,ReedBe01,pass_cmp,0,,,,,
player,201710150crd,tam,ReedBe01,pass_att,0,,,,,
player,201710150crd,tam,ReedBe01,pass_yds,0,,,,,
player,201710150crd,tam,ReedBe01,pass_td,0,,,,,
player,201710150crd,tam,ReedBe01,pass_int,0,,,,,
player,201710150crd,tam,ReedBe01,pass_sacked,0,,,,,
player,201710150crd,tam,ReedBe01,pass_sacked_yds,0,,,,,
player,201710150crd,tam,ReedBe01,pass_long,0,,,,,
player,201710150crd,tam,ReedBe01,pass_rating,,,,,,
player,201710150crd,tam,ReedBe01,rush_att,1,,,,,
player,201710150crd,tam,ReedBe01,rush_yds,4,,,,,
player,201710150crd,tam,ReedBe01,rush_td,0,,,,,
player,201710150crd,tam,ReedBe01,rush_long,4,,,,,
player,201710150crd,tam,ReedBe01,targets,0,,,,,
player,201710150crd,tam,ReedBe01,rec,0,,,,,
player,201710150crd,tam,ReedBe01,rec_yds,0,,,,,
player,201710150crd,tam,ReedBe01,rec_td,0,,,,,
player,201710150crd,tam,ReedBe01,rec_long,0,,,,,
player,201710150crd,tam,ReedBe01,fumbles,0,,,,,
player,201710150crd,tam,ReedBe01,fumbles_lost,0,,,,,
player,201710150crd,tam,RodgJa00,pass_cmp,0,,,,,
player,201710150crd,tam,RodgJa00,pass_att,0,,,,,
player,201710150crd,tam,RodgJa00,pass_yds,0,,,,,
player,201710150crd,tam,RodgJa00,pass_td,0,,,,,
player,201710150crd,tam,RodgJa00,pass_int,0,,,,,
player,201710150crd,tam,RodgJa00,pass_sacked,0,,,,,
player,201710150crd,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,RodgJa00,pass_long,0,,,,,
player,201710150crd,tam,RodgJa00,pass_rating,,,,,,
player,201710150crd,tam,RodgJa00,rush_att,3,,,,,
player,201710150crd,tam,RodgJa00,rush_yds,1,,,,,
player,201710150crd,tam,RodgJa00,rush_td,0,,,,,
player,201710150crd,tam,RodgJa00,rush_long,1,,,,,
player,201710150crd,tam,RodgJa00,targets,1,,,,,
player,201710150crd,tam,RodgJa00,rec,1,,,,,
player,201710150crd,tam,RodgJa00,rec_yds,6,,,,,
player,201710150crd,tam,RodgJa00,rec_td,0,,,,,
player,201710150crd,tam,RodgJa00,rec_long,6,,,,,
player,201710150crd,tam,RodgJa00,fumbles,0,,,,,
player,201710150crd,tam,RodgJa00,fumbles_lost,0,,,,,
player,201710150crd,tam,EvanMi00,pass_cmp,0,,,,,
player,201710150crd,tam,EvanMi00,pass_att,0,,,,,
player,201710150crd,tam,EvanMi00,pass_yds,0,,,,,
player,201710150crd,tam,EvanMi00,pass_td,0,,,,,
player,201710150crd,tam,EvanMi00,pass_int,0,,,,,
player,201710150crd,tam,EvanMi00,pass_sacked,0,,,,,
player,201710150crd,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,EvanMi00,pass_long,0,,,,,
player,201710150crd,tam,EvanMi00,pass_rating,,,,,,
player,201710150crd,tam,EvanMi00,rush_att,0,,,,,
player,201710150crd,tam,EvanMi00,rush_yds,0,,,,,
player,201710150crd,tam,EvanMi00,rush_td,0,,,,,
player,201710150crd,tam,EvanMi00,rush_long,0,,,,,
player,201710150crd,tam,EvanMi00,targets,8,,,,,
player,201710150crd,tam,EvanMi00,rec,3,,,,,
player,201710150crd,tam,EvanMi00,rec_yds,95,,,,,
player,201710150crd,tam,EvanMi00,rec_td,1,,,,,
player,201710150crd,tam,EvanMi00,rec_long,41,,,,,
player,201710150crd,tam,EvanMi00,fumbles,0,,,,,
player,201710150crd,tam,EvanMi00,fumbles_lost,0,,,,,
player,201710150crd,tam,BratCa00,pass_cmp,0,,,,,
player,201710150crd,tam,BratCa00,pass_att,0,,,,,
player,201710150crd,tam,BratCa00,pass_yds,0,,,,,
player,201710150crd,tam,BratCa00,pass_td,0,,,,,
player,201710150crd,tam,BratCa00,pass_int,0,,,,,
player,201710150crd,tam,BratCa00,pass_sacked,0,,,,,
player,201710150crd,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,BratCa00,pass_long,0,,,,,
player,201710150crd,tam,BratCa00,pass_rating,,,,,,
player,201710150crd,tam,BratCa00,rush_att,0,,,,,
player,201710150crd,tam,BratCa00,rush_yds,0,,,,,
player,201710150crd,tam,BratCa00,rush_td,0,,,,,
player,201710150crd,tam,BratCa00,rush_long,0,,,,,
player,201710150crd,tam,BratCa00,targets,8,,,,,
player,201710150crd,tam,BratCa00,rec,6,,,,,
player,201710150crd,tam,BratCa00,rec_yds,76,,,,,
player,201710150crd,tam,BratCa00,rec_td,1,,,,,
player,201710150crd,tam,BratCa00,rec_long,21,,,,,
player,201710150crd,tam,BratCa00,fumbles,0,,,,,
player,201710150crd,tam,BratCa00,fumbles_lost,0,,,,,
player,201710150crd,tam,HumpAd00,pass_cmp,0,,,,,
player,201710150crd,tam,HumpAd00,pass_att,0,,,,,
player,201710150crd,tam,HumpAd00,pass_yds,0,,,,,
player,201710150crd,tam,HumpAd00,pass_td,0,,,,,
player,201710150crd,tam,HumpAd00,pass_int,0,,,,,
player,201710150crd,tam,HumpAd00,pass_sacked,0,,,,,
player,201710150crd,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,HumpAd00,pass_long,0,,,,,
player,201710150crd,tam,HumpAd00,pass_rating,,,,,,
player,201710150crd,tam,HumpAd00,rush_att,0,,,,,
player,201710150crd,tam,HumpAd00,rush_yds,0,,,,,
player,201710150crd,tam,HumpAd00,rush_td,0,,,,,
player,201710150crd,tam,HumpAd00,rush_long,0,,,,,
player,201710150crd,tam,HumpAd00,targets,7,,,,,
player,201710150crd,tam,HumpAd00,rec,6,,,,,
player,201710150crd,tam,HumpAd00,rec_yds,51,,,,,
player,201710150crd,tam,HumpAd00,rec_td,0,,,,,
player,201710150crd,tam,HumpAd00,rec_long,27,,,,,
player,201710150crd,tam,HumpAd00,fumbles,0,,,,,
player,201710150crd,tam,HumpAd00,fumbles_lost,0,,,,,
player,201710150crd,tam,SimsCh00,pass_cmp,0,,,,,
player,201710150crd,tam,SimsCh00,pass_att,0,,,,,
player,201710150crd,tam,SimsCh00,pass_yds,0,,,,,
player,201710150crd,tam,SimsCh00,pass_td,0,,,,,
player,201710150crd,tam,SimsCh00,pass_int,0,,,,,
player,201710150crd,tam,SimsCh00,pass_sacked,0,,,,,
player,201710150crd,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,SimsCh00,pass_long,0,,,,,
player,201710150crd,tam,SimsCh00,pass_rating,,,,,,
player,201710150crd,tam,SimsCh00,rush_att,0,,,,,
player,201710150crd,tam,SimsCh00,rush_yds,0,,,,,
player,201710150crd,tam,SimsCh00,rush_td,0,,,,,
player,201710150crd,tam,SimsCh00,rush_long,0,,,,,
player,201710150crd,tam,SimsCh00,targets,5,,,,,
player,201710150crd,tam,SimsCh00,rec,4,,,,,
player,201710150crd,tam,SimsCh00,rec_yds,45,,,,,
player,201710150crd,tam,SimsCh00,rec_td,0,,,,,
player,201710150crd,tam,SimsCh00,rec_long,25,,,,,
player,201710150crd,tam,SimsCh00,fumbles,0,,,,,
player,201710150crd,tam,SimsCh00,fumbles_lost,0,,,,,
player,201710150crd,tam,JackDe00,pass_cmp,0,,,,,
player,201710150crd,tam,JackDe00,pass_att,0,,,,,
player,201710150crd,tam,JackDe00,pass_yds,0,,,,,
player,201710150crd,tam,JackDe00,pass_td,0,,,,,
player,201710150crd,tam,JackDe00,pass_int,0,,,,,
player,201710150crd,tam,JackDe00,pass_sacked,0,,,,,
player,201710150crd,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,JackDe00,pass_long,0,,,,,
player,201710150crd,tam,JackDe00,pass_rating,,,,,,
player,201710150crd,tam,JackDe00,rush_att,0,,,,,
player,201710150crd,tam,JackDe00,rush_yds,0,,,,,
player,201710150crd,tam,JackDe00,rush_td,0,,,,,
player,201710150crd,tam,JackDe00,rush_long,0,,,,,
player,201710150crd,tam,JackDe00,targets,6,,,,,
player,201710150crd,tam,JackDe00,rec,3,,,,,
player,201710150crd,tam,JackDe00,rec_yds,38,,,,,
player,201710150crd,tam,JackDe00,rec_td,1,,,,,
player,201710150crd,tam,JackDe00,rec_long,27,,,,,
player,201710150crd,tam,JackDe00,fumbles,0,,,,,
player,201710150crd,tam,JackDe00,fumbles_lost,0,,,,,
player,201710150crd,tam,HowaO.00,pass_cmp,0,,,,,
player,201710150crd,tam,HowaO.00,pass_att,0,,,,,
player,201710150crd,tam,HowaO.00,pass_yds,0,,,,,
player,201710150crd,tam,HowaO.00,pass_td,0,,,,,
player,201710150crd,tam,HowaO.00,pass_int,0,,,,,
player,201710150crd,tam,HowaO.00,pass_sacked,0,,,,,
player,201710150crd,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,HowaO.00,pass_long,0,,,,,
player,201710150crd,tam,HowaO.00,pass_rating,,,,,,
player,201710150crd,tam,HowaO.00,rush_att,0,,,,,
player,201710150crd,tam,HowaO.00,rush_yds,0,,,,,
player,201710150crd,tam,HowaO.00,rush_td,0,,,,,
player,201710150crd,tam,HowaO.00,rush_long,0,,,,,
player,201710150crd,tam,HowaO.00,targets,3,,,,,
player,201710150crd,tam,HowaO.00,rec,1,,,,,
player,201710150crd,tam,HowaO.00,rec_yds,15,,,,,
player,201710150crd,tam,HowaO.00,rec_td,0,,,,,
player,201710150crd,tam,HowaO.00,rec_long,15,,,,,
player,201710150crd,tam,HowaO.00,fumbles,0,,,,,
player,201710150crd,tam,HowaO.00,fumbles_lost,0,,,,,
player,201710150crd,tam,GodwCh00,pass_cmp,0,,,,,
player,201710150crd,tam,GodwCh00,pass_att,0,,,,,
player,201710150crd,tam,GodwCh00,pass_yds,0,,,,,
player,201710150crd,tam,GodwCh00,pass_td,0,,,,,
player,201710150crd,tam,GodwCh00,pass_int,0,,,,,
player,201710150crd,tam,GodwCh00,pass_sacked,0,,,,,
player,201710150crd,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,GodwCh00,pass_long,0,,,,,
player,201710150crd,tam,GodwCh00,pass_rating,,,,,,
player,201710150crd,tam,GodwCh00,rush_att,0,,,,,
player,201710150crd,tam,GodwCh00,rush_yds,0,,,,,
player,201710150crd,tam,GodwCh00,rush_td,0,,,,,
player,201710150crd,tam,GodwCh00,rush_long,0,,,,,
player,201710150crd,tam,GodwCh00,targets,1,,,,,
player,201710150crd,tam,GodwCh00,rec,1,,,,,
player,201710150crd,tam,GodwCh00,rec_yds,9,,,,,
player,201710150crd,tam,GodwCh00,rec_td,0,,,,,
player,201710150crd,tam,GodwCh00,rec_long,9,,,,,
player,201710150crd,tam,GodwCh00,fumbles,0,,,,,
player,201710150crd,tam,GodwCh00,fumbles_lost,0,,,,,
player,201710150crd,tam,StocLu00,pass_cmp,0,,,,,
player,201710150crd,tam,StocLu00,pass_att,0,,,,,
player,201710150crd,tam,StocLu00,pass_yds,0,,,,,
player,201710150crd,tam,StocLu00,pass_td,0,,,,,
player,201710150crd,tam,StocLu00,pass_int,0,,,,,
player,201710150crd,tam,StocLu00,pass_sacked,0,,,,,
player,201710150crd,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201710150crd,tam,StocLu00,pass_long,0,,,,,
player,201710150crd,tam,StocLu00,pass_rating,,,,,,
player,201710150crd,tam,StocLu00,rush_att,0,,,,,
player,201710150crd,tam,StocLu00,rush_yds,0,,,,,
player,201710150crd,tam,StocLu00,rush_td,0,,,,,
player,201710150crd,tam,StocLu00,rush_long,0,,,,,
player,201710150crd,tam,StocLu00,targets,1,,,,,
player,201710150crd,tam,StocLu00,rec,1,,,,,
player,201710150crd,tam,StocLu00,rec_yds,5,,,,,
player,201710150crd,tam,StocLu00,rec_td,0,,,,,
player,201710150crd,tam,StocLu00,rec_long,5,,,,,
player,201710150crd,tam,StocLu00,fumbles,0,,,,,
player,201710150crd,tam,StocLu00,fumbles_lost,0,,,,,
player,201710150crd,crd,PalmCa00,pass_cmp,18,,,,,
player,201710150crd,crd,PalmCa00,pass_att,22,,,,,
player,201710150crd,crd,PalmCa00,pass_yds,283,,,,,
player,201710150crd,crd,PalmCa00,pass_td,3,,,,,
player,201710150crd,crd,PalmCa00,pass_int,1,,,,,
player,201710150crd,crd,PalmCa00,pass_sacked,2,,,,,
player,201710150crd,crd,PalmCa00,pass_sacked_yds,11,,,,,
player,201710150crd,crd,PalmCa00,pass_long,31,,,,,
player,201710150crd,crd,PalmCa00,pass_rating,139.4,,,,,
player,201710150crd,crd,PalmCa00,rush_att,5,,,,,
player,201710150crd,crd,PalmCa00,rush_yds,-4,,,,,
player,201710150crd,crd,PalmCa00,rush_td,0,,,,,
player,201710150crd,crd,PalmCa00,rush_long,0,,,,,
player,201710150crd,crd,PalmCa00,targets,0,,,,,
player,201710150crd,crd,PalmCa00,rec,0,,,,,
player,201710150crd,crd,PalmCa00,rec_yds,0,,,,,
player,201710150crd,crd,PalmCa00,rec_td,0,,,,,
player,201710150crd,crd,PalmCa00,rec_long,0,,,,,
player,201710150crd,crd,PalmCa00,fumbles,1,,,,,
player,201710150crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201710150crd,crd,PeteAd01,pass_cmp,0,,,,,
player,201710150crd,crd,PeteAd01,pass_att,0,,,,,
player,201710150crd,crd,PeteAd01,pass_yds,0,,,,,
player,201710150crd,crd,PeteAd01,pass_td,0,,,,,
player,201710150crd,crd,PeteAd01,pass_int,0,,,,,
player,201710150crd,crd,PeteAd01,pass_sacked,0,,,,,
player,201710150crd,crd,PeteAd01,pass_sacked_yds,0,,,,,
player,201710150crd,crd,PeteAd01,pass_long,0,,,,,
player,201710150crd,crd,PeteAd01,pass_rating,,,,,,
player,201710150crd,crd,PeteAd01,rush_att,26,,,,,
player,201710150crd,crd,PeteAd01,rush_yds,134,,,,,
player,201710150crd,crd,PeteAd01,rush_td,2,,,,,
player,201710150crd,crd,PeteAd01,rush_long,27,,,,,
player,201710150crd,crd,PeteAd01,targets,0,,,,,
player,201710150crd,crd,PeteAd01,rec,0,,,,,
player,201710150crd,crd,PeteAd01,rec_yds,0,,,,,
player,201710150crd,crd,PeteAd01,rec_td,0,,,,,
player,201710150crd,crd,PeteAd01,rec_long,0,,,,,
player,201710150crd,crd,PeteAd01,fumbles,1,,,,,
player,201710150crd,crd,PeteAd01,fumbles_lost,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_att,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_td,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_int,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_long,0,,,,,
player,201710150crd,crd,NelsJJ00,pass_rating,,,,,,
player,201710150crd,crd,NelsJJ00,rush_att,1,,,,,
player,201710150crd,crd,NelsJJ00,rush_yds,16,,,,,
player,201710150crd,crd,NelsJJ00,rush_td,0,,,,,
player,201710150crd,crd,NelsJJ00,rush_long,16,,,,,
player,201710150crd,crd,NelsJJ00,targets,1,,,,,
player,201710150crd,crd,NelsJJ00,rec,0,,,,,
player,201710150crd,crd,NelsJJ00,rec_yds,0,,,,,
player,201710150crd,crd,NelsJJ00,rec_td,0,,,,,
player,201710150crd,crd,NelsJJ00,rec_long,0,,,,,
player,201710150crd,crd,NelsJJ00,fumbles,0,,,,,
player,201710150crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201710150crd,crd,WillKe05,pass_cmp,0,,,,,
player,201710150crd,crd,WillKe05,pass_att,0,,,,,
player,201710150crd,crd,WillKe05,pass_yds,0,,,,,
player,201710150crd,crd,WillKe05,pass_td,0,,,,,
player,201710150crd,crd,WillKe05,pass_int,0,,,,,
player,201710150crd,crd,WillKe05,pass_sacked,0,,,,,
player,201710150crd,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201710150crd,crd,WillKe05,pass_long,0,,,,,
player,201710150crd,crd,WillKe05,pass_rating,,,,,,
player,201710150crd,crd,WillKe05,rush_att,3,,,,,
player,201710150crd,crd,WillKe05,rush_yds,14,,,,,
player,201710150crd,crd,WillKe05,rush_td,0,,,,,
player,201710150crd,crd,WillKe05,rush_long,11,,,,,
player,201710150crd,crd,WillKe05,targets,0,,,,,
player,201710150crd,crd,WillKe05,rec,0,,,,,
player,201710150crd,crd,WillKe05,rec_yds,0,,,,,
player,201710150crd,crd,WillKe05,rec_td,0,,,,,
player,201710150crd,crd,WillKe05,rec_long,0,,,,,
player,201710150crd,crd,WillKe05,fumbles,0,,,,,
player,201710150crd,crd,WillKe05,fumbles_lost,0,,,,,
player,201710150crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201710150crd,crd,FitzLa00,pass_att,0,,,,,
player,201710150crd,crd,FitzLa00,pass_yds,0,,,,,
player,201710150crd,crd,FitzLa00,pass_td,0,,,,,
player,201710150crd,crd,FitzLa00,pass_int,0,,,,,
player,201710150crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201710150crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201710150crd,crd,FitzLa00,pass_long,0,,,,,
player,201710150crd,crd,FitzLa00,pass_rating,,,,,,
player,201710150crd,crd,FitzLa00,rush_att,0,,,,,
player,201710150crd,crd,FitzLa00,rush_yds,0,,,,,
player,201710150crd,crd,FitzLa00,rush_td,0,,,,,
player,201710150crd,crd,FitzLa00,rush_long,0,,,,,
player,201710150crd,crd,FitzLa00,targets,11,,,,,
player,201710150crd,crd,FitzLa00,rec,10,,,,,
player,201710150crd,crd,FitzLa00,rec_yds,138,,,,,
player,201710150crd,crd,FitzLa00,rec_td,1,,,,,
player,201710150crd,crd,FitzLa00,rec_long,29,,,,,
player,201710150crd,crd,FitzLa00,fumbles,1,,,,,
player,201710150crd,crd,FitzLa00,fumbles_lost,1,,,,,
player,201710150crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201710150crd,crd,BrowJo02,pass_att,0,,,,,
player,201710150crd,crd,BrowJo02,pass_yds,0,,,,,
player,201710150crd,crd,BrowJo02,pass_td,0,,,,,
player,201710150crd,crd,BrowJo02,pass_int,0,,,,,
player,201710150crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201710150crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201710150crd,crd,BrowJo02,pass_long,0,,,,,
player,201710150crd,crd,BrowJo02,pass_rating,,,,,,
player,201710150crd,crd,BrowJo02,rush_att,0,,,,,
player,201710150crd,crd,BrowJo02,rush_yds,0,,,,,
player,201710150crd,crd,BrowJo02,rush_td,0,,,,,
player,201710150crd,crd,BrowJo02,rush_long,0,,,,,
player,201710150crd,crd,BrowJo02,targets,4,,,,,
player,201710150crd,crd,BrowJo02,rec,3,,,,,
player,201710150crd,crd,BrowJo02,rec_yds,63,,,,,
player,201710150crd,crd,BrowJo02,rec_td,1,,,,,
player,201710150crd,crd,BrowJo02,rec_long,31,,,,,
player,201710150crd,crd,BrowJo02,fumbles,0,,,,,
player,201710150crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201710150crd,crd,GresJe00,pass_cmp,0,,,,,
player,201710150crd,crd,GresJe00,pass_att,0,,,,,
player,201710150crd,crd,GresJe00,pass_yds,0,,,,,
player,201710150crd,crd,GresJe00,pass_td,0,,,,,
player,201710150crd,crd,GresJe00,pass_int,0,,,,,
player,201710150crd,crd,GresJe00,pass_sacked,0,,,,,
player,201710150crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201710150crd,crd,GresJe00,pass_long,0,,,,,
player,201710150crd,crd,GresJe00,pass_rating,,,,,,
player,201710150crd,crd,GresJe00,rush_att,0,,,,,
player,201710150crd,crd,GresJe00,rush_yds,0,,,,,
player,201710150crd,crd,GresJe00,rush_td,0,,,,,
player,201710150crd,crd,GresJe00,rush_long,0,,,,,
player,201710150crd,crd,GresJe00,targets,2,,,,,
player,201710150crd,crd,GresJe00,rec,2,,,,,
player,201710150crd,crd,GresJe00,rec_yds,32,,,,,
player,201710150crd,crd,GresJe00,rec_td,0,,,,,
player,201710150crd,crd,GresJe00,rec_long,18,,,,,
player,201710150crd,crd,GresJe00,fumbles,0,,,,,
player,201710150crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201710150crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201710150crd,crd,BrowJa03,pass_att,0,,,,,
player,201710150crd,crd,BrowJa03,pass_yds,0,,,,,
player,201710150crd,crd,BrowJa03,pass_td,0,,,,,
player,201710150crd,crd,BrowJa03,pass_int,0,,,,,
player,201710150crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201710150crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201710150crd,crd,BrowJa03,pass_long,0,,,,,
player,201710150crd,crd,BrowJa03,pass_rating,,,,,,
player,201710150crd,crd,BrowJa03,rush_att,0,,,,,
player,201710150crd,crd,BrowJa03,rush_yds,0,,,,,
player,201710150crd,crd,BrowJa03,rush_td,0,,,,,
player,201710150crd,crd,BrowJa03,rush_long,0,,,,,
player,201710150crd,crd,BrowJa03,targets,1,,,,,
player,201710150crd,crd,BrowJa03,rec,1,,,,,
player,201710150crd,crd,BrowJa03,rec_yds,30,,,,,
player,201710150crd,crd,BrowJa03,rec_td,0,,,,,
player,201710150crd,crd,BrowJa03,rec_long,30,,,,,
player,201710150crd,crd,BrowJa03,fumbles,0,,,,,
player,201710150crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201710150crd,crd,NiklTr00,pass_cmp,0,,,,,
player,201710150crd,crd,NiklTr00,pass_att,0,,,,,
player,201710150crd,crd,NiklTr00,pass_yds,0,,,,,
player,201710150crd,crd,NiklTr00,pass_td,0,,,,,
player,201710150crd,crd,NiklTr00,pass_int,0,,,,,
player,201710150crd,crd,NiklTr00,pass_sacked,0,,,,,
player,201710150crd,crd,NiklTr00,pass_sacked_yds,0,,,,,
player,201710150crd,crd,NiklTr00,pass_long,0,,,,,
player,201710150crd,crd,NiklTr00,pass_rating,,,,,,
player,201710150crd,crd,NiklTr00,rush_att,0,,,,,
player,201710150crd,crd,NiklTr00,rush_yds,0,,,,,
player,201710150crd,crd,NiklTr00,rush_td,0,,,,,
player,201710150crd,crd,NiklTr00,rush_long,0,,,,,
