game,2017,4,20171001,201710010mia,nor,"New Orleans Saints",20,mia,"Miami Dolphins",0
player,201710010mia,mia,WillDa05,fumbles_rec_td,0,,,,,
player,201710010mia,mia,WillDa05,fumbles_forced,0,,,,,
player,201710010mia,nor,GinnTe00,kick_ret,0,,,,,
player,201710010mia,nor,GinnTe00,kick_ret_yds,0,,,,,
player,201710010mia,nor,GinnTe00,kick_ret_yds_per_ret,,,,,,
player,201710010mia,nor,GinnTe00,kick_ret_td,0,,,,,
player,201710010mia,nor,GinnTe00,kick_ret_long,0,,,,,
player,201710010mia,nor,GinnTe00,punt_ret,3,,,,,
player,201710010mia,nor,GinnTe00,punt_ret_yds,26,,,,,
player,201710010mia,nor,GinnTe00,punt_ret_yds_per_ret,8.7,,,,,
player,201710010mia,nor,GinnTe00,punt_ret_td,0,,,,,
player,201710010mia,nor,GinnTe00,punt_ret_long,17,,,,,
player,201710010mia,nor,KamaAl00,kick_ret,1,,,,,
player,201710010mia,nor,KamaAl00,kick_ret_yds,23,,,,,
player,201710010mia,nor,KamaAl00,kick_ret_yds_per_ret,23.0,,,,,
player,201710010mia,nor,KamaAl00,kick_ret_td,0,,,,,
player,201710010mia,nor,KamaAl00,kick_ret_long,23,,,,,
player,201710010mia,nor,KamaAl00,punt_ret,0,,,,,
player,201710010mia,nor,KamaAl00,punt_ret_yds,0,,,,,
player,201710010mia,nor,KamaAl00,punt_ret_yds_per_ret,,,,,,
player,201710010mia,nor,KamaAl00,punt_ret_td,0,,,,,
player,201710010mia,nor,KamaAl00,punt_ret_long,0,,,,,
player,201710010mia,mia,LandJa00,kick_ret,0,,,,,
player,201710010mia,mia,LandJa00,kick_ret_yds,0,,,,,
player,201710010mia,mia,LandJa00,kick_ret_yds_per_ret,,,,,,
player,201710010mia,mia,LandJa00,kick_ret_td,0,,,,,
player,201710010mia,mia,LandJa00,kick_ret_long,0,,,,,
player,201710010mia,mia,LandJa00,punt_ret,2,,,,,
player,201710010mia,mia,LandJa00,punt_ret_yds,9,,,,,
player,201710010mia,mia,LandJa00,punt_ret_yds_per_ret,4.5,,,,,
player,201710010mia,mia,LandJa00,punt_ret_td,0,,,,,
player,201710010mia,mia,LandJa00,punt_ret_long,9,,,,,
player,201710010mia,mia,GranJa00,kick_ret,2,,,,,
player,201710010mia,mia,GranJa00,kick_ret_yds,45,,,,,
player,201710010mia,mia,GranJa00,kick_ret_yds_per_ret,22.5,,,,,
player,201710010mia,mia,GranJa00,kick_ret_td,0,,,,,
player,201710010mia,mia,GranJa00,kick_ret_long,23,,,,,
player,201710010mia,mia,GranJa00,punt_ret,0,,,,,
player,201710010mia,mia,GranJa00,punt_ret_yds,0,,,,,
player,201710010mia,mia,GranJa00,punt_ret_yds_per_ret,,,,,,
player,201710010mia,mia,GranJa00,punt_ret_td,0,,,,,
player,201710010mia,mia,GranJa00,punt_ret_long,0,,,,,
player,201710010mia,nor,LutzWi00,xpm,2,,,,,
player,201710010mia,nor,LutzWi00,xpa,2,,,,,
player,201710010mia,nor,LutzWi00,fgm,2,,,,,
player,201710010mia,nor,LutzWi00,fga,3,,,,,
player,201710010mia,nor,LutzWi00,punt,0,,,,,
player,201710010mia,nor,LutzWi00,punt_yds,0,,,,,
player,201710010mia,nor,LutzWi00,punt_yds_per_punt,,,,,,
player,201710010mia,nor,LutzWi00,punt_long,0,,,,,
player,201710010mia,nor,MorsTh00,xpm,,,,,,
player,201710010mia,nor,MorsTh00,xpa,,,,,,
player,201710010mia,nor,MorsTh00,fgm,,,,,,
player,201710010mia,nor,MorsTh00,fga,,,,,,
player,201710010mia,nor,MorsTh00,punt,3,,,,,
player,201710010mia,nor,MorsTh00,punt_yds,141,,,,,
player,201710010mia,nor,MorsTh00,punt_yds_per_punt,47.0,,,,,
player,201710010mia,nor,MorsTh00,punt_long,58,,,,,
player,201710010mia,mia,HaacMa00,xpm,,,,,,
player,201710010mia,mia,HaacMa00,xpa,,,,,,
player,201710010mia,mia,HaacMa00,fgm,,,,,,
player,201710010mia,mia,HaacMa00,fga,,,,,,
player,201710010mia,mia,HaacMa00,punt,6,,,,,
player,201710010mia,mia,HaacMa00,punt_yds,263,,,,,
player,201710010mia,mia,HaacMa00,punt_yds_per_punt,43.8,,,,,
player,201710010mia,mia,HaacMa00,punt_long,49,,,,,
player,201710010mia,mia,CutlJa00,pos,QB,,,,,
player,201710010mia,mia,CutlJa00,offense,52,,,,,
player,201710010mia,mia,CutlJa00,off_pct,100%,,,,,
player,201710010mia,mia,CutlJa00,defense,0,,,,,
player,201710010mia,mia,CutlJa00,def_pct,0%,,,,,
player,201710010mia,mia,CutlJa00,special_teams,0,,,,,
player,201710010mia,mia,CutlJa00,st_pct,0%,,,,,
player,201710010mia,mia,PounMi00,pos,C,,,,,
player,201710010mia,mia,PounMi00,offense,52,,,,,
player,201710010mia,mia,PounMi00,off_pct,100%,,,,,
player,201710010mia,mia,PounMi00,defense,0,,,,,
player,201710010mia,mia,PounMi00,def_pct,0%,,,,,
player,201710010mia,mia,PounMi00,special_teams,0,,,,,
player,201710010mia,mia,PounMi00,st_pct,0%,,,,,
player,201710010mia,mia,JameJa01,pos,T,,,,,
player,201710010mia,mia,JameJa01,offense,52,,,,,
player,201710010mia,mia,JameJa01,off_pct,100%,,,,,
player,201710010mia,mia,JameJa01,defense,0,,,,,
player,201710010mia,mia,JameJa01,def_pct,0%,,,,,
player,201710010mia,mia,JameJa01,special_teams,0,,,,,
player,201710010mia,mia,JameJa01,st_pct,0%,,,,,
player,201710010mia,mia,BushJe20,pos,G,,,,,
player,201710010mia,mia,BushJe20,offense,52,,,,,
player,201710010mia,mia,BushJe20,off_pct,100%,,,,,
player,201710010mia,mia,BushJe20,defense,0,,,,,
player,201710010mia,mia,BushJe20,def_pct,0%,,,,,
player,201710010mia,mia,BushJe20,special_teams,0,,,,,
player,201710010mia,mia,BushJe20,st_pct,0%,,,,,
player,201710010mia,mia,TunsLa00,pos,T,,,,,
player,201710010mia,mia,TunsLa00,offense,52,,,,,
player,201710010mia,mia,TunsLa00,off_pct,100%,,,,,
player,201710010mia,mia,TunsLa00,defense,0,,,,,
player,201710010mia,mia,TunsLa00,def_pct,0%,,,,,
player,201710010mia,mia,TunsLa00,special_teams,0,,,,,
player,201710010mia,mia,TunsLa00,st_pct,0%,,,,,
player,201710010mia,mia,StilKe00,pos,WR,,,,,
player,201710010mia,mia,StilKe00,offense,47,,,,,
player,201710010mia,mia,StilKe00,off_pct,90%,,,,,
player,201710010mia,mia,StilKe00,defense,0,,,,,
player,201710010mia,mia,StilKe00,def_pct,0%,,,,,
player,201710010mia,mia,StilKe00,special_teams,0,,,,,
player,201710010mia,mia,StilKe00,st_pct,0%,,,,,
player,201710010mia,mia,ParkDe01,pos,WR,,,,,
player,201710010mia,mia,ParkDe01,offense,47,,,,,
player,201710010mia,mia,ParkDe01,off_pct,90%,,,,,
player,201710010mia,mia,ParkDe01,defense,0,,,,,
player,201710010mia,mia,ParkDe01,def_pct,0%,,,,,
player,201710010mia,mia,ParkDe01,special_teams,0,,,,,
player,201710010mia,mia,ParkDe01,st_pct,0%,,,,,
player,201710010mia,mia,LandJa00,pos,WR,,,,,
player,201710010mia,mia,LandJa00,offense,46,,,,,
player,201710010mia,mia,LandJa00,off_pct,88%,,,,,
player,201710010mia,mia,LandJa00,defense,0,,,,,
player,201710010mia,mia,LandJa00,def_pct,0%,,,,,
player,201710010mia,mia,LandJa00,special_teams,3,,,,,
player,201710010mia,mia,LandJa00,st_pct,16%,,,,,
player,201710010mia,mia,SteeAn00,pos,G,,,,,
player,201710010mia,mia,SteeAn00,offense,43,,,,,
player,201710010mia,mia,SteeAn00,off_pct,83%,,,,,
player,201710010mia,mia,SteeAn00,defense,0,,,,,
player,201710010mia,mia,SteeAn00,def_pct,0%,,,,,
player,201710010mia,mia,SteeAn00,special_teams,0,,,,,
player,201710010mia,mia,SteeAn00,st_pct,0%,,,,,
player,201710010mia,mia,ThomJu00,pos,TE,,,,,
player,201710010mia,mia,ThomJu00,offense,39,,,,,
player,201710010mia,mia,ThomJu00,off_pct,75%,,,,,
player,201710010mia,mia,ThomJu00,defense,0,,,,,
player,201710010mia,mia,ThomJu00,def_pct,0%,,,,,
player,201710010mia,mia,ThomJu00,special_teams,0,,,,,
player,201710010mia,mia,ThomJu00,st_pct,0%,,,,,
player,201710010mia,mia,AjayJa00,pos,RB,,,,,
player,201710010mia,mia,AjayJa00,offense,32,,,,,
player,201710010mia,mia,AjayJa00,off_pct,62%,,,,,
player,201710010mia,mia,AjayJa00,defense,0,,,,,
player,201710010mia,mia,AjayJa00,def_pct,0%,,,,,
player,201710010mia,mia,AjayJa00,special_teams,0,,,,,
player,201710010mia,mia,AjayJa00,st_pct,0%,,,,,
player,201710010mia,mia,FasaAn00,pos,TE,,,,,
player,201710010mia,mia,FasaAn00,offense,18,,,,,
player,201710010mia,mia,FasaAn00,off_pct,35%,,,,,
player,201710010mia,mia,FasaAn00,defense,0,,,,,
player,201710010mia,mia,FasaAn00,def_pct,0%,,,,,
player,201710010mia,mia,FasaAn00,special_teams,0,,,,,
player,201710010mia,mia,FasaAn00,st_pct,0%,,,,,
player,201710010mia,mia,WillDa05,pos,RB,,,,,
player,201710010mia,mia,WillDa05,offense,11,,,,,
player,201710010mia,mia,WillDa05,off_pct,21%,,,,,
player,201710010mia,mia,WillDa05,defense,0,,,,,
player,201710010mia,mia,WillDa05,def_pct,0%,,,,,
player,201710010mia,mia,WillDa05,special_teams,10,,,,,
player,201710010mia,mia,WillDa05,st_pct,53%,,,,,
player,201710010mia,mia,DrakKe00,pos,RB,,,,,
player,201710010mia,mia,DrakKe00,offense,9,,,,,
player,201710010mia,mia,DrakKe00,off_pct,17%,,,,,
player,201710010mia,mia,DrakKe00,defense,0,,,,,
player,201710010mia,mia,DrakKe00,def_pct,0%,,,,,
player,201710010mia,mia,DrakKe00,special_teams,13,,,,,
player,201710010mia,mia,DrakKe00,st_pct,68%,,,,,
player,201710010mia,mia,DaviJe00,pos,G,,,,,
player,201710010mia,mia,DaviJe00,offense,9,,,,,
player,201710010mia,mia,DaviJe00,off_pct,17%,,,,,
player,201710010mia,mia,DaviJe00,defense,0,,,,,
player,201710010mia,mia,DaviJe00,def_pct,0%,,,,,
player,201710010mia,mia,DaviJe00,special_teams,0,,,,,
player,201710010mia,mia,DaviJe00,st_pct,0%,,,,,
player,201710010mia,mia,GranJa00,pos,WR,,,,,
player,201710010mia,mia,GranJa00,offense,5,,,,,
player,201710010mia,mia,GranJa00,off_pct,10%,,,,,
player,201710010mia,mia,GranJa00,defense,0,,,,,
player,201710010mia,mia,GranJa00,def_pct,0%,,,,,
player,201710010mia,mia,GranJa00,special_teams,4,,,,,
player,201710010mia,mia,GranJa00,st_pct,21%,,,,,
player,201710010mia,mia,GrayMa00,pos,TE,,,,,
player,201710010mia,mia,GrayMa00,offense,3,,,,,
player,201710010mia,mia,GrayMa00,off_pct,6%,,,,,
player,201710010mia,mia,GrayMa00,defense,0,,,,,
player,201710010mia,mia,GrayMa00,def_pct,0%,,,,,
player,201710010mia,mia,GrayMa00,special_teams,10,,,,,
player,201710010mia,mia,GrayMa00,st_pct,53%,,,,,
player,201710010mia,mia,CarrLe00,pos,WR,,,,,
player,201710010mia,mia,CarrLe00,offense,3,,,,,
player,201710010mia,mia,CarrLe00,off_pct,6%,,,,,
player,201710010mia,mia,CarrLe00,defense,0,,,,,
player,201710010mia,mia,CarrLe00,def_pct,0%,,,,,
player,201710010mia,mia,CarrLe00,special_teams,6,,,,,
player,201710010mia,mia,CarrLe00,st_pct,32%,,,,,
player,201710010mia,mia,AlleNa99,pos,FS,,,,,
player,201710010mia,mia,AlleNa99,offense,0,,,,,
player,201710010mia,mia,AlleNa99,off_pct,0%,,,,,
player,201710010mia,mia,AlleNa99,defense,74,,,,,
player,201710010mia,mia,AlleNa99,def_pct,100%,,,,,
player,201710010mia,mia,AlleNa99,special_teams,0,,,,,
player,201710010mia,mia,AlleNa99,st_pct,0%,,,,,
player,201710010mia,mia,TimmLa99,pos,LB,,,,,
player,201710010mia,mia,TimmLa99,offense,0,,,,,
player,201710010mia,mia,TimmLa99,off_pct,0%,,,,,
player,201710010mia,mia,TimmLa99,defense,74,,,,,
player,201710010mia,mia,TimmLa99,def_pct,100%,,,,,
player,201710010mia,mia,TimmLa99,special_teams,0,,,,,
player,201710010mia,mia,TimmLa99,st_pct,0%,,,,,
player,201710010mia,mia,AlonKi00,pos,LB,,,,,
player,201710010mia,mia,AlonKi00,offense,0,,,,,
player,201710010mia,mia,AlonKi00,off_pct,0%,,,,,
player,201710010mia,mia,AlonKi00,defense,74,,,,,
player,201710010mia,mia,AlonKi00,def_pct,100%,,,,,
player,201710010mia,mia,AlonKi00,special_teams,0,,,,,
player,201710010mia,mia,AlonKi00,st_pct,0%,,,,,
player,201710010mia,mia,TankCo00,pos,CB,,,,,
player,201710010mia,mia,TankCo00,offense,0,,,,,
player,201710010mia,mia,TankCo00,off_pct,0%,,,,,
player,201710010mia,mia,TankCo00,defense,73,,,,,
player,201710010mia,mia,TankCo00,def_pct,99%,,,,,
player,201710010mia,mia,TankCo00,special_teams,0,,,,,
player,201710010mia,mia,TankCo00,st_pct,0%,,,,,
player,201710010mia,mia,HowaXa00,pos,CB,,,,,
player,201710010mia,mia,HowaXa00,offense,0,,,,,
player,201710010mia,mia,HowaXa00,off_pct,0%,,,,,
player,201710010mia,mia,HowaXa00,defense,72,,,,,
player,201710010mia,mia,HowaXa00,def_pct,97%,,,,,
player,201710010mia,mia,HowaXa00,special_teams,5,,,,,
player,201710010mia,mia,HowaXa00,st_pct,26%,,,,,
player,201710010mia,mia,JoneRe99,pos,SS,,,,,
player,201710010mia,mia,JoneRe99,offense,0,,,,,
player,201710010mia,mia,JoneRe99,off_pct,0%,,,,,
player,201710010mia,mia,JoneRe99,defense,70,,,,,
player,201710010mia,mia,JoneRe99,def_pct,95%,,,,,
player,201710010mia,mia,JoneRe99,special_teams,0,,,,,
player,201710010mia,mia,JoneRe99,st_pct,0%,,,,,
player,201710010mia,mia,SuhxNd99,pos,DT,,,,,
player,201710010mia,mia,SuhxNd99,offense,0,,,,,
player,201710010mia,mia,SuhxNd99,off_pct,0%,,,,,
player,201710010mia,mia,SuhxNd99,defense,67,,,,,
player,201710010mia,mia,SuhxNd99,def_pct,91%,,,,,
player,201710010mia,mia,SuhxNd99,special_teams,0,,,,,
player,201710010mia,mia,SuhxNd99,st_pct,0%,,,,,
player,201710010mia,mia,BranAn00,pos,DE,,,,,
player,201710010mia,mia,BranAn00,offense,0,,,,,
player,201710010mia,mia,BranAn00,off_pct,0%,,,,,
player,201710010mia,mia,BranAn00,defense,50,,,,,
player,201710010mia,mia,BranAn00,def_pct,68%,,,,,
player,201710010mia,mia,BranAn00,special_teams,0,,,,,
player,201710010mia,mia,BranAn00,st_pct,0%,,,,,
player,201710010mia,mia,McCaBo01,pos,CB,,,,,
player,201710010mia,mia,McCaBo01,offense,0,,,,,
player,201710010mia,mia,McCaBo01,off_pct,0%,,,,,
player,201710010mia,mia,McCaBo01,defense,46,,,,,
player,201710010mia,mia,McCaBo01,def_pct,62%,,,,,
player,201710010mia,mia,McCaBo01,special_teams,9,,,,,
player,201710010mia,mia,McCaBo01,st_pct,47%,,,,,
player,201710010mia,mia,WakeCa00,pos,DE,,,,,
player,201710010mia,mia,WakeCa00,offense,0,,,,,
player,201710010mia,mia,WakeCa00,off_pct,0%,,,,,
player,201710010mia,mia,WakeCa00,defense,46,,,,,
player,201710010mia,mia,WakeCa00,def_pct,62%,,,,,
player,201710010mia,mia,WakeCa00,special_teams,0,,,,,
player,201710010mia,mia,WakeCa00,st_pct,0%,,,,,
player,201710010mia,mia,GodcDa00,pos,DT,,,,,
player,201710010mia,mia,GodcDa00,offense,0,,,,,
player,201710010mia,mia,GodcDa00,off_pct,0%,,,,,
player,201710010mia,mia,GodcDa00,defense,42,,,,,
player,201710010mia,mia,GodcDa00,def_pct,57%,,,,,
player,201710010mia,mia,GodcDa00,special_teams,5,,,,,
player,201710010mia,mia,GodcDa00,st_pct,26%,,,,,
player,201710010mia,mia,HarrCh03,pos,DE,,,,,
player,201710010mia,mia,HarrCh03,offense,0,,,,,
player,201710010mia,mia,HarrCh03,off_pct,0%,,,,,
player,201710010mia,mia,HarrCh03,defense,35,,,,,
player,201710010mia,mia,HarrCh03,def_pct,47%,,,,,
player,201710010mia,mia,HarrCh03,special_teams,5,,,,,
player,201710010mia,mia,HarrCh03,st_pct,26%,,,,,
player,201710010mia,mia,HayeWi99,pos,DE,,,,,
player,201710010mia,mia,HayeWi99,offense,0,,,,,
player,201710010mia,mia,HayeWi99,off_pct,0%,,,,,
player,201710010mia,mia,HayeWi99,defense,32,,,,,
player,201710010mia,mia,HayeWi99,def_pct,43%,,,,,
player,201710010mia,mia,HayeWi99,special_teams,5,,,,,
player,201710010mia,mia,HayeWi99,st_pct,26%,,,,,
player,201710010mia,mia,HullMi01,pos,LB,,,,,
player,201710010mia,mia,HullMi01,offense,0,,,,,
player,201710010mia,mia,HullMi01,off_pct,0%,,,,,
player,201710010mia,mia,HullMi01,defense,25,,,,,
player,201710010mia,mia,HullMi01,def_pct,34%,,,,,
player,201710010mia,mia,HullMi01,special_teams,15,,,,,
player,201710010mia,mia,HullMi01,st_pct,79%,,,,,
player,201710010mia,mia,TaylVi00,pos,DT,,,,,
player,201710010mia,mia,TaylVi00,offense,0,,,,,
player,201710010mia,mia,TaylVi00,off_pct,0%,,,,,
player,201710010mia,mia,TaylVi00,defense,23,,,,,
player,201710010mia,mia,TaylVi00,def_pct,31%,,,,,
player,201710010mia,mia,TaylVi00,special_teams,5,,,,,
player,201710010mia,mia,TaylVi00,st_pct,26%,,,,,
player,201710010mia,mia,ThomMi02,pos,SS,,,,,
player,201710010mia,mia,ThomMi02,offense,0,,,,,
player,201710010mia,mia,ThomMi02,off_pct,0%,,,,,
player,201710010mia,mia,ThomMi02,defense,4,,,,,
player,201710010mia,mia,ThomMi02,def_pct,5%,,,,,
player,201710010mia,mia,ThomMi02,special_teams,19,,,,,
player,201710010mia,mia,ThomMi02,st_pct,100%,,,,,
player,201710010mia,mia,FedeTe00,pos,DE,,,,,
player,201710010mia,mia,FedeTe00,offense,0,,,,,
player,201710010mia,mia,FedeTe00,off_pct,0%,,,,,
player,201710010mia,mia,FedeTe00,defense,3,,,,,
player,201710010mia,mia,FedeTe00,def_pct,4%,,,,,
player,201710010mia,mia,FedeTe00,special_teams,18,,,,,
player,201710010mia,mia,FedeTe00,st_pct,95%,,,,,
player,201710010mia,mia,AlleCh02,pos,LB,,,,,
player,201710010mia,mia,AlleCh02,offense,0,,,,,
player,201710010mia,mia,AlleCh02,off_pct,0%,,,,,
player,201710010mia,mia,AlleCh02,defense,3,,,,,
player,201710010mia,mia,AlleCh02,def_pct,4%,,,,,
player,201710010mia,mia,AlleCh02,special_teams,17,,,,,
player,201710010mia,mia,AlleCh02,st_pct,89%,,,,,
player,201710010mia,mia,VernAl99,pos,CB,,,,,
player,201710010mia,mia,VernAl99,offense,0,,,,,
player,201710010mia,mia,VernAl99,off_pct,0%,,,,,
player,201710010mia,mia,VernAl99,defense,1,,,,,
player,201710010mia,mia,VernAl99,def_pct,1%,,,,,
player,201710010mia,mia,VernAl99,special_teams,0,,,,,
player,201710010mia,mia,VernAl99,st_pct,0%,,,,,
player,201710010mia,mia,AikeWa00,pos,CB,,,,,
player,201710010mia,mia,AikeWa00,offense,0,,,,,
player,201710010mia,mia,AikeWa00,off_pct,0%,,,,,
player,201710010mia,mia,AikeWa00,defense,0,,,,,
player,201710010mia,mia,AikeWa00,def_pct,0%,,,,,
player,201710010mia,mia,AikeWa00,special_teams,19,,,,,
player,201710010mia,mia,AikeWa00,st_pct,100%,,,,,
player,201710010mia,mia,PerrSe00,pos,RB,,,,,
player,201710010mia,mia,PerrSe00,offense,0,,,,,
player,201710010mia,mia,PerrSe00,off_pct,0%,,,,,
player,201710010mia,mia,PerrSe00,defense,0,,,,,
player,201710010mia,mia,PerrSe00,def_pct,0%,,,,,
player,201710010mia,mia,PerrSe00,special_teams,14,,,,,
player,201710010mia,mia,PerrSe00,st_pct,74%,,,,,
player,201710010mia,mia,SmitMa04,pos,FS,,,,,
player,201710010mia,mia,SmitMa04,offense,0,,,,,
player,201710010mia,mia,SmitMa04,off_pct,0%,,,,,
player,201710010mia,mia,SmitMa04,defense,0,,,,,
player,201710010mia,mia,SmitMa04,def_pct,0%,,,,,
player,201710010mia,mia,SmitMa04,special_teams,9,,,,,
player,201710010mia,mia,SmitMa04,st_pct,47%,,,,,
player,201710010mia,mia,HaacMa00,pos,P,,,,,
player,201710010mia,mia,HaacMa00,offense,0,,,,,
player,201710010mia,mia,HaacMa00,off_pct,0%,,,,,
player,201710010mia,mia,HaacMa00,defense,0,,,,,
player,201710010mia,mia,HaacMa00,def_pct,0%,,,,,
player,201710010mia,mia,HaacMa00,special_teams,6,,,,,
player,201710010mia,mia,HaacMa00,st_pct,32%,,,,,
player,201710010mia,mia,DennJo20,pos,LS,,,,,
player,201710010mia,mia,DennJo20,offense,0,,,,,
player,201710010mia,mia,DennJo20,off_pct,0%,,,,,
player,201710010mia,mia,DennJo20,defense,0,,,,,
player,201710010mia,mia,DennJo20,def_pct,0%,,,,,
player,201710010mia,mia,DennJo20,special_teams,6,,,,,
player,201710010mia,mia,DennJo20,st_pct,32%,,,,,
player,201710010mia,mia,BrenJa01,pos,C,,,,,
player,201710010mia,mia,BrenJa01,offense,0,,,,,
player,201710010mia,mia,BrenJa01,off_pct,0%,,,,,
player,201710010mia,mia,BrenJa01,defense,0,,,,,
player,201710010mia,mia,BrenJa01,def_pct,0%,,,,,
player,201710010mia,mia,BrenJa01,special_teams,4,,,,,
player,201710010mia,mia,BrenJa01,st_pct,21%,,,,,
player,201710010mia,mia,AnthSt00,pos,LB,,,,,
player,201710010mia,mia,AnthSt00,offense,0,,,,,
player,201710010mia,mia,AnthSt00,off_pct,0%,,,,,
player,201710010mia,mia,AnthSt00,defense,0,,,,,
player,201710010mia,mia,AnthSt00,def_pct,0%,,,,,
player,201710010mia,mia,AnthSt00,special_teams,1,,,,,
player,201710010mia,mia,AnthSt00,st_pct,5%,,,,,
player,201710010mia,mia,ParkCo03,pos,K,,,,,
player,201710010mia,mia,ParkCo03,offense,0,,,,,
player,201710010mia,mia,ParkCo03,off_pct,0%,,,,,
player,201710010mia,mia,ParkCo03,defense,0,,,,,
player,201710010mia,mia,ParkCo03,def_pct,0%,,,,,
player,201710010mia,mia,ParkCo03,special_teams,1,,,,,
player,201710010mia,mia,ParkCo03,st_pct,5%,,,,,
player,201710010mia,nor,RamcRy00,pos,T,,,,,
player,201710010mia,nor,RamcRy00,offense,74,,,,,
player,201710010mia,nor,RamcRy00,off_pct,100%,,,,,
player,201710010mia,nor,RamcRy00,defense,0,,,,,
player,201710010mia,nor,RamcRy00,def_pct,0%,,,,,
player,201710010mia,nor,RamcRy00,special_teams,5,,,,,
player,201710010mia,nor,RamcRy00,st_pct,26%,,,,,
player,201710010mia,nor,WarfLa00,pos,G,,,,,
player,201710010mia,nor,WarfLa00,offense,74,,,,,
player,201710010mia,nor,WarfLa00,off_pct,100%,,,,,
player,201710010mia,nor,WarfLa00,defense,0,,,,,
player,201710010mia,nor,WarfLa00,def_pct,0%,,,,,
player,201710010mia,nor,WarfLa00,special_teams,5,,,,,
player,201710010mia,nor,WarfLa00,st_pct,26%,,,,,
player,201710010mia,nor,PeatAn00,pos,G,,,,,
player,201710010mia,nor,PeatAn00,offense,74,,,,,
player,201710010mia,nor,PeatAn00,off_pct,100%,,,,,
player,201710010mia,nor,PeatAn00,defense,0,,,,,
player,201710010mia,nor,PeatAn00,def_pct,0%,,,,,
player,201710010mia,nor,PeatAn00,special_teams,5,,,,,
player,201710010mia,nor,PeatAn00,st_pct,26%,,,,,
player,201710010mia,nor,UngeMa20,pos,C,,,,,
player,201710010mia,nor,UngeMa20,offense,74,,,,,
player,201710010mia,nor,UngeMa20,off_pct,100%,,,,,
player,201710010mia,nor,UngeMa20,defense,0,,,,,
player,201710010mia,nor,UngeMa20,def_pct,0%,,,,,
player,201710010mia,nor,UngeMa20,special_teams,2,,,,,
player,201710010mia,nor,UngeMa20,st_pct,11%,,,,,
player,201710010mia,nor,BreeDr00,pos,QB,,,,,
player,201710010mia,nor,BreeDr00,offense,74,,,,,
player,201710010mia,nor,BreeDr00,off_pct,100%,,,,,
player,201710010mia,nor,BreeDr00,defense,0,,,,,
player,201710010mia,nor,BreeDr00,def_pct,0%,,,,,
player,201710010mia,nor,BreeDr00,special_teams,0,,,,,
player,201710010mia,nor,BreeDr00,st_pct,0%,,,,,
player,201710010mia,nor,ThomMi05,pos,WR,,,,,
player,201710010mia,nor,ThomMi05,offense,69,,,,,
player,201710010mia,nor,ThomMi05,off_pct,93%,,,,,
player,201710010mia,nor,ThomMi05,defense,0,,,,,
player,201710010mia,nor,ThomMi05,def_pct,0%,,,,,
player,201710010mia,nor,ThomMi05,special_teams,0,,,,,
player,201710010mia,nor,ThomMi05,st_pct,0%,,,,,
player,201710010mia,nor,StriZa20,pos,T,,,,,
player,201710010mia,nor,StriZa20,offense,55,,,,,
player,201710010mia,nor,StriZa20,off_pct,74%,,,,,
player,201710010mia,nor,StriZa20,defense,0,,,,,
player,201710010mia,nor,StriZa20,def_pct,0%,,,,,
player,201710010mia,nor,StriZa20,special_teams,3,,,,,
player,201710010mia,nor,StriZa20,st_pct,16%,,,,,
player,201710010mia,nor,ColeBr00,pos,WR,,,,,
player,201710010mia,nor,ColeBr00,offense,54,,,,,
player,201710010mia,nor,ColeBr00,off_pct,73%,,,,,
player,201710010mia,nor,ColeBr00,defense,0,,,,,
player,201710010mia,nor,ColeBr00,def_pct,0%,,,,,
player,201710010mia,nor,ColeBr00,special_teams,4,,,,,
player,201710010mia,nor,ColeBr00,st_pct,21%,,,,,
player,201710010mia,nor,IngrMa01,pos,RB,,,,,
player,201710010mia,nor,IngrMa01,offense,46,,,,,
player,201710010mia,nor,IngrMa01,off_pct,62%,,,,,
player,201710010mia,nor,IngrMa01,defense,0,,,,,
player,201710010mia,nor,IngrMa01,def_pct,0%,,,,,
player,201710010mia,nor,IngrMa01,special_teams,0,,,,,
player,201710010mia,nor,IngrMa01,st_pct,0%,,,,,
player,201710010mia,nor,GinnTe00,pos,WR,,,,,
player,201710010mia,nor,GinnTe00,offense,45,,,,,
player,201710010mia,nor,GinnTe00,off_pct,61%,,,,,
player,201710010mia,nor,GinnTe00,defense,0,,,,,
player,201710010mia,nor,GinnTe00,def_pct,0%,,,,,
player,201710010mia,nor,GinnTe00,special_teams,6,,,,,
player,201710010mia,nor,GinnTe00,st_pct,32%,,,,,
player,201710010mia,nor,FleeCo00,pos,TE,,,,,
player,201710010mia,nor,FleeCo00,offense,44,,,,,
player,201710010mia,nor,FleeCo00,off_pct,59%,,,,,
player,201710010mia,nor,FleeCo00,defense,0,,,,,
player,201710010mia,nor,FleeCo00,def_pct,0%,,,,,
player,201710010mia,nor,FleeCo00,special_teams,4,,,,,
player,201710010mia,nor,FleeCo00,st_pct,21%,,,,,
player,201710010mia,nor,HoomMi00,pos,TE,,,,,
player,201710010mia,nor,HoomMi00,offense,43,,,,,
player,201710010mia,nor,HoomMi00,off_pct,58%,,,,,
player,201710010mia,nor,HoomMi00,defense,0,,,,,
player,201710010mia,nor,HoomMi00,def_pct,0%,,,,,
player,201710010mia,nor,HoomMi00,special_teams,6,,,,,
player,201710010mia,nor,HoomMi00,st_pct,32%,,,,,
player,201710010mia,nor,KamaAl00,pos,RB,,,,,
player,201710010mia,nor,KamaAl00,offense,26,,,,,
