game,2017,12,20171123,201711230det,min,"Minnesota Vikings",30,det,"Detroit Lions",23
team,201711230det,min,First Downs,28,,,,,,
team,201711230det,det,First Downs,17,,,,,,
team,201711230det,min,Rush-Yds-TDs,41-136-2,,,,,,
team,201711230det,det,Rush-Yds-TDs,15-53-0,,,,,,
team,201711230det,min,Cmp-Att-Yd-TD-INT,21-30-282-2-0,,,,,,
team,201711230det,det,Cmp-Att-Yd-TD-INT,20-35-250-2-1,,,,,,
team,201711230det,min,Sacked-Yards,2-10,,,,,,
team,201711230det,det,Sacked-Yards,3-14,,,,,,
team,201711230det,min,Net Pass Yards,272,,,,,,
team,201711230det,det,Net Pass Yards,236,,,,,,
team,201711230det,min,Total Yards,408,,,,,,
team,201711230det,det,Total Yards,289,,,,,,
team,201711230det,min,Fumbles-Lost,0-0,,,,,,
team,201711230det,det,Fumbles-Lost,2-1,,,,,,
team,201711230det,min,Turnovers,0,,,,,,
team,201711230det,det,Turnovers,2,,,,,,
team,201711230det,min,Penalties-Yards,9-74,,,,,,
team,201711230det,det,Penalties-Yards,8-54,,,,,,
team,201711230det,min,Third Down Conv.,6-13,,,,,,
team,201711230det,det,Third Down Conv.,3-11,,,,,,
team,201711230det,min,Fourth Down Conv.,0-0,,,,,,
team,201711230det,det,Fourth Down Conv.,0-1,,,,,,
team,201711230det,min,Time of Possession,34:57,,,,,,
team,201711230det,det,Time of Possession,25:03,,,,,,
player,201711230det,min,KeenCa00,pass_cmp,21,,,,,
player,201711230det,min,KeenCa00,pass_att,30,,,,,
player,201711230det,min,KeenCa00,pass_yds,282,,,,,
player,201711230det,min,KeenCa00,pass_td,2,,,,,
player,201711230det,min,KeenCa00,pass_int,0,,,,,
player,201711230det,min,KeenCa00,pass_sacked,2,,,,,
player,201711230det,min,KeenCa00,pass_sacked_yds,10,,,,,
player,201711230det,min,KeenCa00,pass_long,37,,,,,
player,201711230det,min,KeenCa00,pass_rating,121.8,,,,,
player,201711230det,min,KeenCa00,rush_att,7,,,,,
player,201711230det,min,KeenCa00,rush_yds,20,,,,,
player,201711230det,min,KeenCa00,rush_td,1,,,,,
player,201711230det,min,KeenCa00,rush_long,9,,,,,
player,201711230det,min,KeenCa00,targets,0,,,,,
player,201711230det,min,KeenCa00,rec,0,,,,,
player,201711230det,min,KeenCa00,rec_yds,0,,,,,
player,201711230det,min,KeenCa00,rec_td,0,,,,,
player,201711230det,min,KeenCa00,rec_long,0,,,,,
player,201711230det,min,KeenCa00,fumbles,0,,,,,
player,201711230det,min,KeenCa00,fumbles_lost,0,,,,,
player,201711230det,min,MurrLa00,pass_cmp,0,,,,,
player,201711230det,min,MurrLa00,pass_att,0,,,,,
player,201711230det,min,MurrLa00,pass_yds,0,,,,,
player,201711230det,min,MurrLa00,pass_td,0,,,,,
player,201711230det,min,MurrLa00,pass_int,0,,,,,
player,201711230det,min,MurrLa00,pass_sacked,0,,,,,
player,201711230det,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201711230det,min,MurrLa00,pass_long,0,,,,,
player,201711230det,min,MurrLa00,pass_rating,,,,,,
player,201711230det,min,MurrLa00,rush_att,20,,,,,
player,201711230det,min,MurrLa00,rush_yds,84,,,,,
player,201711230det,min,MurrLa00,rush_td,1,,,,,
player,201711230det,min,MurrLa00,rush_long,46,,,,,
player,201711230det,min,MurrLa00,targets,1,,,,,
player,201711230det,min,MurrLa00,rec,0,,,,,
player,201711230det,min,MurrLa00,rec_yds,0,,,,,
player,201711230det,min,MurrLa00,rec_td,0,,,,,
player,201711230det,min,MurrLa00,rec_long,0,,,,,
player,201711230det,min,MurrLa00,fumbles,0,,,,,
player,201711230det,min,MurrLa00,fumbles_lost,0,,,,,
player,201711230det,min,McKiJe00,pass_cmp,0,,,,,
player,201711230det,min,McKiJe00,pass_att,0,,,,,
