game,2017,4,20171001,201710010rav,pit,"Pittsburgh Steelers",26,rav,"Baltimore Ravens",9
team,201710010rav,pit,First Downs,22,,,,,,
team,201710010rav,rav,First Downs,18,,,,,,
team,201710010rav,pit,Rush-Yds-TDs,42-173-2,,,,,,
team,201710010rav,rav,Rush-Yds-TDs,15-82-0,,,,,,
team,201710010rav,pit,Cmp-Att-Yd-TD-INT,18-30-216-1-1,,,,,,
team,201710010rav,rav,Cmp-Att-Yd-TD-INT,31-49-235-1-2,,,,,,
team,201710010rav,pit,Sacked-Yards,1-8,,,,,,
team,201710010rav,rav,Sacked-Yards,4-29,,,,,,
team,201710010rav,pit,Net Pass Yards,208,,,,,,
team,201710010rav,rav,Net Pass Yards,206,,,,,,
team,201710010rav,pit,Total Yards,381,,,,,,
team,201710010rav,rav,Total Yards,288,,,,,,
team,201710010rav,pit,Fumbles-Lost,1-0,,,,,,
team,201710010rav,rav,Fumbles-Lost,3-1,,,,,,
team,201710010rav,pit,Turnovers,1,,,,,,
team,201710010rav,rav,Turnovers,3,,,,,,
team,201710010rav,pit,Penalties-Yards,8-60,,,,,,
team,201710010rav,rav,Penalties-Yards,6-55,,,,,,
team,201710010rav,pit,Third Down Conv.,7-15,,,,,,
team,201710010rav,rav,Third Down Conv.,5-13,,,,,,
team,201710010rav,pit,Fourth Down Conv.,0-0,,,,,,
team,201710010rav,rav,Fourth Down Conv.,0-2,,,,,,
team,201710010rav,pit,Time of Possession,35:29,,,,,,
team,201710010rav,rav,Time of Possession,24:31,,,,,,
player,201710010rav,pit,RoetBe00,pass_cmp,18,,,,,
player,201710010rav,pit,RoetBe00,pass_att,30,,,,,
player,201710010rav,pit,RoetBe00,pass_yds,216,,,,,
player,201710010rav,pit,RoetBe00,pass_td,1,,,,,
player,201710010rav,pit,RoetBe00,pass_int,1,,,,,
player,201710010rav,pit,RoetBe00,pass_sacked,1,,,,,
player,201710010rav,pit,RoetBe00,pass_sacked_yds,8,,,,,
player,201710010rav,pit,RoetBe00,pass_long,24,,,,,
player,201710010rav,pit,RoetBe00,pass_rating,79.3,,,,,
player,201710010rav,pit,RoetBe00,rush_att,1,,,,,
player,201710010rav,pit,RoetBe00,rush_yds,-1,,,,,
player,201710010rav,pit,RoetBe00,rush_td,0,,,,,
player,201710010rav,pit,RoetBe00,rush_long,-1,,,,,
player,201710010rav,pit,RoetBe00,targets,0,,,,,
player,201710010rav,pit,RoetBe00,rec,0,,,,,
player,201710010rav,pit,RoetBe00,rec_yds,0,,,,,
player,201710010rav,pit,RoetBe00,rec_td,0,,,,,
player,201710010rav,pit,RoetBe00,rec_long,0,,,,,
player,201710010rav,pit,RoetBe00,fumbles,0,,,,,
player,201710010rav,pit,RoetBe00,fumbles_lost,0,,,,,
player,201710010rav,pit,BellLe00,pass_cmp,0,,,,,
player,201710010rav,pit,BellLe00,pass_att,0,,,,,
player,201710010rav,pit,BellLe00,pass_yds,0,,,,,
player,201710010rav,pit,BellLe00,pass_td,0,,,,,
player,201710010rav,pit,BellLe00,pass_int,0,,,,,
player,201710010rav,pit,BellLe00,pass_sacked,0,,,,,
player,201710010rav,pit,BellLe00,pass_sacked_yds,0,,,,,
player,201710010rav,pit,BellLe00,pass_long,0,,,,,
player,201710010rav,pit,BellLe00,pass_rating,,,,,,
player,201710010rav,pit,BellLe00,rush_att,35,,,,,
player,201710010rav,pit,BellLe00,rush_yds,144,,,,,
player,201710010rav,pit,BellLe00,rush_td,2,,,,,
player,201710010rav,pit,BellLe00,rush_long,21,,,,,
player,201710010rav,pit,BellLe00,targets,6,,,,,
