game,2017,4,20171001,201710010sdg,phi,"Philadelphia Eagles",26,sdg,"Los Angeles Chargers",24
player,201710010sdg,phi,AlleBe00,fumbles_rec,0,,,,,
player,201710010sdg,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,AlleBe00,fumbles_forced,0,,,,,
player,201710010sdg,phi,LongCh99,def_int,0,,,,,
player,201710010sdg,phi,LongCh99,def_int_yds,0,,,,,
player,201710010sdg,phi,LongCh99,def_int_td,0,,,,,
player,201710010sdg,phi,LongCh99,def_int_long,0,,,,,
player,201710010sdg,phi,LongCh99,pass_defended,0,,,,,
player,201710010sdg,phi,LongCh99,sacks,1.0,,,,,
player,201710010sdg,phi,LongCh99,tackles_combined,1,,,,,
player,201710010sdg,phi,LongCh99,tackles_solo,1,,,,,
player,201710010sdg,phi,LongCh99,tackles_assists,0,,,,,
player,201710010sdg,phi,LongCh99,tackles_loss,0,,,,,
player,201710010sdg,phi,LongCh99,qb_hits,0,,,,,
player,201710010sdg,phi,LongCh99,fumbles_rec,0,,,,,
player,201710010sdg,phi,LongCh99,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,LongCh99,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,LongCh99,fumbles_forced,1,,,,,
player,201710010sdg,phi,HickJo00,def_int,0,,,,,
player,201710010sdg,phi,HickJo00,def_int_yds,0,,,,,
player,201710010sdg,phi,HickJo00,def_int_td,0,,,,,
player,201710010sdg,phi,HickJo00,def_int_long,0,,,,,
player,201710010sdg,phi,HickJo00,pass_defended,0,,,,,
player,201710010sdg,phi,HickJo00,sacks,0.0,,,,,
player,201710010sdg,phi,HickJo00,tackles_combined,9,,,,,
player,201710010sdg,phi,HickJo00,tackles_solo,8,,,,,
player,201710010sdg,phi,HickJo00,tackles_assists,1,,,,,
player,201710010sdg,phi,HickJo00,tackles_loss,0,,,,,
player,201710010sdg,phi,HickJo00,qb_hits,0,,,,,
player,201710010sdg,phi,HickJo00,fumbles_rec,0,,,,,
player,201710010sdg,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,HickJo00,fumbles_forced,0,,,,,
player,201710010sdg,phi,JenkMa99,def_int,0,,,,,
player,201710010sdg,phi,JenkMa99,def_int_yds,0,,,,,
player,201710010sdg,phi,JenkMa99,def_int_td,0,,,,,
player,201710010sdg,phi,JenkMa99,def_int_long,0,,,,,
player,201710010sdg,phi,JenkMa99,pass_defended,0,,,,,
player,201710010sdg,phi,JenkMa99,sacks,0.0,,,,,
player,201710010sdg,phi,JenkMa99,tackles_combined,6,,,,,
player,201710010sdg,phi,JenkMa99,tackles_solo,5,,,,,
player,201710010sdg,phi,JenkMa99,tackles_assists,1,,,,,
player,201710010sdg,phi,JenkMa99,tackles_loss,0,,,,,
player,201710010sdg,phi,JenkMa99,qb_hits,0,,,,,
player,201710010sdg,phi,JenkMa99,fumbles_rec,0,,,,,
player,201710010sdg,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,JenkMa99,fumbles_forced,0,,,,,
player,201710010sdg,phi,BradNi00,def_int,0,,,,,
player,201710010sdg,phi,BradNi00,def_int_yds,0,,,,,
player,201710010sdg,phi,BradNi00,def_int_td,0,,,,,
player,201710010sdg,phi,BradNi00,def_int_long,0,,,,,
player,201710010sdg,phi,BradNi00,pass_defended,0,,,,,
player,201710010sdg,phi,BradNi00,sacks,0.0,,,,,
player,201710010sdg,phi,BradNi00,tackles_combined,4,,,,,
player,201710010sdg,phi,BradNi00,tackles_solo,4,,,,,
player,201710010sdg,phi,BradNi00,tackles_assists,0,,,,,
player,201710010sdg,phi,BradNi00,tackles_loss,0,,,,,
player,201710010sdg,phi,BradNi00,qb_hits,0,,,,,
player,201710010sdg,phi,BradNi00,fumbles_rec,0,,,,,
player,201710010sdg,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,BradNi00,fumbles_forced,0,,,,,
player,201710010sdg,phi,KendMy00,def_int,0,,,,,
player,201710010sdg,phi,KendMy00,def_int_yds,0,,,,,
player,201710010sdg,phi,KendMy00,def_int_td,0,,,,,
player,201710010sdg,phi,KendMy00,def_int_long,0,,,,,
player,201710010sdg,phi,KendMy00,pass_defended,0,,,,,
player,201710010sdg,phi,KendMy00,sacks,0.0,,,,,
player,201710010sdg,phi,KendMy00,tackles_combined,4,,,,,
player,201710010sdg,phi,KendMy00,tackles_solo,2,,,,,
player,201710010sdg,phi,KendMy00,tackles_assists,2,,,,,
player,201710010sdg,phi,KendMy00,tackles_loss,0,,,,,
player,201710010sdg,phi,KendMy00,qb_hits,0,,,,,
player,201710010sdg,phi,KendMy00,fumbles_rec,0,,,,,
player,201710010sdg,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,KendMy00,fumbles_forced,0,,,,,
player,201710010sdg,phi,MillJa02,def_int,0,,,,,
player,201710010sdg,phi,MillJa02,def_int_yds,0,,,,,
player,201710010sdg,phi,MillJa02,def_int_td,0,,,,,
player,201710010sdg,phi,MillJa02,def_int_long,0,,,,,
player,201710010sdg,phi,MillJa02,pass_defended,1,,,,,
player,201710010sdg,phi,MillJa02,sacks,0.0,,,,,
player,201710010sdg,phi,MillJa02,tackles_combined,4,,,,,
player,201710010sdg,phi,MillJa02,tackles_solo,2,,,,,
player,201710010sdg,phi,MillJa02,tackles_assists,2,,,,,
player,201710010sdg,phi,MillJa02,tackles_loss,0,,,,,
player,201710010sdg,phi,MillJa02,qb_hits,0,,,,,
player,201710010sdg,phi,MillJa02,fumbles_rec,0,,,,,
player,201710010sdg,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,MillJa02,fumbles_forced,0,,,,,
player,201710010sdg,phi,RobiPa99,def_int,0,,,,,
player,201710010sdg,phi,RobiPa99,def_int_yds,0,,,,,
player,201710010sdg,phi,RobiPa99,def_int_td,0,,,,,
player,201710010sdg,phi,RobiPa99,def_int_long,0,,,,,
player,201710010sdg,phi,RobiPa99,pass_defended,1,,,,,
player,201710010sdg,phi,RobiPa99,sacks,0.0,,,,,
player,201710010sdg,phi,RobiPa99,tackles_combined,4,,,,,
player,201710010sdg,phi,RobiPa99,tackles_solo,3,,,,,
player,201710010sdg,phi,RobiPa99,tackles_assists,1,,,,,
player,201710010sdg,phi,RobiPa99,tackles_loss,1,,,,,
player,201710010sdg,phi,RobiPa99,qb_hits,0,,,,,
player,201710010sdg,phi,RobiPa99,fumbles_rec,0,,,,,
player,201710010sdg,phi,RobiPa99,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,RobiPa99,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,RobiPa99,fumbles_forced,0,,,,,
player,201710010sdg,phi,BarnDe01,def_int,0,,,,,
player,201710010sdg,phi,BarnDe01,def_int_yds,0,,,,,
player,201710010sdg,phi,BarnDe01,def_int_td,0,,,,,
player,201710010sdg,phi,BarnDe01,def_int_long,0,,,,,
player,201710010sdg,phi,BarnDe01,pass_defended,0,,,,,
player,201710010sdg,phi,BarnDe01,sacks,0.0,,,,,
player,201710010sdg,phi,BarnDe01,tackles_combined,2,,,,,
player,201710010sdg,phi,BarnDe01,tackles_solo,2,,,,,
player,201710010sdg,phi,BarnDe01,tackles_assists,0,,,,,
player,201710010sdg,phi,BarnDe01,tackles_loss,1,,,,,
player,201710010sdg,phi,BarnDe01,qb_hits,0,,,,,
player,201710010sdg,phi,BarnDe01,fumbles_rec,1,,,,,
player,201710010sdg,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,BarnDe01,fumbles_forced,0,,,,,
player,201710010sdg,phi,DougRa00,def_int,0,,,,,
player,201710010sdg,phi,DougRa00,def_int_yds,0,,,,,
player,201710010sdg,phi,DougRa00,def_int_td,0,,,,,
player,201710010sdg,phi,DougRa00,def_int_long,0,,,,,
player,201710010sdg,phi,DougRa00,pass_defended,0,,,,,
player,201710010sdg,phi,DougRa00,sacks,0.0,,,,,
player,201710010sdg,phi,DougRa00,tackles_combined,2,,,,,
player,201710010sdg,phi,DougRa00,tackles_solo,2,,,,,
player,201710010sdg,phi,DougRa00,tackles_assists,0,,,,,
player,201710010sdg,phi,DougRa00,tackles_loss,0,,,,,
player,201710010sdg,phi,DougRa00,qb_hits,0,,,,,
player,201710010sdg,phi,DougRa00,fumbles_rec,0,,,,,
player,201710010sdg,phi,DougRa00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,DougRa00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,DougRa00,fumbles_forced,0,,,,,
player,201710010sdg,phi,JernTi00,def_int,0,,,,,
player,201710010sdg,phi,JernTi00,def_int_yds,0,,,,,
player,201710010sdg,phi,JernTi00,def_int_td,0,,,,,
player,201710010sdg,phi,JernTi00,def_int_long,0,,,,,
player,201710010sdg,phi,JernTi00,pass_defended,0,,,,,
player,201710010sdg,phi,JernTi00,sacks,0.0,,,,,
player,201710010sdg,phi,JernTi00,tackles_combined,2,,,,,
player,201710010sdg,phi,JernTi00,tackles_solo,1,,,,,
player,201710010sdg,phi,JernTi00,tackles_assists,1,,,,,
player,201710010sdg,phi,JernTi00,tackles_loss,1,,,,,
player,201710010sdg,phi,JernTi00,qb_hits,0,,,,,
player,201710010sdg,phi,JernTi00,fumbles_rec,0,,,,,
player,201710010sdg,phi,JernTi00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,JernTi00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,JernTi00,fumbles_forced,0,,,,,
player,201710010sdg,phi,CurrVi00,def_int,0,,,,,
player,201710010sdg,phi,CurrVi00,def_int_yds,0,,,,,
player,201710010sdg,phi,CurrVi00,def_int_td,0,,,,,
player,201710010sdg,phi,CurrVi00,def_int_long,0,,,,,
player,201710010sdg,phi,CurrVi00,pass_defended,0,,,,,
player,201710010sdg,phi,CurrVi00,sacks,0.0,,,,,
player,201710010sdg,phi,CurrVi00,tackles_combined,1,,,,,
player,201710010sdg,phi,CurrVi00,tackles_solo,0,,,,,
player,201710010sdg,phi,CurrVi00,tackles_assists,1,,,,,
player,201710010sdg,phi,CurrVi00,tackles_loss,0,,,,,
player,201710010sdg,phi,CurrVi00,qb_hits,0,,,,,
player,201710010sdg,phi,CurrVi00,fumbles_rec,0,,,,,
player,201710010sdg,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,CurrVi00,fumbles_forced,0,,,,,
player,201710010sdg,phi,GrahBr99,def_int,0,,,,,
player,201710010sdg,phi,GrahBr99,def_int_yds,0,,,,,
player,201710010sdg,phi,GrahBr99,def_int_td,0,,,,,
player,201710010sdg,phi,GrahBr99,def_int_long,0,,,,,
player,201710010sdg,phi,GrahBr99,pass_defended,0,,,,,
player,201710010sdg,phi,GrahBr99,sacks,0.0,,,,,
player,201710010sdg,phi,GrahBr99,tackles_combined,1,,,,,
player,201710010sdg,phi,GrahBr99,tackles_solo,1,,,,,
player,201710010sdg,phi,GrahBr99,tackles_assists,0,,,,,
player,201710010sdg,phi,GrahBr99,tackles_loss,0,,,,,
player,201710010sdg,phi,GrahBr99,qb_hits,1,,,,,
player,201710010sdg,phi,GrahBr99,fumbles_rec,0,,,,,
player,201710010sdg,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,GrahBr99,fumbles_forced,0,,,,,
player,201710010sdg,phi,MaraCh99,def_int,0,,,,,
player,201710010sdg,phi,MaraCh99,def_int_yds,0,,,,,
player,201710010sdg,phi,MaraCh99,def_int_td,0,,,,,
player,201710010sdg,phi,MaraCh99,def_int_long,0,,,,,
player,201710010sdg,phi,MaraCh99,pass_defended,0,,,,,
player,201710010sdg,phi,MaraCh99,sacks,0.0,,,,,
player,201710010sdg,phi,MaraCh99,tackles_combined,1,,,,,
player,201710010sdg,phi,MaraCh99,tackles_solo,1,,,,,
player,201710010sdg,phi,MaraCh99,tackles_assists,0,,,,,
player,201710010sdg,phi,MaraCh99,tackles_loss,0,,,,,
player,201710010sdg,phi,MaraCh99,qb_hits,0,,,,,
player,201710010sdg,phi,MaraCh99,fumbles_rec,0,,,,,
player,201710010sdg,phi,MaraCh99,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,MaraCh99,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,MaraCh99,fumbles_forced,0,,,,,
player,201710010sdg,phi,McDoDe00,def_int,0,,,,,
player,201710010sdg,phi,McDoDe00,def_int_yds,0,,,,,
player,201710010sdg,phi,McDoDe00,def_int_td,0,,,,,
player,201710010sdg,phi,McDoDe00,def_int_long,0,,,,,
player,201710010sdg,phi,McDoDe00,pass_defended,0,,,,,
player,201710010sdg,phi,McDoDe00,sacks,0.0,,,,,
player,201710010sdg,phi,McDoDe00,tackles_combined,1,,,,,
player,201710010sdg,phi,McDoDe00,tackles_solo,1,,,,,
player,201710010sdg,phi,McDoDe00,tackles_assists,0,,,,,
player,201710010sdg,phi,McDoDe00,tackles_loss,0,,,,,
player,201710010sdg,phi,McDoDe00,qb_hits,0,,,,,
player,201710010sdg,phi,McDoDe00,fumbles_rec,0,,,,,
player,201710010sdg,phi,McDoDe00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,McDoDe00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,McDoDe00,fumbles_forced,0,,,,,
player,201710010sdg,phi,McLeRo00,def_int,0,,,,,
player,201710010sdg,phi,McLeRo00,def_int_yds,0,,,,,
player,201710010sdg,phi,McLeRo00,def_int_td,0,,,,,
player,201710010sdg,phi,McLeRo00,def_int_long,0,,,,,
player,201710010sdg,phi,McLeRo00,pass_defended,0,,,,,
player,201710010sdg,phi,McLeRo00,sacks,0.0,,,,,
player,201710010sdg,phi,McLeRo00,tackles_combined,1,,,,,
player,201710010sdg,phi,McLeRo00,tackles_solo,1,,,,,
player,201710010sdg,phi,McLeRo00,tackles_assists,0,,,,,
player,201710010sdg,phi,McLeRo00,tackles_loss,0,,,,,
player,201710010sdg,phi,McLeRo00,qb_hits,0,,,,,
player,201710010sdg,phi,McLeRo00,fumbles_rec,0,,,,,
player,201710010sdg,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201710010sdg,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201710010sdg,phi,McLeRo00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,PhilDa01,def_int,0,,,,,
player,201710010sdg,sdg,PhilDa01,def_int_yds,0,,,,,
player,201710010sdg,sdg,PhilDa01,def_int_td,0,,,,,
player,201710010sdg,sdg,PhilDa01,def_int_long,0,,,,,
player,201710010sdg,sdg,PhilDa01,pass_defended,0,,,,,
player,201710010sdg,sdg,PhilDa01,sacks,1.0,,,,,
player,201710010sdg,sdg,PhilDa01,tackles_combined,1,,,,,
player,201710010sdg,sdg,PhilDa01,tackles_solo,1,,,,,
player,201710010sdg,sdg,PhilDa01,tackles_assists,0,,,,,
player,201710010sdg,sdg,PhilDa01,tackles_loss,1,,,,,
player,201710010sdg,sdg,PhilDa01,qb_hits,1,,,,,
player,201710010sdg,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201710010sdg,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201710010sdg,sdg,AddaJa00,def_int,0,,,,,
player,201710010sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201710010sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201710010sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201710010sdg,sdg,AddaJa00,pass_defended,1,,,,,
player,201710010sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201710010sdg,sdg,AddaJa00,tackles_combined,11,,,,,
player,201710010sdg,sdg,AddaJa00,tackles_solo,7,,,,,
player,201710010sdg,sdg,AddaJa00,tackles_assists,4,,,,,
player,201710010sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201710010sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201710010sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,BostTr00,def_int,0,,,,,
player,201710010sdg,sdg,BostTr00,def_int_yds,0,,,,,
player,201710010sdg,sdg,BostTr00,def_int_td,0,,,,,
player,201710010sdg,sdg,BostTr00,def_int_long,0,,,,,
player,201710010sdg,sdg,BostTr00,pass_defended,0,,,,,
player,201710010sdg,sdg,BostTr00,sacks,0.0,,,,,
player,201710010sdg,sdg,BostTr00,tackles_combined,7,,,,,
player,201710010sdg,sdg,BostTr00,tackles_solo,3,,,,,
player,201710010sdg,sdg,BostTr00,tackles_assists,4,,,,,
player,201710010sdg,sdg,BostTr00,tackles_loss,0,,,,,
player,201710010sdg,sdg,BostTr00,qb_hits,0,,,,,
player,201710010sdg,sdg,BostTr00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,BostTr00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,BostTr00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,BostTr00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,WillTr05,def_int,0,,,,,
player,201710010sdg,sdg,WillTr05,def_int_yds,0,,,,,
player,201710010sdg,sdg,WillTr05,def_int_td,0,,,,,
player,201710010sdg,sdg,WillTr05,def_int_long,0,,,,,
player,201710010sdg,sdg,WillTr05,pass_defended,1,,,,,
player,201710010sdg,sdg,WillTr05,sacks,0.0,,,,,
player,201710010sdg,sdg,WillTr05,tackles_combined,7,,,,,
player,201710010sdg,sdg,WillTr05,tackles_solo,7,,,,,
player,201710010sdg,sdg,WillTr05,tackles_assists,0,,,,,
player,201710010sdg,sdg,WillTr05,tackles_loss,0,,,,,
player,201710010sdg,sdg,WillTr05,qb_hits,0,,,,,
player,201710010sdg,sdg,WillTr05,fumbles_rec,0,,,,,
player,201710010sdg,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,WillTr05,fumbles_forced,0,,,,,
player,201710010sdg,sdg,BosaJo00,def_int,0,,,,,
player,201710010sdg,sdg,BosaJo00,def_int_yds,0,,,,,
player,201710010sdg,sdg,BosaJo00,def_int_td,0,,,,,
player,201710010sdg,sdg,BosaJo00,def_int_long,0,,,,,
player,201710010sdg,sdg,BosaJo00,pass_defended,0,,,,,
player,201710010sdg,sdg,BosaJo00,sacks,0.0,,,,,
player,201710010sdg,sdg,BosaJo00,tackles_combined,6,,,,,
player,201710010sdg,sdg,BosaJo00,tackles_solo,5,,,,,
player,201710010sdg,sdg,BosaJo00,tackles_assists,1,,,,,
player,201710010sdg,sdg,BosaJo00,tackles_loss,0,,,,,
player,201710010sdg,sdg,BosaJo00,qb_hits,1,,,,,
player,201710010sdg,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,PullHa00,def_int,0,,,,,
player,201710010sdg,sdg,PullHa00,def_int_yds,0,,,,,
player,201710010sdg,sdg,PullHa00,def_int_td,0,,,,,
player,201710010sdg,sdg,PullHa00,def_int_long,0,,,,,
player,201710010sdg,sdg,PullHa00,pass_defended,0,,,,,
player,201710010sdg,sdg,PullHa00,sacks,0.0,,,,,
player,201710010sdg,sdg,PullHa00,tackles_combined,6,,,,,
player,201710010sdg,sdg,PullHa00,tackles_solo,5,,,,,
player,201710010sdg,sdg,PullHa00,tackles_assists,1,,,,,
player,201710010sdg,sdg,PullHa00,tackles_loss,0,,,,,
player,201710010sdg,sdg,PullHa00,qb_hits,0,,,,,
player,201710010sdg,sdg,PullHa00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,PullHa00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,PullHa00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,PullHa00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,BrowJa05,def_int,0,,,,,
player,201710010sdg,sdg,BrowJa05,def_int_yds,0,,,,,
player,201710010sdg,sdg,BrowJa05,def_int_td,0,,,,,
player,201710010sdg,sdg,BrowJa05,def_int_long,0,,,,,
player,201710010sdg,sdg,BrowJa05,pass_defended,0,,,,,
player,201710010sdg,sdg,BrowJa05,sacks,0.0,,,,,
player,201710010sdg,sdg,BrowJa05,tackles_combined,5,,,,,
player,201710010sdg,sdg,BrowJa05,tackles_solo,4,,,,,
player,201710010sdg,sdg,BrowJa05,tackles_assists,1,,,,,
player,201710010sdg,sdg,BrowJa05,tackles_loss,1,,,,,
player,201710010sdg,sdg,BrowJa05,qb_hits,1,,,,,
player,201710010sdg,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201710010sdg,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201710010sdg,sdg,HarrNi00,def_int,0,,,,,
player,201710010sdg,sdg,HarrNi00,def_int_yds,0,,,,,
player,201710010sdg,sdg,HarrNi00,def_int_td,0,,,,,
player,201710010sdg,sdg,HarrNi00,def_int_long,0,,,,,
player,201710010sdg,sdg,HarrNi00,pass_defended,0,,,,,
player,201710010sdg,sdg,HarrNi00,sacks,0.0,,,,,
player,201710010sdg,sdg,HarrNi00,tackles_combined,4,,,,,
player,201710010sdg,sdg,HarrNi00,tackles_solo,3,,,,,
player,201710010sdg,sdg,HarrNi00,tackles_assists,1,,,,,
player,201710010sdg,sdg,HarrNi00,tackles_loss,0,,,,,
player,201710010sdg,sdg,HarrNi00,qb_hits,0,,,,,
player,201710010sdg,sdg,HarrNi00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,HarrNi00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,HarrNi00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,HarrNi00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,IngrMe00,def_int,0,,,,,
player,201710010sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201710010sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201710010sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201710010sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201710010sdg,sdg,IngrMe00,sacks,0.0,,,,,
player,201710010sdg,sdg,IngrMe00,tackles_combined,4,,,,,
player,201710010sdg,sdg,IngrMe00,tackles_solo,3,,,,,
player,201710010sdg,sdg,IngrMe00,tackles_assists,1,,,,,
player,201710010sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201710010sdg,sdg,IngrMe00,qb_hits,1,,,,,
player,201710010sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,MebaBr99,def_int,0,,,,,
player,201710010sdg,sdg,MebaBr99,def_int_yds,0,,,,,
player,201710010sdg,sdg,MebaBr99,def_int_td,0,,,,,
player,201710010sdg,sdg,MebaBr99,def_int_long,0,,,,,
player,201710010sdg,sdg,MebaBr99,pass_defended,0,,,,,
player,201710010sdg,sdg,MebaBr99,sacks,0.0,,,,,
player,201710010sdg,sdg,MebaBr99,tackles_combined,4,,,,,
player,201710010sdg,sdg,MebaBr99,tackles_solo,2,,,,,
player,201710010sdg,sdg,MebaBr99,tackles_assists,2,,,,,
player,201710010sdg,sdg,MebaBr99,tackles_loss,0,,,,,
player,201710010sdg,sdg,MebaBr99,qb_hits,1,,,,,
player,201710010sdg,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201710010sdg,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201710010sdg,sdg,PaleTe00,def_int,0,,,,,
player,201710010sdg,sdg,PaleTe00,def_int_yds,0,,,,,
player,201710010sdg,sdg,PaleTe00,def_int_td,0,,,,,
player,201710010sdg,sdg,PaleTe00,def_int_long,0,,,,,
player,201710010sdg,sdg,PaleTe00,pass_defended,0,,,,,
player,201710010sdg,sdg,PaleTe00,sacks,0.0,,,,,
player,201710010sdg,sdg,PaleTe00,tackles_combined,4,,,,,
player,201710010sdg,sdg,PaleTe00,tackles_solo,4,,,,,
player,201710010sdg,sdg,PaleTe00,tackles_assists,0,,,,,
player,201710010sdg,sdg,PaleTe00,tackles_loss,2,,,,,
player,201710010sdg,sdg,PaleTe00,qb_hits,0,,,,,
player,201710010sdg,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,KingDe01,def_int,0,,,,,
player,201710010sdg,sdg,KingDe01,def_int_yds,0,,,,,
player,201710010sdg,sdg,KingDe01,def_int_td,0,,,,,
player,201710010sdg,sdg,KingDe01,def_int_long,0,,,,,
player,201710010sdg,sdg,KingDe01,pass_defended,1,,,,,
player,201710010sdg,sdg,KingDe01,sacks,0.0,,,,,
player,201710010sdg,sdg,KingDe01,tackles_combined,3,,,,,
player,201710010sdg,sdg,KingDe01,tackles_solo,3,,,,,
player,201710010sdg,sdg,KingDe01,tackles_assists,0,,,,,
player,201710010sdg,sdg,KingDe01,tackles_loss,0,,,,,
player,201710010sdg,sdg,KingDe01,qb_hits,0,,,,,
player,201710010sdg,sdg,KingDe01,fumbles_rec,0,,,,,
player,201710010sdg,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,KingDe01,fumbles_forced,0,,,,,
player,201710010sdg,sdg,LiugCo00,def_int,0,,,,,
player,201710010sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201710010sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201710010sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201710010sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201710010sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201710010sdg,sdg,LiugCo00,tackles_combined,3,,,,,
player,201710010sdg,sdg,LiugCo00,tackles_solo,3,,,,,
player,201710010sdg,sdg,LiugCo00,tackles_assists,0,,,,,
player,201710010sdg,sdg,LiugCo00,tackles_loss,0,,,,,
player,201710010sdg,sdg,LiugCo00,qb_hits,1,,,,,
