game,2017,3,20170924,201709240det,atl,"Atlanta Falcons",30,det,"Detroit Lions",26
player,201709240det,atl,FreeDe00,rush_long,18,,,,,
player,201709240det,atl,FreeDe00,targets,3,,,,,
player,201709240det,atl,FreeDe00,rec,3,,,,,
player,201709240det,atl,FreeDe00,rec_yds,32,,,,,
player,201709240det,atl,FreeDe00,rec_td,0,,,,,
player,201709240det,atl,FreeDe00,rec_long,18,,,,,
player,201709240det,atl,FreeDe00,fumbles,0,,,,,
player,201709240det,atl,FreeDe00,fumbles_lost,0,,,,,
player,201709240det,atl,ColeTe01,pass_cmp,0,,,,,
player,201709240det,atl,ColeTe01,pass_att,0,,,,,
player,201709240det,atl,ColeTe01,pass_yds,0,,,,,
player,201709240det,atl,ColeTe01,pass_td,0,,,,,
player,201709240det,atl,ColeTe01,pass_int,0,,,,,
player,201709240det,atl,ColeTe01,pass_sacked,0,,,,,
player,201709240det,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201709240det,atl,ColeTe01,pass_long,0,,,,,
player,201709240det,atl,ColeTe01,pass_rating,,,,,,
player,201709240det,atl,ColeTe01,rush_att,6,,,,,
player,201709240det,atl,ColeTe01,rush_yds,46,,,,,
player,201709240det,atl,ColeTe01,rush_td,0,,,,,
player,201709240det,atl,ColeTe01,rush_long,14,,,,,
player,201709240det,atl,ColeTe01,targets,5,,,,,
player,201709240det,atl,ColeTe01,rec,3,,,,,
player,201709240det,atl,ColeTe01,rec_yds,43,,,,,
player,201709240det,atl,ColeTe01,rec_td,0,,,,,
player,201709240det,atl,ColeTe01,rec_long,27,,,,,
player,201709240det,atl,ColeTe01,fumbles,0,,,,,
player,201709240det,atl,ColeTe01,fumbles_lost,0,,,,,
player,201709240det,atl,JoneJu02,pass_cmp,0,,,,,
player,201709240det,atl,JoneJu02,pass_att,0,,,,,
player,201709240det,atl,JoneJu02,pass_yds,0,,,,,
player,201709240det,atl,JoneJu02,pass_td,0,,,,,
player,201709240det,atl,JoneJu02,pass_int,0,,,,,
player,201709240det,atl,JoneJu02,pass_sacked,0,,,,,
player,201709240det,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201709240det,atl,JoneJu02,pass_long,0,,,,,
player,201709240det,atl,JoneJu02,pass_rating,,,,,,
player,201709240det,atl,JoneJu02,rush_att,0,,,,,
player,201709240det,atl,JoneJu02,rush_yds,0,,,,,
player,201709240det,atl,JoneJu02,rush_td,0,,,,,
player,201709240det,atl,JoneJu02,rush_long,0,,,,,
player,201709240det,atl,JoneJu02,targets,12,,,,,
player,201709240det,atl,JoneJu02,rec,7,,,,,
player,201709240det,atl,JoneJu02,rec_yds,91,,,,,
player,201709240det,atl,JoneJu02,rec_td,0,,,,,
player,201709240det,atl,JoneJu02,rec_long,18,,,,,
player,201709240det,atl,JoneJu02,fumbles,0,,,,,
player,201709240det,atl,JoneJu02,fumbles_lost,0,,,,,
player,201709240det,atl,GabrTa00,pass_cmp,0,,,,,
player,201709240det,atl,GabrTa00,pass_att,0,,,,,
player,201709240det,atl,GabrTa00,pass_yds,0,,,,,
player,201709240det,atl,GabrTa00,pass_td,0,,,,,
player,201709240det,atl,GabrTa00,pass_int,0,,,,,
player,201709240det,atl,GabrTa00,pass_sacked,0,,,,,
player,201709240det,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201709240det,atl,GabrTa00,pass_long,0,,,,,
player,201709240det,atl,GabrTa00,pass_rating,,,,,,
player,201709240det,atl,GabrTa00,rush_att,0,,,,,
player,201709240det,atl,GabrTa00,rush_yds,0,,,,,
player,201709240det,atl,GabrTa00,rush_td,0,,,,,
player,201709240det,atl,GabrTa00,rush_long,0,,,,,
player,201709240det,atl,GabrTa00,targets,6,,,,,
player,201709240det,atl,GabrTa00,rec,5,,,,,
player,201709240det,atl,GabrTa00,rec_yds,79,,,,,
player,201709240det,atl,GabrTa00,rec_td,1,,,,,
player,201709240det,atl,GabrTa00,rec_long,40,,,,,
player,201709240det,atl,GabrTa00,fumbles,0,,,,,
player,201709240det,atl,GabrTa00,fumbles_lost,0,,,,,
player,201709240det,atl,SanuMo00,pass_cmp,0,,,,,
player,201709240det,atl,SanuMo00,pass_att,0,,,,,
player,201709240det,atl,SanuMo00,pass_yds,0,,,,,
player,201709240det,atl,SanuMo00,pass_td,0,,,,,
player,201709240det,atl,SanuMo00,pass_int,0,,,,,
player,201709240det,atl,SanuMo00,pass_sacked,0,,,,,
player,201709240det,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201709240det,atl,SanuMo00,pass_long,0,,,,,
player,201709240det,atl,SanuMo00,pass_rating,,,,,,
player,201709240det,atl,SanuMo00,rush_att,0,,,,,
player,201709240det,atl,SanuMo00,rush_yds,0,,,,,
player,201709240det,atl,SanuMo00,rush_td,0,,,,,
player,201709240det,atl,SanuMo00,rush_long,0,,,,,
player,201709240det,atl,SanuMo00,targets,6,,,,,
player,201709240det,atl,SanuMo00,rec,4,,,,,
player,201709240det,atl,SanuMo00,rec_yds,28,,,,,
player,201709240det,atl,SanuMo00,rec_td,1,,,,,
player,201709240det,atl,SanuMo00,rec_long,12,,,,,
player,201709240det,atl,SanuMo00,fumbles,0,,,,,
player,201709240det,atl,SanuMo00,fumbles_lost,0,,,,,
player,201709240det,atl,RobeAn00,pass_cmp,0,,,,,
player,201709240det,atl,RobeAn00,pass_att,0,,,,,
player,201709240det,atl,RobeAn00,pass_yds,0,,,,,
player,201709240det,atl,RobeAn00,pass_td,0,,,,,
player,201709240det,atl,RobeAn00,pass_int,0,,,,,
player,201709240det,atl,RobeAn00,pass_sacked,0,,,,,
player,201709240det,atl,RobeAn00,pass_sacked_yds,0,,,,,
player,201709240det,atl,RobeAn00,pass_long,0,,,,,
player,201709240det,atl,RobeAn00,pass_rating,,,,,,
player,201709240det,atl,RobeAn00,rush_att,0,,,,,
player,201709240det,atl,RobeAn00,rush_yds,0,,,,,
player,201709240det,atl,RobeAn00,rush_td,0,,,,,
player,201709240det,atl,RobeAn00,rush_long,0,,,,,
player,201709240det,atl,RobeAn00,targets,1,,,,,
player,201709240det,atl,RobeAn00,rec,1,,,,,
player,201709240det,atl,RobeAn00,rec_yds,12,,,,,
player,201709240det,atl,RobeAn00,rec_td,0,,,,,
player,201709240det,atl,RobeAn00,rec_long,12,,,,,
player,201709240det,atl,RobeAn00,fumbles,0,,,,,
player,201709240det,atl,RobeAn00,fumbles_lost,0,,,,,
player,201709240det,atl,HoopAu00,pass_cmp,0,,,,,
player,201709240det,atl,HoopAu00,pass_att,0,,,,,
player,201709240det,atl,HoopAu00,pass_yds,0,,,,,
player,201709240det,atl,HoopAu00,pass_td,0,,,,,
player,201709240det,atl,HoopAu00,pass_int,0,,,,,
player,201709240det,atl,HoopAu00,pass_sacked,0,,,,,
player,201709240det,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201709240det,atl,HoopAu00,pass_long,0,,,,,
player,201709240det,atl,HoopAu00,pass_rating,,,,,,
player,201709240det,atl,HoopAu00,rush_att,0,,,,,
player,201709240det,atl,HoopAu00,rush_yds,0,,,,,
player,201709240det,atl,HoopAu00,rush_td,0,,,,,
player,201709240det,atl,HoopAu00,rush_long,0,,,,,
player,201709240det,atl,HoopAu00,targets,2,,,,,
player,201709240det,atl,HoopAu00,rec,1,,,,,
player,201709240det,atl,HoopAu00,rec_yds,9,,,,,
player,201709240det,atl,HoopAu00,rec_td,0,,,,,
player,201709240det,atl,HoopAu00,rec_long,9,,,,,
player,201709240det,atl,HoopAu00,fumbles,0,,,,,
player,201709240det,atl,HoopAu00,fumbles_lost,0,,,,,
player,201709240det,det,StafMa00,pass_cmp,25,,,,,
player,201709240det,det,StafMa00,pass_att,45,,,,,
player,201709240det,det,StafMa00,pass_yds,264,,,,,
player,201709240det,det,StafMa00,pass_td,1,,,,,
player,201709240det,det,StafMa00,pass_int,0,,,,,
player,201709240det,det,StafMa00,pass_sacked,2,,,,,
player,201709240det,det,StafMa00,pass_sacked_yds,11,,,,,
player,201709240det,det,StafMa00,pass_long,29,,,,,
player,201709240det,det,StafMa00,pass_rating,80.2,,,,,
player,201709240det,det,StafMa00,rush_att,2,,,,,
player,201709240det,det,StafMa00,rush_yds,19,,,,,
player,201709240det,det,StafMa00,rush_td,0,,,,,
player,201709240det,det,StafMa00,rush_long,11,,,,,
player,201709240det,det,StafMa00,targets,0,,,,,
player,201709240det,det,StafMa00,rec,0,,,,,
player,201709240det,det,StafMa00,rec_yds,0,,,,,
player,201709240det,det,StafMa00,rec_td,0,,,,,
player,201709240det,det,StafMa00,rec_long,0,,,,,
player,201709240det,det,StafMa00,fumbles,0,,,,,
player,201709240det,det,StafMa00,fumbles_lost,0,,,,,
player,201709240det,det,AbduAm00,pass_cmp,0,,,,,
player,201709240det,det,AbduAm00,pass_att,0,,,,,
player,201709240det,det,AbduAm00,pass_yds,0,,,,,
player,201709240det,det,AbduAm00,pass_td,0,,,,,
player,201709240det,det,AbduAm00,pass_int,0,,,,,
player,201709240det,det,AbduAm00,pass_sacked,0,,,,,
player,201709240det,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201709240det,det,AbduAm00,pass_long,0,,,,,
player,201709240det,det,AbduAm00,pass_rating,,,,,,
player,201709240det,det,AbduAm00,rush_att,14,,,,,
player,201709240det,det,AbduAm00,rush_yds,47,,,,,
player,201709240det,det,AbduAm00,rush_td,0,,,,,
player,201709240det,det,AbduAm00,rush_long,11,,,,,
player,201709240det,det,AbduAm00,targets,3,,,,,
player,201709240det,det,AbduAm00,rec,3,,,,,
player,201709240det,det,AbduAm00,rec_yds,39,,,,,
player,201709240det,det,AbduAm00,rec_td,0,,,,,
player,201709240det,det,AbduAm00,rec_long,22,,,,,
player,201709240det,det,AbduAm00,fumbles,0,,,,,
player,201709240det,det,AbduAm00,fumbles_lost,0,,,,,
player,201709240det,det,ZennZa00,pass_cmp,0,,,,,
player,201709240det,det,ZennZa00,pass_att,0,,,,,
player,201709240det,det,ZennZa00,pass_yds,0,,,,,
player,201709240det,det,ZennZa00,pass_td,0,,,,,
player,201709240det,det,ZennZa00,pass_int,0,,,,,
player,201709240det,det,ZennZa00,pass_sacked,0,,,,,
player,201709240det,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201709240det,det,ZennZa00,pass_long,0,,,,,
player,201709240det,det,ZennZa00,pass_rating,,,,,,
player,201709240det,det,ZennZa00,rush_att,3,,,,,
player,201709240det,det,ZennZa00,rush_yds,5,,,,,
player,201709240det,det,ZennZa00,rush_td,0,,,,,
player,201709240det,det,ZennZa00,rush_long,3,,,,,
player,201709240det,det,ZennZa00,targets,0,,,,,
player,201709240det,det,ZennZa00,rec,0,,,,,
player,201709240det,det,ZennZa00,rec_yds,0,,,,,
player,201709240det,det,ZennZa00,rec_td,0,,,,,
player,201709240det,det,ZennZa00,rec_long,0,,,,,
player,201709240det,det,ZennZa00,fumbles,0,,,,,
player,201709240det,det,ZennZa00,fumbles_lost,0,,,,,
player,201709240det,det,JoneT.00,pass_cmp,0,,,,,
player,201709240det,det,JoneT.00,pass_att,0,,,,,
player,201709240det,det,JoneT.00,pass_yds,0,,,,,
player,201709240det,det,JoneT.00,pass_td,0,,,,,
player,201709240det,det,JoneT.00,pass_int,0,,,,,
player,201709240det,det,JoneT.00,pass_sacked,0,,,,,
player,201709240det,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201709240det,det,JoneT.00,pass_long,0,,,,,
player,201709240det,det,JoneT.00,pass_rating,,,,,,
player,201709240det,det,JoneT.00,rush_att,0,,,,,
player,201709240det,det,JoneT.00,rush_yds,0,,,,,
player,201709240det,det,JoneT.00,rush_td,0,,,,,
player,201709240det,det,JoneT.00,rush_long,0,,,,,
player,201709240det,det,JoneT.00,targets,3,,,,,
player,201709240det,det,JoneT.00,rec,3,,,,,
player,201709240det,det,JoneT.00,rec_yds,63,,,,,
player,201709240det,det,JoneT.00,rec_td,0,,,,,
player,201709240det,det,JoneT.00,rec_long,29,,,,,
player,201709240det,det,JoneT.00,fumbles,0,,,,,
player,201709240det,det,JoneT.00,fumbles_lost,0,,,,,
player,201709240det,det,TateGo00,pass_cmp,0,,,,,
player,201709240det,det,TateGo00,pass_att,0,,,,,
player,201709240det,det,TateGo00,pass_yds,0,,,,,
player,201709240det,det,TateGo00,pass_td,0,,,,,
player,201709240det,det,TateGo00,pass_int,0,,,,,
player,201709240det,det,TateGo00,pass_sacked,0,,,,,
player,201709240det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201709240det,det,TateGo00,pass_long,0,,,,,
player,201709240det,det,TateGo00,pass_rating,,,,,,
player,201709240det,det,TateGo00,rush_att,0,,,,,
player,201709240det,det,TateGo00,rush_yds,0,,,,,
player,201709240det,det,TateGo00,rush_td,0,,,,,
player,201709240det,det,TateGo00,rush_long,0,,,,,
player,201709240det,det,TateGo00,targets,11,,,,,
player,201709240det,det,TateGo00,rec,7,,,,,
player,201709240det,det,TateGo00,rec_yds,58,,,,,
player,201709240det,det,TateGo00,rec_td,1,,,,,
player,201709240det,det,TateGo00,rec_long,18,,,,,
player,201709240det,det,TateGo00,fumbles,0,,,,,
player,201709240det,det,TateGo00,fumbles_lost,0,,,,,
player,201709240det,det,RiddTh00,pass_cmp,0,,,,,
player,201709240det,det,RiddTh00,pass_att,0,,,,,
player,201709240det,det,RiddTh00,pass_yds,0,,,,,
player,201709240det,det,RiddTh00,pass_td,0,,,,,
player,201709240det,det,RiddTh00,pass_int,0,,,,,
player,201709240det,det,RiddTh00,pass_sacked,0,,,,,
player,201709240det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201709240det,det,RiddTh00,pass_long,0,,,,,
player,201709240det,det,RiddTh00,pass_rating,,,,,,
player,201709240det,det,RiddTh00,rush_att,0,,,,,
player,201709240det,det,RiddTh00,rush_yds,0,,,,,
player,201709240det,det,RiddTh00,rush_td,0,,,,,
player,201709240det,det,RiddTh00,rush_long,0,,,,,
player,201709240det,det,RiddTh00,targets,9,,,,,
player,201709240det,det,RiddTh00,rec,4,,,,,
player,201709240det,det,RiddTh00,rec_yds,38,,,,,
player,201709240det,det,RiddTh00,rec_td,0,,,,,
player,201709240det,det,RiddTh00,rec_long,16,,,,,
player,201709240det,det,RiddTh00,fumbles,0,,,,,
player,201709240det,det,RiddTh00,fumbles_lost,0,,,,,
player,201709240det,det,GollKe00,pass_cmp,0,,,,,
player,201709240det,det,GollKe00,pass_att,0,,,,,
player,201709240det,det,GollKe00,pass_yds,0,,,,,
player,201709240det,det,GollKe00,pass_td,0,,,,,
player,201709240det,det,GollKe00,pass_int,0,,,,,
player,201709240det,det,GollKe00,pass_sacked,0,,,,,
player,201709240det,det,GollKe00,pass_sacked_yds,0,,,,,
player,201709240det,det,GollKe00,pass_long,0,,,,,
player,201709240det,det,GollKe00,pass_rating,,,,,,
player,201709240det,det,GollKe00,rush_att,0,,,,,
player,201709240det,det,GollKe00,rush_yds,0,,,,,
player,201709240det,det,GollKe00,rush_td,0,,,,,
player,201709240det,det,GollKe00,rush_long,0,,,,,
player,201709240det,det,GollKe00,targets,5,,,,,
player,201709240det,det,GollKe00,rec,2,,,,,
player,201709240det,det,GollKe00,rec_yds,25,,,,,
player,201709240det,det,GollKe00,rec_td,0,,,,,
player,201709240det,det,GollKe00,rec_long,13,,,,,
player,201709240det,det,GollKe00,fumbles,0,,,,,
player,201709240det,det,GollKe00,fumbles_lost,0,,,,,
player,201709240det,det,JoneMa02,pass_cmp,0,,,,,
player,201709240det,det,JoneMa02,pass_att,0,,,,,
player,201709240det,det,JoneMa02,pass_yds,0,,,,,
player,201709240det,det,JoneMa02,pass_td,0,,,,,
player,201709240det,det,JoneMa02,pass_int,0,,,,,
player,201709240det,det,JoneMa02,pass_sacked,0,,,,,
player,201709240det,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201709240det,det,JoneMa02,pass_long,0,,,,,
player,201709240det,det,JoneMa02,pass_rating,,,,,,
player,201709240det,det,JoneMa02,rush_att,0,,,,,
player,201709240det,det,JoneMa02,rush_yds,0,,,,,
player,201709240det,det,JoneMa02,rush_td,0,,,,,
player,201709240det,det,JoneMa02,rush_long,0,,,,,
player,201709240det,det,JoneMa02,targets,6,,,,,
player,201709240det,det,JoneMa02,rec,3,,,,,
player,201709240det,det,JoneMa02,rec_yds,24,,,,,
player,201709240det,det,JoneMa02,rec_td,0,,,,,
player,201709240det,det,JoneMa02,rec_long,12,,,,,
player,201709240det,det,JoneMa02,fumbles,0,,,,,
player,201709240det,det,JoneMa02,fumbles_lost,0,,,,,
player,201709240det,det,EbroEr00,pass_cmp,0,,,,,
player,201709240det,det,EbroEr00,pass_att,0,,,,,
player,201709240det,det,EbroEr00,pass_yds,0,,,,,
player,201709240det,det,EbroEr00,pass_td,0,,,,,
player,201709240det,det,EbroEr00,pass_int,0,,,,,
player,201709240det,det,EbroEr00,pass_sacked,0,,,,,
player,201709240det,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201709240det,det,EbroEr00,pass_long,0,,,,,
player,201709240det,det,EbroEr00,pass_rating,,,,,,
player,201709240det,det,EbroEr00,rush_att,0,,,,,
player,201709240det,det,EbroEr00,rush_yds,0,,,,,
player,201709240det,det,EbroEr00,rush_td,0,,,,,
player,201709240det,det,EbroEr00,rush_long,0,,,,,
player,201709240det,det,EbroEr00,targets,7,,,,,
player,201709240det,det,EbroEr00,rec,2,,,,,
player,201709240det,det,EbroEr00,rec_yds,9,,,,,
player,201709240det,det,EbroEr00,rec_td,0,,,,,
player,201709240det,det,EbroEr00,rec_long,8,,,,,
player,201709240det,det,EbroEr00,fumbles,0,,,,,
player,201709240det,det,EbroEr00,fumbles_lost,0,,,,,
player,201709240det,det,FellDa01,pass_cmp,0,,,,,
player,201709240det,det,FellDa01,pass_att,0,,,,,
player,201709240det,det,FellDa01,pass_yds,0,,,,,
player,201709240det,det,FellDa01,pass_td,0,,,,,
player,201709240det,det,FellDa01,pass_int,0,,,,,
player,201709240det,det,FellDa01,pass_sacked,0,,,,,
player,201709240det,det,FellDa01,pass_sacked_yds,0,,,,,
player,201709240det,det,FellDa01,pass_long,0,,,,,
player,201709240det,det,FellDa01,pass_rating,,,,,,
player,201709240det,det,FellDa01,rush_att,0,,,,,
player,201709240det,det,FellDa01,rush_yds,0,,,,,
player,201709240det,det,FellDa01,rush_td,0,,,,,
player,201709240det,det,FellDa01,rush_long,0,,,,,
player,201709240det,det,FellDa01,targets,1,,,,,
player,201709240det,det,FellDa01,rec,1,,,,,
player,201709240det,det,FellDa01,rec_yds,8,,,,,
player,201709240det,det,FellDa01,rec_td,0,,,,,
player,201709240det,det,FellDa01,rec_long,8,,,,,
player,201709240det,det,FellDa01,fumbles,0,,,,,
player,201709240det,det,FellDa01,fumbles_lost,0,,,,,
player,201709240det,atl,ClayAd00,def_int,0,,,,,
player,201709240det,atl,ClayAd00,def_int_yds,0,,,,,
player,201709240det,atl,ClayAd00,def_int_td,0,,,,,
player,201709240det,atl,ClayAd00,def_int_long,0,,,,,
player,201709240det,atl,ClayAd00,pass_defended,0,,,,,
player,201709240det,atl,ClayAd00,sacks,1.0,,,,,
player,201709240det,atl,ClayAd00,tackles_combined,2,,,,,
player,201709240det,atl,ClayAd00,tackles_solo,2,,,,,
player,201709240det,atl,ClayAd00,tackles_assists,0,,,,,
player,201709240det,atl,ClayAd00,tackles_loss,1,,,,,
player,201709240det,atl,ClayAd00,qb_hits,2,,,,,
player,201709240det,atl,ClayAd00,fumbles_rec,0,,,,,
player,201709240det,atl,ClayAd00,fumbles_rec_yds,0,,,,,
player,201709240det,atl,ClayAd00,fumbles_rec_td,0,,,,,
player,201709240det,atl,ClayAd00,fumbles_forced,0,,,,,
player,201709240det,atl,McKiTa00,def_int,0,,,,,
player,201709240det,atl,McKiTa00,def_int_yds,0,,,,,
player,201709240det,atl,McKiTa00,def_int_td,0,,,,,
player,201709240det,atl,McKiTa00,def_int_long,0,,,,,
player,201709240det,atl,McKiTa00,pass_defended,1,,,,,
player,201709240det,atl,McKiTa00,sacks,1.0,,,,,
player,201709240det,atl,McKiTa00,tackles_combined,2,,,,,
player,201709240det,atl,McKiTa00,tackles_solo,2,,,,,
player,201709240det,atl,McKiTa00,tackles_assists,0,,,,,
player,201709240det,atl,McKiTa00,tackles_loss,2,,,,,
player,201709240det,atl,McKiTa00,qb_hits,1,,,,,
player,201709240det,atl,McKiTa00,fumbles_rec,0,,,,,
player,201709240det,atl,McKiTa00,fumbles_rec_yds,0,,,,,
player,201709240det,atl,McKiTa00,fumbles_rec_td,0,,,,,
player,201709240det,atl,McKiTa00,fumbles_forced,0,,,,,
player,201709240det,atl,PoolBr01,def_int,0,,,,,
player,201709240det,atl,PoolBr01,def_int_yds,0,,,,,
player,201709240det,atl,PoolBr01,def_int_td,0,,,,,
player,201709240det,atl,PoolBr01,def_int_long,0,,,,,
player,201709240det,atl,PoolBr01,pass_defended,2,,,,,
player,201709240det,atl,PoolBr01,sacks,0.0,,,,,
player,201709240det,atl,PoolBr01,tackles_combined,9,,,,,
player,201709240det,atl,PoolBr01,tackles_solo,7,,,,,
player,201709240det,atl,PoolBr01,tackles_assists,2,,,,,
player,201709240det,atl,PoolBr01,tackles_loss,1,,,,,
player,201709240det,atl,PoolBr01,qb_hits,0,,,,,
player,201709240det,atl,PoolBr01,fumbles_rec,0,,,,,
player,201709240det,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201709240det,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201709240det,atl,PoolBr01,fumbles_forced,0,,,,,
player,201709240det,atl,JoneDe01,def_int,0,,,,,
player,201709240det,atl,JoneDe01,def_int_yds,0,,,,,
player,201709240det,atl,JoneDe01,def_int_td,0,,,,,
player,201709240det,atl,JoneDe01,def_int_long,0,,,,,
player,201709240det,atl,JoneDe01,pass_defended,1,,,,,
player,201709240det,atl,JoneDe01,sacks,0.0,,,,,
player,201709240det,atl,JoneDe01,tackles_combined,7,,,,,
player,201709240det,atl,JoneDe01,tackles_solo,6,,,,,
player,201709240det,atl,JoneDe01,tackles_assists,1,,,,,
player,201709240det,atl,JoneDe01,tackles_loss,0,,,,,
player,201709240det,atl,JoneDe01,qb_hits,0,,,,,
player,201709240det,atl,JoneDe01,fumbles_rec,0,,,,,
player,201709240det,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201709240det,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201709240det,atl,JoneDe01,fumbles_forced,0,,,,,
player,201709240det,atl,AlfoRo00,def_int,0,,,,,
player,201709240det,atl,AlfoRo00,def_int_yds,0,,,,,
player,201709240det,atl,AlfoRo00,def_int_td,0,,,,,
player,201709240det,atl,AlfoRo00,def_int_long,0,,,,,
player,201709240det,atl,AlfoRo00,pass_defended,2,,,,,
player,201709240det,atl,AlfoRo00,sacks,0.0,,,,,
player,201709240det,atl,AlfoRo00,tackles_combined,6,,,,,
player,201709240det,atl,AlfoRo00,tackles_solo,6,,,,,
player,201709240det,atl,AlfoRo00,tackles_assists,0,,,,,
player,201709240det,atl,AlfoRo00,tackles_loss,0,,,,,
player,201709240det,atl,AlfoRo00,qb_hits,0,,,,,
player,201709240det,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201709240det,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201709240det,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201709240det,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201709240det,atl,NealKe01,def_int,0,,,,,
player,201709240det,atl,NealKe01,def_int_yds,0,,,,,
player,201709240det,atl,NealKe01,def_int_td,0,,,,,
player,201709240det,atl,NealKe01,def_int_long,0,,,,,
player,201709240det,atl,NealKe01,pass_defended,0,,,,,
player,201709240det,atl,NealKe01,sacks,0.0,,,,,
player,201709240det,atl,NealKe01,tackles_combined,5,,,,,
player,201709240det,atl,NealKe01,tackles_solo,4,,,,,
player,201709240det,atl,NealKe01,tackles_assists,1,,,,,
player,201709240det,atl,NealKe01,tackles_loss,0,,,,,
player,201709240det,atl,NealKe01,qb_hits,0,,,,,
player,201709240det,atl,NealKe01,fumbles_rec,0,,,,,
player,201709240det,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201709240det,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201709240det,atl,NealKe01,fumbles_forced,0,,,,,
player,201709240det,atl,JarrGr00,def_int,0,,,,,
