game,2017,11,20171119,201711190rai,nwe,"New England Patriots",33,rai,"Oakland Raiders",8
player,201711190rai,nwe,LewiDi00,targets,4,,,,,
player,201711190rai,nwe,LewiDi00,rec,4,,,,,
player,201711190rai,nwe,LewiDi00,rec_yds,28,,,,,
player,201711190rai,nwe,LewiDi00,rec_td,1,,,,,
player,201711190rai,nwe,LewiDi00,rec_long,15,,,,,
player,201711190rai,nwe,LewiDi00,fumbles,0,,,,,
player,201711190rai,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_cmp,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_att,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_yds,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_td,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_int,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_sacked,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_long,0,,,,,
player,201711190rai,nwe,BurkRe00,pass_rating,,,,,,
player,201711190rai,nwe,BurkRe00,rush_att,5,,,,,
player,201711190rai,nwe,BurkRe00,rush_yds,16,,,,,
player,201711190rai,nwe,BurkRe00,rush_td,0,,,,,
player,201711190rai,nwe,BurkRe00,rush_long,4,,,,,
player,201711190rai,nwe,BurkRe00,targets,6,,,,,
player,201711190rai,nwe,BurkRe00,rec,4,,,,,
player,201711190rai,nwe,BurkRe00,rec_yds,21,,,,,
player,201711190rai,nwe,BurkRe00,rec_td,0,,,,,
player,201711190rai,nwe,BurkRe00,rec_long,10,,,,,
player,201711190rai,nwe,BurkRe00,fumbles,1,,,,,
player,201711190rai,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_cmp,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_att,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_yds,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_td,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_int,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_sacked,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_long,0,,,,,
player,201711190rai,nwe,WhitJa02,pass_rating,,,,,,
player,201711190rai,nwe,WhitJa02,rush_att,5,,,,,
player,201711190rai,nwe,WhitJa02,rush_yds,13,,,,,
player,201711190rai,nwe,WhitJa02,rush_td,0,,,,,
player,201711190rai,nwe,WhitJa02,rush_long,6,,,,,
player,201711190rai,nwe,WhitJa02,targets,1,,,,,
player,201711190rai,nwe,WhitJa02,rec,0,,,,,
player,201711190rai,nwe,WhitJa02,rec_yds,0,,,,,
player,201711190rai,nwe,WhitJa02,rec_td,0,,,,,
player,201711190rai,nwe,WhitJa02,rec_long,0,,,,,
player,201711190rai,nwe,WhitJa02,fumbles,0,,,,,
player,201711190rai,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201711190rai,nwe,CookBr00,pass_cmp,0,,,,,
player,201711190rai,nwe,CookBr00,pass_att,0,,,,,
player,201711190rai,nwe,CookBr00,pass_yds,0,,,,,
player,201711190rai,nwe,CookBr00,pass_td,0,,,,,
player,201711190rai,nwe,CookBr00,pass_int,0,,,,,
player,201711190rai,nwe,CookBr00,pass_sacked,0,,,,,
player,201711190rai,nwe,CookBr00,pass_sacked_yds,0,,,,,
player,201711190rai,nwe,CookBr00,pass_long,0,,,,,
player,201711190rai,nwe,CookBr00,pass_rating,,,,,,
player,201711190rai,nwe,CookBr00,rush_att,0,,,,,
player,201711190rai,nwe,CookBr00,rush_yds,0,,,,,
player,201711190rai,nwe,CookBr00,rush_td,0,,,,,
player,201711190rai,nwe,CookBr00,rush_long,0,,,,,
player,201711190rai,nwe,CookBr00,targets,9,,,,,
player,201711190rai,nwe,CookBr00,rec,6,,,,,
player,201711190rai,nwe,CookBr00,rec_yds,149,,,,,
player,201711190rai,nwe,CookBr00,rec_td,1,,,,,
player,201711190rai,nwe,CookBr00,rec_long,64,,,,,
player,201711190rai,nwe,CookBr00,fumbles,0,,,,,
player,201711190rai,nwe,CookBr00,fumbles_lost,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_cmp,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_att,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_yds,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_td,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_int,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_sacked,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_long,0,,,,,
player,201711190rai,nwe,AmenDa00,pass_rating,,,,,,
player,201711190rai,nwe,AmenDa00,rush_att,0,,,,,
player,201711190rai,nwe,AmenDa00,rush_yds,0,,,,,
player,201711190rai,nwe,AmenDa00,rush_td,0,,,,,
player,201711190rai,nwe,AmenDa00,rush_long,0,,,,,
player,201711190rai,nwe,AmenDa00,targets,9,,,,,
player,201711190rai,nwe,AmenDa00,rec,8,,,,,
player,201711190rai,nwe,AmenDa00,rec_yds,66,,,,,
player,201711190rai,nwe,AmenDa00,rec_td,1,,,,,
player,201711190rai,nwe,AmenDa00,rec_long,18,,,,,
player,201711190rai,nwe,AmenDa00,fumbles,0,,,,,
player,201711190rai,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201711190rai,nwe,GronRo00,pass_cmp,0,,,,,
player,201711190rai,nwe,GronRo00,pass_att,0,,,,,
player,201711190rai,nwe,GronRo00,pass_yds,0,,,,,
player,201711190rai,nwe,GronRo00,pass_td,0,,,,,
player,201711190rai,nwe,GronRo00,pass_int,0,,,,,
player,201711190rai,nwe,GronRo00,pass_sacked,0,,,,,
player,201711190rai,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201711190rai,nwe,GronRo00,pass_long,0,,,,,
player,201711190rai,nwe,GronRo00,pass_rating,,,,,,
player,201711190rai,nwe,GronRo00,rush_att,0,,,,,
player,201711190rai,nwe,GronRo00,rush_yds,0,,,,,
player,201711190rai,nwe,GronRo00,rush_td,0,,,,,
player,201711190rai,nwe,GronRo00,rush_long,0,,,,,
player,201711190rai,nwe,GronRo00,targets,3,,,,,
player,201711190rai,nwe,GronRo00,rec,3,,,,,
player,201711190rai,nwe,GronRo00,rec_yds,37,,,,,
player,201711190rai,nwe,GronRo00,rec_td,0,,,,,
player,201711190rai,nwe,GronRo00,rec_long,14,,,,,
player,201711190rai,nwe,GronRo00,fumbles,0,,,,,
player,201711190rai,nwe,GronRo00,fumbles_lost,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_cmp,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_att,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_yds,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_td,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_int,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_sacked,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_sacked_yds,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_long,0,,,,,
player,201711190rai,nwe,AlleDw00,pass_rating,,,,,,
player,201711190rai,nwe,AlleDw00,rush_att,0,,,,,
player,201711190rai,nwe,AlleDw00,rush_yds,0,,,,,
player,201711190rai,nwe,AlleDw00,rush_td,0,,,,,
player,201711190rai,nwe,AlleDw00,rush_long,0,,,,,
player,201711190rai,nwe,AlleDw00,targets,2,,,,,
player,201711190rai,nwe,AlleDw00,rec,2,,,,,
player,201711190rai,nwe,AlleDw00,rec_yds,24,,,,,
player,201711190rai,nwe,AlleDw00,rec_td,0,,,,,
player,201711190rai,nwe,AlleDw00,rec_long,19,,,,,
player,201711190rai,nwe,AlleDw00,fumbles,0,,,,,
player,201711190rai,nwe,AlleDw00,fumbles_lost,0,,,,,
player,201711190rai,nwe,BennMa00,pass_cmp,0,,,,,
player,201711190rai,nwe,BennMa00,pass_att,0,,,,,
player,201711190rai,nwe,BennMa00,pass_yds,0,,,,,
player,201711190rai,nwe,BennMa00,pass_td,0,,,,,
player,201711190rai,nwe,BennMa00,pass_int,0,,,,,
player,201711190rai,nwe,BennMa00,pass_sacked,0,,,,,
player,201711190rai,nwe,BennMa00,pass_sacked_yds,0,,,,,
player,201711190rai,nwe,BennMa00,pass_long,0,,,,,
player,201711190rai,nwe,BennMa00,pass_rating,,,,,,
player,201711190rai,nwe,BennMa00,rush_att,0,,,,,
player,201711190rai,nwe,BennMa00,rush_yds,0,,,,,
player,201711190rai,nwe,BennMa00,rush_td,0,,,,,
player,201711190rai,nwe,BennMa00,rush_long,0,,,,,
player,201711190rai,nwe,BennMa00,targets,3,,,,,
player,201711190rai,nwe,BennMa00,rec,3,,,,,
player,201711190rai,nwe,BennMa00,rec_yds,15,,,,,
player,201711190rai,nwe,BennMa00,rec_td,0,,,,,
player,201711190rai,nwe,BennMa00,rec_long,6,,,,,
player,201711190rai,nwe,BennMa00,fumbles,0,,,,,
player,201711190rai,nwe,BennMa00,fumbles_lost,0,,,,,
player,201711190rai,rai,CarrDe02,pass_cmp,28,,,,,
player,201711190rai,rai,CarrDe02,pass_att,49,,,,,
player,201711190rai,rai,CarrDe02,pass_yds,237,,,,,
player,201711190rai,rai,CarrDe02,pass_td,1,,,,,
player,201711190rai,rai,CarrDe02,pass_int,1,,,,,
player,201711190rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201711190rai,rai,CarrDe02,pass_sacked_yds,2,,,,,
player,201711190rai,rai,CarrDe02,pass_long,26,,,,,
player,201711190rai,rai,CarrDe02,pass_rating,68.2,,,,,
player,201711190rai,rai,CarrDe02,rush_att,0,,,,,
player,201711190rai,rai,CarrDe02,rush_yds,0,,,,,
player,201711190rai,rai,CarrDe02,rush_td,0,,,,,
player,201711190rai,rai,CarrDe02,rush_long,0,,,,,
player,201711190rai,rai,CarrDe02,targets,0,,,,,
player,201711190rai,rai,CarrDe02,rec,0,,,,,
player,201711190rai,rai,CarrDe02,rec_yds,0,,,,,
player,201711190rai,rai,CarrDe02,rec_td,0,,,,,
player,201711190rai,rai,CarrDe02,rec_long,0,,,,,
player,201711190rai,rai,CarrDe02,fumbles,0,,,,,
player,201711190rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201711190rai,rai,LyncMa00,pass_cmp,0,,,,,
player,201711190rai,rai,LyncMa00,pass_att,0,,,,,
player,201711190rai,rai,LyncMa00,pass_yds,0,,,,,
player,201711190rai,rai,LyncMa00,pass_td,0,,,,,
player,201711190rai,rai,LyncMa00,pass_int,0,,,,,
player,201711190rai,rai,LyncMa00,pass_sacked,0,,,,,
player,201711190rai,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,LyncMa00,pass_long,0,,,,,
player,201711190rai,rai,LyncMa00,pass_rating,,,,,,
player,201711190rai,rai,LyncMa00,rush_att,11,,,,,
player,201711190rai,rai,LyncMa00,rush_yds,67,,,,,
player,201711190rai,rai,LyncMa00,rush_td,0,,,,,
player,201711190rai,rai,LyncMa00,rush_long,25,,,,,
player,201711190rai,rai,LyncMa00,targets,1,,,,,
player,201711190rai,rai,LyncMa00,rec,1,,,,,
player,201711190rai,rai,LyncMa00,rec_yds,10,,,,,
player,201711190rai,rai,LyncMa00,rec_td,0,,,,,
player,201711190rai,rai,LyncMa00,rec_long,10,,,,,
player,201711190rai,rai,LyncMa00,fumbles,0,,,,,
player,201711190rai,rai,LyncMa00,fumbles_lost,0,,,,,
player,201711190rai,rai,RichJa01,pass_cmp,0,,,,,
player,201711190rai,rai,RichJa01,pass_att,0,,,,,
player,201711190rai,rai,RichJa01,pass_yds,0,,,,,
player,201711190rai,rai,RichJa01,pass_td,0,,,,,
player,201711190rai,rai,RichJa01,pass_int,0,,,,,
player,201711190rai,rai,RichJa01,pass_sacked,0,,,,,
player,201711190rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201711190rai,rai,RichJa01,pass_long,0,,,,,
player,201711190rai,rai,RichJa01,pass_rating,,,,,,
player,201711190rai,rai,RichJa01,rush_att,4,,,,,
player,201711190rai,rai,RichJa01,rush_yds,19,,,,,
player,201711190rai,rai,RichJa01,rush_td,0,,,,,
player,201711190rai,rai,RichJa01,rush_long,7,,,,,
player,201711190rai,rai,RichJa01,targets,3,,,,,
player,201711190rai,rai,RichJa01,rec,2,,,,,
player,201711190rai,rai,RichJa01,rec_yds,9,,,,,
player,201711190rai,rai,RichJa01,rec_td,0,,,,,
player,201711190rai,rai,RichJa01,rec_long,5,,,,,
player,201711190rai,rai,RichJa01,fumbles,0,,,,,
player,201711190rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201711190rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201711190rai,rai,OlawJa00,pass_att,0,,,,,
player,201711190rai,rai,OlawJa00,pass_yds,0,,,,,
player,201711190rai,rai,OlawJa00,pass_td,0,,,,,
player,201711190rai,rai,OlawJa00,pass_int,0,,,,,
player,201711190rai,rai,OlawJa00,pass_sacked,0,,,,,
player,201711190rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,OlawJa00,pass_long,0,,,,,
player,201711190rai,rai,OlawJa00,pass_rating,,,,,,
player,201711190rai,rai,OlawJa00,rush_att,3,,,,,
player,201711190rai,rai,OlawJa00,rush_yds,16,,,,,
player,201711190rai,rai,OlawJa00,rush_td,0,,,,,
player,201711190rai,rai,OlawJa00,rush_long,11,,,,,
player,201711190rai,rai,OlawJa00,targets,2,,,,,
player,201711190rai,rai,OlawJa00,rec,2,,,,,
player,201711190rai,rai,OlawJa00,rec_yds,6,,,,,
player,201711190rai,rai,OlawJa00,rec_td,0,,,,,
player,201711190rai,rai,OlawJa00,rec_long,4,,,,,
player,201711190rai,rai,OlawJa00,fumbles,0,,,,,
player,201711190rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201711190rai,rai,WashDe00,pass_cmp,0,,,,,
player,201711190rai,rai,WashDe00,pass_att,0,,,,,
player,201711190rai,rai,WashDe00,pass_yds,0,,,,,
player,201711190rai,rai,WashDe00,pass_td,0,,,,,
player,201711190rai,rai,WashDe00,pass_int,0,,,,,
player,201711190rai,rai,WashDe00,pass_sacked,0,,,,,
player,201711190rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,WashDe00,pass_long,0,,,,,
player,201711190rai,rai,WashDe00,pass_rating,,,,,,
player,201711190rai,rai,WashDe00,rush_att,3,,,,,
player,201711190rai,rai,WashDe00,rush_yds,7,,,,,
player,201711190rai,rai,WashDe00,rush_td,0,,,,,
player,201711190rai,rai,WashDe00,rush_long,5,,,,,
player,201711190rai,rai,WashDe00,targets,3,,,,,
player,201711190rai,rai,WashDe00,rec,2,,,,,
player,201711190rai,rai,WashDe00,rec_yds,12,,,,,
player,201711190rai,rai,WashDe00,rec_td,0,,,,,
player,201711190rai,rai,WashDe00,rec_long,7,,,,,
player,201711190rai,rai,WashDe00,fumbles,0,,,,,
player,201711190rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201711190rai,rai,CrabMi00,pass_cmp,0,,,,,
player,201711190rai,rai,CrabMi00,pass_att,0,,,,,
player,201711190rai,rai,CrabMi00,pass_yds,0,,,,,
player,201711190rai,rai,CrabMi00,pass_td,0,,,,,
player,201711190rai,rai,CrabMi00,pass_int,0,,,,,
player,201711190rai,rai,CrabMi00,pass_sacked,0,,,,,
player,201711190rai,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,CrabMi00,pass_long,0,,,,,
player,201711190rai,rai,CrabMi00,pass_rating,,,,,,
player,201711190rai,rai,CrabMi00,rush_att,0,,,,,
player,201711190rai,rai,CrabMi00,rush_yds,0,,,,,
player,201711190rai,rai,CrabMi00,rush_td,0,,,,,
player,201711190rai,rai,CrabMi00,rush_long,0,,,,,
player,201711190rai,rai,CrabMi00,targets,11,,,,,
player,201711190rai,rai,CrabMi00,rec,6,,,,,
player,201711190rai,rai,CrabMi00,rec_yds,51,,,,,
player,201711190rai,rai,CrabMi00,rec_td,0,,,,,
player,201711190rai,rai,CrabMi00,rec_long,15,,,,,
player,201711190rai,rai,CrabMi00,fumbles,0,,,,,
player,201711190rai,rai,CrabMi00,fumbles_lost,0,,,,,
player,201711190rai,rai,PattCo00,pass_cmp,0,,,,,
player,201711190rai,rai,PattCo00,pass_att,0,,,,,
player,201711190rai,rai,PattCo00,pass_yds,0,,,,,
player,201711190rai,rai,PattCo00,pass_td,0,,,,,
player,201711190rai,rai,PattCo00,pass_int,0,,,,,
player,201711190rai,rai,PattCo00,pass_sacked,0,,,,,
player,201711190rai,rai,PattCo00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,PattCo00,pass_long,0,,,,,
player,201711190rai,rai,PattCo00,pass_rating,,,,,,
player,201711190rai,rai,PattCo00,rush_att,0,,,,,
player,201711190rai,rai,PattCo00,rush_yds,0,,,,,
player,201711190rai,rai,PattCo00,rush_td,0,,,,,
player,201711190rai,rai,PattCo00,rush_long,0,,,,,
player,201711190rai,rai,PattCo00,targets,4,,,,,
player,201711190rai,rai,PattCo00,rec,4,,,,,
player,201711190rai,rai,PattCo00,rec_yds,45,,,,,
player,201711190rai,rai,PattCo00,rec_td,0,,,,,
player,201711190rai,rai,PattCo00,rec_long,22,,,,,
player,201711190rai,rai,PattCo00,fumbles,0,,,,,
player,201711190rai,rai,PattCo00,fumbles_lost,0,,,,,
player,201711190rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201711190rai,rai,RobeSe00,pass_att,0,,,,,
player,201711190rai,rai,RobeSe00,pass_yds,0,,,,,
player,201711190rai,rai,RobeSe00,pass_td,0,,,,,
player,201711190rai,rai,RobeSe00,pass_int,0,,,,,
player,201711190rai,rai,RobeSe00,pass_sacked,0,,,,,
player,201711190rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,RobeSe00,pass_long,0,,,,,
player,201711190rai,rai,RobeSe00,pass_rating,,,,,,
player,201711190rai,rai,RobeSe00,rush_att,0,,,,,
player,201711190rai,rai,RobeSe00,rush_yds,0,,,,,
player,201711190rai,rai,RobeSe00,rush_td,0,,,,,
player,201711190rai,rai,RobeSe00,rush_long,0,,,,,
player,201711190rai,rai,RobeSe00,targets,9,,,,,
player,201711190rai,rai,RobeSe00,rec,5,,,,,
player,201711190rai,rai,RobeSe00,rec_yds,36,,,,,
player,201711190rai,rai,RobeSe00,rec_td,0,,,,,
player,201711190rai,rai,RobeSe00,rec_long,9,,,,,
player,201711190rai,rai,RobeSe00,fumbles,1,,,,,
player,201711190rai,rai,RobeSe00,fumbles_lost,1,,,,,
player,201711190rai,rai,CookJa02,pass_cmp,0,,,,,
player,201711190rai,rai,CookJa02,pass_att,0,,,,,
player,201711190rai,rai,CookJa02,pass_yds,0,,,,,
player,201711190rai,rai,CookJa02,pass_td,0,,,,,
player,201711190rai,rai,CookJa02,pass_int,0,,,,,
player,201711190rai,rai,CookJa02,pass_sacked,0,,,,,
player,201711190rai,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201711190rai,rai,CookJa02,pass_long,0,,,,,
player,201711190rai,rai,CookJa02,pass_rating,,,,,,
player,201711190rai,rai,CookJa02,rush_att,0,,,,,
player,201711190rai,rai,CookJa02,rush_yds,0,,,,,
player,201711190rai,rai,CookJa02,rush_td,0,,,,,
player,201711190rai,rai,CookJa02,rush_long,0,,,,,
player,201711190rai,rai,CookJa02,targets,5,,,,,
player,201711190rai,rai,CookJa02,rec,2,,,,,
player,201711190rai,rai,CookJa02,rec_yds,36,,,,,
player,201711190rai,rai,CookJa02,rec_td,0,,,,,
player,201711190rai,rai,CookJa02,rec_long,26,,,,,
player,201711190rai,rai,CookJa02,fumbles,0,,,,,
player,201711190rai,rai,CookJa02,fumbles_lost,0,,,,,
player,201711190rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201711190rai,rai,CoopAm00,pass_att,0,,,,,
player,201711190rai,rai,CoopAm00,pass_yds,0,,,,,
player,201711190rai,rai,CoopAm00,pass_td,0,,,,,
player,201711190rai,rai,CoopAm00,pass_int,0,,,,,
player,201711190rai,rai,CoopAm00,pass_sacked,0,,,,,
player,201711190rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,CoopAm00,pass_long,0,,,,,
player,201711190rai,rai,CoopAm00,pass_rating,,,,,,
player,201711190rai,rai,CoopAm00,rush_att,0,,,,,
player,201711190rai,rai,CoopAm00,rush_yds,0,,,,,
player,201711190rai,rai,CoopAm00,rush_td,0,,,,,
player,201711190rai,rai,CoopAm00,rush_long,0,,,,,
player,201711190rai,rai,CoopAm00,targets,7,,,,,
player,201711190rai,rai,CoopAm00,rec,3,,,,,
player,201711190rai,rai,CoopAm00,rec_yds,28,,,,,
player,201711190rai,rai,CoopAm00,rec_td,1,,,,,
player,201711190rai,rai,CoopAm00,rec_long,13,,,,,
player,201711190rai,rai,CoopAm00,fumbles,0,,,,,
player,201711190rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201711190rai,rai,WalfCl00,pass_cmp,0,,,,,
player,201711190rai,rai,WalfCl00,pass_att,0,,,,,
player,201711190rai,rai,WalfCl00,pass_yds,0,,,,,
player,201711190rai,rai,WalfCl00,pass_td,0,,,,,
player,201711190rai,rai,WalfCl00,pass_int,0,,,,,
player,201711190rai,rai,WalfCl00,pass_sacked,0,,,,,
player,201711190rai,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,WalfCl00,pass_long,0,,,,,
player,201711190rai,rai,WalfCl00,pass_rating,,,,,,
player,201711190rai,rai,WalfCl00,rush_att,0,,,,,
player,201711190rai,rai,WalfCl00,rush_yds,0,,,,,
player,201711190rai,rai,WalfCl00,rush_td,0,,,,,
player,201711190rai,rai,WalfCl00,rush_long,0,,,,,
player,201711190rai,rai,WalfCl00,targets,2,,,,,
player,201711190rai,rai,WalfCl00,rec,1,,,,,
player,201711190rai,rai,WalfCl00,rec_yds,4,,,,,
player,201711190rai,rai,WalfCl00,rec_td,0,,,,,
player,201711190rai,rai,WalfCl00,rec_long,4,,,,,
player,201711190rai,rai,WalfCl00,fumbles,0,,,,,
player,201711190rai,rai,WalfCl00,fumbles_lost,0,,,,,
player,201711190rai,rai,HoltJo00,pass_cmp,0,,,,,
player,201711190rai,rai,HoltJo00,pass_att,0,,,,,
player,201711190rai,rai,HoltJo00,pass_yds,0,,,,,
player,201711190rai,rai,HoltJo00,pass_td,0,,,,,
player,201711190rai,rai,HoltJo00,pass_int,0,,,,,
player,201711190rai,rai,HoltJo00,pass_sacked,0,,,,,
player,201711190rai,rai,HoltJo00,pass_sacked_yds,0,,,,,
player,201711190rai,rai,HoltJo00,pass_long,0,,,,,
player,201711190rai,rai,HoltJo00,pass_rating,,,,,,
player,201711190rai,rai,HoltJo00,rush_att,0,,,,,
player,201711190rai,rai,HoltJo00,rush_yds,0,,,,,
player,201711190rai,rai,HoltJo00,rush_td,0,,,,,
player,201711190rai,rai,HoltJo00,rush_long,0,,,,,
player,201711190rai,rai,HoltJo00,targets,2,,,,,
player,201711190rai,rai,HoltJo00,rec,0,,,,,
player,201711190rai,rai,HoltJo00,rec_yds,0,,,,,
player,201711190rai,rai,HoltJo00,rec_td,0,,,,,
player,201711190rai,rai,HoltJo00,rec_long,0,,,,,
player,201711190rai,rai,HoltJo00,fumbles,0,,,,,
player,201711190rai,rai,HoltJo00,fumbles_lost,0,,,,,
player,201711190rai,nwe,HarmDu00,def_int,1,,,,,
player,201711190rai,nwe,HarmDu00,def_int_yds,0,,,,,
player,201711190rai,nwe,HarmDu00,def_int_td,0,,,,,
player,201711190rai,nwe,HarmDu00,def_int_long,0,,,,,
player,201711190rai,nwe,HarmDu00,pass_defended,1,,,,,
player,201711190rai,nwe,HarmDu00,sacks,0.0,,,,,
player,201711190rai,nwe,HarmDu00,tackles_combined,1,,,,,
player,201711190rai,nwe,HarmDu00,tackles_solo,1,,,,,
player,201711190rai,nwe,HarmDu00,tackles_assists,0,,,,,
