game,2017,10,20171112,201711120det,cle,"Cleveland Browns",24,det,"Detroit Lions",38
player,201711120det,cle,CollJa00,fumbles_rec_td,0,,,,,
player,201711120det,cle,CollJa00,fumbles_forced,0,,,,,
player,201711120det,cle,OgbaEm00,def_int,0,,,,,
player,201711120det,cle,OgbaEm00,def_int_yds,0,,,,,
player,201711120det,cle,OgbaEm00,def_int_td,0,,,,,
player,201711120det,cle,OgbaEm00,def_int_long,0,,,,,
player,201711120det,cle,OgbaEm00,pass_defended,0,,,,,
player,201711120det,cle,OgbaEm00,sacks,2.0,,,,,
player,201711120det,cle,OgbaEm00,tackles_combined,3,,,,,
player,201711120det,cle,OgbaEm00,tackles_solo,3,,,,,
player,201711120det,cle,OgbaEm00,tackles_assists,0,,,,,
player,201711120det,cle,OgbaEm00,tackles_loss,3,,,,,
player,201711120det,cle,OgbaEm00,qb_hits,2,,,,,
player,201711120det,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201711120det,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201711120det,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201711120det,cle,KirkCh00,def_int,0,,,,,
player,201711120det,cle,KirkCh00,def_int_yds,0,,,,,
player,201711120det,cle,KirkCh00,def_int_td,0,,,,,
player,201711120det,cle,KirkCh00,def_int_long,0,,,,,
player,201711120det,cle,KirkCh00,pass_defended,0,,,,,
player,201711120det,cle,KirkCh00,sacks,1.0,,,,,
player,201711120det,cle,KirkCh00,tackles_combined,7,,,,,
player,201711120det,cle,KirkCh00,tackles_solo,4,,,,,
player,201711120det,cle,KirkCh00,tackles_assists,3,,,,,
player,201711120det,cle,KirkCh00,tackles_loss,0,,,,,
player,201711120det,cle,KirkCh00,qb_hits,1,,,,,
player,201711120det,cle,KirkCh00,fumbles_rec,0,,,,,
player,201711120det,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201711120det,cle,KirkCh00,fumbles_forced,0,,,,,
player,201711120det,cle,SchoJo00,def_int,0,,,,,
player,201711120det,cle,SchoJo00,def_int_yds,0,,,,,
player,201711120det,cle,SchoJo00,def_int_td,0,,,,,
player,201711120det,cle,SchoJo00,def_int_long,0,,,,,
player,201711120det,cle,SchoJo00,pass_defended,0,,,,,
player,201711120det,cle,SchoJo00,sacks,1.0,,,,,
player,201711120det,cle,SchoJo00,tackles_combined,6,,,,,
player,201711120det,cle,SchoJo00,tackles_solo,5,,,,,
player,201711120det,cle,SchoJo00,tackles_assists,1,,,,,
player,201711120det,cle,SchoJo00,tackles_loss,1,,,,,
player,201711120det,cle,SchoJo00,qb_hits,1,,,,,
player,201711120det,cle,SchoJo00,fumbles_rec,0,,,,,
player,201711120det,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201711120det,cle,SchoJo00,fumbles_forced,0,,,,,
player,201711120det,cle,KindDe00,def_int,0,,,,,
player,201711120det,cle,KindDe00,def_int_yds,0,,,,,
player,201711120det,cle,KindDe00,def_int_td,0,,,,,
player,201711120det,cle,KindDe00,def_int_long,0,,,,,
player,201711120det,cle,KindDe00,pass_defended,1,,,,,
player,201711120det,cle,KindDe00,sacks,0.0,,,,,
player,201711120det,cle,KindDe00,tackles_combined,4,,,,,
player,201711120det,cle,KindDe00,tackles_solo,4,,,,,
player,201711120det,cle,KindDe00,tackles_assists,0,,,,,
player,201711120det,cle,KindDe00,tackles_loss,0,,,,,
player,201711120det,cle,KindDe00,qb_hits,1,,,,,
player,201711120det,cle,KindDe00,fumbles_rec,0,,,,,
player,201711120det,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201711120det,cle,KindDe00,fumbles_forced,0,,,,,
player,201711120det,cle,PeppJa00,def_int,0,,,,,
player,201711120det,cle,PeppJa00,def_int_yds,0,,,,,
player,201711120det,cle,PeppJa00,def_int_td,0,,,,,
player,201711120det,cle,PeppJa00,def_int_long,0,,,,,
player,201711120det,cle,PeppJa00,pass_defended,0,,,,,
player,201711120det,cle,PeppJa00,sacks,0.0,,,,,
player,201711120det,cle,PeppJa00,tackles_combined,4,,,,,
player,201711120det,cle,PeppJa00,tackles_solo,4,,,,,
player,201711120det,cle,PeppJa00,tackles_assists,0,,,,,
player,201711120det,cle,PeppJa00,tackles_loss,0,,,,,
player,201711120det,cle,PeppJa00,qb_hits,0,,,,,
player,201711120det,cle,PeppJa00,fumbles_rec,0,,,,,
player,201711120det,cle,PeppJa00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,PeppJa00,fumbles_rec_td,0,,,,,
player,201711120det,cle,PeppJa00,fumbles_forced,0,,,,,
player,201711120det,cle,McCoJa99,def_int,0,,,,,
player,201711120det,cle,McCoJa99,def_int_yds,0,,,,,
player,201711120det,cle,McCoJa99,def_int_td,0,,,,,
player,201711120det,cle,McCoJa99,def_int_long,0,,,,,
player,201711120det,cle,McCoJa99,pass_defended,0,,,,,
player,201711120det,cle,McCoJa99,sacks,0.0,,,,,
player,201711120det,cle,McCoJa99,tackles_combined,3,,,,,
player,201711120det,cle,McCoJa99,tackles_solo,2,,,,,
player,201711120det,cle,McCoJa99,tackles_assists,1,,,,,
player,201711120det,cle,McCoJa99,tackles_loss,0,,,,,
player,201711120det,cle,McCoJa99,qb_hits,0,,,,,
player,201711120det,cle,McCoJa99,fumbles_rec,0,,,,,
player,201711120det,cle,McCoJa99,fumbles_rec_yds,0,,,,,
player,201711120det,cle,McCoJa99,fumbles_rec_td,0,,,,,
player,201711120det,cle,McCoJa99,fumbles_forced,0,,,,,
player,201711120det,cle,BurgJa01,def_int,0,,,,,
player,201711120det,cle,BurgJa01,def_int_yds,0,,,,,
player,201711120det,cle,BurgJa01,def_int_td,0,,,,,
player,201711120det,cle,BurgJa01,def_int_long,0,,,,,
player,201711120det,cle,BurgJa01,pass_defended,0,,,,,
player,201711120det,cle,BurgJa01,sacks,0.0,,,,,
player,201711120det,cle,BurgJa01,tackles_combined,2,,,,,
player,201711120det,cle,BurgJa01,tackles_solo,0,,,,,
player,201711120det,cle,BurgJa01,tackles_assists,2,,,,,
player,201711120det,cle,BurgJa01,tackles_loss,0,,,,,
player,201711120det,cle,BurgJa01,qb_hits,0,,,,,
player,201711120det,cle,BurgJa01,fumbles_rec,0,,,,,
player,201711120det,cle,BurgJa01,fumbles_rec_yds,0,,,,,
player,201711120det,cle,BurgJa01,fumbles_rec_td,0,,,,,
player,201711120det,cle,BurgJa01,fumbles_forced,0,,,,,
player,201711120det,cle,ColeTr01,def_int,0,,,,,
player,201711120det,cle,ColeTr01,def_int_yds,0,,,,,
player,201711120det,cle,ColeTr01,def_int_td,0,,,,,
player,201711120det,cle,ColeTr01,def_int_long,0,,,,,
player,201711120det,cle,ColeTr01,pass_defended,2,,,,,
player,201711120det,cle,ColeTr01,sacks,0.0,,,,,
player,201711120det,cle,ColeTr01,tackles_combined,2,,,,,
player,201711120det,cle,ColeTr01,tackles_solo,1,,,,,
player,201711120det,cle,ColeTr01,tackles_assists,1,,,,,
player,201711120det,cle,ColeTr01,tackles_loss,1,,,,,
player,201711120det,cle,ColeTr01,qb_hits,0,,,,,
player,201711120det,cle,ColeTr01,fumbles_rec,0,,,,,
player,201711120det,cle,ColeTr01,fumbles_rec_yds,0,,,,,
player,201711120det,cle,ColeTr01,fumbles_rec_td,0,,,,,
player,201711120det,cle,ColeTr01,fumbles_forced,0,,,,,
player,201711120det,cle,ShelDa01,def_int,0,,,,,
player,201711120det,cle,ShelDa01,def_int_yds,0,,,,,
player,201711120det,cle,ShelDa01,def_int_td,0,,,,,
player,201711120det,cle,ShelDa01,def_int_long,0,,,,,
player,201711120det,cle,ShelDa01,pass_defended,0,,,,,
player,201711120det,cle,ShelDa01,sacks,0.0,,,,,
player,201711120det,cle,ShelDa01,tackles_combined,2,,,,,
player,201711120det,cle,ShelDa01,tackles_solo,1,,,,,
player,201711120det,cle,ShelDa01,tackles_assists,1,,,,,
player,201711120det,cle,ShelDa01,tackles_loss,0,,,,,
player,201711120det,cle,ShelDa01,qb_hits,0,,,,,
player,201711120det,cle,ShelDa01,fumbles_rec,0,,,,,
player,201711120det,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201711120det,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201711120det,cle,ShelDa01,fumbles_forced,0,,,,,
player,201711120det,cle,TaylJa01,def_int,0,,,,,
player,201711120det,cle,TaylJa01,def_int_yds,0,,,,,
player,201711120det,cle,TaylJa01,def_int_td,0,,,,,
player,201711120det,cle,TaylJa01,def_int_long,0,,,,,
player,201711120det,cle,TaylJa01,pass_defended,0,,,,,
player,201711120det,cle,TaylJa01,sacks,0.0,,,,,
player,201711120det,cle,TaylJa01,tackles_combined,2,,,,,
player,201711120det,cle,TaylJa01,tackles_solo,2,,,,,
player,201711120det,cle,TaylJa01,tackles_assists,0,,,,,
player,201711120det,cle,TaylJa01,tackles_loss,0,,,,,
player,201711120det,cle,TaylJa01,qb_hits,0,,,,,
player,201711120det,cle,TaylJa01,fumbles_rec,0,,,,,
player,201711120det,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201711120det,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201711120det,cle,TaylJa01,fumbles_forced,0,,,,,
player,201711120det,cle,BellB.00,def_int,0,,,,,
player,201711120det,cle,BellB.00,def_int_yds,0,,,,,
player,201711120det,cle,BellB.00,def_int_td,0,,,,,
player,201711120det,cle,BellB.00,def_int_long,0,,,,,
player,201711120det,cle,BellB.00,pass_defended,0,,,,,
player,201711120det,cle,BellB.00,sacks,0.0,,,,,
player,201711120det,cle,BellB.00,tackles_combined,1,,,,,
player,201711120det,cle,BellB.00,tackles_solo,1,,,,,
player,201711120det,cle,BellB.00,tackles_assists,0,,,,,
player,201711120det,cle,BellB.00,tackles_loss,0,,,,,
player,201711120det,cle,BellB.00,qb_hits,0,,,,,
player,201711120det,cle,BellB.00,fumbles_rec,0,,,,,
player,201711120det,cle,BellB.00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,BellB.00,fumbles_rec_td,0,,,,,
player,201711120det,cle,BellB.00,fumbles_forced,0,,,,,
player,201711120det,cle,BoddBr01,def_int,0,,,,,
player,201711120det,cle,BoddBr01,def_int_yds,0,,,,,
player,201711120det,cle,BoddBr01,def_int_td,0,,,,,
player,201711120det,cle,BoddBr01,def_int_long,0,,,,,
player,201711120det,cle,BoddBr01,pass_defended,0,,,,,
player,201711120det,cle,BoddBr01,sacks,0.0,,,,,
player,201711120det,cle,BoddBr01,tackles_combined,1,,,,,
player,201711120det,cle,BoddBr01,tackles_solo,1,,,,,
player,201711120det,cle,BoddBr01,tackles_assists,0,,,,,
player,201711120det,cle,BoddBr01,tackles_loss,0,,,,,
player,201711120det,cle,BoddBr01,qb_hits,0,,,,,
player,201711120det,cle,BoddBr01,fumbles_rec,0,,,,,
player,201711120det,cle,BoddBr01,fumbles_rec_yds,0,,,,,
player,201711120det,cle,BoddBr01,fumbles_rec_td,0,,,,,
player,201711120det,cle,BoddBr01,fumbles_forced,0,,,,,
player,201711120det,cle,GarrMy00,def_int,0,,,,,
player,201711120det,cle,GarrMy00,def_int_yds,0,,,,,
player,201711120det,cle,GarrMy00,def_int_td,0,,,,,
player,201711120det,cle,GarrMy00,def_int_long,0,,,,,
player,201711120det,cle,GarrMy00,pass_defended,0,,,,,
player,201711120det,cle,GarrMy00,sacks,0.0,,,,,
player,201711120det,cle,GarrMy00,tackles_combined,1,,,,,
player,201711120det,cle,GarrMy00,tackles_solo,1,,,,,
player,201711120det,cle,GarrMy00,tackles_assists,0,,,,,
player,201711120det,cle,GarrMy00,tackles_loss,0,,,,,
player,201711120det,cle,GarrMy00,qb_hits,1,,,,,
player,201711120det,cle,GarrMy00,fumbles_rec,0,,,,,
player,201711120det,cle,GarrMy00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,GarrMy00,fumbles_rec_td,0,,,,,
player,201711120det,cle,GarrMy00,fumbles_forced,0,,,,,
player,201711120det,cle,JordMi00,def_int,0,,,,,
player,201711120det,cle,JordMi00,def_int_yds,0,,,,,
player,201711120det,cle,JordMi00,def_int_td,0,,,,,
player,201711120det,cle,JordMi00,def_int_long,0,,,,,
player,201711120det,cle,JordMi00,pass_defended,0,,,,,
player,201711120det,cle,JordMi00,sacks,0.0,,,,,
player,201711120det,cle,JordMi00,tackles_combined,1,,,,,
player,201711120det,cle,JordMi00,tackles_solo,1,,,,,
player,201711120det,cle,JordMi00,tackles_assists,0,,,,,
player,201711120det,cle,JordMi00,tackles_loss,0,,,,,
player,201711120det,cle,JordMi00,qb_hits,0,,,,,
player,201711120det,cle,JordMi00,fumbles_rec,0,,,,,
player,201711120det,cle,JordMi00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,JordMi00,fumbles_rec_td,0,,,,,
player,201711120det,cle,JordMi00,fumbles_forced,0,,,,,
player,201711120det,cle,KeyeJo00,def_int,0,,,,,
player,201711120det,cle,KeyeJo00,def_int_yds,0,,,,,
player,201711120det,cle,KeyeJo00,def_int_td,0,,,,,
player,201711120det,cle,KeyeJo00,def_int_long,0,,,,,
player,201711120det,cle,KeyeJo00,pass_defended,0,,,,,
player,201711120det,cle,KeyeJo00,sacks,0.0,,,,,
player,201711120det,cle,KeyeJo00,tackles_combined,1,,,,,
player,201711120det,cle,KeyeJo00,tackles_solo,1,,,,,
player,201711120det,cle,KeyeJo00,tackles_assists,0,,,,,
player,201711120det,cle,KeyeJo00,tackles_loss,0,,,,,
player,201711120det,cle,KeyeJo00,qb_hits,0,,,,,
player,201711120det,cle,KeyeJo00,fumbles_rec,0,,,,,
player,201711120det,cle,KeyeJo00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,KeyeJo00,fumbles_rec_td,0,,,,,
player,201711120det,cle,KeyeJo00,fumbles_forced,0,,,,,
player,201711120det,cle,MedeJa00,def_int,0,,,,,
player,201711120det,cle,MedeJa00,def_int_yds,0,,,,,
player,201711120det,cle,MedeJa00,def_int_td,0,,,,,
player,201711120det,cle,MedeJa00,def_int_long,0,,,,,
player,201711120det,cle,MedeJa00,pass_defended,0,,,,,
player,201711120det,cle,MedeJa00,sacks,0.0,,,,,
player,201711120det,cle,MedeJa00,tackles_combined,1,,,,,
player,201711120det,cle,MedeJa00,tackles_solo,0,,,,,
player,201711120det,cle,MedeJa00,tackles_assists,1,,,,,
player,201711120det,cle,MedeJa00,tackles_loss,0,,,,,
player,201711120det,cle,MedeJa00,qb_hits,0,,,,,
player,201711120det,cle,MedeJa00,fumbles_rec,0,,,,,
player,201711120det,cle,MedeJa00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,MedeJa00,fumbles_rec_td,0,,,,,
player,201711120det,cle,MedeJa00,fumbles_forced,0,,,,,
player,201711120det,cle,NassCa00,def_int,0,,,,,
player,201711120det,cle,NassCa00,def_int_yds,0,,,,,
player,201711120det,cle,NassCa00,def_int_td,0,,,,,
player,201711120det,cle,NassCa00,def_int_long,0,,,,,
player,201711120det,cle,NassCa00,pass_defended,0,,,,,
player,201711120det,cle,NassCa00,sacks,0.0,,,,,
player,201711120det,cle,NassCa00,tackles_combined,1,,,,,
player,201711120det,cle,NassCa00,tackles_solo,1,,,,,
player,201711120det,cle,NassCa00,tackles_assists,0,,,,,
player,201711120det,cle,NassCa00,tackles_loss,1,,,,,
player,201711120det,cle,NassCa00,qb_hits,0,,,,,
player,201711120det,cle,NassCa00,fumbles_rec,0,,,,,
player,201711120det,cle,NassCa00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,NassCa00,fumbles_rec_td,0,,,,,
player,201711120det,cle,NassCa00,fumbles_forced,0,,,,,
player,201711120det,cle,SmitDe05,def_int,0,,,,,
player,201711120det,cle,SmitDe05,def_int_yds,0,,,,,
player,201711120det,cle,SmitDe05,def_int_td,0,,,,,
player,201711120det,cle,SmitDe05,def_int_long,0,,,,,
player,201711120det,cle,SmitDe05,pass_defended,0,,,,,
player,201711120det,cle,SmitDe05,sacks,0.0,,,,,
player,201711120det,cle,SmitDe05,tackles_combined,1,,,,,
player,201711120det,cle,SmitDe05,tackles_solo,1,,,,,
player,201711120det,cle,SmitDe05,tackles_assists,0,,,,,
player,201711120det,cle,SmitDe05,tackles_loss,0,,,,,
player,201711120det,cle,SmitDe05,qb_hits,0,,,,,
player,201711120det,cle,SmitDe05,fumbles_rec,0,,,,,
player,201711120det,cle,SmitDe05,fumbles_rec_yds,0,,,,,
player,201711120det,cle,SmitDe05,fumbles_rec_td,0,,,,,
player,201711120det,cle,SmitDe05,fumbles_forced,0,,,,,
player,201711120det,cle,OrchNa00,def_int,0,,,,,
player,201711120det,cle,OrchNa00,def_int_yds,0,,,,,
player,201711120det,cle,OrchNa00,def_int_td,0,,,,,
player,201711120det,cle,OrchNa00,def_int_long,0,,,,,
player,201711120det,cle,OrchNa00,pass_defended,0,,,,,
player,201711120det,cle,OrchNa00,sacks,0.0,,,,,
player,201711120det,cle,OrchNa00,tackles_combined,0,,,,,
player,201711120det,cle,OrchNa00,tackles_solo,0,,,,,
player,201711120det,cle,OrchNa00,tackles_assists,0,,,,,
player,201711120det,cle,OrchNa00,tackles_loss,0,,,,,
player,201711120det,cle,OrchNa00,qb_hits,2,,,,,
player,201711120det,cle,OrchNa00,fumbles_rec,0,,,,,
player,201711120det,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201711120det,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201711120det,cle,OrchNa00,fumbles_forced,0,,,,,
player,201711120det,det,SlayDa00,def_int,1,,,,,
player,201711120det,det,SlayDa00,def_int_yds,0,,,,,
player,201711120det,det,SlayDa00,def_int_td,0,,,,,
player,201711120det,det,SlayDa00,def_int_long,0,,,,,
player,201711120det,det,SlayDa00,pass_defended,3,,,,,
player,201711120det,det,SlayDa00,sacks,0.0,,,,,
player,201711120det,det,SlayDa00,tackles_combined,5,,,,,
player,201711120det,det,SlayDa00,tackles_solo,5,,,,,
player,201711120det,det,SlayDa00,tackles_assists,0,,,,,
player,201711120det,det,SlayDa00,tackles_loss,0,,,,,
player,201711120det,det,SlayDa00,qb_hits,0,,,,,
player,201711120det,det,SlayDa00,fumbles_rec,0,,,,,
player,201711120det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201711120det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201711120det,det,SlayDa00,fumbles_forced,0,,,,,
player,201711120det,det,WashCo00,def_int,0,,,,,
player,201711120det,det,WashCo00,def_int_yds,0,,,,,
player,201711120det,det,WashCo00,def_int_td,0,,,,,
player,201711120det,det,WashCo00,def_int_long,0,,,,,
player,201711120det,det,WashCo00,pass_defended,0,,,,,
player,201711120det,det,WashCo00,sacks,2.0,,,,,
player,201711120det,det,WashCo00,tackles_combined,4,,,,,
player,201711120det,det,WashCo00,tackles_solo,3,,,,,
player,201711120det,det,WashCo00,tackles_assists,1,,,,,
player,201711120det,det,WashCo00,tackles_loss,2,,,,,
player,201711120det,det,WashCo00,qb_hits,2,,,,,
player,201711120det,det,WashCo00,fumbles_rec,0,,,,,
player,201711120det,det,WashCo00,fumbles_rec_yds,0,,,,,
player,201711120det,det,WashCo00,fumbles_rec_td,0,,,,,
player,201711120det,det,WashCo00,fumbles_forced,0,,,,,
player,201711120det,det,WilsTa00,def_int,0,,,,,
player,201711120det,det,WilsTa00,def_int_yds,0,,,,,
player,201711120det,det,WilsTa00,def_int_td,0,,,,,
player,201711120det,det,WilsTa00,def_int_long,0,,,,,
player,201711120det,det,WilsTa00,pass_defended,0,,,,,
player,201711120det,det,WilsTa00,sacks,1.0,,,,,
player,201711120det,det,WilsTa00,tackles_combined,7,,,,,
player,201711120det,det,WilsTa00,tackles_solo,6,,,,,
player,201711120det,det,WilsTa00,tackles_assists,1,,,,,
player,201711120det,det,WilsTa00,tackles_loss,1,,,,,
player,201711120det,det,WilsTa00,qb_hits,1,,,,,
player,201711120det,det,WilsTa00,fumbles_rec,0,,,,,
player,201711120det,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201711120det,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201711120det,det,WilsTa00,fumbles_forced,0,,,,,
player,201711120det,det,ZettAn00,def_int,0,,,,,
player,201711120det,det,ZettAn00,def_int_yds,0,,,,,
player,201711120det,det,ZettAn00,def_int_td,0,,,,,
player,201711120det,det,ZettAn00,def_int_long,0,,,,,
player,201711120det,det,ZettAn00,pass_defended,0,,,,,
player,201711120det,det,ZettAn00,sacks,1.0,,,,,
player,201711120det,det,ZettAn00,tackles_combined,6,,,,,
player,201711120det,det,ZettAn00,tackles_solo,5,,,,,
player,201711120det,det,ZettAn00,tackles_assists,1,,,,,
player,201711120det,det,ZettAn00,tackles_loss,2,,,,,
player,201711120det,det,ZettAn00,qb_hits,1,,,,,
player,201711120det,det,ZettAn00,fumbles_rec,0,,,,,
player,201711120det,det,ZettAn00,fumbles_rec_yds,0,,,,,
player,201711120det,det,ZettAn00,fumbles_rec_td,0,,,,,
player,201711120det,det,ZettAn00,fumbles_forced,0,,,,,
player,201711120det,det,WhitTa00,def_int,0,,,,,
player,201711120det,det,WhitTa00,def_int_yds,0,,,,,
player,201711120det,det,WhitTa00,def_int_td,0,,,,,
player,201711120det,det,WhitTa00,def_int_long,0,,,,,
player,201711120det,det,WhitTa00,pass_defended,1,,,,,
player,201711120det,det,WhitTa00,sacks,0.0,,,,,
player,201711120det,det,WhitTa00,tackles_combined,8,,,,,
player,201711120det,det,WhitTa00,tackles_solo,7,,,,,
player,201711120det,det,WhitTa00,tackles_assists,1,,,,,
player,201711120det,det,WhitTa00,tackles_loss,1,,,,,
player,201711120det,det,WhitTa00,qb_hits,1,,,,,
player,201711120det,det,WhitTa00,fumbles_rec,0,,,,,
player,201711120det,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201711120det,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201711120det,det,WhitTa00,fumbles_forced,0,,,,,
player,201711120det,det,DiggQu00,def_int,0,,,,,
player,201711120det,det,DiggQu00,def_int_yds,0,,,,,
player,201711120det,det,DiggQu00,def_int_td,0,,,,,
player,201711120det,det,DiggQu00,def_int_long,0,,,,,
player,201711120det,det,DiggQu00,pass_defended,0,,,,,
player,201711120det,det,DiggQu00,sacks,0.0,,,,,
player,201711120det,det,DiggQu00,tackles_combined,6,,,,,
player,201711120det,det,DiggQu00,tackles_solo,3,,,,,
player,201711120det,det,DiggQu00,tackles_assists,3,,,,,
player,201711120det,det,DiggQu00,tackles_loss,0,,,,,
player,201711120det,det,DiggQu00,qb_hits,1,,,,,
player,201711120det,det,DiggQu00,fumbles_rec,0,,,,,
player,201711120det,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201711120det,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201711120det,det,DiggQu00,fumbles_forced,0,,,,,
player,201711120det,det,WorrPa00,def_int,0,,,,,
player,201711120det,det,WorrPa00,def_int_yds,0,,,,,
player,201711120det,det,WorrPa00,def_int_td,0,,,,,
player,201711120det,det,WorrPa00,def_int_long,0,,,,,
player,201711120det,det,WorrPa00,pass_defended,0,,,,,
player,201711120det,det,WorrPa00,sacks,0.0,,,,,
player,201711120det,det,WorrPa00,tackles_combined,6,,,,,
player,201711120det,det,WorrPa00,tackles_solo,3,,,,,
player,201711120det,det,WorrPa00,tackles_assists,3,,,,,
player,201711120det,det,WorrPa00,tackles_loss,0,,,,,
player,201711120det,det,WorrPa00,qb_hits,0,,,,,
player,201711120det,det,WorrPa00,fumbles_rec,0,,,,,
player,201711120det,det,WorrPa00,fumbles_rec_yds,0,,,,,
player,201711120det,det,WorrPa00,fumbles_rec_td,0,,,,,
player,201711120det,det,WorrPa00,fumbles_forced,0,,,,,
player,201711120det,det,QuinGl99,def_int,0,,,,,
player,201711120det,det,QuinGl99,def_int_yds,0,,,,,
player,201711120det,det,QuinGl99,def_int_td,0,,,,,
player,201711120det,det,QuinGl99,def_int_long,0,,,,,
player,201711120det,det,QuinGl99,pass_defended,0,,,,,
player,201711120det,det,QuinGl99,sacks,0.0,,,,,
player,201711120det,det,QuinGl99,tackles_combined,5,,,,,
player,201711120det,det,QuinGl99,tackles_solo,3,,,,,
player,201711120det,det,QuinGl99,tackles_assists,2,,,,,
player,201711120det,det,QuinGl99,tackles_loss,0,,,,,
player,201711120det,det,QuinGl99,qb_hits,0,,,,,
player,201711120det,det,QuinGl99,fumbles_rec,0,,,,,
player,201711120det,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201711120det,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201711120det,det,QuinGl99,fumbles_forced,0,,,,,
player,201711120det,det,DaviJa01,def_int,0,,,,,
player,201711120det,det,DaviJa01,def_int_yds,0,,,,,
player,201711120det,det,DaviJa01,def_int_td,0,,,,,
player,201711120det,det,DaviJa01,def_int_long,0,,,,,
player,201711120det,det,DaviJa01,pass_defended,1,,,,,
player,201711120det,det,DaviJa01,sacks,0.0,,,,,
player,201711120det,det,DaviJa01,tackles_combined,4,,,,,
player,201711120det,det,DaviJa01,tackles_solo,2,,,,,
player,201711120det,det,DaviJa01,tackles_assists,2,,,,,
player,201711120det,det,DaviJa01,tackles_loss,0,,,,,
player,201711120det,det,DaviJa01,qb_hits,0,,,,,
player,201711120det,det,DaviJa01,fumbles_rec,0,,,,,
player,201711120det,det,DaviJa01,fumbles_rec_yds,0,,,,,
player,201711120det,det,DaviJa01,fumbles_rec_td,0,,,,,
player,201711120det,det,DaviJa01,fumbles_forced,0,,,,,
player,201711120det,det,RobiAS00,def_int,0,,,,,
player,201711120det,det,RobiAS00,def_int_yds,0,,,,,
player,201711120det,det,RobiAS00,def_int_td,0,,,,,
player,201711120det,det,RobiAS00,def_int_long,0,,,,,
player,201711120det,det,RobiAS00,pass_defended,0,,,,,
player,201711120det,det,RobiAS00,sacks,0.0,,,,,
player,201711120det,det,RobiAS00,tackles_combined,4,,,,,
player,201711120det,det,RobiAS00,tackles_solo,2,,,,,
player,201711120det,det,RobiAS00,tackles_assists,2,,,,,
player,201711120det,det,RobiAS00,tackles_loss,0,,,,,
player,201711120det,det,RobiAS00,qb_hits,1,,,,,
player,201711120det,det,RobiAS00,fumbles_rec,0,,,,,
player,201711120det,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201711120det,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201711120det,det,RobiAS00,fumbles_forced,0,,,,,
player,201711120det,det,LawsNe00,def_int,0,,,,,
player,201711120det,det,LawsNe00,def_int_yds,0,,,,,
player,201711120det,det,LawsNe00,def_int_td,0,,,,,
player,201711120det,det,LawsNe00,def_int_long,0,,,,,
player,201711120det,det,LawsNe00,pass_defended,0,,,,,
player,201711120det,det,LawsNe00,sacks,0.0,,,,,
player,201711120det,det,LawsNe00,tackles_combined,3,,,,,
player,201711120det,det,LawsNe00,tackles_solo,3,,,,,
player,201711120det,det,LawsNe00,tackles_assists,0,,,,,
player,201711120det,det,LawsNe00,tackles_loss,0,,,,,
player,201711120det,det,LawsNe00,qb_hits,1,,,,,
player,201711120det,det,LawsNe00,fumbles_rec,1,,,,,
player,201711120det,det,LawsNe00,fumbles_rec_yds,44,,,,,
player,201711120det,det,LawsNe00,fumbles_rec_td,1,,,,,
player,201711120det,det,LawsNe00,fumbles_forced,1,,,,,
player,201711120det,det,HaydDJ00,def_int,0,,,,,
player,201711120det,det,HaydDJ00,def_int_yds,0,,,,,
player,201711120det,det,HaydDJ00,def_int_td,0,,,,,
player,201711120det,det,HaydDJ00,def_int_long,0,,,,,
