game,2017,10,20171112,201711120det,cle,"Cleveland Browns",24,det,"Detroit Lions",38
player,201711120det,det,HaydDJ00,pass_defended,1,,,,,
player,201711120det,det,HaydDJ00,sacks,0.0,,,,,
player,201711120det,det,HaydDJ00,tackles_combined,2,,,,,
player,201711120det,det,HaydDJ00,tackles_solo,1,,,,,
player,201711120det,det,HaydDJ00,tackles_assists,1,,,,,
player,201711120det,det,HaydDJ00,tackles_loss,0,,,,,
player,201711120det,det,HaydDJ00,qb_hits,0,,,,,
player,201711120det,det,HaydDJ00,fumbles_rec,0,,,,,
player,201711120det,det,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201711120det,det,HaydDJ00,fumbles_rec_td,0,,,,,
player,201711120det,det,HaydDJ00,fumbles_forced,0,,,,,
player,201711120det,det,SpenAk00,def_int,0,,,,,
player,201711120det,det,SpenAk00,def_int_yds,0,,,,,
player,201711120det,det,SpenAk00,def_int_td,0,,,,,
player,201711120det,det,SpenAk00,def_int_long,0,,,,,
player,201711120det,det,SpenAk00,pass_defended,0,,,,,
player,201711120det,det,SpenAk00,sacks,0.0,,,,,
player,201711120det,det,SpenAk00,tackles_combined,2,,,,,
player,201711120det,det,SpenAk00,tackles_solo,1,,,,,
player,201711120det,det,SpenAk00,tackles_assists,1,,,,,
player,201711120det,det,SpenAk00,tackles_loss,0,,,,,
player,201711120det,det,SpenAk00,qb_hits,2,,,,,
player,201711120det,det,SpenAk00,fumbles_rec,0,,,,,
player,201711120det,det,SpenAk00,fumbles_rec_yds,0,,,,,
player,201711120det,det,SpenAk00,fumbles_rec_td,0,,,,,
player,201711120det,det,SpenAk00,fumbles_forced,0,,,,,
player,201711120det,det,ThorKh00,def_int,0,,,,,
player,201711120det,det,ThorKh00,def_int_yds,0,,,,,
player,201711120det,det,ThorKh00,def_int_td,0,,,,,
player,201711120det,det,ThorKh00,def_int_long,0,,,,,
player,201711120det,det,ThorKh00,pass_defended,0,,,,,
player,201711120det,det,ThorKh00,sacks,0.0,,,,,
player,201711120det,det,ThorKh00,tackles_combined,2,,,,,
player,201711120det,det,ThorKh00,tackles_solo,1,,,,,
player,201711120det,det,ThorKh00,tackles_assists,1,,,,,
player,201711120det,det,ThorKh00,tackles_loss,0,,,,,
player,201711120det,det,ThorKh00,qb_hits,0,,,,,
player,201711120det,det,ThorKh00,fumbles_rec,0,,,,,
player,201711120det,det,ThorKh00,fumbles_rec_yds,0,,,,,
player,201711120det,det,ThorKh00,fumbles_rec_td,0,,,,,
player,201711120det,det,ThorKh00,fumbles_forced,0,,,,,
player,201711120det,det,WashDw00,def_int,0,,,,,
player,201711120det,det,WashDw00,def_int_yds,0,,,,,
player,201711120det,det,WashDw00,def_int_td,0,,,,,
player,201711120det,det,WashDw00,def_int_long,0,,,,,
player,201711120det,det,WashDw00,pass_defended,0,,,,,
player,201711120det,det,WashDw00,sacks,0.0,,,,,
player,201711120det,det,WashDw00,tackles_combined,2,,,,,
player,201711120det,det,WashDw00,tackles_solo,1,,,,,
player,201711120det,det,WashDw00,tackles_assists,1,,,,,
player,201711120det,det,WashDw00,tackles_loss,0,,,,,
player,201711120det,det,WashDw00,qb_hits,0,,,,,
player,201711120det,det,WashDw00,fumbles_rec,0,,,,,
player,201711120det,det,WashDw00,fumbles_rec_yds,0,,,,,
player,201711120det,det,WashDw00,fumbles_rec_td,0,,,,,
player,201711120det,det,WashDw00,fumbles_forced,0,,,,,
player,201711120det,det,BellNi01,def_int,0,,,,,
player,201711120det,det,BellNi01,def_int_yds,0,,,,,
player,201711120det,det,BellNi01,def_int_td,0,,,,,
player,201711120det,det,BellNi01,def_int_long,0,,,,,
player,201711120det,det,BellNi01,pass_defended,0,,,,,
player,201711120det,det,BellNi01,sacks,0.0,,,,,
player,201711120det,det,BellNi01,tackles_combined,1,,,,,
player,201711120det,det,BellNi01,tackles_solo,0,,,,,
player,201711120det,det,BellNi01,tackles_assists,1,,,,,
player,201711120det,det,BellNi01,tackles_loss,0,,,,,
player,201711120det,det,BellNi01,qb_hits,0,,,,,
player,201711120det,det,BellNi01,fumbles_rec,0,,,,,
player,201711120det,det,BellNi01,fumbles_rec_yds,0,,,,,
player,201711120det,det,BellNi01,fumbles_rec_td,0,,,,,
player,201711120det,det,BellNi01,fumbles_forced,0,,,,,
player,201711120det,det,KillMi00,def_int,0,,,,,
player,201711120det,det,KillMi00,def_int_yds,0,,,,,
player,201711120det,det,KillMi00,def_int_td,0,,,,,
player,201711120det,det,KillMi00,def_int_long,0,,,,,
player,201711120det,det,KillMi00,pass_defended,0,,,,,
player,201711120det,det,KillMi00,sacks,0.0,,,,,
player,201711120det,det,KillMi00,tackles_combined,1,,,,,
player,201711120det,det,KillMi00,tackles_solo,1,,,,,
player,201711120det,det,KillMi00,tackles_assists,0,,,,,
player,201711120det,det,KillMi00,tackles_loss,0,,,,,
player,201711120det,det,KillMi00,qb_hits,0,,,,,
player,201711120det,det,KillMi00,fumbles_rec,0,,,,,
player,201711120det,det,KillMi00,fumbles_rec_yds,0,,,,,
player,201711120det,det,KillMi00,fumbles_rec_td,0,,,,,
player,201711120det,det,KillMi00,fumbles_forced,0,,,,,
player,201711120det,det,LedbJe00,def_int,0,,,,,
player,201711120det,det,LedbJe00,def_int_yds,0,,,,,
player,201711120det,det,LedbJe00,def_int_td,0,,,,,
player,201711120det,det,LedbJe00,def_int_long,0,,,,,
player,201711120det,det,LedbJe00,pass_defended,0,,,,,
player,201711120det,det,LedbJe00,sacks,0.0,,,,,
player,201711120det,det,LedbJe00,tackles_combined,1,,,,,
player,201711120det,det,LedbJe00,tackles_solo,1,,,,,
player,201711120det,det,LedbJe00,tackles_assists,0,,,,,
player,201711120det,det,LedbJe00,tackles_loss,0,,,,,
player,201711120det,det,LedbJe00,qb_hits,0,,,,,
player,201711120det,det,LedbJe00,fumbles_rec,0,,,,,
player,201711120det,det,LedbJe00,fumbles_rec_yds,0,,,,,
player,201711120det,det,LedbJe00,fumbles_rec_td,0,,,,,
player,201711120det,det,LedbJe00,fumbles_forced,0,,,,,
player,201711120det,det,LongSt00,def_int,0,,,,,
player,201711120det,det,LongSt00,def_int_yds,0,,,,,
player,201711120det,det,LongSt00,def_int_td,0,,,,,
player,201711120det,det,LongSt00,def_int_long,0,,,,,
player,201711120det,det,LongSt00,pass_defended,0,,,,,
player,201711120det,det,LongSt00,sacks,0.0,,,,,
player,201711120det,det,LongSt00,tackles_combined,1,,,,,
player,201711120det,det,LongSt00,tackles_solo,1,,,,,
player,201711120det,det,LongSt00,tackles_assists,0,,,,,
player,201711120det,det,LongSt00,tackles_loss,0,,,,,
player,201711120det,det,LongSt00,qb_hits,0,,,,,
player,201711120det,det,LongSt00,fumbles_rec,0,,,,,
player,201711120det,det,LongSt00,fumbles_rec_yds,0,,,,,
player,201711120det,det,LongSt00,fumbles_rec_td,0,,,,,
player,201711120det,det,LongSt00,fumbles_forced,0,,,,,
player,201711120det,det,SmitJa01,def_int,0,,,,,
player,201711120det,det,SmitJa01,def_int_yds,0,,,,,
player,201711120det,det,SmitJa01,def_int_td,0,,,,,
player,201711120det,det,SmitJa01,def_int_long,0,,,,,
player,201711120det,det,SmitJa01,pass_defended,0,,,,,
player,201711120det,det,SmitJa01,sacks,0.0,,,,,
player,201711120det,det,SmitJa01,tackles_combined,1,,,,,
player,201711120det,det,SmitJa01,tackles_solo,1,,,,,
player,201711120det,det,SmitJa01,tackles_assists,0,,,,,
player,201711120det,det,SmitJa01,tackles_loss,0,,,,,
player,201711120det,det,SmitJa01,qb_hits,0,,,,,
player,201711120det,det,SmitJa01,fumbles_rec,0,,,,,
player,201711120det,det,SmitJa01,fumbles_rec_yds,0,,,,,
player,201711120det,det,SmitJa01,fumbles_rec_td,0,,,,,
player,201711120det,det,SmitJa01,fumbles_forced,0,,,,,
player,201711120det,det,WashCh01,def_int,0,,,,,
player,201711120det,det,WashCh01,def_int_yds,0,,,,,
player,201711120det,det,WashCh01,def_int_td,0,,,,,
player,201711120det,det,WashCh01,def_int_long,0,,,,,
player,201711120det,det,WashCh01,pass_defended,0,,,,,
player,201711120det,det,WashCh01,sacks,0.0,,,,,
player,201711120det,det,WashCh01,tackles_combined,1,,,,,
player,201711120det,det,WashCh01,tackles_solo,1,,,,,
player,201711120det,det,WashCh01,tackles_assists,0,,,,,
player,201711120det,det,WashCh01,tackles_loss,0,,,,,
player,201711120det,det,WashCh01,qb_hits,0,,,,,
player,201711120det,det,WashCh01,fumbles_rec,0,,,,,
player,201711120det,det,WashCh01,fumbles_rec_yds,0,,,,,
player,201711120det,det,WashCh01,fumbles_rec_td,0,,,,,
player,201711120det,det,WashCh01,fumbles_forced,0,,,,,
player,201711120det,det,ValoJe00,def_int,0,,,,,
player,201711120det,det,ValoJe00,def_int_yds,0,,,,,
player,201711120det,det,ValoJe00,def_int_td,0,,,,,
player,201711120det,det,ValoJe00,def_int_long,0,,,,,
player,201711120det,det,ValoJe00,pass_defended,0,,,,,
player,201711120det,det,ValoJe00,sacks,0.0,,,,,
player,201711120det,det,ValoJe00,tackles_combined,0,,,,,
player,201711120det,det,ValoJe00,tackles_solo,0,,,,,
player,201711120det,det,ValoJe00,tackles_assists,0,,,,,
player,201711120det,det,ValoJe00,tackles_loss,0,,,,,
player,201711120det,det,ValoJe00,qb_hits,1,,,,,
player,201711120det,det,ValoJe00,fumbles_rec,0,,,,,
player,201711120det,det,ValoJe00,fumbles_rec_yds,0,,,,,
player,201711120det,det,ValoJe00,fumbles_rec_td,0,,,,,
player,201711120det,det,ValoJe00,fumbles_forced,0,,,,,
player,201711120det,cle,PeppJa00,kick_ret,1,,,,,
player,201711120det,cle,PeppJa00,kick_ret_yds,13,,,,,
player,201711120det,cle,PeppJa00,kick_ret_yds_per_ret,13.0,,,,,
player,201711120det,cle,PeppJa00,kick_ret_td,0,,,,,
player,201711120det,cle,PeppJa00,kick_ret_long,13,,,,,
player,201711120det,cle,PeppJa00,punt_ret,2,,,,,
player,201711120det,cle,PeppJa00,punt_ret_yds,11,,,,,
player,201711120det,cle,PeppJa00,punt_ret_yds_per_ret,5.5,,,,,
player,201711120det,cle,PeppJa00,punt_ret_td,0,,,,,
player,201711120det,cle,PeppJa00,punt_ret_long,11,,,,,
player,201711120det,cle,DayeMa00,kick_ret,1,,,,,
player,201711120det,cle,DayeMa00,kick_ret_yds,22,,,,,
player,201711120det,cle,DayeMa00,kick_ret_yds_per_ret,22.0,,,,,
player,201711120det,cle,DayeMa00,kick_ret_td,0,,,,,
player,201711120det,cle,DayeMa00,kick_ret_long,22,,,,,
player,201711120det,cle,DayeMa00,punt_ret,0,,,,,
player,201711120det,cle,DayeMa00,punt_ret_yds,0,,,,,
player,201711120det,cle,DayeMa00,punt_ret_yds_per_ret,,,,,,
player,201711120det,cle,DayeMa00,punt_ret_td,0,,,,,
player,201711120det,cle,DayeMa00,punt_ret_long,0,,,,,
player,201711120det,det,AgneJa00,kick_ret,0,,,,,
player,201711120det,det,AgneJa00,kick_ret_yds,0,,,,,
player,201711120det,det,AgneJa00,kick_ret_yds_per_ret,,,,,,
player,201711120det,det,AgneJa00,kick_ret_td,0,,,,,
player,201711120det,det,AgneJa00,kick_ret_long,0,,,,,
player,201711120det,det,AgneJa00,punt_ret,4,,,,,
player,201711120det,det,AgneJa00,punt_ret_yds,56,,,,,
player,201711120det,det,AgneJa00,punt_ret_yds_per_ret,14.0,,,,,
player,201711120det,det,AgneJa00,punt_ret_td,0,,,,,
player,201711120det,det,AgneJa00,punt_ret_long,29,,,,,
player,201711120det,cle,GonzZa00,xpm,3,,,,,
player,201711120det,cle,GonzZa00,xpa,3,,,,,
player,201711120det,cle,GonzZa00,fgm,1,,,,,
player,201711120det,cle,GonzZa00,fga,1,,,,,
player,201711120det,cle,GonzZa00,punt,0,,,,,
player,201711120det,cle,GonzZa00,punt_yds,0,,,,,
player,201711120det,cle,GonzZa00,punt_yds_per_punt,,,,,,
player,201711120det,cle,GonzZa00,punt_long,0,,,,,
player,201711120det,cle,ColqBr00,xpm,,,,,,
player,201711120det,cle,ColqBr00,xpa,,,,,,
player,201711120det,cle,ColqBr00,fgm,,,,,,
player,201711120det,cle,ColqBr00,fga,,,,,,
player,201711120det,cle,ColqBr00,punt,5,,,,,
player,201711120det,cle,ColqBr00,punt_yds,241,,,,,
player,201711120det,cle,ColqBr00,punt_yds_per_punt,48.2,,,,,
player,201711120det,cle,ColqBr00,punt_long,59,,,,,
player,201711120det,det,PratMa20,xpm,5,,,,,
player,201711120det,det,PratMa20,xpa,5,,,,,
player,201711120det,det,PratMa20,fgm,1,,,,,
player,201711120det,det,PratMa20,fga,1,,,,,
player,201711120det,det,PratMa20,punt,0,,,,,
player,201711120det,det,PratMa20,punt_yds,0,,,,,
player,201711120det,det,PratMa20,punt_yds_per_punt,,,,,,
player,201711120det,det,PratMa20,punt_long,0,,,,,
player,201711120det,det,MartSa01,xpm,,,,,,
player,201711120det,det,MartSa01,xpa,,,,,,
player,201711120det,det,MartSa01,fgm,,,,,,
player,201711120det,det,MartSa01,fga,,,,,,
player,201711120det,det,MartSa01,punt,4,,,,,
player,201711120det,det,MartSa01,punt_yds,176,,,,,
player,201711120det,det,MartSa01,punt_yds_per_punt,44.0,,,,,
player,201711120det,det,MartSa01,punt_long,48,,,,,
player,201711120det,det,GlasGr00,pos,G,,,,,
player,201711120det,det,GlasGr00,offense,52,,,,,
player,201711120det,det,GlasGr00,off_pct,100%,,,,,
player,201711120det,det,GlasGr00,defense,0,,,,,
player,201711120det,det,GlasGr00,def_pct,0%,,,,,
player,201711120det,det,GlasGr00,special_teams,6,,,,,
player,201711120det,det,GlasGr00,st_pct,19%,,,,,
player,201711120det,det,RobiCo00,pos,T,,,,,
player,201711120det,det,RobiCo00,offense,52,,,,,
player,201711120det,det,RobiCo00,off_pct,100%,,,,,
player,201711120det,det,RobiCo00,defense,0,,,,,
player,201711120det,det,RobiCo00,def_pct,0%,,,,,
player,201711120det,det,RobiCo00,special_teams,6,,,,,
player,201711120det,det,RobiCo00,st_pct,19%,,,,,
player,201711120det,det,SwanTr00,pos,C,,,,,
player,201711120det,det,SwanTr00,offense,52,,,,,
player,201711120det,det,SwanTr00,off_pct,100%,,,,,
player,201711120det,det,SwanTr00,defense,0,,,,,
player,201711120det,det,SwanTr00,def_pct,0%,,,,,
player,201711120det,det,SwanTr00,special_teams,6,,,,,
player,201711120det,det,SwanTr00,st_pct,19%,,,,,
player,201711120det,det,WagnRi00,pos,T,,,,,
player,201711120det,det,WagnRi00,offense,52,,,,,
player,201711120det,det,WagnRi00,off_pct,100%,,,,,
player,201711120det,det,WagnRi00,defense,0,,,,,
player,201711120det,det,WagnRi00,def_pct,0%,,,,,
player,201711120det,det,WagnRi00,special_teams,6,,,,,
player,201711120det,det,WagnRi00,st_pct,19%,,,,,
player,201711120det,det,StafMa00,pos,QB,,,,,
player,201711120det,det,StafMa00,offense,52,,,,,
player,201711120det,det,StafMa00,off_pct,100%,,,,,
player,201711120det,det,StafMa00,defense,0,,,,,
player,201711120det,det,StafMa00,def_pct,0%,,,,,
player,201711120det,det,StafMa00,special_teams,0,,,,,
player,201711120det,det,StafMa00,st_pct,0%,,,,,
player,201711120det,det,JoneMa02,pos,WR,,,,,
player,201711120det,det,JoneMa02,offense,50,,,,,
player,201711120det,det,JoneMa02,off_pct,96%,,,,,
player,201711120det,det,JoneMa02,defense,0,,,,,
player,201711120det,det,JoneMa02,def_pct,0%,,,,,
player,201711120det,det,JoneMa02,special_teams,0,,,,,
player,201711120det,det,JoneMa02,st_pct,0%,,,,,
player,201711120det,det,DeckTa00,pos,T,,,,,
player,201711120det,det,DeckTa00,offense,36,,,,,
player,201711120det,det,DeckTa00,off_pct,69%,,,,,
player,201711120det,det,DeckTa00,defense,0,,,,,
player,201711120det,det,DeckTa00,def_pct,0%,,,,,
player,201711120det,det,DeckTa00,special_teams,0,,,,,
player,201711120det,det,DeckTa00,st_pct,0%,,,,,
player,201711120det,det,TateGo00,pos,WR,,,,,
player,201711120det,det,TateGo00,offense,36,,,,,
player,201711120det,det,TateGo00,off_pct,69%,,,,,
player,201711120det,det,TateGo00,defense,0,,,,,
player,201711120det,det,TateGo00,def_pct,0%,,,,,
player,201711120det,det,TateGo00,special_teams,0,,,,,
player,201711120det,det,TateGo00,st_pct,0%,,,,,
player,201711120det,det,EbroEr00,pos,TE,,,,,
player,201711120det,det,EbroEr00,offense,34,,,,,
player,201711120det,det,EbroEr00,off_pct,65%,,,,,
player,201711120det,det,EbroEr00,defense,0,,,,,
player,201711120det,det,EbroEr00,def_pct,0%,,,,,
player,201711120det,det,EbroEr00,special_teams,0,,,,,
player,201711120det,det,EbroEr00,st_pct,0%,,,,,
player,201711120det,det,AbduAm00,pos,RB,,,,,
player,201711120det,det,AbduAm00,offense,31,,,,,
player,201711120det,det,AbduAm00,off_pct,60%,,,,,
player,201711120det,det,AbduAm00,defense,0,,,,,
player,201711120det,det,AbduAm00,def_pct,0%,,,,,
player,201711120det,det,AbduAm00,special_teams,0,,,,,
player,201711120det,det,AbduAm00,st_pct,0%,,,,,
player,201711120det,det,JoneT.00,pos,WR,,,,,
player,201711120det,det,JoneT.00,offense,29,,,,,
player,201711120det,det,JoneT.00,off_pct,56%,,,,,
player,201711120det,det,JoneT.00,defense,0,,,,,
player,201711120det,det,JoneT.00,def_pct,0%,,,,,
player,201711120det,det,JoneT.00,special_teams,2,,,,,
player,201711120det,det,JoneT.00,st_pct,6%,,,,,
player,201711120det,det,FellDa01,pos,TE,,,,,
player,201711120det,det,FellDa01,offense,27,,,,,
player,201711120det,det,FellDa01,off_pct,52%,,,,,
player,201711120det,det,FellDa01,defense,0,,,,,
player,201711120det,det,FellDa01,def_pct,0%,,,,,
player,201711120det,det,FellDa01,special_teams,12,,,,,
player,201711120det,det,FellDa01,st_pct,39%,,,,,
player,201711120det,det,RiddTh00,pos,RB,,,,,
player,201711120det,det,RiddTh00,offense,17,,,,,
player,201711120det,det,RiddTh00,off_pct,33%,,,,,
player,201711120det,det,RiddTh00,defense,0,,,,,
player,201711120det,det,RiddTh00,def_pct,0%,,,,,
player,201711120det,det,RiddTh00,special_teams,0,,,,,
player,201711120det,det,RiddTh00,st_pct,0%,,,,,
player,201711120det,det,MihaBr00,pos,T,,,,,
player,201711120det,det,MihaBr00,offense,16,,,,,
player,201711120det,det,MihaBr00,off_pct,31%,,,,,
player,201711120det,det,MihaBr00,defense,0,,,,,
player,201711120det,det,MihaBr00,def_pct,0%,,,,,
player,201711120det,det,MihaBr00,special_teams,6,,,,,
player,201711120det,det,MihaBr00,st_pct,19%,,,,,
player,201711120det,det,RobeMi01,pos,TE,,,,,
player,201711120det,det,RobeMi01,offense,14,,,,,
player,201711120det,det,RobeMi01,off_pct,27%,,,,,
player,201711120det,det,RobeMi01,defense,0,,,,,
player,201711120det,det,RobeMi01,def_pct,0%,,,,,
player,201711120det,det,RobeMi01,special_teams,10,,,,,
player,201711120det,det,RobeMi01,st_pct,32%,,,,,
player,201711120det,det,GollKe00,pos,WR,,,,,
player,201711120det,det,GollKe00,offense,11,,,,,
player,201711120det,det,GollKe00,off_pct,21%,,,,,
player,201711120det,det,GollKe00,defense,0,,,,,
player,201711120det,det,GollKe00,def_pct,0%,,,,,
player,201711120det,det,GollKe00,special_teams,0,,,,,
player,201711120det,det,GollKe00,st_pct,0%,,,,,
player,201711120det,det,AbbrJa00,pos,WR,,,,,
player,201711120det,det,AbbrJa00,offense,5,,,,,
player,201711120det,det,AbbrJa00,off_pct,10%,,,,,
player,201711120det,det,AbbrJa00,defense,0,,,,,
player,201711120det,det,AbbrJa00,def_pct,0%,,,,,
player,201711120det,det,AbbrJa00,special_teams,21,,,,,
player,201711120det,det,AbbrJa00,st_pct,68%,,,,,
player,201711120det,det,WashDw00,pos,RB,,,,,
player,201711120det,det,WashDw00,offense,4,,,,,
player,201711120det,det,WashDw00,off_pct,8%,,,,,
player,201711120det,det,WashDw00,defense,0,,,,,
player,201711120det,det,WashDw00,def_pct,0%,,,,,
player,201711120det,det,WashDw00,special_teams,16,,,,,
player,201711120det,det,WashDw00,st_pct,52%,,,,,
player,201711120det,det,AgneJa00,pos,CB,,,,,
player,201711120det,det,AgneJa00,offense,2,,,,,
player,201711120det,det,AgneJa00,off_pct,4%,,,,,
player,201711120det,det,AgneJa00,defense,0,,,,,
player,201711120det,det,AgneJa00,def_pct,0%,,,,,
player,201711120det,det,AgneJa00,special_teams,21,,,,,
player,201711120det,det,AgneJa00,st_pct,68%,,,,,
player,201711120det,det,QuinGl99,pos,FS,,,,,
player,201711120det,det,QuinGl99,offense,0,,,,,
player,201711120det,det,QuinGl99,off_pct,0%,,,,,
player,201711120det,det,QuinGl99,defense,81,,,,,
player,201711120det,det,QuinGl99,def_pct,100%,,,,,
player,201711120det,det,QuinGl99,special_teams,4,,,,,
player,201711120det,det,QuinGl99,st_pct,13%,,,,,
player,201711120det,det,DaviJa01,pos,LB,,,,,
player,201711120det,det,DaviJa01,offense,0,,,,,
player,201711120det,det,DaviJa01,off_pct,0%,,,,,
player,201711120det,det,DaviJa01,defense,81,,,,,
player,201711120det,det,DaviJa01,def_pct,100%,,,,,
player,201711120det,det,DaviJa01,special_teams,4,,,,,
player,201711120det,det,DaviJa01,st_pct,13%,,,,,
player,201711120det,det,SlayDa00,pos,CB,,,,,
player,201711120det,det,SlayDa00,offense,0,,,,,
player,201711120det,det,SlayDa00,off_pct,0%,,,,,
player,201711120det,det,SlayDa00,defense,78,,,,,
player,201711120det,det,SlayDa00,def_pct,96%,,,,,
player,201711120det,det,SlayDa00,special_teams,4,,,,,
player,201711120det,det,SlayDa00,st_pct,13%,,,,,
player,201711120det,det,WilsTa00,pos,SS,,,,,
player,201711120det,det,WilsTa00,offense,0,,,,,
player,201711120det,det,WilsTa00,off_pct,0%,,,,,
player,201711120det,det,WilsTa00,defense,75,,,,,
player,201711120det,det,WilsTa00,def_pct,93%,,,,,
player,201711120det,det,WilsTa00,special_teams,0,,,,,
player,201711120det,det,WilsTa00,st_pct,0%,,,,,
player,201711120det,det,WhitTa00,pos,LB,,,,,
player,201711120det,det,WhitTa00,offense,0,,,,,
player,201711120det,det,WhitTa00,off_pct,0%,,,,,
player,201711120det,det,WhitTa00,defense,63,,,,,
player,201711120det,det,WhitTa00,def_pct,78%,,,,,
player,201711120det,det,WhitTa00,special_teams,4,,,,,
player,201711120det,det,WhitTa00,st_pct,13%,,,,,
player,201711120det,det,ZettAn00,pos,DE,,,,,
player,201711120det,det,ZettAn00,offense,0,,,,,
player,201711120det,det,ZettAn00,off_pct,0%,,,,,
player,201711120det,det,ZettAn00,defense,59,,,,,
player,201711120det,det,ZettAn00,def_pct,73%,,,,,
player,201711120det,det,ZettAn00,special_teams,0,,,,,
player,201711120det,det,ZettAn00,st_pct,0%,,,,,
player,201711120det,det,DiggQu00,pos,CB,,,,,
player,201711120det,det,DiggQu00,offense,0,,,,,
player,201711120det,det,DiggQu00,off_pct,0%,,,,,
player,201711120det,det,DiggQu00,defense,52,,,,,
player,201711120det,det,DiggQu00,def_pct,64%,,,,,
player,201711120det,det,DiggQu00,special_teams,12,,,,,
player,201711120det,det,DiggQu00,st_pct,39%,,,,,
player,201711120det,det,RobiAS00,pos,DT,,,,,
player,201711120det,det,RobiAS00,offense,0,,,,,
player,201711120det,det,RobiAS00,off_pct,0%,,,,,
player,201711120det,det,RobiAS00,defense,51,,,,,
player,201711120det,det,RobiAS00,def_pct,63%,,,,,
player,201711120det,det,RobiAS00,special_teams,4,,,,,
player,201711120det,det,RobiAS00,st_pct,13%,,,,,
player,201711120det,det,HaydDJ00,pos,CB,,,,,
player,201711120det,det,HaydDJ00,offense,0,,,,,
player,201711120det,det,HaydDJ00,off_pct,0%,,,,,
player,201711120det,det,HaydDJ00,defense,48,,,,,
player,201711120det,det,HaydDJ00,def_pct,59%,,,,,
player,201711120det,det,HaydDJ00,special_teams,8,,,,,
player,201711120det,det,HaydDJ00,st_pct,26%,,,,,
player,201711120det,det,WashCo00,pos,DE,,,,,
player,201711120det,det,WashCo00,offense,0,,,,,
player,201711120det,det,WashCo00,off_pct,0%,,,,,
player,201711120det,det,WashCo00,defense,48,,,,,
player,201711120det,det,WashCo00,def_pct,59%,,,,,
player,201711120det,det,WashCo00,special_teams,4,,,,,
player,201711120det,det,WashCo00,st_pct,13%,,,,,
player,201711120det,det,SpenAk00,pos,DT,,,,,
player,201711120det,det,SpenAk00,offense,0,,,,,
player,201711120det,det,SpenAk00,off_pct,0%,,,,,
player,201711120det,det,SpenAk00,defense,48,,,,,
player,201711120det,det,SpenAk00,def_pct,59%,,,,,
player,201711120det,det,SpenAk00,special_teams,0,,,,,
player,201711120det,det,SpenAk00,st_pct,0%,,,,,
player,201711120det,det,SmitJa01,pos,DE,,,,,
player,201711120det,det,SmitJa01,offense,0,,,,,
player,201711120det,det,SmitJa01,off_pct,0%,,,,,
player,201711120det,det,SmitJa01,defense,39,,,,,
player,201711120det,det,SmitJa01,def_pct,48%,,,,,
player,201711120det,det,SmitJa01,special_teams,2,,,,,
player,201711120det,det,SmitJa01,st_pct,6%,,,,,
player,201711120det,det,LawsNe00,pos,CB,,,,,
player,201711120det,det,LawsNe00,offense,0,,,,,
player,201711120det,det,LawsNe00,off_pct,0%,,,,,
player,201711120det,det,LawsNe00,defense,31,,,,,
player,201711120det,det,LawsNe00,def_pct,38%,,,,,
player,201711120det,det,LawsNe00,special_teams,13,,,,,
player,201711120det,det,LawsNe00,st_pct,42%,,,,,
player,201711120det,det,ThorKh00,pos,DT,,,,,
player,201711120det,det,ThorKh00,offense,0,,,,,
player,201711120det,det,ThorKh00,off_pct,0%,,,,,
player,201711120det,det,ThorKh00,defense,30,,,,,
player,201711120det,det,ThorKh00,def_pct,37%,,,,,
player,201711120det,det,ThorKh00,special_teams,4,,,,,
player,201711120det,det,ThorKh00,st_pct,13%,,,,,
player,201711120det,det,WorrPa00,pos,LB,,,,,
player,201711120det,det,WorrPa00,offense,0,,,,,
player,201711120det,det,WorrPa00,off_pct,0%,,,,,
player,201711120det,det,WorrPa00,defense,29,,,,,
player,201711120det,det,WorrPa00,def_pct,36%,,,,,
player,201711120det,det,WorrPa00,special_teams,21,,,,,
player,201711120det,det,WorrPa00,st_pct,68%,,,,,
player,201711120det,det,LedbJe00,pos,DT,,,,,
player,201711120det,det,LedbJe00,offense,0,,,,,
player,201711120det,det,LedbJe00,off_pct,0%,,,,,
player,201711120det,det,LedbJe00,defense,29,,,,,
player,201711120det,det,LedbJe00,def_pct,36%,,,,,
player,201711120det,det,LedbJe00,special_teams,9,,,,,
player,201711120det,det,LedbJe00,st_pct,29%,,,,,
player,201711120det,det,ValoJe00,pos,DE,,,,,
player,201711120det,det,ValoJe00,offense,0,,,,,
player,201711120det,det,ValoJe00,off_pct,0%,,,,,
player,201711120det,det,ValoJe00,defense,24,,,,,
player,201711120det,det,ValoJe00,def_pct,30%,,,,,
player,201711120det,det,ValoJe00,special_teams,0,,,,,
player,201711120det,det,ValoJe00,st_pct,0%,,,,,
player,201711120det,det,KillMi00,pos,SS,,,,,
player,201711120det,det,KillMi00,offense,0,,,,,
player,201711120det,det,KillMi00,off_pct,0%,,,,,
player,201711120det,det,KillMi00,defense,23,,,,,
player,201711120det,det,KillMi00,def_pct,28%,,,,,
player,201711120det,det,KillMi00,special_teams,25,,,,,
player,201711120det,det,KillMi00,st_pct,81%,,,,,
player,201711120det,det,BellNi01,pos,LB,,,,,
player,201711120det,det,BellNi01,offense,0,,,,,
player,201711120det,det,BellNi01,off_pct,0%,,,,,
player,201711120det,det,BellNi01,defense,1,,,,,
player,201711120det,det,BellNi01,def_pct,1%,,,,,
player,201711120det,det,BellNi01,special_teams,25,,,,,
