game,2017,5,20171008,201710080clt,sfo,"San Francisco 49ers",23,clt,"Indianapolis Colts",26
team,201710080clt,sfo,First Downs,23,,,,,,
team,201710080clt,clt,First Downs,25,,,,,,
team,201710080clt,sfo,Rush-Yds-TDs,22-66-0,,,,,,
team,201710080clt,clt,Rush-Yds-TDs,35-159-2,,,,,,
team,201710080clt,sfo,Cmp-Att-Yd-TD-INT,29-46-353-2-0,,,,,,
team,201710080clt,clt,Cmp-Att-Yd-TD-INT,22-34-314-0-1,,,,,,
team,201710080clt,sfo,Sacked-Yards,2-17,,,,,,
team,201710080clt,clt,Sacked-Yards,4-26,,,,,,
team,201710080clt,sfo,Net Pass Yards,336,,,,,,
team,201710080clt,clt,Net Pass Yards,288,,,,,,
team,201710080clt,sfo,Total Yards,402,,,,,,
team,201710080clt,clt,Total Yards,447,,,,,,
team,201710080clt,sfo,Fumbles-Lost,2-0,,,,,,
team,201710080clt,clt,Fumbles-Lost,3-0,,,,,,
team,201710080clt,sfo,Turnovers,0,,,,,,
team,201710080clt,clt,Turnovers,1,,,,,,
team,201710080clt,sfo,Penalties-Yards,10-77,,,,,,
team,201710080clt,clt,Penalties-Yards,7-62,,,,,,
team,201710080clt,sfo,Third Down Conv.,4-14,,,,,,
team,201710080clt,clt,Third Down Conv.,8-16,,,,,,
team,201710080clt,sfo,Fourth Down Conv.,2-2,,,,,,
team,201710080clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201710080clt,sfo,Time of Possession,31:05,,,,,,
team,201710080clt,clt,Time of Possession,37:17,,,,,,
player,201710080clt,sfo,HoyeBr00,pass_cmp,29,,,,,
player,201710080clt,sfo,HoyeBr00,pass_att,46,,,,,
player,201710080clt,sfo,HoyeBr00,pass_yds,353,,,,,
player,201710080clt,sfo,HoyeBr00,pass_td,2,,,,,
player,201710080clt,sfo,HoyeBr00,pass_int,0,,,,,
player,201710080clt,sfo,HoyeBr00,pass_sacked,2,,,,,
player,201710080clt,sfo,HoyeBr00,pass_sacked_yds,17,,,,,
player,201710080clt,sfo,HoyeBr00,pass_long,51,,,,,
player,201710080clt,sfo,HoyeBr00,pass_rating,101.1,,,,,
player,201710080clt,sfo,HoyeBr00,rush_att,2,,,,,
player,201710080clt,sfo,HoyeBr00,rush_yds,0,,,,,
player,201710080clt,sfo,HoyeBr00,rush_td,0,,,,,
player,201710080clt,sfo,HoyeBr00,rush_long,0,,,,,
player,201710080clt,sfo,HoyeBr00,targets,0,,,,,
player,201710080clt,sfo,HoyeBr00,rec,0,,,,,
player,201710080clt,sfo,HoyeBr00,rec_yds,0,,,,,
player,201710080clt,sfo,HoyeBr00,rec_td,0,,,,,
player,201710080clt,sfo,HoyeBr00,rec_long,0,,,,,
player,201710080clt,sfo,HoyeBr00,fumbles,2,,,,,
player,201710080clt,sfo,HoyeBr00,fumbles_lost,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_cmp,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_att,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_yds,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_td,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_int,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_sacked,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_long,0,,,,,
player,201710080clt,sfo,BreiMa00,pass_rating,,,,,,
player,201710080clt,sfo,BreiMa00,rush_att,10,,,,,
player,201710080clt,sfo,BreiMa00,rush_yds,49,,,,,
player,201710080clt,sfo,BreiMa00,rush_td,0,,,,,
player,201710080clt,sfo,BreiMa00,rush_long,14,,,,,
player,201710080clt,sfo,BreiMa00,targets,5,,,,,
player,201710080clt,sfo,BreiMa00,rec,3,,,,,
player,201710080clt,sfo,BreiMa00,rec_yds,22,,,,,
player,201710080clt,sfo,BreiMa00,rec_td,0,,,,,
player,201710080clt,sfo,BreiMa00,rec_long,10,,,,,
player,201710080clt,sfo,BreiMa00,fumbles,0,,,,,
player,201710080clt,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_cmp,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_att,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_yds,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_td,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_int,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_sacked,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_long,0,,,,,
player,201710080clt,sfo,HydeCa00,pass_rating,,,,,,
player,201710080clt,sfo,HydeCa00,rush_att,8,,,,,
player,201710080clt,sfo,HydeCa00,rush_yds,11,,,,,
player,201710080clt,sfo,HydeCa00,rush_td,0,,,,,
player,201710080clt,sfo,HydeCa00,rush_long,6,,,,,
player,201710080clt,sfo,HydeCa00,targets,1,,,,,
player,201710080clt,sfo,HydeCa00,rec,1,,,,,
player,201710080clt,sfo,HydeCa00,rec_yds,7,,,,,
player,201710080clt,sfo,HydeCa00,rec_td,0,,,,,
player,201710080clt,sfo,HydeCa00,rec_long,7,,,,,
player,201710080clt,sfo,HydeCa00,fumbles,0,,,,,
player,201710080clt,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_cmp,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_att,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_yds,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_td,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_int,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_sacked,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_long,0,,,,,
player,201710080clt,sfo,JuszKy00,pass_rating,,,,,,
player,201710080clt,sfo,JuszKy00,rush_att,1,,,,,
player,201710080clt,sfo,JuszKy00,rush_yds,3,,,,,
player,201710080clt,sfo,JuszKy00,rush_td,0,,,,,
player,201710080clt,sfo,JuszKy00,rush_long,3,,,,,
player,201710080clt,sfo,JuszKy00,targets,4,,,,,
player,201710080clt,sfo,JuszKy00,rec,2,,,,,
player,201710080clt,sfo,JuszKy00,rec_yds,14,,,,,
player,201710080clt,sfo,JuszKy00,rec_td,1,,,,,
player,201710080clt,sfo,JuszKy00,rec_long,8,,,,,
player,201710080clt,sfo,JuszKy00,fumbles,0,,,,,
player,201710080clt,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201710080clt,sfo,MostRa00,pass_cmp,0,,,,,
player,201710080clt,sfo,MostRa00,pass_att,0,,,,,
player,201710080clt,sfo,MostRa00,pass_yds,0,,,,,
player,201710080clt,sfo,MostRa00,pass_td,0,,,,,
player,201710080clt,sfo,MostRa00,pass_int,0,,,,,
player,201710080clt,sfo,MostRa00,pass_sacked,0,,,,,
player,201710080clt,sfo,MostRa00,pass_sacked_yds,0,,,,,
player,201710080clt,sfo,MostRa00,pass_long,0,,,,,
player,201710080clt,sfo,MostRa00,pass_rating,,,,,,
player,201710080clt,sfo,MostRa00,rush_att,1,,,,,
player,201710080clt,sfo,MostRa00,rush_yds,3,,,,,
player,201710080clt,sfo,MostRa00,rush_td,0,,,,,
player,201710080clt,sfo,MostRa00,rush_long,3,,,,,
player,201710080clt,sfo,MostRa00,targets,0,,,,,
player,201710080clt,sfo,MostRa00,rec,0,,,,,
player,201710080clt,sfo,MostRa00,rec_yds,0,,,,,
player,201710080clt,sfo,MostRa00,rec_td,0,,,,,
player,201710080clt,sfo,MostRa00,rec_long,0,,,,,
player,201710080clt,sfo,MostRa00,fumbles,0,,,,,
player,201710080clt,sfo,MostRa00,fumbles_lost,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_cmp,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_att,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_yds,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_td,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_int,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_sacked,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_long,0,,,,,
player,201710080clt,sfo,GoodMa00,pass_rating,,,,,,
player,201710080clt,sfo,GoodMa00,rush_att,0,,,,,
player,201710080clt,sfo,GoodMa00,rush_yds,0,,,,,
player,201710080clt,sfo,GoodMa00,rush_td,0,,,,,
player,201710080clt,sfo,GoodMa00,rush_long,0,,,,,
player,201710080clt,sfo,GoodMa00,targets,11,,,,,
player,201710080clt,sfo,GoodMa00,rec,5,,,,,
player,201710080clt,sfo,GoodMa00,rec_yds,116,,,,,
player,201710080clt,sfo,GoodMa00,rec_td,0,,,,,
player,201710080clt,sfo,GoodMa00,rec_long,51,,,,,
player,201710080clt,sfo,GoodMa00,fumbles,0,,,,,
player,201710080clt,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_cmp,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_att,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_yds,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_td,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_int,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_sacked,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_long,0,,,,,
player,201710080clt,sfo,GarcPi00,pass_rating,,,,,,
player,201710080clt,sfo,GarcPi00,rush_att,0,,,,,
player,201710080clt,sfo,GarcPi00,rush_yds,0,,,,,
player,201710080clt,sfo,GarcPi00,rush_td,0,,,,,
player,201710080clt,sfo,GarcPi00,rush_long,0,,,,,
player,201710080clt,sfo,GarcPi00,targets,11,,,,,
player,201710080clt,sfo,GarcPi00,rec,8,,,,,
player,201710080clt,sfo,GarcPi00,rec_yds,94,,,,,
player,201710080clt,sfo,GarcPi00,rec_td,0,,,,,
player,201710080clt,sfo,GarcPi00,rec_long,25,,,,,
player,201710080clt,sfo,GarcPi00,fumbles,0,,,,,
player,201710080clt,sfo,GarcPi00,fumbles_lost,0,,,,,
