game,2017,3,20170924,201709240car,nor,"New Orleans Saints",34,car,"Carolina Panthers",13
team,201709240car,nor,First Downs,21,,,,,,
team,201709240car,car,First Downs,18,,,,,,
team,201709240car,nor,Rush-Yds-TDs,27-149-1,,,,,,
team,201709240car,car,Rush-Yds-TDs,22-132-1,,,,,,
team,201709240car,nor,Cmp-Att-Yd-TD-INT,22-29-220-3-0,,,,,,
team,201709240car,car,Cmp-Att-Yd-TD-INT,19-33-184-0-3,,,,,,
team,201709240car,nor,Sacked-Yards,1-7,,,,,,
team,201709240car,car,Sacked-Yards,4-28,,,,,,
team,201709240car,nor,Net Pass Yards,213,,,,,,
team,201709240car,car,Net Pass Yards,156,,,,,,
team,201709240car,nor,Total Yards,362,,,,,,
team,201709240car,car,Total Yards,288,,,,,,
team,201709240car,nor,Fumbles-Lost,0-0,,,,,,
team,201709240car,car,Fumbles-Lost,2-0,,,,,,
team,201709240car,nor,Turnovers,0,,,,,,
team,201709240car,car,Turnovers,3,,,,,,
team,201709240car,nor,Penalties-Yards,1-10,,,,,,
team,201709240car,car,Penalties-Yards,1-5,,,,,,
team,201709240car,nor,Third Down Conv.,6-12,,,,,,
team,201709240car,car,Third Down Conv.,7-14,,,,,,
team,201709240car,nor,Fourth Down Conv.,0-0,,,,,,
team,201709240car,car,Fourth Down Conv.,0-0,,,,,,
team,201709240car,nor,Time of Possession,31:09,,,,,,
team,201709240car,car,Time of Possession,28:51,,,,,,
player,201709240car,nor,BreeDr00,pass_cmp,22,,,,,
player,201709240car,nor,BreeDr00,pass_att,29,,,,,
player,201709240car,nor,BreeDr00,pass_yds,220,,,,,
player,201709240car,nor,BreeDr00,pass_td,3,,,,,
player,201709240car,nor,BreeDr00,pass_int,0,,,,,
player,201709240car,nor,BreeDr00,pass_sacked,1,,,,,
player,201709240car,nor,BreeDr00,pass_sacked_yds,7,,,,,
player,201709240car,nor,BreeDr00,pass_long,40,,,,,
player,201709240car,nor,BreeDr00,pass_rating,131.4,,,,,
player,201709240car,nor,BreeDr00,rush_att,0,,,,,
player,201709240car,nor,BreeDr00,rush_yds,0,,,,,
player,201709240car,nor,BreeDr00,rush_td,0,,,,,
player,201709240car,nor,BreeDr00,rush_long,0,,,,,
player,201709240car,nor,BreeDr00,targets,0,,,,,
player,201709240car,nor,BreeDr00,rec,0,,,,,
player,201709240car,nor,BreeDr00,rec_yds,0,,,,,
player,201709240car,nor,BreeDr00,rec_td,0,,,,,
player,201709240car,nor,BreeDr00,rec_long,0,,,,,
player,201709240car,nor,BreeDr00,fumbles,0,,,,,
player,201709240car,nor,BreeDr00,fumbles_lost,0,,,,,
player,201709240car,nor,IngrMa01,pass_cmp,0,,,,,
player,201709240car,nor,IngrMa01,pass_att,0,,,,,
player,201709240car,nor,IngrMa01,pass_yds,0,,,,,
player,201709240car,nor,IngrMa01,pass_td,0,,,,,
player,201709240car,nor,IngrMa01,pass_int,0,,,,,
player,201709240car,nor,IngrMa01,pass_sacked,0,,,,,
player,201709240car,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201709240car,nor,IngrMa01,pass_long,0,,,,,
player,201709240car,nor,IngrMa01,pass_rating,,,,,,
player,201709240car,nor,IngrMa01,rush_att,14,,,,,
player,201709240car,nor,IngrMa01,rush_yds,56,,,,,
player,201709240car,nor,IngrMa01,rush_td,0,,,,,
player,201709240car,nor,IngrMa01,rush_long,15,,,,,
player,201709240car,nor,IngrMa01,targets,4,,,,,
player,201709240car,nor,IngrMa01,rec,2,,,,,
player,201709240car,nor,IngrMa01,rec_yds,30,,,,,
player,201709240car,nor,IngrMa01,rec_td,0,,,,,
player,201709240car,nor,IngrMa01,rec_long,25,,,,,
player,201709240car,nor,IngrMa01,fumbles,0,,,,,
player,201709240car,nor,IngrMa01,fumbles_lost,0,,,,,
player,201709240car,nor,KamaAl00,pass_cmp,0,,,,,
player,201709240car,nor,KamaAl00,pass_att,0,,,,,
player,201709240car,nor,KamaAl00,pass_yds,0,,,,,
player,201709240car,nor,KamaAl00,pass_td,0,,,,,
player,201709240car,nor,KamaAl00,pass_int,0,,,,,
player,201709240car,nor,KamaAl00,pass_sacked,0,,,,,
player,201709240car,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201709240car,nor,KamaAl00,pass_long,0,,,,,
player,201709240car,nor,KamaAl00,pass_rating,,,,,,
player,201709240car,nor,KamaAl00,rush_att,2,,,,,
player,201709240car,nor,KamaAl00,rush_yds,37,,,,,
player,201709240car,nor,KamaAl00,rush_td,1,,,,,
player,201709240car,nor,KamaAl00,rush_long,25,,,,,
player,201709240car,nor,KamaAl00,targets,5,,,,,
player,201709240car,nor,KamaAl00,rec,3,,,,,
player,201709240car,nor,KamaAl00,rec_yds,5,,,,,
player,201709240car,nor,KamaAl00,rec_td,0,,,,,
player,201709240car,nor,KamaAl00,rec_long,7,,,,,
player,201709240car,nor,KamaAl00,fumbles,0,,,,,
player,201709240car,nor,KamaAl00,fumbles_lost,0,,,,,
player,201709240car,nor,PeteAd01,pass_cmp,0,,,,,
player,201709240car,nor,PeteAd01,pass_att,0,,,,,
player,201709240car,nor,PeteAd01,pass_yds,0,,,,,
player,201709240car,nor,PeteAd01,pass_td,0,,,,,
player,201709240car,nor,PeteAd01,pass_int,0,,,,,
player,201709240car,nor,PeteAd01,pass_sacked,0,,,,,
player,201709240car,nor,PeteAd01,pass_sacked_yds,0,,,,,
player,201709240car,nor,PeteAd01,pass_long,0,,,,,
player,201709240car,nor,PeteAd01,pass_rating,,,,,,
player,201709240car,nor,PeteAd01,rush_att,9,,,,,
player,201709240car,nor,PeteAd01,rush_yds,33,,,,,
player,201709240car,nor,PeteAd01,rush_td,0,,,,,
player,201709240car,nor,PeteAd01,rush_long,11,,,,,
player,201709240car,nor,PeteAd01,targets,2,,,,,
player,201709240car,nor,PeteAd01,rec,2,,,,,
