game,2017,17,20171231,201712310sdg,rai,"Oakland Raiders",10,sdg,"Los Angeles Chargers",30
team,201712310sdg,rai,First Downs,14,,,,,,
team,201712310sdg,sdg,First Downs,26,,,,,,
team,201712310sdg,rai,Rush-Yds-TDs,23-105-0,,,,,,
team,201712310sdg,sdg,Rush-Yds-TDs,30-115-0,,,,,,
team,201712310sdg,rai,Cmp-Att-Yd-TD-INT,19-28-243-1-1,,,,,,
team,201712310sdg,sdg,Cmp-Att-Yd-TD-INT,28-37-387-3-0,,,,,,
team,201712310sdg,rai,Sacked-Yards,2-12,,,,,,
team,201712310sdg,sdg,Sacked-Yards,1-7,,,,,,
team,201712310sdg,rai,Net Pass Yards,231,,,,,,
team,201712310sdg,sdg,Net Pass Yards,380,,,,,,
team,201712310sdg,rai,Total Yards,336,,,,,,
team,201712310sdg,sdg,Total Yards,495,,,,,,
team,201712310sdg,rai,Fumbles-Lost,2-1,,,,,,
team,201712310sdg,sdg,Fumbles-Lost,2-0,,,,,,
team,201712310sdg,rai,Turnovers,2,,,,,,
team,201712310sdg,sdg,Turnovers,0,,,,,,
team,201712310sdg,rai,Penalties-Yards,6-85,,,,,,
team,201712310sdg,sdg,Penalties-Yards,7-65,,,,,,
team,201712310sdg,rai,Third Down Conv.,4-11,,,,,,
team,201712310sdg,sdg,Third Down Conv.,7-13,,,,,,
team,201712310sdg,rai,Fourth Down Conv.,0-3,,,,,,
team,201712310sdg,sdg,Fourth Down Conv.,0-1,,,,,,
team,201712310sdg,rai,Time of Possession,26:40,,,,,,
team,201712310sdg,sdg,Time of Possession,33:20,,,,,,
player,201712310sdg,rai,CarrDe02,pass_cmp,19,,,,,
player,201712310sdg,rai,CarrDe02,pass_att,28,,,,,
player,201712310sdg,rai,CarrDe02,pass_yds,243,,,,,
player,201712310sdg,rai,CarrDe02,pass_td,1,,,,,
player,201712310sdg,rai,CarrDe02,pass_int,1,,,,,
player,201712310sdg,rai,CarrDe02,pass_sacked,2,,,,,
player,201712310sdg,rai,CarrDe02,pass_sacked_yds,12,,,,,
player,201712310sdg,rai,CarrDe02,pass_long,87,,,,,
player,201712310sdg,rai,CarrDe02,pass_rating,91.8,,,,,
player,201712310sdg,rai,CarrDe02,rush_att,2,,,,,
player,201712310sdg,rai,CarrDe02,rush_yds,1,,,,,
player,201712310sdg,rai,CarrDe02,rush_td,0,,,,,
player,201712310sdg,rai,CarrDe02,rush_long,2,,,,,
player,201712310sdg,rai,CarrDe02,targets,0,,,,,
player,201712310sdg,rai,CarrDe02,rec,0,,,,,
player,201712310sdg,rai,CarrDe02,rec_yds,0,,,,,
player,201712310sdg,rai,CarrDe02,rec_td,0,,,,,
player,201712310sdg,rai,CarrDe02,rec_long,0,,,,,
player,201712310sdg,rai,CarrDe02,fumbles,1,,,,,
player,201712310sdg,rai,CarrDe02,fumbles_lost,1,,,,,
player,201712310sdg,rai,LyncMa00,pass_cmp,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_att,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_yds,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_td,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_int,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_sacked,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_long,0,,,,,
player,201712310sdg,rai,LyncMa00,pass_rating,,,,,,
player,201712310sdg,rai,LyncMa00,rush_att,19,,,,,
player,201712310sdg,rai,LyncMa00,rush_yds,101,,,,,
player,201712310sdg,rai,LyncMa00,rush_td,0,,,,,
player,201712310sdg,rai,LyncMa00,rush_long,19,,,,,
player,201712310sdg,rai,LyncMa00,targets,3,,,,,
player,201712310sdg,rai,LyncMa00,rec,2,,,,,
player,201712310sdg,rai,LyncMa00,rec_yds,18,,,,,
player,201712310sdg,rai,LyncMa00,rec_td,0,,,,,
player,201712310sdg,rai,LyncMa00,rec_long,17,,,,,
player,201712310sdg,rai,LyncMa00,fumbles,0,,,,,
player,201712310sdg,rai,LyncMa00,fumbles_lost,0,,,,,
player,201712310sdg,rai,WashDe00,pass_cmp,0,,,,,
player,201712310sdg,rai,WashDe00,pass_att,0,,,,,
player,201712310sdg,rai,WashDe00,pass_yds,0,,,,,
player,201712310sdg,rai,WashDe00,pass_td,0,,,,,
player,201712310sdg,rai,WashDe00,pass_int,0,,,,,
player,201712310sdg,rai,WashDe00,pass_sacked,0,,,,,
player,201712310sdg,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,WashDe00,pass_long,0,,,,,
player,201712310sdg,rai,WashDe00,pass_rating,,,,,,
player,201712310sdg,rai,WashDe00,rush_att,2,,,,,
player,201712310sdg,rai,WashDe00,rush_yds,3,,,,,
player,201712310sdg,rai,WashDe00,rush_td,0,,,,,
player,201712310sdg,rai,WashDe00,rush_long,2,,,,,
player,201712310sdg,rai,WashDe00,targets,3,,,,,
player,201712310sdg,rai,WashDe00,rec,2,,,,,
player,201712310sdg,rai,WashDe00,rec_yds,0,,,,,
player,201712310sdg,rai,WashDe00,rec_td,0,,,,,
player,201712310sdg,rai,WashDe00,rec_long,1,,,,,
player,201712310sdg,rai,WashDe00,fumbles,0,,,,,
player,201712310sdg,rai,WashDe00,fumbles_lost,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_cmp,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_att,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_yds,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_td,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_int,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_sacked,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_long,0,,,,,
player,201712310sdg,rai,CoopAm00,pass_rating,,,,,,
player,201712310sdg,rai,CoopAm00,rush_att,0,,,,,
player,201712310sdg,rai,CoopAm00,rush_yds,0,,,,,
player,201712310sdg,rai,CoopAm00,rush_td,0,,,,,
player,201712310sdg,rai,CoopAm00,rush_long,0,,,,,
player,201712310sdg,rai,CoopAm00,targets,6,,,,,
player,201712310sdg,rai,CoopAm00,rec,3,,,,,
player,201712310sdg,rai,CoopAm00,rec_yds,115,,,,,
player,201712310sdg,rai,CoopAm00,rec_td,1,,,,,
player,201712310sdg,rai,CoopAm00,rec_long,87,,,,,
player,201712310sdg,rai,CoopAm00,fumbles,0,,,,,
player,201712310sdg,rai,CoopAm00,fumbles_lost,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_cmp,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_att,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_yds,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_td,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_int,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_sacked,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_long,0,,,,,
player,201712310sdg,rai,RobeSe00,pass_rating,,,,,,
player,201712310sdg,rai,RobeSe00,rush_att,0,,,,,
player,201712310sdg,rai,RobeSe00,rush_yds,0,,,,,
player,201712310sdg,rai,RobeSe00,rush_td,0,,,,,
player,201712310sdg,rai,RobeSe00,rush_long,0,,,,,
player,201712310sdg,rai,RobeSe00,targets,6,,,,,
player,201712310sdg,rai,RobeSe00,rec,5,,,,,
player,201712310sdg,rai,RobeSe00,rec_yds,48,,,,,
player,201712310sdg,rai,RobeSe00,rec_td,0,,,,,
player,201712310sdg,rai,RobeSe00,rec_long,26,,,,,
player,201712310sdg,rai,RobeSe00,fumbles,0,,,,,
player,201712310sdg,rai,RobeSe00,fumbles_lost,0,,,,,
player,201712310sdg,rai,CookJa02,pass_cmp,0,,,,,
player,201712310sdg,rai,CookJa02,pass_att,0,,,,,
player,201712310sdg,rai,CookJa02,pass_yds,0,,,,,
player,201712310sdg,rai,CookJa02,pass_td,0,,,,,
player,201712310sdg,rai,CookJa02,pass_int,0,,,,,
player,201712310sdg,rai,CookJa02,pass_sacked,0,,,,,
player,201712310sdg,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,CookJa02,pass_long,0,,,,,
player,201712310sdg,rai,CookJa02,pass_rating,,,,,,
player,201712310sdg,rai,CookJa02,rush_att,0,,,,,
player,201712310sdg,rai,CookJa02,rush_yds,0,,,,,
player,201712310sdg,rai,CookJa02,rush_td,0,,,,,
player,201712310sdg,rai,CookJa02,rush_long,0,,,,,
player,201712310sdg,rai,CookJa02,targets,4,,,,,
player,201712310sdg,rai,CookJa02,rec,3,,,,,
player,201712310sdg,rai,CookJa02,rec_yds,35,,,,,
player,201712310sdg,rai,CookJa02,rec_td,0,,,,,
player,201712310sdg,rai,CookJa02,rec_long,24,,,,,
player,201712310sdg,rai,CookJa02,fumbles,0,,,,,
player,201712310sdg,rai,CookJa02,fumbles_lost,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_cmp,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_att,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_yds,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_td,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_int,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_sacked,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_long,0,,,,,
player,201712310sdg,rai,CrabMi00,pass_rating,,,,,,
player,201712310sdg,rai,CrabMi00,rush_att,0,,,,,
player,201712310sdg,rai,CrabMi00,rush_yds,0,,,,,
player,201712310sdg,rai,CrabMi00,rush_td,0,,,,,
player,201712310sdg,rai,CrabMi00,rush_long,0,,,,,
player,201712310sdg,rai,CrabMi00,targets,2,,,,,
player,201712310sdg,rai,CrabMi00,rec,2,,,,,
player,201712310sdg,rai,CrabMi00,rec_yds,17,,,,,
player,201712310sdg,rai,CrabMi00,rec_td,0,,,,,
player,201712310sdg,rai,CrabMi00,rec_long,12,,,,,
player,201712310sdg,rai,CrabMi00,fumbles,0,,,,,
player,201712310sdg,rai,CrabMi00,fumbles_lost,0,,,,,
player,201712310sdg,rai,RichJa01,pass_cmp,0,,,,,
player,201712310sdg,rai,RichJa01,pass_att,0,,,,,
player,201712310sdg,rai,RichJa01,pass_yds,0,,,,,
player,201712310sdg,rai,RichJa01,pass_td,0,,,,,
player,201712310sdg,rai,RichJa01,pass_int,0,,,,,
player,201712310sdg,rai,RichJa01,pass_sacked,0,,,,,
player,201712310sdg,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,RichJa01,pass_long,0,,,,,
player,201712310sdg,rai,RichJa01,pass_rating,,,,,,
player,201712310sdg,rai,RichJa01,rush_att,0,,,,,
player,201712310sdg,rai,RichJa01,rush_yds,0,,,,,
player,201712310sdg,rai,RichJa01,rush_td,0,,,,,
player,201712310sdg,rai,RichJa01,rush_long,0,,,,,
player,201712310sdg,rai,RichJa01,targets,1,,,,,
player,201712310sdg,rai,RichJa01,rec,1,,,,,
player,201712310sdg,rai,RichJa01,rec_yds,6,,,,,
player,201712310sdg,rai,RichJa01,rec_td,0,,,,,
player,201712310sdg,rai,RichJa01,rec_long,6,,,,,
player,201712310sdg,rai,RichJa01,fumbles,0,,,,,
player,201712310sdg,rai,RichJa01,fumbles_lost,0,,,,,
player,201712310sdg,rai,PattCo00,pass_cmp,0,,,,,
player,201712310sdg,rai,PattCo00,pass_att,0,,,,,
player,201712310sdg,rai,PattCo00,pass_yds,0,,,,,
player,201712310sdg,rai,PattCo00,pass_td,0,,,,,
player,201712310sdg,rai,PattCo00,pass_int,0,,,,,
player,201712310sdg,rai,PattCo00,pass_sacked,0,,,,,
player,201712310sdg,rai,PattCo00,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,PattCo00,pass_long,0,,,,,
player,201712310sdg,rai,PattCo00,pass_rating,,,,,,
player,201712310sdg,rai,PattCo00,rush_att,0,,,,,
player,201712310sdg,rai,PattCo00,rush_yds,0,,,,,
player,201712310sdg,rai,PattCo00,rush_td,0,,,,,
player,201712310sdg,rai,PattCo00,rush_long,0,,,,,
player,201712310sdg,rai,PattCo00,targets,1,,,,,
player,201712310sdg,rai,PattCo00,rec,1,,,,,
player,201712310sdg,rai,PattCo00,rec_yds,4,,,,,
player,201712310sdg,rai,PattCo00,rec_td,0,,,,,
player,201712310sdg,rai,PattCo00,rec_long,4,,,,,
player,201712310sdg,rai,PattCo00,fumbles,0,,,,,
player,201712310sdg,rai,PattCo00,fumbles_lost,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_cmp,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_att,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_yds,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_td,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_int,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_sacked,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_sacked_yds,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_long,0,,,,,
player,201712310sdg,rai,HoltJo00,pass_rating,,,,,,
player,201712310sdg,rai,HoltJo00,rush_att,0,,,,,
player,201712310sdg,rai,HoltJo00,rush_yds,0,,,,,
player,201712310sdg,rai,HoltJo00,rush_td,0,,,,,
player,201712310sdg,rai,HoltJo00,rush_long,0,,,,,
player,201712310sdg,rai,HoltJo00,targets,1,,,,,
player,201712310sdg,rai,HoltJo00,rec,0,,,,,
player,201712310sdg,rai,HoltJo00,rec_yds,0,,,,,
player,201712310sdg,rai,HoltJo00,rec_td,0,,,,,
player,201712310sdg,rai,HoltJo00,rec_long,0,,,,,
player,201712310sdg,rai,HoltJo00,fumbles,1,,,,,
player,201712310sdg,rai,HoltJo00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,RivePh00,pass_cmp,28,,,,,
player,201712310sdg,sdg,RivePh00,pass_att,37,,,,,
player,201712310sdg,sdg,RivePh00,pass_yds,387,,,,,
player,201712310sdg,sdg,RivePh00,pass_td,3,,,,,
