game,2017,17,20171231,201712310sdg,rai,"Oakland Raiders",10,sdg,"Los Angeles Chargers",30
player,201712310sdg,sdg,RivePh00,pass_int,0,,,,,
player,201712310sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201712310sdg,sdg,RivePh00,pass_sacked_yds,7,,,,,
player,201712310sdg,sdg,RivePh00,pass_long,62,,,,,
player,201712310sdg,sdg,RivePh00,pass_rating,135.8,,,,,
player,201712310sdg,sdg,RivePh00,rush_att,1,,,,,
player,201712310sdg,sdg,RivePh00,rush_yds,5,,,,,
player,201712310sdg,sdg,RivePh00,rush_td,0,,,,,
player,201712310sdg,sdg,RivePh00,rush_long,5,,,,,
player,201712310sdg,sdg,RivePh00,targets,0,,,,,
player,201712310sdg,sdg,RivePh00,rec,0,,,,,
player,201712310sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201712310sdg,sdg,RivePh00,rec_td,0,,,,,
player,201712310sdg,sdg,RivePh00,rec_long,0,,,,,
player,201712310sdg,sdg,RivePh00,fumbles,1,,,,,
player,201712310sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_att,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_td,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_int,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_long,0,,,,,
player,201712310sdg,sdg,GordMe00,pass_rating,,,,,,
player,201712310sdg,sdg,GordMe00,rush_att,17,,,,,
player,201712310sdg,sdg,GordMe00,rush_yds,93,,,,,
player,201712310sdg,sdg,GordMe00,rush_td,0,,,,,
player,201712310sdg,sdg,GordMe00,rush_long,17,,,,,
player,201712310sdg,sdg,GordMe00,targets,7,,,,,
player,201712310sdg,sdg,GordMe00,rec,6,,,,,
player,201712310sdg,sdg,GordMe00,rec_yds,31,,,,,
player,201712310sdg,sdg,GordMe00,rec_td,0,,,,,
player,201712310sdg,sdg,GordMe00,rec_long,14,,,,,
player,201712310sdg,sdg,GordMe00,fumbles,1,,,,,
player,201712310sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_cmp,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_att,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_yds,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_td,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_int,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_sacked,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_long,0,,,,,
player,201712310sdg,sdg,OlivBr01,pass_rating,,,,,,
player,201712310sdg,sdg,OlivBr01,rush_att,7,,,,,
player,201712310sdg,sdg,OlivBr01,rush_yds,13,,,,,
player,201712310sdg,sdg,OlivBr01,rush_td,0,,,,,
player,201712310sdg,sdg,OlivBr01,rush_long,11,,,,,
player,201712310sdg,sdg,OlivBr01,targets,1,,,,,
player,201712310sdg,sdg,OlivBr01,rec,1,,,,,
player,201712310sdg,sdg,OlivBr01,rec_yds,6,,,,,
player,201712310sdg,sdg,OlivBr01,rec_td,0,,,,,
player,201712310sdg,sdg,OlivBr01,rec_long,6,,,,,
player,201712310sdg,sdg,OlivBr01,fumbles,0,,,,,
player,201712310sdg,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201712310sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201712310sdg,sdg,BenjTr00,rush_att,2,,,,,
player,201712310sdg,sdg,BenjTr00,rush_yds,4,,,,,
player,201712310sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201712310sdg,sdg,BenjTr00,rush_long,3,,,,,
player,201712310sdg,sdg,BenjTr00,targets,5,,,,,
player,201712310sdg,sdg,BenjTr00,rec,4,,,,,
player,201712310sdg,sdg,BenjTr00,rec_yds,96,,,,,
player,201712310sdg,sdg,BenjTr00,rec_td,1,,,,,
player,201712310sdg,sdg,BenjTr00,rec_long,62,,,,,
player,201712310sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201712310sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_cmp,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_att,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_yds,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_td,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_int,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_sacked,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_long,0,,,,,
player,201712310sdg,sdg,WattDe00,pass_rating,,,,,,
player,201712310sdg,sdg,WattDe00,rush_att,1,,,,,
player,201712310sdg,sdg,WattDe00,rush_yds,2,,,,,
player,201712310sdg,sdg,WattDe00,rush_td,0,,,,,
player,201712310sdg,sdg,WattDe00,rush_long,2,,,,,
player,201712310sdg,sdg,WattDe00,targets,0,,,,,
player,201712310sdg,sdg,WattDe00,rec,0,,,,,
player,201712310sdg,sdg,WattDe00,rec_yds,0,,,,,
player,201712310sdg,sdg,WattDe00,rec_td,0,,,,,
player,201712310sdg,sdg,WattDe00,rec_long,0,,,,,
player,201712310sdg,sdg,WattDe00,fumbles,0,,,,,
player,201712310sdg,sdg,WattDe00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201712310sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201712310sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201712310sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201712310sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201712310sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201712310sdg,sdg,AlleKe00,targets,12,,,,,
player,201712310sdg,sdg,AlleKe00,rec,9,,,,,
player,201712310sdg,sdg,AlleKe00,rec_yds,133,,,,,
player,201712310sdg,sdg,AlleKe00,rec_td,1,,,,,
player,201712310sdg,sdg,AlleKe00,rec_long,28,,,,,
player,201712310sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201712310sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_att,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_td,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_int,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_long,0,,,,,
player,201712310sdg,sdg,WillTy00,pass_rating,,,,,,
player,201712310sdg,sdg,WillTy00,rush_att,0,,,,,
player,201712310sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201712310sdg,sdg,WillTy00,rush_td,0,,,,,
player,201712310sdg,sdg,WillTy00,rush_long,0,,,,,
player,201712310sdg,sdg,WillTy00,targets,4,,,,,
player,201712310sdg,sdg,WillTy00,rec,3,,,,,
player,201712310sdg,sdg,WillTy00,rec_yds,67,,,,,
player,201712310sdg,sdg,WillTy00,rec_td,1,,,,,
player,201712310sdg,sdg,WillTy00,rec_long,56,,,,,
player,201712310sdg,sdg,WillTy00,fumbles,0,,,,,
player,201712310sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_att,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_td,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_int,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_long,0,,,,,
player,201712310sdg,sdg,GateAn00,pass_rating,,,,,,
player,201712310sdg,sdg,GateAn00,rush_att,0,,,,,
player,201712310sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201712310sdg,sdg,GateAn00,rush_td,0,,,,,
player,201712310sdg,sdg,GateAn00,rush_long,0,,,,,
player,201712310sdg,sdg,GateAn00,targets,6,,,,,
player,201712310sdg,sdg,GateAn00,rec,4,,,,,
player,201712310sdg,sdg,GateAn00,rec_yds,46,,,,,
player,201712310sdg,sdg,GateAn00,rec_td,0,,,,,
player,201712310sdg,sdg,GateAn00,rec_long,20,,,,,
player,201712310sdg,sdg,GateAn00,fumbles,0,,,,,
player,201712310sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_att,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_td,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_int,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_long,0,,,,,
player,201712310sdg,sdg,WillMi07,pass_rating,,,,,,
player,201712310sdg,sdg,WillMi07,rush_att,0,,,,,
player,201712310sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201712310sdg,sdg,WillMi07,rush_td,0,,,,,
player,201712310sdg,sdg,WillMi07,rush_long,0,,,,,
player,201712310sdg,sdg,WillMi07,targets,1,,,,,
player,201712310sdg,sdg,WillMi07,rec,1,,,,,
player,201712310sdg,sdg,WillMi07,rec_yds,8,,,,,
player,201712310sdg,sdg,WillMi07,rec_td,0,,,,,
player,201712310sdg,sdg,WillMi07,rec_long,8,,,,,
player,201712310sdg,sdg,WillMi07,fumbles,0,,,,,
player,201712310sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_cmp,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_att,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_yds,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_td,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_int,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_sacked,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_sacked_yds,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_long,0,,,,,
player,201712310sdg,sdg,ClemKe00,pass_rating,,,,,,
player,201712310sdg,sdg,ClemKe00,rush_att,2,,,,,
player,201712310sdg,sdg,ClemKe00,rush_yds,-2,,,,,
player,201712310sdg,sdg,ClemKe00,rush_td,0,,,,,
player,201712310sdg,sdg,ClemKe00,rush_long,-1,,,,,
player,201712310sdg,sdg,ClemKe00,targets,0,,,,,
player,201712310sdg,sdg,ClemKe00,rec,0,,,,,
player,201712310sdg,sdg,ClemKe00,rec_yds,0,,,,,
player,201712310sdg,sdg,ClemKe00,rec_td,0,,,,,
player,201712310sdg,sdg,ClemKe00,rec_long,0,,,,,
player,201712310sdg,sdg,ClemKe00,fumbles,0,,,,,
player,201712310sdg,sdg,ClemKe00,fumbles_lost,0,,,,,
player,201712310sdg,rai,BowmNa99,def_int,0,,,,,
player,201712310sdg,rai,BowmNa99,def_int_yds,0,,,,,
player,201712310sdg,rai,BowmNa99,def_int_td,0,,,,,
player,201712310sdg,rai,BowmNa99,def_int_long,0,,,,,
player,201712310sdg,rai,BowmNa99,pass_defended,0,,,,,
player,201712310sdg,rai,BowmNa99,sacks,0.5,,,,,
player,201712310sdg,rai,BowmNa99,tackles_combined,13,,,,,
player,201712310sdg,rai,BowmNa99,tackles_solo,8,,,,,
player,201712310sdg,rai,BowmNa99,tackles_assists,5,,,,,
player,201712310sdg,rai,BowmNa99,tackles_loss,0,,,,,
player,201712310sdg,rai,BowmNa99,qb_hits,0,,,,,
player,201712310sdg,rai,BowmNa99,fumbles_rec,0,,,,,
player,201712310sdg,rai,BowmNa99,fumbles_rec_yds,0,,,,,
player,201712310sdg,rai,BowmNa99,fumbles_rec_td,0,,,,,
player,201712310sdg,rai,BowmNa99,fumbles_forced,0,,,,,
