game,2017,13,20171203,201712030chi,sfo,"San Francisco 49ers",15,chi,"Chicago Bears",14
player,201712030chi,sfo,WillKW00,def_int_yds,0,,,,,
player,201712030chi,sfo,WillKW00,def_int_td,0,,,,,
player,201712030chi,sfo,WillKW00,def_int_long,0,,,,,
player,201712030chi,sfo,WillKW00,pass_defended,0,,,,,
player,201712030chi,sfo,WillKW00,sacks,0.0,,,,,
player,201712030chi,sfo,WillKW00,tackles_combined,4,,,,,
player,201712030chi,sfo,WillKW00,tackles_solo,4,,,,,
player,201712030chi,sfo,WillKW00,tackles_assists,0,,,,,
player,201712030chi,sfo,WillKW00,tackles_loss,1,,,,,
player,201712030chi,sfo,WillKW00,qb_hits,0,,,,,
player,201712030chi,sfo,WillKW00,fumbles_rec,0,,,,,
player,201712030chi,sfo,WillKW00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,WillKW00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,WillKW00,fumbles_forced,0,,,,,
player,201712030chi,sfo,ColbAd00,def_int,0,,,,,
player,201712030chi,sfo,ColbAd00,def_int_yds,0,,,,,
player,201712030chi,sfo,ColbAd00,def_int_td,0,,,,,
player,201712030chi,sfo,ColbAd00,def_int_long,0,,,,,
player,201712030chi,sfo,ColbAd00,pass_defended,0,,,,,
player,201712030chi,sfo,ColbAd00,sacks,0.0,,,,,
player,201712030chi,sfo,ColbAd00,tackles_combined,3,,,,,
player,201712030chi,sfo,ColbAd00,tackles_solo,3,,,,,
player,201712030chi,sfo,ColbAd00,tackles_assists,0,,,,,
player,201712030chi,sfo,ColbAd00,tackles_loss,0,,,,,
player,201712030chi,sfo,ColbAd00,qb_hits,0,,,,,
player,201712030chi,sfo,ColbAd00,fumbles_rec,0,,,,,
player,201712030chi,sfo,ColbAd00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,ColbAd00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,ColbAd00,fumbles_forced,0,,,,,
player,201712030chi,sfo,DayxSh00,def_int,0,,,,,
player,201712030chi,sfo,DayxSh00,def_int_yds,0,,,,,
player,201712030chi,sfo,DayxSh00,def_int_td,0,,,,,
player,201712030chi,sfo,DayxSh00,def_int_long,0,,,,,
player,201712030chi,sfo,DayxSh00,pass_defended,0,,,,,
player,201712030chi,sfo,DayxSh00,sacks,0.0,,,,,
player,201712030chi,sfo,DayxSh00,tackles_combined,3,,,,,
player,201712030chi,sfo,DayxSh00,tackles_solo,3,,,,,
player,201712030chi,sfo,DayxSh00,tackles_assists,0,,,,,
player,201712030chi,sfo,DayxSh00,tackles_loss,0,,,,,
player,201712030chi,sfo,DayxSh00,qb_hits,0,,,,,
player,201712030chi,sfo,DayxSh00,fumbles_rec,0,,,,,
player,201712030chi,sfo,DayxSh00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,DayxSh00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,DayxSh00,fumbles_forced,0,,,,,
player,201712030chi,sfo,HaroEl00,def_int,0,,,,,
player,201712030chi,sfo,HaroEl00,def_int_yds,0,,,,,
player,201712030chi,sfo,HaroEl00,def_int_td,0,,,,,
player,201712030chi,sfo,HaroEl00,def_int_long,0,,,,,
player,201712030chi,sfo,HaroEl00,pass_defended,0,,,,,
player,201712030chi,sfo,HaroEl00,sacks,0.0,,,,,
player,201712030chi,sfo,HaroEl00,tackles_combined,3,,,,,
player,201712030chi,sfo,HaroEl00,tackles_solo,3,,,,,
player,201712030chi,sfo,HaroEl00,tackles_assists,0,,,,,
player,201712030chi,sfo,HaroEl00,tackles_loss,1,,,,,
player,201712030chi,sfo,HaroEl00,qb_hits,0,,,,,
player,201712030chi,sfo,HaroEl00,fumbles_rec,0,,,,,
player,201712030chi,sfo,HaroEl00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,HaroEl00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,HaroEl00,fumbles_forced,0,,,,,
player,201712030chi,sfo,CoylBr00,def_int,0,,,,,
player,201712030chi,sfo,CoylBr00,def_int_yds,0,,,,,
player,201712030chi,sfo,CoylBr00,def_int_td,0,,,,,
player,201712030chi,sfo,CoylBr00,def_int_long,0,,,,,
player,201712030chi,sfo,CoylBr00,pass_defended,0,,,,,
player,201712030chi,sfo,CoylBr00,sacks,0.0,,,,,
player,201712030chi,sfo,CoylBr00,tackles_combined,2,,,,,
player,201712030chi,sfo,CoylBr00,tackles_solo,2,,,,,
player,201712030chi,sfo,CoylBr00,tackles_assists,0,,,,,
player,201712030chi,sfo,CoylBr00,tackles_loss,0,,,,,
player,201712030chi,sfo,CoylBr00,qb_hits,0,,,,,
player,201712030chi,sfo,CoylBr00,fumbles_rec,0,,,,,
player,201712030chi,sfo,CoylBr00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,CoylBr00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,CoylBr00,fumbles_forced,0,,,,,
player,201712030chi,sfo,JohnDo02,def_int,0,,,,,
player,201712030chi,sfo,JohnDo02,def_int_yds,0,,,,,
player,201712030chi,sfo,JohnDo02,def_int_td,0,,,,,
player,201712030chi,sfo,JohnDo02,def_int_long,0,,,,,
player,201712030chi,sfo,JohnDo02,pass_defended,0,,,,,
player,201712030chi,sfo,JohnDo02,sacks,0.0,,,,,
player,201712030chi,sfo,JohnDo02,tackles_combined,1,,,,,
player,201712030chi,sfo,JohnDo02,tackles_solo,1,,,,,
player,201712030chi,sfo,JohnDo02,tackles_assists,0,,,,,
player,201712030chi,sfo,JohnDo02,tackles_loss,0,,,,,
player,201712030chi,sfo,JohnDo02,qb_hits,0,,,,,
player,201712030chi,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201712030chi,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201712030chi,sfo,LeexEl00,def_int,0,,,,,
player,201712030chi,sfo,LeexEl00,def_int_yds,0,,,,,
player,201712030chi,sfo,LeexEl00,def_int_td,0,,,,,
player,201712030chi,sfo,LeexEl00,def_int_long,0,,,,,
player,201712030chi,sfo,LeexEl00,pass_defended,0,,,,,
player,201712030chi,sfo,LeexEl00,sacks,0.0,,,,,
player,201712030chi,sfo,LeexEl00,tackles_combined,1,,,,,
player,201712030chi,sfo,LeexEl00,tackles_solo,1,,,,,
player,201712030chi,sfo,LeexEl00,tackles_assists,0,,,,,
player,201712030chi,sfo,LeexEl00,tackles_loss,0,,,,,
player,201712030chi,sfo,LeexEl00,qb_hits,0,,,,,
player,201712030chi,sfo,LeexEl00,fumbles_rec,0,,,,,
player,201712030chi,sfo,LeexEl00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,LeexEl00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,LeexEl00,fumbles_forced,0,,,,,
player,201712030chi,sfo,MitcEa99,def_int,0,,,,,
player,201712030chi,sfo,MitcEa99,def_int_yds,0,,,,,
player,201712030chi,sfo,MitcEa99,def_int_td,0,,,,,
player,201712030chi,sfo,MitcEa99,def_int_long,0,,,,,
player,201712030chi,sfo,MitcEa99,pass_defended,0,,,,,
player,201712030chi,sfo,MitcEa99,sacks,0.0,,,,,
player,201712030chi,sfo,MitcEa99,tackles_combined,1,,,,,
player,201712030chi,sfo,MitcEa99,tackles_solo,1,,,,,
player,201712030chi,sfo,MitcEa99,tackles_assists,0,,,,,
player,201712030chi,sfo,MitcEa99,tackles_loss,0,,,,,
player,201712030chi,sfo,MitcEa99,qb_hits,0,,,,,
player,201712030chi,sfo,MitcEa99,fumbles_rec,0,,,,,
player,201712030chi,sfo,MitcEa99,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,MitcEa99,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,MitcEa99,fumbles_forced,0,,,,,
player,201712030chi,sfo,ThomSo00,def_int,0,,,,,
player,201712030chi,sfo,ThomSo00,def_int_yds,0,,,,,
player,201712030chi,sfo,ThomSo00,def_int_td,0,,,,,
player,201712030chi,sfo,ThomSo00,def_int_long,0,,,,,
player,201712030chi,sfo,ThomSo00,pass_defended,0,,,,,
player,201712030chi,sfo,ThomSo00,sacks,0.0,,,,,
player,201712030chi,sfo,ThomSo00,tackles_combined,1,,,,,
player,201712030chi,sfo,ThomSo00,tackles_solo,1,,,,,
player,201712030chi,sfo,ThomSo00,tackles_assists,0,,,,,
player,201712030chi,sfo,ThomSo00,tackles_loss,0,,,,,
player,201712030chi,sfo,ThomSo00,qb_hits,1,,,,,
player,201712030chi,sfo,ThomSo00,fumbles_rec,0,,,,,
player,201712030chi,sfo,ThomSo00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,ThomSo00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,ThomSo00,fumbles_forced,0,,,,,
player,201712030chi,sfo,WithAh00,def_int,0,,,,,
player,201712030chi,sfo,WithAh00,def_int_yds,0,,,,,
player,201712030chi,sfo,WithAh00,def_int_td,0,,,,,
player,201712030chi,sfo,WithAh00,def_int_long,0,,,,,
player,201712030chi,sfo,WithAh00,pass_defended,0,,,,,
player,201712030chi,sfo,WithAh00,sacks,0.0,,,,,
player,201712030chi,sfo,WithAh00,tackles_combined,1,,,,,
player,201712030chi,sfo,WithAh00,tackles_solo,1,,,,,
player,201712030chi,sfo,WithAh00,tackles_assists,0,,,,,
player,201712030chi,sfo,WithAh00,tackles_loss,0,,,,,
player,201712030chi,sfo,WithAh00,qb_hits,0,,,,,
player,201712030chi,sfo,WithAh00,fumbles_rec,0,,,,,
player,201712030chi,sfo,WithAh00,fumbles_rec_yds,0,,,,,
player,201712030chi,sfo,WithAh00,fumbles_rec_td,0,,,,,
player,201712030chi,sfo,WithAh00,fumbles_forced,0,,,,,
player,201712030chi,chi,FullKy00,def_int,1,,,,,
player,201712030chi,chi,FullKy00,def_int_yds,0,,,,,
player,201712030chi,chi,FullKy00,def_int_td,0,,,,,
player,201712030chi,chi,FullKy00,def_int_long,0,,,,,
player,201712030chi,chi,FullKy00,pass_defended,2,,,,,
player,201712030chi,chi,FullKy00,sacks,0.0,,,,,
player,201712030chi,chi,FullKy00,tackles_combined,7,,,,,
player,201712030chi,chi,FullKy00,tackles_solo,6,,,,,
player,201712030chi,chi,FullKy00,tackles_assists,1,,,,,
player,201712030chi,chi,FullKy00,tackles_loss,1,,,,,
player,201712030chi,chi,FullKy00,qb_hits,0,,,,,
player,201712030chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201712030chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201712030chi,chi,JoneCh05,def_int,0,,,,,
player,201712030chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201712030chi,chi,JoneCh05,def_int_td,0,,,,,
player,201712030chi,chi,JoneCh05,def_int_long,0,,,,,
player,201712030chi,chi,JoneCh05,pass_defended,0,,,,,
player,201712030chi,chi,JoneCh05,sacks,1.0,,,,,
player,201712030chi,chi,JoneCh05,tackles_combined,13,,,,,
player,201712030chi,chi,JoneCh05,tackles_solo,10,,,,,
player,201712030chi,chi,JoneCh05,tackles_assists,3,,,,,
player,201712030chi,chi,JoneCh05,tackles_loss,2,,,,,
player,201712030chi,chi,JoneCh05,qb_hits,1,,,,,
player,201712030chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201712030chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201712030chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201712030chi,chi,HousLa99,def_int,0,,,,,
player,201712030chi,chi,HousLa99,def_int_yds,0,,,,,
player,201712030chi,chi,HousLa99,def_int_td,0,,,,,
player,201712030chi,chi,HousLa99,def_int_long,0,,,,,
player,201712030chi,chi,HousLa99,pass_defended,0,,,,,
player,201712030chi,chi,HousLa99,sacks,1.0,,,,,
player,201712030chi,chi,HousLa99,tackles_combined,3,,,,,
player,201712030chi,chi,HousLa99,tackles_solo,3,,,,,
player,201712030chi,chi,HousLa99,tackles_assists,0,,,,,
player,201712030chi,chi,HousLa99,tackles_loss,1,,,,,
player,201712030chi,chi,HousLa99,qb_hits,1,,,,,
player,201712030chi,chi,HousLa99,fumbles_rec,0,,,,,
player,201712030chi,chi,HousLa99,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,HousLa99,fumbles_rec_td,0,,,,,
player,201712030chi,chi,HousLa99,fumbles_forced,0,,,,,
player,201712030chi,chi,TrevDa00,def_int,0,,,,,
player,201712030chi,chi,TrevDa00,def_int_yds,0,,,,,
player,201712030chi,chi,TrevDa00,def_int_td,0,,,,,
player,201712030chi,chi,TrevDa00,def_int_long,0,,,,,
player,201712030chi,chi,TrevDa00,pass_defended,0,,,,,
player,201712030chi,chi,TrevDa00,sacks,0.0,,,,,
player,201712030chi,chi,TrevDa00,tackles_combined,10,,,,,
player,201712030chi,chi,TrevDa00,tackles_solo,9,,,,,
player,201712030chi,chi,TrevDa00,tackles_assists,1,,,,,
player,201712030chi,chi,TrevDa00,tackles_loss,1,,,,,
player,201712030chi,chi,TrevDa00,qb_hits,0,,,,,
player,201712030chi,chi,TrevDa00,fumbles_rec,0,,,,,
player,201712030chi,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,TrevDa00,fumbles_forced,0,,,,,
player,201712030chi,chi,JackEd01,def_int,0,,,,,
player,201712030chi,chi,JackEd01,def_int_yds,0,,,,,
player,201712030chi,chi,JackEd01,def_int_td,0,,,,,
player,201712030chi,chi,JackEd01,def_int_long,0,,,,,
player,201712030chi,chi,JackEd01,pass_defended,0,,,,,
player,201712030chi,chi,JackEd01,sacks,0.0,,,,,
player,201712030chi,chi,JackEd01,tackles_combined,5,,,,,
player,201712030chi,chi,JackEd01,tackles_solo,4,,,,,
player,201712030chi,chi,JackEd01,tackles_assists,1,,,,,
player,201712030chi,chi,JackEd01,tackles_loss,0,,,,,
player,201712030chi,chi,JackEd01,qb_hits,0,,,,,
player,201712030chi,chi,JackEd01,fumbles_rec,0,,,,,
player,201712030chi,chi,JackEd01,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,JackEd01,fumbles_rec_td,0,,,,,
player,201712030chi,chi,JackEd01,fumbles_forced,0,,,,,
player,201712030chi,chi,AmukPr00,def_int,0,,,,,
player,201712030chi,chi,AmukPr00,def_int_yds,0,,,,,
player,201712030chi,chi,AmukPr00,def_int_td,0,,,,,
player,201712030chi,chi,AmukPr00,def_int_long,0,,,,,
player,201712030chi,chi,AmukPr00,pass_defended,0,,,,,
player,201712030chi,chi,AmukPr00,sacks,0.0,,,,,
player,201712030chi,chi,AmukPr00,tackles_combined,4,,,,,
player,201712030chi,chi,AmukPr00,tackles_solo,4,,,,,
player,201712030chi,chi,AmukPr00,tackles_assists,0,,,,,
player,201712030chi,chi,AmukPr00,tackles_loss,0,,,,,
player,201712030chi,chi,AmukPr00,qb_hits,0,,,,,
player,201712030chi,chi,AmukPr00,fumbles_rec,0,,,,,
player,201712030chi,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,AmukPr00,fumbles_forced,0,,,,,
player,201712030chi,chi,BullJo00,def_int,0,,,,,
player,201712030chi,chi,BullJo00,def_int_yds,0,,,,,
player,201712030chi,chi,BullJo00,def_int_td,0,,,,,
player,201712030chi,chi,BullJo00,def_int_long,0,,,,,
player,201712030chi,chi,BullJo00,pass_defended,0,,,,,
player,201712030chi,chi,BullJo00,sacks,0.0,,,,,
player,201712030chi,chi,BullJo00,tackles_combined,4,,,,,
player,201712030chi,chi,BullJo00,tackles_solo,3,,,,,
player,201712030chi,chi,BullJo00,tackles_assists,1,,,,,
player,201712030chi,chi,BullJo00,tackles_loss,1,,,,,
player,201712030chi,chi,BullJo00,qb_hits,0,,,,,
player,201712030chi,chi,BullJo00,fumbles_rec,0,,,,,
player,201712030chi,chi,BullJo00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,BullJo00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,BullJo00,fumbles_forced,0,,,,,
player,201712030chi,chi,HickAk00,def_int,0,,,,,
player,201712030chi,chi,HickAk00,def_int_yds,0,,,,,
player,201712030chi,chi,HickAk00,def_int_td,0,,,,,
player,201712030chi,chi,HickAk00,def_int_long,0,,,,,
player,201712030chi,chi,HickAk00,pass_defended,0,,,,,
player,201712030chi,chi,HickAk00,sacks,0.0,,,,,
player,201712030chi,chi,HickAk00,tackles_combined,4,,,,,
player,201712030chi,chi,HickAk00,tackles_solo,3,,,,,
player,201712030chi,chi,HickAk00,tackles_assists,1,,,,,
player,201712030chi,chi,HickAk00,tackles_loss,0,,,,,
player,201712030chi,chi,HickAk00,qb_hits,2,,,,,
player,201712030chi,chi,HickAk00,fumbles_rec,0,,,,,
player,201712030chi,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,HickAk00,fumbles_forced,0,,,,,
player,201712030chi,chi,ProsCh00,def_int,0,,,,,
player,201712030chi,chi,ProsCh00,def_int_yds,0,,,,,
player,201712030chi,chi,ProsCh00,def_int_td,0,,,,,
player,201712030chi,chi,ProsCh00,def_int_long,0,,,,,
player,201712030chi,chi,ProsCh00,pass_defended,0,,,,,
player,201712030chi,chi,ProsCh00,sacks,0.0,,,,,
player,201712030chi,chi,ProsCh00,tackles_combined,4,,,,,
player,201712030chi,chi,ProsCh00,tackles_solo,3,,,,,
player,201712030chi,chi,ProsCh00,tackles_assists,1,,,,,
player,201712030chi,chi,ProsCh00,tackles_loss,0,,,,,
player,201712030chi,chi,ProsCh00,qb_hits,0,,,,,
player,201712030chi,chi,ProsCh00,fumbles_rec,0,,,,,
player,201712030chi,chi,ProsCh00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,ProsCh00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,ProsCh00,fumbles_forced,0,,,,,
player,201712030chi,chi,GoldEd00,def_int,0,,,,,
player,201712030chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201712030chi,chi,GoldEd00,def_int_td,0,,,,,
player,201712030chi,chi,GoldEd00,def_int_long,0,,,,,
player,201712030chi,chi,GoldEd00,pass_defended,0,,,,,
player,201712030chi,chi,GoldEd00,sacks,0.0,,,,,
player,201712030chi,chi,GoldEd00,tackles_combined,3,,,,,
player,201712030chi,chi,GoldEd00,tackles_solo,1,,,,,
player,201712030chi,chi,GoldEd00,tackles_assists,2,,,,,
player,201712030chi,chi,GoldEd00,tackles_loss,0,,,,,
player,201712030chi,chi,GoldEd00,qb_hits,0,,,,,
player,201712030chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201712030chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201712030chi,chi,JenkJo00,def_int,0,,,,,
player,201712030chi,chi,JenkJo00,def_int_yds,0,,,,,
player,201712030chi,chi,JenkJo00,def_int_td,0,,,,,
player,201712030chi,chi,JenkJo00,def_int_long,0,,,,,
player,201712030chi,chi,JenkJo00,pass_defended,0,,,,,
player,201712030chi,chi,JenkJo00,sacks,0.0,,,,,
player,201712030chi,chi,JenkJo00,tackles_combined,2,,,,,
player,201712030chi,chi,JenkJo00,tackles_solo,1,,,,,
player,201712030chi,chi,JenkJo00,tackles_assists,1,,,,,
player,201712030chi,chi,JenkJo00,tackles_loss,0,,,,,
player,201712030chi,chi,JenkJo00,qb_hits,0,,,,,
player,201712030chi,chi,JenkJo00,fumbles_rec,0,,,,,
player,201712030chi,chi,JenkJo00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,JenkJo00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,JenkJo00,fumbles_forced,0,,,,,
player,201712030chi,chi,KwiaNi00,def_int,0,,,,,
player,201712030chi,chi,KwiaNi00,def_int_yds,0,,,,,
player,201712030chi,chi,KwiaNi00,def_int_td,0,,,,,
player,201712030chi,chi,KwiaNi00,def_int_long,0,,,,,
player,201712030chi,chi,KwiaNi00,pass_defended,0,,,,,
player,201712030chi,chi,KwiaNi00,sacks,0.0,,,,,
player,201712030chi,chi,KwiaNi00,tackles_combined,2,,,,,
player,201712030chi,chi,KwiaNi00,tackles_solo,2,,,,,
player,201712030chi,chi,KwiaNi00,tackles_assists,0,,,,,
player,201712030chi,chi,KwiaNi00,tackles_loss,1,,,,,
player,201712030chi,chi,KwiaNi00,qb_hits,0,,,,,
player,201712030chi,chi,KwiaNi00,fumbles_rec,0,,,,,
player,201712030chi,chi,KwiaNi00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,KwiaNi00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,KwiaNi00,fumbles_forced,0,,,,,
player,201712030chi,chi,McMaSh99,def_int,0,,,,,
player,201712030chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201712030chi,chi,McMaSh99,def_int_td,0,,,,,
player,201712030chi,chi,McMaSh99,def_int_long,0,,,,,
player,201712030chi,chi,McMaSh99,pass_defended,0,,,,,
player,201712030chi,chi,McMaSh99,sacks,0.0,,,,,
player,201712030chi,chi,McMaSh99,tackles_combined,2,,,,,
player,201712030chi,chi,McMaSh99,tackles_solo,2,,,,,
player,201712030chi,chi,McMaSh99,tackles_assists,0,,,,,
player,201712030chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201712030chi,chi,McMaSh99,qb_hits,0,,,,,
player,201712030chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201712030chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201712030chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201712030chi,chi,RobeRo00,def_int,0,,,,,
player,201712030chi,chi,RobeRo00,def_int_yds,0,,,,,
player,201712030chi,chi,RobeRo00,def_int_td,0,,,,,
player,201712030chi,chi,RobeRo00,def_int_long,0,,,,,
player,201712030chi,chi,RobeRo00,pass_defended,0,,,,,
player,201712030chi,chi,RobeRo00,sacks,0.0,,,,,
player,201712030chi,chi,RobeRo00,tackles_combined,2,,,,,
player,201712030chi,chi,RobeRo00,tackles_solo,2,,,,,
player,201712030chi,chi,RobeRo00,tackles_assists,0,,,,,
player,201712030chi,chi,RobeRo00,tackles_loss,0,,,,,
player,201712030chi,chi,RobeRo00,qb_hits,0,,,,,
player,201712030chi,chi,RobeRo00,fumbles_rec,0,,,,,
player,201712030chi,chi,RobeRo00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,RobeRo00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,RobeRo00,fumbles_forced,0,,,,,
player,201712030chi,chi,AndeJo01,def_int,0,,,,,
player,201712030chi,chi,AndeJo01,def_int_yds,0,,,,,
player,201712030chi,chi,AndeJo01,def_int_td,0,,,,,
player,201712030chi,chi,AndeJo01,def_int_long,0,,,,,
player,201712030chi,chi,AndeJo01,pass_defended,0,,,,,
player,201712030chi,chi,AndeJo01,sacks,0.0,,,,,
player,201712030chi,chi,AndeJo01,tackles_combined,1,,,,,
player,201712030chi,chi,AndeJo01,tackles_solo,1,,,,,
player,201712030chi,chi,AndeJo01,tackles_assists,0,,,,,
player,201712030chi,chi,AndeJo01,tackles_loss,0,,,,,
player,201712030chi,chi,AndeJo01,qb_hits,0,,,,,
player,201712030chi,chi,AndeJo01,fumbles_rec,0,,,,,
player,201712030chi,chi,AndeJo01,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,AndeJo01,fumbles_rec_td,0,,,,,
player,201712030chi,chi,AndeJo01,fumbles_forced,0,,,,,
player,201712030chi,chi,CoopMa00,def_int,0,,,,,
player,201712030chi,chi,CoopMa00,def_int_yds,0,,,,,
player,201712030chi,chi,CoopMa00,def_int_td,0,,,,,
player,201712030chi,chi,CoopMa00,def_int_long,0,,,,,
player,201712030chi,chi,CoopMa00,pass_defended,0,,,,,
player,201712030chi,chi,CoopMa00,sacks,0.0,,,,,
player,201712030chi,chi,CoopMa00,tackles_combined,1,,,,,
player,201712030chi,chi,CoopMa00,tackles_solo,1,,,,,
player,201712030chi,chi,CoopMa00,tackles_assists,0,,,,,
player,201712030chi,chi,CoopMa00,tackles_loss,0,,,,,
player,201712030chi,chi,CoopMa00,qb_hits,0,,,,,
player,201712030chi,chi,CoopMa00,fumbles_rec,0,,,,,
player,201712030chi,chi,CoopMa00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,CoopMa00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,CoopMa00,fumbles_forced,0,,,,,
player,201712030chi,chi,CunnBe01,def_int,0,,,,,
player,201712030chi,chi,CunnBe01,def_int_yds,0,,,,,
player,201712030chi,chi,CunnBe01,def_int_td,0,,,,,
player,201712030chi,chi,CunnBe01,def_int_long,0,,,,,
player,201712030chi,chi,CunnBe01,pass_defended,0,,,,,
player,201712030chi,chi,CunnBe01,sacks,0.0,,,,,
player,201712030chi,chi,CunnBe01,tackles_combined,1,,,,,
player,201712030chi,chi,CunnBe01,tackles_solo,1,,,,,
player,201712030chi,chi,CunnBe01,tackles_assists,0,,,,,
player,201712030chi,chi,CunnBe01,tackles_loss,0,,,,,
player,201712030chi,chi,CunnBe01,qb_hits,0,,,,,
player,201712030chi,chi,CunnBe01,fumbles_rec,0,,,,,
player,201712030chi,chi,CunnBe01,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,CunnBe01,fumbles_rec_td,0,,,,,
player,201712030chi,chi,CunnBe01,fumbles_forced,0,,,,,
player,201712030chi,chi,McPhPe00,def_int,0,,,,,
player,201712030chi,chi,McPhPe00,def_int_yds,0,,,,,
player,201712030chi,chi,McPhPe00,def_int_td,0,,,,,
player,201712030chi,chi,McPhPe00,def_int_long,0,,,,,
player,201712030chi,chi,McPhPe00,pass_defended,0,,,,,
player,201712030chi,chi,McPhPe00,sacks,0.0,,,,,
player,201712030chi,chi,McPhPe00,tackles_combined,1,,,,,
player,201712030chi,chi,McPhPe00,tackles_solo,0,,,,,
player,201712030chi,chi,McPhPe00,tackles_assists,1,,,,,
player,201712030chi,chi,McPhPe00,tackles_loss,0,,,,,
player,201712030chi,chi,McPhPe00,qb_hits,0,,,,,
player,201712030chi,chi,McPhPe00,fumbles_rec,0,,,,,
player,201712030chi,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201712030chi,chi,McPhPe00,fumbles_forced,0,,,,,
player,201712030chi,chi,UnreMi00,def_int,0,,,,,
player,201712030chi,chi,UnreMi00,def_int_yds,0,,,,,
player,201712030chi,chi,UnreMi00,def_int_td,0,,,,,
player,201712030chi,chi,UnreMi00,def_int_long,0,,,,,
player,201712030chi,chi,UnreMi00,pass_defended,0,,,,,
player,201712030chi,chi,UnreMi00,sacks,0.0,,,,,
player,201712030chi,chi,UnreMi00,tackles_combined,1,,,,,
player,201712030chi,chi,UnreMi00,tackles_solo,1,,,,,
player,201712030chi,chi,UnreMi00,tackles_assists,0,,,,,
player,201712030chi,chi,UnreMi00,tackles_loss,0,,,,,
player,201712030chi,chi,UnreMi00,qb_hits,0,,,,,
player,201712030chi,chi,UnreMi00,fumbles_rec,0,,,,,
player,201712030chi,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201712030chi,chi,UnreMi00,fumbles_rec_td,0,,,,,
