game,2017,5,20171008,201710080mia,oti,"Tennessee Titans",10,mia,"Miami Dolphins",16
player,201710080mia,oti,CassMa00,targets,0,,,,,
player,201710080mia,oti,CassMa00,rec,0,,,,,
player,201710080mia,oti,CassMa00,rec_yds,0,,,,,
player,201710080mia,oti,CassMa00,rec_td,0,,,,,
player,201710080mia,oti,CassMa00,rec_long,0,,,,,
player,201710080mia,oti,CassMa00,fumbles,1,,,,,
player,201710080mia,oti,CassMa00,fumbles_lost,1,,,,,
player,201710080mia,oti,MurrDe00,pass_cmp,0,,,,,
player,201710080mia,oti,MurrDe00,pass_att,0,,,,,
player,201710080mia,oti,MurrDe00,pass_yds,0,,,,,
player,201710080mia,oti,MurrDe00,pass_td,0,,,,,
player,201710080mia,oti,MurrDe00,pass_int,0,,,,,
player,201710080mia,oti,MurrDe00,pass_sacked,0,,,,,
player,201710080mia,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,MurrDe00,pass_long,0,,,,,
player,201710080mia,oti,MurrDe00,pass_rating,,,,,,
player,201710080mia,oti,MurrDe00,rush_att,14,,,,,
player,201710080mia,oti,MurrDe00,rush_yds,58,,,,,
player,201710080mia,oti,MurrDe00,rush_td,0,,,,,
player,201710080mia,oti,MurrDe00,rush_long,13,,,,,
player,201710080mia,oti,MurrDe00,targets,5,,,,,
player,201710080mia,oti,MurrDe00,rec,4,,,,,
player,201710080mia,oti,MurrDe00,rec_yds,11,,,,,
player,201710080mia,oti,MurrDe00,rec_td,0,,,,,
player,201710080mia,oti,MurrDe00,rec_long,7,,,,,
player,201710080mia,oti,MurrDe00,fumbles,1,,,,,
player,201710080mia,oti,MurrDe00,fumbles_lost,1,,,,,
player,201710080mia,oti,HenrDe00,pass_cmp,0,,,,,
player,201710080mia,oti,HenrDe00,pass_att,0,,,,,
player,201710080mia,oti,HenrDe00,pass_yds,0,,,,,
player,201710080mia,oti,HenrDe00,pass_td,0,,,,,
player,201710080mia,oti,HenrDe00,pass_int,0,,,,,
player,201710080mia,oti,HenrDe00,pass_sacked,0,,,,,
player,201710080mia,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,HenrDe00,pass_long,0,,,,,
player,201710080mia,oti,HenrDe00,pass_rating,,,,,,
player,201710080mia,oti,HenrDe00,rush_att,4,,,,,
player,201710080mia,oti,HenrDe00,rush_yds,9,,,,,
player,201710080mia,oti,HenrDe00,rush_td,0,,,,,
player,201710080mia,oti,HenrDe00,rush_long,11,,,,,
player,201710080mia,oti,HenrDe00,targets,0,,,,,
player,201710080mia,oti,HenrDe00,rec,0,,,,,
player,201710080mia,oti,HenrDe00,rec_yds,0,,,,,
player,201710080mia,oti,HenrDe00,rec_td,0,,,,,
player,201710080mia,oti,HenrDe00,rec_long,0,,,,,
player,201710080mia,oti,HenrDe00,fumbles,0,,,,,
player,201710080mia,oti,HenrDe00,fumbles_lost,0,,,,,
player,201710080mia,oti,TaylTa00,pass_cmp,0,,,,,
player,201710080mia,oti,TaylTa00,pass_att,0,,,,,
player,201710080mia,oti,TaylTa00,pass_yds,0,,,,,
player,201710080mia,oti,TaylTa00,pass_td,0,,,,,
player,201710080mia,oti,TaylTa00,pass_int,0,,,,,
player,201710080mia,oti,TaylTa00,pass_sacked,0,,,,,
player,201710080mia,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,TaylTa00,pass_long,0,,,,,
player,201710080mia,oti,TaylTa00,pass_rating,,,,,,
player,201710080mia,oti,TaylTa00,rush_att,1,,,,,
player,201710080mia,oti,TaylTa00,rush_yds,5,,,,,
player,201710080mia,oti,TaylTa00,rush_td,0,,,,,
player,201710080mia,oti,TaylTa00,rush_long,5,,,,,
player,201710080mia,oti,TaylTa00,targets,1,,,,,
player,201710080mia,oti,TaylTa00,rec,0,,,,,
player,201710080mia,oti,TaylTa00,rec_yds,0,,,,,
player,201710080mia,oti,TaylTa00,rec_td,0,,,,,
player,201710080mia,oti,TaylTa00,rec_long,0,,,,,
player,201710080mia,oti,TaylTa00,fumbles,0,,,,,
player,201710080mia,oti,TaylTa00,fumbles_lost,0,,,,,
player,201710080mia,oti,DeckEr00,pass_cmp,0,,,,,
player,201710080mia,oti,DeckEr00,pass_att,0,,,,,
player,201710080mia,oti,DeckEr00,pass_yds,0,,,,,
player,201710080mia,oti,DeckEr00,pass_td,0,,,,,
player,201710080mia,oti,DeckEr00,pass_int,0,,,,,
player,201710080mia,oti,DeckEr00,pass_sacked,0,,,,,
player,201710080mia,oti,DeckEr00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,DeckEr00,pass_long,0,,,,,
player,201710080mia,oti,DeckEr00,pass_rating,,,,,,
player,201710080mia,oti,DeckEr00,rush_att,0,,,,,
player,201710080mia,oti,DeckEr00,rush_yds,0,,,,,
player,201710080mia,oti,DeckEr00,rush_td,0,,,,,
player,201710080mia,oti,DeckEr00,rush_long,0,,,,,
player,201710080mia,oti,DeckEr00,targets,6,,,,,
player,201710080mia,oti,DeckEr00,rec,4,,,,,
player,201710080mia,oti,DeckEr00,rec_yds,34,,,,,
player,201710080mia,oti,DeckEr00,rec_td,0,,,,,
player,201710080mia,oti,DeckEr00,rec_long,14,,,,,
player,201710080mia,oti,DeckEr00,fumbles,0,,,,,
player,201710080mia,oti,DeckEr00,fumbles_lost,0,,,,,
player,201710080mia,oti,WalkHu00,pass_cmp,0,,,,,
player,201710080mia,oti,WalkHu00,pass_att,0,,,,,
player,201710080mia,oti,WalkHu00,pass_yds,0,,,,,
player,201710080mia,oti,WalkHu00,pass_td,0,,,,,
player,201710080mia,oti,WalkHu00,pass_int,0,,,,,
player,201710080mia,oti,WalkHu00,pass_sacked,0,,,,,
player,201710080mia,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,WalkHu00,pass_long,0,,,,,
player,201710080mia,oti,WalkHu00,pass_rating,,,,,,
player,201710080mia,oti,WalkHu00,rush_att,0,,,,,
player,201710080mia,oti,WalkHu00,rush_yds,0,,,,,
player,201710080mia,oti,WalkHu00,rush_td,0,,,,,
player,201710080mia,oti,WalkHu00,rush_long,0,,,,,
player,201710080mia,oti,WalkHu00,targets,5,,,,,
player,201710080mia,oti,WalkHu00,rec,3,,,,,
player,201710080mia,oti,WalkHu00,rec_yds,25,,,,,
player,201710080mia,oti,WalkHu00,rec_td,0,,,,,
player,201710080mia,oti,WalkHu00,rec_long,12,,,,,
player,201710080mia,oti,WalkHu00,fumbles,0,,,,,
player,201710080mia,oti,WalkHu00,fumbles_lost,0,,,,,
player,201710080mia,oti,SmitJo01,pass_cmp,0,,,,,
player,201710080mia,oti,SmitJo01,pass_att,0,,,,,
player,201710080mia,oti,SmitJo01,pass_yds,0,,,,,
player,201710080mia,oti,SmitJo01,pass_td,0,,,,,
player,201710080mia,oti,SmitJo01,pass_int,0,,,,,
player,201710080mia,oti,SmitJo01,pass_sacked,0,,,,,
player,201710080mia,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201710080mia,oti,SmitJo01,pass_long,0,,,,,
player,201710080mia,oti,SmitJo01,pass_rating,,,,,,
player,201710080mia,oti,SmitJo01,rush_att,0,,,,,
player,201710080mia,oti,SmitJo01,rush_yds,0,,,,,
player,201710080mia,oti,SmitJo01,rush_td,0,,,,,
player,201710080mia,oti,SmitJo01,rush_long,0,,,,,
player,201710080mia,oti,SmitJo01,targets,5,,,,,
player,201710080mia,oti,SmitJo01,rec,5,,,,,
player,201710080mia,oti,SmitJo01,rec_yds,21,,,,,
player,201710080mia,oti,SmitJo01,rec_td,0,,,,,
player,201710080mia,oti,SmitJo01,rec_long,9,,,,,
player,201710080mia,oti,SmitJo01,fumbles,0,,,,,
player,201710080mia,oti,SmitJo01,fumbles_lost,0,,,,,
player,201710080mia,oti,SupePh00,pass_cmp,0,,,,,
player,201710080mia,oti,SupePh00,pass_att,0,,,,,
player,201710080mia,oti,SupePh00,pass_yds,0,,,,,
player,201710080mia,oti,SupePh00,pass_td,0,,,,,
player,201710080mia,oti,SupePh00,pass_int,0,,,,,
player,201710080mia,oti,SupePh00,pass_sacked,0,,,,,
player,201710080mia,oti,SupePh00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,SupePh00,pass_long,0,,,,,
player,201710080mia,oti,SupePh00,pass_rating,,,,,,
player,201710080mia,oti,SupePh00,rush_att,0,,,,,
player,201710080mia,oti,SupePh00,rush_yds,0,,,,,
player,201710080mia,oti,SupePh00,rush_td,0,,,,,
player,201710080mia,oti,SupePh00,rush_long,0,,,,,
player,201710080mia,oti,SupePh00,targets,2,,,,,
player,201710080mia,oti,SupePh00,rec,2,,,,,
player,201710080mia,oti,SupePh00,rec_yds,16,,,,,
player,201710080mia,oti,SupePh00,rec_td,1,,,,,
player,201710080mia,oti,SupePh00,rec_long,11,,,,,
player,201710080mia,oti,SupePh00,fumbles,0,,,,,
player,201710080mia,oti,SupePh00,fumbles_lost,0,,,,,
player,201710080mia,oti,FowlJa00,pass_cmp,0,,,,,
player,201710080mia,oti,FowlJa00,pass_att,0,,,,,
player,201710080mia,oti,FowlJa00,pass_yds,0,,,,,
player,201710080mia,oti,FowlJa00,pass_td,0,,,,,
player,201710080mia,oti,FowlJa00,pass_int,0,,,,,
player,201710080mia,oti,FowlJa00,pass_sacked,0,,,,,
player,201710080mia,oti,FowlJa00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,FowlJa00,pass_long,0,,,,,
player,201710080mia,oti,FowlJa00,pass_rating,,,,,,
player,201710080mia,oti,FowlJa00,rush_att,0,,,,,
player,201710080mia,oti,FowlJa00,rush_yds,0,,,,,
player,201710080mia,oti,FowlJa00,rush_td,0,,,,,
player,201710080mia,oti,FowlJa00,rush_long,0,,,,,
player,201710080mia,oti,FowlJa00,targets,1,,,,,
player,201710080mia,oti,FowlJa00,rec,0,,,,,
player,201710080mia,oti,FowlJa00,rec_yds,0,,,,,
player,201710080mia,oti,FowlJa00,rec_td,0,,,,,
player,201710080mia,oti,FowlJa00,rec_long,0,,,,,
player,201710080mia,oti,FowlJa00,fumbles,0,,,,,
player,201710080mia,oti,FowlJa00,fumbles_lost,0,,,,,
player,201710080mia,oti,MattRi00,pass_cmp,0,,,,,
player,201710080mia,oti,MattRi00,pass_att,0,,,,,
player,201710080mia,oti,MattRi00,pass_yds,0,,,,,
player,201710080mia,oti,MattRi00,pass_td,0,,,,,
player,201710080mia,oti,MattRi00,pass_int,0,,,,,
player,201710080mia,oti,MattRi00,pass_sacked,0,,,,,
player,201710080mia,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201710080mia,oti,MattRi00,pass_long,0,,,,,
player,201710080mia,oti,MattRi00,pass_rating,,,,,,
player,201710080mia,oti,MattRi00,rush_att,1,,,,,
player,201710080mia,oti,MattRi00,rush_yds,-3,,,,,
player,201710080mia,oti,MattRi00,rush_td,0,,,,,
player,201710080mia,oti,MattRi00,rush_long,-3,,,,,
player,201710080mia,oti,MattRi00,targets,6,,,,,
player,201710080mia,oti,MattRi00,rec,3,,,,,
player,201710080mia,oti,MattRi00,rec_yds,34,,,,,
player,201710080mia,oti,MattRi00,rec_td,0,,,,,
player,201710080mia,oti,MattRi00,rec_long,17,,,,,
player,201710080mia,oti,MattRi00,fumbles,0,,,,,
player,201710080mia,oti,MattRi00,fumbles_lost,0,,,,,
player,201710080mia,mia,CutlJa00,pass_cmp,12,,,,,
player,201710080mia,mia,CutlJa00,pass_att,26,,,,,
player,201710080mia,mia,CutlJa00,pass_yds,92,,,,,
player,201710080mia,mia,CutlJa00,pass_td,1,,,,,
player,201710080mia,mia,CutlJa00,pass_int,1,,,,,
player,201710080mia,mia,CutlJa00,pass_sacked,1,,,,,
player,201710080mia,mia,CutlJa00,pass_sacked_yds,14,,,,,
player,201710080mia,mia,CutlJa00,pass_long,17,,,,,
player,201710080mia,mia,CutlJa00,pass_rating,52.1,,,,,
player,201710080mia,mia,CutlJa00,rush_att,2,,,,,
player,201710080mia,mia,CutlJa00,rush_yds,8,,,,,
player,201710080mia,mia,CutlJa00,rush_td,0,,,,,
player,201710080mia,mia,CutlJa00,rush_long,9,,,,,
player,201710080mia,mia,CutlJa00,targets,0,,,,,
player,201710080mia,mia,CutlJa00,rec,0,,,,,
player,201710080mia,mia,CutlJa00,rec_yds,0,,,,,
player,201710080mia,mia,CutlJa00,rec_td,0,,,,,
player,201710080mia,mia,CutlJa00,rec_long,0,,,,,
player,201710080mia,mia,CutlJa00,fumbles,0,,,,,
player,201710080mia,mia,CutlJa00,fumbles_lost,0,,,,,
player,201710080mia,mia,GrayMa00,pass_cmp,0,,,,,
player,201710080mia,mia,GrayMa00,pass_att,1,,,,,
player,201710080mia,mia,GrayMa00,pass_yds,0,,,,,
player,201710080mia,mia,GrayMa00,pass_td,0,,,,,
player,201710080mia,mia,GrayMa00,pass_int,0,,,,,
player,201710080mia,mia,GrayMa00,pass_sacked,0,,,,,
player,201710080mia,mia,GrayMa00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,GrayMa00,pass_long,0,,,,,
player,201710080mia,mia,GrayMa00,pass_rating,39.6,,,,,
player,201710080mia,mia,GrayMa00,rush_att,0,,,,,
player,201710080mia,mia,GrayMa00,rush_yds,0,,,,,
player,201710080mia,mia,GrayMa00,rush_td,0,,,,,
player,201710080mia,mia,GrayMa00,rush_long,0,,,,,
player,201710080mia,mia,GrayMa00,targets,1,,,,,
player,201710080mia,mia,GrayMa00,rec,0,,,,,
player,201710080mia,mia,GrayMa00,rec_yds,0,,,,,
player,201710080mia,mia,GrayMa00,rec_td,0,,,,,
player,201710080mia,mia,GrayMa00,rec_long,0,,,,,
player,201710080mia,mia,GrayMa00,fumbles,0,,,,,
player,201710080mia,mia,GrayMa00,fumbles_lost,0,,,,,
player,201710080mia,mia,AjayJa00,pass_cmp,0,,,,,
player,201710080mia,mia,AjayJa00,pass_att,0,,,,,
player,201710080mia,mia,AjayJa00,pass_yds,0,,,,,
player,201710080mia,mia,AjayJa00,pass_td,0,,,,,
player,201710080mia,mia,AjayJa00,pass_int,0,,,,,
player,201710080mia,mia,AjayJa00,pass_sacked,0,,,,,
player,201710080mia,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,AjayJa00,pass_long,0,,,,,
player,201710080mia,mia,AjayJa00,pass_rating,,,,,,
player,201710080mia,mia,AjayJa00,rush_att,25,,,,,
player,201710080mia,mia,AjayJa00,rush_yds,77,,,,,
player,201710080mia,mia,AjayJa00,rush_td,0,,,,,
player,201710080mia,mia,AjayJa00,rush_long,11,,,,,
player,201710080mia,mia,AjayJa00,targets,3,,,,,
player,201710080mia,mia,AjayJa00,rec,2,,,,,
player,201710080mia,mia,AjayJa00,rec_yds,2,,,,,
player,201710080mia,mia,AjayJa00,rec_td,0,,,,,
player,201710080mia,mia,AjayJa00,rec_long,2,,,,,
player,201710080mia,mia,AjayJa00,fumbles,1,,,,,
player,201710080mia,mia,AjayJa00,fumbles_lost,1,,,,,
player,201710080mia,mia,WillDa05,pass_cmp,0,,,,,
player,201710080mia,mia,WillDa05,pass_att,0,,,,,
player,201710080mia,mia,WillDa05,pass_yds,0,,,,,
player,201710080mia,mia,WillDa05,pass_td,0,,,,,
player,201710080mia,mia,WillDa05,pass_int,0,,,,,
player,201710080mia,mia,WillDa05,pass_sacked,0,,,,,
player,201710080mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201710080mia,mia,WillDa05,pass_long,0,,,,,
player,201710080mia,mia,WillDa05,pass_rating,,,,,,
player,201710080mia,mia,WillDa05,rush_att,3,,,,,
player,201710080mia,mia,WillDa05,rush_yds,15,,,,,
player,201710080mia,mia,WillDa05,rush_td,0,,,,,
player,201710080mia,mia,WillDa05,rush_long,9,,,,,
player,201710080mia,mia,WillDa05,targets,2,,,,,
player,201710080mia,mia,WillDa05,rec,1,,,,,
player,201710080mia,mia,WillDa05,rec_yds,13,,,,,
player,201710080mia,mia,WillDa05,rec_td,0,,,,,
player,201710080mia,mia,WillDa05,rec_long,13,,,,,
player,201710080mia,mia,WillDa05,fumbles,0,,,,,
player,201710080mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201710080mia,mia,LandJa00,pass_cmp,0,,,,,
player,201710080mia,mia,LandJa00,pass_att,0,,,,,
player,201710080mia,mia,LandJa00,pass_yds,0,,,,,
player,201710080mia,mia,LandJa00,pass_td,0,,,,,
player,201710080mia,mia,LandJa00,pass_int,0,,,,,
player,201710080mia,mia,LandJa00,pass_sacked,0,,,,,
player,201710080mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,LandJa00,pass_long,0,,,,,
player,201710080mia,mia,LandJa00,pass_rating,,,,,,
player,201710080mia,mia,LandJa00,rush_att,0,,,,,
player,201710080mia,mia,LandJa00,rush_yds,0,,,,,
player,201710080mia,mia,LandJa00,rush_td,0,,,,,
player,201710080mia,mia,LandJa00,rush_long,0,,,,,
player,201710080mia,mia,LandJa00,targets,10,,,,,
player,201710080mia,mia,LandJa00,rec,5,,,,,
player,201710080mia,mia,LandJa00,rec_yds,44,,,,,
player,201710080mia,mia,LandJa00,rec_td,1,,,,,
player,201710080mia,mia,LandJa00,rec_long,17,,,,,
player,201710080mia,mia,LandJa00,fumbles,0,,,,,
player,201710080mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201710080mia,mia,ThomJu00,pass_cmp,0,,,,,
player,201710080mia,mia,ThomJu00,pass_att,0,,,,,
player,201710080mia,mia,ThomJu00,pass_yds,0,,,,,
player,201710080mia,mia,ThomJu00,pass_td,0,,,,,
player,201710080mia,mia,ThomJu00,pass_int,0,,,,,
player,201710080mia,mia,ThomJu00,pass_sacked,0,,,,,
player,201710080mia,mia,ThomJu00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,ThomJu00,pass_long,0,,,,,
player,201710080mia,mia,ThomJu00,pass_rating,,,,,,
player,201710080mia,mia,ThomJu00,rush_att,0,,,,,
player,201710080mia,mia,ThomJu00,rush_yds,0,,,,,
player,201710080mia,mia,ThomJu00,rush_td,0,,,,,
player,201710080mia,mia,ThomJu00,rush_long,0,,,,,
player,201710080mia,mia,ThomJu00,targets,4,,,,,
player,201710080mia,mia,ThomJu00,rec,1,,,,,
player,201710080mia,mia,ThomJu00,rec_yds,15,,,,,
player,201710080mia,mia,ThomJu00,rec_td,0,,,,,
player,201710080mia,mia,ThomJu00,rec_long,15,,,,,
player,201710080mia,mia,ThomJu00,fumbles,0,,,,,
player,201710080mia,mia,ThomJu00,fumbles_lost,0,,,,,
player,201710080mia,mia,StilKe00,pass_cmp,0,,,,,
player,201710080mia,mia,StilKe00,pass_att,0,,,,,
player,201710080mia,mia,StilKe00,pass_yds,0,,,,,
player,201710080mia,mia,StilKe00,pass_td,0,,,,,
player,201710080mia,mia,StilKe00,pass_int,0,,,,,
player,201710080mia,mia,StilKe00,pass_sacked,0,,,,,
player,201710080mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,StilKe00,pass_long,0,,,,,
player,201710080mia,mia,StilKe00,pass_rating,,,,,,
player,201710080mia,mia,StilKe00,rush_att,0,,,,,
player,201710080mia,mia,StilKe00,rush_yds,0,,,,,
player,201710080mia,mia,StilKe00,rush_td,0,,,,,
player,201710080mia,mia,StilKe00,rush_long,0,,,,,
player,201710080mia,mia,StilKe00,targets,2,,,,,
player,201710080mia,mia,StilKe00,rec,1,,,,,
player,201710080mia,mia,StilKe00,rec_yds,13,,,,,
player,201710080mia,mia,StilKe00,rec_td,0,,,,,
player,201710080mia,mia,StilKe00,rec_long,13,,,,,
player,201710080mia,mia,StilKe00,fumbles,0,,,,,
player,201710080mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201710080mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201710080mia,mia,ParkDe01,pass_att,0,,,,,
player,201710080mia,mia,ParkDe01,pass_yds,0,,,,,
player,201710080mia,mia,ParkDe01,pass_td,0,,,,,
player,201710080mia,mia,ParkDe01,pass_int,0,,,,,
player,201710080mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201710080mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201710080mia,mia,ParkDe01,pass_long,0,,,,,
player,201710080mia,mia,ParkDe01,pass_rating,,,,,,
player,201710080mia,mia,ParkDe01,rush_att,0,,,,,
player,201710080mia,mia,ParkDe01,rush_yds,0,,,,,
player,201710080mia,mia,ParkDe01,rush_td,0,,,,,
player,201710080mia,mia,ParkDe01,rush_long,0,,,,,
player,201710080mia,mia,ParkDe01,targets,1,,,,,
player,201710080mia,mia,ParkDe01,rec,1,,,,,
player,201710080mia,mia,ParkDe01,rec_yds,6,,,,,
player,201710080mia,mia,ParkDe01,rec_td,0,,,,,
player,201710080mia,mia,ParkDe01,rec_long,6,,,,,
player,201710080mia,mia,ParkDe01,fumbles,0,,,,,
player,201710080mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201710080mia,mia,FasaAn00,pass_cmp,0,,,,,
player,201710080mia,mia,FasaAn00,pass_att,0,,,,,
player,201710080mia,mia,FasaAn00,pass_yds,0,,,,,
player,201710080mia,mia,FasaAn00,pass_td,0,,,,,
player,201710080mia,mia,FasaAn00,pass_int,0,,,,,
player,201710080mia,mia,FasaAn00,pass_sacked,0,,,,,
player,201710080mia,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,FasaAn00,pass_long,0,,,,,
player,201710080mia,mia,FasaAn00,pass_rating,,,,,,
player,201710080mia,mia,FasaAn00,rush_att,0,,,,,
player,201710080mia,mia,FasaAn00,rush_yds,0,,,,,
player,201710080mia,mia,FasaAn00,rush_td,0,,,,,
player,201710080mia,mia,FasaAn00,rush_long,0,,,,,
player,201710080mia,mia,FasaAn00,targets,1,,,,,
player,201710080mia,mia,FasaAn00,rec,0,,,,,
player,201710080mia,mia,FasaAn00,rec_yds,0,,,,,
player,201710080mia,mia,FasaAn00,rec_td,0,,,,,
player,201710080mia,mia,FasaAn00,rec_long,0,,,,,
player,201710080mia,mia,FasaAn00,fumbles,0,,,,,
player,201710080mia,mia,FasaAn00,fumbles_lost,0,,,,,
player,201710080mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201710080mia,mia,DrakKe00,pass_att,0,,,,,
player,201710080mia,mia,DrakKe00,pass_yds,0,,,,,
player,201710080mia,mia,DrakKe00,pass_td,0,,,,,
player,201710080mia,mia,DrakKe00,pass_int,0,,,,,
player,201710080mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201710080mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,DrakKe00,pass_long,0,,,,,
player,201710080mia,mia,DrakKe00,pass_rating,,,,,,
player,201710080mia,mia,DrakKe00,rush_att,1,,,,,
player,201710080mia,mia,DrakKe00,rush_yds,0,,,,,
player,201710080mia,mia,DrakKe00,rush_td,0,,,,,
player,201710080mia,mia,DrakKe00,rush_long,0,,,,,
player,201710080mia,mia,DrakKe00,targets,0,,,,,
player,201710080mia,mia,DrakKe00,rec,0,,,,,
player,201710080mia,mia,DrakKe00,rec_yds,0,,,,,
player,201710080mia,mia,DrakKe00,rec_td,0,,,,,
player,201710080mia,mia,DrakKe00,rec_long,0,,,,,
player,201710080mia,mia,DrakKe00,fumbles,0,,,,,
player,201710080mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201710080mia,mia,GranJa00,pass_cmp,0,,,,,
player,201710080mia,mia,GranJa00,pass_att,0,,,,,
player,201710080mia,mia,GranJa00,pass_yds,0,,,,,
player,201710080mia,mia,GranJa00,pass_td,0,,,,,
player,201710080mia,mia,GranJa00,pass_int,0,,,,,
player,201710080mia,mia,GranJa00,pass_sacked,0,,,,,
player,201710080mia,mia,GranJa00,pass_sacked_yds,0,,,,,
player,201710080mia,mia,GranJa00,pass_long,0,,,,,
player,201710080mia,mia,GranJa00,pass_rating,,,,,,
player,201710080mia,mia,GranJa00,rush_att,0,,,,,
player,201710080mia,mia,GranJa00,rush_yds,0,,,,,
player,201710080mia,mia,GranJa00,rush_td,0,,,,,
player,201710080mia,mia,GranJa00,rush_long,0,,,,,
player,201710080mia,mia,GranJa00,targets,2,,,,,
player,201710080mia,mia,GranJa00,rec,1,,,,,
player,201710080mia,mia,GranJa00,rec_yds,-1,,,,,
player,201710080mia,mia,GranJa00,rec_td,0,,,,,
player,201710080mia,mia,GranJa00,rec_long,-1,,,,,
player,201710080mia,mia,GranJa00,fumbles,0,,,,,
player,201710080mia,mia,GranJa00,fumbles_lost,0,,,,,
player,201710080mia,oti,SmitTy01,def_int,1,,,,,
player,201710080mia,oti,SmitTy01,def_int_yds,14,,,,,
player,201710080mia,oti,SmitTy01,def_int_td,0,,,,,
player,201710080mia,oti,SmitTy01,def_int_long,14,,,,,
player,201710080mia,oti,SmitTy01,pass_defended,1,,,,,
player,201710080mia,oti,SmitTy01,sacks,0.0,,,,,
player,201710080mia,oti,SmitTy01,tackles_combined,2,,,,,
player,201710080mia,oti,SmitTy01,tackles_solo,2,,,,,
player,201710080mia,oti,SmitTy01,tackles_assists,0,,,,,
player,201710080mia,oti,SmitTy01,tackles_loss,0,,,,,
player,201710080mia,oti,SmitTy01,qb_hits,0,,,,,
player,201710080mia,oti,SmitTy01,fumbles_rec,0,,,,,
player,201710080mia,oti,SmitTy01,fumbles_rec_yds,0,,,,,
player,201710080mia,oti,SmitTy01,fumbles_rec_td,0,,,,,
