game,2017,6,20171015,201710150htx,cle,"Cleveland Browns",17,htx,"Houston Texans",33
player,201710150htx,htx,FullWi01,pass_att,0,,,,,
player,201710150htx,htx,FullWi01,pass_yds,0,,,,,
player,201710150htx,htx,FullWi01,pass_td,0,,,,,
player,201710150htx,htx,FullWi01,pass_int,0,,,,,
player,201710150htx,htx,FullWi01,pass_sacked,0,,,,,
player,201710150htx,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201710150htx,htx,FullWi01,pass_long,0,,,,,
player,201710150htx,htx,FullWi01,pass_rating,,,,,,
player,201710150htx,htx,FullWi01,rush_att,0,,,,,
player,201710150htx,htx,FullWi01,rush_yds,0,,,,,
player,201710150htx,htx,FullWi01,rush_td,0,,,,,
player,201710150htx,htx,FullWi01,rush_long,0,,,,,
player,201710150htx,htx,FullWi01,targets,5,,,,,
player,201710150htx,htx,FullWi01,rec,2,,,,,
player,201710150htx,htx,FullWi01,rec_yds,62,,,,,
player,201710150htx,htx,FullWi01,rec_td,1,,,,,
player,201710150htx,htx,FullWi01,rec_long,39,,,,,
player,201710150htx,htx,FullWi01,fumbles,0,,,,,
player,201710150htx,htx,FullWi01,fumbles_lost,0,,,,,
player,201710150htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201710150htx,htx,GrifRy00,pass_att,0,,,,,
player,201710150htx,htx,GrifRy00,pass_yds,0,,,,,
player,201710150htx,htx,GrifRy00,pass_td,0,,,,,
player,201710150htx,htx,GrifRy00,pass_int,0,,,,,
player,201710150htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201710150htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201710150htx,htx,GrifRy00,pass_long,0,,,,,
player,201710150htx,htx,GrifRy00,pass_rating,,,,,,
player,201710150htx,htx,GrifRy00,rush_att,0,,,,,
player,201710150htx,htx,GrifRy00,rush_yds,0,,,,,
player,201710150htx,htx,GrifRy00,rush_td,0,,,,,
player,201710150htx,htx,GrifRy00,rush_long,0,,,,,
player,201710150htx,htx,GrifRy00,targets,8,,,,,
player,201710150htx,htx,GrifRy00,rec,3,,,,,
player,201710150htx,htx,GrifRy00,rec_yds,52,,,,,
player,201710150htx,htx,GrifRy00,rec_td,0,,,,,
player,201710150htx,htx,GrifRy00,rec_long,21,,,,,
player,201710150htx,htx,GrifRy00,fumbles,0,,,,,
player,201710150htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201710150htx,htx,ElliBr00,pass_cmp,0,,,,,
player,201710150htx,htx,ElliBr00,pass_att,0,,,,,
player,201710150htx,htx,ElliBr00,pass_yds,0,,,,,
player,201710150htx,htx,ElliBr00,pass_td,0,,,,,
player,201710150htx,htx,ElliBr00,pass_int,0,,,,,
player,201710150htx,htx,ElliBr00,pass_sacked,0,,,,,
player,201710150htx,htx,ElliBr00,pass_sacked_yds,0,,,,,
player,201710150htx,htx,ElliBr00,pass_long,0,,,,,
player,201710150htx,htx,ElliBr00,pass_rating,,,,,,
player,201710150htx,htx,ElliBr00,rush_att,0,,,,,
player,201710150htx,htx,ElliBr00,rush_yds,0,,,,,
player,201710150htx,htx,ElliBr00,rush_td,0,,,,,
player,201710150htx,htx,ElliBr00,rush_long,0,,,,,
player,201710150htx,htx,ElliBr00,targets,3,,,,,
player,201710150htx,htx,ElliBr00,rec,2,,,,,
player,201710150htx,htx,ElliBr00,rec_yds,22,,,,,
player,201710150htx,htx,ElliBr00,rec_td,0,,,,,
player,201710150htx,htx,ElliBr00,rec_long,16,,,,,
player,201710150htx,htx,ElliBr00,fumbles,0,,,,,
player,201710150htx,htx,ElliBr00,fumbles_lost,0,,,,,
player,201710150htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201710150htx,htx,HopkDe00,pass_att,0,,,,,
player,201710150htx,htx,HopkDe00,pass_yds,0,,,,,
player,201710150htx,htx,HopkDe00,pass_td,0,,,,,
player,201710150htx,htx,HopkDe00,pass_int,0,,,,,
player,201710150htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201710150htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201710150htx,htx,HopkDe00,pass_long,0,,,,,
player,201710150htx,htx,HopkDe00,pass_rating,,,,,,
player,201710150htx,htx,HopkDe00,rush_att,0,,,,,
player,201710150htx,htx,HopkDe00,rush_yds,0,,,,,
player,201710150htx,htx,HopkDe00,rush_td,0,,,,,
player,201710150htx,htx,HopkDe00,rush_long,0,,,,,
player,201710150htx,htx,HopkDe00,targets,4,,,,,
player,201710150htx,htx,HopkDe00,rec,2,,,,,
player,201710150htx,htx,HopkDe00,rec_yds,19,,,,,
player,201710150htx,htx,HopkDe00,rec_td,1,,,,,
player,201710150htx,htx,HopkDe00,rec_long,16,,,,,
player,201710150htx,htx,HopkDe00,fumbles,0,,,,,
player,201710150htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201710150htx,htx,ProsJa00,pass_cmp,0,,,,,
player,201710150htx,htx,ProsJa00,pass_att,0,,,,,
player,201710150htx,htx,ProsJa00,pass_yds,0,,,,,
player,201710150htx,htx,ProsJa00,pass_td,0,,,,,
player,201710150htx,htx,ProsJa00,pass_int,0,,,,,
player,201710150htx,htx,ProsJa00,pass_sacked,0,,,,,
player,201710150htx,htx,ProsJa00,pass_sacked_yds,0,,,,,
player,201710150htx,htx,ProsJa00,pass_long,0,,,,,
player,201710150htx,htx,ProsJa00,pass_rating,,,,,,
player,201710150htx,htx,ProsJa00,rush_att,0,,,,,
player,201710150htx,htx,ProsJa00,rush_yds,0,,,,,
player,201710150htx,htx,ProsJa00,rush_td,0,,,,,
player,201710150htx,htx,ProsJa00,rush_long,0,,,,,
player,201710150htx,htx,ProsJa00,targets,1,,,,,
player,201710150htx,htx,ProsJa00,rec,1,,,,,
player,201710150htx,htx,ProsJa00,rec_yds,18,,,,,
player,201710150htx,htx,ProsJa00,rec_td,0,,,,,
player,201710150htx,htx,ProsJa00,rec_long,18,,,,,
player,201710150htx,htx,ProsJa00,fumbles,0,,,,,
player,201710150htx,htx,ProsJa00,fumbles_lost,0,,,,,
player,201710150htx,htx,AndeSt01,pass_cmp,0,,,,,
player,201710150htx,htx,AndeSt01,pass_att,0,,,,,
player,201710150htx,htx,AndeSt01,pass_yds,0,,,,,
player,201710150htx,htx,AndeSt01,pass_td,0,,,,,
player,201710150htx,htx,AndeSt01,pass_int,0,,,,,
player,201710150htx,htx,AndeSt01,pass_sacked,0,,,,,
player,201710150htx,htx,AndeSt01,pass_sacked_yds,0,,,,,
player,201710150htx,htx,AndeSt01,pass_long,0,,,,,
player,201710150htx,htx,AndeSt01,pass_rating,,,,,,
player,201710150htx,htx,AndeSt01,rush_att,0,,,,,
player,201710150htx,htx,AndeSt01,rush_yds,0,,,,,
player,201710150htx,htx,AndeSt01,rush_td,0,,,,,
player,201710150htx,htx,AndeSt01,rush_long,0,,,,,
player,201710150htx,htx,AndeSt01,targets,2,,,,,
player,201710150htx,htx,AndeSt01,rec,2,,,,,
player,201710150htx,htx,AndeSt01,rec_yds,17,,,,,
player,201710150htx,htx,AndeSt01,rec_td,0,,,,,
player,201710150htx,htx,AndeSt01,rec_long,9,,,,,
player,201710150htx,htx,AndeSt01,fumbles,0,,,,,
player,201710150htx,htx,AndeSt01,fumbles_lost,0,,,,,
player,201710150htx,htx,MillBr03,pass_cmp,0,,,,,
player,201710150htx,htx,MillBr03,pass_att,0,,,,,
player,201710150htx,htx,MillBr03,pass_yds,0,,,,,
player,201710150htx,htx,MillBr03,pass_td,0,,,,,
player,201710150htx,htx,MillBr03,pass_int,0,,,,,
player,201710150htx,htx,MillBr03,pass_sacked,0,,,,,
player,201710150htx,htx,MillBr03,pass_sacked_yds,0,,,,,
player,201710150htx,htx,MillBr03,pass_long,0,,,,,
player,201710150htx,htx,MillBr03,pass_rating,,,,,,
player,201710150htx,htx,MillBr03,rush_att,0,,,,,
player,201710150htx,htx,MillBr03,rush_yds,0,,,,,
player,201710150htx,htx,MillBr03,rush_td,0,,,,,
player,201710150htx,htx,MillBr03,rush_long,0,,,,,
player,201710150htx,htx,MillBr03,targets,2,,,,,
player,201710150htx,htx,MillBr03,rec,2,,,,,
player,201710150htx,htx,MillBr03,rec_yds,-5,,,,,
player,201710150htx,htx,MillBr03,rec_td,1,,,,,
player,201710150htx,htx,MillBr03,rec_long,1,,,,,
player,201710150htx,htx,MillBr03,fumbles,0,,,,,
player,201710150htx,htx,MillBr03,fumbles_lost,0,,,,,
player,201710150htx,cle,McCoJa99,def_int,1,,,,,
player,201710150htx,cle,McCoJa99,def_int_yds,56,,,,,
player,201710150htx,cle,McCoJa99,def_int_td,1,,,,,
player,201710150htx,cle,McCoJa99,def_int_long,56,,,,,
player,201710150htx,cle,McCoJa99,pass_defended,2,,,,,
player,201710150htx,cle,McCoJa99,sacks,0.0,,,,,
player,201710150htx,cle,McCoJa99,tackles_combined,1,,,,,
player,201710150htx,cle,McCoJa99,tackles_solo,0,,,,,
player,201710150htx,cle,McCoJa99,tackles_assists,1,,,,,
player,201710150htx,cle,McCoJa99,tackles_loss,0,,,,,
player,201710150htx,cle,McCoJa99,qb_hits,0,,,,,
player,201710150htx,cle,McCoJa99,fumbles_rec,0,,,,,
player,201710150htx,cle,McCoJa99,fumbles_rec_yds,0,,,,,
