game,2017,7,20171023,201710230phi,was,"Washington Redskins",24,phi,"Philadelphia Eagles",34
team,201710230phi,was,First Downs,19,,,,,,
team,201710230phi,phi,First Downs,23,,,,,,
team,201710230phi,was,Rush-Yds-TDs,18-75-0,,,,,,
team,201710230phi,phi,Rush-Yds-TDs,33-127-0,,,,,,
team,201710230phi,was,Cmp-Att-Yd-TD-INT,30-40-303-3-1,,,,,,
team,201710230phi,phi,Cmp-Att-Yd-TD-INT,17-25-268-4-1,,,,,,
team,201710230phi,was,Sacked-Yards,4-34,,,,,,
team,201710230phi,phi,Sacked-Yards,3-24,,,,,,
team,201710230phi,was,Net Pass Yards,269,,,,,,
team,201710230phi,phi,Net Pass Yards,244,,,,,,
team,201710230phi,was,Total Yards,344,,,,,,
team,201710230phi,phi,Total Yards,371,,,,,,
team,201710230phi,was,Fumbles-Lost,1-0,,,,,,
team,201710230phi,phi,Fumbles-Lost,2-0,,,,,,
team,201710230phi,was,Turnovers,1,,,,,,
team,201710230phi,phi,Turnovers,1,,,,,,
team,201710230phi,was,Penalties-Yards,5-55,,,,,,
team,201710230phi,phi,Penalties-Yards,9-55,,,,,,
team,201710230phi,was,Third Down Conv.,4-12,,,,,,
team,201710230phi,phi,Third Down Conv.,6-12,,,,,,
team,201710230phi,was,Fourth Down Conv.,0-1,,,,,,
team,201710230phi,phi,Fourth Down Conv.,0-0,,,,,,
team,201710230phi,was,Time of Possession,30:15,,,,,,
team,201710230phi,phi,Time of Possession,29:45,,,,,,
player,201710230phi,was,CousKi00,pass_cmp,30,,,,,
player,201710230phi,was,CousKi00,pass_att,40,,,,,
player,201710230phi,was,CousKi00,pass_yds,303,,,,,
player,201710230phi,was,CousKi00,pass_td,3,,,,,
player,201710230phi,was,CousKi00,pass_int,1,,,,,
player,201710230phi,was,CousKi00,pass_sacked,4,,,,,
player,201710230phi,was,CousKi00,pass_sacked_yds,34,,,,,
player,201710230phi,was,CousKi00,pass_long,32,,,,,
player,201710230phi,was,CousKi00,pass_rating,110.7,,,,,
player,201710230phi,was,CousKi00,rush_att,3,,,,,
player,201710230phi,was,CousKi00,rush_yds,18,,,,,
player,201710230phi,was,CousKi00,rush_td,0,,,,,
player,201710230phi,was,CousKi00,rush_long,11,,,,,
player,201710230phi,was,CousKi00,targets,0,,,,,
player,201710230phi,was,CousKi00,rec,0,,,,,
player,201710230phi,was,CousKi00,rec_yds,0,,,,,
player,201710230phi,was,CousKi00,rec_td,0,,,,,
player,201710230phi,was,CousKi00,rec_long,0,,,,,
player,201710230phi,was,CousKi00,fumbles,0,,,,,
player,201710230phi,was,CousKi00,fumbles_lost,0,,,,,
player,201710230phi,was,ThomCh03,pass_cmp,0,,,,,
player,201710230phi,was,ThomCh03,pass_att,0,,,,,
player,201710230phi,was,ThomCh03,pass_yds,0,,,,,
player,201710230phi,was,ThomCh03,pass_td,0,,,,,
player,201710230phi,was,ThomCh03,pass_int,0,,,,,
player,201710230phi,was,ThomCh03,pass_sacked,0,,,,,
player,201710230phi,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201710230phi,was,ThomCh03,pass_long,0,,,,,
player,201710230phi,was,ThomCh03,pass_rating,,,,,,
player,201710230phi,was,ThomCh03,rush_att,7,,,,,
player,201710230phi,was,ThomCh03,rush_yds,38,,,,,
player,201710230phi,was,ThomCh03,rush_td,0,,,,,
player,201710230phi,was,ThomCh03,rush_long,15,,,,,
player,201710230phi,was,ThomCh03,targets,5,,,,,
player,201710230phi,was,ThomCh03,rec,5,,,,,
player,201710230phi,was,ThomCh03,rec_yds,26,,,,,
player,201710230phi,was,ThomCh03,rec_td,1,,,,,
player,201710230phi,was,ThomCh03,rec_long,10,,,,,
player,201710230phi,was,ThomCh03,fumbles,0,,,,,
player,201710230phi,was,ThomCh03,fumbles_lost,0,,,,,
player,201710230phi,was,KellRo00,pass_cmp,0,,,,,
player,201710230phi,was,KellRo00,pass_att,0,,,,,
player,201710230phi,was,KellRo00,pass_yds,0,,,,,
player,201710230phi,was,KellRo00,pass_td,0,,,,,
player,201710230phi,was,KellRo00,pass_int,0,,,,,
player,201710230phi,was,KellRo00,pass_sacked,0,,,,,
player,201710230phi,was,KellRo00,pass_sacked_yds,0,,,,,
player,201710230phi,was,KellRo00,pass_long,0,,,,,
player,201710230phi,was,KellRo00,pass_rating,,,,,,
player,201710230phi,was,KellRo00,rush_att,7,,,,,
player,201710230phi,was,KellRo00,rush_yds,16,,,,,
player,201710230phi,was,KellRo00,rush_td,0,,,,,
player,201710230phi,was,KellRo00,rush_long,8,,,,,
player,201710230phi,was,KellRo00,targets,2,,,,,
player,201710230phi,was,KellRo00,rec,2,,,,,
player,201710230phi,was,KellRo00,rec_yds,14,,,,,
player,201710230phi,was,KellRo00,rec_td,0,,,,,
player,201710230phi,was,KellRo00,rec_long,9,,,,,
player,201710230phi,was,KellRo00,fumbles,0,,,,,
player,201710230phi,was,KellRo00,fumbles_lost,0,,,,,
player,201710230phi,was,CrowJa00,pass_cmp,0,,,,,
player,201710230phi,was,CrowJa00,pass_att,0,,,,,
player,201710230phi,was,CrowJa00,pass_yds,0,,,,,
player,201710230phi,was,CrowJa00,pass_td,0,,,,,
player,201710230phi,was,CrowJa00,pass_int,0,,,,,
player,201710230phi,was,CrowJa00,pass_sacked,0,,,,,
player,201710230phi,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201710230phi,was,CrowJa00,pass_long,0,,,,,
player,201710230phi,was,CrowJa00,pass_rating,,,,,,
player,201710230phi,was,CrowJa00,rush_att,1,,,,,
player,201710230phi,was,CrowJa00,rush_yds,3,,,,,
player,201710230phi,was,CrowJa00,rush_td,0,,,,,
player,201710230phi,was,CrowJa00,rush_long,3,,,,,
player,201710230phi,was,CrowJa00,targets,6,,,,,
player,201710230phi,was,CrowJa00,rec,2,,,,,
player,201710230phi,was,CrowJa00,rec_yds,28,,,,,
player,201710230phi,was,CrowJa00,rec_td,0,,,,,
