game,2017,7,20171022,201710220min,rav,"Baltimore Ravens",16,min,"Minnesota Vikings",24
player,201710220min,rav,WhalGr00,rush_yds,0,,,,,
player,201710220min,rav,WhalGr00,rush_td,0,,,,,
player,201710220min,rav,WhalGr00,rush_long,0,,,,,
player,201710220min,rav,WhalGr00,targets,6,,,,,
player,201710220min,rav,WhalGr00,rec,4,,,,,
player,201710220min,rav,WhalGr00,rec_yds,23,,,,,
player,201710220min,rav,WhalGr00,rec_td,0,,,,,
player,201710220min,rav,WhalGr00,rec_long,9,,,,,
player,201710220min,rav,WhalGr00,fumbles,0,,,,,
player,201710220min,rav,WhalGr00,fumbles_lost,0,,,,,
player,201710220min,rav,BoylNi00,pass_cmp,0,,,,,
player,201710220min,rav,BoylNi00,pass_att,0,,,,,
player,201710220min,rav,BoylNi00,pass_yds,0,,,,,
player,201710220min,rav,BoylNi00,pass_td,0,,,,,
player,201710220min,rav,BoylNi00,pass_int,0,,,,,
player,201710220min,rav,BoylNi00,pass_sacked,0,,,,,
player,201710220min,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201710220min,rav,BoylNi00,pass_long,0,,,,,
player,201710220min,rav,BoylNi00,pass_rating,,,,,,
player,201710220min,rav,BoylNi00,rush_att,0,,,,,
player,201710220min,rav,BoylNi00,rush_yds,0,,,,,
player,201710220min,rav,BoylNi00,rush_td,0,,,,,
player,201710220min,rav,BoylNi00,rush_long,0,,,,,
player,201710220min,rav,BoylNi00,targets,3,,,,,
player,201710220min,rav,BoylNi00,rec,2,,,,,
player,201710220min,rav,BoylNi00,rec_yds,12,,,,,
player,201710220min,rav,BoylNi00,rec_td,0,,,,,
player,201710220min,rav,BoylNi00,rec_long,8,,,,,
player,201710220min,rav,BoylNi00,fumbles,0,,,,,
player,201710220min,rav,BoylNi00,fumbles_lost,0,,,,,
player,201710220min,rav,WallMi00,pass_cmp,0,,,,,
player,201710220min,rav,WallMi00,pass_att,0,,,,,
player,201710220min,rav,WallMi00,pass_yds,0,,,,,
player,201710220min,rav,WallMi00,pass_td,0,,,,,
player,201710220min,rav,WallMi00,pass_int,0,,,,,
player,201710220min,rav,WallMi00,pass_sacked,0,,,,,
player,201710220min,rav,WallMi00,pass_sacked_yds,0,,,,,
player,201710220min,rav,WallMi00,pass_long,0,,,,,
player,201710220min,rav,WallMi00,pass_rating,,,,,,
player,201710220min,rav,WallMi00,rush_att,0,,,,,
player,201710220min,rav,WallMi00,rush_yds,0,,,,,
player,201710220min,rav,WallMi00,rush_td,0,,,,,
player,201710220min,rav,WallMi00,rush_long,0,,,,,
player,201710220min,rav,WallMi00,targets,1,,,,,
player,201710220min,rav,WallMi00,rec,1,,,,,
player,201710220min,rav,WallMi00,rec_yds,9,,,,,
player,201710220min,rav,WallMi00,rec_td,0,,,,,
player,201710220min,rav,WallMi00,rec_long,9,,,,,
player,201710220min,rav,WallMi00,fumbles,0,,,,,
player,201710220min,rav,WallMi00,fumbles_lost,0,,,,,
player,201710220min,rav,RainBo00,pass_cmp,0,,,,,
player,201710220min,rav,RainBo00,pass_att,0,,,,,
player,201710220min,rav,RainBo00,pass_yds,0,,,,,
player,201710220min,rav,RainBo00,pass_td,0,,,,,
player,201710220min,rav,RainBo00,pass_int,0,,,,,
player,201710220min,rav,RainBo00,pass_sacked,0,,,,,
player,201710220min,rav,RainBo00,pass_sacked_yds,0,,,,,
player,201710220min,rav,RainBo00,pass_long,0,,,,,
player,201710220min,rav,RainBo00,pass_rating,,,,,,
player,201710220min,rav,RainBo00,rush_att,0,,,,,
player,201710220min,rav,RainBo00,rush_yds,0,,,,,
player,201710220min,rav,RainBo00,rush_td,0,,,,,
player,201710220min,rav,RainBo00,rush_long,0,,,,,
player,201710220min,rav,RainBo00,targets,2,,,,,
player,201710220min,rav,RainBo00,rec,2,,,,,
player,201710220min,rav,RainBo00,rec_yds,8,,,,,
player,201710220min,rav,RainBo00,rec_td,0,,,,,
player,201710220min,rav,RainBo00,rec_long,12,,,,,
player,201710220min,rav,RainBo00,fumbles,0,,,,,
player,201710220min,rav,RainBo00,fumbles_lost,0,,,,,
player,201710220min,rav,MaylVi00,pass_cmp,0,,,,,
player,201710220min,rav,MaylVi00,pass_att,0,,,,,
player,201710220min,rav,MaylVi00,pass_yds,0,,,,,
player,201710220min,rav,MaylVi00,pass_td,0,,,,,
player,201710220min,rav,MaylVi00,pass_int,0,,,,,
player,201710220min,rav,MaylVi00,pass_sacked,0,,,,,
player,201710220min,rav,MaylVi00,pass_sacked_yds,0,,,,,
player,201710220min,rav,MaylVi00,pass_long,0,,,,,
player,201710220min,rav,MaylVi00,pass_rating,,,,,,
player,201710220min,rav,MaylVi00,rush_att,1,,,,,
player,201710220min,rav,MaylVi00,rush_yds,0,,,,,
player,201710220min,rav,MaylVi00,rush_td,0,,,,,
player,201710220min,rav,MaylVi00,rush_long,0,,,,,
player,201710220min,rav,MaylVi00,targets,0,,,,,
player,201710220min,rav,MaylVi00,rec,0,,,,,
player,201710220min,rav,MaylVi00,rec_yds,0,,,,,
player,201710220min,rav,MaylVi00,rec_td,0,,,,,
player,201710220min,rav,MaylVi00,rec_long,0,,,,,
player,201710220min,rav,MaylVi00,fumbles,0,,,,,
player,201710220min,rav,MaylVi00,fumbles_lost,0,,,,,
player,201710220min,rav,MoorCh00,pass_cmp,0,,,,,
player,201710220min,rav,MoorCh00,pass_att,0,,,,,
player,201710220min,rav,MoorCh00,pass_yds,0,,,,,
player,201710220min,rav,MoorCh00,pass_td,0,,,,,
player,201710220min,rav,MoorCh00,pass_int,0,,,,,
player,201710220min,rav,MoorCh00,pass_sacked,0,,,,,
player,201710220min,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201710220min,rav,MoorCh00,pass_long,0,,,,,
player,201710220min,rav,MoorCh00,pass_rating,,,,,,
player,201710220min,rav,MoorCh00,rush_att,1,,,,,
player,201710220min,rav,MoorCh00,rush_yds,-5,,,,,
player,201710220min,rav,MoorCh00,rush_td,0,,,,,
player,201710220min,rav,MoorCh00,rush_long,-5,,,,,
player,201710220min,rav,MoorCh00,targets,8,,,,,
player,201710220min,rav,MoorCh00,rec,2,,,,,
player,201710220min,rav,MoorCh00,rec_yds,36,,,,,
player,201710220min,rav,MoorCh00,rec_td,1,,,,,
player,201710220min,rav,MoorCh00,rec_long,23,,,,,
player,201710220min,rav,MoorCh00,fumbles,0,,,,,
player,201710220min,rav,MoorCh00,fumbles_lost,0,,,,,
player,201710220min,min,KeenCa00,pass_cmp,20,,,,,
player,201710220min,min,KeenCa00,pass_att,31,,,,,
player,201710220min,min,KeenCa00,pass_yds,188,,,,,
player,201710220min,min,KeenCa00,pass_td,0,,,,,
player,201710220min,min,KeenCa00,pass_int,1,,,,,
player,201710220min,min,KeenCa00,pass_sacked,0,,,,,
player,201710220min,min,KeenCa00,pass_sacked_yds,0,,,,,
player,201710220min,min,KeenCa00,pass_long,30,,,,,
player,201710220min,min,KeenCa00,pass_rating,67.7,,,,,
player,201710220min,min,KeenCa00,rush_att,1,,,,,
player,201710220min,min,KeenCa00,rush_yds,9,,,,,
player,201710220min,min,KeenCa00,rush_td,0,,,,,
player,201710220min,min,KeenCa00,rush_long,9,,,,,
player,201710220min,min,KeenCa00,targets,0,,,,,
player,201710220min,min,KeenCa00,rec,0,,,,,
player,201710220min,min,KeenCa00,rec_yds,0,,,,,
player,201710220min,min,KeenCa00,rec_td,0,,,,,
player,201710220min,min,KeenCa00,rec_long,0,,,,,
player,201710220min,min,KeenCa00,fumbles,0,,,,,
player,201710220min,min,KeenCa00,fumbles_lost,0,,,,,
player,201710220min,min,MurrLa00,pass_cmp,0,,,,,
player,201710220min,min,MurrLa00,pass_att,0,,,,,
player,201710220min,min,MurrLa00,pass_yds,0,,,,,
player,201710220min,min,MurrLa00,pass_td,0,,,,,
player,201710220min,min,MurrLa00,pass_int,0,,,,,
player,201710220min,min,MurrLa00,pass_sacked,0,,,,,
player,201710220min,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201710220min,min,MurrLa00,pass_long,0,,,,,
player,201710220min,min,MurrLa00,pass_rating,,,,,,
player,201710220min,min,MurrLa00,rush_att,18,,,,,
player,201710220min,min,MurrLa00,rush_yds,113,,,,,
player,201710220min,min,MurrLa00,rush_td,1,,,,,
player,201710220min,min,MurrLa00,rush_long,35,,,,,
player,201710220min,min,MurrLa00,targets,0,,,,,
player,201710220min,min,MurrLa00,rec,0,,,,,
player,201710220min,min,MurrLa00,rec_yds,0,,,,,
player,201710220min,min,MurrLa00,rec_td,0,,,,,
player,201710220min,min,MurrLa00,rec_long,0,,,,,
player,201710220min,min,MurrLa00,fumbles,0,,,,,
player,201710220min,min,MurrLa00,fumbles_lost,0,,,,,
player,201710220min,min,McKiJe00,pass_cmp,0,,,,,
player,201710220min,min,McKiJe00,pass_att,0,,,,,
player,201710220min,min,McKiJe00,pass_yds,0,,,,,
player,201710220min,min,McKiJe00,pass_td,0,,,,,
player,201710220min,min,McKiJe00,pass_int,0,,,,,
player,201710220min,min,McKiJe00,pass_sacked,0,,,,,
player,201710220min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201710220min,min,McKiJe00,pass_long,0,,,,,
player,201710220min,min,McKiJe00,pass_rating,,,,,,
player,201710220min,min,McKiJe00,rush_att,14,,,,,
player,201710220min,min,McKiJe00,rush_yds,47,,,,,
player,201710220min,min,McKiJe00,rush_td,0,,,,,
player,201710220min,min,McKiJe00,rush_long,7,,,,,
player,201710220min,min,McKiJe00,targets,3,,,,,
player,201710220min,min,McKiJe00,rec,3,,,,,
player,201710220min,min,McKiJe00,rec_yds,10,,,,,
player,201710220min,min,McKiJe00,rec_td,0,,,,,
player,201710220min,min,McKiJe00,rec_long,9,,,,,
player,201710220min,min,McKiJe00,fumbles,0,,,,,
player,201710220min,min,McKiJe00,fumbles_lost,0,,,,,
player,201710220min,min,WrigJa02,pass_cmp,0,,,,,
player,201710220min,min,WrigJa02,pass_att,0,,,,,
player,201710220min,min,WrigJa02,pass_yds,0,,,,,
player,201710220min,min,WrigJa02,pass_td,0,,,,,
player,201710220min,min,WrigJa02,pass_int,0,,,,,
player,201710220min,min,WrigJa02,pass_sacked,0,,,,,
player,201710220min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201710220min,min,WrigJa02,pass_long,0,,,,,
player,201710220min,min,WrigJa02,pass_rating,,,,,,
player,201710220min,min,WrigJa02,rush_att,0,,,,,
player,201710220min,min,WrigJa02,rush_yds,0,,,,,
player,201710220min,min,WrigJa02,rush_td,0,,,,,
player,201710220min,min,WrigJa02,rush_long,0,,,,,
player,201710220min,min,WrigJa02,targets,4,,,,,
player,201710220min,min,WrigJa02,rec,3,,,,,
player,201710220min,min,WrigJa02,rec_yds,54,,,,,
player,201710220min,min,WrigJa02,rec_td,0,,,,,
player,201710220min,min,WrigJa02,rec_long,30,,,,,
player,201710220min,min,WrigJa02,fumbles,0,,,,,
player,201710220min,min,WrigJa02,fumbles_lost,0,,,,,
player,201710220min,min,RudoKy00,pass_cmp,0,,,,,
player,201710220min,min,RudoKy00,pass_att,0,,,,,
player,201710220min,min,RudoKy00,pass_yds,0,,,,,
player,201710220min,min,RudoKy00,pass_td,0,,,,,
player,201710220min,min,RudoKy00,pass_int,0,,,,,
player,201710220min,min,RudoKy00,pass_sacked,0,,,,,
player,201710220min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201710220min,min,RudoKy00,pass_long,0,,,,,
player,201710220min,min,RudoKy00,pass_rating,,,,,,
player,201710220min,min,RudoKy00,rush_att,0,,,,,
player,201710220min,min,RudoKy00,rush_yds,0,,,,,
player,201710220min,min,RudoKy00,rush_td,0,,,,,
player,201710220min,min,RudoKy00,rush_long,0,,,,,
player,201710220min,min,RudoKy00,targets,7,,,,,
player,201710220min,min,RudoKy00,rec,5,,,,,
player,201710220min,min,RudoKy00,rec_yds,43,,,,,
player,201710220min,min,RudoKy00,rec_td,0,,,,,
player,201710220min,min,RudoKy00,rec_long,19,,,,,
player,201710220min,min,RudoKy00,fumbles,0,,,,,
player,201710220min,min,RudoKy00,fumbles_lost,0,,,,,
player,201710220min,min,ThieAd00,pass_cmp,0,,,,,
player,201710220min,min,ThieAd00,pass_att,0,,,,,
player,201710220min,min,ThieAd00,pass_yds,0,,,,,
player,201710220min,min,ThieAd00,pass_td,0,,,,,
player,201710220min,min,ThieAd00,pass_int,0,,,,,
player,201710220min,min,ThieAd00,pass_sacked,0,,,,,
player,201710220min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201710220min,min,ThieAd00,pass_long,0,,,,,
player,201710220min,min,ThieAd00,pass_rating,,,,,,
player,201710220min,min,ThieAd00,rush_att,0,,,,,
player,201710220min,min,ThieAd00,rush_yds,0,,,,,
player,201710220min,min,ThieAd00,rush_td,0,,,,,
player,201710220min,min,ThieAd00,rush_long,0,,,,,
player,201710220min,min,ThieAd00,targets,12,,,,,
player,201710220min,min,ThieAd00,rec,5,,,,,
player,201710220min,min,ThieAd00,rec_yds,41,,,,,
player,201710220min,min,ThieAd00,rec_td,0,,,,,
player,201710220min,min,ThieAd00,rec_long,14,,,,,
player,201710220min,min,ThieAd00,fumbles,0,,,,,
player,201710220min,min,ThieAd00,fumbles_lost,0,,,,,
player,201710220min,min,TreaLa00,pass_cmp,0,,,,,
player,201710220min,min,TreaLa00,pass_att,0,,,,,
player,201710220min,min,TreaLa00,pass_yds,0,,,,,
player,201710220min,min,TreaLa00,pass_td,0,,,,,
player,201710220min,min,TreaLa00,pass_int,0,,,,,
player,201710220min,min,TreaLa00,pass_sacked,0,,,,,
player,201710220min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201710220min,min,TreaLa00,pass_long,0,,,,,
player,201710220min,min,TreaLa00,pass_rating,,,,,,
player,201710220min,min,TreaLa00,rush_att,0,,,,,
player,201710220min,min,TreaLa00,rush_yds,0,,,,,
player,201710220min,min,TreaLa00,rush_td,0,,,,,
player,201710220min,min,TreaLa00,rush_long,0,,,,,
player,201710220min,min,TreaLa00,targets,4,,,,,
player,201710220min,min,TreaLa00,rec,3,,,,,
player,201710220min,min,TreaLa00,rec_yds,28,,,,,
player,201710220min,min,TreaLa00,rec_td,0,,,,,
player,201710220min,min,TreaLa00,rec_long,11,,,,,
player,201710220min,min,TreaLa00,fumbles,0,,,,,
player,201710220min,min,TreaLa00,fumbles_lost,0,,,,,
player,201710220min,min,HamxC.00,pass_cmp,0,,,,,
player,201710220min,min,HamxC.00,pass_att,0,,,,,
player,201710220min,min,HamxC.00,pass_yds,0,,,,,
player,201710220min,min,HamxC.00,pass_td,0,,,,,
player,201710220min,min,HamxC.00,pass_int,0,,,,,
player,201710220min,min,HamxC.00,pass_sacked,0,,,,,
player,201710220min,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201710220min,min,HamxC.00,pass_long,0,,,,,
player,201710220min,min,HamxC.00,pass_rating,,,,,,
player,201710220min,min,HamxC.00,rush_att,0,,,,,
player,201710220min,min,HamxC.00,rush_yds,0,,,,,
player,201710220min,min,HamxC.00,rush_td,0,,,,,
player,201710220min,min,HamxC.00,rush_long,0,,,,,
player,201710220min,min,HamxC.00,targets,1,,,,,
player,201710220min,min,HamxC.00,rec,1,,,,,
player,201710220min,min,HamxC.00,rec_yds,12,,,,,
player,201710220min,min,HamxC.00,rec_td,0,,,,,
player,201710220min,min,HamxC.00,rec_long,12,,,,,
player,201710220min,min,HamxC.00,fumbles,0,,,,,
player,201710220min,min,HamxC.00,fumbles_lost,0,,,,,
player,201710220min,rav,CarrBr99,def_int,1,,,,,
player,201710220min,rav,CarrBr99,def_int_yds,33,,,,,
player,201710220min,rav,CarrBr99,def_int_td,0,,,,,
player,201710220min,rav,CarrBr99,def_int_long,33,,,,,
player,201710220min,rav,CarrBr99,pass_defended,1,,,,,
player,201710220min,rav,CarrBr99,sacks,0.0,,,,,
player,201710220min,rav,CarrBr99,tackles_combined,6,,,,,
player,201710220min,rav,CarrBr99,tackles_solo,5,,,,,
player,201710220min,rav,CarrBr99,tackles_assists,1,,,,,
player,201710220min,rav,CarrBr99,tackles_loss,0,,,,,
player,201710220min,rav,CarrBr99,qb_hits,0,,,,,
player,201710220min,rav,CarrBr99,fumbles_rec,0,,,,,
player,201710220min,rav,CarrBr99,fumbles_rec_yds,0,,,,,
player,201710220min,rav,CarrBr99,fumbles_rec_td,0,,,,,
player,201710220min,rav,CarrBr99,fumbles_forced,0,,,,,
player,201710220min,rav,MoslC.00,def_int,0,,,,,
player,201710220min,rav,MoslC.00,def_int_yds,0,,,,,
player,201710220min,rav,MoslC.00,def_int_td,0,,,,,
player,201710220min,rav,MoslC.00,def_int_long,0,,,,,
player,201710220min,rav,MoslC.00,pass_defended,0,,,,,
player,201710220min,rav,MoslC.00,sacks,0.0,,,,,
player,201710220min,rav,MoslC.00,tackles_combined,9,,,,,
player,201710220min,rav,MoslC.00,tackles_solo,6,,,,,
player,201710220min,rav,MoslC.00,tackles_assists,3,,,,,
player,201710220min,rav,MoslC.00,tackles_loss,2,,,,,
player,201710220min,rav,MoslC.00,qb_hits,1,,,,,
player,201710220min,rav,MoslC.00,fumbles_rec,0,,,,,
player,201710220min,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201710220min,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201710220min,rav,MoslC.00,fumbles_forced,0,,,,,
player,201710220min,rav,OnwuPa00,def_int,0,,,,,
player,201710220min,rav,OnwuPa00,def_int_yds,0,,,,,
player,201710220min,rav,OnwuPa00,def_int_td,0,,,,,
player,201710220min,rav,OnwuPa00,def_int_long,0,,,,,
player,201710220min,rav,OnwuPa00,pass_defended,0,,,,,
player,201710220min,rav,OnwuPa00,sacks,0.0,,,,,
player,201710220min,rav,OnwuPa00,tackles_combined,6,,,,,
player,201710220min,rav,OnwuPa00,tackles_solo,5,,,,,
player,201710220min,rav,OnwuPa00,tackles_assists,1,,,,,
player,201710220min,rav,OnwuPa00,tackles_loss,1,,,,,
player,201710220min,rav,OnwuPa00,qb_hits,0,,,,,
player,201710220min,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201710220min,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201710220min,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201710220min,rav,OnwuPa00,fumbles_forced,0,,,,,
player,201710220min,rav,JeffTo00,def_int,0,,,,,
player,201710220min,rav,JeffTo00,def_int_yds,0,,,,,
player,201710220min,rav,JeffTo00,def_int_td,0,,,,,
player,201710220min,rav,JeffTo00,def_int_long,0,,,,,
player,201710220min,rav,JeffTo00,pass_defended,0,,,,,
player,201710220min,rav,JeffTo00,sacks,0.0,,,,,
player,201710220min,rav,JeffTo00,tackles_combined,5,,,,,
player,201710220min,rav,JeffTo00,tackles_solo,1,,,,,
player,201710220min,rav,JeffTo00,tackles_assists,4,,,,,
player,201710220min,rav,JeffTo00,tackles_loss,0,,,,,
player,201710220min,rav,JeffTo00,qb_hits,0,,,,,
player,201710220min,rav,JeffTo00,fumbles_rec,0,,,,,
player,201710220min,rav,JeffTo00,fumbles_rec_yds,0,,,,,
player,201710220min,rav,JeffTo00,fumbles_rec_td,0,,,,,
player,201710220min,rav,JeffTo00,fumbles_forced,0,,,,,
player,201710220min,rav,SuggTe99,def_int,0,,,,,
player,201710220min,rav,SuggTe99,def_int_yds,0,,,,,
player,201710220min,rav,SuggTe99,def_int_td,0,,,,,
player,201710220min,rav,SuggTe99,def_int_long,0,,,,,
player,201710220min,rav,SuggTe99,pass_defended,0,,,,,
player,201710220min,rav,SuggTe99,sacks,0.0,,,,,
player,201710220min,rav,SuggTe99,tackles_combined,5,,,,,
player,201710220min,rav,SuggTe99,tackles_solo,3,,,,,
player,201710220min,rav,SuggTe99,tackles_assists,2,,,,,
player,201710220min,rav,SuggTe99,tackles_loss,0,,,,,
player,201710220min,rav,SuggTe99,qb_hits,0,,,,,
