game,2017,10,20171112,201711120den,nwe,"New England Patriots",41,den,"Denver Broncos",16
player,201711120den,nwe,HoyeBr00,pass_yds,37,,,,,
player,201711120den,nwe,HoyeBr00,pass_td,0,,,,,
player,201711120den,nwe,HoyeBr00,pass_int,0,,,,,
player,201711120den,nwe,HoyeBr00,pass_sacked,0,,,,,
player,201711120den,nwe,HoyeBr00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,HoyeBr00,pass_long,27,,,,,
player,201711120den,nwe,HoyeBr00,pass_rating,118.1,,,,,
player,201711120den,nwe,HoyeBr00,rush_att,0,,,,,
player,201711120den,nwe,HoyeBr00,rush_yds,0,,,,,
player,201711120den,nwe,HoyeBr00,rush_td,0,,,,,
player,201711120den,nwe,HoyeBr00,rush_long,0,,,,,
player,201711120den,nwe,HoyeBr00,targets,0,,,,,
player,201711120den,nwe,HoyeBr00,rec,0,,,,,
player,201711120den,nwe,HoyeBr00,rec_yds,0,,,,,
player,201711120den,nwe,HoyeBr00,rec_td,0,,,,,
player,201711120den,nwe,HoyeBr00,rec_long,0,,,,,
player,201711120den,nwe,HoyeBr00,fumbles,0,,,,,
player,201711120den,nwe,HoyeBr00,fumbles_lost,0,,,,,
player,201711120den,nwe,LewiDi00,pass_cmp,0,,,,,
player,201711120den,nwe,LewiDi00,pass_att,0,,,,,
player,201711120den,nwe,LewiDi00,pass_yds,0,,,,,
player,201711120den,nwe,LewiDi00,pass_td,0,,,,,
player,201711120den,nwe,LewiDi00,pass_int,0,,,,,
player,201711120den,nwe,LewiDi00,pass_sacked,0,,,,,
player,201711120den,nwe,LewiDi00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,LewiDi00,pass_long,0,,,,,
player,201711120den,nwe,LewiDi00,pass_rating,,,,,,
player,201711120den,nwe,LewiDi00,rush_att,14,,,,,
player,201711120den,nwe,LewiDi00,rush_yds,55,,,,,
player,201711120den,nwe,LewiDi00,rush_td,1,,,,,
player,201711120den,nwe,LewiDi00,rush_long,9,,,,,
player,201711120den,nwe,LewiDi00,targets,0,,,,,
player,201711120den,nwe,LewiDi00,rec,0,,,,,
player,201711120den,nwe,LewiDi00,rec_yds,0,,,,,
player,201711120den,nwe,LewiDi00,rec_td,0,,,,,
player,201711120den,nwe,LewiDi00,rec_long,0,,,,,
player,201711120den,nwe,LewiDi00,fumbles,0,,,,,
player,201711120den,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201711120den,nwe,BurkRe00,pass_cmp,0,,,,,
player,201711120den,nwe,BurkRe00,pass_att,0,,,,,
player,201711120den,nwe,BurkRe00,pass_yds,0,,,,,
player,201711120den,nwe,BurkRe00,pass_td,0,,,,,
player,201711120den,nwe,BurkRe00,pass_int,0,,,,,
player,201711120den,nwe,BurkRe00,pass_sacked,0,,,,,
player,201711120den,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,BurkRe00,pass_long,0,,,,,
player,201711120den,nwe,BurkRe00,pass_rating,,,,,,
player,201711120den,nwe,BurkRe00,rush_att,10,,,,,
player,201711120den,nwe,BurkRe00,rush_yds,36,,,,,
player,201711120den,nwe,BurkRe00,rush_td,0,,,,,
player,201711120den,nwe,BurkRe00,rush_long,8,,,,,
player,201711120den,nwe,BurkRe00,targets,3,,,,,
player,201711120den,nwe,BurkRe00,rec,3,,,,,
player,201711120den,nwe,BurkRe00,rec_yds,27,,,,,
player,201711120den,nwe,BurkRe00,rec_td,1,,,,,
player,201711120den,nwe,BurkRe00,rec_long,14,,,,,
player,201711120den,nwe,BurkRe00,fumbles,0,,,,,
player,201711120den,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201711120den,nwe,WhitJa02,pass_cmp,0,,,,,
player,201711120den,nwe,WhitJa02,pass_att,0,,,,,
player,201711120den,nwe,WhitJa02,pass_yds,0,,,,,
player,201711120den,nwe,WhitJa02,pass_td,0,,,,,
player,201711120den,nwe,WhitJa02,pass_int,0,,,,,
player,201711120den,nwe,WhitJa02,pass_sacked,0,,,,,
player,201711120den,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201711120den,nwe,WhitJa02,pass_long,0,,,,,
player,201711120den,nwe,WhitJa02,pass_rating,,,,,,
player,201711120den,nwe,WhitJa02,rush_att,2,,,,,
player,201711120den,nwe,WhitJa02,rush_yds,7,,,,,
player,201711120den,nwe,WhitJa02,rush_td,0,,,,,
player,201711120den,nwe,WhitJa02,rush_long,4,,,,,
player,201711120den,nwe,WhitJa02,targets,3,,,,,
player,201711120den,nwe,WhitJa02,rec,3,,,,,
player,201711120den,nwe,WhitJa02,rec_yds,11,,,,,
player,201711120den,nwe,WhitJa02,rec_td,1,,,,,
player,201711120den,nwe,WhitJa02,rec_long,8,,,,,
player,201711120den,nwe,WhitJa02,fumbles,0,,,,,
player,201711120den,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201711120den,nwe,BoldBr00,pass_cmp,0,,,,,
player,201711120den,nwe,BoldBr00,pass_att,0,,,,,
player,201711120den,nwe,BoldBr00,pass_yds,0,,,,,
player,201711120den,nwe,BoldBr00,pass_td,0,,,,,
player,201711120den,nwe,BoldBr00,pass_int,0,,,,,
player,201711120den,nwe,BoldBr00,pass_sacked,0,,,,,
player,201711120den,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,BoldBr00,pass_long,0,,,,,
player,201711120den,nwe,BoldBr00,pass_rating,,,,,,
player,201711120den,nwe,BoldBr00,rush_att,2,,,,,
player,201711120den,nwe,BoldBr00,rush_yds,1,,,,,
player,201711120den,nwe,BoldBr00,rush_td,0,,,,,
player,201711120den,nwe,BoldBr00,rush_long,2,,,,,
player,201711120den,nwe,BoldBr00,targets,0,,,,,
player,201711120den,nwe,BoldBr00,rec,0,,,,,
player,201711120den,nwe,BoldBr00,rec_yds,0,,,,,
player,201711120den,nwe,BoldBr00,rec_td,0,,,,,
player,201711120den,nwe,BoldBr00,rec_long,0,,,,,
player,201711120den,nwe,BoldBr00,fumbles,0,,,,,
player,201711120den,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201711120den,nwe,GronRo00,pass_cmp,0,,,,,
player,201711120den,nwe,GronRo00,pass_att,0,,,,,
player,201711120den,nwe,GronRo00,pass_yds,0,,,,,
player,201711120den,nwe,GronRo00,pass_td,0,,,,,
player,201711120den,nwe,GronRo00,pass_int,0,,,,,
player,201711120den,nwe,GronRo00,pass_sacked,0,,,,,
player,201711120den,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,GronRo00,pass_long,0,,,,,
player,201711120den,nwe,GronRo00,pass_rating,,,,,,
player,201711120den,nwe,GronRo00,rush_att,0,,,,,
player,201711120den,nwe,GronRo00,rush_yds,0,,,,,
player,201711120den,nwe,GronRo00,rush_td,0,,,,,
player,201711120den,nwe,GronRo00,rush_long,0,,,,,
player,201711120den,nwe,GronRo00,targets,7,,,,,
player,201711120den,nwe,GronRo00,rec,4,,,,,
player,201711120den,nwe,GronRo00,rec_yds,74,,,,,
player,201711120den,nwe,GronRo00,rec_td,0,,,,,
player,201711120den,nwe,GronRo00,rec_long,26,,,,,
player,201711120den,nwe,GronRo00,fumbles,0,,,,,
player,201711120den,nwe,GronRo00,fumbles_lost,0,,,,,
player,201711120den,nwe,CookBr00,pass_cmp,0,,,,,
player,201711120den,nwe,CookBr00,pass_att,0,,,,,
player,201711120den,nwe,CookBr00,pass_yds,0,,,,,
player,201711120den,nwe,CookBr00,pass_td,0,,,,,
player,201711120den,nwe,CookBr00,pass_int,0,,,,,
player,201711120den,nwe,CookBr00,pass_sacked,0,,,,,
player,201711120den,nwe,CookBr00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,CookBr00,pass_long,0,,,,,
player,201711120den,nwe,CookBr00,pass_rating,,,,,,
player,201711120den,nwe,CookBr00,rush_att,0,,,,,
player,201711120den,nwe,CookBr00,rush_yds,0,,,,,
player,201711120den,nwe,CookBr00,rush_td,0,,,,,
player,201711120den,nwe,CookBr00,rush_long,0,,,,,
player,201711120den,nwe,CookBr00,targets,11,,,,,
player,201711120den,nwe,CookBr00,rec,6,,,,,
player,201711120den,nwe,CookBr00,rec_yds,74,,,,,
player,201711120den,nwe,CookBr00,rec_td,0,,,,,
player,201711120den,nwe,CookBr00,rec_long,27,,,,,
player,201711120den,nwe,CookBr00,fumbles,0,,,,,
player,201711120den,nwe,CookBr00,fumbles_lost,0,,,,,
player,201711120den,nwe,BennMa00,pass_cmp,0,,,,,
player,201711120den,nwe,BennMa00,pass_att,0,,,,,
player,201711120den,nwe,BennMa00,pass_yds,0,,,,,
player,201711120den,nwe,BennMa00,pass_td,0,,,,,
player,201711120den,nwe,BennMa00,pass_int,0,,,,,
player,201711120den,nwe,BennMa00,pass_sacked,0,,,,,
player,201711120den,nwe,BennMa00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,BennMa00,pass_long,0,,,,,
player,201711120den,nwe,BennMa00,pass_rating,,,,,,
player,201711120den,nwe,BennMa00,rush_att,0,,,,,
player,201711120den,nwe,BennMa00,rush_yds,0,,,,,
player,201711120den,nwe,BennMa00,rush_td,0,,,,,
player,201711120den,nwe,BennMa00,rush_long,0,,,,,
player,201711120den,nwe,BennMa00,targets,3,,,,,
player,201711120den,nwe,BennMa00,rec,3,,,,,
player,201711120den,nwe,BennMa00,rec_yds,38,,,,,
player,201711120den,nwe,BennMa00,rec_td,0,,,,,
player,201711120den,nwe,BennMa00,rec_long,27,,,,,
player,201711120den,nwe,BennMa00,fumbles,0,,,,,
player,201711120den,nwe,BennMa00,fumbles_lost,0,,,,,
player,201711120den,nwe,AmenDa00,pass_cmp,0,,,,,
player,201711120den,nwe,AmenDa00,pass_att,0,,,,,
player,201711120den,nwe,AmenDa00,pass_yds,0,,,,,
player,201711120den,nwe,AmenDa00,pass_td,0,,,,,
player,201711120den,nwe,AmenDa00,pass_int,0,,,,,
player,201711120den,nwe,AmenDa00,pass_sacked,0,,,,,
player,201711120den,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,AmenDa00,pass_long,0,,,,,
player,201711120den,nwe,AmenDa00,pass_rating,,,,,,
player,201711120den,nwe,AmenDa00,rush_att,0,,,,,
player,201711120den,nwe,AmenDa00,rush_yds,0,,,,,
player,201711120den,nwe,AmenDa00,rush_td,0,,,,,
player,201711120den,nwe,AmenDa00,rush_long,0,,,,,
player,201711120den,nwe,AmenDa00,targets,4,,,,,
player,201711120den,nwe,AmenDa00,rec,4,,,,,
player,201711120den,nwe,AmenDa00,rec_yds,36,,,,,
player,201711120den,nwe,AmenDa00,rec_td,0,,,,,
player,201711120den,nwe,AmenDa00,rec_long,16,,,,,
player,201711120den,nwe,AmenDa00,fumbles,0,,,,,
player,201711120den,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201711120den,nwe,DorsPh00,pass_cmp,0,,,,,
player,201711120den,nwe,DorsPh00,pass_att,0,,,,,
player,201711120den,nwe,DorsPh00,pass_yds,0,,,,,
player,201711120den,nwe,DorsPh00,pass_td,0,,,,,
player,201711120den,nwe,DorsPh00,pass_int,0,,,,,
player,201711120den,nwe,DorsPh00,pass_sacked,0,,,,,
player,201711120den,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,DorsPh00,pass_long,0,,,,,
player,201711120den,nwe,DorsPh00,pass_rating,,,,,,
player,201711120den,nwe,DorsPh00,rush_att,0,,,,,
player,201711120den,nwe,DorsPh00,rush_yds,0,,,,,
player,201711120den,nwe,DorsPh00,rush_td,0,,,,,
player,201711120den,nwe,DorsPh00,rush_long,0,,,,,
player,201711120den,nwe,DorsPh00,targets,2,,,,,
player,201711120den,nwe,DorsPh00,rec,2,,,,,
player,201711120den,nwe,DorsPh00,rec_yds,16,,,,,
player,201711120den,nwe,DorsPh00,rec_td,0,,,,,
player,201711120den,nwe,DorsPh00,rec_long,11,,,,,
player,201711120den,nwe,DorsPh00,fumbles,0,,,,,
player,201711120den,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201711120den,nwe,DeveJa00,pass_cmp,0,,,,,
player,201711120den,nwe,DeveJa00,pass_att,0,,,,,
player,201711120den,nwe,DeveJa00,pass_yds,0,,,,,
player,201711120den,nwe,DeveJa00,pass_td,0,,,,,
player,201711120den,nwe,DeveJa00,pass_int,0,,,,,
player,201711120den,nwe,DeveJa00,pass_sacked,0,,,,,
player,201711120den,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,DeveJa00,pass_long,0,,,,,
player,201711120den,nwe,DeveJa00,pass_rating,,,,,,
player,201711120den,nwe,DeveJa00,rush_att,0,,,,,
player,201711120den,nwe,DeveJa00,rush_yds,0,,,,,
player,201711120den,nwe,DeveJa00,rush_td,0,,,,,
player,201711120den,nwe,DeveJa00,rush_long,0,,,,,
player,201711120den,nwe,DeveJa00,targets,2,,,,,
player,201711120den,nwe,DeveJa00,rec,2,,,,,
player,201711120den,nwe,DeveJa00,rec_yds,16,,,,,
player,201711120den,nwe,DeveJa00,rec_td,0,,,,,
player,201711120den,nwe,DeveJa00,rec_long,10,,,,,
player,201711120den,nwe,DeveJa00,fumbles,0,,,,,
player,201711120den,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201711120den,nwe,AlleDw00,pass_cmp,0,,,,,
player,201711120den,nwe,AlleDw00,pass_att,0,,,,,
player,201711120den,nwe,AlleDw00,pass_yds,0,,,,,
player,201711120den,nwe,AlleDw00,pass_td,0,,,,,
player,201711120den,nwe,AlleDw00,pass_int,0,,,,,
player,201711120den,nwe,AlleDw00,pass_sacked,0,,,,,
player,201711120den,nwe,AlleDw00,pass_sacked_yds,0,,,,,
player,201711120den,nwe,AlleDw00,pass_long,0,,,,,
player,201711120den,nwe,AlleDw00,pass_rating,,,,,,
player,201711120den,nwe,AlleDw00,rush_att,0,,,,,
player,201711120den,nwe,AlleDw00,rush_yds,0,,,,,
player,201711120den,nwe,AlleDw00,rush_td,0,,,,,
player,201711120den,nwe,AlleDw00,rush_long,0,,,,,
player,201711120den,nwe,AlleDw00,targets,2,,,,,
player,201711120den,nwe,AlleDw00,rec,1,,,,,
player,201711120den,nwe,AlleDw00,rec_yds,11,,,,,
player,201711120den,nwe,AlleDw00,rec_td,1,,,,,
player,201711120den,nwe,AlleDw00,rec_long,11,,,,,
player,201711120den,nwe,AlleDw00,fumbles,0,,,,,
player,201711120den,nwe,AlleDw00,fumbles_lost,0,,,,,
player,201711120den,den,OsweBr00,pass_cmp,18,,,,,
player,201711120den,den,OsweBr00,pass_att,33,,,,,
player,201711120den,den,OsweBr00,pass_yds,221,,,,,
player,201711120den,den,OsweBr00,pass_td,1,,,,,
player,201711120den,den,OsweBr00,pass_int,1,,,,,
player,201711120den,den,OsweBr00,pass_sacked,0,,,,,
player,201711120den,den,OsweBr00,pass_sacked_yds,0,,,,,
player,201711120den,den,OsweBr00,pass_long,38,,,,,
player,201711120den,den,OsweBr00,pass_rating,72.9,,,,,
player,201711120den,den,OsweBr00,rush_att,1,,,,,
player,201711120den,den,OsweBr00,rush_yds,-1,,,,,
player,201711120den,den,OsweBr00,rush_td,0,,,,,
player,201711120den,den,OsweBr00,rush_long,-1,,,,,
player,201711120den,den,OsweBr00,targets,0,,,,,
player,201711120den,den,OsweBr00,rec,0,,,,,
player,201711120den,den,OsweBr00,rec_yds,0,,,,,
player,201711120den,den,OsweBr00,rec_td,0,,,,,
player,201711120den,den,OsweBr00,rec_long,0,,,,,
player,201711120den,den,OsweBr00,fumbles,0,,,,,
player,201711120den,den,OsweBr00,fumbles_lost,0,,,,,
player,201711120den,den,AndeC.00,pass_cmp,0,,,,,
player,201711120den,den,AndeC.00,pass_att,0,,,,,
player,201711120den,den,AndeC.00,pass_yds,0,,,,,
player,201711120den,den,AndeC.00,pass_td,0,,,,,
player,201711120den,den,AndeC.00,pass_int,0,,,,,
player,201711120den,den,AndeC.00,pass_sacked,0,,,,,
player,201711120den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201711120den,den,AndeC.00,pass_long,0,,,,,
player,201711120den,den,AndeC.00,pass_rating,,,,,,
player,201711120den,den,AndeC.00,rush_att,10,,,,,
player,201711120den,den,AndeC.00,rush_yds,54,,,,,
player,201711120den,den,AndeC.00,rush_td,0,,,,,
player,201711120den,den,AndeC.00,rush_long,21,,,,,
player,201711120den,den,AndeC.00,targets,1,,,,,
player,201711120den,den,AndeC.00,rec,1,,,,,
player,201711120den,den,AndeC.00,rec_yds,1,,,,,
player,201711120den,den,AndeC.00,rec_td,0,,,,,
player,201711120den,den,AndeC.00,rec_long,1,,,,,
player,201711120den,den,AndeC.00,fumbles,0,,,,,
player,201711120den,den,AndeC.00,fumbles_lost,0,,,,,
player,201711120den,den,CharJa00,pass_cmp,0,,,,,
player,201711120den,den,CharJa00,pass_att,0,,,,,
player,201711120den,den,CharJa00,pass_yds,0,,,,,
player,201711120den,den,CharJa00,pass_td,0,,,,,
player,201711120den,den,CharJa00,pass_int,0,,,,,
player,201711120den,den,CharJa00,pass_sacked,0,,,,,
player,201711120den,den,CharJa00,pass_sacked_yds,0,,,,,
player,201711120den,den,CharJa00,pass_long,0,,,,,
player,201711120den,den,CharJa00,pass_rating,,,,,,
player,201711120den,den,CharJa00,rush_att,8,,,,,
player,201711120den,den,CharJa00,rush_yds,38,,,,,
player,201711120den,den,CharJa00,rush_td,0,,,,,
player,201711120den,den,CharJa00,rush_long,11,,,,,
player,201711120den,den,CharJa00,targets,1,,,,,
player,201711120den,den,CharJa00,rec,0,,,,,
player,201711120den,den,CharJa00,rec_yds,0,,,,,
player,201711120den,den,CharJa00,rec_td,0,,,,,
player,201711120den,den,CharJa00,rec_long,0,,,,,
player,201711120den,den,CharJa00,fumbles,0,,,,,
player,201711120den,den,CharJa00,fumbles_lost,0,,,,,
player,201711120den,den,BookDe00,pass_cmp,0,,,,,
player,201711120den,den,BookDe00,pass_att,0,,,,,
player,201711120den,den,BookDe00,pass_yds,0,,,,,
player,201711120den,den,BookDe00,pass_td,0,,,,,
player,201711120den,den,BookDe00,pass_int,0,,,,,
player,201711120den,den,BookDe00,pass_sacked,0,,,,,
player,201711120den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201711120den,den,BookDe00,pass_long,0,,,,,
player,201711120den,den,BookDe00,pass_rating,,,,,,
player,201711120den,den,BookDe00,rush_att,8,,,,,
player,201711120den,den,BookDe00,rush_yds,24,,,,,
player,201711120den,den,BookDe00,rush_td,0,,,,,
player,201711120den,den,BookDe00,rush_long,7,,,,,
player,201711120den,den,BookDe00,targets,1,,,,,
player,201711120den,den,BookDe00,rec,1,,,,,
player,201711120den,den,BookDe00,rec_yds,5,,,,,
player,201711120den,den,BookDe00,rec_td,0,,,,,
player,201711120den,den,BookDe00,rec_long,5,,,,,
player,201711120den,den,BookDe00,fumbles,0,,,,,
player,201711120den,den,BookDe00,fumbles_lost,0,,,,,
player,201711120den,den,JanoAn00,pass_cmp,0,,,,,
player,201711120den,den,JanoAn00,pass_att,0,,,,,
player,201711120den,den,JanoAn00,pass_yds,0,,,,,
player,201711120den,den,JanoAn00,pass_td,0,,,,,
player,201711120den,den,JanoAn00,pass_int,0,,,,,
player,201711120den,den,JanoAn00,pass_sacked,0,,,,,
player,201711120den,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201711120den,den,JanoAn00,pass_long,0,,,,,
player,201711120den,den,JanoAn00,pass_rating,,,,,,
player,201711120den,den,JanoAn00,rush_att,1,,,,,
player,201711120den,den,JanoAn00,rush_yds,3,,,,,
player,201711120den,den,JanoAn00,rush_td,0,,,,,
player,201711120den,den,JanoAn00,rush_long,3,,,,,
player,201711120den,den,JanoAn00,targets,0,,,,,
player,201711120den,den,JanoAn00,rec,0,,,,,
player,201711120den,den,JanoAn00,rec_yds,0,,,,,
player,201711120den,den,JanoAn00,rec_td,0,,,,,
player,201711120den,den,JanoAn00,rec_long,0,,,,,
player,201711120den,den,JanoAn00,fumbles,0,,,,,
player,201711120den,den,JanoAn00,fumbles_lost,0,,,,,
player,201711120den,den,SandEm00,pass_cmp,0,,,,,
player,201711120den,den,SandEm00,pass_att,0,,,,,
player,201711120den,den,SandEm00,pass_yds,0,,,,,
player,201711120den,den,SandEm00,pass_td,0,,,,,
player,201711120den,den,SandEm00,pass_int,0,,,,,
player,201711120den,den,SandEm00,pass_sacked,0,,,,,
player,201711120den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201711120den,den,SandEm00,pass_long,0,,,,,
player,201711120den,den,SandEm00,pass_rating,,,,,,
player,201711120den,den,SandEm00,rush_att,0,,,,,
player,201711120den,den,SandEm00,rush_yds,0,,,,,
player,201711120den,den,SandEm00,rush_td,0,,,,,
player,201711120den,den,SandEm00,rush_long,0,,,,,
player,201711120den,den,SandEm00,targets,11,,,,,
player,201711120den,den,SandEm00,rec,6,,,,,
player,201711120den,den,SandEm00,rec_yds,137,,,,,
player,201711120den,den,SandEm00,rec_td,0,,,,,
player,201711120den,den,SandEm00,rec_long,38,,,,,
player,201711120den,den,SandEm00,fumbles,0,,,,,
player,201711120den,den,SandEm00,fumbles_lost,0,,,,,
player,201711120den,den,ThomDe03,pass_cmp,0,,,,,
player,201711120den,den,ThomDe03,pass_att,0,,,,,
player,201711120den,den,ThomDe03,pass_yds,0,,,,,
player,201711120den,den,ThomDe03,pass_td,0,,,,,
player,201711120den,den,ThomDe03,pass_int,0,,,,,
player,201711120den,den,ThomDe03,pass_sacked,0,,,,,
player,201711120den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201711120den,den,ThomDe03,pass_long,0,,,,,
player,201711120den,den,ThomDe03,pass_rating,,,,,,
player,201711120den,den,ThomDe03,rush_att,0,,,,,
player,201711120den,den,ThomDe03,rush_yds,0,,,,,
player,201711120den,den,ThomDe03,rush_td,0,,,,,
player,201711120den,den,ThomDe03,rush_long,0,,,,,
player,201711120den,den,ThomDe03,targets,8,,,,,
player,201711120den,den,ThomDe03,rec,5,,,,,
player,201711120den,den,ThomDe03,rec_yds,44,,,,,
player,201711120den,den,ThomDe03,rec_td,1,,,,,
player,201711120den,den,ThomDe03,rec_long,17,,,,,
player,201711120den,den,ThomDe03,fumbles,0,,,,,
player,201711120den,den,ThomDe03,fumbles_lost,0,,,,,
player,201711120den,den,LatiCo00,pass_cmp,0,,,,,
player,201711120den,den,LatiCo00,pass_att,0,,,,,
player,201711120den,den,LatiCo00,pass_yds,0,,,,,
player,201711120den,den,LatiCo00,pass_td,0,,,,,
player,201711120den,den,LatiCo00,pass_int,0,,,,,
player,201711120den,den,LatiCo00,pass_sacked,0,,,,,
player,201711120den,den,LatiCo00,pass_sacked_yds,0,,,,,
player,201711120den,den,LatiCo00,pass_long,0,,,,,
player,201711120den,den,LatiCo00,pass_rating,,,,,,
player,201711120den,den,LatiCo00,rush_att,0,,,,,
player,201711120den,den,LatiCo00,rush_yds,0,,,,,
player,201711120den,den,LatiCo00,rush_td,0,,,,,
player,201711120den,den,LatiCo00,rush_long,0,,,,,
player,201711120den,den,LatiCo00,targets,5,,,,,
player,201711120den,den,LatiCo00,rec,3,,,,,
player,201711120den,den,LatiCo00,rec_yds,28,,,,,
player,201711120den,den,LatiCo00,rec_td,0,,,,,
player,201711120den,den,LatiCo00,rec_long,11,,,,,
player,201711120den,den,LatiCo00,fumbles,0,,,,,
player,201711120den,den,LatiCo00,fumbles_lost,0,,,,,
player,201711120den,den,HeueJe00,pass_cmp,0,,,,,
player,201711120den,den,HeueJe00,pass_att,0,,,,,
player,201711120den,den,HeueJe00,pass_yds,0,,,,,
player,201711120den,den,HeueJe00,pass_td,0,,,,,
player,201711120den,den,HeueJe00,pass_int,0,,,,,
player,201711120den,den,HeueJe00,pass_sacked,0,,,,,
player,201711120den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201711120den,den,HeueJe00,pass_long,0,,,,,
player,201711120den,den,HeueJe00,pass_rating,,,,,,
player,201711120den,den,HeueJe00,rush_att,0,,,,,
player,201711120den,den,HeueJe00,rush_yds,0,,,,,
player,201711120den,den,HeueJe00,rush_td,0,,,,,
player,201711120den,den,HeueJe00,rush_long,0,,,,,
player,201711120den,den,HeueJe00,targets,3,,,,,
player,201711120den,den,HeueJe00,rec,1,,,,,
player,201711120den,den,HeueJe00,rec_yds,4,,,,,
player,201711120den,den,HeueJe00,rec_td,0,,,,,
player,201711120den,den,HeueJe00,rec_long,4,,,,,
player,201711120den,den,HeueJe00,fumbles,0,,,,,
player,201711120den,den,HeueJe00,fumbles_lost,0,,,,,
player,201711120den,den,DerbA.00,pass_cmp,0,,,,,
player,201711120den,den,DerbA.00,pass_att,0,,,,,
player,201711120den,den,DerbA.00,pass_yds,0,,,,,
player,201711120den,den,DerbA.00,pass_td,0,,,,,
player,201711120den,den,DerbA.00,pass_int,0,,,,,
player,201711120den,den,DerbA.00,pass_sacked,0,,,,,
player,201711120den,den,DerbA.00,pass_sacked_yds,0,,,,,
player,201711120den,den,DerbA.00,pass_long,0,,,,,
