game,2017,11,20171119,201711190nyg,kan,"Kansas City Chiefs",9,nyg,"New York Giants",12
player,201711190nyg,nyg,RodgDo99,def_int_td,0,,,,,
player,201711190nyg,nyg,RodgDo99,def_int_long,0,,,,,
player,201711190nyg,nyg,RodgDo99,pass_defended,0,,,,,
player,201711190nyg,nyg,RodgDo99,sacks,0.0,,,,,
player,201711190nyg,nyg,RodgDo99,tackles_combined,6,,,,,
player,201711190nyg,nyg,RodgDo99,tackles_solo,4,,,,,
player,201711190nyg,nyg,RodgDo99,tackles_assists,2,,,,,
player,201711190nyg,nyg,RodgDo99,tackles_loss,0,,,,,
player,201711190nyg,nyg,RodgDo99,qb_hits,0,,,,,
player,201711190nyg,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201711190nyg,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201711190nyg,nyg,TomlDa00,def_int,0,,,,,
player,201711190nyg,nyg,TomlDa00,def_int_yds,0,,,,,
player,201711190nyg,nyg,TomlDa00,def_int_td,0,,,,,
player,201711190nyg,nyg,TomlDa00,def_int_long,0,,,,,
player,201711190nyg,nyg,TomlDa00,pass_defended,0,,,,,
player,201711190nyg,nyg,TomlDa00,sacks,0.0,,,,,
player,201711190nyg,nyg,TomlDa00,tackles_combined,6,,,,,
player,201711190nyg,nyg,TomlDa00,tackles_solo,3,,,,,
player,201711190nyg,nyg,TomlDa00,tackles_assists,3,,,,,
player,201711190nyg,nyg,TomlDa00,tackles_loss,0,,,,,
player,201711190nyg,nyg,TomlDa00,qb_hits,0,,,,,
player,201711190nyg,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,AdamAn00,def_int,0,,,,,
player,201711190nyg,nyg,AdamAn00,def_int_yds,0,,,,,
player,201711190nyg,nyg,AdamAn00,def_int_td,0,,,,,
player,201711190nyg,nyg,AdamAn00,def_int_long,0,,,,,
player,201711190nyg,nyg,AdamAn00,pass_defended,0,,,,,
player,201711190nyg,nyg,AdamAn00,sacks,0.0,,,,,
player,201711190nyg,nyg,AdamAn00,tackles_combined,5,,,,,
player,201711190nyg,nyg,AdamAn00,tackles_solo,5,,,,,
player,201711190nyg,nyg,AdamAn00,tackles_assists,0,,,,,
player,201711190nyg,nyg,AdamAn00,tackles_loss,0,,,,,
player,201711190nyg,nyg,AdamAn00,qb_hits,0,,,,,
player,201711190nyg,nyg,AdamAn00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,AdamAn00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,AdamAn00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,AdamAn00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,PierJa99,def_int,0,,,,,
player,201711190nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201711190nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201711190nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201711190nyg,nyg,PierJa99,pass_defended,2,,,,,
player,201711190nyg,nyg,PierJa99,sacks,0.0,,,,,
player,201711190nyg,nyg,PierJa99,tackles_combined,5,,,,,
player,201711190nyg,nyg,PierJa99,tackles_solo,3,,,,,
player,201711190nyg,nyg,PierJa99,tackles_assists,2,,,,,
player,201711190nyg,nyg,PierJa99,tackles_loss,0,,,,,
player,201711190nyg,nyg,PierJa99,qb_hits,0,,,,,
player,201711190nyg,nyg,PierJa99,fumbles_rec,0,,,,,
player,201711190nyg,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,PierJa99,fumbles_forced,0,,,,,
player,201711190nyg,nyg,ThomDa05,def_int,0,,,,,
player,201711190nyg,nyg,ThomDa05,def_int_yds,0,,,,,
player,201711190nyg,nyg,ThomDa05,def_int_td,0,,,,,
player,201711190nyg,nyg,ThomDa05,def_int_long,0,,,,,
player,201711190nyg,nyg,ThomDa05,pass_defended,0,,,,,
player,201711190nyg,nyg,ThomDa05,sacks,0.0,,,,,
player,201711190nyg,nyg,ThomDa05,tackles_combined,5,,,,,
player,201711190nyg,nyg,ThomDa05,tackles_solo,3,,,,,
player,201711190nyg,nyg,ThomDa05,tackles_assists,2,,,,,
player,201711190nyg,nyg,ThomDa05,tackles_loss,0,,,,,
player,201711190nyg,nyg,ThomDa05,qb_hits,0,,,,,
player,201711190nyg,nyg,ThomDa05,fumbles_rec,0,,,,,
player,201711190nyg,nyg,ThomDa05,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,ThomDa05,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,ThomDa05,fumbles_forced,0,,,,,
player,201711190nyg,nyg,CasiJo99,def_int,0,,,,,
player,201711190nyg,nyg,CasiJo99,def_int_yds,0,,,,,
player,201711190nyg,nyg,CasiJo99,def_int_td,0,,,,,
player,201711190nyg,nyg,CasiJo99,def_int_long,0,,,,,
player,201711190nyg,nyg,CasiJo99,pass_defended,0,,,,,
player,201711190nyg,nyg,CasiJo99,sacks,0.0,,,,,
player,201711190nyg,nyg,CasiJo99,tackles_combined,4,,,,,
player,201711190nyg,nyg,CasiJo99,tackles_solo,2,,,,,
player,201711190nyg,nyg,CasiJo99,tackles_assists,2,,,,,
player,201711190nyg,nyg,CasiJo99,tackles_loss,0,,,,,
player,201711190nyg,nyg,CasiJo99,qb_hits,0,,,,,
player,201711190nyg,nyg,CasiJo99,fumbles_rec,0,,,,,
player,201711190nyg,nyg,CasiJo99,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,CasiJo99,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,CasiJo99,fumbles_forced,0,,,,,
player,201711190nyg,nyg,BerhNa00,def_int,0,,,,,
player,201711190nyg,nyg,BerhNa00,def_int_yds,0,,,,,
player,201711190nyg,nyg,BerhNa00,def_int_td,0,,,,,
player,201711190nyg,nyg,BerhNa00,def_int_long,0,,,,,
player,201711190nyg,nyg,BerhNa00,pass_defended,0,,,,,
player,201711190nyg,nyg,BerhNa00,sacks,0.0,,,,,
player,201711190nyg,nyg,BerhNa00,tackles_combined,3,,,,,
player,201711190nyg,nyg,BerhNa00,tackles_solo,2,,,,,
player,201711190nyg,nyg,BerhNa00,tackles_assists,1,,,,,
player,201711190nyg,nyg,BerhNa00,tackles_loss,0,,,,,
player,201711190nyg,nyg,BerhNa00,qb_hits,0,,,,,
player,201711190nyg,nyg,BerhNa00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,BerhNa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,BerhNa00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,BerhNa00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,VernOl00,def_int,0,,,,,
player,201711190nyg,nyg,VernOl00,def_int_yds,0,,,,,
player,201711190nyg,nyg,VernOl00,def_int_td,0,,,,,
player,201711190nyg,nyg,VernOl00,def_int_long,0,,,,,
player,201711190nyg,nyg,VernOl00,pass_defended,0,,,,,
player,201711190nyg,nyg,VernOl00,sacks,0.0,,,,,
player,201711190nyg,nyg,VernOl00,tackles_combined,3,,,,,
player,201711190nyg,nyg,VernOl00,tackles_solo,3,,,,,
player,201711190nyg,nyg,VernOl00,tackles_assists,0,,,,,
player,201711190nyg,nyg,VernOl00,tackles_loss,0,,,,,
player,201711190nyg,nyg,VernOl00,qb_hits,0,,,,,
player,201711190nyg,nyg,VernOl00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,VernOl00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,VernOl00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,VernOl00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,AyerAk00,def_int,0,,,,,
player,201711190nyg,nyg,AyerAk00,def_int_yds,0,,,,,
player,201711190nyg,nyg,AyerAk00,def_int_td,0,,,,,
player,201711190nyg,nyg,AyerAk00,def_int_long,0,,,,,
player,201711190nyg,nyg,AyerAk00,pass_defended,0,,,,,
player,201711190nyg,nyg,AyerAk00,sacks,0.0,,,,,
player,201711190nyg,nyg,AyerAk00,tackles_combined,2,,,,,
player,201711190nyg,nyg,AyerAk00,tackles_solo,1,,,,,
player,201711190nyg,nyg,AyerAk00,tackles_assists,1,,,,,
player,201711190nyg,nyg,AyerAk00,tackles_loss,0,,,,,
player,201711190nyg,nyg,AyerAk00,qb_hits,0,,,,,
player,201711190nyg,nyg,AyerAk00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,AyerAk00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,AyerAk00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,AyerAk00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,BromJa00,def_int,0,,,,,
player,201711190nyg,nyg,BromJa00,def_int_yds,0,,,,,
player,201711190nyg,nyg,BromJa00,def_int_td,0,,,,,
player,201711190nyg,nyg,BromJa00,def_int_long,0,,,,,
player,201711190nyg,nyg,BromJa00,pass_defended,0,,,,,
player,201711190nyg,nyg,BromJa00,sacks,0.0,,,,,
player,201711190nyg,nyg,BromJa00,tackles_combined,2,,,,,
player,201711190nyg,nyg,BromJa00,tackles_solo,1,,,,,
player,201711190nyg,nyg,BromJa00,tackles_assists,1,,,,,
player,201711190nyg,nyg,BromJa00,tackles_loss,0,,,,,
player,201711190nyg,nyg,BromJa00,qb_hits,0,,,,,
player,201711190nyg,nyg,BromJa00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,BromJa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,BromJa00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,BromJa00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,AdamJe01,def_int,0,,,,,
player,201711190nyg,nyg,AdamJe01,def_int_yds,0,,,,,
player,201711190nyg,nyg,AdamJe01,def_int_td,0,,,,,
player,201711190nyg,nyg,AdamJe01,def_int_long,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_defended,0,,,,,
player,201711190nyg,nyg,AdamJe01,sacks,0.0,,,,,
player,201711190nyg,nyg,AdamJe01,tackles_combined,1,,,,,
player,201711190nyg,nyg,AdamJe01,tackles_solo,1,,,,,
player,201711190nyg,nyg,AdamJe01,tackles_assists,0,,,,,
player,201711190nyg,nyg,AdamJe01,tackles_loss,0,,,,,
player,201711190nyg,nyg,AdamJe01,qb_hits,0,,,,,
player,201711190nyg,nyg,AdamJe01,fumbles_rec,0,,,,,
player,201711190nyg,nyg,AdamJe01,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,AdamJe01,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,AdamJe01,fumbles_forced,0,,,,,
player,201711190nyg,nyg,DeayDo01,def_int,0,,,,,
player,201711190nyg,nyg,DeayDo01,def_int_yds,0,,,,,
player,201711190nyg,nyg,DeayDo01,def_int_td,0,,,,,
player,201711190nyg,nyg,DeayDo01,def_int_long,0,,,,,
player,201711190nyg,nyg,DeayDo01,pass_defended,0,,,,,
player,201711190nyg,nyg,DeayDo01,sacks,0.0,,,,,
player,201711190nyg,nyg,DeayDo01,tackles_combined,1,,,,,
player,201711190nyg,nyg,DeayDo01,tackles_solo,0,,,,,
player,201711190nyg,nyg,DeayDo01,tackles_assists,1,,,,,
player,201711190nyg,nyg,DeayDo01,tackles_loss,0,,,,,
player,201711190nyg,nyg,DeayDo01,qb_hits,0,,,,,
player,201711190nyg,nyg,DeayDo01,fumbles_rec,0,,,,,
player,201711190nyg,nyg,DeayDo01,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,DeayDo01,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,DeayDo01,fumbles_forced,0,,,,,
player,201711190nyg,nyg,GallWa00,def_int,0,,,,,
player,201711190nyg,nyg,GallWa00,def_int_yds,0,,,,,
player,201711190nyg,nyg,GallWa00,def_int_td,0,,,,,
player,201711190nyg,nyg,GallWa00,def_int_long,0,,,,,
player,201711190nyg,nyg,GallWa00,pass_defended,0,,,,,
player,201711190nyg,nyg,GallWa00,sacks,0.0,,,,,
player,201711190nyg,nyg,GallWa00,tackles_combined,1,,,,,
player,201711190nyg,nyg,GallWa00,tackles_solo,1,,,,,
player,201711190nyg,nyg,GallWa00,tackles_assists,0,,,,,
player,201711190nyg,nyg,GallWa00,tackles_loss,0,,,,,
player,201711190nyg,nyg,GallWa00,qb_hits,0,,,,,
player,201711190nyg,nyg,GallWa00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,GallWa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,GallWa00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,GallWa00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,GranCu01,def_int,0,,,,,
player,201711190nyg,nyg,GranCu01,def_int_yds,0,,,,,
player,201711190nyg,nyg,GranCu01,def_int_td,0,,,,,
player,201711190nyg,nyg,GranCu01,def_int_long,0,,,,,
player,201711190nyg,nyg,GranCu01,pass_defended,0,,,,,
player,201711190nyg,nyg,GranCu01,sacks,0.0,,,,,
player,201711190nyg,nyg,GranCu01,tackles_combined,1,,,,,
player,201711190nyg,nyg,GranCu01,tackles_solo,1,,,,,
player,201711190nyg,nyg,GranCu01,tackles_assists,0,,,,,
player,201711190nyg,nyg,GranCu01,tackles_loss,0,,,,,
player,201711190nyg,nyg,GranCu01,qb_hits,0,,,,,
player,201711190nyg,nyg,GranCu01,fumbles_rec,0,,,,,
player,201711190nyg,nyg,GranCu01,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,GranCu01,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,GranCu01,fumbles_forced,0,,,,,
player,201711190nyg,nyg,MossAv00,def_int,0,,,,,
player,201711190nyg,nyg,MossAv00,def_int_yds,0,,,,,
player,201711190nyg,nyg,MossAv00,def_int_td,0,,,,,
player,201711190nyg,nyg,MossAv00,def_int_long,0,,,,,
player,201711190nyg,nyg,MossAv00,pass_defended,0,,,,,
player,201711190nyg,nyg,MossAv00,sacks,0.0,,,,,
player,201711190nyg,nyg,MossAv00,tackles_combined,1,,,,,
player,201711190nyg,nyg,MossAv00,tackles_solo,1,,,,,
player,201711190nyg,nyg,MossAv00,tackles_assists,0,,,,,
player,201711190nyg,nyg,MossAv00,tackles_loss,0,,,,,
player,201711190nyg,nyg,MossAv00,qb_hits,1,,,,,
player,201711190nyg,nyg,MossAv00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,MossAv00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,MossAv00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,MossAv00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,SmitSh02,def_int,0,,,,,
player,201711190nyg,nyg,SmitSh02,def_int_yds,0,,,,,
player,201711190nyg,nyg,SmitSh02,def_int_td,0,,,,,
player,201711190nyg,nyg,SmitSh02,def_int_long,0,,,,,
player,201711190nyg,nyg,SmitSh02,pass_defended,0,,,,,
player,201711190nyg,nyg,SmitSh02,sacks,0.0,,,,,
player,201711190nyg,nyg,SmitSh02,tackles_combined,1,,,,,
player,201711190nyg,nyg,SmitSh02,tackles_solo,0,,,,,
player,201711190nyg,nyg,SmitSh02,tackles_assists,1,,,,,
player,201711190nyg,nyg,SmitSh02,tackles_loss,0,,,,,
player,201711190nyg,nyg,SmitSh02,qb_hits,0,,,,,
player,201711190nyg,nyg,SmitSh02,fumbles_rec,0,,,,,
player,201711190nyg,nyg,SmitSh02,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,SmitSh02,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,SmitSh02,fumbles_forced,0,,,,,
player,201711190nyg,nyg,RaymKa00,def_int,0,,,,,
player,201711190nyg,nyg,RaymKa00,def_int_yds,0,,,,,
player,201711190nyg,nyg,RaymKa00,def_int_td,0,,,,,
player,201711190nyg,nyg,RaymKa00,def_int_long,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_defended,0,,,,,
player,201711190nyg,nyg,RaymKa00,sacks,0.0,,,,,
player,201711190nyg,nyg,RaymKa00,tackles_combined,0,,,,,
player,201711190nyg,nyg,RaymKa00,tackles_solo,0,,,,,
player,201711190nyg,nyg,RaymKa00,tackles_assists,0,,,,,
player,201711190nyg,nyg,RaymKa00,tackles_loss,0,,,,,
player,201711190nyg,nyg,RaymKa00,qb_hits,0,,,,,
player,201711190nyg,nyg,RaymKa00,fumbles_rec,1,,,,,
player,201711190nyg,nyg,RaymKa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,RaymKa00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,RaymKa00,fumbles_forced,0,,,,,
player,201711190nyg,kan,ThomDe05,kick_ret,1,,,,,
player,201711190nyg,kan,ThomDe05,kick_ret_yds,39,,,,,
player,201711190nyg,kan,ThomDe05,kick_ret_yds_per_ret,39.0,,,,,
player,201711190nyg,kan,ThomDe05,kick_ret_td,0,,,,,
player,201711190nyg,kan,ThomDe05,kick_ret_long,39,,,,,
player,201711190nyg,kan,ThomDe05,punt_ret,2,,,,,
player,201711190nyg,kan,ThomDe05,punt_ret_yds,8,,,,,
player,201711190nyg,kan,ThomDe05,punt_ret_yds_per_ret,4.0,,,,,
player,201711190nyg,kan,ThomDe05,punt_ret_td,0,,,,,
player,201711190nyg,kan,ThomDe05,punt_ret_long,8,,,,,
player,201711190nyg,kan,HillTy00,kick_ret,0,,,,,
player,201711190nyg,kan,HillTy00,kick_ret_yds,0,,,,,
player,201711190nyg,kan,HillTy00,kick_ret_yds_per_ret,,,,,,
player,201711190nyg,kan,HillTy00,kick_ret_td,0,,,,,
player,201711190nyg,kan,HillTy00,kick_ret_long,0,,,,,
player,201711190nyg,kan,HillTy00,punt_ret,2,,,,,
player,201711190nyg,kan,HillTy00,punt_ret_yds,9,,,,,
player,201711190nyg,kan,HillTy00,punt_ret_yds_per_ret,4.5,,,,,
player,201711190nyg,kan,HillTy00,punt_ret_td,0,,,,,
player,201711190nyg,kan,HillTy00,punt_ret_long,5,,,,,
player,201711190nyg,kan,HuntAk01,kick_ret,3,,,,,
player,201711190nyg,kan,HuntAk01,kick_ret_yds,49,,,,,
player,201711190nyg,kan,HuntAk01,kick_ret_yds_per_ret,16.3,,,,,
player,201711190nyg,kan,HuntAk01,kick_ret_td,0,,,,,
player,201711190nyg,kan,HuntAk01,kick_ret_long,21,,,,,
player,201711190nyg,kan,HuntAk01,punt_ret,0,,,,,
player,201711190nyg,kan,HuntAk01,punt_ret_yds,0,,,,,
player,201711190nyg,kan,HuntAk01,punt_ret_yds_per_ret,,,,,,
player,201711190nyg,kan,HuntAk01,punt_ret_td,0,,,,,
player,201711190nyg,kan,HuntAk01,punt_ret_long,0,,,,,
player,201711190nyg,nyg,RaymKa00,kick_ret,1,,,,,
player,201711190nyg,nyg,RaymKa00,kick_ret_yds,6,,,,,
player,201711190nyg,nyg,RaymKa00,kick_ret_yds_per_ret,6.0,,,,,
player,201711190nyg,nyg,RaymKa00,kick_ret_td,0,,,,,
player,201711190nyg,nyg,RaymKa00,kick_ret_long,6,,,,,
player,201711190nyg,nyg,RaymKa00,punt_ret,2,,,,,
player,201711190nyg,nyg,RaymKa00,punt_ret_yds,8,,,,,
player,201711190nyg,nyg,RaymKa00,punt_ret_yds_per_ret,4.0,,,,,
player,201711190nyg,nyg,RaymKa00,punt_ret_td,0,,,,,
player,201711190nyg,nyg,RaymKa00,punt_ret_long,8,,,,,
player,201711190nyg,kan,ColqDu20,xpm,,,,,,
player,201711190nyg,kan,ColqDu20,xpa,,,,,,
player,201711190nyg,kan,ColqDu20,fgm,,,,,,
player,201711190nyg,kan,ColqDu20,fga,,,,,,
player,201711190nyg,kan,ColqDu20,punt,5,,,,,
player,201711190nyg,kan,ColqDu20,punt_yds,215,,,,,
player,201711190nyg,kan,ColqDu20,punt_yds_per_punt,43.0,,,,,
player,201711190nyg,kan,ColqDu20,punt_long,58,,,,,
player,201711190nyg,kan,ButkHa00,xpm,,,,,,
player,201711190nyg,kan,ButkHa00,xpa,,,,,,
player,201711190nyg,kan,ButkHa00,fgm,3,,,,,
player,201711190nyg,kan,ButkHa00,fga,3,,,,,
player,201711190nyg,kan,ButkHa00,punt,0,,,,,
player,201711190nyg,kan,ButkHa00,punt_yds,0,,,,,
player,201711190nyg,kan,ButkHa00,punt_yds_per_punt,,,,,,
player,201711190nyg,kan,ButkHa00,punt_long,0,,,,,
player,201711190nyg,nyg,RosaAl00,xpm,,,,,,
player,201711190nyg,nyg,RosaAl00,xpa,1,,,,,
player,201711190nyg,nyg,RosaAl00,fgm,2,,,,,
player,201711190nyg,nyg,RosaAl00,fga,2,,,,,
player,201711190nyg,nyg,RosaAl00,punt,0,,,,,
player,201711190nyg,nyg,RosaAl00,punt_yds,0,,,,,
player,201711190nyg,nyg,RosaAl00,punt_yds_per_punt,,,,,,
player,201711190nyg,nyg,RosaAl00,punt_long,0,,,,,
player,201711190nyg,nyg,WingBr00,xpm,,,,,,
player,201711190nyg,nyg,WingBr00,xpa,,,,,,
player,201711190nyg,nyg,WingBr00,fgm,,,,,,
player,201711190nyg,nyg,WingBr00,fga,,,,,,
player,201711190nyg,nyg,WingBr00,punt,6,,,,,
player,201711190nyg,nyg,WingBr00,punt_yds,272,,,,,
player,201711190nyg,nyg,WingBr00,punt_yds_per_punt,45.3,,,,,
player,201711190nyg,nyg,WingBr00,punt_long,57,,,,,
player,201711190nyg,nyg,JerrJo20,pos,G,,,,,
player,201711190nyg,nyg,JerrJo20,offense,69,,,,,
player,201711190nyg,nyg,JerrJo20,off_pct,100%,,,,,
player,201711190nyg,nyg,JerrJo20,defense,0,,,,,
player,201711190nyg,nyg,JerrJo20,def_pct,0%,,,,,
player,201711190nyg,nyg,JerrJo20,special_teams,3,,,,,
player,201711190nyg,nyg,JerrJo20,st_pct,12%,,,,,
player,201711190nyg,nyg,FlukDJ00,pos,G,,,,,
player,201711190nyg,nyg,FlukDJ00,offense,69,,,,,
player,201711190nyg,nyg,FlukDJ00,off_pct,100%,,,,,
player,201711190nyg,nyg,FlukDJ00,defense,0,,,,,
player,201711190nyg,nyg,FlukDJ00,def_pct,0%,,,,,
player,201711190nyg,nyg,FlukDJ00,special_teams,3,,,,,
player,201711190nyg,nyg,FlukDJ00,st_pct,12%,,,,,
player,201711190nyg,nyg,WheeCh00,pos,T,,,,,
player,201711190nyg,nyg,WheeCh00,offense,69,,,,,
player,201711190nyg,nyg,WheeCh00,off_pct,100%,,,,,
player,201711190nyg,nyg,WheeCh00,defense,0,,,,,
player,201711190nyg,nyg,WheeCh00,def_pct,0%,,,,,
player,201711190nyg,nyg,WheeCh00,special_teams,3,,,,,
player,201711190nyg,nyg,WheeCh00,st_pct,12%,,,,,
player,201711190nyg,nyg,FlowEr00,pos,T,,,,,
player,201711190nyg,nyg,FlowEr00,offense,69,,,,,
player,201711190nyg,nyg,FlowEr00,off_pct,100%,,,,,
player,201711190nyg,nyg,FlowEr00,defense,0,,,,,
player,201711190nyg,nyg,FlowEr00,def_pct,0%,,,,,
player,201711190nyg,nyg,FlowEr00,special_teams,3,,,,,
player,201711190nyg,nyg,FlowEr00,st_pct,12%,,,,,
player,201711190nyg,nyg,JoneBr04,pos,C,,,,,
player,201711190nyg,nyg,JoneBr04,offense,69,,,,,
player,201711190nyg,nyg,JoneBr04,off_pct,100%,,,,,
player,201711190nyg,nyg,JoneBr04,defense,0,,,,,
player,201711190nyg,nyg,JoneBr04,def_pct,0%,,,,,
player,201711190nyg,nyg,JoneBr04,special_teams,0,,,,,
player,201711190nyg,nyg,JoneBr04,st_pct,0%,,,,,
player,201711190nyg,nyg,MannEl00,pos,QB,,,,,
player,201711190nyg,nyg,MannEl00,offense,69,,,,,
player,201711190nyg,nyg,MannEl00,off_pct,100%,,,,,
player,201711190nyg,nyg,MannEl00,defense,0,,,,,
player,201711190nyg,nyg,MannEl00,def_pct,0%,,,,,
player,201711190nyg,nyg,MannEl00,special_teams,0,,,,,
player,201711190nyg,nyg,MannEl00,st_pct,0%,,,,,
player,201711190nyg,nyg,KingTa00,pos,WR,,,,,
player,201711190nyg,nyg,KingTa00,offense,65,,,,,
player,201711190nyg,nyg,KingTa00,off_pct,94%,,,,,
player,201711190nyg,nyg,KingTa00,defense,0,,,,,
player,201711190nyg,nyg,KingTa00,def_pct,0%,,,,,
player,201711190nyg,nyg,KingTa00,special_teams,0,,,,,
player,201711190nyg,nyg,KingTa00,st_pct,0%,,,,,
player,201711190nyg,nyg,EngrEv00,pos,TE,,,,,
player,201711190nyg,nyg,EngrEv00,offense,58,,,,,
player,201711190nyg,nyg,EngrEv00,off_pct,84%,,,,,
player,201711190nyg,nyg,EngrEv00,defense,0,,,,,
player,201711190nyg,nyg,EngrEv00,def_pct,0%,,,,,
player,201711190nyg,nyg,EngrEv00,special_teams,3,,,,,
player,201711190nyg,nyg,EngrEv00,st_pct,12%,,,,,
player,201711190nyg,nyg,LewiRo03,pos,WR,,,,,
player,201711190nyg,nyg,LewiRo03,offense,52,,,,,
player,201711190nyg,nyg,LewiRo03,off_pct,75%,,,,,
player,201711190nyg,nyg,LewiRo03,defense,0,,,,,
player,201711190nyg,nyg,LewiRo03,def_pct,0%,,,,,
player,201711190nyg,nyg,LewiRo03,special_teams,0,,,,,
player,201711190nyg,nyg,LewiRo03,st_pct,0%,,,,,
player,201711190nyg,nyg,ElliRh00,pos,TE,,,,,
player,201711190nyg,nyg,ElliRh00,offense,46,,,,,
player,201711190nyg,nyg,ElliRh00,off_pct,67%,,,,,
player,201711190nyg,nyg,ElliRh00,defense,0,,,,,
player,201711190nyg,nyg,ElliRh00,def_pct,0%,,,,,
player,201711190nyg,nyg,ElliRh00,special_teams,14,,,,,
player,201711190nyg,nyg,ElliRh00,st_pct,54%,,,,,
player,201711190nyg,nyg,DarkOr00,pos,RB,,,,,
player,201711190nyg,nyg,DarkOr00,offense,30,,,,,
player,201711190nyg,nyg,DarkOr00,off_pct,43%,,,,,
player,201711190nyg,nyg,DarkOr00,defense,0,,,,,
player,201711190nyg,nyg,DarkOr00,def_pct,0%,,,,,
player,201711190nyg,nyg,DarkOr00,special_teams,3,,,,,
player,201711190nyg,nyg,DarkOr00,st_pct,12%,,,,,
player,201711190nyg,nyg,RudoTr00,pos,WR,,,,,
player,201711190nyg,nyg,RudoTr00,offense,27,,,,,
player,201711190nyg,nyg,RudoTr00,off_pct,39%,,,,,
player,201711190nyg,nyg,RudoTr00,defense,0,,,,,
player,201711190nyg,nyg,RudoTr00,def_pct,0%,,,,,
player,201711190nyg,nyg,RudoTr00,special_teams,0,,,,,
player,201711190nyg,nyg,RudoTr00,st_pct,0%,,,,,
player,201711190nyg,nyg,VereSh00,pos,RB,,,,,
player,201711190nyg,nyg,VereSh00,offense,23,,,,,
player,201711190nyg,nyg,VereSh00,off_pct,33%,,,,,
player,201711190nyg,nyg,VereSh00,defense,0,,,,,
player,201711190nyg,nyg,VereSh00,def_pct,0%,,,,,
player,201711190nyg,nyg,VereSh00,special_teams,4,,,,,
player,201711190nyg,nyg,VereSh00,st_pct,15%,,,,,
player,201711190nyg,nyg,GallWa00,pos,RB,,,,,
player,201711190nyg,nyg,GallWa00,offense,16,,,,,
player,201711190nyg,nyg,GallWa00,off_pct,23%,,,,,
player,201711190nyg,nyg,GallWa00,defense,0,,,,,
player,201711190nyg,nyg,GallWa00,def_pct,0%,,,,,
