game,2017,7,20171022,201710220sdg,den,"Denver Broncos",0,sdg,"Los Angeles Chargers",21
player,201710220sdg,den,PekoDo20,tackles_assists,0,,,,,
player,201710220sdg,den,PekoDo20,tackles_loss,3,,,,,
player,201710220sdg,den,PekoDo20,qb_hits,1,,,,,
player,201710220sdg,den,PekoDo20,fumbles_rec,0,,,,,
player,201710220sdg,den,PekoDo20,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,PekoDo20,fumbles_rec_td,0,,,,,
player,201710220sdg,den,PekoDo20,fumbles_forced,0,,,,,
player,201710220sdg,den,DaviTo01,def_int,0,,,,,
player,201710220sdg,den,DaviTo01,def_int_yds,0,,,,,
player,201710220sdg,den,DaviTo01,def_int_td,0,,,,,
player,201710220sdg,den,DaviTo01,def_int_long,0,,,,,
player,201710220sdg,den,DaviTo01,pass_defended,0,,,,,
player,201710220sdg,den,DaviTo01,sacks,0.0,,,,,
player,201710220sdg,den,DaviTo01,tackles_combined,10,,,,,
player,201710220sdg,den,DaviTo01,tackles_solo,7,,,,,
player,201710220sdg,den,DaviTo01,tackles_assists,3,,,,,
player,201710220sdg,den,DaviTo01,tackles_loss,0,,,,,
player,201710220sdg,den,DaviTo01,qb_hits,0,,,,,
player,201710220sdg,den,DaviTo01,fumbles_rec,0,,,,,
player,201710220sdg,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201710220sdg,den,DaviTo01,fumbles_forced,0,,,,,
player,201710220sdg,den,MarsBr01,def_int,0,,,,,
player,201710220sdg,den,MarsBr01,def_int_yds,0,,,,,
player,201710220sdg,den,MarsBr01,def_int_td,0,,,,,
player,201710220sdg,den,MarsBr01,def_int_long,0,,,,,
player,201710220sdg,den,MarsBr01,pass_defended,0,,,,,
player,201710220sdg,den,MarsBr01,sacks,0.0,,,,,
player,201710220sdg,den,MarsBr01,tackles_combined,7,,,,,
player,201710220sdg,den,MarsBr01,tackles_solo,3,,,,,
player,201710220sdg,den,MarsBr01,tackles_assists,4,,,,,
player,201710220sdg,den,MarsBr01,tackles_loss,0,,,,,
player,201710220sdg,den,MarsBr01,qb_hits,0,,,,,
player,201710220sdg,den,MarsBr01,fumbles_rec,0,,,,,
player,201710220sdg,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201710220sdg,den,MarsBr01,fumbles_forced,0,,,,,
player,201710220sdg,den,ParkWi01,def_int,0,,,,,
player,201710220sdg,den,ParkWi01,def_int_yds,0,,,,,
player,201710220sdg,den,ParkWi01,def_int_td,0,,,,,
player,201710220sdg,den,ParkWi01,def_int_long,0,,,,,
player,201710220sdg,den,ParkWi01,pass_defended,0,,,,,
player,201710220sdg,den,ParkWi01,sacks,0.0,,,,,
player,201710220sdg,den,ParkWi01,tackles_combined,5,,,,,
player,201710220sdg,den,ParkWi01,tackles_solo,1,,,,,
player,201710220sdg,den,ParkWi01,tackles_assists,4,,,,,
player,201710220sdg,den,ParkWi01,tackles_loss,0,,,,,
player,201710220sdg,den,ParkWi01,qb_hits,1,,,,,
player,201710220sdg,den,ParkWi01,fumbles_rec,0,,,,,
player,201710220sdg,den,ParkWi01,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,ParkWi01,fumbles_rec_td,0,,,,,
player,201710220sdg,den,ParkWi01,fumbles_forced,0,,,,,
player,201710220sdg,den,AndeZa01,def_int,0,,,,,
player,201710220sdg,den,AndeZa01,def_int_yds,0,,,,,
player,201710220sdg,den,AndeZa01,def_int_td,0,,,,,
player,201710220sdg,den,AndeZa01,def_int_long,0,,,,,
player,201710220sdg,den,AndeZa01,pass_defended,0,,,,,
player,201710220sdg,den,AndeZa01,sacks,0.0,,,,,
player,201710220sdg,den,AndeZa01,tackles_combined,4,,,,,
player,201710220sdg,den,AndeZa01,tackles_solo,4,,,,,
player,201710220sdg,den,AndeZa01,tackles_assists,0,,,,,
player,201710220sdg,den,AndeZa01,tackles_loss,0,,,,,
player,201710220sdg,den,AndeZa01,qb_hits,0,,,,,
player,201710220sdg,den,AndeZa01,fumbles_rec,0,,,,,
player,201710220sdg,den,AndeZa01,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,AndeZa01,fumbles_rec_td,0,,,,,
player,201710220sdg,den,AndeZa01,fumbles_forced,0,,,,,
player,201710220sdg,den,HarrCh01,def_int,0,,,,,
player,201710220sdg,den,HarrCh01,def_int_yds,0,,,,,
player,201710220sdg,den,HarrCh01,def_int_td,0,,,,,
player,201710220sdg,den,HarrCh01,def_int_long,0,,,,,
player,201710220sdg,den,HarrCh01,pass_defended,0,,,,,
player,201710220sdg,den,HarrCh01,sacks,0.0,,,,,
player,201710220sdg,den,HarrCh01,tackles_combined,3,,,,,
player,201710220sdg,den,HarrCh01,tackles_solo,2,,,,,
player,201710220sdg,den,HarrCh01,tackles_assists,1,,,,,
player,201710220sdg,den,HarrCh01,tackles_loss,0,,,,,
player,201710220sdg,den,HarrCh01,qb_hits,0,,,,,
player,201710220sdg,den,HarrCh01,fumbles_rec,0,,,,,
player,201710220sdg,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201710220sdg,den,HarrCh01,fumbles_forced,0,,,,,
player,201710220sdg,den,RobyBr00,def_int,0,,,,,
player,201710220sdg,den,RobyBr00,def_int_yds,0,,,,,
player,201710220sdg,den,RobyBr00,def_int_td,0,,,,,
player,201710220sdg,den,RobyBr00,def_int_long,0,,,,,
player,201710220sdg,den,RobyBr00,pass_defended,2,,,,,
player,201710220sdg,den,RobyBr00,sacks,0.0,,,,,
player,201710220sdg,den,RobyBr00,tackles_combined,3,,,,,
player,201710220sdg,den,RobyBr00,tackles_solo,3,,,,,
player,201710220sdg,den,RobyBr00,tackles_assists,0,,,,,
player,201710220sdg,den,RobyBr00,tackles_loss,0,,,,,
player,201710220sdg,den,RobyBr00,qb_hits,0,,,,,
player,201710220sdg,den,RobyBr00,fumbles_rec,0,,,,,
player,201710220sdg,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,RobyBr00,fumbles_forced,0,,,,,
player,201710220sdg,den,WolfDe00,def_int,0,,,,,
player,201710220sdg,den,WolfDe00,def_int_yds,0,,,,,
player,201710220sdg,den,WolfDe00,def_int_td,0,,,,,
player,201710220sdg,den,WolfDe00,def_int_long,0,,,,,
player,201710220sdg,den,WolfDe00,pass_defended,0,,,,,
player,201710220sdg,den,WolfDe00,sacks,0.0,,,,,
player,201710220sdg,den,WolfDe00,tackles_combined,3,,,,,
player,201710220sdg,den,WolfDe00,tackles_solo,2,,,,,
player,201710220sdg,den,WolfDe00,tackles_assists,1,,,,,
player,201710220sdg,den,WolfDe00,tackles_loss,0,,,,,
player,201710220sdg,den,WolfDe00,qb_hits,0,,,,,
player,201710220sdg,den,WolfDe00,fumbles_rec,0,,,,,
player,201710220sdg,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,WolfDe00,fumbles_forced,0,,,,,
player,201710220sdg,den,GotsAd00,def_int,0,,,,,
player,201710220sdg,den,GotsAd00,def_int_yds,0,,,,,
player,201710220sdg,den,GotsAd00,def_int_td,0,,,,,
player,201710220sdg,den,GotsAd00,def_int_long,0,,,,,
player,201710220sdg,den,GotsAd00,pass_defended,0,,,,,
player,201710220sdg,den,GotsAd00,sacks,0.0,,,,,
player,201710220sdg,den,GotsAd00,tackles_combined,2,,,,,
player,201710220sdg,den,GotsAd00,tackles_solo,1,,,,,
player,201710220sdg,den,GotsAd00,tackles_assists,1,,,,,
player,201710220sdg,den,GotsAd00,tackles_loss,0,,,,,
player,201710220sdg,den,GotsAd00,qb_hits,0,,,,,
player,201710220sdg,den,GotsAd00,fumbles_rec,0,,,,,
player,201710220sdg,den,GotsAd00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,GotsAd00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,GotsAd00,fumbles_forced,0,,,,,
player,201710220sdg,den,HarrSh00,def_int,0,,,,,
player,201710220sdg,den,HarrSh00,def_int_yds,0,,,,,
player,201710220sdg,den,HarrSh00,def_int_td,0,,,,,
player,201710220sdg,den,HarrSh00,def_int_long,0,,,,,
player,201710220sdg,den,HarrSh00,pass_defended,0,,,,,
player,201710220sdg,den,HarrSh00,sacks,0.0,,,,,
player,201710220sdg,den,HarrSh00,tackles_combined,2,,,,,
player,201710220sdg,den,HarrSh00,tackles_solo,2,,,,,
player,201710220sdg,den,HarrSh00,tackles_assists,0,,,,,
player,201710220sdg,den,HarrSh00,tackles_loss,0,,,,,
player,201710220sdg,den,HarrSh00,qb_hits,0,,,,,
player,201710220sdg,den,HarrSh00,fumbles_rec,0,,,,,
player,201710220sdg,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,HarrSh00,fumbles_forced,0,,,,,
player,201710220sdg,den,SimmJu00,def_int,0,,,,,
player,201710220sdg,den,SimmJu00,def_int_yds,0,,,,,
player,201710220sdg,den,SimmJu00,def_int_td,0,,,,,
player,201710220sdg,den,SimmJu00,def_int_long,0,,,,,
player,201710220sdg,den,SimmJu00,pass_defended,0,,,,,
player,201710220sdg,den,SimmJu00,sacks,0.0,,,,,
player,201710220sdg,den,SimmJu00,tackles_combined,2,,,,,
player,201710220sdg,den,SimmJu00,tackles_solo,1,,,,,
player,201710220sdg,den,SimmJu00,tackles_assists,1,,,,,
player,201710220sdg,den,SimmJu00,tackles_loss,0,,,,,
player,201710220sdg,den,SimmJu00,qb_hits,0,,,,,
player,201710220sdg,den,SimmJu00,fumbles_rec,0,,,,,
player,201710220sdg,den,SimmJu00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,SimmJu00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,SimmJu00,fumbles_forced,0,,,,,
player,201710220sdg,den,TaliAq99,def_int,0,,,,,
player,201710220sdg,den,TaliAq99,def_int_yds,0,,,,,
player,201710220sdg,den,TaliAq99,def_int_td,0,,,,,
player,201710220sdg,den,TaliAq99,def_int_long,0,,,,,
player,201710220sdg,den,TaliAq99,pass_defended,1,,,,,
player,201710220sdg,den,TaliAq99,sacks,0.0,,,,,
player,201710220sdg,den,TaliAq99,tackles_combined,2,,,,,
player,201710220sdg,den,TaliAq99,tackles_solo,2,,,,,
player,201710220sdg,den,TaliAq99,tackles_assists,0,,,,,
player,201710220sdg,den,TaliAq99,tackles_loss,0,,,,,
player,201710220sdg,den,TaliAq99,qb_hits,0,,,,,
player,201710220sdg,den,TaliAq99,fumbles_rec,0,,,,,
player,201710220sdg,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201710220sdg,den,TaliAq99,fumbles_forced,0,,,,,
player,201710220sdg,den,BarrSh00,def_int,0,,,,,
player,201710220sdg,den,BarrSh00,def_int_yds,0,,,,,
player,201710220sdg,den,BarrSh00,def_int_td,0,,,,,
player,201710220sdg,den,BarrSh00,def_int_long,0,,,,,
player,201710220sdg,den,BarrSh00,pass_defended,0,,,,,
player,201710220sdg,den,BarrSh00,sacks,0.0,,,,,
player,201710220sdg,den,BarrSh00,tackles_combined,1,,,,,
player,201710220sdg,den,BarrSh00,tackles_solo,1,,,,,
player,201710220sdg,den,BarrSh00,tackles_assists,0,,,,,
player,201710220sdg,den,BarrSh00,tackles_loss,0,,,,,
player,201710220sdg,den,BarrSh00,qb_hits,0,,,,,
player,201710220sdg,den,BarrSh00,fumbles_rec,0,,,,,
player,201710220sdg,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,BarrSh00,fumbles_forced,0,,,,,
player,201710220sdg,den,DixoRi00,def_int,0,,,,,
player,201710220sdg,den,DixoRi00,def_int_yds,0,,,,,
player,201710220sdg,den,DixoRi00,def_int_td,0,,,,,
player,201710220sdg,den,DixoRi00,def_int_long,0,,,,,
player,201710220sdg,den,DixoRi00,pass_defended,0,,,,,
player,201710220sdg,den,DixoRi00,sacks,0.0,,,,,
player,201710220sdg,den,DixoRi00,tackles_combined,1,,,,,
player,201710220sdg,den,DixoRi00,tackles_solo,1,,,,,
player,201710220sdg,den,DixoRi00,tackles_assists,0,,,,,
player,201710220sdg,den,DixoRi00,tackles_loss,0,,,,,
player,201710220sdg,den,DixoRi00,qb_hits,0,,,,,
player,201710220sdg,den,DixoRi00,fumbles_rec,0,,,,,
player,201710220sdg,den,DixoRi00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,DixoRi00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,DixoRi00,fumbles_forced,0,,,,,
player,201710220sdg,den,StewDa00,def_int,0,,,,,
player,201710220sdg,den,StewDa00,def_int_yds,0,,,,,
player,201710220sdg,den,StewDa00,def_int_td,0,,,,,
player,201710220sdg,den,StewDa00,def_int_long,0,,,,,
player,201710220sdg,den,StewDa00,pass_defended,0,,,,,
player,201710220sdg,den,StewDa00,sacks,0.0,,,,,
player,201710220sdg,den,StewDa00,tackles_combined,1,,,,,
player,201710220sdg,den,StewDa00,tackles_solo,1,,,,,
player,201710220sdg,den,StewDa00,tackles_assists,0,,,,,
player,201710220sdg,den,StewDa00,tackles_loss,0,,,,,
player,201710220sdg,den,StewDa00,qb_hits,0,,,,,
player,201710220sdg,den,StewDa00,fumbles_rec,0,,,,,
player,201710220sdg,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,StewDa00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,StewDa00,fumbles_forced,0,,,,,
player,201710220sdg,den,WalkDe03,def_int,0,,,,,
player,201710220sdg,den,WalkDe03,def_int_yds,0,,,,,
player,201710220sdg,den,WalkDe03,def_int_td,0,,,,,
player,201710220sdg,den,WalkDe03,def_int_long,0,,,,,
player,201710220sdg,den,WalkDe03,pass_defended,0,,,,,
player,201710220sdg,den,WalkDe03,sacks,0.0,,,,,
player,201710220sdg,den,WalkDe03,tackles_combined,1,,,,,
player,201710220sdg,den,WalkDe03,tackles_solo,1,,,,,
player,201710220sdg,den,WalkDe03,tackles_assists,0,,,,,
player,201710220sdg,den,WalkDe03,tackles_loss,0,,,,,
player,201710220sdg,den,WalkDe03,qb_hits,0,,,,,
player,201710220sdg,den,WalkDe03,fumbles_rec,0,,,,,
player,201710220sdg,den,WalkDe03,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,WalkDe03,fumbles_rec_td,0,,,,,
player,201710220sdg,den,WalkDe03,fumbles_forced,0,,,,,
player,201710220sdg,sdg,HaywCa00,def_int,1,,,,,
player,201710220sdg,sdg,HaywCa00,def_int_yds,-2,,,,,
player,201710220sdg,sdg,HaywCa00,def_int_td,0,,,,,
player,201710220sdg,sdg,HaywCa00,def_int_long,-2,,,,,
player,201710220sdg,sdg,HaywCa00,pass_defended,1,,,,,
player,201710220sdg,sdg,HaywCa00,sacks,0.0,,,,,
player,201710220sdg,sdg,HaywCa00,tackles_combined,1,,,,,
player,201710220sdg,sdg,HaywCa00,tackles_solo,1,,,,,
player,201710220sdg,sdg,HaywCa00,tackles_assists,0,,,,,
player,201710220sdg,sdg,HaywCa00,tackles_loss,0,,,,,
player,201710220sdg,sdg,HaywCa00,qb_hits,0,,,,,
player,201710220sdg,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201710220sdg,sdg,McCaCh00,def_int,0,,,,,
player,201710220sdg,sdg,McCaCh00,def_int_yds,0,,,,,
player,201710220sdg,sdg,McCaCh00,def_int_td,0,,,,,
player,201710220sdg,sdg,McCaCh00,def_int_long,0,,,,,
player,201710220sdg,sdg,McCaCh00,pass_defended,0,,,,,
player,201710220sdg,sdg,McCaCh00,sacks,2.0,,,,,
player,201710220sdg,sdg,McCaCh00,tackles_combined,4,,,,,
player,201710220sdg,sdg,McCaCh00,tackles_solo,3,,,,,
player,201710220sdg,sdg,McCaCh00,tackles_assists,1,,,,,
player,201710220sdg,sdg,McCaCh00,tackles_loss,0,,,,,
player,201710220sdg,sdg,McCaCh00,qb_hits,2,,,,,
player,201710220sdg,sdg,McCaCh00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,McCaCh00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,McCaCh00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,McCaCh00,fumbles_forced,2,,,,,
player,201710220sdg,sdg,BosaJo00,def_int,0,,,,,
player,201710220sdg,sdg,BosaJo00,def_int_yds,0,,,,,
player,201710220sdg,sdg,BosaJo00,def_int_td,0,,,,,
player,201710220sdg,sdg,BosaJo00,def_int_long,0,,,,,
player,201710220sdg,sdg,BosaJo00,pass_defended,1,,,,,
player,201710220sdg,sdg,BosaJo00,sacks,2.0,,,,,
player,201710220sdg,sdg,BosaJo00,tackles_combined,2,,,,,
player,201710220sdg,sdg,BosaJo00,tackles_solo,2,,,,,
player,201710220sdg,sdg,BosaJo00,tackles_assists,0,,,,,
player,201710220sdg,sdg,BosaJo00,tackles_loss,2,,,,,
player,201710220sdg,sdg,BosaJo00,qb_hits,2,,,,,
player,201710220sdg,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201710220sdg,sdg,IngrMe00,def_int,0,,,,,
player,201710220sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201710220sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201710220sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201710220sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201710220sdg,sdg,IngrMe00,sacks,1.0,,,,,
player,201710220sdg,sdg,IngrMe00,tackles_combined,3,,,,,
player,201710220sdg,sdg,IngrMe00,tackles_solo,3,,,,,
player,201710220sdg,sdg,IngrMe00,tackles_assists,0,,,,,
player,201710220sdg,sdg,IngrMe00,tackles_loss,2,,,,,
player,201710220sdg,sdg,IngrMe00,qb_hits,2,,,,,
player,201710220sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201710220sdg,sdg,AddaJa00,def_int,0,,,,,
player,201710220sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201710220sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201710220sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201710220sdg,sdg,AddaJa00,pass_defended,1,,,,,
player,201710220sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201710220sdg,sdg,AddaJa00,tackles_combined,9,,,,,
player,201710220sdg,sdg,AddaJa00,tackles_solo,6,,,,,
player,201710220sdg,sdg,AddaJa00,tackles_assists,3,,,,,
player,201710220sdg,sdg,AddaJa00,tackles_loss,1,,,,,
player,201710220sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201710220sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201710220sdg,sdg,PhilAd00,def_int,0,,,,,
player,201710220sdg,sdg,PhilAd00,def_int_yds,0,,,,,
player,201710220sdg,sdg,PhilAd00,def_int_td,0,,,,,
player,201710220sdg,sdg,PhilAd00,def_int_long,0,,,,,
player,201710220sdg,sdg,PhilAd00,pass_defended,1,,,,,
player,201710220sdg,sdg,PhilAd00,sacks,0.0,,,,,
player,201710220sdg,sdg,PhilAd00,tackles_combined,8,,,,,
player,201710220sdg,sdg,PhilAd00,tackles_solo,4,,,,,
player,201710220sdg,sdg,PhilAd00,tackles_assists,4,,,,,
player,201710220sdg,sdg,PhilAd00,tackles_loss,0,,,,,
player,201710220sdg,sdg,PhilAd00,qb_hits,0,,,,,
player,201710220sdg,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,PhilAd00,fumbles_forced,1,,,,,
player,201710220sdg,sdg,PullHa00,def_int,0,,,,,
player,201710220sdg,sdg,PullHa00,def_int_yds,0,,,,,
player,201710220sdg,sdg,PullHa00,def_int_td,0,,,,,
player,201710220sdg,sdg,PullHa00,def_int_long,0,,,,,
player,201710220sdg,sdg,PullHa00,pass_defended,0,,,,,
player,201710220sdg,sdg,PullHa00,sacks,0.0,,,,,
player,201710220sdg,sdg,PullHa00,tackles_combined,8,,,,,
player,201710220sdg,sdg,PullHa00,tackles_solo,8,,,,,
player,201710220sdg,sdg,PullHa00,tackles_assists,0,,,,,
player,201710220sdg,sdg,PullHa00,tackles_loss,0,,,,,
player,201710220sdg,sdg,PullHa00,qb_hits,0,,,,,
player,201710220sdg,sdg,PullHa00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,PullHa00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,PullHa00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,PullHa00,fumbles_forced,0,,,,,
player,201710220sdg,sdg,KingDe01,def_int,0,,,,,
player,201710220sdg,sdg,KingDe01,def_int_yds,0,,,,,
player,201710220sdg,sdg,KingDe01,def_int_td,0,,,,,
player,201710220sdg,sdg,KingDe01,def_int_long,0,,,,,
player,201710220sdg,sdg,KingDe01,pass_defended,0,,,,,
player,201710220sdg,sdg,KingDe01,sacks,0.0,,,,,
player,201710220sdg,sdg,KingDe01,tackles_combined,5,,,,,
player,201710220sdg,sdg,KingDe01,tackles_solo,5,,,,,
player,201710220sdg,sdg,KingDe01,tackles_assists,0,,,,,
player,201710220sdg,sdg,KingDe01,tackles_loss,0,,,,,
player,201710220sdg,sdg,KingDe01,qb_hits,0,,,,,
player,201710220sdg,sdg,KingDe01,fumbles_rec,0,,,,,
player,201710220sdg,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,KingDe01,fumbles_forced,0,,,,,
player,201710220sdg,sdg,EmanKy00,def_int,0,,,,,
player,201710220sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201710220sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201710220sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201710220sdg,sdg,EmanKy00,pass_defended,1,,,,,
player,201710220sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201710220sdg,sdg,EmanKy00,tackles_combined,4,,,,,
player,201710220sdg,sdg,EmanKy00,tackles_solo,4,,,,,
player,201710220sdg,sdg,EmanKy00,tackles_assists,0,,,,,
player,201710220sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201710220sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201710220sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201710220sdg,sdg,WillTr05,def_int,0,,,,,
player,201710220sdg,sdg,WillTr05,def_int_yds,0,,,,,
player,201710220sdg,sdg,WillTr05,def_int_td,0,,,,,
player,201710220sdg,sdg,WillTr05,def_int_long,0,,,,,
player,201710220sdg,sdg,WillTr05,pass_defended,0,,,,,
player,201710220sdg,sdg,WillTr05,sacks,0.0,,,,,
player,201710220sdg,sdg,WillTr05,tackles_combined,4,,,,,
player,201710220sdg,sdg,WillTr05,tackles_solo,4,,,,,
player,201710220sdg,sdg,WillTr05,tackles_assists,0,,,,,
player,201710220sdg,sdg,WillTr05,tackles_loss,0,,,,,
player,201710220sdg,sdg,WillTr05,qb_hits,0,,,,,
player,201710220sdg,sdg,WillTr05,fumbles_rec,0,,,,,
player,201710220sdg,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,WillTr05,fumbles_forced,0,,,,,
player,201710220sdg,sdg,BostTr00,def_int,0,,,,,
player,201710220sdg,sdg,BostTr00,def_int_yds,0,,,,,
player,201710220sdg,sdg,BostTr00,def_int_td,0,,,,,
player,201710220sdg,sdg,BostTr00,def_int_long,0,,,,,
player,201710220sdg,sdg,BostTr00,pass_defended,0,,,,,
player,201710220sdg,sdg,BostTr00,sacks,0.0,,,,,
player,201710220sdg,sdg,BostTr00,tackles_combined,3,,,,,
player,201710220sdg,sdg,BostTr00,tackles_solo,1,,,,,
player,201710220sdg,sdg,BostTr00,tackles_assists,2,,,,,
player,201710220sdg,sdg,BostTr00,tackles_loss,0,,,,,
player,201710220sdg,sdg,BostTr00,qb_hits,0,,,,,
player,201710220sdg,sdg,BostTr00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,BostTr00,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,BostTr00,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,BostTr00,fumbles_forced,0,,,,,
player,201710220sdg,sdg,DaviMi03,def_int,0,,,,,
player,201710220sdg,sdg,DaviMi03,def_int_yds,0,,,,,
player,201710220sdg,sdg,DaviMi03,def_int_td,0,,,,,
player,201710220sdg,sdg,DaviMi03,def_int_long,0,,,,,
player,201710220sdg,sdg,DaviMi03,pass_defended,0,,,,,
player,201710220sdg,sdg,DaviMi03,sacks,0.0,,,,,
player,201710220sdg,sdg,DaviMi03,tackles_combined,3,,,,,
player,201710220sdg,sdg,DaviMi03,tackles_solo,3,,,,,
player,201710220sdg,sdg,DaviMi03,tackles_assists,0,,,,,
player,201710220sdg,sdg,DaviMi03,tackles_loss,0,,,,,
player,201710220sdg,sdg,DaviMi03,qb_hits,0,,,,,
player,201710220sdg,sdg,DaviMi03,fumbles_rec,0,,,,,
player,201710220sdg,sdg,DaviMi03,fumbles_rec_yds,0,,,,,
player,201710220sdg,sdg,DaviMi03,fumbles_rec_td,0,,,,,
player,201710220sdg,sdg,DaviMi03,fumbles_forced,0,,,,,
player,201710220sdg,sdg,DzubNi00,def_int,0,,,,,
player,201710220sdg,sdg,DzubNi00,def_int_yds,0,,,,,
player,201710220sdg,sdg,DzubNi00,def_int_td,0,,,,,
player,201710220sdg,sdg,DzubNi00,def_int_long,0,,,,,
player,201710220sdg,sdg,DzubNi00,pass_defended,0,,,,,
player,201710220sdg,sdg,DzubNi00,sacks,0.0,,,,,
player,201710220sdg,sdg,DzubNi00,tackles_combined,3,,,,,
player,201710220sdg,sdg,DzubNi00,tackles_solo,1,,,,,
player,201710220sdg,sdg,DzubNi00,tackles_assists,2,,,,,
player,201710220sdg,sdg,DzubNi00,tackles_loss,0,,,,,
player,201710220sdg,sdg,DzubNi00,qb_hits,0,,,,,
player,201710220sdg,sdg,DzubNi00,fumbles_rec,0,,,,,
player,201710220sdg,sdg,DzubNi00,fumbles_rec_yds,0,,,,,
