game,2017,3,20170924,201709240min,tam,"Tampa Bay Buccaneers",17,min,"Minnesota Vikings",34
player,201709240min,tam,GlanAd00,def_int_td,0,,,,,
player,201709240min,tam,GlanAd00,def_int_long,0,,,,,
player,201709240min,tam,GlanAd00,pass_defended,0,,,,,
player,201709240min,tam,GlanAd00,sacks,0.0,,,,,
player,201709240min,tam,GlanAd00,tackles_combined,8,,,,,
player,201709240min,tam,GlanAd00,tackles_solo,4,,,,,
player,201709240min,tam,GlanAd00,tackles_assists,4,,,,,
player,201709240min,tam,GlanAd00,tackles_loss,0,,,,,
player,201709240min,tam,GlanAd00,qb_hits,0,,,,,
player,201709240min,tam,GlanAd00,fumbles_rec,0,,,,,
player,201709240min,tam,GlanAd00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,GlanAd00,fumbles_rec_td,0,,,,,
player,201709240min,tam,GlanAd00,fumbles_forced,0,,,,,
player,201709240min,tam,DaviLa00,def_int,0,,,,,
player,201709240min,tam,DaviLa00,def_int_yds,0,,,,,
player,201709240min,tam,DaviLa00,def_int_td,0,,,,,
player,201709240min,tam,DaviLa00,def_int_long,0,,,,,
player,201709240min,tam,DaviLa00,pass_defended,0,,,,,
player,201709240min,tam,DaviLa00,sacks,0.0,,,,,
player,201709240min,tam,DaviLa00,tackles_combined,7,,,,,
player,201709240min,tam,DaviLa00,tackles_solo,4,,,,,
player,201709240min,tam,DaviLa00,tackles_assists,3,,,,,
player,201709240min,tam,DaviLa00,tackles_loss,1,,,,,
player,201709240min,tam,DaviLa00,qb_hits,1,,,,,
player,201709240min,tam,DaviLa00,fumbles_rec,0,,,,,
player,201709240min,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201709240min,tam,DaviLa00,fumbles_forced,0,,,,,
player,201709240min,tam,ContCh00,def_int,0,,,,,
player,201709240min,tam,ContCh00,def_int_yds,0,,,,,
player,201709240min,tam,ContCh00,def_int_td,0,,,,,
player,201709240min,tam,ContCh00,def_int_long,0,,,,,
player,201709240min,tam,ContCh00,pass_defended,0,,,,,
player,201709240min,tam,ContCh00,sacks,0.0,,,,,
player,201709240min,tam,ContCh00,tackles_combined,6,,,,,
player,201709240min,tam,ContCh00,tackles_solo,4,,,,,
player,201709240min,tam,ContCh00,tackles_assists,2,,,,,
player,201709240min,tam,ContCh00,tackles_loss,0,,,,,
player,201709240min,tam,ContCh00,qb_hits,0,,,,,
player,201709240min,tam,ContCh00,fumbles_rec,0,,,,,
player,201709240min,tam,ContCh00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,ContCh00,fumbles_rec_td,0,,,,,
player,201709240min,tam,ContCh00,fumbles_forced,0,,,,,
player,201709240min,tam,WardT.99,def_int,0,,,,,
player,201709240min,tam,WardT.99,def_int_yds,0,,,,,
player,201709240min,tam,WardT.99,def_int_td,0,,,,,
player,201709240min,tam,WardT.99,def_int_long,0,,,,,
player,201709240min,tam,WardT.99,pass_defended,1,,,,,
player,201709240min,tam,WardT.99,sacks,0.0,,,,,
player,201709240min,tam,WardT.99,tackles_combined,6,,,,,
player,201709240min,tam,WardT.99,tackles_solo,4,,,,,
player,201709240min,tam,WardT.99,tackles_assists,2,,,,,
player,201709240min,tam,WardT.99,tackles_loss,0,,,,,
player,201709240min,tam,WardT.99,qb_hits,0,,,,,
player,201709240min,tam,WardT.99,fumbles_rec,0,,,,,
player,201709240min,tam,WardT.99,fumbles_rec_yds,0,,,,,
player,201709240min,tam,WardT.99,fumbles_rec_td,0,,,,,
player,201709240min,tam,WardT.99,fumbles_forced,0,,,,,
player,201709240min,tam,AyerRo99,def_int,0,,,,,
player,201709240min,tam,AyerRo99,def_int_yds,0,,,,,
player,201709240min,tam,AyerRo99,def_int_td,0,,,,,
player,201709240min,tam,AyerRo99,def_int_long,0,,,,,
player,201709240min,tam,AyerRo99,pass_defended,0,,,,,
player,201709240min,tam,AyerRo99,sacks,0.0,,,,,
player,201709240min,tam,AyerRo99,tackles_combined,5,,,,,
player,201709240min,tam,AyerRo99,tackles_solo,1,,,,,
player,201709240min,tam,AyerRo99,tackles_assists,4,,,,,
player,201709240min,tam,AyerRo99,tackles_loss,0,,,,,
player,201709240min,tam,AyerRo99,qb_hits,1,,,,,
player,201709240min,tam,AyerRo99,fumbles_rec,0,,,,,
player,201709240min,tam,AyerRo99,fumbles_rec_yds,0,,,,,
player,201709240min,tam,AyerRo99,fumbles_rec_td,0,,,,,
player,201709240min,tam,AyerRo99,fumbles_forced,0,,,,,
player,201709240min,tam,HargVe00,def_int,0,,,,,
player,201709240min,tam,HargVe00,def_int_yds,0,,,,,
player,201709240min,tam,HargVe00,def_int_td,0,,,,,
player,201709240min,tam,HargVe00,def_int_long,0,,,,,
player,201709240min,tam,HargVe00,pass_defended,0,,,,,
player,201709240min,tam,HargVe00,sacks,0.0,,,,,
player,201709240min,tam,HargVe00,tackles_combined,5,,,,,
player,201709240min,tam,HargVe00,tackles_solo,4,,,,,
player,201709240min,tam,HargVe00,tackles_assists,1,,,,,
player,201709240min,tam,HargVe00,tackles_loss,0,,,,,
player,201709240min,tam,HargVe00,qb_hits,0,,,,,
player,201709240min,tam,HargVe00,fumbles_rec,0,,,,,
player,201709240min,tam,HargVe00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,HargVe00,fumbles_rec_td,0,,,,,
player,201709240min,tam,HargVe00,fumbles_forced,0,,,,,
player,201709240min,tam,McCoGe99,def_int,0,,,,,
player,201709240min,tam,McCoGe99,def_int_yds,0,,,,,
player,201709240min,tam,McCoGe99,def_int_td,0,,,,,
player,201709240min,tam,McCoGe99,def_int_long,0,,,,,
player,201709240min,tam,McCoGe99,pass_defended,0,,,,,
player,201709240min,tam,McCoGe99,sacks,0.0,,,,,
player,201709240min,tam,McCoGe99,tackles_combined,4,,,,,
player,201709240min,tam,McCoGe99,tackles_solo,2,,,,,
player,201709240min,tam,McCoGe99,tackles_assists,2,,,,,
player,201709240min,tam,McCoGe99,tackles_loss,0,,,,,
player,201709240min,tam,McCoGe99,qb_hits,1,,,,,
player,201709240min,tam,McCoGe99,fumbles_rec,0,,,,,
player,201709240min,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201709240min,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201709240min,tam,McCoGe99,fumbles_forced,0,,,,,
player,201709240min,tam,McDoCl99,def_int,0,,,,,
player,201709240min,tam,McDoCl99,def_int_yds,0,,,,,
player,201709240min,tam,McDoCl99,def_int_td,0,,,,,
player,201709240min,tam,McDoCl99,def_int_long,0,,,,,
player,201709240min,tam,McDoCl99,pass_defended,0,,,,,
player,201709240min,tam,McDoCl99,sacks,0.0,,,,,
player,201709240min,tam,McDoCl99,tackles_combined,3,,,,,
player,201709240min,tam,McDoCl99,tackles_solo,2,,,,,
player,201709240min,tam,McDoCl99,tackles_assists,1,,,,,
player,201709240min,tam,McDoCl99,tackles_loss,0,,,,,
player,201709240min,tam,McDoCl99,qb_hits,2,,,,,
player,201709240min,tam,McDoCl99,fumbles_rec,0,,,,,
player,201709240min,tam,McDoCl99,fumbles_rec_yds,0,,,,,
player,201709240min,tam,McDoCl99,fumbles_rec_td,0,,,,,
player,201709240min,tam,McDoCl99,fumbles_forced,0,,,,,
player,201709240min,tam,SiliSe00,def_int,0,,,,,
player,201709240min,tam,SiliSe00,def_int_yds,0,,,,,
player,201709240min,tam,SiliSe00,def_int_td,0,,,,,
player,201709240min,tam,SiliSe00,def_int_long,0,,,,,
player,201709240min,tam,SiliSe00,pass_defended,0,,,,,
player,201709240min,tam,SiliSe00,sacks,0.0,,,,,
player,201709240min,tam,SiliSe00,tackles_combined,3,,,,,
player,201709240min,tam,SiliSe00,tackles_solo,1,,,,,
player,201709240min,tam,SiliSe00,tackles_assists,2,,,,,
player,201709240min,tam,SiliSe00,tackles_loss,0,,,,,
player,201709240min,tam,SiliSe00,qb_hits,0,,,,,
player,201709240min,tam,SiliSe00,fumbles_rec,0,,,,,
player,201709240min,tam,SiliSe00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,SiliSe00,fumbles_rec_td,0,,,,,
player,201709240min,tam,SiliSe00,fumbles_forced,0,,,,,
player,201709240min,tam,SmitRy00,def_int,0,,,,,
player,201709240min,tam,SmitRy00,def_int_yds,0,,,,,
player,201709240min,tam,SmitRy00,def_int_td,0,,,,,
player,201709240min,tam,SmitRy00,def_int_long,0,,,,,
player,201709240min,tam,SmitRy00,pass_defended,1,,,,,
player,201709240min,tam,SmitRy00,sacks,0.0,,,,,
player,201709240min,tam,SmitRy00,tackles_combined,3,,,,,
player,201709240min,tam,SmitRy00,tackles_solo,3,,,,,
player,201709240min,tam,SmitRy00,tackles_assists,0,,,,,
player,201709240min,tam,SmitRy00,tackles_loss,0,,,,,
player,201709240min,tam,SmitRy00,qb_hits,0,,,,,
player,201709240min,tam,SmitRy00,fumbles_rec,0,,,,,
player,201709240min,tam,SmitRy00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,SmitRy00,fumbles_rec_td,0,,,,,
player,201709240min,tam,SmitRy00,fumbles_forced,0,,,,,
player,201709240min,tam,ClarWi00,def_int,0,,,,,
player,201709240min,tam,ClarWi00,def_int_yds,0,,,,,
player,201709240min,tam,ClarWi00,def_int_td,0,,,,,
player,201709240min,tam,ClarWi00,def_int_long,0,,,,,
player,201709240min,tam,ClarWi00,pass_defended,0,,,,,
player,201709240min,tam,ClarWi00,sacks,0.0,,,,,
player,201709240min,tam,ClarWi00,tackles_combined,1,,,,,
player,201709240min,tam,ClarWi00,tackles_solo,1,,,,,
player,201709240min,tam,ClarWi00,tackles_assists,0,,,,,
player,201709240min,tam,ClarWi00,tackles_loss,0,,,,,
player,201709240min,tam,ClarWi00,qb_hits,0,,,,,
player,201709240min,tam,ClarWi00,fumbles_rec,0,,,,,
player,201709240min,tam,ClarWi00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,ClarWi00,fumbles_rec_td,0,,,,,
player,201709240min,tam,ClarWi00,fumbles_forced,0,,,,,
player,201709240min,tam,McClRo98,def_int,0,,,,,
player,201709240min,tam,McClRo98,def_int_yds,0,,,,,
player,201709240min,tam,McClRo98,def_int_td,0,,,,,
player,201709240min,tam,McClRo98,def_int_long,0,,,,,
player,201709240min,tam,McClRo98,pass_defended,0,,,,,
player,201709240min,tam,McClRo98,sacks,0.0,,,,,
player,201709240min,tam,McClRo98,tackles_combined,1,,,,,
player,201709240min,tam,McClRo98,tackles_solo,1,,,,,
player,201709240min,tam,McClRo98,tackles_assists,0,,,,,
player,201709240min,tam,McClRo98,tackles_loss,0,,,,,
player,201709240min,tam,McClRo98,qb_hits,0,,,,,
player,201709240min,tam,McClRo98,fumbles_rec,0,,,,,
player,201709240min,tam,McClRo98,fumbles_rec_yds,0,,,,,
player,201709240min,tam,McClRo98,fumbles_rec_td,0,,,,,
player,201709240min,tam,McClRo98,fumbles_forced,0,,,,,
player,201709240min,tam,TandKe00,def_int,0,,,,,
player,201709240min,tam,TandKe00,def_int_yds,0,,,,,
player,201709240min,tam,TandKe00,def_int_td,0,,,,,
player,201709240min,tam,TandKe00,def_int_long,0,,,,,
player,201709240min,tam,TandKe00,pass_defended,0,,,,,
player,201709240min,tam,TandKe00,sacks,0.0,,,,,
player,201709240min,tam,TandKe00,tackles_combined,1,,,,,
player,201709240min,tam,TandKe00,tackles_solo,1,,,,,
player,201709240min,tam,TandKe00,tackles_assists,0,,,,,
player,201709240min,tam,TandKe00,tackles_loss,0,,,,,
player,201709240min,tam,TandKe00,qb_hits,0,,,,,
player,201709240min,tam,TandKe00,fumbles_rec,0,,,,,
player,201709240min,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201709240min,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201709240min,tam,TandKe00,fumbles_forced,0,,,,,
player,201709240min,min,SmitHa00,def_int,1,,,,,
player,201709240min,min,SmitHa00,def_int_yds,12,,,,,
player,201709240min,min,SmitHa00,def_int_td,0,,,,,
player,201709240min,min,SmitHa00,def_int_long,12,,,,,
player,201709240min,min,SmitHa00,pass_defended,1,,,,,
player,201709240min,min,SmitHa00,sacks,0.0,,,,,
player,201709240min,min,SmitHa00,tackles_combined,7,,,,,
player,201709240min,min,SmitHa00,tackles_solo,6,,,,,
player,201709240min,min,SmitHa00,tackles_assists,1,,,,,
player,201709240min,min,SmitHa00,tackles_loss,0,,,,,
player,201709240min,min,SmitHa00,qb_hits,0,,,,,
player,201709240min,min,SmitHa00,fumbles_rec,0,,,,,
player,201709240min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201709240min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201709240min,min,SmitHa00,fumbles_forced,0,,,,,
player,201709240min,min,SendAn00,def_int,1,,,,,
player,201709240min,min,SendAn00,def_int_yds,36,,,,,
player,201709240min,min,SendAn00,def_int_td,0,,,,,
player,201709240min,min,SendAn00,def_int_long,36,,,,,
player,201709240min,min,SendAn00,pass_defended,2,,,,,
player,201709240min,min,SendAn00,sacks,0.0,,,,,
player,201709240min,min,SendAn00,tackles_combined,5,,,,,
player,201709240min,min,SendAn00,tackles_solo,4,,,,,
player,201709240min,min,SendAn00,tackles_assists,1,,,,,
player,201709240min,min,SendAn00,tackles_loss,0,,,,,
player,201709240min,min,SendAn00,qb_hits,0,,,,,
player,201709240min,min,SendAn00,fumbles_rec,0,,,,,
player,201709240min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201709240min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201709240min,min,SendAn00,fumbles_forced,0,,,,,
player,201709240min,min,WaynTr00,def_int,1,,,,,
player,201709240min,min,WaynTr00,def_int_yds,18,,,,,
player,201709240min,min,WaynTr00,def_int_td,0,,,,,
player,201709240min,min,WaynTr00,def_int_long,18,,,,,
player,201709240min,min,WaynTr00,pass_defended,1,,,,,
player,201709240min,min,WaynTr00,sacks,0.0,,,,,
player,201709240min,min,WaynTr00,tackles_combined,4,,,,,
player,201709240min,min,WaynTr00,tackles_solo,3,,,,,
player,201709240min,min,WaynTr00,tackles_assists,1,,,,,
player,201709240min,min,WaynTr00,tackles_loss,0,,,,,
player,201709240min,min,WaynTr00,qb_hits,0,,,,,
player,201709240min,min,WaynTr00,fumbles_rec,0,,,,,
player,201709240min,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201709240min,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201709240min,min,WaynTr00,fumbles_forced,0,,,,,
player,201709240min,min,StepSh00,def_int,0,,,,,
player,201709240min,min,StepSh00,def_int_yds,0,,,,,
player,201709240min,min,StepSh00,def_int_td,0,,,,,
player,201709240min,min,StepSh00,def_int_long,0,,,,,
player,201709240min,min,StepSh00,pass_defended,0,,,,,
player,201709240min,min,StepSh00,sacks,1.0,,,,,
player,201709240min,min,StepSh00,tackles_combined,3,,,,,
player,201709240min,min,StepSh00,tackles_solo,1,,,,,
player,201709240min,min,StepSh00,tackles_assists,2,,,,,
player,201709240min,min,StepSh00,tackles_loss,1,,,,,
player,201709240min,min,StepSh00,qb_hits,1,,,,,
player,201709240min,min,StepSh00,fumbles_rec,0,,,,,
player,201709240min,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201709240min,min,StepSh00,fumbles_rec_td,0,,,,,
player,201709240min,min,StepSh00,fumbles_forced,0,,,,,
player,201709240min,min,GrifEv99,def_int,0,,,,,
player,201709240min,min,GrifEv99,def_int_yds,0,,,,,
player,201709240min,min,GrifEv99,def_int_td,0,,,,,
player,201709240min,min,GrifEv99,def_int_long,0,,,,,
player,201709240min,min,GrifEv99,pass_defended,0,,,,,
player,201709240min,min,GrifEv99,sacks,1.0,,,,,
player,201709240min,min,GrifEv99,tackles_combined,1,,,,,
player,201709240min,min,GrifEv99,tackles_solo,1,,,,,
player,201709240min,min,GrifEv99,tackles_assists,0,,,,,
player,201709240min,min,GrifEv99,tackles_loss,1,,,,,
player,201709240min,min,GrifEv99,qb_hits,1,,,,,
player,201709240min,min,GrifEv99,fumbles_rec,0,,,,,
player,201709240min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201709240min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201709240min,min,GrifEv99,fumbles_forced,0,,,,,
player,201709240min,min,KendEr00,def_int,0,,,,,
player,201709240min,min,KendEr00,def_int_yds,0,,,,,
player,201709240min,min,KendEr00,def_int_td,0,,,,,
player,201709240min,min,KendEr00,def_int_long,0,,,,,
player,201709240min,min,KendEr00,pass_defended,0,,,,,
player,201709240min,min,KendEr00,sacks,0.0,,,,,
player,201709240min,min,KendEr00,tackles_combined,4,,,,,
player,201709240min,min,KendEr00,tackles_solo,2,,,,,
player,201709240min,min,KendEr00,tackles_assists,2,,,,,
player,201709240min,min,KendEr00,tackles_loss,0,,,,,
player,201709240min,min,KendEr00,qb_hits,0,,,,,
player,201709240min,min,KendEr00,fumbles_rec,0,,,,,
player,201709240min,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201709240min,min,KendEr00,fumbles_rec_td,0,,,,,
player,201709240min,min,KendEr00,fumbles_forced,0,,,,,
player,201709240min,min,NewmTe20,def_int,0,,,,,
player,201709240min,min,NewmTe20,def_int_yds,0,,,,,
player,201709240min,min,NewmTe20,def_int_td,0,,,,,
player,201709240min,min,NewmTe20,def_int_long,0,,,,,
player,201709240min,min,NewmTe20,pass_defended,0,,,,,
player,201709240min,min,NewmTe20,sacks,0.0,,,,,
player,201709240min,min,NewmTe20,tackles_combined,4,,,,,
player,201709240min,min,NewmTe20,tackles_solo,3,,,,,
player,201709240min,min,NewmTe20,tackles_assists,1,,,,,
player,201709240min,min,NewmTe20,tackles_loss,0,,,,,
player,201709240min,min,NewmTe20,qb_hits,0,,,,,
player,201709240min,min,NewmTe20,fumbles_rec,0,,,,,
player,201709240min,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201709240min,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201709240min,min,NewmTe20,fumbles_forced,0,,,,,
player,201709240min,min,RhodXa00,def_int,0,,,,,
player,201709240min,min,RhodXa00,def_int_yds,0,,,,,
player,201709240min,min,RhodXa00,def_int_td,0,,,,,
player,201709240min,min,RhodXa00,def_int_long,0,,,,,
player,201709240min,min,RhodXa00,pass_defended,1,,,,,
player,201709240min,min,RhodXa00,sacks,0.0,,,,,
player,201709240min,min,RhodXa00,tackles_combined,4,,,,,
player,201709240min,min,RhodXa00,tackles_solo,2,,,,,
player,201709240min,min,RhodXa00,tackles_assists,2,,,,,
player,201709240min,min,RhodXa00,tackles_loss,0,,,,,
player,201709240min,min,RhodXa00,qb_hits,0,,,,,
player,201709240min,min,RhodXa00,fumbles_rec,0,,,,,
player,201709240min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201709240min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201709240min,min,RhodXa00,fumbles_forced,0,,,,,
player,201709240min,min,BarrAn00,def_int,0,,,,,
player,201709240min,min,BarrAn00,def_int_yds,0,,,,,
player,201709240min,min,BarrAn00,def_int_td,0,,,,,
player,201709240min,min,BarrAn00,def_int_long,0,,,,,
player,201709240min,min,BarrAn00,pass_defended,0,,,,,
player,201709240min,min,BarrAn00,sacks,0.0,,,,,
player,201709240min,min,BarrAn00,tackles_combined,3,,,,,
player,201709240min,min,BarrAn00,tackles_solo,3,,,,,
player,201709240min,min,BarrAn00,tackles_assists,0,,,,,
player,201709240min,min,BarrAn00,tackles_loss,1,,,,,
player,201709240min,min,BarrAn00,qb_hits,0,,,,,
player,201709240min,min,BarrAn00,fumbles_rec,0,,,,,
player,201709240min,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201709240min,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201709240min,min,BarrAn00,fumbles_forced,0,,,,,
player,201709240min,min,GedeBe00,def_int,0,,,,,
player,201709240min,min,GedeBe00,def_int_yds,0,,,,,
player,201709240min,min,GedeBe00,def_int_td,0,,,,,
player,201709240min,min,GedeBe00,def_int_long,0,,,,,
player,201709240min,min,GedeBe00,pass_defended,0,,,,,
player,201709240min,min,GedeBe00,sacks,0.0,,,,,
player,201709240min,min,GedeBe00,tackles_combined,3,,,,,
player,201709240min,min,GedeBe00,tackles_solo,1,,,,,
player,201709240min,min,GedeBe00,tackles_assists,2,,,,,
player,201709240min,min,GedeBe00,tackles_loss,0,,,,,
player,201709240min,min,GedeBe00,qb_hits,0,,,,,
player,201709240min,min,GedeBe00,fumbles_rec,0,,,,,
player,201709240min,min,GedeBe00,fumbles_rec_yds,0,,,,,
player,201709240min,min,GedeBe00,fumbles_rec_td,0,,,,,
player,201709240min,min,GedeBe00,fumbles_forced,0,,,,,
player,201709240min,min,HuntDa01,def_int,0,,,,,
player,201709240min,min,HuntDa01,def_int_yds,0,,,,,
player,201709240min,min,HuntDa01,def_int_td,0,,,,,
player,201709240min,min,HuntDa01,def_int_long,0,,,,,
player,201709240min,min,HuntDa01,pass_defended,0,,,,,
player,201709240min,min,HuntDa01,sacks,0.0,,,,,
player,201709240min,min,HuntDa01,tackles_combined,3,,,,,
player,201709240min,min,HuntDa01,tackles_solo,1,,,,,
player,201709240min,min,HuntDa01,tackles_assists,2,,,,,
player,201709240min,min,HuntDa01,tackles_loss,0,,,,,
player,201709240min,min,HuntDa01,qb_hits,0,,,,,
player,201709240min,min,HuntDa01,fumbles_rec,0,,,,,
player,201709240min,min,HuntDa01,fumbles_rec_yds,0,,,,,
player,201709240min,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201709240min,min,HuntDa01,fumbles_forced,0,,,,,
player,201709240min,min,AlexMa01,def_int,0,,,,,
player,201709240min,min,AlexMa01,def_int_yds,0,,,,,
player,201709240min,min,AlexMa01,def_int_td,0,,,,,
player,201709240min,min,AlexMa01,def_int_long,0,,,,,
player,201709240min,min,AlexMa01,pass_defended,0,,,,,
player,201709240min,min,AlexMa01,sacks,0.0,,,,,
player,201709240min,min,AlexMa01,tackles_combined,2,,,,,
player,201709240min,min,AlexMa01,tackles_solo,1,,,,,
player,201709240min,min,AlexMa01,tackles_assists,1,,,,,
player,201709240min,min,AlexMa01,tackles_loss,0,,,,,
player,201709240min,min,AlexMa01,qb_hits,0,,,,,
player,201709240min,min,AlexMa01,fumbles_rec,0,,,,,
player,201709240min,min,AlexMa01,fumbles_rec_yds,0,,,,,
player,201709240min,min,AlexMa01,fumbles_rec_td,0,,,,,
player,201709240min,min,AlexMa01,fumbles_forced,0,,,,,
player,201709240min,min,JohnTo01,def_int,0,,,,,
player,201709240min,min,JohnTo01,def_int_yds,0,,,,,
player,201709240min,min,JohnTo01,def_int_td,0,,,,,
player,201709240min,min,JohnTo01,def_int_long,0,,,,,
player,201709240min,min,JohnTo01,pass_defended,0,,,,,
player,201709240min,min,JohnTo01,sacks,0.0,,,,,
player,201709240min,min,JohnTo01,tackles_combined,2,,,,,
player,201709240min,min,JohnTo01,tackles_solo,1,,,,,
player,201709240min,min,JohnTo01,tackles_assists,1,,,,,
player,201709240min,min,JohnTo01,tackles_loss,0,,,,,
player,201709240min,min,JohnTo01,qb_hits,0,,,,,
player,201709240min,min,JohnTo01,fumbles_rec,0,,,,,
player,201709240min,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201709240min,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201709240min,min,JohnTo01,fumbles_forced,0,,,,,
player,201709240min,min,JoseLi99,def_int,0,,,,,
player,201709240min,min,JoseLi99,def_int_yds,0,,,,,
player,201709240min,min,JoseLi99,def_int_td,0,,,,,
player,201709240min,min,JoseLi99,def_int_long,0,,,,,
player,201709240min,min,JoseLi99,pass_defended,0,,,,,
player,201709240min,min,JoseLi99,sacks,0.0,,,,,
player,201709240min,min,JoseLi99,tackles_combined,2,,,,,
player,201709240min,min,JoseLi99,tackles_solo,0,,,,,
player,201709240min,min,JoseLi99,tackles_assists,2,,,,,
player,201709240min,min,JoseLi99,tackles_loss,0,,,,,
player,201709240min,min,JoseLi99,qb_hits,0,,,,,
player,201709240min,min,JoseLi99,fumbles_rec,0,,,,,
player,201709240min,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201709240min,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201709240min,min,JoseLi99,fumbles_forced,0,,,,,
player,201709240min,min,ForbKa00,def_int,0,,,,,
player,201709240min,min,ForbKa00,def_int_yds,0,,,,,
player,201709240min,min,ForbKa00,def_int_td,0,,,,,
player,201709240min,min,ForbKa00,def_int_long,0,,,,,
player,201709240min,min,ForbKa00,pass_defended,0,,,,,
player,201709240min,min,ForbKa00,sacks,0.0,,,,,
player,201709240min,min,ForbKa00,tackles_combined,1,,,,,
player,201709240min,min,ForbKa00,tackles_solo,1,,,,,
player,201709240min,min,ForbKa00,tackles_assists,0,,,,,
player,201709240min,min,ForbKa00,tackles_loss,0,,,,,
player,201709240min,min,ForbKa00,qb_hits,0,,,,,
player,201709240min,min,ForbKa00,fumbles_rec,0,,,,,
player,201709240min,min,ForbKa00,fumbles_rec_yds,0,,,,,
player,201709240min,min,ForbKa00,fumbles_rec_td,0,,,,,
player,201709240min,min,ForbKa00,fumbles_forced,0,,,,,
player,201709240min,min,HamxC.00,def_int,0,,,,,
player,201709240min,min,HamxC.00,def_int_yds,0,,,,,
player,201709240min,min,HamxC.00,def_int_td,0,,,,,
player,201709240min,min,HamxC.00,def_int_long,0,,,,,
player,201709240min,min,HamxC.00,pass_defended,0,,,,,
player,201709240min,min,HamxC.00,sacks,0.0,,,,,
player,201709240min,min,HamxC.00,tackles_combined,1,,,,,
player,201709240min,min,HamxC.00,tackles_solo,0,,,,,
player,201709240min,min,HamxC.00,tackles_assists,1,,,,,
player,201709240min,min,HamxC.00,tackles_loss,0,,,,,
player,201709240min,min,HamxC.00,qb_hits,0,,,,,
player,201709240min,min,HamxC.00,fumbles_rec,0,,,,,
player,201709240min,min,HamxC.00,fumbles_rec_yds,0,,,,,
player,201709240min,min,HamxC.00,fumbles_rec_td,0,,,,,
player,201709240min,min,HamxC.00,fumbles_forced,0,,,,,
player,201709240min,min,McKiJe00,def_int,0,,,,,
player,201709240min,min,McKiJe00,def_int_yds,0,,,,,
player,201709240min,min,McKiJe00,def_int_td,0,,,,,
player,201709240min,min,McKiJe00,def_int_long,0,,,,,
player,201709240min,min,McKiJe00,pass_defended,0,,,,,
player,201709240min,min,McKiJe00,sacks,0.0,,,,,
player,201709240min,min,McKiJe00,tackles_combined,1,,,,,
player,201709240min,min,McKiJe00,tackles_solo,0,,,,,
player,201709240min,min,McKiJe00,tackles_assists,1,,,,,
player,201709240min,min,McKiJe00,tackles_loss,0,,,,,
player,201709240min,min,McKiJe00,qb_hits,0,,,,,
player,201709240min,min,McKiJe00,fumbles_rec,0,,,,,
player,201709240min,min,McKiJe00,fumbles_rec_yds,0,,,,,
player,201709240min,min,McKiJe00,fumbles_rec_td,0,,,,,
player,201709240min,min,McKiJe00,fumbles_forced,0,,,,,
player,201709240min,min,RobiBr98,def_int,0,,,,,
player,201709240min,min,RobiBr98,def_int_yds,0,,,,,
player,201709240min,min,RobiBr98,def_int_td,0,,,,,
player,201709240min,min,RobiBr98,def_int_long,0,,,,,
player,201709240min,min,RobiBr98,pass_defended,0,,,,,
player,201709240min,min,RobiBr98,sacks,0.0,,,,,
player,201709240min,min,RobiBr98,tackles_combined,0,,,,,
player,201709240min,min,RobiBr98,tackles_solo,0,,,,,
player,201709240min,min,RobiBr98,tackles_assists,0,,,,,
player,201709240min,min,RobiBr98,tackles_loss,0,,,,,
player,201709240min,min,RobiBr98,qb_hits,1,,,,,
player,201709240min,min,RobiBr98,fumbles_rec,0,,,,,
player,201709240min,min,RobiBr98,fumbles_rec_yds,0,,,,,
