game,2017,13,20171203,201712030sdg,cle,"Cleveland Browns",10,sdg,"Los Angeles Chargers",19
player,201712030sdg,cle,ColeTr01,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,ColeTr01,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,ColeTr01,fumbles_forced,0,,,,,
player,201712030sdg,cle,GarrMy00,def_int,0,,,,,
player,201712030sdg,cle,GarrMy00,def_int_yds,0,,,,,
player,201712030sdg,cle,GarrMy00,def_int_td,0,,,,,
player,201712030sdg,cle,GarrMy00,def_int_long,0,,,,,
player,201712030sdg,cle,GarrMy00,pass_defended,0,,,,,
player,201712030sdg,cle,GarrMy00,sacks,0.0,,,,,
player,201712030sdg,cle,GarrMy00,tackles_combined,4,,,,,
player,201712030sdg,cle,GarrMy00,tackles_solo,2,,,,,
player,201712030sdg,cle,GarrMy00,tackles_assists,2,,,,,
player,201712030sdg,cle,GarrMy00,tackles_loss,1,,,,,
player,201712030sdg,cle,GarrMy00,qb_hits,2,,,,,
player,201712030sdg,cle,GarrMy00,fumbles_rec,0,,,,,
player,201712030sdg,cle,GarrMy00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,GarrMy00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,GarrMy00,fumbles_forced,0,,,,,
player,201712030sdg,cle,PeppJa00,def_int,0,,,,,
player,201712030sdg,cle,PeppJa00,def_int_yds,0,,,,,
player,201712030sdg,cle,PeppJa00,def_int_td,0,,,,,
player,201712030sdg,cle,PeppJa00,def_int_long,0,,,,,
player,201712030sdg,cle,PeppJa00,pass_defended,0,,,,,
player,201712030sdg,cle,PeppJa00,sacks,0.0,,,,,
player,201712030sdg,cle,PeppJa00,tackles_combined,4,,,,,
player,201712030sdg,cle,PeppJa00,tackles_solo,4,,,,,
player,201712030sdg,cle,PeppJa00,tackles_assists,0,,,,,
player,201712030sdg,cle,PeppJa00,tackles_loss,0,,,,,
player,201712030sdg,cle,PeppJa00,qb_hits,0,,,,,
player,201712030sdg,cle,PeppJa00,fumbles_rec,0,,,,,
player,201712030sdg,cle,PeppJa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,PeppJa00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,PeppJa00,fumbles_forced,0,,,,,
player,201712030sdg,cle,OgunLa00,def_int,0,,,,,
player,201712030sdg,cle,OgunLa00,def_int_yds,0,,,,,
player,201712030sdg,cle,OgunLa00,def_int_td,0,,,,,
player,201712030sdg,cle,OgunLa00,def_int_long,0,,,,,
player,201712030sdg,cle,OgunLa00,pass_defended,0,,,,,
player,201712030sdg,cle,OgunLa00,sacks,0.0,,,,,
player,201712030sdg,cle,OgunLa00,tackles_combined,3,,,,,
player,201712030sdg,cle,OgunLa00,tackles_solo,2,,,,,
player,201712030sdg,cle,OgunLa00,tackles_assists,1,,,,,
player,201712030sdg,cle,OgunLa00,tackles_loss,1,,,,,
player,201712030sdg,cle,OgunLa00,qb_hits,0,,,,,
player,201712030sdg,cle,OgunLa00,fumbles_rec,0,,,,,
player,201712030sdg,cle,OgunLa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,OgunLa00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,OgunLa00,fumbles_forced,0,,,,,
player,201712030sdg,cle,OrchNa00,def_int,0,,,,,
player,201712030sdg,cle,OrchNa00,def_int_yds,0,,,,,
player,201712030sdg,cle,OrchNa00,def_int_td,0,,,,,
player,201712030sdg,cle,OrchNa00,def_int_long,0,,,,,
player,201712030sdg,cle,OrchNa00,pass_defended,0,,,,,
player,201712030sdg,cle,OrchNa00,sacks,0.0,,,,,
player,201712030sdg,cle,OrchNa00,tackles_combined,3,,,,,
player,201712030sdg,cle,OrchNa00,tackles_solo,3,,,,,
player,201712030sdg,cle,OrchNa00,tackles_assists,0,,,,,
player,201712030sdg,cle,OrchNa00,tackles_loss,0,,,,,
player,201712030sdg,cle,OrchNa00,qb_hits,0,,,,,
player,201712030sdg,cle,OrchNa00,fumbles_rec,0,,,,,
player,201712030sdg,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,OrchNa00,fumbles_forced,1,,,,,
player,201712030sdg,cle,TaylJa01,def_int,0,,,,,
player,201712030sdg,cle,TaylJa01,def_int_yds,0,,,,,
player,201712030sdg,cle,TaylJa01,def_int_td,0,,,,,
player,201712030sdg,cle,TaylJa01,def_int_long,0,,,,,
player,201712030sdg,cle,TaylJa01,pass_defended,1,,,,,
player,201712030sdg,cle,TaylJa01,sacks,0.0,,,,,
player,201712030sdg,cle,TaylJa01,tackles_combined,3,,,,,
player,201712030sdg,cle,TaylJa01,tackles_solo,3,,,,,
player,201712030sdg,cle,TaylJa01,tackles_assists,0,,,,,
player,201712030sdg,cle,TaylJa01,tackles_loss,0,,,,,
player,201712030sdg,cle,TaylJa01,qb_hits,0,,,,,
player,201712030sdg,cle,TaylJa01,fumbles_rec,0,,,,,
player,201712030sdg,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,TaylJa01,fumbles_forced,0,,,,,
player,201712030sdg,cle,BranCa00,def_int,0,,,,,
player,201712030sdg,cle,BranCa00,def_int_yds,0,,,,,
player,201712030sdg,cle,BranCa00,def_int_td,0,,,,,
player,201712030sdg,cle,BranCa00,def_int_long,0,,,,,
player,201712030sdg,cle,BranCa00,pass_defended,0,,,,,
player,201712030sdg,cle,BranCa00,sacks,0.0,,,,,
player,201712030sdg,cle,BranCa00,tackles_combined,2,,,,,
player,201712030sdg,cle,BranCa00,tackles_solo,1,,,,,
player,201712030sdg,cle,BranCa00,tackles_assists,1,,,,,
player,201712030sdg,cle,BranCa00,tackles_loss,0,,,,,
player,201712030sdg,cle,BranCa00,qb_hits,0,,,,,
player,201712030sdg,cle,BranCa00,fumbles_rec,0,,,,,
player,201712030sdg,cle,BranCa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,BranCa00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,BranCa00,fumbles_forced,0,,,,,
player,201712030sdg,cle,KindDe00,def_int,0,,,,,
player,201712030sdg,cle,KindDe00,def_int_yds,0,,,,,
player,201712030sdg,cle,KindDe00,def_int_td,0,,,,,
player,201712030sdg,cle,KindDe00,def_int_long,0,,,,,
player,201712030sdg,cle,KindDe00,pass_defended,1,,,,,
player,201712030sdg,cle,KindDe00,sacks,0.0,,,,,
player,201712030sdg,cle,KindDe00,tackles_combined,2,,,,,
player,201712030sdg,cle,KindDe00,tackles_solo,2,,,,,
player,201712030sdg,cle,KindDe00,tackles_assists,0,,,,,
player,201712030sdg,cle,KindDe00,tackles_loss,0,,,,,
player,201712030sdg,cle,KindDe00,qb_hits,0,,,,,
player,201712030sdg,cle,KindDe00,fumbles_rec,0,,,,,
player,201712030sdg,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,KindDe00,fumbles_forced,0,,,,,
player,201712030sdg,cle,NassCa00,def_int,0,,,,,
player,201712030sdg,cle,NassCa00,def_int_yds,0,,,,,
player,201712030sdg,cle,NassCa00,def_int_td,0,,,,,
player,201712030sdg,cle,NassCa00,def_int_long,0,,,,,
player,201712030sdg,cle,NassCa00,pass_defended,0,,,,,
player,201712030sdg,cle,NassCa00,sacks,0.0,,,,,
player,201712030sdg,cle,NassCa00,tackles_combined,2,,,,,
player,201712030sdg,cle,NassCa00,tackles_solo,2,,,,,
player,201712030sdg,cle,NassCa00,tackles_assists,0,,,,,
player,201712030sdg,cle,NassCa00,tackles_loss,1,,,,,
player,201712030sdg,cle,NassCa00,qb_hits,0,,,,,
player,201712030sdg,cle,NassCa00,fumbles_rec,0,,,,,
player,201712030sdg,cle,NassCa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,NassCa00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,NassCa00,fumbles_forced,0,,,,,
player,201712030sdg,cle,ShelDa01,def_int,0,,,,,
player,201712030sdg,cle,ShelDa01,def_int_yds,0,,,,,
player,201712030sdg,cle,ShelDa01,def_int_td,0,,,,,
player,201712030sdg,cle,ShelDa01,def_int_long,0,,,,,
player,201712030sdg,cle,ShelDa01,pass_defended,0,,,,,
player,201712030sdg,cle,ShelDa01,sacks,0.0,,,,,
player,201712030sdg,cle,ShelDa01,tackles_combined,2,,,,,
player,201712030sdg,cle,ShelDa01,tackles_solo,2,,,,,
player,201712030sdg,cle,ShelDa01,tackles_assists,0,,,,,
player,201712030sdg,cle,ShelDa01,tackles_loss,1,,,,,
player,201712030sdg,cle,ShelDa01,qb_hits,0,,,,,
player,201712030sdg,cle,ShelDa01,fumbles_rec,0,,,,,
player,201712030sdg,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,ShelDa01,fumbles_forced,0,,,,,
player,201712030sdg,cle,VitaDa00,def_int,0,,,,,
player,201712030sdg,cle,VitaDa00,def_int_yds,0,,,,,
player,201712030sdg,cle,VitaDa00,def_int_td,0,,,,,
player,201712030sdg,cle,VitaDa00,def_int_long,0,,,,,
player,201712030sdg,cle,VitaDa00,pass_defended,0,,,,,
player,201712030sdg,cle,VitaDa00,sacks,0.0,,,,,
player,201712030sdg,cle,VitaDa00,tackles_combined,2,,,,,
player,201712030sdg,cle,VitaDa00,tackles_solo,2,,,,,
player,201712030sdg,cle,VitaDa00,tackles_assists,0,,,,,
player,201712030sdg,cle,VitaDa00,tackles_loss,0,,,,,
player,201712030sdg,cle,VitaDa00,qb_hits,0,,,,,
player,201712030sdg,cle,VitaDa00,fumbles_rec,0,,,,,
player,201712030sdg,cle,VitaDa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,VitaDa00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,VitaDa00,fumbles_forced,0,,,,,
player,201712030sdg,cle,DevaSe00,def_int,0,,,,,
player,201712030sdg,cle,DevaSe00,def_int_yds,0,,,,,
player,201712030sdg,cle,DevaSe00,def_int_td,0,,,,,
player,201712030sdg,cle,DevaSe00,def_int_long,0,,,,,
player,201712030sdg,cle,DevaSe00,pass_defended,0,,,,,
player,201712030sdg,cle,DevaSe00,sacks,0.0,,,,,
player,201712030sdg,cle,DevaSe00,tackles_combined,1,,,,,
player,201712030sdg,cle,DevaSe00,tackles_solo,1,,,,,
player,201712030sdg,cle,DevaSe00,tackles_assists,0,,,,,
player,201712030sdg,cle,DevaSe00,tackles_loss,0,,,,,
player,201712030sdg,cle,DevaSe00,qb_hits,0,,,,,
player,201712030sdg,cle,DevaSe00,fumbles_rec,0,,,,,
player,201712030sdg,cle,DevaSe00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,DevaSe00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,DevaSe00,fumbles_forced,0,,,,,
player,201712030sdg,cle,HolmTy01,def_int,0,,,,,
player,201712030sdg,cle,HolmTy01,def_int_yds,0,,,,,
player,201712030sdg,cle,HolmTy01,def_int_td,0,,,,,
player,201712030sdg,cle,HolmTy01,def_int_long,0,,,,,
player,201712030sdg,cle,HolmTy01,pass_defended,0,,,,,
player,201712030sdg,cle,HolmTy01,sacks,0.0,,,,,
player,201712030sdg,cle,HolmTy01,tackles_combined,1,,,,,
player,201712030sdg,cle,HolmTy01,tackles_solo,1,,,,,
player,201712030sdg,cle,HolmTy01,tackles_assists,0,,,,,
player,201712030sdg,cle,HolmTy01,tackles_loss,0,,,,,
player,201712030sdg,cle,HolmTy01,qb_hits,0,,,,,
player,201712030sdg,cle,HolmTy01,fumbles_rec,0,,,,,
player,201712030sdg,cle,HolmTy01,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,HolmTy01,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,HolmTy01,fumbles_forced,0,,,,,
player,201712030sdg,cle,KeyeJo00,def_int,0,,,,,
player,201712030sdg,cle,KeyeJo00,def_int_yds,0,,,,,
player,201712030sdg,cle,KeyeJo00,def_int_td,0,,,,,
player,201712030sdg,cle,KeyeJo00,def_int_long,0,,,,,
player,201712030sdg,cle,KeyeJo00,pass_defended,0,,,,,
player,201712030sdg,cle,KeyeJo00,sacks,0.0,,,,,
player,201712030sdg,cle,KeyeJo00,tackles_combined,1,,,,,
player,201712030sdg,cle,KeyeJo00,tackles_solo,0,,,,,
player,201712030sdg,cle,KeyeJo00,tackles_assists,1,,,,,
player,201712030sdg,cle,KeyeJo00,tackles_loss,0,,,,,
player,201712030sdg,cle,KeyeJo00,qb_hits,0,,,,,
player,201712030sdg,cle,KeyeJo00,fumbles_rec,0,,,,,
player,201712030sdg,cle,KeyeJo00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,KeyeJo00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,KeyeJo00,fumbles_forced,0,,,,,
player,201712030sdg,cle,NacuKa00,def_int,0,,,,,
player,201712030sdg,cle,NacuKa00,def_int_yds,0,,,,,
player,201712030sdg,cle,NacuKa00,def_int_td,0,,,,,
player,201712030sdg,cle,NacuKa00,def_int_long,0,,,,,
player,201712030sdg,cle,NacuKa00,pass_defended,0,,,,,
player,201712030sdg,cle,NacuKa00,sacks,0.0,,,,,
player,201712030sdg,cle,NacuKa00,tackles_combined,1,,,,,
player,201712030sdg,cle,NacuKa00,tackles_solo,1,,,,,
player,201712030sdg,cle,NacuKa00,tackles_assists,0,,,,,
player,201712030sdg,cle,NacuKa00,tackles_loss,0,,,,,
player,201712030sdg,cle,NacuKa00,qb_hits,0,,,,,
player,201712030sdg,cle,NacuKa00,fumbles_rec,0,,,,,
player,201712030sdg,cle,NacuKa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,cle,NacuKa00,fumbles_rec_td,0,,,,,
player,201712030sdg,cle,NacuKa00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,PhilAd00,def_int,1,,,,,
player,201712030sdg,sdg,PhilAd00,def_int_yds,9,,,,,
player,201712030sdg,sdg,PhilAd00,def_int_td,0,,,,,
player,201712030sdg,sdg,PhilAd00,def_int_long,9,,,,,
player,201712030sdg,sdg,PhilAd00,pass_defended,1,,,,,
player,201712030sdg,sdg,PhilAd00,sacks,0.0,,,,,
player,201712030sdg,sdg,PhilAd00,tackles_combined,2,,,,,
player,201712030sdg,sdg,PhilAd00,tackles_solo,1,,,,,
player,201712030sdg,sdg,PhilAd00,tackles_assists,1,,,,,
player,201712030sdg,sdg,PhilAd00,tackles_loss,0,,,,,
player,201712030sdg,sdg,PhilAd00,qb_hits,0,,,,,
player,201712030sdg,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,BosaJo00,def_int,0,,,,,
player,201712030sdg,sdg,BosaJo00,def_int_yds,0,,,,,
player,201712030sdg,sdg,BosaJo00,def_int_td,0,,,,,
player,201712030sdg,sdg,BosaJo00,def_int_long,0,,,,,
player,201712030sdg,sdg,BosaJo00,pass_defended,0,,,,,
player,201712030sdg,sdg,BosaJo00,sacks,1.0,,,,,
player,201712030sdg,sdg,BosaJo00,tackles_combined,7,,,,,
player,201712030sdg,sdg,BosaJo00,tackles_solo,7,,,,,
player,201712030sdg,sdg,BosaJo00,tackles_assists,0,,,,,
player,201712030sdg,sdg,BosaJo00,tackles_loss,2,,,,,
player,201712030sdg,sdg,BosaJo00,qb_hits,1,,,,,
player,201712030sdg,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,BosaJo00,fumbles_forced,1,,,,,
player,201712030sdg,sdg,KingDe01,def_int,0,,,,,
player,201712030sdg,sdg,KingDe01,def_int_yds,0,,,,,
player,201712030sdg,sdg,KingDe01,def_int_td,0,,,,,
player,201712030sdg,sdg,KingDe01,def_int_long,0,,,,,
player,201712030sdg,sdg,KingDe01,pass_defended,0,,,,,
player,201712030sdg,sdg,KingDe01,sacks,1.0,,,,,
player,201712030sdg,sdg,KingDe01,tackles_combined,6,,,,,
player,201712030sdg,sdg,KingDe01,tackles_solo,6,,,,,
player,201712030sdg,sdg,KingDe01,tackles_assists,0,,,,,
player,201712030sdg,sdg,KingDe01,tackles_loss,2,,,,,
player,201712030sdg,sdg,KingDe01,qb_hits,3,,,,,
player,201712030sdg,sdg,KingDe01,fumbles_rec,0,,,,,
player,201712030sdg,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,KingDe01,fumbles_forced,0,,,,,
player,201712030sdg,sdg,PhilDa01,def_int,0,,,,,
player,201712030sdg,sdg,PhilDa01,def_int_yds,0,,,,,
player,201712030sdg,sdg,PhilDa01,def_int_td,0,,,,,
player,201712030sdg,sdg,PhilDa01,def_int_long,0,,,,,
player,201712030sdg,sdg,PhilDa01,pass_defended,0,,,,,
player,201712030sdg,sdg,PhilDa01,sacks,1.0,,,,,
player,201712030sdg,sdg,PhilDa01,tackles_combined,2,,,,,
player,201712030sdg,sdg,PhilDa01,tackles_solo,2,,,,,
player,201712030sdg,sdg,PhilDa01,tackles_assists,0,,,,,
player,201712030sdg,sdg,PhilDa01,tackles_loss,2,,,,,
player,201712030sdg,sdg,PhilDa01,qb_hits,1,,,,,
player,201712030sdg,sdg,PhilDa01,fumbles_rec,0,,,,,
player,201712030sdg,sdg,PhilDa01,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,PhilDa01,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,PhilDa01,fumbles_forced,0,,,,,
player,201712030sdg,sdg,AddaJa00,def_int,0,,,,,
player,201712030sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201712030sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201712030sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201712030sdg,sdg,AddaJa00,pass_defended,2,,,,,
player,201712030sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201712030sdg,sdg,AddaJa00,tackles_combined,6,,,,,
player,201712030sdg,sdg,AddaJa00,tackles_solo,5,,,,,
player,201712030sdg,sdg,AddaJa00,tackles_assists,1,,,,,
player,201712030sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201712030sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201712030sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,BostTr00,def_int,0,,,,,
player,201712030sdg,sdg,BostTr00,def_int_yds,0,,,,,
player,201712030sdg,sdg,BostTr00,def_int_td,0,,,,,
player,201712030sdg,sdg,BostTr00,def_int_long,0,,,,,
player,201712030sdg,sdg,BostTr00,pass_defended,0,,,,,
player,201712030sdg,sdg,BostTr00,sacks,0.0,,,,,
player,201712030sdg,sdg,BostTr00,tackles_combined,4,,,,,
player,201712030sdg,sdg,BostTr00,tackles_solo,4,,,,,
player,201712030sdg,sdg,BostTr00,tackles_assists,0,,,,,
player,201712030sdg,sdg,BostTr00,tackles_loss,0,,,,,
player,201712030sdg,sdg,BostTr00,qb_hits,0,,,,,
player,201712030sdg,sdg,BostTr00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,BostTr00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,BostTr00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,BostTr00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,IngrMe00,def_int,0,,,,,
player,201712030sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201712030sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201712030sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201712030sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201712030sdg,sdg,IngrMe00,sacks,0.0,,,,,
player,201712030sdg,sdg,IngrMe00,tackles_combined,4,,,,,
player,201712030sdg,sdg,IngrMe00,tackles_solo,4,,,,,
player,201712030sdg,sdg,IngrMe00,tackles_assists,0,,,,,
player,201712030sdg,sdg,IngrMe00,tackles_loss,2,,,,,
player,201712030sdg,sdg,IngrMe00,qb_hits,1,,,,,
player,201712030sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,HaywCa00,def_int,0,,,,,
player,201712030sdg,sdg,HaywCa00,def_int_yds,0,,,,,
player,201712030sdg,sdg,HaywCa00,def_int_td,0,,,,,
player,201712030sdg,sdg,HaywCa00,def_int_long,0,,,,,
player,201712030sdg,sdg,HaywCa00,pass_defended,2,,,,,
player,201712030sdg,sdg,HaywCa00,sacks,0.0,,,,,
player,201712030sdg,sdg,HaywCa00,tackles_combined,3,,,,,
player,201712030sdg,sdg,HaywCa00,tackles_solo,3,,,,,
player,201712030sdg,sdg,HaywCa00,tackles_assists,0,,,,,
player,201712030sdg,sdg,HaywCa00,tackles_loss,0,,,,,
player,201712030sdg,sdg,HaywCa00,qb_hits,0,,,,,
player,201712030sdg,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,PerrDe00,def_int,0,,,,,
player,201712030sdg,sdg,PerrDe00,def_int_yds,0,,,,,
player,201712030sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201712030sdg,sdg,PerrDe00,def_int_long,0,,,,,
player,201712030sdg,sdg,PerrDe00,pass_defended,0,,,,,
player,201712030sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201712030sdg,sdg,PerrDe00,tackles_combined,3,,,,,
player,201712030sdg,sdg,PerrDe00,tackles_solo,2,,,,,
player,201712030sdg,sdg,PerrDe00,tackles_assists,1,,,,,
player,201712030sdg,sdg,PerrDe00,tackles_loss,1,,,,,
player,201712030sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201712030sdg,sdg,PerrDe00,fumbles_rec,1,,,,,
player,201712030sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,AttaJe00,def_int,0,,,,,
player,201712030sdg,sdg,AttaJe00,def_int_yds,0,,,,,
player,201712030sdg,sdg,AttaJe00,def_int_td,0,,,,,
player,201712030sdg,sdg,AttaJe00,def_int_long,0,,,,,
player,201712030sdg,sdg,AttaJe00,pass_defended,0,,,,,
player,201712030sdg,sdg,AttaJe00,sacks,0.0,,,,,
player,201712030sdg,sdg,AttaJe00,tackles_combined,2,,,,,
player,201712030sdg,sdg,AttaJe00,tackles_solo,1,,,,,
player,201712030sdg,sdg,AttaJe00,tackles_assists,1,,,,,
player,201712030sdg,sdg,AttaJe00,tackles_loss,0,,,,,
player,201712030sdg,sdg,AttaJe00,qb_hits,0,,,,,
player,201712030sdg,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,EmanKy00,def_int,0,,,,,
player,201712030sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201712030sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201712030sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201712030sdg,sdg,EmanKy00,pass_defended,0,,,,,
player,201712030sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201712030sdg,sdg,EmanKy00,tackles_combined,2,,,,,
player,201712030sdg,sdg,EmanKy00,tackles_solo,1,,,,,
player,201712030sdg,sdg,EmanKy00,tackles_assists,1,,,,,
player,201712030sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201712030sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201712030sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,MebaBr99,def_int,0,,,,,
player,201712030sdg,sdg,MebaBr99,def_int_yds,0,,,,,
player,201712030sdg,sdg,MebaBr99,def_int_td,0,,,,,
player,201712030sdg,sdg,MebaBr99,def_int_long,0,,,,,
player,201712030sdg,sdg,MebaBr99,pass_defended,0,,,,,
player,201712030sdg,sdg,MebaBr99,sacks,0.0,,,,,
player,201712030sdg,sdg,MebaBr99,tackles_combined,2,,,,,
player,201712030sdg,sdg,MebaBr99,tackles_solo,1,,,,,
player,201712030sdg,sdg,MebaBr99,tackles_assists,1,,,,,
player,201712030sdg,sdg,MebaBr99,tackles_loss,0,,,,,
player,201712030sdg,sdg,MebaBr99,qb_hits,0,,,,,
player,201712030sdg,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201712030sdg,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201712030sdg,sdg,CoonTr00,def_int,0,,,,,
player,201712030sdg,sdg,CoonTr00,def_int_yds,0,,,,,
player,201712030sdg,sdg,CoonTr00,def_int_td,0,,,,,
player,201712030sdg,sdg,CoonTr00,def_int_long,0,,,,,
player,201712030sdg,sdg,CoonTr00,pass_defended,0,,,,,
player,201712030sdg,sdg,CoonTr00,sacks,0.0,,,,,
player,201712030sdg,sdg,CoonTr00,tackles_combined,1,,,,,
player,201712030sdg,sdg,CoonTr00,tackles_solo,1,,,,,
player,201712030sdg,sdg,CoonTr00,tackles_assists,0,,,,,
player,201712030sdg,sdg,CoonTr00,tackles_loss,0,,,,,
player,201712030sdg,sdg,CoonTr00,qb_hits,0,,,,,
player,201712030sdg,sdg,CoonTr00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,CoonTr00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,CoonTr00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,CoonTr00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,DaviMi03,def_int,0,,,,,
player,201712030sdg,sdg,DaviMi03,def_int_yds,0,,,,,
player,201712030sdg,sdg,DaviMi03,def_int_td,0,,,,,
player,201712030sdg,sdg,DaviMi03,def_int_long,0,,,,,
player,201712030sdg,sdg,DaviMi03,pass_defended,0,,,,,
player,201712030sdg,sdg,DaviMi03,sacks,0.0,,,,,
player,201712030sdg,sdg,DaviMi03,tackles_combined,1,,,,,
player,201712030sdg,sdg,DaviMi03,tackles_solo,1,,,,,
player,201712030sdg,sdg,DaviMi03,tackles_assists,0,,,,,
