game,2017,3,20170924,201709240phi,nyg,"New York Giants",24,phi,"Philadelphia Eagles",27
team,201709240phi,nyg,First Downs,21,,,,,,
team,201709240phi,phi,First Downs,24,,,,,,
team,201709240phi,nyg,Rush-Yds-TDs,17-49-0,,,,,,
team,201709240phi,phi,Rush-Yds-TDs,39-193-2,,,,,,
team,201709240phi,nyg,Cmp-Att-Yd-TD-INT,35-47-366-3-2,,,,,,
team,201709240phi,phi,Cmp-Att-Yd-TD-INT,21-31-176-1-0,,,,,,
team,201709240phi,nyg,Sacked-Yards,0-0,,,,,,
team,201709240phi,phi,Sacked-Yards,3-15,,,,,,
team,201709240phi,nyg,Net Pass Yards,366,,,,,,
team,201709240phi,phi,Net Pass Yards,161,,,,,,
team,201709240phi,nyg,Total Yards,415,,,,,,
team,201709240phi,phi,Total Yards,354,,,,,,
team,201709240phi,nyg,Fumbles-Lost,0-0,,,,,,
team,201709240phi,phi,Fumbles-Lost,1-1,,,,,,
team,201709240phi,nyg,Turnovers,2,,,,,,
team,201709240phi,phi,Turnovers,1,,,,,,
team,201709240phi,nyg,Penalties-Yards,10-137,,,,,,
team,201709240phi,phi,Penalties-Yards,9-103,,,,,,
team,201709240phi,nyg,Third Down Conv.,3-10,,,,,,
team,201709240phi,phi,Third Down Conv.,5-14,,,,,,
team,201709240phi,nyg,Fourth Down Conv.,0-2,,,,,,
team,201709240phi,phi,Fourth Down Conv.,2-3,,,,,,
team,201709240phi,nyg,Time of Possession,22:28,,,,,,
team,201709240phi,phi,Time of Possession,37:32,,,,,,
player,201709240phi,nyg,MannEl00,pass_cmp,35,,,,,
player,201709240phi,nyg,MannEl00,pass_att,47,,,,,
player,201709240phi,nyg,MannEl00,pass_yds,366,,,,,
player,201709240phi,nyg,MannEl00,pass_td,3,,,,,
player,201709240phi,nyg,MannEl00,pass_int,2,,,,,
player,201709240phi,nyg,MannEl00,pass_sacked,0,,,,,
player,201709240phi,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201709240phi,nyg,MannEl00,pass_long,77,,,,,
player,201709240phi,nyg,MannEl00,pass_rating,100.1,,,,,
player,201709240phi,nyg,MannEl00,rush_att,0,,,,,
player,201709240phi,nyg,MannEl00,rush_yds,0,,,,,
player,201709240phi,nyg,MannEl00,rush_td,0,,,,,
player,201709240phi,nyg,MannEl00,rush_long,0,,,,,
player,201709240phi,nyg,MannEl00,targets,0,,,,,
player,201709240phi,nyg,MannEl00,rec,0,,,,,
player,201709240phi,nyg,MannEl00,rec_yds,0,,,,,
player,201709240phi,nyg,MannEl00,rec_td,0,,,,,
player,201709240phi,nyg,MannEl00,rec_long,0,,,,,
player,201709240phi,nyg,MannEl00,fumbles,0,,,,,
player,201709240phi,nyg,MannEl00,fumbles_lost,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_cmp,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_att,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_yds,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_td,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_int,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_sacked,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_long,0,,,,,
player,201709240phi,nyg,DarkOr00,pass_rating,,,,,,
player,201709240phi,nyg,DarkOr00,rush_att,7,,,,,
player,201709240phi,nyg,DarkOr00,rush_yds,22,,,,,
player,201709240phi,nyg,DarkOr00,rush_td,0,,,,,
player,201709240phi,nyg,DarkOr00,rush_long,20,,,,,
player,201709240phi,nyg,DarkOr00,targets,1,,,,,
player,201709240phi,nyg,DarkOr00,rec,1,,,,,
player,201709240phi,nyg,DarkOr00,rec_yds,11,,,,,
player,201709240phi,nyg,DarkOr00,rec_td,0,,,,,
player,201709240phi,nyg,DarkOr00,rec_long,11,,,,,
player,201709240phi,nyg,DarkOr00,fumbles,0,,,,,
player,201709240phi,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_cmp,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_att,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_yds,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_td,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_int,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_sacked,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_sacked_yds,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_long,0,,,,,
player,201709240phi,nyg,PerkPa00,pass_rating,,,,,,
player,201709240phi,nyg,PerkPa00,rush_att,9,,,,,
player,201709240phi,nyg,PerkPa00,rush_yds,22,,,,,
player,201709240phi,nyg,PerkPa00,rush_td,0,,,,,
player,201709240phi,nyg,PerkPa00,rush_long,7,,,,,
player,201709240phi,nyg,PerkPa00,targets,2,,,,,
player,201709240phi,nyg,PerkPa00,rec,2,,,,,
player,201709240phi,nyg,PerkPa00,rec_yds,8,,,,,
player,201709240phi,nyg,PerkPa00,rec_td,0,,,,,
player,201709240phi,nyg,PerkPa00,rec_long,6,,,,,
player,201709240phi,nyg,PerkPa00,fumbles,0,,,,,
player,201709240phi,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201709240phi,nyg,VereSh00,pass_cmp,0,,,,,
player,201709240phi,nyg,VereSh00,pass_att,0,,,,,
player,201709240phi,nyg,VereSh00,pass_yds,0,,,,,
player,201709240phi,nyg,VereSh00,pass_td,0,,,,,
player,201709240phi,nyg,VereSh00,pass_int,0,,,,,
player,201709240phi,nyg,VereSh00,pass_sacked,0,,,,,
player,201709240phi,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201709240phi,nyg,VereSh00,pass_long,0,,,,,
player,201709240phi,nyg,VereSh00,pass_rating,,,,,,
player,201709240phi,nyg,VereSh00,rush_att,1,,,,,
player,201709240phi,nyg,VereSh00,rush_yds,5,,,,,
player,201709240phi,nyg,VereSh00,rush_td,0,,,,,
player,201709240phi,nyg,VereSh00,rush_long,5,,,,,
player,201709240phi,nyg,VereSh00,targets,2,,,,,
player,201709240phi,nyg,VereSh00,rec,2,,,,,
player,201709240phi,nyg,VereSh00,rec_yds,18,,,,,
player,201709240phi,nyg,VereSh00,rec_td,0,,,,,
player,201709240phi,nyg,VereSh00,rec_long,15,,,,,
player,201709240phi,nyg,VereSh00,fumbles,0,,,,,
player,201709240phi,nyg,VereSh00,fumbles_lost,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_cmp,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_att,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_yds,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_td,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_int,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_sacked,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_long,0,,,,,
player,201709240phi,nyg,ShepSt00,pass_rating,,,,,,
player,201709240phi,nyg,ShepSt00,rush_att,0,,,,,
player,201709240phi,nyg,ShepSt00,rush_yds,0,,,,,
player,201709240phi,nyg,ShepSt00,rush_td,0,,,,,
player,201709240phi,nyg,ShepSt00,rush_long,0,,,,,
player,201709240phi,nyg,ShepSt00,targets,10,,,,,
player,201709240phi,nyg,ShepSt00,rec,7,,,,,
player,201709240phi,nyg,ShepSt00,rec_yds,133,,,,,
player,201709240phi,nyg,ShepSt00,rec_td,1,,,,,
player,201709240phi,nyg,ShepSt00,rec_long,77,,,,,
player,201709240phi,nyg,ShepSt00,fumbles,0,,,,,
player,201709240phi,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201709240phi,nyg,BeckOd00,pass_cmp,0,,,,,
player,201709240phi,nyg,BeckOd00,pass_att,0,,,,,
player,201709240phi,nyg,BeckOd00,pass_yds,0,,,,,
player,201709240phi,nyg,BeckOd00,pass_td,0,,,,,
player,201709240phi,nyg,BeckOd00,pass_int,0,,,,,
player,201709240phi,nyg,BeckOd00,pass_sacked,0,,,,,
player,201709240phi,nyg,BeckOd00,pass_sacked_yds,0,,,,,
