game,2017,16,20171224,201712240chi,cle,"Cleveland Browns",3,chi,"Chicago Bears",20
player,201712240chi,cle,CurrJu00,def_int_yds,0,,,,,
player,201712240chi,cle,CurrJu00,def_int_td,0,,,,,
player,201712240chi,cle,CurrJu00,def_int_long,0,,,,,
player,201712240chi,cle,CurrJu00,pass_defended,0,,,,,
player,201712240chi,cle,CurrJu00,sacks,1.0,,,,,
player,201712240chi,cle,CurrJu00,tackles_combined,3,,,,,
player,201712240chi,cle,CurrJu00,tackles_solo,2,,,,,
player,201712240chi,cle,CurrJu00,tackles_assists,1,,,,,
player,201712240chi,cle,CurrJu00,tackles_loss,1,,,,,
player,201712240chi,cle,CurrJu00,qb_hits,1,,,,,
player,201712240chi,cle,CurrJu00,fumbles_rec,0,,,,,
player,201712240chi,cle,CurrJu00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,CurrJu00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,CurrJu00,fumbles_forced,0,,,,,
player,201712240chi,cle,GarrMy00,def_int,0,,,,,
player,201712240chi,cle,GarrMy00,def_int_yds,0,,,,,
player,201712240chi,cle,GarrMy00,def_int_td,0,,,,,
player,201712240chi,cle,GarrMy00,def_int_long,0,,,,,
player,201712240chi,cle,GarrMy00,pass_defended,0,,,,,
player,201712240chi,cle,GarrMy00,sacks,1.0,,,,,
player,201712240chi,cle,GarrMy00,tackles_combined,1,,,,,
player,201712240chi,cle,GarrMy00,tackles_solo,1,,,,,
player,201712240chi,cle,GarrMy00,tackles_assists,0,,,,,
player,201712240chi,cle,GarrMy00,tackles_loss,1,,,,,
player,201712240chi,cle,GarrMy00,qb_hits,1,,,,,
player,201712240chi,cle,GarrMy00,fumbles_rec,0,,,,,
player,201712240chi,cle,GarrMy00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,GarrMy00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,GarrMy00,fumbles_forced,0,,,,,
player,201712240chi,cle,SchoJo00,def_int,0,,,,,
player,201712240chi,cle,SchoJo00,def_int_yds,0,,,,,
player,201712240chi,cle,SchoJo00,def_int_td,0,,,,,
player,201712240chi,cle,SchoJo00,def_int_long,0,,,,,
player,201712240chi,cle,SchoJo00,pass_defended,1,,,,,
player,201712240chi,cle,SchoJo00,sacks,0.5,,,,,
player,201712240chi,cle,SchoJo00,tackles_combined,5,,,,,
player,201712240chi,cle,SchoJo00,tackles_solo,3,,,,,
player,201712240chi,cle,SchoJo00,tackles_assists,2,,,,,
player,201712240chi,cle,SchoJo00,tackles_loss,0,,,,,
player,201712240chi,cle,SchoJo00,qb_hits,1,,,,,
player,201712240chi,cle,SchoJo00,fumbles_rec,0,,,,,
player,201712240chi,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,SchoJo00,fumbles_forced,0,,,,,
player,201712240chi,cle,TaylJa01,def_int,0,,,,,
player,201712240chi,cle,TaylJa01,def_int_yds,0,,,,,
player,201712240chi,cle,TaylJa01,def_int_td,0,,,,,
player,201712240chi,cle,TaylJa01,def_int_long,0,,,,,
player,201712240chi,cle,TaylJa01,pass_defended,1,,,,,
player,201712240chi,cle,TaylJa01,sacks,0.5,,,,,
player,201712240chi,cle,TaylJa01,tackles_combined,3,,,,,
player,201712240chi,cle,TaylJa01,tackles_solo,2,,,,,
player,201712240chi,cle,TaylJa01,tackles_assists,1,,,,,
player,201712240chi,cle,TaylJa01,tackles_loss,0,,,,,
player,201712240chi,cle,TaylJa01,qb_hits,1,,,,,
player,201712240chi,cle,TaylJa01,fumbles_rec,0,,,,,
player,201712240chi,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201712240chi,cle,TaylJa01,fumbles_forced,0,,,,,
player,201712240chi,cle,KirkCh00,def_int,0,,,,,
player,201712240chi,cle,KirkCh00,def_int_yds,0,,,,,
player,201712240chi,cle,KirkCh00,def_int_td,0,,,,,
player,201712240chi,cle,KirkCh00,def_int_long,0,,,,,
player,201712240chi,cle,KirkCh00,pass_defended,0,,,,,
player,201712240chi,cle,KirkCh00,sacks,0.0,,,,,
player,201712240chi,cle,KirkCh00,tackles_combined,8,,,,,
player,201712240chi,cle,KirkCh00,tackles_solo,6,,,,,
player,201712240chi,cle,KirkCh00,tackles_assists,2,,,,,
player,201712240chi,cle,KirkCh00,tackles_loss,1,,,,,
player,201712240chi,cle,KirkCh00,qb_hits,0,,,,,
player,201712240chi,cle,KirkCh00,fumbles_rec,0,,,,,
player,201712240chi,cle,KirkCh00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,KirkCh00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,KirkCh00,fumbles_forced,0,,,,,
player,201712240chi,cle,McCoJa99,def_int,0,,,,,
player,201712240chi,cle,McCoJa99,def_int_yds,0,,,,,
player,201712240chi,cle,McCoJa99,def_int_td,0,,,,,
player,201712240chi,cle,McCoJa99,def_int_long,0,,,,,
player,201712240chi,cle,McCoJa99,pass_defended,1,,,,,
player,201712240chi,cle,McCoJa99,sacks,0.0,,,,,
player,201712240chi,cle,McCoJa99,tackles_combined,3,,,,,
player,201712240chi,cle,McCoJa99,tackles_solo,3,,,,,
player,201712240chi,cle,McCoJa99,tackles_assists,0,,,,,
player,201712240chi,cle,McCoJa99,tackles_loss,2,,,,,
player,201712240chi,cle,McCoJa99,qb_hits,0,,,,,
player,201712240chi,cle,McCoJa99,fumbles_rec,0,,,,,
player,201712240chi,cle,McCoJa99,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,McCoJa99,fumbles_rec_td,0,,,,,
player,201712240chi,cle,McCoJa99,fumbles_forced,0,,,,,
player,201712240chi,cle,PeppJa00,def_int,0,,,,,
player,201712240chi,cle,PeppJa00,def_int_yds,0,,,,,
player,201712240chi,cle,PeppJa00,def_int_td,0,,,,,
player,201712240chi,cle,PeppJa00,def_int_long,0,,,,,
player,201712240chi,cle,PeppJa00,pass_defended,0,,,,,
player,201712240chi,cle,PeppJa00,sacks,0.0,,,,,
player,201712240chi,cle,PeppJa00,tackles_combined,3,,,,,
player,201712240chi,cle,PeppJa00,tackles_solo,3,,,,,
player,201712240chi,cle,PeppJa00,tackles_assists,0,,,,,
player,201712240chi,cle,PeppJa00,tackles_loss,0,,,,,
player,201712240chi,cle,PeppJa00,qb_hits,0,,,,,
player,201712240chi,cle,PeppJa00,fumbles_rec,0,,,,,
player,201712240chi,cle,PeppJa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,PeppJa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,PeppJa00,fumbles_forced,0,,,,,
player,201712240chi,cle,ShelDa01,def_int,0,,,,,
player,201712240chi,cle,ShelDa01,def_int_yds,0,,,,,
player,201712240chi,cle,ShelDa01,def_int_td,0,,,,,
player,201712240chi,cle,ShelDa01,def_int_long,0,,,,,
player,201712240chi,cle,ShelDa01,pass_defended,0,,,,,
player,201712240chi,cle,ShelDa01,sacks,0.0,,,,,
player,201712240chi,cle,ShelDa01,tackles_combined,3,,,,,
player,201712240chi,cle,ShelDa01,tackles_solo,3,,,,,
player,201712240chi,cle,ShelDa01,tackles_assists,0,,,,,
player,201712240chi,cle,ShelDa01,tackles_loss,0,,,,,
player,201712240chi,cle,ShelDa01,qb_hits,0,,,,,
player,201712240chi,cle,ShelDa01,fumbles_rec,0,,,,,
player,201712240chi,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201712240chi,cle,ShelDa01,fumbles_forced,0,,,,,
player,201712240chi,cle,LouiRi00,def_int,0,,,,,
player,201712240chi,cle,LouiRi00,def_int_yds,0,,,,,
player,201712240chi,cle,LouiRi00,def_int_td,0,,,,,
player,201712240chi,cle,LouiRi00,def_int_long,0,,,,,
player,201712240chi,cle,LouiRi00,pass_defended,0,,,,,
player,201712240chi,cle,LouiRi00,sacks,0.0,,,,,
player,201712240chi,cle,LouiRi00,tackles_combined,2,,,,,
player,201712240chi,cle,LouiRi00,tackles_solo,2,,,,,
player,201712240chi,cle,LouiRi00,tackles_assists,0,,,,,
player,201712240chi,cle,LouiRi00,tackles_loss,0,,,,,
player,201712240chi,cle,LouiRi00,qb_hits,0,,,,,
player,201712240chi,cle,LouiRi00,fumbles_rec,0,,,,,
player,201712240chi,cle,LouiRi00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,LouiRi00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,LouiRi00,fumbles_forced,0,,,,,
player,201712240chi,cle,NacuKa00,def_int,0,,,,,
player,201712240chi,cle,NacuKa00,def_int_yds,0,,,,,
player,201712240chi,cle,NacuKa00,def_int_td,0,,,,,
player,201712240chi,cle,NacuKa00,def_int_long,0,,,,,
player,201712240chi,cle,NacuKa00,pass_defended,0,,,,,
player,201712240chi,cle,NacuKa00,sacks,0.0,,,,,
player,201712240chi,cle,NacuKa00,tackles_combined,2,,,,,
player,201712240chi,cle,NacuKa00,tackles_solo,2,,,,,
player,201712240chi,cle,NacuKa00,tackles_assists,0,,,,,
player,201712240chi,cle,NacuKa00,tackles_loss,0,,,,,
player,201712240chi,cle,NacuKa00,qb_hits,1,,,,,
player,201712240chi,cle,NacuKa00,fumbles_rec,0,,,,,
player,201712240chi,cle,NacuKa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,NacuKa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,NacuKa00,fumbles_forced,0,,,,,
player,201712240chi,cle,BranCa00,def_int,0,,,,,
player,201712240chi,cle,BranCa00,def_int_yds,0,,,,,
player,201712240chi,cle,BranCa00,def_int_td,0,,,,,
player,201712240chi,cle,BranCa00,def_int_long,0,,,,,
player,201712240chi,cle,BranCa00,pass_defended,0,,,,,
player,201712240chi,cle,BranCa00,sacks,0.0,,,,,
player,201712240chi,cle,BranCa00,tackles_combined,1,,,,,
player,201712240chi,cle,BranCa00,tackles_solo,1,,,,,
player,201712240chi,cle,BranCa00,tackles_assists,0,,,,,
player,201712240chi,cle,BranCa00,tackles_loss,0,,,,,
player,201712240chi,cle,BranCa00,qb_hits,0,,,,,
player,201712240chi,cle,BranCa00,fumbles_rec,0,,,,,
player,201712240chi,cle,BranCa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,BranCa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,BranCa00,fumbles_forced,0,,,,,
player,201712240chi,cle,CoatSa00,def_int,0,,,,,
player,201712240chi,cle,CoatSa00,def_int_yds,0,,,,,
player,201712240chi,cle,CoatSa00,def_int_td,0,,,,,
player,201712240chi,cle,CoatSa00,def_int_long,0,,,,,
player,201712240chi,cle,CoatSa00,pass_defended,0,,,,,
player,201712240chi,cle,CoatSa00,sacks,0.0,,,,,
player,201712240chi,cle,CoatSa00,tackles_combined,1,,,,,
player,201712240chi,cle,CoatSa00,tackles_solo,1,,,,,
player,201712240chi,cle,CoatSa00,tackles_assists,0,,,,,
player,201712240chi,cle,CoatSa00,tackles_loss,0,,,,,
player,201712240chi,cle,CoatSa00,qb_hits,0,,,,,
player,201712240chi,cle,CoatSa00,fumbles_rec,0,,,,,
player,201712240chi,cle,CoatSa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,CoatSa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,CoatSa00,fumbles_forced,0,,,,,
player,201712240chi,cle,ColeTr01,def_int,0,,,,,
player,201712240chi,cle,ColeTr01,def_int_yds,0,,,,,
player,201712240chi,cle,ColeTr01,def_int_td,0,,,,,
player,201712240chi,cle,ColeTr01,def_int_long,0,,,,,
player,201712240chi,cle,ColeTr01,pass_defended,0,,,,,
player,201712240chi,cle,ColeTr01,sacks,0.0,,,,,
player,201712240chi,cle,ColeTr01,tackles_combined,1,,,,,
player,201712240chi,cle,ColeTr01,tackles_solo,1,,,,,
player,201712240chi,cle,ColeTr01,tackles_assists,0,,,,,
player,201712240chi,cle,ColeTr01,tackles_loss,0,,,,,
player,201712240chi,cle,ColeTr01,qb_hits,1,,,,,
player,201712240chi,cle,ColeTr01,fumbles_rec,0,,,,,
player,201712240chi,cle,ColeTr01,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,ColeTr01,fumbles_rec_td,0,,,,,
player,201712240chi,cle,ColeTr01,fumbles_forced,0,,,,,
player,201712240chi,cle,EdwaLa00,def_int,0,,,,,
player,201712240chi,cle,EdwaLa00,def_int_yds,0,,,,,
player,201712240chi,cle,EdwaLa00,def_int_td,0,,,,,
player,201712240chi,cle,EdwaLa00,def_int_long,0,,,,,
player,201712240chi,cle,EdwaLa00,pass_defended,0,,,,,
player,201712240chi,cle,EdwaLa00,sacks,0.0,,,,,
player,201712240chi,cle,EdwaLa00,tackles_combined,1,,,,,
player,201712240chi,cle,EdwaLa00,tackles_solo,0,,,,,
player,201712240chi,cle,EdwaLa00,tackles_assists,1,,,,,
player,201712240chi,cle,EdwaLa00,tackles_loss,0,,,,,
player,201712240chi,cle,EdwaLa00,qb_hits,0,,,,,
player,201712240chi,cle,EdwaLa00,fumbles_rec,0,,,,,
player,201712240chi,cle,EdwaLa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,EdwaLa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,EdwaLa00,fumbles_forced,0,,,,,
player,201712240chi,cle,NassCa00,def_int,0,,,,,
player,201712240chi,cle,NassCa00,def_int_yds,0,,,,,
player,201712240chi,cle,NassCa00,def_int_td,0,,,,,
player,201712240chi,cle,NassCa00,def_int_long,0,,,,,
player,201712240chi,cle,NassCa00,pass_defended,0,,,,,
player,201712240chi,cle,NassCa00,sacks,0.0,,,,,
player,201712240chi,cle,NassCa00,tackles_combined,1,,,,,
player,201712240chi,cle,NassCa00,tackles_solo,1,,,,,
player,201712240chi,cle,NassCa00,tackles_assists,0,,,,,
player,201712240chi,cle,NassCa00,tackles_loss,1,,,,,
player,201712240chi,cle,NassCa00,qb_hits,0,,,,,
player,201712240chi,cle,NassCa00,fumbles_rec,0,,,,,
player,201712240chi,cle,NassCa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,NassCa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,NassCa00,fumbles_forced,0,,,,,
player,201712240chi,cle,OrchNa00,def_int,0,,,,,
player,201712240chi,cle,OrchNa00,def_int_yds,0,,,,,
player,201712240chi,cle,OrchNa00,def_int_td,0,,,,,
player,201712240chi,cle,OrchNa00,def_int_long,0,,,,,
player,201712240chi,cle,OrchNa00,pass_defended,0,,,,,
player,201712240chi,cle,OrchNa00,sacks,0.0,,,,,
player,201712240chi,cle,OrchNa00,tackles_combined,1,,,,,
player,201712240chi,cle,OrchNa00,tackles_solo,1,,,,,
player,201712240chi,cle,OrchNa00,tackles_assists,0,,,,,
player,201712240chi,cle,OrchNa00,tackles_loss,0,,,,,
player,201712240chi,cle,OrchNa00,qb_hits,0,,,,,
player,201712240chi,cle,OrchNa00,fumbles_rec,0,,,,,
player,201712240chi,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,OrchNa00,fumbles_forced,0,,,,,
player,201712240chi,cle,SmitDe05,def_int,0,,,,,
player,201712240chi,cle,SmitDe05,def_int_yds,0,,,,,
player,201712240chi,cle,SmitDe05,def_int_td,0,,,,,
player,201712240chi,cle,SmitDe05,def_int_long,0,,,,,
player,201712240chi,cle,SmitDe05,pass_defended,0,,,,,
player,201712240chi,cle,SmitDe05,sacks,0.0,,,,,
player,201712240chi,cle,SmitDe05,tackles_combined,1,,,,,
player,201712240chi,cle,SmitDe05,tackles_solo,1,,,,,
player,201712240chi,cle,SmitDe05,tackles_assists,0,,,,,
player,201712240chi,cle,SmitDe05,tackles_loss,0,,,,,
player,201712240chi,cle,SmitDe05,qb_hits,0,,,,,
player,201712240chi,cle,SmitDe05,fumbles_rec,1,,,,,
player,201712240chi,cle,SmitDe05,fumbles_rec_yds,-2,,,,,
player,201712240chi,cle,SmitDe05,fumbles_rec_td,0,,,,,
player,201712240chi,cle,SmitDe05,fumbles_forced,0,,,,,
player,201712240chi,chi,CallBr00,def_int,1,,,,,
player,201712240chi,chi,CallBr00,def_int_yds,21,,,,,
player,201712240chi,chi,CallBr00,def_int_td,0,,,,,
player,201712240chi,chi,CallBr00,def_int_long,21,,,,,
player,201712240chi,chi,CallBr00,pass_defended,1,,,,,
player,201712240chi,chi,CallBr00,sacks,0.0,,,,,
player,201712240chi,chi,CallBr00,tackles_combined,3,,,,,
player,201712240chi,chi,CallBr00,tackles_solo,3,,,,,
player,201712240chi,chi,CallBr00,tackles_assists,0,,,,,
player,201712240chi,chi,CallBr00,tackles_loss,0,,,,,
player,201712240chi,chi,CallBr00,qb_hits,0,,,,,
player,201712240chi,chi,CallBr00,fumbles_rec,0,,,,,
player,201712240chi,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,CallBr00,fumbles_forced,0,,,,,
player,201712240chi,chi,FullKy00,def_int,1,,,,,
player,201712240chi,chi,FullKy00,def_int_yds,0,,,,,
player,201712240chi,chi,FullKy00,def_int_td,0,,,,,
player,201712240chi,chi,FullKy00,def_int_long,0,,,,,
player,201712240chi,chi,FullKy00,pass_defended,6,,,,,
player,201712240chi,chi,FullKy00,sacks,0.0,,,,,
player,201712240chi,chi,FullKy00,tackles_combined,1,,,,,
player,201712240chi,chi,FullKy00,tackles_solo,1,,,,,
player,201712240chi,chi,FullKy00,tackles_assists,0,,,,,
player,201712240chi,chi,FullKy00,tackles_loss,0,,,,,
player,201712240chi,chi,FullKy00,qb_hits,0,,,,,
player,201712240chi,chi,FullKy00,fumbles_rec,0,,,,,
player,201712240chi,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,FullKy00,fumbles_forced,0,,,,,
player,201712240chi,chi,AchoSa00,def_int,0,,,,,
player,201712240chi,chi,AchoSa00,def_int_yds,0,,,,,
player,201712240chi,chi,AchoSa00,def_int_td,0,,,,,
player,201712240chi,chi,AchoSa00,def_int_long,0,,,,,
player,201712240chi,chi,AchoSa00,pass_defended,0,,,,,
player,201712240chi,chi,AchoSa00,sacks,0.5,,,,,
player,201712240chi,chi,AchoSa00,tackles_combined,4,,,,,
player,201712240chi,chi,AchoSa00,tackles_solo,3,,,,,
player,201712240chi,chi,AchoSa00,tackles_assists,1,,,,,
player,201712240chi,chi,AchoSa00,tackles_loss,0,,,,,
player,201712240chi,chi,AchoSa00,qb_hits,5,,,,,
player,201712240chi,chi,AchoSa00,fumbles_rec,0,,,,,
player,201712240chi,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,AchoSa00,fumbles_forced,0,,,,,
player,201712240chi,chi,HickAk00,def_int,0,,,,,
player,201712240chi,chi,HickAk00,def_int_yds,0,,,,,
player,201712240chi,chi,HickAk00,def_int_td,0,,,,,
player,201712240chi,chi,HickAk00,def_int_long,0,,,,,
player,201712240chi,chi,HickAk00,pass_defended,0,,,,,
player,201712240chi,chi,HickAk00,sacks,0.5,,,,,
player,201712240chi,chi,HickAk00,tackles_combined,3,,,,,
player,201712240chi,chi,HickAk00,tackles_solo,1,,,,,
player,201712240chi,chi,HickAk00,tackles_assists,2,,,,,
player,201712240chi,chi,HickAk00,tackles_loss,0,,,,,
player,201712240chi,chi,HickAk00,qb_hits,2,,,,,
player,201712240chi,chi,HickAk00,fumbles_rec,0,,,,,
player,201712240chi,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,HickAk00,fumbles_forced,0,,,,,
player,201712240chi,chi,KwiaNi00,def_int,0,,,,,
player,201712240chi,chi,KwiaNi00,def_int_yds,0,,,,,
player,201712240chi,chi,KwiaNi00,def_int_td,0,,,,,
player,201712240chi,chi,KwiaNi00,def_int_long,0,,,,,
player,201712240chi,chi,KwiaNi00,pass_defended,0,,,,,
player,201712240chi,chi,KwiaNi00,sacks,0.0,,,,,
player,201712240chi,chi,KwiaNi00,tackles_combined,8,,,,,
player,201712240chi,chi,KwiaNi00,tackles_solo,4,,,,,
player,201712240chi,chi,KwiaNi00,tackles_assists,4,,,,,
player,201712240chi,chi,KwiaNi00,tackles_loss,0,,,,,
player,201712240chi,chi,KwiaNi00,qb_hits,1,,,,,
player,201712240chi,chi,KwiaNi00,fumbles_rec,0,,,,,
player,201712240chi,chi,KwiaNi00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,KwiaNi00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,KwiaNi00,fumbles_forced,0,,,,,
player,201712240chi,chi,TrevDa00,def_int,0,,,,,
player,201712240chi,chi,TrevDa00,def_int_yds,0,,,,,
player,201712240chi,chi,TrevDa00,def_int_td,0,,,,,
player,201712240chi,chi,TrevDa00,def_int_long,0,,,,,
player,201712240chi,chi,TrevDa00,pass_defended,1,,,,,
player,201712240chi,chi,TrevDa00,sacks,0.0,,,,,
player,201712240chi,chi,TrevDa00,tackles_combined,6,,,,,
player,201712240chi,chi,TrevDa00,tackles_solo,5,,,,,
player,201712240chi,chi,TrevDa00,tackles_assists,1,,,,,
player,201712240chi,chi,TrevDa00,tackles_loss,0,,,,,
player,201712240chi,chi,TrevDa00,qb_hits,0,,,,,
player,201712240chi,chi,TrevDa00,fumbles_rec,0,,,,,
player,201712240chi,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,TrevDa00,fumbles_forced,1,,,,,
player,201712240chi,chi,JackEd01,def_int,0,,,,,
player,201712240chi,chi,JackEd01,def_int_yds,0,,,,,
player,201712240chi,chi,JackEd01,def_int_td,0,,,,,
player,201712240chi,chi,JackEd01,def_int_long,0,,,,,
player,201712240chi,chi,JackEd01,pass_defended,0,,,,,
player,201712240chi,chi,JackEd01,sacks,0.0,,,,,
player,201712240chi,chi,JackEd01,tackles_combined,5,,,,,
player,201712240chi,chi,JackEd01,tackles_solo,3,,,,,
player,201712240chi,chi,JackEd01,tackles_assists,2,,,,,
player,201712240chi,chi,JackEd01,tackles_loss,0,,,,,
player,201712240chi,chi,JackEd01,qb_hits,0,,,,,
player,201712240chi,chi,JackEd01,fumbles_rec,0,,,,,
player,201712240chi,chi,JackEd01,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,JackEd01,fumbles_rec_td,0,,,,,
player,201712240chi,chi,JackEd01,fumbles_forced,0,,,,,
player,201712240chi,chi,GoldEd00,def_int,0,,,,,
player,201712240chi,chi,GoldEd00,def_int_yds,0,,,,,
player,201712240chi,chi,GoldEd00,def_int_td,0,,,,,
player,201712240chi,chi,GoldEd00,def_int_long,0,,,,,
player,201712240chi,chi,GoldEd00,pass_defended,0,,,,,
player,201712240chi,chi,GoldEd00,sacks,0.0,,,,,
player,201712240chi,chi,GoldEd00,tackles_combined,4,,,,,
player,201712240chi,chi,GoldEd00,tackles_solo,2,,,,,
player,201712240chi,chi,GoldEd00,tackles_assists,2,,,,,
player,201712240chi,chi,GoldEd00,tackles_loss,0,,,,,
player,201712240chi,chi,GoldEd00,qb_hits,0,,,,,
player,201712240chi,chi,GoldEd00,fumbles_rec,0,,,,,
player,201712240chi,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,GoldEd00,fumbles_forced,0,,,,,
player,201712240chi,chi,JoneCh05,def_int,0,,,,,
player,201712240chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201712240chi,chi,JoneCh05,def_int_td,0,,,,,
player,201712240chi,chi,JoneCh05,def_int_long,0,,,,,
player,201712240chi,chi,JoneCh05,pass_defended,0,,,,,
player,201712240chi,chi,JoneCh05,sacks,0.0,,,,,
player,201712240chi,chi,JoneCh05,tackles_combined,3,,,,,
player,201712240chi,chi,JoneCh05,tackles_solo,3,,,,,
player,201712240chi,chi,JoneCh05,tackles_assists,0,,,,,
player,201712240chi,chi,JoneCh05,tackles_loss,0,,,,,
player,201712240chi,chi,JoneCh05,qb_hits,0,,,,,
player,201712240chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201712240chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201712240chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201712240chi,chi,AmosAd00,def_int,0,,,,,
player,201712240chi,chi,AmosAd00,def_int_yds,0,,,,,
player,201712240chi,chi,AmosAd00,def_int_td,0,,,,,
player,201712240chi,chi,AmosAd00,def_int_long,0,,,,,
player,201712240chi,chi,AmosAd00,pass_defended,0,,,,,
player,201712240chi,chi,AmosAd00,sacks,0.0,,,,,
player,201712240chi,chi,AmosAd00,tackles_combined,2,,,,,
player,201712240chi,chi,AmosAd00,tackles_solo,2,,,,,
player,201712240chi,chi,AmosAd00,tackles_assists,0,,,,,
player,201712240chi,chi,AmosAd00,tackles_loss,0,,,,,
player,201712240chi,chi,AmosAd00,qb_hits,0,,,,,
player,201712240chi,chi,AmosAd00,fumbles_rec,0,,,,,
player,201712240chi,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,AmosAd00,fumbles_forced,0,,,,,
player,201712240chi,chi,AmukPr00,def_int,0,,,,,
player,201712240chi,chi,AmukPr00,def_int_yds,0,,,,,
player,201712240chi,chi,AmukPr00,def_int_td,0,,,,,
player,201712240chi,chi,AmukPr00,def_int_long,0,,,,,
player,201712240chi,chi,AmukPr00,pass_defended,0,,,,,
player,201712240chi,chi,AmukPr00,sacks,0.0,,,,,
player,201712240chi,chi,AmukPr00,tackles_combined,2,,,,,
player,201712240chi,chi,AmukPr00,tackles_solo,2,,,,,
player,201712240chi,chi,AmukPr00,tackles_assists,0,,,,,
player,201712240chi,chi,AmukPr00,tackles_loss,0,,,,,
player,201712240chi,chi,AmukPr00,qb_hits,0,,,,,
player,201712240chi,chi,AmukPr00,fumbles_rec,1,,,,,
player,201712240chi,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,AmukPr00,fumbles_forced,0,,,,,
player,201712240chi,chi,BullJo00,def_int,0,,,,,
player,201712240chi,chi,BullJo00,def_int_yds,0,,,,,
player,201712240chi,chi,BullJo00,def_int_td,0,,,,,
player,201712240chi,chi,BullJo00,def_int_long,0,,,,,
player,201712240chi,chi,BullJo00,pass_defended,0,,,,,
player,201712240chi,chi,BullJo00,sacks,0.0,,,,,
player,201712240chi,chi,BullJo00,tackles_combined,2,,,,,
player,201712240chi,chi,BullJo00,tackles_solo,2,,,,,
player,201712240chi,chi,BullJo00,tackles_assists,0,,,,,
player,201712240chi,chi,BullJo00,tackles_loss,0,,,,,
player,201712240chi,chi,BullJo00,qb_hits,0,,,,,
player,201712240chi,chi,BullJo00,fumbles_rec,0,,,,,
player,201712240chi,chi,BullJo00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,BullJo00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,BullJo00,fumbles_forced,0,,,,,
player,201712240chi,chi,JenkJo00,def_int,0,,,,,
player,201712240chi,chi,JenkJo00,def_int_yds,0,,,,,
player,201712240chi,chi,JenkJo00,def_int_td,0,,,,,
