game,2017,15,20171217,201712170rai,dal,"Dallas Cowboys",20,rai,"Oakland Raiders",17
player,201712170rai,rai,IrviBr00,tackles_combined,2,,,,,
player,201712170rai,rai,IrviBr00,tackles_solo,2,,,,,
player,201712170rai,rai,IrviBr00,tackles_assists,0,,,,,
player,201712170rai,rai,IrviBr00,tackles_loss,0,,,,,
player,201712170rai,rai,IrviBr00,qb_hits,1,,,,,
player,201712170rai,rai,IrviBr00,fumbles_rec,0,,,,,
player,201712170rai,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,IrviBr00,fumbles_forced,0,,,,,
player,201712170rai,rai,LeexMa01,def_int,0,,,,,
player,201712170rai,rai,LeexMa01,def_int_yds,0,,,,,
player,201712170rai,rai,LeexMa01,def_int_td,0,,,,,
player,201712170rai,rai,LeexMa01,def_int_long,0,,,,,
player,201712170rai,rai,LeexMa01,pass_defended,0,,,,,
player,201712170rai,rai,LeexMa01,sacks,0.0,,,,,
player,201712170rai,rai,LeexMa01,tackles_combined,2,,,,,
player,201712170rai,rai,LeexMa01,tackles_solo,1,,,,,
player,201712170rai,rai,LeexMa01,tackles_assists,1,,,,,
player,201712170rai,rai,LeexMa01,tackles_loss,0,,,,,
player,201712170rai,rai,LeexMa01,qb_hits,0,,,,,
player,201712170rai,rai,LeexMa01,fumbles_rec,0,,,,,
player,201712170rai,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201712170rai,rai,LeexMa01,fumbles_forced,0,,,,,
player,201712170rai,rai,VandEd00,def_int,0,,,,,
player,201712170rai,rai,VandEd00,def_int_yds,0,,,,,
player,201712170rai,rai,VandEd00,def_int_td,0,,,,,
player,201712170rai,rai,VandEd00,def_int_long,0,,,,,
player,201712170rai,rai,VandEd00,pass_defended,0,,,,,
player,201712170rai,rai,VandEd00,sacks,0.0,,,,,
player,201712170rai,rai,VandEd00,tackles_combined,2,,,,,
player,201712170rai,rai,VandEd00,tackles_solo,1,,,,,
player,201712170rai,rai,VandEd00,tackles_assists,1,,,,,
player,201712170rai,rai,VandEd00,tackles_loss,0,,,,,
player,201712170rai,rai,VandEd00,qb_hits,0,,,,,
player,201712170rai,rai,VandEd00,fumbles_rec,0,,,,,
player,201712170rai,rai,VandEd00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,VandEd00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,VandEd00,fumbles_forced,0,,,,,
player,201712170rai,rai,WoodXa01,def_int,0,,,,,
player,201712170rai,rai,WoodXa01,def_int_yds,0,,,,,
player,201712170rai,rai,WoodXa01,def_int_td,0,,,,,
player,201712170rai,rai,WoodXa01,def_int_long,0,,,,,
player,201712170rai,rai,WoodXa01,pass_defended,0,,,,,
player,201712170rai,rai,WoodXa01,sacks,0.0,,,,,
player,201712170rai,rai,WoodXa01,tackles_combined,2,,,,,
player,201712170rai,rai,WoodXa01,tackles_solo,0,,,,,
player,201712170rai,rai,WoodXa01,tackles_assists,2,,,,,
player,201712170rai,rai,WoodXa01,tackles_loss,0,,,,,
player,201712170rai,rai,WoodXa01,qb_hits,0,,,,,
player,201712170rai,rai,WoodXa01,fumbles_rec,0,,,,,
player,201712170rai,rai,WoodXa01,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,WoodXa01,fumbles_rec_td,0,,,,,
player,201712170rai,rai,WoodXa01,fumbles_forced,0,,,,,
player,201712170rai,rai,HamiAn01,def_int,0,,,,,
player,201712170rai,rai,HamiAn01,def_int_yds,0,,,,,
player,201712170rai,rai,HamiAn01,def_int_td,0,,,,,
player,201712170rai,rai,HamiAn01,def_int_long,0,,,,,
player,201712170rai,rai,HamiAn01,pass_defended,0,,,,,
player,201712170rai,rai,HamiAn01,sacks,0.0,,,,,
player,201712170rai,rai,HamiAn01,tackles_combined,1,,,,,
player,201712170rai,rai,HamiAn01,tackles_solo,1,,,,,
player,201712170rai,rai,HamiAn01,tackles_assists,0,,,,,
player,201712170rai,rai,HamiAn01,tackles_loss,0,,,,,
player,201712170rai,rai,HamiAn01,qb_hits,0,,,,,
player,201712170rai,rai,HamiAn01,fumbles_rec,0,,,,,
player,201712170rai,rai,HamiAn01,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,HamiAn01,fumbles_rec_td,0,,,,,
player,201712170rai,rai,HamiAn01,fumbles_forced,0,,,,,
player,201712170rai,rai,HestTr00,def_int,0,,,,,
player,201712170rai,rai,HestTr00,def_int_yds,0,,,,,
player,201712170rai,rai,HestTr00,def_int_td,0,,,,,
player,201712170rai,rai,HestTr00,def_int_long,0,,,,,
player,201712170rai,rai,HestTr00,pass_defended,0,,,,,
player,201712170rai,rai,HestTr00,sacks,0.0,,,,,
player,201712170rai,rai,HestTr00,tackles_combined,1,,,,,
player,201712170rai,rai,HestTr00,tackles_solo,0,,,,,
player,201712170rai,rai,HestTr00,tackles_assists,1,,,,,
player,201712170rai,rai,HestTr00,tackles_loss,0,,,,,
player,201712170rai,rai,HestTr00,qb_hits,0,,,,,
player,201712170rai,rai,HestTr00,fumbles_rec,0,,,,,
player,201712170rai,rai,HestTr00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,HestTr00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,HestTr00,fumbles_forced,0,,,,,
player,201712170rai,rai,RichJa01,def_int,0,,,,,
player,201712170rai,rai,RichJa01,def_int_yds,0,,,,,
player,201712170rai,rai,RichJa01,def_int_td,0,,,,,
player,201712170rai,rai,RichJa01,def_int_long,0,,,,,
player,201712170rai,rai,RichJa01,pass_defended,0,,,,,
player,201712170rai,rai,RichJa01,sacks,0.0,,,,,
player,201712170rai,rai,RichJa01,tackles_combined,1,,,,,
player,201712170rai,rai,RichJa01,tackles_solo,1,,,,,
player,201712170rai,rai,RichJa01,tackles_assists,0,,,,,
player,201712170rai,rai,RichJa01,tackles_loss,0,,,,,
player,201712170rai,rai,RichJa01,qb_hits,0,,,,,
player,201712170rai,rai,RichJa01,fumbles_rec,0,,,,,
player,201712170rai,rai,RichJa01,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,RichJa01,fumbles_rec_td,0,,,,,
player,201712170rai,rai,RichJa01,fumbles_forced,0,,,,,
player,201712170rai,dal,SwitRy00,kick_ret,1,,,,,
player,201712170rai,dal,SwitRy00,kick_ret_yds,22,,,,,
player,201712170rai,dal,SwitRy00,kick_ret_yds_per_ret,22.0,,,,,
player,201712170rai,dal,SwitRy00,kick_ret_td,0,,,,,
player,201712170rai,dal,SwitRy00,kick_ret_long,22,,,,,
player,201712170rai,dal,SwitRy00,punt_ret,2,,,,,
player,201712170rai,dal,SwitRy00,punt_ret_yds,15,,,,,
player,201712170rai,dal,SwitRy00,punt_ret_yds_per_ret,7.5,,,,,
player,201712170rai,dal,SwitRy00,punt_ret_td,0,,,,,
player,201712170rai,dal,SwitRy00,punt_ret_long,8,,,,,
player,201712170rai,rai,PattCo00,kick_ret,4,,,,,
player,201712170rai,rai,PattCo00,kick_ret_yds,103,,,,,
player,201712170rai,rai,PattCo00,kick_ret_yds_per_ret,25.8,,,,,
player,201712170rai,rai,PattCo00,kick_ret_td,0,,,,,
player,201712170rai,rai,PattCo00,kick_ret_long,44,,,,,
player,201712170rai,rai,PattCo00,punt_ret,0,,,,,
player,201712170rai,rai,PattCo00,punt_ret_yds,0,,,,,
player,201712170rai,rai,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201712170rai,rai,PattCo00,punt_ret_td,0,,,,,
player,201712170rai,rai,PattCo00,punt_ret_long,0,,,,,
player,201712170rai,dal,BailDa00,xpm,2,,,,,
player,201712170rai,dal,BailDa00,xpa,2,,,,,
player,201712170rai,dal,BailDa00,fgm,2,,,,,
player,201712170rai,dal,BailDa00,fga,2,,,,,
player,201712170rai,dal,BailDa00,punt,0,,,,,
player,201712170rai,dal,BailDa00,punt_yds,0,,,,,
player,201712170rai,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201712170rai,dal,BailDa00,punt_long,0,,,,,
player,201712170rai,dal,JoneCh02,xpm,,,,,,
player,201712170rai,dal,JoneCh02,xpa,,,,,,
player,201712170rai,dal,JoneCh02,fgm,,,,,,
player,201712170rai,dal,JoneCh02,fga,,,,,,
player,201712170rai,dal,JoneCh02,punt,2,,,,,
player,201712170rai,dal,JoneCh02,punt_yds,86,,,,,
player,201712170rai,dal,JoneCh02,punt_yds_per_punt,43.0,,,,,
player,201712170rai,dal,JoneCh02,punt_long,43,,,,,
player,201712170rai,rai,TaveGi00,xpm,2,,,,,
player,201712170rai,rai,TaveGi00,xpa,2,,,,,
player,201712170rai,rai,TaveGi00,fgm,1,,,,,
player,201712170rai,rai,TaveGi00,fga,2,,,,,
player,201712170rai,rai,TaveGi00,punt,0,,,,,
player,201712170rai,rai,TaveGi00,punt_yds,0,,,,,
player,201712170rai,rai,TaveGi00,punt_yds_per_punt,,,,,,
player,201712170rai,rai,TaveGi00,punt_long,0,,,,,
player,201712170rai,rai,KingMa00,xpm,,,,,,
player,201712170rai,rai,KingMa00,xpa,,,,,,
player,201712170rai,rai,KingMa00,fgm,,,,,,
player,201712170rai,rai,KingMa00,fga,,,,,,
player,201712170rai,rai,KingMa00,punt,4,,,,,
player,201712170rai,rai,KingMa00,punt_yds,182,,,,,
player,201712170rai,rai,KingMa00,punt_yds_per_punt,45.5,,,,,
player,201712170rai,rai,KingMa00,punt_long,57,,,,,
player,201712170rai,rai,NewhMa20,pos,T,,,,,
player,201712170rai,rai,NewhMa20,offense,66,,,,,
player,201712170rai,rai,NewhMa20,off_pct,100%,,,,,
player,201712170rai,rai,NewhMa20,defense,0,,,,,
player,201712170rai,rai,NewhMa20,def_pct,0%,,,,,
player,201712170rai,rai,NewhMa20,special_teams,4,,,,,
player,201712170rai,rai,NewhMa20,st_pct,17%,,,,,
player,201712170rai,rai,OsemKe00,pos,G,,,,,
player,201712170rai,rai,OsemKe00,offense,66,,,,,
player,201712170rai,rai,OsemKe00,off_pct,100%,,,,,
player,201712170rai,rai,OsemKe00,defense,0,,,,,
player,201712170rai,rai,OsemKe00,def_pct,0%,,,,,
player,201712170rai,rai,OsemKe00,special_teams,4,,,,,
player,201712170rai,rai,OsemKe00,st_pct,17%,,,,,
player,201712170rai,rai,JackGa00,pos,G,,,,,
player,201712170rai,rai,JackGa00,offense,66,,,,,
player,201712170rai,rai,JackGa00,off_pct,100%,,,,,
player,201712170rai,rai,JackGa00,defense,0,,,,,
player,201712170rai,rai,JackGa00,def_pct,0%,,,,,
player,201712170rai,rai,JackGa00,special_teams,4,,,,,
player,201712170rai,rai,JackGa00,st_pct,17%,,,,,
player,201712170rai,rai,HudsRo00,pos,C,,,,,
player,201712170rai,rai,HudsRo00,offense,66,,,,,
player,201712170rai,rai,HudsRo00,off_pct,100%,,,,,
player,201712170rai,rai,HudsRo00,defense,0,,,,,
player,201712170rai,rai,HudsRo00,def_pct,0%,,,,,
player,201712170rai,rai,HudsRo00,special_teams,0,,,,,
player,201712170rai,rai,HudsRo00,st_pct,0%,,,,,
player,201712170rai,rai,CarrDe02,pos,QB,,,,,
player,201712170rai,rai,CarrDe02,offense,66,,,,,
player,201712170rai,rai,CarrDe02,off_pct,100%,,,,,
player,201712170rai,rai,CarrDe02,defense,0,,,,,
player,201712170rai,rai,CarrDe02,def_pct,0%,,,,,
player,201712170rai,rai,CarrDe02,special_teams,0,,,,,
player,201712170rai,rai,CarrDe02,st_pct,0%,,,,,
player,201712170rai,rai,AlexVa00,pos,T,,,,,
player,201712170rai,rai,AlexVa00,offense,63,,,,,
player,201712170rai,rai,AlexVa00,off_pct,95%,,,,,
player,201712170rai,rai,AlexVa00,defense,0,,,,,
player,201712170rai,rai,AlexVa00,def_pct,0%,,,,,
player,201712170rai,rai,AlexVa00,special_teams,4,,,,,
player,201712170rai,rai,AlexVa00,st_pct,17%,,,,,
player,201712170rai,rai,RobeSe00,pos,WR,,,,,
player,201712170rai,rai,RobeSe00,offense,63,,,,,
player,201712170rai,rai,RobeSe00,off_pct,95%,,,,,
player,201712170rai,rai,RobeSe00,defense,0,,,,,
player,201712170rai,rai,RobeSe00,def_pct,0%,,,,,
player,201712170rai,rai,RobeSe00,special_teams,0,,,,,
player,201712170rai,rai,RobeSe00,st_pct,0%,,,,,
player,201712170rai,rai,CrabMi00,pos,WR,,,,,
player,201712170rai,rai,CrabMi00,offense,59,,,,,
player,201712170rai,rai,CrabMi00,off_pct,89%,,,,,
player,201712170rai,rai,CrabMi00,defense,0,,,,,
player,201712170rai,rai,CrabMi00,def_pct,0%,,,,,
player,201712170rai,rai,CrabMi00,special_teams,0,,,,,
player,201712170rai,rai,CrabMi00,st_pct,0%,,,,,
player,201712170rai,rai,CookJa02,pos,TE,,,,,
player,201712170rai,rai,CookJa02,offense,55,,,,,
player,201712170rai,rai,CookJa02,off_pct,83%,,,,,
player,201712170rai,rai,CookJa02,defense,0,,,,,
player,201712170rai,rai,CookJa02,def_pct,0%,,,,,
player,201712170rai,rai,CookJa02,special_teams,4,,,,,
player,201712170rai,rai,CookJa02,st_pct,17%,,,,,
player,201712170rai,rai,LyncMa00,pos,RB,,,,,
player,201712170rai,rai,LyncMa00,offense,50,,,,,
player,201712170rai,rai,LyncMa00,off_pct,76%,,,,,
player,201712170rai,rai,LyncMa00,defense,0,,,,,
player,201712170rai,rai,LyncMa00,def_pct,0%,,,,,
player,201712170rai,rai,LyncMa00,special_teams,0,,,,,
player,201712170rai,rai,LyncMa00,st_pct,0%,,,,,
player,201712170rai,rai,PattCo00,pos,WR,,,,,
player,201712170rai,rai,PattCo00,offense,44,,,,,
player,201712170rai,rai,PattCo00,off_pct,67%,,,,,
player,201712170rai,rai,PattCo00,defense,0,,,,,
player,201712170rai,rai,PattCo00,def_pct,0%,,,,,
player,201712170rai,rai,PattCo00,special_teams,6,,,,,
player,201712170rai,rai,PattCo00,st_pct,25%,,,,,
player,201712170rai,rai,SmitLe00,pos,TE,,,,,
player,201712170rai,rai,SmitLe00,offense,26,,,,,
player,201712170rai,rai,SmitLe00,off_pct,39%,,,,,
player,201712170rai,rai,SmitLe00,defense,0,,,,,
player,201712170rai,rai,SmitLe00,def_pct,0%,,,,,
player,201712170rai,rai,SmitLe00,special_teams,9,,,,,
player,201712170rai,rai,SmitLe00,st_pct,38%,,,,,
player,201712170rai,rai,HoltJo00,pos,WR,,,,,
player,201712170rai,rai,HoltJo00,offense,12,,,,,
player,201712170rai,rai,HoltJo00,off_pct,18%,,,,,
player,201712170rai,rai,HoltJo00,defense,0,,,,,
player,201712170rai,rai,HoltJo00,def_pct,0%,,,,,
player,201712170rai,rai,HoltJo00,special_teams,7,,,,,
player,201712170rai,rai,HoltJo00,st_pct,29%,,,,,
player,201712170rai,rai,WashDe00,pos,RB,,,,,
player,201712170rai,rai,WashDe00,offense,9,,,,,
player,201712170rai,rai,WashDe00,off_pct,14%,,,,,
player,201712170rai,rai,WashDe00,defense,0,,,,,
player,201712170rai,rai,WashDe00,def_pct,0%,,,,,
player,201712170rai,rai,WashDe00,special_teams,9,,,,,
player,201712170rai,rai,WashDe00,st_pct,38%,,,,,
player,201712170rai,rai,RichJa01,pos,RB,,,,,
player,201712170rai,rai,RichJa01,offense,8,,,,,
player,201712170rai,rai,RichJa01,off_pct,12%,,,,,
player,201712170rai,rai,RichJa01,defense,0,,,,,
player,201712170rai,rai,RichJa01,def_pct,0%,,,,,
player,201712170rai,rai,RichJa01,special_teams,8,,,,,
player,201712170rai,rai,RichJa01,st_pct,33%,,,,,
player,201712170rai,rai,PennDo20,pos,T,,,,,
player,201712170rai,rai,PennDo20,offense,5,,,,,
player,201712170rai,rai,PennDo20,off_pct,8%,,,,,
player,201712170rai,rai,PennDo20,defense,0,,,,,
player,201712170rai,rai,PennDo20,def_pct,0%,,,,,
player,201712170rai,rai,PennDo20,special_teams,0,,,,,
player,201712170rai,rai,PennDo20,st_pct,0%,,,,,
player,201712170rai,rai,OlawJa00,pos,FB,,,,,
player,201712170rai,rai,OlawJa00,offense,1,,,,,
player,201712170rai,rai,OlawJa00,off_pct,2%,,,,,
player,201712170rai,rai,OlawJa00,defense,0,,,,,
player,201712170rai,rai,OlawJa00,def_pct,0%,,,,,
player,201712170rai,rai,OlawJa00,special_teams,16,,,,,
player,201712170rai,rai,OlawJa00,st_pct,67%,,,,,
player,201712170rai,rai,WhitIs00,pos,WR,,,,,
player,201712170rai,rai,WhitIs00,offense,1,,,,,
player,201712170rai,rai,WhitIs00,off_pct,2%,,,,,
player,201712170rai,rai,WhitIs00,defense,0,,,,,
player,201712170rai,rai,WhitIs00,def_pct,0%,,,,,
player,201712170rai,rai,WhitIs00,special_teams,7,,,,,
player,201712170rai,rai,WhitIs00,st_pct,29%,,,,,
player,201712170rai,rai,NelsRe99,pos,FS,,,,,
player,201712170rai,rai,NelsRe99,offense,0,,,,,
player,201712170rai,rai,NelsRe99,off_pct,0%,,,,,
player,201712170rai,rai,NelsRe99,defense,65,,,,,
player,201712170rai,rai,NelsRe99,def_pct,100%,,,,,
player,201712170rai,rai,NelsRe99,special_teams,0,,,,,
player,201712170rai,rai,NelsRe99,st_pct,0%,,,,,
player,201712170rai,rai,BowmNa99,pos,LB,,,,,
player,201712170rai,rai,BowmNa99,offense,0,,,,,
player,201712170rai,rai,BowmNa99,off_pct,0%,,,,,
player,201712170rai,rai,BowmNa99,defense,64,,,,,
player,201712170rai,rai,BowmNa99,def_pct,98%,,,,,
player,201712170rai,rai,BowmNa99,special_teams,0,,,,,
player,201712170rai,rai,BowmNa99,st_pct,0%,,,,,
player,201712170rai,rai,JoseKa00,pos,SS,,,,,
player,201712170rai,rai,JoseKa00,offense,0,,,,,
player,201712170rai,rai,JoseKa00,off_pct,0%,,,,,
player,201712170rai,rai,JoseKa00,defense,63,,,,,
player,201712170rai,rai,JoseKa00,def_pct,97%,,,,,
player,201712170rai,rai,JoseKa00,special_teams,4,,,,,
player,201712170rai,rai,JoseKa00,st_pct,17%,,,,,
player,201712170rai,rai,CarrTr00,pos,CB,,,,,
player,201712170rai,rai,CarrTr00,offense,0,,,,,
player,201712170rai,rai,CarrTr00,off_pct,0%,,,,,
player,201712170rai,rai,CarrTr00,defense,63,,,,,
player,201712170rai,rai,CarrTr00,def_pct,97%,,,,,
player,201712170rai,rai,CarrTr00,special_teams,4,,,,,
player,201712170rai,rai,CarrTr00,st_pct,17%,,,,,
player,201712170rai,rai,MackKh00,pos,DE,,,,,
player,201712170rai,rai,MackKh00,offense,0,,,,,
player,201712170rai,rai,MackKh00,off_pct,0%,,,,,
player,201712170rai,rai,MackKh00,defense,59,,,,,
player,201712170rai,rai,MackKh00,def_pct,91%,,,,,
player,201712170rai,rai,MackKh00,special_teams,4,,,,,
player,201712170rai,rai,MackKh00,st_pct,17%,,,,,
player,201712170rai,rai,SmitSe99,pos,CB,,,,,
player,201712170rai,rai,SmitSe99,offense,0,,,,,
player,201712170rai,rai,SmitSe99,off_pct,0%,,,,,
player,201712170rai,rai,SmitSe99,defense,59,,,,,
player,201712170rai,rai,SmitSe99,def_pct,91%,,,,,
player,201712170rai,rai,SmitSe99,special_teams,0,,,,,
player,201712170rai,rai,SmitSe99,st_pct,0%,,,,,
player,201712170rai,rai,IrviBr00,pos,LB,,,,,
player,201712170rai,rai,IrviBr00,offense,0,,,,,
player,201712170rai,rai,IrviBr00,off_pct,0%,,,,,
player,201712170rai,rai,IrviBr00,defense,58,,,,,
player,201712170rai,rai,IrviBr00,def_pct,89%,,,,,
player,201712170rai,rai,IrviBr00,special_teams,0,,,,,
player,201712170rai,rai,IrviBr00,st_pct,0%,,,,,
player,201712170rai,rai,McDoDe02,pos,CB,,,,,
player,201712170rai,rai,McDoDe02,offense,0,,,,,
player,201712170rai,rai,McDoDe02,off_pct,0%,,,,,
player,201712170rai,rai,McDoDe02,defense,48,,,,,
player,201712170rai,rai,McDoDe02,def_pct,74%,,,,,
player,201712170rai,rai,McDoDe02,special_teams,4,,,,,
player,201712170rai,rai,McDoDe02,st_pct,17%,,,,,
player,201712170rai,rai,MorrNi00,pos,LB,,,,,
player,201712170rai,rai,MorrNi00,offense,0,,,,,
player,201712170rai,rai,MorrNi00,off_pct,0%,,,,,
player,201712170rai,rai,MorrNi00,defense,45,,,,,
player,201712170rai,rai,MorrNi00,def_pct,69%,,,,,
player,201712170rai,rai,MorrNi00,special_teams,8,,,,,
player,201712170rai,rai,MorrNi00,st_pct,33%,,,,,
player,201712170rai,rai,ElliJu01,pos,NT,,,,,
player,201712170rai,rai,ElliJu01,offense,0,,,,,
player,201712170rai,rai,ElliJu01,off_pct,0%,,,,,
player,201712170rai,rai,ElliJu01,defense,35,,,,,
player,201712170rai,rai,ElliJu01,def_pct,54%,,,,,
player,201712170rai,rai,ElliJu01,special_teams,8,,,,,
player,201712170rai,rai,ElliJu01,st_pct,33%,,,,,
player,201712170rai,rai,WardJi02,pos,DE,,,,,
player,201712170rai,rai,WardJi02,offense,0,,,,,
player,201712170rai,rai,WardJi02,off_pct,0%,,,,,
player,201712170rai,rai,WardJi02,defense,33,,,,,
player,201712170rai,rai,WardJi02,def_pct,51%,,,,,
player,201712170rai,rai,WardJi02,special_teams,0,,,,,
player,201712170rai,rai,WardJi02,st_pct,0%,,,,,
player,201712170rai,rai,VandEd00,pos,DT,,,,,
player,201712170rai,rai,VandEd00,offense,0,,,,,
player,201712170rai,rai,VandEd00,off_pct,0%,,,,,
player,201712170rai,rai,VandEd00,defense,24,,,,,
player,201712170rai,rai,VandEd00,def_pct,37%,,,,,
player,201712170rai,rai,VandEd00,special_teams,4,,,,,
player,201712170rai,rai,VandEd00,st_pct,17%,,,,,
player,201712170rai,rai,LathDa01,pos,NT,,,,,
player,201712170rai,rai,LathDa01,offense,0,,,,,
player,201712170rai,rai,LathDa01,off_pct,0%,,,,,
player,201712170rai,rai,LathDa01,defense,23,,,,,
player,201712170rai,rai,LathDa01,def_pct,35%,,,,,
player,201712170rai,rai,LathDa01,special_teams,4,,,,,
player,201712170rai,rai,LathDa01,st_pct,17%,,,,,
player,201712170rai,rai,AutrDe00,pos,DE,,,,,
player,201712170rai,rai,AutrDe00,offense,0,,,,,
player,201712170rai,rai,AutrDe00,off_pct,0%,,,,,
player,201712170rai,rai,AutrDe00,defense,21,,,,,
player,201712170rai,rai,AutrDe00,def_pct,32%,,,,,
player,201712170rai,rai,AutrDe00,special_teams,4,,,,,
player,201712170rai,rai,AutrDe00,st_pct,17%,,,,,
player,201712170rai,rai,LeexMa01,pos,LB,,,,,
player,201712170rai,rai,LeexMa01,offense,0,,,,,
player,201712170rai,rai,LeexMa01,off_pct,0%,,,,,
player,201712170rai,rai,LeexMa01,defense,17,,,,,
player,201712170rai,rai,LeexMa01,def_pct,26%,,,,,
player,201712170rai,rai,LeexMa01,special_teams,16,,,,,
player,201712170rai,rai,LeexMa01,st_pct,67%,,,,,
player,201712170rai,rai,CalhSh00,pos,LB,,,,,
player,201712170rai,rai,CalhSh00,offense,0,,,,,
player,201712170rai,rai,CalhSh00,off_pct,0%,,,,,
player,201712170rai,rai,CalhSh00,defense,16,,,,,
player,201712170rai,rai,CalhSh00,def_pct,25%,,,,,
player,201712170rai,rai,CalhSh00,special_teams,12,,,,,
player,201712170rai,rai,CalhSh00,st_pct,50%,,,,,
player,201712170rai,rai,HestTr00,pos,DT,,,,,
player,201712170rai,rai,HestTr00,offense,0,,,,,
player,201712170rai,rai,HestTr00,off_pct,0%,,,,,
player,201712170rai,rai,HestTr00,defense,7,,,,,
player,201712170rai,rai,HestTr00,def_pct,11%,,,,,
player,201712170rai,rai,HestTr00,special_teams,0,,,,,
player,201712170rai,rai,HestTr00,st_pct,0%,,,,,
player,201712170rai,rai,McGiKe00,pos,FS,,,,,
player,201712170rai,rai,McGiKe00,offense,0,,,,,
player,201712170rai,rai,McGiKe00,off_pct,0%,,,,,
player,201712170rai,rai,McGiKe00,defense,5,,,,,
player,201712170rai,rai,McGiKe00,def_pct,8%,,,,,
player,201712170rai,rai,McGiKe00,special_teams,15,,,,,
player,201712170rai,rai,McGiKe00,st_pct,62%,,,,,
player,201712170rai,rai,HamiAn01,pos,CB,,,,,
player,201712170rai,rai,HamiAn01,offense,0,,,,,
player,201712170rai,rai,HamiAn01,off_pct,0%,,,,,
player,201712170rai,rai,HamiAn01,defense,4,,,,,
player,201712170rai,rai,HamiAn01,def_pct,6%,,,,,
player,201712170rai,rai,HamiAn01,special_teams,7,,,,,
player,201712170rai,rai,HamiAn01,st_pct,29%,,,,,
player,201712170rai,rai,CowsJa00,pos,LB,,,,,
player,201712170rai,rai,CowsJa00,offense,0,,,,,
player,201712170rai,rai,CowsJa00,off_pct,0%,,,,,
player,201712170rai,rai,CowsJa00,defense,3,,,,,
player,201712170rai,rai,CowsJa00,def_pct,5%,,,,,
player,201712170rai,rai,CowsJa00,special_teams,12,,,,,
player,201712170rai,rai,CowsJa00,st_pct,50%,,,,,
player,201712170rai,rai,WoodXa01,pos,LB,,,,,
player,201712170rai,rai,WoodXa01,offense,0,,,,,
player,201712170rai,rai,WoodXa01,off_pct,0%,,,,,
player,201712170rai,rai,WoodXa01,defense,2,,,,,
player,201712170rai,rai,WoodXa01,def_pct,3%,,,,,
player,201712170rai,rai,WoodXa01,special_teams,16,,,,,
player,201712170rai,rai,WoodXa01,st_pct,67%,,,,,
player,201712170rai,rai,LuanSh00,pos,FS,,,,,
player,201712170rai,rai,LuanSh00,offense,0,,,,,
player,201712170rai,rai,LuanSh00,off_pct,0%,,,,,
player,201712170rai,rai,LuanSh00,defense,1,,,,,
player,201712170rai,rai,LuanSh00,def_pct,2%,,,,,
player,201712170rai,rai,LuanSh00,special_teams,11,,,,,
player,201712170rai,rai,LuanSh00,st_pct,46%,,,,,
player,201712170rai,rai,HarrEr00,pos,SS,,,,,
player,201712170rai,rai,HarrEr00,offense,0,,,,,
player,201712170rai,rai,HarrEr00,off_pct,0%,,,,,
player,201712170rai,rai,HarrEr00,defense,0,,,,,
player,201712170rai,rai,HarrEr00,def_pct,0%,,,,,
player,201712170rai,rai,HarrEr00,special_teams,16,,,,,
player,201712170rai,rai,HarrEr00,st_pct,67%,,,,,
player,201712170rai,rai,FeliJo00,pos,G,,,,,
player,201712170rai,rai,FeliJo00,offense,0,,,,,
player,201712170rai,rai,FeliJo00,off_pct,0%,,,,,
player,201712170rai,rai,FeliJo00,defense,0,,,,,
player,201712170rai,rai,FeliJo00,def_pct,0%,,,,,
player,201712170rai,rai,FeliJo00,special_teams,9,,,,,
player,201712170rai,rai,FeliJo00,st_pct,38%,,,,,
player,201712170rai,rai,KingMa00,pos,P,,,,,
player,201712170rai,rai,KingMa00,offense,0,,,,,
player,201712170rai,rai,KingMa00,off_pct,0%,,,,,
player,201712170rai,rai,KingMa00,defense,0,,,,,
player,201712170rai,rai,KingMa00,def_pct,0%,,,,,
player,201712170rai,rai,KingMa00,special_teams,8,,,,,
player,201712170rai,rai,KingMa00,st_pct,33%,,,,,
player,201712170rai,rai,CondJo20,pos,LS,,,,,
player,201712170rai,rai,CondJo20,offense,0,,,,,
player,201712170rai,rai,CondJo20,off_pct,0%,,,,,
player,201712170rai,rai,CondJo20,defense,0,,,,,
player,201712170rai,rai,CondJo20,def_pct,0%,,,,,
player,201712170rai,rai,CondJo20,special_teams,8,,,,,
player,201712170rai,rai,CondJo20,st_pct,33%,,,,,
player,201712170rai,rai,TaveGi00,pos,K,,,,,
player,201712170rai,rai,TaveGi00,offense,0,,,,,
player,201712170rai,rai,TaveGi00,off_pct,0%,,,,,
player,201712170rai,rai,TaveGi00,defense,0,,,,,
player,201712170rai,rai,TaveGi00,def_pct,0%,,,,,
