game,2017,16,20171224,201712240was,den,"Denver Broncos",11,was,"Washington Redskins",27
player,201712240was,den,DaviTo01,tackles_loss,1,,,,,
player,201712240was,den,DaviTo01,qb_hits,0,,,,,
player,201712240was,den,DaviTo01,fumbles_rec,0,,,,,
player,201712240was,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201712240was,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201712240was,den,DaviTo01,fumbles_forced,0,,,,,
player,201712240was,den,StewDa00,def_int,0,,,,,
player,201712240was,den,StewDa00,def_int_yds,0,,,,,
player,201712240was,den,StewDa00,def_int_td,0,,,,,
player,201712240was,den,StewDa00,def_int_long,0,,,,,
player,201712240was,den,StewDa00,pass_defended,0,,,,,
player,201712240was,den,StewDa00,sacks,0.0,,,,,
player,201712240was,den,StewDa00,tackles_combined,6,,,,,
player,201712240was,den,StewDa00,tackles_solo,5,,,,,
player,201712240was,den,StewDa00,tackles_assists,1,,,,,
player,201712240was,den,StewDa00,tackles_loss,0,,,,,
player,201712240was,den,StewDa00,qb_hits,0,,,,,
player,201712240was,den,StewDa00,fumbles_rec,0,,,,,
player,201712240was,den,StewDa00,fumbles_rec_yds,0,,,,,
player,201712240was,den,StewDa00,fumbles_rec_td,0,,,,,
player,201712240was,den,StewDa00,fumbles_forced,0,,,,,
player,201712240was,den,BarrSh00,def_int,0,,,,,
player,201712240was,den,BarrSh00,def_int_yds,0,,,,,
player,201712240was,den,BarrSh00,def_int_td,0,,,,,
player,201712240was,den,BarrSh00,def_int_long,0,,,,,
player,201712240was,den,BarrSh00,pass_defended,0,,,,,
player,201712240was,den,BarrSh00,sacks,0.0,,,,,
player,201712240was,den,BarrSh00,tackles_combined,5,,,,,
player,201712240was,den,BarrSh00,tackles_solo,4,,,,,
player,201712240was,den,BarrSh00,tackles_assists,1,,,,,
player,201712240was,den,BarrSh00,tackles_loss,1,,,,,
player,201712240was,den,BarrSh00,qb_hits,2,,,,,
player,201712240was,den,BarrSh00,fumbles_rec,0,,,,,
player,201712240was,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201712240was,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201712240was,den,BarrSh00,fumbles_forced,0,,,,,
player,201712240was,den,TaliAq99,def_int,0,,,,,
player,201712240was,den,TaliAq99,def_int_yds,0,,,,,
player,201712240was,den,TaliAq99,def_int_td,0,,,,,
player,201712240was,den,TaliAq99,def_int_long,0,,,,,
player,201712240was,den,TaliAq99,pass_defended,1,,,,,
player,201712240was,den,TaliAq99,sacks,0.0,,,,,
player,201712240was,den,TaliAq99,tackles_combined,5,,,,,
player,201712240was,den,TaliAq99,tackles_solo,3,,,,,
player,201712240was,den,TaliAq99,tackles_assists,2,,,,,
player,201712240was,den,TaliAq99,tackles_loss,0,,,,,
player,201712240was,den,TaliAq99,qb_hits,0,,,,,
player,201712240was,den,TaliAq99,fumbles_rec,0,,,,,
player,201712240was,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201712240was,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201712240was,den,TaliAq99,fumbles_forced,0,,,,,
player,201712240was,den,MillVo00,def_int,0,,,,,
player,201712240was,den,MillVo00,def_int_yds,0,,,,,
player,201712240was,den,MillVo00,def_int_td,0,,,,,
player,201712240was,den,MillVo00,def_int_long,0,,,,,
player,201712240was,den,MillVo00,pass_defended,0,,,,,
player,201712240was,den,MillVo00,sacks,0.0,,,,,
player,201712240was,den,MillVo00,tackles_combined,4,,,,,
player,201712240was,den,MillVo00,tackles_solo,3,,,,,
player,201712240was,den,MillVo00,tackles_assists,1,,,,,
player,201712240was,den,MillVo00,tackles_loss,1,,,,,
player,201712240was,den,MillVo00,qb_hits,2,,,,,
player,201712240was,den,MillVo00,fumbles_rec,1,,,,,
player,201712240was,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201712240was,den,MillVo00,fumbles_rec_td,0,,,,,
player,201712240was,den,MillVo00,fumbles_forced,1,,,,,
player,201712240was,den,KerrZa00,def_int,0,,,,,
player,201712240was,den,KerrZa00,def_int_yds,0,,,,,
player,201712240was,den,KerrZa00,def_int_td,0,,,,,
player,201712240was,den,KerrZa00,def_int_long,0,,,,,
player,201712240was,den,KerrZa00,pass_defended,0,,,,,
player,201712240was,den,KerrZa00,sacks,0.0,,,,,
player,201712240was,den,KerrZa00,tackles_combined,3,,,,,
player,201712240was,den,KerrZa00,tackles_solo,1,,,,,
player,201712240was,den,KerrZa00,tackles_assists,2,,,,,
player,201712240was,den,KerrZa00,tackles_loss,0,,,,,
player,201712240was,den,KerrZa00,qb_hits,0,,,,,
player,201712240was,den,KerrZa00,fumbles_rec,0,,,,,
player,201712240was,den,KerrZa00,fumbles_rec_yds,0,,,,,
player,201712240was,den,KerrZa00,fumbles_rec_td,0,,,,,
player,201712240was,den,KerrZa00,fumbles_forced,0,,,,,
player,201712240was,den,RobyBr00,def_int,0,,,,,
player,201712240was,den,RobyBr00,def_int_yds,0,,,,,
player,201712240was,den,RobyBr00,def_int_td,0,,,,,
player,201712240was,den,RobyBr00,def_int_long,0,,,,,
player,201712240was,den,RobyBr00,pass_defended,1,,,,,
player,201712240was,den,RobyBr00,sacks,0.0,,,,,
player,201712240was,den,RobyBr00,tackles_combined,3,,,,,
player,201712240was,den,RobyBr00,tackles_solo,2,,,,,
player,201712240was,den,RobyBr00,tackles_assists,1,,,,,
player,201712240was,den,RobyBr00,tackles_loss,0,,,,,
player,201712240was,den,RobyBr00,qb_hits,0,,,,,
player,201712240was,den,RobyBr00,fumbles_rec,0,,,,,
player,201712240was,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201712240was,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201712240was,den,RobyBr00,fumbles_forced,0,,,,,
player,201712240was,den,CartJa02,def_int,0,,,,,
player,201712240was,den,CartJa02,def_int_yds,0,,,,,
player,201712240was,den,CartJa02,def_int_td,0,,,,,
player,201712240was,den,CartJa02,def_int_long,0,,,,,
player,201712240was,den,CartJa02,pass_defended,0,,,,,
player,201712240was,den,CartJa02,sacks,0.0,,,,,
player,201712240was,den,CartJa02,tackles_combined,2,,,,,
player,201712240was,den,CartJa02,tackles_solo,1,,,,,
player,201712240was,den,CartJa02,tackles_assists,1,,,,,
player,201712240was,den,CartJa02,tackles_loss,0,,,,,
player,201712240was,den,CartJa02,qb_hits,0,,,,,
player,201712240was,den,CartJa02,fumbles_rec,0,,,,,
player,201712240was,den,CartJa02,fumbles_rec_yds,0,,,,,
player,201712240was,den,CartJa02,fumbles_rec_td,0,,,,,
player,201712240was,den,CartJa02,fumbles_forced,0,,,,,
player,201712240was,den,PekoDo20,def_int,0,,,,,
player,201712240was,den,PekoDo20,def_int_yds,0,,,,,
player,201712240was,den,PekoDo20,def_int_td,0,,,,,
player,201712240was,den,PekoDo20,def_int_long,0,,,,,
player,201712240was,den,PekoDo20,pass_defended,0,,,,,
player,201712240was,den,PekoDo20,sacks,0.0,,,,,
player,201712240was,den,PekoDo20,tackles_combined,2,,,,,
player,201712240was,den,PekoDo20,tackles_solo,1,,,,,
player,201712240was,den,PekoDo20,tackles_assists,1,,,,,
player,201712240was,den,PekoDo20,tackles_loss,0,,,,,
player,201712240was,den,PekoDo20,qb_hits,0,,,,,
player,201712240was,den,PekoDo20,fumbles_rec,0,,,,,
player,201712240was,den,PekoDo20,fumbles_rec_yds,0,,,,,
player,201712240was,den,PekoDo20,fumbles_rec_td,0,,,,,
player,201712240was,den,PekoDo20,fumbles_forced,0,,,,,
player,201712240was,den,ThomDy01,def_int,0,,,,,
player,201712240was,den,ThomDy01,def_int_yds,0,,,,,
player,201712240was,den,ThomDy01,def_int_td,0,,,,,
player,201712240was,den,ThomDy01,def_int_long,0,,,,,
player,201712240was,den,ThomDy01,pass_defended,0,,,,,
player,201712240was,den,ThomDy01,sacks,0.0,,,,,
player,201712240was,den,ThomDy01,tackles_combined,2,,,,,
player,201712240was,den,ThomDy01,tackles_solo,0,,,,,
player,201712240was,den,ThomDy01,tackles_assists,2,,,,,
player,201712240was,den,ThomDy01,tackles_loss,0,,,,,
player,201712240was,den,ThomDy01,qb_hits,0,,,,,
player,201712240was,den,ThomDy01,fumbles_rec,0,,,,,
player,201712240was,den,ThomDy01,fumbles_rec_yds,0,,,,,
player,201712240was,den,ThomDy01,fumbles_rec_td,0,,,,,
player,201712240was,den,ThomDy01,fumbles_forced,0,,,,,
player,201712240was,den,FowlBe00,def_int,0,,,,,
player,201712240was,den,FowlBe00,def_int_yds,0,,,,,
player,201712240was,den,FowlBe00,def_int_td,0,,,,,
player,201712240was,den,FowlBe00,def_int_long,0,,,,,
player,201712240was,den,FowlBe00,pass_defended,0,,,,,
player,201712240was,den,FowlBe00,sacks,0.0,,,,,
player,201712240was,den,FowlBe00,tackles_combined,1,,,,,
player,201712240was,den,FowlBe00,tackles_solo,1,,,,,
player,201712240was,den,FowlBe00,tackles_assists,0,,,,,
player,201712240was,den,FowlBe00,tackles_loss,0,,,,,
player,201712240was,den,FowlBe00,qb_hits,0,,,,,
player,201712240was,den,FowlBe00,fumbles_rec,1,,,,,
player,201712240was,den,FowlBe00,fumbles_rec_yds,0,,,,,
player,201712240was,den,FowlBe00,fumbles_rec_td,0,,,,,
player,201712240was,den,FowlBe00,fumbles_forced,0,,,,,
player,201712240was,den,HarrSh00,def_int,0,,,,,
player,201712240was,den,HarrSh00,def_int_yds,0,,,,,
player,201712240was,den,HarrSh00,def_int_td,0,,,,,
player,201712240was,den,HarrSh00,def_int_long,0,,,,,
player,201712240was,den,HarrSh00,pass_defended,0,,,,,
player,201712240was,den,HarrSh00,sacks,0.0,,,,,
player,201712240was,den,HarrSh00,tackles_combined,1,,,,,
player,201712240was,den,HarrSh00,tackles_solo,1,,,,,
player,201712240was,den,HarrSh00,tackles_assists,0,,,,,
player,201712240was,den,HarrSh00,tackles_loss,0,,,,,
player,201712240was,den,HarrSh00,qb_hits,0,,,,,
player,201712240was,den,HarrSh00,fumbles_rec,0,,,,,
player,201712240was,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201712240was,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201712240was,den,HarrSh00,fumbles_forced,0,,,,,
player,201712240was,den,HarrCh01,def_int,0,,,,,
player,201712240was,den,HarrCh01,def_int_yds,0,,,,,
player,201712240was,den,HarrCh01,def_int_td,0,,,,,
player,201712240was,den,HarrCh01,def_int_long,0,,,,,
player,201712240was,den,HarrCh01,pass_defended,0,,,,,
player,201712240was,den,HarrCh01,sacks,0.0,,,,,
player,201712240was,den,HarrCh01,tackles_combined,1,,,,,
player,201712240was,den,HarrCh01,tackles_solo,1,,,,,
player,201712240was,den,HarrCh01,tackles_assists,0,,,,,
player,201712240was,den,HarrCh01,tackles_loss,0,,,,,
player,201712240was,den,HarrCh01,qb_hits,0,,,,,
player,201712240was,den,HarrCh01,fumbles_rec,0,,,,,
player,201712240was,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201712240was,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201712240was,den,HarrCh01,fumbles_forced,0,,,,,
player,201712240was,den,JoneJo05,def_int,0,,,,,
player,201712240was,den,JoneJo05,def_int_yds,0,,,,,
player,201712240was,den,JoneJo05,def_int_td,0,,,,,
player,201712240was,den,JoneJo05,def_int_long,0,,,,,
player,201712240was,den,JoneJo05,pass_defended,0,,,,,
player,201712240was,den,JoneJo05,sacks,0.0,,,,,
player,201712240was,den,JoneJo05,tackles_combined,1,,,,,
player,201712240was,den,JoneJo05,tackles_solo,1,,,,,
player,201712240was,den,JoneJo05,tackles_assists,0,,,,,
player,201712240was,den,JoneJo05,tackles_loss,0,,,,,
player,201712240was,den,JoneJo05,qb_hits,0,,,,,
player,201712240was,den,JoneJo05,fumbles_rec,0,,,,,
player,201712240was,den,JoneJo05,fumbles_rec_yds,0,,,,,
player,201712240was,den,JoneJo05,fumbles_rec_td,0,,,,,
player,201712240was,den,JoneJo05,fumbles_forced,0,,,,,
player,201712240was,den,MounDe00,def_int,0,,,,,
player,201712240was,den,MounDe00,def_int_yds,0,,,,,
player,201712240was,den,MounDe00,def_int_td,0,,,,,
player,201712240was,den,MounDe00,def_int_long,0,,,,,
player,201712240was,den,MounDe00,pass_defended,0,,,,,
player,201712240was,den,MounDe00,sacks,0.0,,,,,
player,201712240was,den,MounDe00,tackles_combined,1,,,,,
player,201712240was,den,MounDe00,tackles_solo,1,,,,,
player,201712240was,den,MounDe00,tackles_assists,0,,,,,
player,201712240was,den,MounDe00,tackles_loss,0,,,,,
player,201712240was,den,MounDe00,qb_hits,0,,,,,
player,201712240was,den,MounDe00,fumbles_rec,0,,,,,
player,201712240was,den,MounDe00,fumbles_rec_yds,0,,,,,
player,201712240was,den,MounDe00,fumbles_rec_td,0,,,,,
player,201712240was,den,MounDe00,fumbles_forced,0,,,,,
player,201712240was,den,PekoKy00,def_int,0,,,,,
player,201712240was,den,PekoKy00,def_int_yds,0,,,,,
player,201712240was,den,PekoKy00,def_int_td,0,,,,,
player,201712240was,den,PekoKy00,def_int_long,0,,,,,
player,201712240was,den,PekoKy00,pass_defended,0,,,,,
player,201712240was,den,PekoKy00,sacks,0.0,,,,,
player,201712240was,den,PekoKy00,tackles_combined,1,,,,,
player,201712240was,den,PekoKy00,tackles_solo,0,,,,,
player,201712240was,den,PekoKy00,tackles_assists,1,,,,,
player,201712240was,den,PekoKy00,tackles_loss,0,,,,,
player,201712240was,den,PekoKy00,qb_hits,0,,,,,
player,201712240was,den,PekoKy00,fumbles_rec,0,,,,,
player,201712240was,den,PekoKy00,fumbles_rec_yds,0,,,,,
player,201712240was,den,PekoKy00,fumbles_rec_td,0,,,,,
player,201712240was,den,PekoKy00,fumbles_forced,0,,,,,
player,201712240was,den,TaylJo01,def_int,0,,,,,
player,201712240was,den,TaylJo01,def_int_yds,0,,,,,
player,201712240was,den,TaylJo01,def_int_td,0,,,,,
player,201712240was,den,TaylJo01,def_int_long,0,,,,,
player,201712240was,den,TaylJo01,pass_defended,0,,,,,
player,201712240was,den,TaylJo01,sacks,0.0,,,,,
player,201712240was,den,TaylJo01,tackles_combined,1,,,,,
player,201712240was,den,TaylJo01,tackles_solo,1,,,,,
player,201712240was,den,TaylJo01,tackles_assists,0,,,,,
player,201712240was,den,TaylJo01,tackles_loss,0,,,,,
player,201712240was,den,TaylJo01,qb_hits,0,,,,,
player,201712240was,den,TaylJo01,fumbles_rec,0,,,,,
player,201712240was,den,TaylJo01,fumbles_rec_yds,0,,,,,
player,201712240was,den,TaylJo01,fumbles_rec_td,0,,,,,
player,201712240was,den,TaylJo01,fumbles_forced,0,,,,,
player,201712240was,den,RiosMa00,def_int,0,,,,,
player,201712240was,den,RiosMa00,def_int_yds,0,,,,,
player,201712240was,den,RiosMa00,def_int_td,0,,,,,
player,201712240was,den,RiosMa00,def_int_long,0,,,,,
player,201712240was,den,RiosMa00,pass_defended,1,,,,,
player,201712240was,den,RiosMa00,sacks,0.0,,,,,
player,201712240was,den,RiosMa00,tackles_combined,0,,,,,
player,201712240was,den,RiosMa00,tackles_solo,0,,,,,
player,201712240was,den,RiosMa00,tackles_assists,0,,,,,
player,201712240was,den,RiosMa00,tackles_loss,0,,,,,
player,201712240was,den,RiosMa00,qb_hits,0,,,,,
player,201712240was,den,RiosMa00,fumbles_rec,0,,,,,
player,201712240was,den,RiosMa00,fumbles_rec_yds,0,,,,,
player,201712240was,den,RiosMa00,fumbles_rec_td,0,,,,,
player,201712240was,den,RiosMa00,fumbles_forced,0,,,,,
player,201712240was,den,WalkDe03,def_int,0,,,,,
player,201712240was,den,WalkDe03,def_int_yds,0,,,,,
player,201712240was,den,WalkDe03,def_int_td,0,,,,,
player,201712240was,den,WalkDe03,def_int_long,0,,,,,
player,201712240was,den,WalkDe03,pass_defended,0,,,,,
player,201712240was,den,WalkDe03,sacks,0.0,,,,,
player,201712240was,den,WalkDe03,tackles_combined,0,,,,,
player,201712240was,den,WalkDe03,tackles_solo,0,,,,,
player,201712240was,den,WalkDe03,tackles_assists,0,,,,,
player,201712240was,den,WalkDe03,tackles_loss,0,,,,,
player,201712240was,den,WalkDe03,qb_hits,1,,,,,
player,201712240was,den,WalkDe03,fumbles_rec,0,,,,,
player,201712240was,den,WalkDe03,fumbles_rec_yds,0,,,,,
player,201712240was,den,WalkDe03,fumbles_rec_td,0,,,,,
player,201712240was,den,WalkDe03,fumbles_forced,0,,,,,
player,201712240was,was,SweaDJ00,def_int,1,,,,,
player,201712240was,was,SweaDJ00,def_int_yds,0,,,,,
player,201712240was,was,SweaDJ00,def_int_td,0,,,,,
player,201712240was,was,SweaDJ00,def_int_long,0,,,,,
player,201712240was,was,SweaDJ00,pass_defended,1,,,,,
player,201712240was,was,SweaDJ00,sacks,0.0,,,,,
player,201712240was,was,SweaDJ00,tackles_combined,4,,,,,
player,201712240was,was,SweaDJ00,tackles_solo,3,,,,,
player,201712240was,was,SweaDJ00,tackles_assists,1,,,,,
player,201712240was,was,SweaDJ00,tackles_loss,0,,,,,
player,201712240was,was,SweaDJ00,qb_hits,0,,,,,
player,201712240was,was,SweaDJ00,fumbles_rec,0,,,,,
player,201712240was,was,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201712240was,was,SweaDJ00,fumbles_rec_td,0,,,,,
player,201712240was,was,SweaDJ00,fumbles_forced,0,,,,,
player,201712240was,was,SmitPr00,def_int,0,,,,,
player,201712240was,was,SmitPr00,def_int_yds,0,,,,,
player,201712240was,was,SmitPr00,def_int_td,0,,,,,
player,201712240was,was,SmitPr00,def_int_long,0,,,,,
player,201712240was,was,SmitPr00,pass_defended,0,,,,,
player,201712240was,was,SmitPr00,sacks,2.0,,,,,
player,201712240was,was,SmitPr00,tackles_combined,5,,,,,
player,201712240was,was,SmitPr00,tackles_solo,5,,,,,
player,201712240was,was,SmitPr00,tackles_assists,0,,,,,
player,201712240was,was,SmitPr00,tackles_loss,2,,,,,
player,201712240was,was,SmitPr00,qb_hits,1,,,,,
player,201712240was,was,SmitPr00,fumbles_rec,0,,,,,
player,201712240was,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201712240was,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201712240was,was,SmitPr00,fumbles_forced,1,,,,,
player,201712240was,was,KerrRy00,def_int,0,,,,,
player,201712240was,was,KerrRy00,def_int_yds,0,,,,,
player,201712240was,was,KerrRy00,def_int_td,0,,,,,
player,201712240was,was,KerrRy00,def_int_long,0,,,,,
player,201712240was,was,KerrRy00,pass_defended,0,,,,,
player,201712240was,was,KerrRy00,sacks,2.0,,,,,
player,201712240was,was,KerrRy00,tackles_combined,4,,,,,
player,201712240was,was,KerrRy00,tackles_solo,3,,,,,
player,201712240was,was,KerrRy00,tackles_assists,1,,,,,
player,201712240was,was,KerrRy00,tackles_loss,2,,,,,
player,201712240was,was,KerrRy00,qb_hits,4,,,,,
player,201712240was,was,KerrRy00,fumbles_rec,0,,,,,
player,201712240was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201712240was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201712240was,was,KerrRy00,fumbles_forced,0,,,,,
player,201712240was,was,VigiZa00,def_int,0,,,,,
player,201712240was,was,VigiZa00,def_int_yds,0,,,,,
player,201712240was,was,VigiZa00,def_int_td,0,,,,,
player,201712240was,was,VigiZa00,def_int_long,0,,,,,
player,201712240was,was,VigiZa00,pass_defended,0,,,,,
player,201712240was,was,VigiZa00,sacks,0.0,,,,,
player,201712240was,was,VigiZa00,tackles_combined,14,,,,,
player,201712240was,was,VigiZa00,tackles_solo,12,,,,,
player,201712240was,was,VigiZa00,tackles_assists,2,,,,,
player,201712240was,was,VigiZa00,tackles_loss,1,,,,,
player,201712240was,was,VigiZa00,qb_hits,0,,,,,
player,201712240was,was,VigiZa00,fumbles_rec,1,,,,,
player,201712240was,was,VigiZa00,fumbles_rec_yds,0,,,,,
player,201712240was,was,VigiZa00,fumbles_rec_td,0,,,,,
player,201712240was,was,VigiZa00,fumbles_forced,0,,,,,
player,201712240was,was,SpaiMa00,def_int,0,,,,,
player,201712240was,was,SpaiMa00,def_int_yds,0,,,,,
player,201712240was,was,SpaiMa00,def_int_td,0,,,,,
player,201712240was,was,SpaiMa00,def_int_long,0,,,,,
player,201712240was,was,SpaiMa00,pass_defended,1,,,,,
player,201712240was,was,SpaiMa00,sacks,0.0,,,,,
player,201712240was,was,SpaiMa00,tackles_combined,8,,,,,
player,201712240was,was,SpaiMa00,tackles_solo,5,,,,,
player,201712240was,was,SpaiMa00,tackles_assists,3,,,,,
player,201712240was,was,SpaiMa00,tackles_loss,1,,,,,
player,201712240was,was,SpaiMa00,qb_hits,0,,,,,
player,201712240was,was,SpaiMa00,fumbles_rec,0,,,,,
player,201712240was,was,SpaiMa00,fumbles_rec_yds,0,,,,,
player,201712240was,was,SpaiMa00,fumbles_rec_td,0,,,,,
player,201712240was,was,SpaiMa00,fumbles_forced,0,,,,,
player,201712240was,was,NormJo01,def_int,0,,,,,
player,201712240was,was,NormJo01,def_int_yds,0,,,,,
player,201712240was,was,NormJo01,def_int_td,0,,,,,
player,201712240was,was,NormJo01,def_int_long,0,,,,,
player,201712240was,was,NormJo01,pass_defended,0,,,,,
player,201712240was,was,NormJo01,sacks,0.0,,,,,
player,201712240was,was,NormJo01,tackles_combined,5,,,,,
player,201712240was,was,NormJo01,tackles_solo,4,,,,,
player,201712240was,was,NormJo01,tackles_assists,1,,,,,
player,201712240was,was,NormJo01,tackles_loss,0,,,,,
player,201712240was,was,NormJo01,qb_hits,0,,,,,
player,201712240was,was,NormJo01,fumbles_rec,0,,,,,
player,201712240was,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201712240was,was,NormJo01,fumbles_rec_td,0,,,,,
player,201712240was,was,NormJo01,fumbles_forced,0,,,,,
player,201712240was,was,BreeBa00,def_int,0,,,,,
player,201712240was,was,BreeBa00,def_int_yds,0,,,,,
player,201712240was,was,BreeBa00,def_int_td,0,,,,,
player,201712240was,was,BreeBa00,def_int_long,0,,,,,
player,201712240was,was,BreeBa00,pass_defended,1,,,,,
player,201712240was,was,BreeBa00,sacks,0.0,,,,,
player,201712240was,was,BreeBa00,tackles_combined,4,,,,,
player,201712240was,was,BreeBa00,tackles_solo,2,,,,,
player,201712240was,was,BreeBa00,tackles_assists,2,,,,,
player,201712240was,was,BreeBa00,tackles_loss,0,,,,,
player,201712240was,was,BreeBa00,qb_hits,0,,,,,
player,201712240was,was,BreeBa00,fumbles_rec,0,,,,,
player,201712240was,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201712240was,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201712240was,was,BreeBa00,fumbles_forced,0,,,,,
player,201712240was,was,EverDe01,def_int,0,,,,,
player,201712240was,was,EverDe01,def_int_yds,0,,,,,
player,201712240was,was,EverDe01,def_int_td,0,,,,,
player,201712240was,was,EverDe01,def_int_long,0,,,,,
player,201712240was,was,EverDe01,pass_defended,0,,,,,
player,201712240was,was,EverDe01,sacks,0.0,,,,,
player,201712240was,was,EverDe01,tackles_combined,4,,,,,
player,201712240was,was,EverDe01,tackles_solo,3,,,,,
player,201712240was,was,EverDe01,tackles_assists,1,,,,,
player,201712240was,was,EverDe01,tackles_loss,0,,,,,
player,201712240was,was,EverDe01,qb_hits,0,,,,,
player,201712240was,was,EverDe01,fumbles_rec,0,,,,,
player,201712240was,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201712240was,was,EverDe01,fumbles_rec_td,0,,,,,
player,201712240was,was,EverDe01,fumbles_forced,1,,,,,
player,201712240was,was,HarvJo01,def_int,0,,,,,
player,201712240was,was,HarvJo01,def_int_yds,0,,,,,
player,201712240was,was,HarvJo01,def_int_td,0,,,,,
player,201712240was,was,HarvJo01,def_int_long,0,,,,,
player,201712240was,was,HarvJo01,pass_defended,0,,,,,
player,201712240was,was,HarvJo01,sacks,0.0,,,,,
player,201712240was,was,HarvJo01,tackles_combined,4,,,,,
player,201712240was,was,HarvJo01,tackles_solo,2,,,,,
player,201712240was,was,HarvJo01,tackles_assists,2,,,,,
player,201712240was,was,HarvJo01,tackles_loss,0,,,,,
player,201712240was,was,HarvJo01,qb_hits,0,,,,,
player,201712240was,was,HarvJo01,fumbles_rec,0,,,,,
player,201712240was,was,HarvJo01,fumbles_rec_yds,0,,,,,
player,201712240was,was,HarvJo01,fumbles_rec_td,0,,,,,
player,201712240was,was,HarvJo01,fumbles_forced,0,,,,,
player,201712240was,was,GaleJu00,def_int,0,,,,,
player,201712240was,was,GaleJu00,def_int_yds,0,,,,,
player,201712240was,was,GaleJu00,def_int_td,0,,,,,
player,201712240was,was,GaleJu00,def_int_long,0,,,,,
player,201712240was,was,GaleJu00,pass_defended,0,,,,,
player,201712240was,was,GaleJu00,sacks,0.0,,,,,
player,201712240was,was,GaleJu00,tackles_combined,3,,,,,
player,201712240was,was,GaleJu00,tackles_solo,2,,,,,
player,201712240was,was,GaleJu00,tackles_assists,1,,,,,
player,201712240was,was,GaleJu00,tackles_loss,0,,,,,
player,201712240was,was,GaleJu00,qb_hits,2,,,,,
player,201712240was,was,GaleJu00,fumbles_rec,0,,,,,
player,201712240was,was,GaleJu00,fumbles_rec_yds,0,,,,,
player,201712240was,was,GaleJu00,fumbles_rec_td,0,,,,,
player,201712240was,was,GaleJu00,fumbles_forced,0,,,,,
player,201712240was,was,DunbQu00,def_int,0,,,,,
player,201712240was,was,DunbQu00,def_int_yds,0,,,,,
player,201712240was,was,DunbQu00,def_int_td,0,,,,,
player,201712240was,was,DunbQu00,def_int_long,0,,,,,
player,201712240was,was,DunbQu00,pass_defended,0,,,,,
player,201712240was,was,DunbQu00,sacks,0.0,,,,,
player,201712240was,was,DunbQu00,tackles_combined,2,,,,,
player,201712240was,was,DunbQu00,tackles_solo,2,,,,,
player,201712240was,was,DunbQu00,tackles_assists,0,,,,,
player,201712240was,was,DunbQu00,tackles_loss,0,,,,,
player,201712240was,was,DunbQu00,qb_hits,0,,,,,
player,201712240was,was,DunbQu00,fumbles_rec,0,,,,,
player,201712240was,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201712240was,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201712240was,was,DunbQu00,fumbles_forced,0,,,,,
player,201712240was,was,FranA.00,def_int,0,,,,,
player,201712240was,was,FranA.00,def_int_yds,0,,,,,
player,201712240was,was,FranA.00,def_int_td,0,,,,,
player,201712240was,was,FranA.00,def_int_long,0,,,,,
player,201712240was,was,FranA.00,pass_defended,0,,,,,
player,201712240was,was,FranA.00,sacks,0.0,,,,,
player,201712240was,was,FranA.00,tackles_combined,2,,,,,
player,201712240was,was,FranA.00,tackles_solo,1,,,,,
player,201712240was,was,FranA.00,tackles_assists,1,,,,,
player,201712240was,was,FranA.00,tackles_loss,0,,,,,
player,201712240was,was,FranA.00,qb_hits,0,,,,,
player,201712240was,was,FranA.00,fumbles_rec,0,,,,,
player,201712240was,was,FranA.00,fumbles_rec_yds,0,,,,,
player,201712240was,was,FranA.00,fumbles_rec_td,0,,,,,
player,201712240was,was,FranA.00,fumbles_forced,0,,,,,
player,201712240was,was,FullKe00,def_int,0,,,,,
player,201712240was,was,FullKe00,def_int_yds,0,,,,,
player,201712240was,was,FullKe00,def_int_td,0,,,,,
player,201712240was,was,FullKe00,def_int_long,0,,,,,
player,201712240was,was,FullKe00,pass_defended,1,,,,,
player,201712240was,was,FullKe00,sacks,0.0,,,,,
player,201712240was,was,FullKe00,tackles_combined,2,,,,,
player,201712240was,was,FullKe00,tackles_solo,2,,,,,
player,201712240was,was,FullKe00,tackles_assists,0,,,,,
player,201712240was,was,FullKe00,tackles_loss,0,,,,,
player,201712240was,was,FullKe00,qb_hits,0,,,,,
