game,2017,5,20171008,201710080rai,rav,"Baltimore Ravens",30,rai,"Oakland Raiders",17
team,201710080rai,rav,First Downs,19,,,,,,
team,201710080rai,rai,First Downs,15,,,,,,
team,201710080rai,rav,Rush-Yds-TDs,39-143-2,,,,,,
team,201710080rai,rai,Rush-Yds-TDs,25-108-1,,,,,,
team,201710080rai,rav,Cmp-Att-Yd-TD-INT,19-26-222-0-0,,,,,,
team,201710080rai,rai,Cmp-Att-Yd-TD-INT,13-26-159-1-0,,,,,,
team,201710080rai,rav,Sacked-Yards,0-0,,,,,,
team,201710080rai,rai,Sacked-Yards,3-22,,,,,,
team,201710080rai,rav,Net Pass Yards,222,,,,,,
team,201710080rai,rai,Net Pass Yards,137,,,,,,
team,201710080rai,rav,Total Yards,365,,,,,,
team,201710080rai,rai,Total Yards,245,,,,,,
team,201710080rai,rav,Fumbles-Lost,1-0,,,,,,
team,201710080rai,rai,Fumbles-Lost,1-1,,,,,,
team,201710080rai,rav,Turnovers,0,,,,,,
team,201710080rai,rai,Turnovers,1,,,,,,
team,201710080rai,rav,Penalties-Yards,1-5,,,,,,
team,201710080rai,rai,Penalties-Yards,3-24,,,,,,
team,201710080rai,rav,Third Down Conv.,7-14,,,,,,
team,201710080rai,rai,Third Down Conv.,6-12,,,,,,
team,201710080rai,rav,Fourth Down Conv.,0-0,,,,,,
team,201710080rai,rai,Fourth Down Conv.,0-1,,,,,,
team,201710080rai,rav,Time of Possession,33:43,,,,,,
team,201710080rai,rai,Time of Possession,26:17,,,,,,
player,201710080rai,rav,FlacJo00,pass_cmp,19,,,,,
player,201710080rai,rav,FlacJo00,pass_att,26,,,,,
player,201710080rai,rav,FlacJo00,pass_yds,222,,,,,
player,201710080rai,rav,FlacJo00,pass_td,0,,,,,
player,201710080rai,rav,FlacJo00,pass_int,0,,,,,
player,201710080rai,rav,FlacJo00,pass_sacked,0,,,,,
player,201710080rai,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201710080rai,rav,FlacJo00,pass_long,54,,,,,
player,201710080rai,rav,FlacJo00,pass_rating,98.6,,,,,
player,201710080rai,rav,FlacJo00,rush_att,3,,,,,
player,201710080rai,rav,FlacJo00,rush_yds,-4,,,,,
player,201710080rai,rav,FlacJo00,rush_td,0,,,,,
player,201710080rai,rav,FlacJo00,rush_long,-1,,,,,
player,201710080rai,rav,FlacJo00,targets,0,,,,,
player,201710080rai,rav,FlacJo00,rec,0,,,,,
player,201710080rai,rav,FlacJo00,rec_yds,0,,,,,
player,201710080rai,rav,FlacJo00,rec_td,0,,,,,
player,201710080rai,rav,FlacJo00,rec_long,0,,,,,
player,201710080rai,rav,FlacJo00,fumbles,0,,,,,
player,201710080rai,rav,FlacJo00,fumbles_lost,0,,,,,
player,201710080rai,rav,AlleJa01,pass_cmp,0,,,,,
player,201710080rai,rav,AlleJa01,pass_att,0,,,,,
player,201710080rai,rav,AlleJa01,pass_yds,0,,,,,
player,201710080rai,rav,AlleJa01,pass_td,0,,,,,
player,201710080rai,rav,AlleJa01,pass_int,0,,,,,
player,201710080rai,rav,AlleJa01,pass_sacked,0,,,,,
player,201710080rai,rav,AlleJa01,pass_sacked_yds,0,,,,,
player,201710080rai,rav,AlleJa01,pass_long,0,,,,,
player,201710080rai,rav,AlleJa01,pass_rating,,,,,,
player,201710080rai,rav,AlleJa01,rush_att,21,,,,,
player,201710080rai,rav,AlleJa01,rush_yds,73,,,,,
player,201710080rai,rav,AlleJa01,rush_td,1,,,,,
player,201710080rai,rav,AlleJa01,rush_long,9,,,,,
player,201710080rai,rav,AlleJa01,targets,5,,,,,
player,201710080rai,rav,AlleJa01,rec,4,,,,,
player,201710080rai,rav,AlleJa01,rec_yds,12,,,,,
player,201710080rai,rav,AlleJa01,rec_td,0,,,,,
player,201710080rai,rav,AlleJa01,rec_long,8,,,,,
player,201710080rai,rav,AlleJa01,fumbles,0,,,,,
player,201710080rai,rav,AlleJa01,fumbles_lost,0,,,,,
player,201710080rai,rav,CollAl00,pass_cmp,0,,,,,
player,201710080rai,rav,CollAl00,pass_att,0,,,,,
player,201710080rai,rav,CollAl00,pass_yds,0,,,,,
player,201710080rai,rav,CollAl00,pass_td,0,,,,,
player,201710080rai,rav,CollAl00,pass_int,0,,,,,
player,201710080rai,rav,CollAl00,pass_sacked,0,,,,,
player,201710080rai,rav,CollAl00,pass_sacked_yds,0,,,,,
player,201710080rai,rav,CollAl00,pass_long,0,,,,,
player,201710080rai,rav,CollAl00,pass_rating,,,,,,
player,201710080rai,rav,CollAl00,rush_att,12,,,,,
