game,2017,9,20171105,201711050phi,den,"Denver Broncos",23,phi,"Philadelphia Eagles",51
player,201711050phi,phi,JenkMa99,def_int,0,,,,,
player,201711050phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201711050phi,phi,JenkMa99,def_int_td,0,,,,,
player,201711050phi,phi,JenkMa99,def_int_long,0,,,,,
player,201711050phi,phi,JenkMa99,pass_defended,2,,,,,
player,201711050phi,phi,JenkMa99,sacks,0.0,,,,,
player,201711050phi,phi,JenkMa99,tackles_combined,3,,,,,
player,201711050phi,phi,JenkMa99,tackles_solo,2,,,,,
player,201711050phi,phi,JenkMa99,tackles_assists,1,,,,,
player,201711050phi,phi,JenkMa99,tackles_loss,0,,,,,
player,201711050phi,phi,JenkMa99,qb_hits,1,,,,,
player,201711050phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201711050phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201711050phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201711050phi,phi,BarnDe01,def_int,0,,,,,
player,201711050phi,phi,BarnDe01,def_int_yds,0,,,,,
player,201711050phi,phi,BarnDe01,def_int_td,0,,,,,
player,201711050phi,phi,BarnDe01,def_int_long,0,,,,,
player,201711050phi,phi,BarnDe01,pass_defended,0,,,,,
player,201711050phi,phi,BarnDe01,sacks,0.0,,,,,
player,201711050phi,phi,BarnDe01,tackles_combined,2,,,,,
player,201711050phi,phi,BarnDe01,tackles_solo,2,,,,,
player,201711050phi,phi,BarnDe01,tackles_assists,0,,,,,
player,201711050phi,phi,BarnDe01,tackles_loss,0,,,,,
player,201711050phi,phi,BarnDe01,qb_hits,2,,,,,
player,201711050phi,phi,BarnDe01,fumbles_rec,0,,,,,
player,201711050phi,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201711050phi,phi,BarnDe01,fumbles_forced,0,,,,,
player,201711050phi,phi,CoxxFl00,def_int,0,,,,,
player,201711050phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201711050phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201711050phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201711050phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201711050phi,phi,CoxxFl00,sacks,0.0,,,,,
player,201711050phi,phi,CoxxFl00,tackles_combined,2,,,,,
player,201711050phi,phi,CoxxFl00,tackles_solo,2,,,,,
player,201711050phi,phi,CoxxFl00,tackles_assists,0,,,,,
player,201711050phi,phi,CoxxFl00,tackles_loss,1,,,,,
player,201711050phi,phi,CoxxFl00,qb_hits,3,,,,,
player,201711050phi,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201711050phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201711050phi,phi,DougRa00,def_int,0,,,,,
player,201711050phi,phi,DougRa00,def_int_yds,0,,,,,
player,201711050phi,phi,DougRa00,def_int_td,0,,,,,
player,201711050phi,phi,DougRa00,def_int_long,0,,,,,
player,201711050phi,phi,DougRa00,pass_defended,2,,,,,
player,201711050phi,phi,DougRa00,sacks,0.0,,,,,
player,201711050phi,phi,DougRa00,tackles_combined,2,,,,,
player,201711050phi,phi,DougRa00,tackles_solo,2,,,,,
player,201711050phi,phi,DougRa00,tackles_assists,0,,,,,
player,201711050phi,phi,DougRa00,tackles_loss,0,,,,,
player,201711050phi,phi,DougRa00,qb_hits,0,,,,,
player,201711050phi,phi,DougRa00,fumbles_rec,0,,,,,
player,201711050phi,phi,DougRa00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,DougRa00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,DougRa00,fumbles_forced,0,,,,,
player,201711050phi,phi,VaeaDe01,def_int,0,,,,,
player,201711050phi,phi,VaeaDe01,def_int_yds,0,,,,,
player,201711050phi,phi,VaeaDe01,def_int_td,0,,,,,
player,201711050phi,phi,VaeaDe01,def_int_long,0,,,,,
player,201711050phi,phi,VaeaDe01,pass_defended,0,,,,,
player,201711050phi,phi,VaeaDe01,sacks,0.0,,,,,
player,201711050phi,phi,VaeaDe01,tackles_combined,2,,,,,
player,201711050phi,phi,VaeaDe01,tackles_solo,2,,,,,
player,201711050phi,phi,VaeaDe01,tackles_assists,0,,,,,
player,201711050phi,phi,VaeaDe01,tackles_loss,0,,,,,
player,201711050phi,phi,VaeaDe01,qb_hits,0,,,,,
player,201711050phi,phi,VaeaDe01,fumbles_rec,0,,,,,
player,201711050phi,phi,VaeaDe01,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,VaeaDe01,fumbles_rec_td,0,,,,,
player,201711050phi,phi,VaeaDe01,fumbles_forced,0,,,,,
player,201711050phi,phi,WalkJo01,def_int,0,,,,,
player,201711050phi,phi,WalkJo01,def_int_yds,0,,,,,
player,201711050phi,phi,WalkJo01,def_int_td,0,,,,,
player,201711050phi,phi,WalkJo01,def_int_long,0,,,,,
player,201711050phi,phi,WalkJo01,pass_defended,0,,,,,
player,201711050phi,phi,WalkJo01,sacks,0.0,,,,,
player,201711050phi,phi,WalkJo01,tackles_combined,2,,,,,
player,201711050phi,phi,WalkJo01,tackles_solo,1,,,,,
player,201711050phi,phi,WalkJo01,tackles_assists,1,,,,,
player,201711050phi,phi,WalkJo01,tackles_loss,0,,,,,
player,201711050phi,phi,WalkJo01,qb_hits,0,,,,,
player,201711050phi,phi,WalkJo01,fumbles_rec,0,,,,,
player,201711050phi,phi,WalkJo01,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,WalkJo01,fumbles_rec_td,0,,,,,
player,201711050phi,phi,WalkJo01,fumbles_forced,0,,,,,
player,201711050phi,phi,AlleBe00,def_int,0,,,,,
player,201711050phi,phi,AlleBe00,def_int_yds,0,,,,,
player,201711050phi,phi,AlleBe00,def_int_td,0,,,,,
player,201711050phi,phi,AlleBe00,def_int_long,0,,,,,
player,201711050phi,phi,AlleBe00,pass_defended,0,,,,,
player,201711050phi,phi,AlleBe00,sacks,0.0,,,,,
player,201711050phi,phi,AlleBe00,tackles_combined,1,,,,,
player,201711050phi,phi,AlleBe00,tackles_solo,1,,,,,
player,201711050phi,phi,AlleBe00,tackles_assists,0,,,,,
player,201711050phi,phi,AlleBe00,tackles_loss,1,,,,,
player,201711050phi,phi,AlleBe00,qb_hits,1,,,,,
player,201711050phi,phi,AlleBe00,fumbles_rec,0,,,,,
player,201711050phi,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,AlleBe00,fumbles_forced,0,,,,,
player,201711050phi,phi,GerrNa00,def_int,0,,,,,
player,201711050phi,phi,GerrNa00,def_int_yds,0,,,,,
player,201711050phi,phi,GerrNa00,def_int_td,0,,,,,
player,201711050phi,phi,GerrNa00,def_int_long,0,,,,,
player,201711050phi,phi,GerrNa00,pass_defended,0,,,,,
player,201711050phi,phi,GerrNa00,sacks,0.0,,,,,
player,201711050phi,phi,GerrNa00,tackles_combined,1,,,,,
player,201711050phi,phi,GerrNa00,tackles_solo,1,,,,,
player,201711050phi,phi,GerrNa00,tackles_assists,0,,,,,
player,201711050phi,phi,GerrNa00,tackles_loss,0,,,,,
player,201711050phi,phi,GerrNa00,qb_hits,0,,,,,
player,201711050phi,phi,GerrNa00,fumbles_rec,0,,,,,
player,201711050phi,phi,GerrNa00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,GerrNa00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,GerrNa00,fumbles_forced,0,,,,,
player,201711050phi,phi,GoodNa00,def_int,0,,,,,
player,201711050phi,phi,GoodNa00,def_int_yds,0,,,,,
player,201711050phi,phi,GoodNa00,def_int_td,0,,,,,
player,201711050phi,phi,GoodNa00,def_int_long,0,,,,,
player,201711050phi,phi,GoodNa00,pass_defended,0,,,,,
player,201711050phi,phi,GoodNa00,sacks,0.0,,,,,
player,201711050phi,phi,GoodNa00,tackles_combined,1,,,,,
player,201711050phi,phi,GoodNa00,tackles_solo,1,,,,,
player,201711050phi,phi,GoodNa00,tackles_assists,0,,,,,
player,201711050phi,phi,GoodNa00,tackles_loss,0,,,,,
player,201711050phi,phi,GoodNa00,qb_hits,0,,,,,
player,201711050phi,phi,GoodNa00,fumbles_rec,0,,,,,
player,201711050phi,phi,GoodNa00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,GoodNa00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,GoodNa00,fumbles_forced,0,,,,,
player,201711050phi,phi,JernTi00,def_int,0,,,,,
player,201711050phi,phi,JernTi00,def_int_yds,0,,,,,
player,201711050phi,phi,JernTi00,def_int_td,0,,,,,
player,201711050phi,phi,JernTi00,def_int_long,0,,,,,
player,201711050phi,phi,JernTi00,pass_defended,0,,,,,
player,201711050phi,phi,JernTi00,sacks,0.0,,,,,
player,201711050phi,phi,JernTi00,tackles_combined,1,,,,,
player,201711050phi,phi,JernTi00,tackles_solo,1,,,,,
player,201711050phi,phi,JernTi00,tackles_assists,0,,,,,
player,201711050phi,phi,JernTi00,tackles_loss,0,,,,,
player,201711050phi,phi,JernTi00,qb_hits,0,,,,,
player,201711050phi,phi,JernTi00,fumbles_rec,0,,,,,
player,201711050phi,phi,JernTi00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,JernTi00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,JernTi00,fumbles_forced,0,,,,,
player,201711050phi,phi,McDoDe00,def_int,0,,,,,
player,201711050phi,phi,McDoDe00,def_int_yds,0,,,,,
player,201711050phi,phi,McDoDe00,def_int_td,0,,,,,
player,201711050phi,phi,McDoDe00,def_int_long,0,,,,,
player,201711050phi,phi,McDoDe00,pass_defended,0,,,,,
player,201711050phi,phi,McDoDe00,sacks,0.0,,,,,
player,201711050phi,phi,McDoDe00,tackles_combined,1,,,,,
player,201711050phi,phi,McDoDe00,tackles_solo,1,,,,,
player,201711050phi,phi,McDoDe00,tackles_assists,0,,,,,
player,201711050phi,phi,McDoDe00,tackles_loss,0,,,,,
player,201711050phi,phi,McDoDe00,qb_hits,0,,,,,
player,201711050phi,phi,McDoDe00,fumbles_rec,0,,,,,
player,201711050phi,phi,McDoDe00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,McDoDe00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,McDoDe00,fumbles_forced,0,,,,,
player,201711050phi,phi,MillJa02,def_int,0,,,,,
player,201711050phi,phi,MillJa02,def_int_yds,0,,,,,
player,201711050phi,phi,MillJa02,def_int_td,0,,,,,
player,201711050phi,phi,MillJa02,def_int_long,0,,,,,
player,201711050phi,phi,MillJa02,pass_defended,0,,,,,
player,201711050phi,phi,MillJa02,sacks,0.0,,,,,
player,201711050phi,phi,MillJa02,tackles_combined,1,,,,,
player,201711050phi,phi,MillJa02,tackles_solo,1,,,,,
player,201711050phi,phi,MillJa02,tackles_assists,0,,,,,
player,201711050phi,phi,MillJa02,tackles_loss,0,,,,,
player,201711050phi,phi,MillJa02,qb_hits,0,,,,,
player,201711050phi,phi,MillJa02,fumbles_rec,0,,,,,
player,201711050phi,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201711050phi,phi,MillJa02,fumbles_forced,0,,,,,
player,201711050phi,phi,WatkJa01,def_int,0,,,,,
player,201711050phi,phi,WatkJa01,def_int_yds,0,,,,,
player,201711050phi,phi,WatkJa01,def_int_td,0,,,,,
player,201711050phi,phi,WatkJa01,def_int_long,0,,,,,
player,201711050phi,phi,WatkJa01,pass_defended,0,,,,,
player,201711050phi,phi,WatkJa01,sacks,0.0,,,,,
player,201711050phi,phi,WatkJa01,tackles_combined,1,,,,,
player,201711050phi,phi,WatkJa01,tackles_solo,1,,,,,
player,201711050phi,phi,WatkJa01,tackles_assists,0,,,,,
player,201711050phi,phi,WatkJa01,tackles_loss,1,,,,,
player,201711050phi,phi,WatkJa01,qb_hits,0,,,,,
player,201711050phi,phi,WatkJa01,fumbles_rec,0,,,,,
player,201711050phi,phi,WatkJa01,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,WatkJa01,fumbles_rec_td,0,,,,,
player,201711050phi,phi,WatkJa01,fumbles_forced,0,,,,,
player,201711050phi,den,McKeIs00,kick_ret,0,,,,,
player,201711050phi,den,McKeIs00,kick_ret_yds,0,,,,,
player,201711050phi,den,McKeIs00,kick_ret_yds_per_ret,,,,,,
player,201711050phi,den,McKeIs00,kick_ret_td,0,,,,,
player,201711050phi,den,McKeIs00,kick_ret_long,0,,,,,
player,201711050phi,den,McKeIs00,punt_ret,1,,,,,
player,201711050phi,den,McKeIs00,punt_ret_yds,44,,,,,
player,201711050phi,den,McKeIs00,punt_ret_yds_per_ret,44.0,,,,,
player,201711050phi,den,McKeIs00,punt_ret_td,0,,,,,
player,201711050phi,den,McKeIs00,punt_ret_long,44,,,,,
player,201711050phi,den,BookDe00,kick_ret,5,,,,,
player,201711050phi,den,BookDe00,kick_ret_yds,106,,,,,
player,201711050phi,den,BookDe00,kick_ret_yds_per_ret,21.2,,,,,
player,201711050phi,den,BookDe00,kick_ret_td,0,,,,,
player,201711050phi,den,BookDe00,kick_ret_long,25,,,,,
player,201711050phi,den,BookDe00,punt_ret,0,,,,,
player,201711050phi,den,BookDe00,punt_ret_yds,0,,,,,
player,201711050phi,den,BookDe00,punt_ret_yds_per_ret,,,,,,
player,201711050phi,den,BookDe00,punt_ret_td,0,,,,,
player,201711050phi,den,BookDe00,punt_ret_long,0,,,,,
player,201711050phi,phi,BarnKe00,kick_ret,2,,,,,
player,201711050phi,phi,BarnKe00,kick_ret_yds,33,,,,,
player,201711050phi,phi,BarnKe00,kick_ret_yds_per_ret,16.5,,,,,
player,201711050phi,phi,BarnKe00,kick_ret_td,0,,,,,
player,201711050phi,phi,BarnKe00,kick_ret_long,25,,,,,
player,201711050phi,phi,BarnKe00,punt_ret,5,,,,,
player,201711050phi,phi,BarnKe00,punt_ret_yds,22,,,,,
player,201711050phi,phi,BarnKe00,punt_ret_yds_per_ret,4.4,,,,,
player,201711050phi,phi,BarnKe00,punt_ret_td,0,,,,,
player,201711050phi,phi,BarnKe00,punt_ret_long,8,,,,,
player,201711050phi,den,McMaBr01,xpm,2,,,,,
player,201711050phi,den,McMaBr01,xpa,2,,,,,
player,201711050phi,den,McMaBr01,fgm,3,,,,,
player,201711050phi,den,McMaBr01,fga,3,,,,,
player,201711050phi,den,McMaBr01,punt,0,,,,,
player,201711050phi,den,McMaBr01,punt_yds,0,,,,,
player,201711050phi,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201711050phi,den,McMaBr01,punt_long,0,,,,,
player,201711050phi,den,DixoRi00,xpm,,,,,,
player,201711050phi,den,DixoRi00,xpa,,,,,,
player,201711050phi,den,DixoRi00,fgm,,,,,,
player,201711050phi,den,DixoRi00,fga,,,,,,
player,201711050phi,den,DixoRi00,punt,6,,,,,
player,201711050phi,den,DixoRi00,punt_yds,302,,,,,
player,201711050phi,den,DixoRi00,punt_yds_per_punt,50.3,,,,,
player,201711050phi,den,DixoRi00,punt_long,55,,,,,
player,201711050phi,phi,ElliJa03,xpm,6,,,,,
player,201711050phi,phi,ElliJa03,xpa,7,,,,,
player,201711050phi,phi,ElliJa03,fgm,1,,,,,
player,201711050phi,phi,ElliJa03,fga,1,,,,,
player,201711050phi,phi,ElliJa03,punt,0,,,,,
player,201711050phi,phi,ElliJa03,punt_yds,0,,,,,
player,201711050phi,phi,ElliJa03,punt_yds_per_punt,,,,,,
player,201711050phi,phi,ElliJa03,punt_long,0,,,,,
player,201711050phi,phi,JoneDo21,xpm,,,,,,
player,201711050phi,phi,JoneDo21,xpa,,,,,,
player,201711050phi,phi,JoneDo21,fgm,,,,,,
player,201711050phi,phi,JoneDo21,fga,,,,,,
player,201711050phi,phi,JoneDo21,punt,2,,,,,
player,201711050phi,phi,JoneDo21,punt_yds,108,,,,,
player,201711050phi,phi,JoneDo21,punt_yds_per_punt,54.0,,,,,
player,201711050phi,phi,JoneDo21,punt_long,55,,,,,
player,201711050phi,phi,WisnSt01,pos,C,,,,,
player,201711050phi,phi,WisnSt01,offense,69,,,,,
player,201711050phi,phi,WisnSt01,off_pct,100%,,,,,
player,201711050phi,phi,WisnSt01,defense,0,,,,,
player,201711050phi,phi,WisnSt01,def_pct,0%,,,,,
player,201711050phi,phi,WisnSt01,special_teams,8,,,,,
player,201711050phi,phi,WisnSt01,st_pct,22%,,,,,
player,201711050phi,phi,VaitHa00,pos,T,,,,,
player,201711050phi,phi,VaitHa00,offense,69,,,,,
player,201711050phi,phi,VaitHa00,off_pct,100%,,,,,
player,201711050phi,phi,VaitHa00,defense,0,,,,,
player,201711050phi,phi,VaitHa00,def_pct,0%,,,,,
player,201711050phi,phi,VaitHa00,special_teams,8,,,,,
player,201711050phi,phi,VaitHa00,st_pct,22%,,,,,
player,201711050phi,phi,KelcJa00,pos,C,,,,,
player,201711050phi,phi,KelcJa00,offense,69,,,,,
player,201711050phi,phi,KelcJa00,off_pct,100%,,,,,
player,201711050phi,phi,KelcJa00,defense,0,,,,,
player,201711050phi,phi,KelcJa00,def_pct,0%,,,,,
player,201711050phi,phi,KelcJa00,special_teams,0,,,,,
player,201711050phi,phi,KelcJa00,st_pct,0%,,,,,
player,201711050phi,phi,CeleBr00,pos,TE,,,,,
player,201711050phi,phi,CeleBr00,offense,55,,,,,
player,201711050phi,phi,CeleBr00,off_pct,80%,,,,,
player,201711050phi,phi,CeleBr00,defense,0,,,,,
player,201711050phi,phi,CeleBr00,def_pct,0%,,,,,
player,201711050phi,phi,CeleBr00,special_teams,14,,,,,
player,201711050phi,phi,CeleBr00,st_pct,39%,,,,,
player,201711050phi,phi,BrooBr00,pos,G,,,,,
player,201711050phi,phi,BrooBr00,offense,55,,,,,
player,201711050phi,phi,BrooBr00,off_pct,80%,,,,,
player,201711050phi,phi,BrooBr00,defense,0,,,,,
player,201711050phi,phi,BrooBr00,def_pct,0%,,,,,
player,201711050phi,phi,BrooBr00,special_teams,8,,,,,
player,201711050phi,phi,BrooBr00,st_pct,22%,,,,,
player,201711050phi,phi,WentCa00,pos,QB,,,,,
player,201711050phi,phi,WentCa00,offense,55,,,,,
player,201711050phi,phi,WentCa00,off_pct,80%,,,,,
player,201711050phi,phi,WentCa00,defense,0,,,,,
player,201711050phi,phi,WentCa00,def_pct,0%,,,,,
player,201711050phi,phi,WentCa00,special_teams,0,,,,,
player,201711050phi,phi,WentCa00,st_pct,0%,,,,,
player,201711050phi,phi,JohnLa01,pos,T,,,,,
player,201711050phi,phi,JohnLa01,offense,49,,,,,
player,201711050phi,phi,JohnLa01,off_pct,71%,,,,,
player,201711050phi,phi,JohnLa01,defense,0,,,,,
player,201711050phi,phi,JohnLa01,def_pct,0%,,,,,
player,201711050phi,phi,JohnLa01,special_teams,5,,,,,
player,201711050phi,phi,JohnLa01,st_pct,14%,,,,,
player,201711050phi,phi,JeffAl00,pos,WR,,,,,
player,201711050phi,phi,JeffAl00,offense,49,,,,,
player,201711050phi,phi,JeffAl00,off_pct,71%,,,,,
player,201711050phi,phi,JeffAl00,defense,0,,,,,
player,201711050phi,phi,JeffAl00,def_pct,0%,,,,,
player,201711050phi,phi,JeffAl00,special_teams,0,,,,,
player,201711050phi,phi,JeffAl00,st_pct,0%,,,,,
player,201711050phi,phi,BurtTr01,pos,TE,,,,,
player,201711050phi,phi,BurtTr01,offense,47,,,,,
player,201711050phi,phi,BurtTr01,off_pct,68%,,,,,
player,201711050phi,phi,BurtTr01,defense,0,,,,,
player,201711050phi,phi,BurtTr01,def_pct,0%,,,,,
player,201711050phi,phi,BurtTr01,special_teams,28,,,,,
player,201711050phi,phi,BurtTr01,st_pct,78%,,,,,
player,201711050phi,phi,AghoNe00,pos,WR,,,,,
player,201711050phi,phi,AghoNe00,offense,39,,,,,
player,201711050phi,phi,AghoNe00,off_pct,57%,,,,,
player,201711050phi,phi,AghoNe00,defense,0,,,,,
player,201711050phi,phi,AghoNe00,def_pct,0%,,,,,
player,201711050phi,phi,AghoNe00,special_teams,0,,,,,
player,201711050phi,phi,AghoNe00,st_pct,0%,,,,,
player,201711050phi,phi,SmitTo02,pos,WR,,,,,
player,201711050phi,phi,SmitTo02,offense,31,,,,,
player,201711050phi,phi,SmitTo02,off_pct,45%,,,,,
player,201711050phi,phi,SmitTo02,defense,0,,,,,
player,201711050phi,phi,SmitTo02,def_pct,0%,,,,,
player,201711050phi,phi,SmitTo02,special_teams,0,,,,,
player,201711050phi,phi,SmitTo02,st_pct,0%,,,,,
player,201711050phi,phi,HollMa00,pos,WR,,,,,
player,201711050phi,phi,HollMa00,offense,30,,,,,
player,201711050phi,phi,HollMa00,off_pct,43%,,,,,
player,201711050phi,phi,HollMa00,defense,0,,,,,
player,201711050phi,phi,HollMa00,def_pct,0%,,,,,
player,201711050phi,phi,HollMa00,special_teams,21,,,,,
player,201711050phi,phi,HollMa00,st_pct,58%,,,,,
player,201711050phi,phi,ClemCo00,pos,RB,,,,,
player,201711050phi,phi,ClemCo00,offense,28,,,,,
player,201711050phi,phi,ClemCo00,off_pct,41%,,,,,
player,201711050phi,phi,ClemCo00,defense,0,,,,,
player,201711050phi,phi,ClemCo00,def_pct,0%,,,,,
player,201711050phi,phi,ClemCo00,special_teams,21,,,,,
player,201711050phi,phi,ClemCo00,st_pct,58%,,,,,
player,201711050phi,phi,SeumIs00,pos,G,,,,,
player,201711050phi,phi,SeumIs00,offense,25,,,,,
player,201711050phi,phi,SeumIs00,off_pct,36%,,,,,
player,201711050phi,phi,SeumIs00,defense,0,,,,,
player,201711050phi,phi,SeumIs00,def_pct,0%,,,,,
player,201711050phi,phi,SeumIs00,special_teams,8,,,,,
player,201711050phi,phi,SeumIs00,st_pct,22%,,,,,
player,201711050phi,phi,JohnMa07,pos,WR,,,,,
player,201711050phi,phi,JohnMa07,offense,20,,,,,
player,201711050phi,phi,JohnMa07,off_pct,29%,,,,,
player,201711050phi,phi,JohnMa07,defense,0,,,,,
player,201711050phi,phi,JohnMa07,def_pct,0%,,,,,
player,201711050phi,phi,JohnMa07,special_teams,8,,,,,
player,201711050phi,phi,JohnMa07,st_pct,22%,,,,,
player,201711050phi,phi,AjayJa00,pos,RB,,,,,
player,201711050phi,phi,AjayJa00,offense,17,,,,,
player,201711050phi,phi,AjayJa00,off_pct,25%,,,,,
player,201711050phi,phi,AjayJa00,defense,0,,,,,
player,201711050phi,phi,AjayJa00,def_pct,0%,,,,,
player,201711050phi,phi,AjayJa00,special_teams,0,,,,,
player,201711050phi,phi,AjayJa00,st_pct,0%,,,,,
player,201711050phi,phi,BlouLe00,pos,RB,,,,,
player,201711050phi,phi,BlouLe00,offense,16,,,,,
player,201711050phi,phi,BlouLe00,off_pct,23%,,,,,
player,201711050phi,phi,BlouLe00,defense,0,,,,,
player,201711050phi,phi,BlouLe00,def_pct,0%,,,,,
player,201711050phi,phi,BlouLe00,special_teams,0,,,,,
player,201711050phi,phi,BlouLe00,st_pct,0%,,,,,
player,201711050phi,phi,WarmCh00,pos,G,,,,,
player,201711050phi,phi,WarmCh00,offense,14,,,,,
player,201711050phi,phi,WarmCh00,off_pct,20%,,,,,
player,201711050phi,phi,WarmCh00,defense,0,,,,,
player,201711050phi,phi,WarmCh00,def_pct,0%,,,,,
player,201711050phi,phi,WarmCh00,special_teams,3,,,,,
player,201711050phi,phi,WarmCh00,st_pct,8%,,,,,
player,201711050phi,phi,FoleNi00,pos,QB,,,,,
player,201711050phi,phi,FoleNi00,offense,14,,,,,
player,201711050phi,phi,FoleNi00,off_pct,20%,,,,,
player,201711050phi,phi,FoleNi00,defense,0,,,,,
player,201711050phi,phi,FoleNi00,def_pct,0%,,,,,
player,201711050phi,phi,FoleNi00,special_teams,0,,,,,
player,201711050phi,phi,FoleNi00,st_pct,0%,,,,,
player,201711050phi,phi,SmalWe00,pos,RB,,,,,
player,201711050phi,phi,SmalWe00,offense,6,,,,,
player,201711050phi,phi,SmalWe00,off_pct,9%,,,,,
player,201711050phi,phi,SmalWe00,defense,0,,,,,
player,201711050phi,phi,SmalWe00,def_pct,0%,,,,,
player,201711050phi,phi,SmalWe00,special_teams,5,,,,,
player,201711050phi,phi,SmalWe00,st_pct,14%,,,,,
player,201711050phi,phi,BarnKe00,pos,RB,,,,,
player,201711050phi,phi,BarnKe00,offense,2,,,,,
player,201711050phi,phi,BarnKe00,off_pct,3%,,,,,
player,201711050phi,phi,BarnKe00,defense,0,,,,,
player,201711050phi,phi,BarnKe00,def_pct,0%,,,,,
player,201711050phi,phi,BarnKe00,special_teams,12,,,,,
player,201711050phi,phi,BarnKe00,st_pct,33%,,,,,
player,201711050phi,phi,MillJa02,pos,CB,,,,,
player,201711050phi,phi,MillJa02,offense,0,,,,,
player,201711050phi,phi,MillJa02,off_pct,0%,,,,,
player,201711050phi,phi,MillJa02,defense,65,,,,,
player,201711050phi,phi,MillJa02,def_pct,100%,,,,,
player,201711050phi,phi,MillJa02,special_teams,5,,,,,
player,201711050phi,phi,MillJa02,st_pct,14%,,,,,
player,201711050phi,phi,McLeRo00,pos,FS,,,,,
player,201711050phi,phi,McLeRo00,offense,0,,,,,
player,201711050phi,phi,McLeRo00,off_pct,0%,,,,,
player,201711050phi,phi,McLeRo00,defense,64,,,,,
player,201711050phi,phi,McLeRo00,def_pct,98%,,,,,
player,201711050phi,phi,McLeRo00,special_teams,5,,,,,
player,201711050phi,phi,McLeRo00,st_pct,14%,,,,,
player,201711050phi,phi,JenkMa99,pos,SS,,,,,
player,201711050phi,phi,JenkMa99,offense,0,,,,,
player,201711050phi,phi,JenkMa99,off_pct,0%,,,,,
player,201711050phi,phi,JenkMa99,defense,55,,,,,
player,201711050phi,phi,JenkMa99,def_pct,85%,,,,,
player,201711050phi,phi,JenkMa99,special_teams,11,,,,,
player,201711050phi,phi,JenkMa99,st_pct,31%,,,,,
player,201711050phi,phi,BradNi00,pos,LB,,,,,
player,201711050phi,phi,BradNi00,offense,0,,,,,
player,201711050phi,phi,BradNi00,off_pct,0%,,,,,
player,201711050phi,phi,BradNi00,defense,55,,,,,
player,201711050phi,phi,BradNi00,def_pct,85%,,,,,
player,201711050phi,phi,BradNi00,special_teams,7,,,,,
player,201711050phi,phi,BradNi00,st_pct,19%,,,,,
player,201711050phi,phi,RobiPa99,pos,CB,,,,,
player,201711050phi,phi,RobiPa99,offense,0,,,,,
player,201711050phi,phi,RobiPa99,off_pct,0%,,,,,
player,201711050phi,phi,RobiPa99,defense,52,,,,,
player,201711050phi,phi,RobiPa99,def_pct,80%,,,,,
player,201711050phi,phi,RobiPa99,special_teams,10,,,,,
player,201711050phi,phi,RobiPa99,st_pct,28%,,,,,
player,201711050phi,phi,KendMy00,pos,LB,,,,,
player,201711050phi,phi,KendMy00,offense,0,,,,,
player,201711050phi,phi,KendMy00,off_pct,0%,,,,,
player,201711050phi,phi,KendMy00,defense,48,,,,,
player,201711050phi,phi,KendMy00,def_pct,74%,,,,,
player,201711050phi,phi,KendMy00,special_teams,0,,,,,
player,201711050phi,phi,KendMy00,st_pct,0%,,,,,
player,201711050phi,phi,GrahBr99,pos,DE,,,,,
player,201711050phi,phi,GrahBr99,offense,0,,,,,
player,201711050phi,phi,GrahBr99,off_pct,0%,,,,,
player,201711050phi,phi,GrahBr99,defense,41,,,,,
player,201711050phi,phi,GrahBr99,def_pct,63%,,,,,
player,201711050phi,phi,GrahBr99,special_teams,5,,,,,
