game,2017,9,20171105,201711050phi,den,"Denver Broncos",23,phi,"Philadelphia Eagles",51
player,201711050phi,phi,SmitTo02,rec_td,0,,,,,
player,201711050phi,phi,SmitTo02,rec_long,11,,,,,
player,201711050phi,phi,SmitTo02,fumbles,0,,,,,
player,201711050phi,phi,SmitTo02,fumbles_lost,0,,,,,
player,201711050phi,phi,HollMa00,pass_cmp,0,,,,,
player,201711050phi,phi,HollMa00,pass_att,0,,,,,
player,201711050phi,phi,HollMa00,pass_yds,0,,,,,
player,201711050phi,phi,HollMa00,pass_td,0,,,,,
player,201711050phi,phi,HollMa00,pass_int,0,,,,,
player,201711050phi,phi,HollMa00,pass_sacked,0,,,,,
player,201711050phi,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201711050phi,phi,HollMa00,pass_long,0,,,,,
player,201711050phi,phi,HollMa00,pass_rating,,,,,,
player,201711050phi,phi,HollMa00,rush_att,0,,,,,
player,201711050phi,phi,HollMa00,rush_yds,0,,,,,
player,201711050phi,phi,HollMa00,rush_td,0,,,,,
player,201711050phi,phi,HollMa00,rush_long,0,,,,,
player,201711050phi,phi,HollMa00,targets,1,,,,,
player,201711050phi,phi,HollMa00,rec,1,,,,,
player,201711050phi,phi,HollMa00,rec_yds,8,,,,,
player,201711050phi,phi,HollMa00,rec_td,0,,,,,
player,201711050phi,phi,HollMa00,rec_long,8,,,,,
player,201711050phi,phi,HollMa00,fumbles,0,,,,,
player,201711050phi,phi,HollMa00,fumbles_lost,0,,,,,
player,201711050phi,phi,JohnMa07,pass_cmp,0,,,,,
player,201711050phi,phi,JohnMa07,pass_att,0,,,,,
player,201711050phi,phi,JohnMa07,pass_yds,0,,,,,
player,201711050phi,phi,JohnMa07,pass_td,0,,,,,
player,201711050phi,phi,JohnMa07,pass_int,0,,,,,
player,201711050phi,phi,JohnMa07,pass_sacked,0,,,,,
player,201711050phi,phi,JohnMa07,pass_sacked_yds,0,,,,,
player,201711050phi,phi,JohnMa07,pass_long,0,,,,,
player,201711050phi,phi,JohnMa07,pass_rating,,,,,,
player,201711050phi,phi,JohnMa07,rush_att,0,,,,,
player,201711050phi,phi,JohnMa07,rush_yds,0,,,,,
player,201711050phi,phi,JohnMa07,rush_td,0,,,,,
player,201711050phi,phi,JohnMa07,rush_long,0,,,,,
player,201711050phi,phi,JohnMa07,targets,1,,,,,
player,201711050phi,phi,JohnMa07,rec,0,,,,,
player,201711050phi,phi,JohnMa07,rec_yds,0,,,,,
player,201711050phi,phi,JohnMa07,rec_td,0,,,,,
player,201711050phi,phi,JohnMa07,rec_long,0,,,,,
player,201711050phi,phi,JohnMa07,fumbles,0,,,,,
player,201711050phi,phi,JohnMa07,fumbles_lost,0,,,,,
player,201711050phi,den,MillVo00,def_int,0,,,,,
player,201711050phi,den,MillVo00,def_int_yds,0,,,,,
player,201711050phi,den,MillVo00,def_int_td,0,,,,,
player,201711050phi,den,MillVo00,def_int_long,0,,,,,
player,201711050phi,den,MillVo00,pass_defended,0,,,,,
player,201711050phi,den,MillVo00,sacks,1.0,,,,,
player,201711050phi,den,MillVo00,tackles_combined,8,,,,,
player,201711050phi,den,MillVo00,tackles_solo,8,,,,,
player,201711050phi,den,MillVo00,tackles_assists,0,,,,,
player,201711050phi,den,MillVo00,tackles_loss,2,,,,,
player,201711050phi,den,MillVo00,qb_hits,1,,,,,
player,201711050phi,den,MillVo00,fumbles_rec,0,,,,,
player,201711050phi,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,MillVo00,fumbles_rec_td,0,,,,,
player,201711050phi,den,MillVo00,fumbles_forced,1,,,,,
player,201711050phi,den,MarsBr01,def_int,0,,,,,
player,201711050phi,den,MarsBr01,def_int_yds,0,,,,,
player,201711050phi,den,MarsBr01,def_int_td,0,,,,,
player,201711050phi,den,MarsBr01,def_int_long,0,,,,,
player,201711050phi,den,MarsBr01,pass_defended,1,,,,,
player,201711050phi,den,MarsBr01,sacks,1.0,,,,,
player,201711050phi,den,MarsBr01,tackles_combined,6,,,,,
player,201711050phi,den,MarsBr01,tackles_solo,5,,,,,
player,201711050phi,den,MarsBr01,tackles_assists,1,,,,,
player,201711050phi,den,MarsBr01,tackles_loss,1,,,,,
player,201711050phi,den,MarsBr01,qb_hits,1,,,,,
player,201711050phi,den,MarsBr01,fumbles_rec,1,,,,,
player,201711050phi,den,MarsBr01,fumbles_rec_yds,19,,,,,
player,201711050phi,den,MarsBr01,fumbles_rec_td,1,,,,,
player,201711050phi,den,MarsBr01,fumbles_forced,0,,,,,
player,201711050phi,den,SimmJu00,def_int,0,,,,,
player,201711050phi,den,SimmJu00,def_int_yds,0,,,,,
player,201711050phi,den,SimmJu00,def_int_td,0,,,,,
player,201711050phi,den,SimmJu00,def_int_long,0,,,,,
player,201711050phi,den,SimmJu00,pass_defended,0,,,,,
player,201711050phi,den,SimmJu00,sacks,0.0,,,,,
player,201711050phi,den,SimmJu00,tackles_combined,6,,,,,
player,201711050phi,den,SimmJu00,tackles_solo,5,,,,,
player,201711050phi,den,SimmJu00,tackles_assists,1,,,,,
player,201711050phi,den,SimmJu00,tackles_loss,0,,,,,
player,201711050phi,den,SimmJu00,qb_hits,0,,,,,
player,201711050phi,den,SimmJu00,fumbles_rec,0,,,,,
player,201711050phi,den,SimmJu00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,SimmJu00,fumbles_rec_td,0,,,,,
player,201711050phi,den,SimmJu00,fumbles_forced,0,,,,,
player,201711050phi,den,AndeZa01,def_int,0,,,,,
player,201711050phi,den,AndeZa01,def_int_yds,0,,,,,
player,201711050phi,den,AndeZa01,def_int_td,0,,,,,
player,201711050phi,den,AndeZa01,def_int_long,0,,,,,
player,201711050phi,den,AndeZa01,pass_defended,0,,,,,
player,201711050phi,den,AndeZa01,sacks,0.0,,,,,
player,201711050phi,den,AndeZa01,tackles_combined,5,,,,,
player,201711050phi,den,AndeZa01,tackles_solo,4,,,,,
player,201711050phi,den,AndeZa01,tackles_assists,1,,,,,
player,201711050phi,den,AndeZa01,tackles_loss,1,,,,,
player,201711050phi,den,AndeZa01,qb_hits,0,,,,,
player,201711050phi,den,AndeZa01,fumbles_rec,0,,,,,
player,201711050phi,den,AndeZa01,fumbles_rec_yds,0,,,,,
player,201711050phi,den,AndeZa01,fumbles_rec_td,0,,,,,
player,201711050phi,den,AndeZa01,fumbles_forced,0,,,,,
player,201711050phi,den,RobyBr00,def_int,0,,,,,
player,201711050phi,den,RobyBr00,def_int_yds,0,,,,,
player,201711050phi,den,RobyBr00,def_int_td,0,,,,,
player,201711050phi,den,RobyBr00,def_int_long,0,,,,,
player,201711050phi,den,RobyBr00,pass_defended,1,,,,,
player,201711050phi,den,RobyBr00,sacks,0.0,,,,,
player,201711050phi,den,RobyBr00,tackles_combined,5,,,,,
player,201711050phi,den,RobyBr00,tackles_solo,5,,,,,
player,201711050phi,den,RobyBr00,tackles_assists,0,,,,,
player,201711050phi,den,RobyBr00,tackles_loss,0,,,,,
player,201711050phi,den,RobyBr00,qb_hits,0,,,,,
player,201711050phi,den,RobyBr00,fumbles_rec,0,,,,,
player,201711050phi,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201711050phi,den,RobyBr00,fumbles_forced,0,,,,,
player,201711050phi,den,WolfDe00,def_int,0,,,,,
player,201711050phi,den,WolfDe00,def_int_yds,0,,,,,
player,201711050phi,den,WolfDe00,def_int_td,0,,,,,
player,201711050phi,den,WolfDe00,def_int_long,0,,,,,
player,201711050phi,den,WolfDe00,pass_defended,0,,,,,
player,201711050phi,den,WolfDe00,sacks,0.0,,,,,
player,201711050phi,den,WolfDe00,tackles_combined,4,,,,,
player,201711050phi,den,WolfDe00,tackles_solo,2,,,,,
player,201711050phi,den,WolfDe00,tackles_assists,2,,,,,
player,201711050phi,den,WolfDe00,tackles_loss,0,,,,,
player,201711050phi,den,WolfDe00,qb_hits,0,,,,,
player,201711050phi,den,WolfDe00,fumbles_rec,0,,,,,
player,201711050phi,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201711050phi,den,WolfDe00,fumbles_forced,0,,,,,
player,201711050phi,den,GotsAd00,def_int,0,,,,,
player,201711050phi,den,GotsAd00,def_int_yds,0,,,,,
player,201711050phi,den,GotsAd00,def_int_td,0,,,,,
player,201711050phi,den,GotsAd00,def_int_long,0,,,,,
player,201711050phi,den,GotsAd00,pass_defended,0,,,,,
player,201711050phi,den,GotsAd00,sacks,0.0,,,,,
player,201711050phi,den,GotsAd00,tackles_combined,3,,,,,
player,201711050phi,den,GotsAd00,tackles_solo,2,,,,,
player,201711050phi,den,GotsAd00,tackles_assists,1,,,,,
player,201711050phi,den,GotsAd00,tackles_loss,0,,,,,
player,201711050phi,den,GotsAd00,qb_hits,0,,,,,
player,201711050phi,den,GotsAd00,fumbles_rec,0,,,,,
player,201711050phi,den,GotsAd00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,GotsAd00,fumbles_rec_td,0,,,,,
player,201711050phi,den,GotsAd00,fumbles_forced,0,,,,,
player,201711050phi,den,HarrSh00,def_int,0,,,,,
player,201711050phi,den,HarrSh00,def_int_yds,0,,,,,
player,201711050phi,den,HarrSh00,def_int_td,0,,,,,
player,201711050phi,den,HarrSh00,def_int_long,0,,,,,
player,201711050phi,den,HarrSh00,pass_defended,1,,,,,
player,201711050phi,den,HarrSh00,sacks,0.0,,,,,
player,201711050phi,den,HarrSh00,tackles_combined,3,,,,,
player,201711050phi,den,HarrSh00,tackles_solo,3,,,,,
player,201711050phi,den,HarrSh00,tackles_assists,0,,,,,
player,201711050phi,den,HarrSh00,tackles_loss,0,,,,,
player,201711050phi,den,HarrSh00,qb_hits,0,,,,,
player,201711050phi,den,HarrSh00,fumbles_rec,0,,,,,
player,201711050phi,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201711050phi,den,HarrSh00,fumbles_forced,0,,,,,
player,201711050phi,den,ParkWi01,def_int,0,,,,,
player,201711050phi,den,ParkWi01,def_int_yds,0,,,,,
player,201711050phi,den,ParkWi01,def_int_td,0,,,,,
player,201711050phi,den,ParkWi01,def_int_long,0,,,,,
player,201711050phi,den,ParkWi01,pass_defended,0,,,,,
player,201711050phi,den,ParkWi01,sacks,0.0,,,,,
player,201711050phi,den,ParkWi01,tackles_combined,3,,,,,
player,201711050phi,den,ParkWi01,tackles_solo,2,,,,,
player,201711050phi,den,ParkWi01,tackles_assists,1,,,,,
player,201711050phi,den,ParkWi01,tackles_loss,1,,,,,
player,201711050phi,den,ParkWi01,qb_hits,0,,,,,
player,201711050phi,den,ParkWi01,fumbles_rec,0,,,,,
player,201711050phi,den,ParkWi01,fumbles_rec_yds,0,,,,,
player,201711050phi,den,ParkWi01,fumbles_rec_td,0,,,,,
player,201711050phi,den,ParkWi01,fumbles_forced,0,,,,,
player,201711050phi,den,BarrSh00,def_int,0,,,,,
player,201711050phi,den,BarrSh00,def_int_yds,0,,,,,
player,201711050phi,den,BarrSh00,def_int_td,0,,,,,
player,201711050phi,den,BarrSh00,def_int_long,0,,,,,
player,201711050phi,den,BarrSh00,pass_defended,0,,,,,
player,201711050phi,den,BarrSh00,sacks,0.0,,,,,
player,201711050phi,den,BarrSh00,tackles_combined,2,,,,,
player,201711050phi,den,BarrSh00,tackles_solo,2,,,,,
player,201711050phi,den,BarrSh00,tackles_assists,0,,,,,
player,201711050phi,den,BarrSh00,tackles_loss,0,,,,,
player,201711050phi,den,BarrSh00,qb_hits,0,,,,,
player,201711050phi,den,BarrSh00,fumbles_rec,0,,,,,
player,201711050phi,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201711050phi,den,BarrSh00,fumbles_forced,0,,,,,
player,201711050phi,den,HarrCh01,def_int,0,,,,,
player,201711050phi,den,HarrCh01,def_int_yds,0,,,,,
player,201711050phi,den,HarrCh01,def_int_td,0,,,,,
player,201711050phi,den,HarrCh01,def_int_long,0,,,,,
player,201711050phi,den,HarrCh01,pass_defended,1,,,,,
player,201711050phi,den,HarrCh01,sacks,0.0,,,,,
player,201711050phi,den,HarrCh01,tackles_combined,2,,,,,
player,201711050phi,den,HarrCh01,tackles_solo,2,,,,,
player,201711050phi,den,HarrCh01,tackles_assists,0,,,,,
player,201711050phi,den,HarrCh01,tackles_loss,0,,,,,
player,201711050phi,den,HarrCh01,qb_hits,0,,,,,
player,201711050phi,den,HarrCh01,fumbles_rec,0,,,,,
player,201711050phi,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201711050phi,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201711050phi,den,HarrCh01,fumbles_forced,0,,,,,
player,201711050phi,den,JanoAn00,def_int,0,,,,,
player,201711050phi,den,JanoAn00,def_int_yds,0,,,,,
player,201711050phi,den,JanoAn00,def_int_td,0,,,,,
player,201711050phi,den,JanoAn00,def_int_long,0,,,,,
player,201711050phi,den,JanoAn00,pass_defended,0,,,,,
player,201711050phi,den,JanoAn00,sacks,0.0,,,,,
player,201711050phi,den,JanoAn00,tackles_combined,2,,,,,
player,201711050phi,den,JanoAn00,tackles_solo,1,,,,,
player,201711050phi,den,JanoAn00,tackles_assists,1,,,,,
player,201711050phi,den,JanoAn00,tackles_loss,0,,,,,
player,201711050phi,den,JanoAn00,qb_hits,0,,,,,
player,201711050phi,den,JanoAn00,fumbles_rec,0,,,,,
player,201711050phi,den,JanoAn00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,JanoAn00,fumbles_rec_td,0,,,,,
player,201711050phi,den,JanoAn00,fumbles_forced,0,,,,,
player,201711050phi,den,PekoDo20,def_int,0,,,,,
player,201711050phi,den,PekoDo20,def_int_yds,0,,,,,
player,201711050phi,den,PekoDo20,def_int_td,0,,,,,
player,201711050phi,den,PekoDo20,def_int_long,0,,,,,
player,201711050phi,den,PekoDo20,pass_defended,0,,,,,
player,201711050phi,den,PekoDo20,sacks,0.0,,,,,
player,201711050phi,den,PekoDo20,tackles_combined,2,,,,,
player,201711050phi,den,PekoDo20,tackles_solo,2,,,,,
player,201711050phi,den,PekoDo20,tackles_assists,0,,,,,
player,201711050phi,den,PekoDo20,tackles_loss,0,,,,,
player,201711050phi,den,PekoDo20,qb_hits,0,,,,,
player,201711050phi,den,PekoDo20,fumbles_rec,0,,,,,
player,201711050phi,den,PekoDo20,fumbles_rec_yds,0,,,,,
player,201711050phi,den,PekoDo20,fumbles_rec_td,0,,,,,
player,201711050phi,den,PekoDo20,fumbles_forced,0,,,,,
player,201711050phi,den,TaliAq99,def_int,0,,,,,
player,201711050phi,den,TaliAq99,def_int_yds,0,,,,,
player,201711050phi,den,TaliAq99,def_int_td,0,,,,,
player,201711050phi,den,TaliAq99,def_int_long,0,,,,,
player,201711050phi,den,TaliAq99,pass_defended,0,,,,,
player,201711050phi,den,TaliAq99,sacks,0.0,,,,,
player,201711050phi,den,TaliAq99,tackles_combined,2,,,,,
player,201711050phi,den,TaliAq99,tackles_solo,2,,,,,
player,201711050phi,den,TaliAq99,tackles_assists,0,,,,,
player,201711050phi,den,TaliAq99,tackles_loss,0,,,,,
player,201711050phi,den,TaliAq99,qb_hits,0,,,,,
player,201711050phi,den,TaliAq99,fumbles_rec,0,,,,,
player,201711050phi,den,TaliAq99,fumbles_rec_yds,0,,,,,
player,201711050phi,den,TaliAq99,fumbles_rec_td,0,,,,,
player,201711050phi,den,TaliAq99,fumbles_forced,0,,,,,
player,201711050phi,den,BookDe00,def_int,0,,,,,
player,201711050phi,den,BookDe00,def_int_yds,0,,,,,
player,201711050phi,den,BookDe00,def_int_td,0,,,,,
player,201711050phi,den,BookDe00,def_int_long,0,,,,,
player,201711050phi,den,BookDe00,pass_defended,0,,,,,
player,201711050phi,den,BookDe00,sacks,0.0,,,,,
player,201711050phi,den,BookDe00,tackles_combined,1,,,,,
player,201711050phi,den,BookDe00,tackles_solo,1,,,,,
player,201711050phi,den,BookDe00,tackles_assists,0,,,,,
player,201711050phi,den,BookDe00,tackles_loss,0,,,,,
player,201711050phi,den,BookDe00,qb_hits,0,,,,,
player,201711050phi,den,BookDe00,fumbles_rec,0,,,,,
player,201711050phi,den,BookDe00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,BookDe00,fumbles_rec_td,0,,,,,
player,201711050phi,den,BookDe00,fumbles_forced,0,,,,,
player,201711050phi,den,CartJa02,def_int,0,,,,,
player,201711050phi,den,CartJa02,def_int_yds,0,,,,,
player,201711050phi,den,CartJa02,def_int_td,0,,,,,
player,201711050phi,den,CartJa02,def_int_long,0,,,,,
player,201711050phi,den,CartJa02,pass_defended,0,,,,,
player,201711050phi,den,CartJa02,sacks,0.0,,,,,
player,201711050phi,den,CartJa02,tackles_combined,1,,,,,
player,201711050phi,den,CartJa02,tackles_solo,1,,,,,
player,201711050phi,den,CartJa02,tackles_assists,0,,,,,
player,201711050phi,den,CartJa02,tackles_loss,0,,,,,
player,201711050phi,den,CartJa02,qb_hits,0,,,,,
player,201711050phi,den,CartJa02,fumbles_rec,0,,,,,
player,201711050phi,den,CartJa02,fumbles_rec_yds,0,,,,,
player,201711050phi,den,CartJa02,fumbles_rec_td,0,,,,,
player,201711050phi,den,CartJa02,fumbles_forced,0,,,,,
player,201711050phi,den,LatiCo00,def_int,0,,,,,
player,201711050phi,den,LatiCo00,def_int_yds,0,,,,,
player,201711050phi,den,LatiCo00,def_int_td,0,,,,,
player,201711050phi,den,LatiCo00,def_int_long,0,,,,,
player,201711050phi,den,LatiCo00,pass_defended,0,,,,,
player,201711050phi,den,LatiCo00,sacks,0.0,,,,,
player,201711050phi,den,LatiCo00,tackles_combined,1,,,,,
player,201711050phi,den,LatiCo00,tackles_solo,1,,,,,
player,201711050phi,den,LatiCo00,tackles_assists,0,,,,,
player,201711050phi,den,LatiCo00,tackles_loss,0,,,,,
player,201711050phi,den,LatiCo00,qb_hits,0,,,,,
player,201711050phi,den,LatiCo00,fumbles_rec,0,,,,,
player,201711050phi,den,LatiCo00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,LatiCo00,fumbles_rec_td,0,,,,,
player,201711050phi,den,LatiCo00,fumbles_forced,0,,,,,
player,201711050phi,den,RayxSh00,def_int,0,,,,,
player,201711050phi,den,RayxSh00,def_int_yds,0,,,,,
player,201711050phi,den,RayxSh00,def_int_td,0,,,,,
player,201711050phi,den,RayxSh00,def_int_long,0,,,,,
player,201711050phi,den,RayxSh00,pass_defended,0,,,,,
player,201711050phi,den,RayxSh00,sacks,0.0,,,,,
player,201711050phi,den,RayxSh00,tackles_combined,1,,,,,
player,201711050phi,den,RayxSh00,tackles_solo,1,,,,,
player,201711050phi,den,RayxSh00,tackles_assists,0,,,,,
player,201711050phi,den,RayxSh00,tackles_loss,0,,,,,
player,201711050phi,den,RayxSh00,qb_hits,0,,,,,
player,201711050phi,den,RayxSh00,fumbles_rec,0,,,,,
player,201711050phi,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201711050phi,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201711050phi,den,RayxSh00,fumbles_forced,0,,,,,
player,201711050phi,phi,McLeRo00,def_int,1,,,,,
player,201711050phi,phi,McLeRo00,def_int_yds,50,,,,,
player,201711050phi,phi,McLeRo00,def_int_td,0,,,,,
player,201711050phi,phi,McLeRo00,def_int_long,50,,,,,
player,201711050phi,phi,McLeRo00,pass_defended,1,,,,,
player,201711050phi,phi,McLeRo00,sacks,0.0,,,,,
player,201711050phi,phi,McLeRo00,tackles_combined,2,,,,,
player,201711050phi,phi,McLeRo00,tackles_solo,1,,,,,
player,201711050phi,phi,McLeRo00,tackles_assists,1,,,,,
player,201711050phi,phi,McLeRo00,tackles_loss,0,,,,,
player,201711050phi,phi,McLeRo00,qb_hits,0,,,,,
player,201711050phi,phi,McLeRo00,fumbles_rec,0,,,,,
player,201711050phi,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,McLeRo00,fumbles_forced,0,,,,,
player,201711050phi,phi,RobiPa99,def_int,1,,,,,
player,201711050phi,phi,RobiPa99,def_int_yds,17,,,,,
player,201711050phi,phi,RobiPa99,def_int_td,0,,,,,
player,201711050phi,phi,RobiPa99,def_int_long,17,,,,,
player,201711050phi,phi,RobiPa99,pass_defended,2,,,,,
player,201711050phi,phi,RobiPa99,sacks,0.0,,,,,
player,201711050phi,phi,RobiPa99,tackles_combined,2,,,,,
player,201711050phi,phi,RobiPa99,tackles_solo,2,,,,,
player,201711050phi,phi,RobiPa99,tackles_assists,0,,,,,
player,201711050phi,phi,RobiPa99,tackles_loss,0,,,,,
player,201711050phi,phi,RobiPa99,qb_hits,0,,,,,
player,201711050phi,phi,RobiPa99,fumbles_rec,0,,,,,
player,201711050phi,phi,RobiPa99,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,RobiPa99,fumbles_rec_td,0,,,,,
player,201711050phi,phi,RobiPa99,fumbles_forced,0,,,,,
player,201711050phi,phi,BradNi00,def_int,0,,,,,
player,201711050phi,phi,BradNi00,def_int_yds,0,,,,,
player,201711050phi,phi,BradNi00,def_int_td,0,,,,,
player,201711050phi,phi,BradNi00,def_int_long,0,,,,,
player,201711050phi,phi,BradNi00,pass_defended,0,,,,,
player,201711050phi,phi,BradNi00,sacks,1.0,,,,,
player,201711050phi,phi,BradNi00,tackles_combined,4,,,,,
player,201711050phi,phi,BradNi00,tackles_solo,3,,,,,
player,201711050phi,phi,BradNi00,tackles_assists,1,,,,,
player,201711050phi,phi,BradNi00,tackles_loss,1,,,,,
player,201711050phi,phi,BradNi00,qb_hits,1,,,,,
player,201711050phi,phi,BradNi00,fumbles_rec,0,,,,,
player,201711050phi,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,BradNi00,fumbles_forced,0,,,,,
player,201711050phi,phi,LongCh99,def_int,0,,,,,
player,201711050phi,phi,LongCh99,def_int_yds,0,,,,,
player,201711050phi,phi,LongCh99,def_int_td,0,,,,,
player,201711050phi,phi,LongCh99,def_int_long,0,,,,,
player,201711050phi,phi,LongCh99,pass_defended,0,,,,,
player,201711050phi,phi,LongCh99,sacks,1.0,,,,,
player,201711050phi,phi,LongCh99,tackles_combined,3,,,,,
player,201711050phi,phi,LongCh99,tackles_solo,3,,,,,
player,201711050phi,phi,LongCh99,tackles_assists,0,,,,,
player,201711050phi,phi,LongCh99,tackles_loss,0,,,,,
player,201711050phi,phi,LongCh99,qb_hits,0,,,,,
player,201711050phi,phi,LongCh99,fumbles_rec,0,,,,,
player,201711050phi,phi,LongCh99,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,LongCh99,fumbles_rec_td,0,,,,,
player,201711050phi,phi,LongCh99,fumbles_forced,1,,,,,
player,201711050phi,phi,CurrVi00,def_int,0,,,,,
player,201711050phi,phi,CurrVi00,def_int_yds,0,,,,,
player,201711050phi,phi,CurrVi00,def_int_td,0,,,,,
player,201711050phi,phi,CurrVi00,def_int_long,0,,,,,
player,201711050phi,phi,CurrVi00,pass_defended,0,,,,,
player,201711050phi,phi,CurrVi00,sacks,1.0,,,,,
player,201711050phi,phi,CurrVi00,tackles_combined,2,,,,,
player,201711050phi,phi,CurrVi00,tackles_solo,2,,,,,
player,201711050phi,phi,CurrVi00,tackles_assists,0,,,,,
player,201711050phi,phi,CurrVi00,tackles_loss,2,,,,,
player,201711050phi,phi,CurrVi00,qb_hits,1,,,,,
player,201711050phi,phi,CurrVi00,fumbles_rec,0,,,,,
player,201711050phi,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,CurrVi00,fumbles_forced,0,,,,,
player,201711050phi,phi,GrahBr99,def_int,0,,,,,
player,201711050phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201711050phi,phi,GrahBr99,def_int_td,0,,,,,
player,201711050phi,phi,GrahBr99,def_int_long,0,,,,,
player,201711050phi,phi,GrahBr99,pass_defended,0,,,,,
player,201711050phi,phi,GrahBr99,sacks,0.0,,,,,
player,201711050phi,phi,GrahBr99,tackles_combined,5,,,,,
player,201711050phi,phi,GrahBr99,tackles_solo,3,,,,,
player,201711050phi,phi,GrahBr99,tackles_assists,2,,,,,
player,201711050phi,phi,GrahBr99,tackles_loss,1,,,,,
player,201711050phi,phi,GrahBr99,qb_hits,0,,,,,
player,201711050phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201711050phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201711050phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201711050phi,phi,GrahCo99,def_int,0,,,,,
player,201711050phi,phi,GrahCo99,def_int_yds,0,,,,,
player,201711050phi,phi,GrahCo99,def_int_td,0,,,,,
player,201711050phi,phi,GrahCo99,def_int_long,0,,,,,
player,201711050phi,phi,GrahCo99,pass_defended,1,,,,,
player,201711050phi,phi,GrahCo99,sacks,0.0,,,,,
player,201711050phi,phi,GrahCo99,tackles_combined,4,,,,,
player,201711050phi,phi,GrahCo99,tackles_solo,4,,,,,
player,201711050phi,phi,GrahCo99,tackles_assists,0,,,,,
player,201711050phi,phi,GrahCo99,tackles_loss,0,,,,,
player,201711050phi,phi,GrahCo99,qb_hits,0,,,,,
player,201711050phi,phi,GrahCo99,fumbles_rec,0,,,,,
player,201711050phi,phi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,GrahCo99,fumbles_rec_td,0,,,,,
player,201711050phi,phi,GrahCo99,fumbles_forced,0,,,,,
player,201711050phi,phi,KendMy00,def_int,0,,,,,
player,201711050phi,phi,KendMy00,def_int_yds,0,,,,,
player,201711050phi,phi,KendMy00,def_int_td,0,,,,,
player,201711050phi,phi,KendMy00,def_int_long,0,,,,,
player,201711050phi,phi,KendMy00,pass_defended,2,,,,,
player,201711050phi,phi,KendMy00,sacks,0.0,,,,,
player,201711050phi,phi,KendMy00,tackles_combined,4,,,,,
player,201711050phi,phi,KendMy00,tackles_solo,2,,,,,
player,201711050phi,phi,KendMy00,tackles_assists,2,,,,,
player,201711050phi,phi,KendMy00,tackles_loss,0,,,,,
player,201711050phi,phi,KendMy00,qb_hits,1,,,,,
player,201711050phi,phi,KendMy00,fumbles_rec,0,,,,,
player,201711050phi,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,KendMy00,fumbles_forced,0,,,,,
player,201711050phi,phi,GrugKa00,def_int,0,,,,,
player,201711050phi,phi,GrugKa00,def_int_yds,0,,,,,
player,201711050phi,phi,GrugKa00,def_int_td,0,,,,,
player,201711050phi,phi,GrugKa00,def_int_long,0,,,,,
player,201711050phi,phi,GrugKa00,pass_defended,0,,,,,
player,201711050phi,phi,GrugKa00,sacks,0.0,,,,,
player,201711050phi,phi,GrugKa00,tackles_combined,3,,,,,
player,201711050phi,phi,GrugKa00,tackles_solo,3,,,,,
player,201711050phi,phi,GrugKa00,tackles_assists,0,,,,,
player,201711050phi,phi,GrugKa00,tackles_loss,1,,,,,
player,201711050phi,phi,GrugKa00,qb_hits,0,,,,,
player,201711050phi,phi,GrugKa00,fumbles_rec,0,,,,,
player,201711050phi,phi,GrugKa00,fumbles_rec_yds,0,,,,,
player,201711050phi,phi,GrugKa00,fumbles_rec_td,0,,,,,
player,201711050phi,phi,GrugKa00,fumbles_forced,0,,,,,
