game,2017,12,20171126,201711260ram,nor,"New Orleans Saints",20,ram,"Los Angeles Rams",26
team,201711260ram,nor,First Downs,14,,,,,,
team,201711260ram,ram,First Downs,24,,,,,,
team,201711260ram,nor,Rush-Yds-TDs,17-123-1,,,,,,
team,201711260ram,ram,Rush-Yds-TDs,25-88-0,,,,,,
team,201711260ram,nor,Cmp-Att-Yd-TD-INT,22-32-246-1-0,,,,,,
team,201711260ram,ram,Cmp-Att-Yd-TD-INT,28-44-354-2-1,,,,,,
team,201711260ram,nor,Sacked-Yards,3-23,,,,,,
team,201711260ram,ram,Sacked-Yards,4-27,,,,,,
team,201711260ram,nor,Net Pass Yards,223,,,,,,
team,201711260ram,ram,Net Pass Yards,327,,,,,,
team,201711260ram,nor,Total Yards,346,,,,,,
team,201711260ram,ram,Total Yards,415,,,,,,
team,201711260ram,nor,Fumbles-Lost,1-0,,,,,,
team,201711260ram,ram,Fumbles-Lost,1-0,,,,,,
team,201711260ram,nor,Turnovers,0,,,,,,
team,201711260ram,ram,Turnovers,1,,,,,,
team,201711260ram,nor,Penalties-Yards,7-112,,,,,,
team,201711260ram,ram,Penalties-Yards,9-90,,,,,,
team,201711260ram,nor,Third Down Conv.,3-13,,,,,,
team,201711260ram,ram,Third Down Conv.,3-14,,,,,,
team,201711260ram,nor,Fourth Down Conv.,1-1,,,,,,
team,201711260ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201711260ram,nor,Time of Possession,24:34,,,,,,
team,201711260ram,ram,Time of Possession,35:26,,,,,,
player,201711260ram,nor,BreeDr00,pass_cmp,22,,,,,
player,201711260ram,nor,BreeDr00,pass_att,32,,,,,
player,201711260ram,nor,BreeDr00,pass_yds,246,,,,,
player,201711260ram,nor,BreeDr00,pass_td,1,,,,,
player,201711260ram,nor,BreeDr00,pass_int,0,,,,,
player,201711260ram,nor,BreeDr00,pass_sacked,3,,,,,
player,201711260ram,nor,BreeDr00,pass_sacked_yds,23,,,,,
player,201711260ram,nor,BreeDr00,pass_long,33,,,,,
player,201711260ram,nor,BreeDr00,pass_rating,101.8,,,,,
player,201711260ram,nor,BreeDr00,rush_att,1,,,,,
player,201711260ram,nor,BreeDr00,rush_yds,5,,,,,
player,201711260ram,nor,BreeDr00,rush_td,0,,,,,
player,201711260ram,nor,BreeDr00,rush_long,5,,,,,
player,201711260ram,nor,BreeDr00,targets,0,,,,,
player,201711260ram,nor,BreeDr00,rec,0,,,,,
player,201711260ram,nor,BreeDr00,rec_yds,0,,,,,
player,201711260ram,nor,BreeDr00,rec_td,0,,,,,
player,201711260ram,nor,BreeDr00,rec_long,0,,,,,
player,201711260ram,nor,BreeDr00,fumbles,1,,,,,
player,201711260ram,nor,BreeDr00,fumbles_lost,0,,,,,
player,201711260ram,nor,KamaAl00,pass_cmp,0,,,,,
player,201711260ram,nor,KamaAl00,pass_att,0,,,,,
player,201711260ram,nor,KamaAl00,pass_yds,0,,,,,
player,201711260ram,nor,KamaAl00,pass_td,0,,,,,
player,201711260ram,nor,KamaAl00,pass_int,0,,,,,
player,201711260ram,nor,KamaAl00,pass_sacked,0,,,,,
player,201711260ram,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201711260ram,nor,KamaAl00,pass_long,0,,,,,
player,201711260ram,nor,KamaAl00,pass_rating,,,,,,
player,201711260ram,nor,KamaAl00,rush_att,5,,,,,
player,201711260ram,nor,KamaAl00,rush_yds,87,,,,,
player,201711260ram,nor,KamaAl00,rush_td,1,,,,,
player,201711260ram,nor,KamaAl00,rush_long,74,,,,,
player,201711260ram,nor,KamaAl00,targets,6,,,,,
player,201711260ram,nor,KamaAl00,rec,6,,,,,
player,201711260ram,nor,KamaAl00,rec_yds,101,,,,,
player,201711260ram,nor,KamaAl00,rec_td,1,,,,,
player,201711260ram,nor,KamaAl00,rec_long,33,,,,,
player,201711260ram,nor,KamaAl00,fumbles,0,,,,,
