game,2017,16,20171224,201712240oti,ram,"Los Angeles Rams",27,oti,"Tennessee Titans",23
player,201712240oti,ram,HekkJo00,targets,0,,,,,
player,201712240oti,ram,HekkJo00,rec,0,,,,,
player,201712240oti,ram,HekkJo00,rec_yds,0,,,,,
player,201712240oti,ram,HekkJo00,rec_td,0,,,,,
player,201712240oti,ram,HekkJo00,rec_long,0,,,,,
player,201712240oti,ram,HekkJo00,fumbles,0,,,,,
player,201712240oti,ram,HekkJo00,fumbles_lost,0,,,,,
player,201712240oti,ram,GurlTo01,pass_cmp,0,,,,,
player,201712240oti,ram,GurlTo01,pass_att,0,,,,,
player,201712240oti,ram,GurlTo01,pass_yds,0,,,,,
player,201712240oti,ram,GurlTo01,pass_td,0,,,,,
player,201712240oti,ram,GurlTo01,pass_int,0,,,,,
player,201712240oti,ram,GurlTo01,pass_sacked,0,,,,,
player,201712240oti,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201712240oti,ram,GurlTo01,pass_long,0,,,,,
player,201712240oti,ram,GurlTo01,pass_rating,,,,,,
player,201712240oti,ram,GurlTo01,rush_att,22,,,,,
player,201712240oti,ram,GurlTo01,rush_yds,118,,,,,
player,201712240oti,ram,GurlTo01,rush_td,0,,,,,
player,201712240oti,ram,GurlTo01,rush_long,34,,,,,
player,201712240oti,ram,GurlTo01,targets,13,,,,,
player,201712240oti,ram,GurlTo01,rec,10,,,,,
player,201712240oti,ram,GurlTo01,rec_yds,158,,,,,
player,201712240oti,ram,GurlTo01,rec_td,2,,,,,
player,201712240oti,ram,GurlTo01,rec_long,80,,,,,
player,201712240oti,ram,GurlTo01,fumbles,0,,,,,
player,201712240oti,ram,GurlTo01,fumbles_lost,0,,,,,
player,201712240oti,ram,BrowMa03,pass_cmp,0,,,,,
player,201712240oti,ram,BrowMa03,pass_att,0,,,,,
player,201712240oti,ram,BrowMa03,pass_yds,0,,,,,
player,201712240oti,ram,BrowMa03,pass_td,0,,,,,
player,201712240oti,ram,BrowMa03,pass_int,0,,,,,
player,201712240oti,ram,BrowMa03,pass_sacked,0,,,,,
player,201712240oti,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201712240oti,ram,BrowMa03,pass_long,0,,,,,
player,201712240oti,ram,BrowMa03,pass_rating,,,,,,
player,201712240oti,ram,BrowMa03,rush_att,1,,,,,
player,201712240oti,ram,BrowMa03,rush_yds,4,,,,,
player,201712240oti,ram,BrowMa03,rush_td,0,,,,,
player,201712240oti,ram,BrowMa03,rush_long,4,,,,,
player,201712240oti,ram,BrowMa03,targets,0,,,,,
player,201712240oti,ram,BrowMa03,rec,0,,,,,
player,201712240oti,ram,BrowMa03,rec_yds,0,,,,,
player,201712240oti,ram,BrowMa03,rec_td,0,,,,,
player,201712240oti,ram,BrowMa03,rec_long,0,,,,,
player,201712240oti,ram,BrowMa03,fumbles,0,,,,,
player,201712240oti,ram,BrowMa03,fumbles_lost,0,,,,,
player,201712240oti,ram,KuppCo00,pass_cmp,0,,,,,
player,201712240oti,ram,KuppCo00,pass_att,0,,,,,
player,201712240oti,ram,KuppCo00,pass_yds,0,,,,,
player,201712240oti,ram,KuppCo00,pass_td,0,,,,,
player,201712240oti,ram,KuppCo00,pass_int,0,,,,,
player,201712240oti,ram,KuppCo00,pass_sacked,0,,,,,
player,201712240oti,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201712240oti,ram,KuppCo00,pass_long,0,,,,,
player,201712240oti,ram,KuppCo00,pass_rating,,,,,,
player,201712240oti,ram,KuppCo00,rush_att,0,,,,,
player,201712240oti,ram,KuppCo00,rush_yds,0,,,,,
player,201712240oti,ram,KuppCo00,rush_td,0,,,,,
player,201712240oti,ram,KuppCo00,rush_long,0,,,,,
player,201712240oti,ram,KuppCo00,targets,6,,,,,
player,201712240oti,ram,KuppCo00,rec,4,,,,,
player,201712240oti,ram,KuppCo00,rec_yds,65,,,,,
player,201712240oti,ram,KuppCo00,rec_td,1,,,,,
player,201712240oti,ram,KuppCo00,rec_long,34,,,,,
player,201712240oti,ram,KuppCo00,fumbles,0,,,,,
player,201712240oti,ram,KuppCo00,fumbles_lost,0,,,,,
player,201712240oti,ram,WoodRo02,pass_cmp,0,,,,,
player,201712240oti,ram,WoodRo02,pass_att,0,,,,,
player,201712240oti,ram,WoodRo02,pass_yds,0,,,,,
player,201712240oti,ram,WoodRo02,pass_td,0,,,,,
player,201712240oti,ram,WoodRo02,pass_int,0,,,,,
player,201712240oti,ram,WoodRo02,pass_sacked,0,,,,,
player,201712240oti,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201712240oti,ram,WoodRo02,pass_long,0,,,,,
player,201712240oti,ram,WoodRo02,pass_rating,,,,,,
player,201712240oti,ram,WoodRo02,rush_att,0,,,,,
player,201712240oti,ram,WoodRo02,rush_yds,0,,,,,
player,201712240oti,ram,WoodRo02,rush_td,0,,,,,
player,201712240oti,ram,WoodRo02,rush_long,0,,,,,
player,201712240oti,ram,WoodRo02,targets,8,,,,,
player,201712240oti,ram,WoodRo02,rec,3,,,,,
player,201712240oti,ram,WoodRo02,rec_yds,33,,,,,
player,201712240oti,ram,WoodRo02,rec_td,0,,,,,
player,201712240oti,ram,WoodRo02,rec_long,13,,,,,
player,201712240oti,ram,WoodRo02,fumbles,0,,,,,
player,201712240oti,ram,WoodRo02,fumbles_lost,0,,,,,
player,201712240oti,ram,WatkSa00,pass_cmp,0,,,,,
player,201712240oti,ram,WatkSa00,pass_att,0,,,,,
player,201712240oti,ram,WatkSa00,pass_yds,0,,,,,
player,201712240oti,ram,WatkSa00,pass_td,0,,,,,
player,201712240oti,ram,WatkSa00,pass_int,0,,,,,
player,201712240oti,ram,WatkSa00,pass_sacked,0,,,,,
player,201712240oti,ram,WatkSa00,pass_sacked_yds,0,,,,,
player,201712240oti,ram,WatkSa00,pass_long,0,,,,,
player,201712240oti,ram,WatkSa00,pass_rating,,,,,,
player,201712240oti,ram,WatkSa00,rush_att,0,,,,,
player,201712240oti,ram,WatkSa00,rush_yds,0,,,,,
player,201712240oti,ram,WatkSa00,rush_td,0,,,,,
player,201712240oti,ram,WatkSa00,rush_long,0,,,,,
player,201712240oti,ram,WatkSa00,targets,7,,,,,
player,201712240oti,ram,WatkSa00,rec,3,,,,,
player,201712240oti,ram,WatkSa00,rec_yds,30,,,,,
player,201712240oti,ram,WatkSa00,rec_td,1,,,,,
player,201712240oti,ram,WatkSa00,rec_long,16,,,,,
player,201712240oti,ram,WatkSa00,fumbles,0,,,,,
player,201712240oti,ram,WatkSa00,fumbles_lost,0,,,,,
player,201712240oti,ram,HigbTy00,pass_cmp,0,,,,,
player,201712240oti,ram,HigbTy00,pass_att,0,,,,,
player,201712240oti,ram,HigbTy00,pass_yds,0,,,,,
player,201712240oti,ram,HigbTy00,pass_td,0,,,,,
player,201712240oti,ram,HigbTy00,pass_int,0,,,,,
player,201712240oti,ram,HigbTy00,pass_sacked,0,,,,,
player,201712240oti,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201712240oti,ram,HigbTy00,pass_long,0,,,,,
player,201712240oti,ram,HigbTy00,pass_rating,,,,,,
player,201712240oti,ram,HigbTy00,rush_att,0,,,,,
player,201712240oti,ram,HigbTy00,rush_yds,0,,,,,
player,201712240oti,ram,HigbTy00,rush_td,0,,,,,
player,201712240oti,ram,HigbTy00,rush_long,0,,,,,
player,201712240oti,ram,HigbTy00,targets,2,,,,,
player,201712240oti,ram,HigbTy00,rec,2,,,,,
player,201712240oti,ram,HigbTy00,rec_yds,15,,,,,
player,201712240oti,ram,HigbTy00,rec_td,0,,,,,
player,201712240oti,ram,HigbTy00,rec_long,10,,,,,
player,201712240oti,ram,HigbTy00,fumbles,0,,,,,
player,201712240oti,ram,HigbTy00,fumbles_lost,0,,,,,
player,201712240oti,ram,ReynJo00,pass_cmp,0,,,,,
player,201712240oti,ram,ReynJo00,pass_att,0,,,,,
player,201712240oti,ram,ReynJo00,pass_yds,0,,,,,
player,201712240oti,ram,ReynJo00,pass_td,0,,,,,
player,201712240oti,ram,ReynJo00,pass_int,0,,,,,
player,201712240oti,ram,ReynJo00,pass_sacked,0,,,,,
player,201712240oti,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201712240oti,ram,ReynJo00,pass_long,0,,,,,
player,201712240oti,ram,ReynJo00,pass_rating,,,,,,
player,201712240oti,ram,ReynJo00,rush_att,0,,,,,
player,201712240oti,ram,ReynJo00,rush_yds,0,,,,,
player,201712240oti,ram,ReynJo00,rush_td,0,,,,,
player,201712240oti,ram,ReynJo00,rush_long,0,,,,,
player,201712240oti,ram,ReynJo00,targets,1,,,,,
player,201712240oti,ram,ReynJo00,rec,0,,,,,
player,201712240oti,ram,ReynJo00,rec_yds,0,,,,,
player,201712240oti,ram,ReynJo00,rec_td,0,,,,,
player,201712240oti,ram,ReynJo00,rec_long,0,,,,,
player,201712240oti,ram,ReynJo00,fumbles,0,,,,,
player,201712240oti,ram,ReynJo00,fumbles_lost,0,,,,,
player,201712240oti,ram,ThomMi04,pass_cmp,0,,,,,
player,201712240oti,ram,ThomMi04,pass_att,0,,,,,
player,201712240oti,ram,ThomMi04,pass_yds,0,,,,,
player,201712240oti,ram,ThomMi04,pass_td,0,,,,,
player,201712240oti,ram,ThomMi04,pass_int,0,,,,,
player,201712240oti,ram,ThomMi04,pass_sacked,0,,,,,
player,201712240oti,ram,ThomMi04,pass_sacked_yds,0,,,,,
player,201712240oti,ram,ThomMi04,pass_long,0,,,,,
player,201712240oti,ram,ThomMi04,pass_rating,,,,,,
player,201712240oti,ram,ThomMi04,rush_att,0,,,,,
player,201712240oti,ram,ThomMi04,rush_yds,0,,,,,
player,201712240oti,ram,ThomMi04,rush_td,0,,,,,
player,201712240oti,ram,ThomMi04,rush_long,0,,,,,
player,201712240oti,ram,ThomMi04,targets,1,,,,,
player,201712240oti,ram,ThomMi04,rec,0,,,,,
player,201712240oti,ram,ThomMi04,rec_yds,0,,,,,
player,201712240oti,ram,ThomMi04,rec_td,0,,,,,
player,201712240oti,ram,ThomMi04,rec_long,0,,,,,
player,201712240oti,ram,ThomMi04,fumbles,0,,,,,
player,201712240oti,ram,ThomMi04,fumbles_lost,0,,,,,
player,201712240oti,oti,MariMa01,pass_cmp,22,,,,,
player,201712240oti,oti,MariMa01,pass_att,39,,,,,
player,201712240oti,oti,MariMa01,pass_yds,275,,,,,
player,201712240oti,oti,MariMa01,pass_td,0,,,,,
player,201712240oti,oti,MariMa01,pass_int,1,,,,,
player,201712240oti,oti,MariMa01,pass_sacked,1,,,,,
player,201712240oti,oti,MariMa01,pass_sacked_yds,6,,,,,
player,201712240oti,oti,MariMa01,pass_long,37,,,,,
player,201712240oti,oti,MariMa01,pass_rating,67.8,,,,,
player,201712240oti,oti,MariMa01,rush_att,3,,,,,
player,201712240oti,oti,MariMa01,rush_yds,24,,,,,
player,201712240oti,oti,MariMa01,rush_td,0,,,,,
player,201712240oti,oti,MariMa01,rush_long,14,,,,,
player,201712240oti,oti,MariMa01,targets,0,,,,,
player,201712240oti,oti,MariMa01,rec,0,,,,,
player,201712240oti,oti,MariMa01,rec_yds,0,,,,,
player,201712240oti,oti,MariMa01,rec_td,0,,,,,
player,201712240oti,oti,MariMa01,rec_long,0,,,,,
player,201712240oti,oti,MariMa01,fumbles,1,,,,,
player,201712240oti,oti,MariMa01,fumbles_lost,0,,,,,
player,201712240oti,oti,MurrDe00,pass_cmp,0,,,,,
player,201712240oti,oti,MurrDe00,pass_att,0,,,,,
player,201712240oti,oti,MurrDe00,pass_yds,0,,,,,
player,201712240oti,oti,MurrDe00,pass_td,0,,,,,
player,201712240oti,oti,MurrDe00,pass_int,0,,,,,
player,201712240oti,oti,MurrDe00,pass_sacked,0,,,,,
player,201712240oti,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201712240oti,oti,MurrDe00,pass_long,0,,,,,
player,201712240oti,oti,MurrDe00,pass_rating,,,,,,
player,201712240oti,oti,MurrDe00,rush_att,15,,,,,
player,201712240oti,oti,MurrDe00,rush_yds,48,,,,,
player,201712240oti,oti,MurrDe00,rush_td,1,,,,,
player,201712240oti,oti,MurrDe00,rush_long,9,,,,,
player,201712240oti,oti,MurrDe00,targets,4,,,,,
player,201712240oti,oti,MurrDe00,rec,3,,,,,
player,201712240oti,oti,MurrDe00,rec_yds,11,,,,,
player,201712240oti,oti,MurrDe00,rec_td,0,,,,,
player,201712240oti,oti,MurrDe00,rec_long,4,,,,,
player,201712240oti,oti,MurrDe00,fumbles,0,,,,,
player,201712240oti,oti,MurrDe00,fumbles_lost,0,,,,,
player,201712240oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201712240oti,oti,HenrDe00,pass_att,0,,,,,
player,201712240oti,oti,HenrDe00,pass_yds,0,,,,,
player,201712240oti,oti,HenrDe00,pass_td,0,,,,,
player,201712240oti,oti,HenrDe00,pass_int,0,,,,,
player,201712240oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201712240oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201712240oti,oti,HenrDe00,pass_long,0,,,,,
player,201712240oti,oti,HenrDe00,pass_rating,,,,,,
player,201712240oti,oti,HenrDe00,rush_att,8,,,,,
player,201712240oti,oti,HenrDe00,rush_yds,25,,,,,
player,201712240oti,oti,HenrDe00,rush_td,0,,,,,
player,201712240oti,oti,HenrDe00,rush_long,10,,,,,
player,201712240oti,oti,HenrDe00,targets,1,,,,,
player,201712240oti,oti,HenrDe00,rec,1,,,,,
player,201712240oti,oti,HenrDe00,rec_yds,6,,,,,
player,201712240oti,oti,HenrDe00,rec_td,0,,,,,
player,201712240oti,oti,HenrDe00,rec_long,6,,,,,
player,201712240oti,oti,HenrDe00,fumbles,0,,,,,
player,201712240oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201712240oti,oti,DaviCo03,pass_cmp,0,,,,,
player,201712240oti,oti,DaviCo03,pass_att,0,,,,,
player,201712240oti,oti,DaviCo03,pass_yds,0,,,,,
player,201712240oti,oti,DaviCo03,pass_td,0,,,,,
player,201712240oti,oti,DaviCo03,pass_int,0,,,,,
player,201712240oti,oti,DaviCo03,pass_sacked,0,,,,,
player,201712240oti,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201712240oti,oti,DaviCo03,pass_long,0,,,,,
player,201712240oti,oti,DaviCo03,pass_rating,,,,,,
player,201712240oti,oti,DaviCo03,rush_att,0,,,,,
player,201712240oti,oti,DaviCo03,rush_yds,0,,,,,
player,201712240oti,oti,DaviCo03,rush_td,0,,,,,
player,201712240oti,oti,DaviCo03,rush_long,0,,,,,
player,201712240oti,oti,DaviCo03,targets,9,,,,,
player,201712240oti,oti,DaviCo03,rec,6,,,,,
player,201712240oti,oti,DaviCo03,rec_yds,91,,,,,
player,201712240oti,oti,DaviCo03,rec_td,0,,,,,
player,201712240oti,oti,DaviCo03,rec_long,37,,,,,
player,201712240oti,oti,DaviCo03,fumbles,0,,,,,
player,201712240oti,oti,DaviCo03,fumbles_lost,0,,,,,
player,201712240oti,oti,DeckEr00,pass_cmp,0,,,,,
player,201712240oti,oti,DeckEr00,pass_att,0,,,,,
player,201712240oti,oti,DeckEr00,pass_yds,0,,,,,
player,201712240oti,oti,DeckEr00,pass_td,0,,,,,
player,201712240oti,oti,DeckEr00,pass_int,0,,,,,
player,201712240oti,oti,DeckEr00,pass_sacked,0,,,,,
player,201712240oti,oti,DeckEr00,pass_sacked_yds,0,,,,,
player,201712240oti,oti,DeckEr00,pass_long,0,,,,,
player,201712240oti,oti,DeckEr00,pass_rating,,,,,,
player,201712240oti,oti,DeckEr00,rush_att,0,,,,,
player,201712240oti,oti,DeckEr00,rush_yds,0,,,,,
player,201712240oti,oti,DeckEr00,rush_td,0,,,,,
player,201712240oti,oti,DeckEr00,rush_long,0,,,,,
player,201712240oti,oti,DeckEr00,targets,10,,,,,
player,201712240oti,oti,DeckEr00,rec,6,,,,,
player,201712240oti,oti,DeckEr00,rec_yds,73,,,,,
player,201712240oti,oti,DeckEr00,rec_td,0,,,,,
player,201712240oti,oti,DeckEr00,rec_long,25,,,,,
player,201712240oti,oti,DeckEr00,fumbles,0,,,,,
player,201712240oti,oti,DeckEr00,fumbles_lost,0,,,,,
player,201712240oti,oti,MattRi00,pass_cmp,0,,,,,
player,201712240oti,oti,MattRi00,pass_att,0,,,,,
player,201712240oti,oti,MattRi00,pass_yds,0,,,,,
player,201712240oti,oti,MattRi00,pass_td,0,,,,,
player,201712240oti,oti,MattRi00,pass_int,0,,,,,
player,201712240oti,oti,MattRi00,pass_sacked,0,,,,,
player,201712240oti,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201712240oti,oti,MattRi00,pass_long,0,,,,,
player,201712240oti,oti,MattRi00,pass_rating,,,,,,
player,201712240oti,oti,MattRi00,rush_att,0,,,,,
player,201712240oti,oti,MattRi00,rush_yds,0,,,,,
player,201712240oti,oti,MattRi00,rush_td,0,,,,,
player,201712240oti,oti,MattRi00,rush_long,0,,,,,
player,201712240oti,oti,MattRi00,targets,4,,,,,
player,201712240oti,oti,MattRi00,rec,2,,,,,
player,201712240oti,oti,MattRi00,rec_yds,48,,,,,
player,201712240oti,oti,MattRi00,rec_td,0,,,,,
player,201712240oti,oti,MattRi00,rec_long,25,,,,,
player,201712240oti,oti,MattRi00,fumbles,0,,,,,
player,201712240oti,oti,MattRi00,fumbles_lost,0,,,,,
player,201712240oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201712240oti,oti,WalkHu00,pass_att,0,,,,,
player,201712240oti,oti,WalkHu00,pass_yds,0,,,,,
player,201712240oti,oti,WalkHu00,pass_td,0,,,,,
player,201712240oti,oti,WalkHu00,pass_int,0,,,,,
player,201712240oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201712240oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201712240oti,oti,WalkHu00,pass_long,0,,,,,
player,201712240oti,oti,WalkHu00,pass_rating,,,,,,
player,201712240oti,oti,WalkHu00,rush_att,0,,,,,
player,201712240oti,oti,WalkHu00,rush_yds,0,,,,,
player,201712240oti,oti,WalkHu00,rush_td,0,,,,,
player,201712240oti,oti,WalkHu00,rush_long,0,,,,,
player,201712240oti,oti,WalkHu00,targets,5,,,,,
player,201712240oti,oti,WalkHu00,rec,3,,,,,
player,201712240oti,oti,WalkHu00,rec_yds,33,,,,,
player,201712240oti,oti,WalkHu00,rec_td,0,,,,,
player,201712240oti,oti,WalkHu00,rec_long,15,,,,,
player,201712240oti,oti,WalkHu00,fumbles,0,,,,,
player,201712240oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201712240oti,oti,SmitJo01,pass_cmp,0,,,,,
player,201712240oti,oti,SmitJo01,pass_att,0,,,,,
player,201712240oti,oti,SmitJo01,pass_yds,0,,,,,
player,201712240oti,oti,SmitJo01,pass_td,0,,,,,
player,201712240oti,oti,SmitJo01,pass_int,0,,,,,
player,201712240oti,oti,SmitJo01,pass_sacked,0,,,,,
player,201712240oti,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201712240oti,oti,SmitJo01,pass_long,0,,,,,
player,201712240oti,oti,SmitJo01,pass_rating,,,,,,
player,201712240oti,oti,SmitJo01,rush_att,0,,,,,
player,201712240oti,oti,SmitJo01,rush_yds,0,,,,,
player,201712240oti,oti,SmitJo01,rush_td,0,,,,,
player,201712240oti,oti,SmitJo01,rush_long,0,,,,,
player,201712240oti,oti,SmitJo01,targets,2,,,,,
player,201712240oti,oti,SmitJo01,rec,1,,,,,
player,201712240oti,oti,SmitJo01,rec_yds,13,,,,,
player,201712240oti,oti,SmitJo01,rec_td,0,,,,,
player,201712240oti,oti,SmitJo01,rec_long,13,,,,,
player,201712240oti,oti,SmitJo01,fumbles,0,,,,,
player,201712240oti,oti,SmitJo01,fumbles_lost,0,,,,,
player,201712240oti,oti,TaylTa00,pass_cmp,0,,,,,
player,201712240oti,oti,TaylTa00,pass_att,0,,,,,
player,201712240oti,oti,TaylTa00,pass_yds,0,,,,,
player,201712240oti,oti,TaylTa00,pass_td,0,,,,,
player,201712240oti,oti,TaylTa00,pass_int,0,,,,,
player,201712240oti,oti,TaylTa00,pass_sacked,0,,,,,
player,201712240oti,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201712240oti,oti,TaylTa00,pass_long,0,,,,,
player,201712240oti,oti,TaylTa00,pass_rating,,,,,,
player,201712240oti,oti,TaylTa00,rush_att,0,,,,,
player,201712240oti,oti,TaylTa00,rush_yds,0,,,,,
player,201712240oti,oti,TaylTa00,rush_td,0,,,,,
player,201712240oti,oti,TaylTa00,rush_long,0,,,,,
player,201712240oti,oti,TaylTa00,targets,1,,,,,
player,201712240oti,oti,TaylTa00,rec,0,,,,,
player,201712240oti,oti,TaylTa00,rec_yds,0,,,,,
player,201712240oti,oti,TaylTa00,rec_td,0,,,,,
player,201712240oti,oti,TaylTa00,rec_long,0,,,,,
player,201712240oti,oti,TaylTa00,fumbles,0,,,,,
player,201712240oti,oti,TaylTa00,fumbles_lost,0,,,,,
player,201712240oti,oti,FlueDa00,pass_cmp,0,,,,,
player,201712240oti,oti,FlueDa00,pass_att,0,,,,,
player,201712240oti,oti,FlueDa00,pass_yds,0,,,,,
player,201712240oti,oti,FlueDa00,pass_td,0,,,,,
player,201712240oti,oti,FlueDa00,pass_int,0,,,,,
player,201712240oti,oti,FlueDa00,pass_sacked,0,,,,,
player,201712240oti,oti,FlueDa00,pass_sacked_yds,0,,,,,
player,201712240oti,oti,FlueDa00,pass_long,0,,,,,
player,201712240oti,oti,FlueDa00,pass_rating,,,,,,
player,201712240oti,oti,FlueDa00,rush_att,0,,,,,
player,201712240oti,oti,FlueDa00,rush_yds,0,,,,,
player,201712240oti,oti,FlueDa00,rush_td,0,,,,,
player,201712240oti,oti,FlueDa00,rush_long,0,,,,,
player,201712240oti,oti,FlueDa00,targets,1,,,,,
player,201712240oti,oti,FlueDa00,rec,0,,,,,
player,201712240oti,oti,FlueDa00,rec_yds,0,,,,,
player,201712240oti,oti,FlueDa00,rec_td,0,,,,,
player,201712240oti,oti,FlueDa00,rec_long,0,,,,,
player,201712240oti,oti,FlueDa00,fumbles,0,,,,,
player,201712240oti,oti,FlueDa00,fumbles_lost,0,,,,,
player,201712240oti,ram,LittCo01,def_int,1,,,,,
player,201712240oti,ram,LittCo01,def_int_yds,2,,,,,
player,201712240oti,ram,LittCo01,def_int_td,0,,,,,
player,201712240oti,ram,LittCo01,def_int_long,2,,,,,
player,201712240oti,ram,LittCo01,pass_defended,1,,,,,
player,201712240oti,ram,LittCo01,sacks,1.0,,,,,
player,201712240oti,ram,LittCo01,tackles_combined,7,,,,,
player,201712240oti,ram,LittCo01,tackles_solo,3,,,,,
player,201712240oti,ram,LittCo01,tackles_assists,4,,,,,
player,201712240oti,ram,LittCo01,tackles_loss,1,,,,,
player,201712240oti,ram,LittCo01,qb_hits,2,,,,,
player,201712240oti,ram,LittCo01,fumbles_rec,0,,,,,
player,201712240oti,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201712240oti,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201712240oti,ram,LittCo01,fumbles_forced,0,,,,,
player,201712240oti,ram,HillTr01,def_int,0,,,,,
player,201712240oti,ram,HillTr01,def_int_yds,0,,,,,
player,201712240oti,ram,HillTr01,def_int_td,0,,,,,
player,201712240oti,ram,HillTr01,def_int_long,0,,,,,
player,201712240oti,ram,HillTr01,pass_defended,1,,,,,
player,201712240oti,ram,HillTr01,sacks,0.0,,,,,
player,201712240oti,ram,HillTr01,tackles_combined,9,,,,,
player,201712240oti,ram,HillTr01,tackles_solo,9,,,,,
player,201712240oti,ram,HillTr01,tackles_assists,0,,,,,
player,201712240oti,ram,HillTr01,tackles_loss,0,,,,,
player,201712240oti,ram,HillTr01,qb_hits,0,,,,,
player,201712240oti,ram,HillTr01,fumbles_rec,0,,,,,
player,201712240oti,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201712240oti,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201712240oti,ram,HillTr01,fumbles_forced,0,,,,,
player,201712240oti,ram,JohnJo10,def_int,0,,,,,
