game,2017,9,20171105,201711050nyg,ram,"Los Angeles Rams",51,nyg,"New York Giants",17
player,201711050nyg,nyg,GranCu01,def_int,0,,,,,
player,201711050nyg,nyg,GranCu01,def_int_yds,0,,,,,
player,201711050nyg,nyg,GranCu01,def_int_td,0,,,,,
player,201711050nyg,nyg,GranCu01,def_int_long,0,,,,,
player,201711050nyg,nyg,GranCu01,pass_defended,0,,,,,
player,201711050nyg,nyg,GranCu01,sacks,0.0,,,,,
player,201711050nyg,nyg,GranCu01,tackles_combined,6,,,,,
player,201711050nyg,nyg,GranCu01,tackles_solo,4,,,,,
player,201711050nyg,nyg,GranCu01,tackles_assists,2,,,,,
player,201711050nyg,nyg,GranCu01,tackles_loss,0,,,,,
player,201711050nyg,nyg,GranCu01,qb_hits,0,,,,,
player,201711050nyg,nyg,GranCu01,fumbles_rec,0,,,,,
player,201711050nyg,nyg,GranCu01,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,GranCu01,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,GranCu01,fumbles_forced,0,,,,,
player,201711050nyg,nyg,MossAv00,def_int,0,,,,,
player,201711050nyg,nyg,MossAv00,def_int_yds,0,,,,,
player,201711050nyg,nyg,MossAv00,def_int_td,0,,,,,
player,201711050nyg,nyg,MossAv00,def_int_long,0,,,,,
player,201711050nyg,nyg,MossAv00,pass_defended,1,,,,,
player,201711050nyg,nyg,MossAv00,sacks,0.0,,,,,
player,201711050nyg,nyg,MossAv00,tackles_combined,6,,,,,
player,201711050nyg,nyg,MossAv00,tackles_solo,5,,,,,
player,201711050nyg,nyg,MossAv00,tackles_assists,1,,,,,
player,201711050nyg,nyg,MossAv00,tackles_loss,0,,,,,
player,201711050nyg,nyg,MossAv00,qb_hits,2,,,,,
player,201711050nyg,nyg,MossAv00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,MossAv00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,MossAv00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,MossAv00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,MunsCa00,def_int,0,,,,,
player,201711050nyg,nyg,MunsCa00,def_int_yds,0,,,,,
player,201711050nyg,nyg,MunsCa00,def_int_td,0,,,,,
player,201711050nyg,nyg,MunsCa00,def_int_long,0,,,,,
player,201711050nyg,nyg,MunsCa00,pass_defended,0,,,,,
player,201711050nyg,nyg,MunsCa00,sacks,0.0,,,,,
player,201711050nyg,nyg,MunsCa00,tackles_combined,6,,,,,
player,201711050nyg,nyg,MunsCa00,tackles_solo,3,,,,,
player,201711050nyg,nyg,MunsCa00,tackles_assists,3,,,,,
player,201711050nyg,nyg,MunsCa00,tackles_loss,0,,,,,
player,201711050nyg,nyg,MunsCa00,qb_hits,0,,,,,
player,201711050nyg,nyg,MunsCa00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,MunsCa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,MunsCa00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,MunsCa00,fumbles_forced,1,,,,,
player,201711050nyg,nyg,RodgDo99,def_int,0,,,,,
player,201711050nyg,nyg,RodgDo99,def_int_yds,0,,,,,
player,201711050nyg,nyg,RodgDo99,def_int_td,0,,,,,
player,201711050nyg,nyg,RodgDo99,def_int_long,0,,,,,
player,201711050nyg,nyg,RodgDo99,pass_defended,0,,,,,
player,201711050nyg,nyg,RodgDo99,sacks,0.0,,,,,
player,201711050nyg,nyg,RodgDo99,tackles_combined,5,,,,,
player,201711050nyg,nyg,RodgDo99,tackles_solo,3,,,,,
player,201711050nyg,nyg,RodgDo99,tackles_assists,2,,,,,
player,201711050nyg,nyg,RodgDo99,tackles_loss,1,,,,,
player,201711050nyg,nyg,RodgDo99,qb_hits,0,,,,,
player,201711050nyg,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201711050nyg,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201711050nyg,nyg,TomlDa00,def_int,0,,,,,
player,201711050nyg,nyg,TomlDa00,def_int_yds,0,,,,,
player,201711050nyg,nyg,TomlDa00,def_int_td,0,,,,,
player,201711050nyg,nyg,TomlDa00,def_int_long,0,,,,,
player,201711050nyg,nyg,TomlDa00,pass_defended,0,,,,,
player,201711050nyg,nyg,TomlDa00,sacks,0.0,,,,,
player,201711050nyg,nyg,TomlDa00,tackles_combined,4,,,,,
player,201711050nyg,nyg,TomlDa00,tackles_solo,3,,,,,
player,201711050nyg,nyg,TomlDa00,tackles_assists,1,,,,,
player,201711050nyg,nyg,TomlDa00,tackles_loss,0,,,,,
player,201711050nyg,nyg,TomlDa00,qb_hits,0,,,,,
player,201711050nyg,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,AdamAn00,def_int,0,,,,,
player,201711050nyg,nyg,AdamAn00,def_int_yds,0,,,,,
player,201711050nyg,nyg,AdamAn00,def_int_td,0,,,,,
player,201711050nyg,nyg,AdamAn00,def_int_long,0,,,,,
player,201711050nyg,nyg,AdamAn00,pass_defended,0,,,,,
player,201711050nyg,nyg,AdamAn00,sacks,0.0,,,,,
player,201711050nyg,nyg,AdamAn00,tackles_combined,3,,,,,
player,201711050nyg,nyg,AdamAn00,tackles_solo,3,,,,,
player,201711050nyg,nyg,AdamAn00,tackles_assists,0,,,,,
player,201711050nyg,nyg,AdamAn00,tackles_loss,0,,,,,
player,201711050nyg,nyg,AdamAn00,qb_hits,0,,,,,
player,201711050nyg,nyg,AdamAn00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,AdamAn00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,AdamAn00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,AdamAn00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,BromJa00,def_int,0,,,,,
player,201711050nyg,nyg,BromJa00,def_int_yds,0,,,,,
player,201711050nyg,nyg,BromJa00,def_int_td,0,,,,,
player,201711050nyg,nyg,BromJa00,def_int_long,0,,,,,
player,201711050nyg,nyg,BromJa00,pass_defended,0,,,,,
player,201711050nyg,nyg,BromJa00,sacks,0.0,,,,,
player,201711050nyg,nyg,BromJa00,tackles_combined,3,,,,,
player,201711050nyg,nyg,BromJa00,tackles_solo,3,,,,,
player,201711050nyg,nyg,BromJa00,tackles_assists,0,,,,,
player,201711050nyg,nyg,BromJa00,tackles_loss,1,,,,,
player,201711050nyg,nyg,BromJa00,qb_hits,0,,,,,
player,201711050nyg,nyg,BromJa00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,BromJa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,BromJa00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,BromJa00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,PierJa99,def_int,0,,,,,
player,201711050nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201711050nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201711050nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201711050nyg,nyg,PierJa99,pass_defended,0,,,,,
player,201711050nyg,nyg,PierJa99,sacks,0.0,,,,,
player,201711050nyg,nyg,PierJa99,tackles_combined,3,,,,,
player,201711050nyg,nyg,PierJa99,tackles_solo,3,,,,,
player,201711050nyg,nyg,PierJa99,tackles_assists,0,,,,,
player,201711050nyg,nyg,PierJa99,tackles_loss,0,,,,,
player,201711050nyg,nyg,PierJa99,qb_hits,0,,,,,
player,201711050nyg,nyg,PierJa99,fumbles_rec,0,,,,,
player,201711050nyg,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,PierJa99,fumbles_forced,0,,,,,
player,201711050nyg,nyg,ThomDa05,def_int,0,,,,,
player,201711050nyg,nyg,ThomDa05,def_int_yds,0,,,,,
player,201711050nyg,nyg,ThomDa05,def_int_td,0,,,,,
player,201711050nyg,nyg,ThomDa05,def_int_long,0,,,,,
player,201711050nyg,nyg,ThomDa05,pass_defended,0,,,,,
player,201711050nyg,nyg,ThomDa05,sacks,0.0,,,,,
player,201711050nyg,nyg,ThomDa05,tackles_combined,3,,,,,
player,201711050nyg,nyg,ThomDa05,tackles_solo,3,,,,,
player,201711050nyg,nyg,ThomDa05,tackles_assists,0,,,,,
player,201711050nyg,nyg,ThomDa05,tackles_loss,0,,,,,
player,201711050nyg,nyg,ThomDa05,qb_hits,0,,,,,
player,201711050nyg,nyg,ThomDa05,fumbles_rec,0,,,,,
player,201711050nyg,nyg,ThomDa05,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,ThomDa05,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,ThomDa05,fumbles_forced,0,,,,,
player,201711050nyg,nyg,KennDe00,def_int,0,,,,,
player,201711050nyg,nyg,KennDe00,def_int_yds,0,,,,,
player,201711050nyg,nyg,KennDe00,def_int_td,0,,,,,
player,201711050nyg,nyg,KennDe00,def_int_long,0,,,,,
player,201711050nyg,nyg,KennDe00,pass_defended,0,,,,,
player,201711050nyg,nyg,KennDe00,sacks,0.0,,,,,
player,201711050nyg,nyg,KennDe00,tackles_combined,2,,,,,
player,201711050nyg,nyg,KennDe00,tackles_solo,1,,,,,
player,201711050nyg,nyg,KennDe00,tackles_assists,1,,,,,
player,201711050nyg,nyg,KennDe00,tackles_loss,0,,,,,
player,201711050nyg,nyg,KennDe00,qb_hits,0,,,,,
player,201711050nyg,nyg,KennDe00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,KennDe00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,KennDe00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,RobiKe01,def_int,0,,,,,
player,201711050nyg,nyg,RobiKe01,def_int_yds,0,,,,,
player,201711050nyg,nyg,RobiKe01,def_int_td,0,,,,,
player,201711050nyg,nyg,RobiKe01,def_int_long,0,,,,,
player,201711050nyg,nyg,RobiKe01,pass_defended,0,,,,,
player,201711050nyg,nyg,RobiKe01,sacks,0.0,,,,,
player,201711050nyg,nyg,RobiKe01,tackles_combined,2,,,,,
player,201711050nyg,nyg,RobiKe01,tackles_solo,0,,,,,
player,201711050nyg,nyg,RobiKe01,tackles_assists,2,,,,,
player,201711050nyg,nyg,RobiKe01,tackles_loss,0,,,,,
player,201711050nyg,nyg,RobiKe01,qb_hits,0,,,,,
player,201711050nyg,nyg,RobiKe01,fumbles_rec,0,,,,,
player,201711050nyg,nyg,RobiKe01,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,RobiKe01,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,RobiKe01,fumbles_forced,0,,,,,
player,201711050nyg,nyg,WillJo05,def_int,0,,,,,
player,201711050nyg,nyg,WillJo05,def_int_yds,0,,,,,
player,201711050nyg,nyg,WillJo05,def_int_td,0,,,,,
player,201711050nyg,nyg,WillJo05,def_int_long,0,,,,,
player,201711050nyg,nyg,WillJo05,pass_defended,0,,,,,
player,201711050nyg,nyg,WillJo05,sacks,0.0,,,,,
player,201711050nyg,nyg,WillJo05,tackles_combined,2,,,,,
player,201711050nyg,nyg,WillJo05,tackles_solo,1,,,,,
player,201711050nyg,nyg,WillJo05,tackles_assists,1,,,,,
player,201711050nyg,nyg,WillJo05,tackles_loss,0,,,,,
player,201711050nyg,nyg,WillJo05,qb_hits,0,,,,,
player,201711050nyg,nyg,WillJo05,fumbles_rec,0,,,,,
player,201711050nyg,nyg,WillJo05,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,WillJo05,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,WillJo05,fumbles_forced,0,,,,,
player,201711050nyg,nyg,ApplEl00,def_int,0,,,,,
player,201711050nyg,nyg,ApplEl00,def_int_yds,0,,,,,
player,201711050nyg,nyg,ApplEl00,def_int_td,0,,,,,
player,201711050nyg,nyg,ApplEl00,def_int_long,0,,,,,
player,201711050nyg,nyg,ApplEl00,pass_defended,0,,,,,
player,201711050nyg,nyg,ApplEl00,sacks,0.0,,,,,
player,201711050nyg,nyg,ApplEl00,tackles_combined,1,,,,,
player,201711050nyg,nyg,ApplEl00,tackles_solo,1,,,,,
player,201711050nyg,nyg,ApplEl00,tackles_assists,0,,,,,
player,201711050nyg,nyg,ApplEl00,tackles_loss,0,,,,,
player,201711050nyg,nyg,ApplEl00,qb_hits,0,,,,,
player,201711050nyg,nyg,ApplEl00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,ApplEl00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,ApplEl00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,ApplEl00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,BerhNa00,def_int,0,,,,,
player,201711050nyg,nyg,BerhNa00,def_int_yds,0,,,,,
player,201711050nyg,nyg,BerhNa00,def_int_td,0,,,,,
player,201711050nyg,nyg,BerhNa00,def_int_long,0,,,,,
player,201711050nyg,nyg,BerhNa00,pass_defended,0,,,,,
player,201711050nyg,nyg,BerhNa00,sacks,0.0,,,,,
player,201711050nyg,nyg,BerhNa00,tackles_combined,1,,,,,
player,201711050nyg,nyg,BerhNa00,tackles_solo,1,,,,,
player,201711050nyg,nyg,BerhNa00,tackles_assists,0,,,,,
player,201711050nyg,nyg,BerhNa00,tackles_loss,0,,,,,
player,201711050nyg,nyg,BerhNa00,qb_hits,0,,,,,
player,201711050nyg,nyg,BerhNa00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,BerhNa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,BerhNa00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,BerhNa00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,HarrNi00,def_int,0,,,,,
player,201711050nyg,nyg,HarrNi00,def_int_yds,0,,,,,
player,201711050nyg,nyg,HarrNi00,def_int_td,0,,,,,
player,201711050nyg,nyg,HarrNi00,def_int_long,0,,,,,
player,201711050nyg,nyg,HarrNi00,pass_defended,0,,,,,
player,201711050nyg,nyg,HarrNi00,sacks,0.0,,,,,
player,201711050nyg,nyg,HarrNi00,tackles_combined,1,,,,,
player,201711050nyg,nyg,HarrNi00,tackles_solo,1,,,,,
player,201711050nyg,nyg,HarrNi00,tackles_assists,0,,,,,
player,201711050nyg,nyg,HarrNi00,tackles_loss,0,,,,,
player,201711050nyg,nyg,HarrNi00,qb_hits,0,,,,,
player,201711050nyg,nyg,HarrNi00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,HarrNi00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,HarrNi00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,HarrNi00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,TaylDe00,def_int,0,,,,,
player,201711050nyg,nyg,TaylDe00,def_int_yds,0,,,,,
player,201711050nyg,nyg,TaylDe00,def_int_td,0,,,,,
player,201711050nyg,nyg,TaylDe00,def_int_long,0,,,,,
player,201711050nyg,nyg,TaylDe00,pass_defended,0,,,,,
player,201711050nyg,nyg,TaylDe00,sacks,0.0,,,,,
player,201711050nyg,nyg,TaylDe00,tackles_combined,1,,,,,
player,201711050nyg,nyg,TaylDe00,tackles_solo,0,,,,,
player,201711050nyg,nyg,TaylDe00,tackles_assists,1,,,,,
player,201711050nyg,nyg,TaylDe00,tackles_loss,0,,,,,
player,201711050nyg,nyg,TaylDe00,qb_hits,0,,,,,
player,201711050nyg,nyg,TaylDe00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,TaylDe00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,TaylDe00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,TaylDe00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,WingBr00,def_int,0,,,,,
player,201711050nyg,nyg,WingBr00,def_int_yds,0,,,,,
player,201711050nyg,nyg,WingBr00,def_int_td,0,,,,,
player,201711050nyg,nyg,WingBr00,def_int_long,0,,,,,
player,201711050nyg,nyg,WingBr00,pass_defended,0,,,,,
player,201711050nyg,nyg,WingBr00,sacks,0.0,,,,,
player,201711050nyg,nyg,WingBr00,tackles_combined,1,,,,,
player,201711050nyg,nyg,WingBr00,tackles_solo,1,,,,,
player,201711050nyg,nyg,WingBr00,tackles_assists,0,,,,,
player,201711050nyg,nyg,WingBr00,tackles_loss,0,,,,,
player,201711050nyg,nyg,WingBr00,qb_hits,0,,,,,
player,201711050nyg,nyg,WingBr00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,WingBr00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,WingBr00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,WingBr00,fumbles_forced,0,,,,,
player,201711050nyg,ram,CoopPh00,kick_ret,0,,,,,
player,201711050nyg,ram,CoopPh00,kick_ret_yds,0,,,,,
player,201711050nyg,ram,CoopPh00,kick_ret_yds_per_ret,,,,,,
player,201711050nyg,ram,CoopPh00,kick_ret_td,0,,,,,
player,201711050nyg,ram,CoopPh00,kick_ret_long,0,,,,,
player,201711050nyg,ram,CoopPh00,punt_ret,3,,,,,
player,201711050nyg,ram,CoopPh00,punt_ret_yds,55,,,,,
player,201711050nyg,ram,CoopPh00,punt_ret_yds_per_ret,18.3,,,,,
player,201711050nyg,ram,CoopPh00,punt_ret_td,0,,,,,
player,201711050nyg,ram,CoopPh00,punt_ret_long,30,,,,,
player,201711050nyg,nyg,VereSh00,kick_ret,2,,,,,
player,201711050nyg,nyg,VereSh00,kick_ret_yds,51,,,,,
player,201711050nyg,nyg,VereSh00,kick_ret_yds_per_ret,25.5,,,,,
player,201711050nyg,nyg,VereSh00,kick_ret_td,0,,,,,
player,201711050nyg,nyg,VereSh00,kick_ret_long,30,,,,,
player,201711050nyg,nyg,VereSh00,punt_ret,0,,,,,
player,201711050nyg,nyg,VereSh00,punt_ret_yds,0,,,,,
player,201711050nyg,nyg,VereSh00,punt_ret_yds_per_ret,,,,,,
player,201711050nyg,nyg,VereSh00,punt_ret_td,0,,,,,
player,201711050nyg,nyg,VereSh00,punt_ret_long,0,,,,,
player,201711050nyg,ram,ZuerGr00,xpm,6,,,,,
player,201711050nyg,ram,ZuerGr00,xpa,6,,,,,
player,201711050nyg,ram,ZuerGr00,fgm,3,,,,,
player,201711050nyg,ram,ZuerGr00,fga,3,,,,,
player,201711050nyg,ram,ZuerGr00,punt,0,,,,,
player,201711050nyg,ram,ZuerGr00,punt_yds,0,,,,,
player,201711050nyg,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201711050nyg,ram,ZuerGr00,punt_long,0,,,,,
player,201711050nyg,ram,HekkJo00,xpm,,,,,,
player,201711050nyg,ram,HekkJo00,xpa,,,,,,
player,201711050nyg,ram,HekkJo00,fgm,,,,,,
player,201711050nyg,ram,HekkJo00,fga,,,,,,
player,201711050nyg,ram,HekkJo00,punt,2,,,,,
player,201711050nyg,ram,HekkJo00,punt_yds,75,,,,,
player,201711050nyg,ram,HekkJo00,punt_yds_per_punt,37.5,,,,,
player,201711050nyg,ram,HekkJo00,punt_long,38,,,,,
player,201711050nyg,nyg,RosaAl00,xpm,2,,,,,
player,201711050nyg,nyg,RosaAl00,xpa,2,,,,,
player,201711050nyg,nyg,RosaAl00,fgm,1,,,,,
player,201711050nyg,nyg,RosaAl00,fga,2,,,,,
player,201711050nyg,nyg,RosaAl00,punt,0,,,,,
player,201711050nyg,nyg,RosaAl00,punt_yds,0,,,,,
player,201711050nyg,nyg,RosaAl00,punt_yds_per_punt,,,,,,
player,201711050nyg,nyg,RosaAl00,punt_long,0,,,,,
player,201711050nyg,nyg,WingBr00,xpm,,,,,,
player,201711050nyg,nyg,WingBr00,xpa,,,,,,
player,201711050nyg,nyg,WingBr00,fgm,,,,,,
player,201711050nyg,nyg,WingBr00,fga,,,,,,
player,201711050nyg,nyg,WingBr00,punt,4,,,,,
player,201711050nyg,nyg,WingBr00,punt_yds,213,,,,,
player,201711050nyg,nyg,WingBr00,punt_yds_per_punt,53.3,,,,,
player,201711050nyg,nyg,WingBr00,punt_long,66,,,,,
player,201711050nyg,nyg,FlukDJ00,pos,G,,,,,
player,201711050nyg,nyg,FlukDJ00,offense,68,,,,,
player,201711050nyg,nyg,FlukDJ00,off_pct,100%,,,,,
player,201711050nyg,nyg,FlukDJ00,defense,0,,,,,
player,201711050nyg,nyg,FlukDJ00,def_pct,0%,,,,,
player,201711050nyg,nyg,FlukDJ00,special_teams,4,,,,,
player,201711050nyg,nyg,FlukDJ00,st_pct,12%,,,,,
player,201711050nyg,nyg,JerrJo20,pos,G,,,,,
player,201711050nyg,nyg,JerrJo20,offense,68,,,,,
player,201711050nyg,nyg,JerrJo20,off_pct,100%,,,,,
player,201711050nyg,nyg,JerrJo20,defense,0,,,,,
player,201711050nyg,nyg,JerrJo20,def_pct,0%,,,,,
player,201711050nyg,nyg,JerrJo20,special_teams,4,,,,,
player,201711050nyg,nyg,JerrJo20,st_pct,12%,,,,,
player,201711050nyg,nyg,FlowEr00,pos,T,,,,,
player,201711050nyg,nyg,FlowEr00,offense,68,,,,,
player,201711050nyg,nyg,FlowEr00,off_pct,100%,,,,,
player,201711050nyg,nyg,FlowEr00,defense,0,,,,,
player,201711050nyg,nyg,FlowEr00,def_pct,0%,,,,,
player,201711050nyg,nyg,FlowEr00,special_teams,4,,,,,
player,201711050nyg,nyg,FlowEr00,st_pct,12%,,,,,
player,201711050nyg,nyg,JoneBr04,pos,C,,,,,
player,201711050nyg,nyg,JoneBr04,offense,68,,,,,
player,201711050nyg,nyg,JoneBr04,off_pct,100%,,,,,
player,201711050nyg,nyg,JoneBr04,defense,0,,,,,
player,201711050nyg,nyg,JoneBr04,def_pct,0%,,,,,
player,201711050nyg,nyg,JoneBr04,special_teams,0,,,,,
player,201711050nyg,nyg,JoneBr04,st_pct,0%,,,,,
player,201711050nyg,nyg,HartBo00,pos,T,,,,,
player,201711050nyg,nyg,HartBo00,offense,68,,,,,
player,201711050nyg,nyg,HartBo00,off_pct,100%,,,,,
player,201711050nyg,nyg,HartBo00,defense,0,,,,,
player,201711050nyg,nyg,HartBo00,def_pct,0%,,,,,
player,201711050nyg,nyg,HartBo00,special_teams,0,,,,,
player,201711050nyg,nyg,HartBo00,st_pct,0%,,,,,
player,201711050nyg,nyg,MannEl00,pos,QB,,,,,
player,201711050nyg,nyg,MannEl00,offense,64,,,,,
player,201711050nyg,nyg,MannEl00,off_pct,94%,,,,,
player,201711050nyg,nyg,MannEl00,defense,0,,,,,
player,201711050nyg,nyg,MannEl00,def_pct,0%,,,,,
player,201711050nyg,nyg,MannEl00,special_teams,0,,,,,
player,201711050nyg,nyg,MannEl00,st_pct,0%,,,,,
player,201711050nyg,nyg,ShepSt00,pos,WR,,,,,
player,201711050nyg,nyg,ShepSt00,offense,63,,,,,
player,201711050nyg,nyg,ShepSt00,off_pct,93%,,,,,
player,201711050nyg,nyg,ShepSt00,defense,0,,,,,
player,201711050nyg,nyg,ShepSt00,def_pct,0%,,,,,
player,201711050nyg,nyg,ShepSt00,special_teams,0,,,,,
player,201711050nyg,nyg,ShepSt00,st_pct,0%,,,,,
player,201711050nyg,nyg,EngrEv00,pos,TE,,,,,
player,201711050nyg,nyg,EngrEv00,offense,58,,,,,
player,201711050nyg,nyg,EngrEv00,off_pct,85%,,,,,
player,201711050nyg,nyg,EngrEv00,defense,0,,,,,
player,201711050nyg,nyg,EngrEv00,def_pct,0%,,,,,
player,201711050nyg,nyg,EngrEv00,special_teams,4,,,,,
player,201711050nyg,nyg,EngrEv00,st_pct,12%,,,,,
player,201711050nyg,nyg,LewiRo03,pos,WR,,,,,
player,201711050nyg,nyg,LewiRo03,offense,47,,,,,
player,201711050nyg,nyg,LewiRo03,off_pct,69%,,,,,
player,201711050nyg,nyg,LewiRo03,defense,0,,,,,
player,201711050nyg,nyg,LewiRo03,def_pct,0%,,,,,
player,201711050nyg,nyg,LewiRo03,special_teams,0,,,,,
player,201711050nyg,nyg,LewiRo03,st_pct,0%,,,,,
player,201711050nyg,nyg,ElliRh00,pos,TE,,,,,
player,201711050nyg,nyg,ElliRh00,offense,40,,,,,
player,201711050nyg,nyg,ElliRh00,off_pct,59%,,,,,
player,201711050nyg,nyg,ElliRh00,defense,0,,,,,
player,201711050nyg,nyg,ElliRh00,def_pct,0%,,,,,
player,201711050nyg,nyg,ElliRh00,special_teams,19,,,,,
player,201711050nyg,nyg,ElliRh00,st_pct,56%,,,,,
player,201711050nyg,nyg,KingTa00,pos,WR,,,,,
player,201711050nyg,nyg,KingTa00,offense,35,,,,,
player,201711050nyg,nyg,KingTa00,off_pct,51%,,,,,
player,201711050nyg,nyg,KingTa00,defense,0,,,,,
player,201711050nyg,nyg,KingTa00,def_pct,0%,,,,,
player,201711050nyg,nyg,KingTa00,special_teams,0,,,,,
player,201711050nyg,nyg,KingTa00,st_pct,0%,,,,,
player,201711050nyg,nyg,DarkOr00,pos,RB,,,,,
player,201711050nyg,nyg,DarkOr00,offense,32,,,,,
player,201711050nyg,nyg,DarkOr00,off_pct,47%,,,,,
player,201711050nyg,nyg,DarkOr00,defense,0,,,,,
player,201711050nyg,nyg,DarkOr00,def_pct,0%,,,,,
player,201711050nyg,nyg,DarkOr00,special_teams,10,,,,,
player,201711050nyg,nyg,DarkOr00,st_pct,29%,,,,,
player,201711050nyg,nyg,VereSh00,pos,RB,,,,,
player,201711050nyg,nyg,VereSh00,offense,19,,,,,
player,201711050nyg,nyg,VereSh00,off_pct,28%,,,,,
player,201711050nyg,nyg,VereSh00,defense,0,,,,,
player,201711050nyg,nyg,VereSh00,def_pct,0%,,,,,
player,201711050nyg,nyg,VereSh00,special_teams,10,,,,,
player,201711050nyg,nyg,VereSh00,st_pct,29%,,,,,
player,201711050nyg,nyg,GallWa00,pos,RB,,,,,
player,201711050nyg,nyg,GallWa00,offense,17,,,,,
player,201711050nyg,nyg,GallWa00,off_pct,25%,,,,,
player,201711050nyg,nyg,GallWa00,defense,0,,,,,
player,201711050nyg,nyg,GallWa00,def_pct,0%,,,,,
player,201711050nyg,nyg,GallWa00,special_teams,19,,,,,
player,201711050nyg,nyg,GallWa00,st_pct,56%,,,,,
player,201711050nyg,nyg,LaCoMa00,pos,TE,,,,,
player,201711050nyg,nyg,LaCoMa00,offense,12,,,,,
player,201711050nyg,nyg,LaCoMa00,off_pct,18%,,,,,
player,201711050nyg,nyg,LaCoMa00,defense,0,,,,,
player,201711050nyg,nyg,LaCoMa00,def_pct,0%,,,,,
player,201711050nyg,nyg,LaCoMa00,special_teams,1,,,,,
player,201711050nyg,nyg,LaCoMa00,st_pct,3%,,,,,
player,201711050nyg,nyg,AdamJe01,pos,TE,,,,,
player,201711050nyg,nyg,AdamJe01,offense,8,,,,,
player,201711050nyg,nyg,AdamJe01,off_pct,12%,,,,,
player,201711050nyg,nyg,AdamJe01,defense,0,,,,,
player,201711050nyg,nyg,AdamJe01,def_pct,0%,,,,,
player,201711050nyg,nyg,AdamJe01,special_teams,14,,,,,
player,201711050nyg,nyg,AdamJe01,st_pct,41%,,,,,
player,201711050nyg,nyg,EagaEd00,pos,WR,,,,,
player,201711050nyg,nyg,EagaEd00,offense,5,,,,,
player,201711050nyg,nyg,EagaEd00,off_pct,7%,,,,,
player,201711050nyg,nyg,EagaEd00,defense,0,,,,,
