game,2017,16,20171224,201712240car,tam,"Tampa Bay Buccaneers",19,car,"Carolina Panthers",22
team,201712240car,tam,First Downs,20,,,,,,
team,201712240car,car,First Downs,20,,,,,,
team,201712240car,tam,Rush-Yds-TDs,24-66-0,,,,,,
team,201712240car,car,Rush-Yds-TDs,31-115-1,,,,,,
team,201712240car,tam,Cmp-Att-Yd-TD-INT,21-27-367-1-0,,,,,,
team,201712240car,car,Cmp-Att-Yd-TD-INT,16-26-160-0-1,,,,,,
team,201712240car,tam,Sacked-Yards,6-41,,,,,,
team,201712240car,car,Sacked-Yards,2-20,,,,,,
team,201712240car,tam,Net Pass Yards,326,,,,,,
team,201712240car,car,Net Pass Yards,140,,,,,,
team,201712240car,tam,Total Yards,392,,,,,,
team,201712240car,car,Total Yards,255,,,,,,
team,201712240car,tam,Fumbles-Lost,3-3,,,,,,
team,201712240car,car,Fumbles-Lost,1-0,,,,,,
team,201712240car,tam,Turnovers,3,,,,,,
team,201712240car,car,Turnovers,1,,,,,,
team,201712240car,tam,Penalties-Yards,12-72,,,,,,
team,201712240car,car,Penalties-Yards,6-50,,,,,,
team,201712240car,tam,Third Down Conv.,6-11,,,,,,
team,201712240car,car,Third Down Conv.,4-13,,,,,,
team,201712240car,tam,Fourth Down Conv.,0-0,,,,,,
team,201712240car,car,Fourth Down Conv.,1-1,,,,,,
team,201712240car,tam,Time of Possession,29:30,,,,,,
team,201712240car,car,Time of Possession,30:30,,,,,,
player,201712240car,tam,WinsJa00,pass_cmp,21,,,,,
player,201712240car,tam,WinsJa00,pass_att,27,,,,,
player,201712240car,tam,WinsJa00,pass_yds,367,,,,,
player,201712240car,tam,WinsJa00,pass_td,1,,,,,
player,201712240car,tam,WinsJa00,pass_int,0,,,,,
player,201712240car,tam,WinsJa00,pass_sacked,6,,,,,
player,201712240car,tam,WinsJa00,pass_sacked_yds,41,,,,,
player,201712240car,tam,WinsJa00,pass_long,70,,,,,
player,201712240car,tam,WinsJa00,pass_rating,131.1,,,,,
player,201712240car,tam,WinsJa00,rush_att,3,,,,,
player,201712240car,tam,WinsJa00,rush_yds,6,,,,,
player,201712240car,tam,WinsJa00,rush_td,0,,,,,
player,201712240car,tam,WinsJa00,rush_long,3,,,,,
player,201712240car,tam,WinsJa00,targets,0,,,,,
player,201712240car,tam,WinsJa00,rec,0,,,,,
player,201712240car,tam,WinsJa00,rec_yds,0,,,,,
player,201712240car,tam,WinsJa00,rec_td,0,,,,,
player,201712240car,tam,WinsJa00,rec_long,0,,,,,
player,201712240car,tam,WinsJa00,fumbles,3,,,,,
player,201712240car,tam,WinsJa00,fumbles_lost,3,,,,,
