game,2017,8,20171029,201710290tam,car,"Carolina Panthers",17,tam,"Tampa Bay Buccaneers",3
team,201710290tam,car,First Downs,14,,,,,,
team,201710290tam,tam,First Downs,16,,,,,,
team,201710290tam,car,Rush-Yds-TDs,31-100-1,,,,,,
team,201710290tam,tam,Rush-Yds-TDs,22-85-0,,,,,,
team,201710290tam,car,Cmp-Att-Yd-TD-INT,18-32-154-1-1,,,,,,
team,201710290tam,tam,Cmp-Att-Yd-TD-INT,21-38-210-0-2,,,,,,
team,201710290tam,car,Sacked-Yards,0-0,,,,,,
team,201710290tam,tam,Sacked-Yards,3-16,,,,,,
team,201710290tam,car,Net Pass Yards,154,,,,,,
team,201710290tam,tam,Net Pass Yards,194,,,,,,
team,201710290tam,car,Total Yards,254,,,,,,
team,201710290tam,tam,Total Yards,279,,,,,,
team,201710290tam,car,Fumbles-Lost,1-0,,,,,,
team,201710290tam,tam,Fumbles-Lost,1-1,,,,,,
team,201710290tam,car,Turnovers,1,,,,,,
team,201710290tam,tam,Turnovers,3,,,,,,
team,201710290tam,car,Penalties-Yards,5-51,,,,,,
team,201710290tam,tam,Penalties-Yards,6-55,,,,,,
team,201710290tam,car,Third Down Conv.,8-17,,,,,,
team,201710290tam,tam,Third Down Conv.,2-12,,,,,,
team,201710290tam,car,Fourth Down Conv.,0-0,,,,,,
team,201710290tam,tam,Fourth Down Conv.,0-1,,,,,,
team,201710290tam,car,Time of Possession,32:11,,,,,,
team,201710290tam,tam,Time of Possession,27:49,,,,,,
player,201710290tam,car,NewtCa00,pass_cmp,18,,,,,
player,201710290tam,car,NewtCa00,pass_att,32,,,,,
player,201710290tam,car,NewtCa00,pass_yds,154,,,,,
player,201710290tam,car,NewtCa00,pass_td,1,,,,,
player,201710290tam,car,NewtCa00,pass_int,1,,,,,
player,201710290tam,car,NewtCa00,pass_sacked,0,,,,,
player,201710290tam,car,NewtCa00,pass_sacked_yds,0,,,,,
player,201710290tam,car,NewtCa00,pass_long,25,,,,,
player,201710290tam,car,NewtCa00,pass_rating,66.4,,,,,
player,201710290tam,car,NewtCa00,rush_att,11,,,,,
player,201710290tam,car,NewtCa00,rush_yds,44,,,,,
player,201710290tam,car,NewtCa00,rush_td,0,,,,,
player,201710290tam,car,NewtCa00,rush_long,20,,,,,
player,201710290tam,car,NewtCa00,targets,0,,,,,
player,201710290tam,car,NewtCa00,rec,0,,,,,
player,201710290tam,car,NewtCa00,rec_yds,0,,,,,
player,201710290tam,car,NewtCa00,rec_td,0,,,,,
player,201710290tam,car,NewtCa00,rec_long,0,,,,,
player,201710290tam,car,NewtCa00,fumbles,0,,,,,
player,201710290tam,car,NewtCa00,fumbles_lost,0,,,,,
player,201710290tam,car,StewJo00,pass_cmp,0,,,,,
player,201710290tam,car,StewJo00,pass_att,0,,,,,
player,201710290tam,car,StewJo00,pass_yds,0,,,,,
player,201710290tam,car,StewJo00,pass_td,0,,,,,
player,201710290tam,car,StewJo00,pass_int,0,,,,,
player,201710290tam,car,StewJo00,pass_sacked,0,,,,,
player,201710290tam,car,StewJo00,pass_sacked_yds,0,,,,,
player,201710290tam,car,StewJo00,pass_long,0,,,,,
player,201710290tam,car,StewJo00,pass_rating,,,,,,
player,201710290tam,car,StewJo00,rush_att,11,,,,,
