game,2017,17,20171231,201712310min,chi,"Chicago Bears",10,min,"Minnesota Vikings",23
team,201712310min,chi,First Downs,12,,,,,,
team,201712310min,min,First Downs,21,,,,,,
team,201712310min,chi,Rush-Yds-TDs,15-30-0,,,,,,
team,201712310min,min,Rush-Yds-TDs,36-147-2,,,,,,
team,201712310min,chi,Cmp-Att-Yd-TD-INT,20-37-178-0-0,,,,,,
team,201712310min,min,Cmp-Att-Yd-TD-INT,21-29-189-1-0,,,,,,
team,201712310min,chi,Sacked-Yards,1-7,,,,,,
team,201712310min,min,Sacked-Yards,2-9,,,,,,
team,201712310min,chi,Net Pass Yards,171,,,,,,
team,201712310min,min,Net Pass Yards,180,,,,,,
team,201712310min,chi,Total Yards,201,,,,,,
team,201712310min,min,Total Yards,327,,,,,,
team,201712310min,chi,Fumbles-Lost,0-0,,,,,,
team,201712310min,min,Fumbles-Lost,0-0,,,,,,
team,201712310min,chi,Turnovers,0,,,,,,
team,201712310min,min,Turnovers,0,,,,,,
team,201712310min,chi,Penalties-Yards,10-116,,,,,,
team,201712310min,min,Penalties-Yards,12-103,,,,,,
team,201712310min,chi,Third Down Conv.,1-12,,,,,,
team,201712310min,min,Third Down Conv.,5-13,,,,,,
team,201712310min,chi,Fourth Down Conv.,0-2,,,,,,
team,201712310min,min,Fourth Down Conv.,0-0,,,,,,
team,201712310min,chi,Time of Possession,24:05,,,,,,
team,201712310min,min,Time of Possession,35:55,,,,,,
player,201712310min,chi,TrubMi00,pass_cmp,20,,,,,
player,201712310min,chi,TrubMi00,pass_att,36,,,,,
player,201712310min,chi,TrubMi00,pass_yds,178,,,,,
player,201712310min,chi,TrubMi00,pass_td,0,,,,,
player,201712310min,chi,TrubMi00,pass_int,0,,,,,
player,201712310min,chi,TrubMi00,pass_sacked,1,,,,,
player,201712310min,chi,TrubMi00,pass_sacked_yds,7,,,,,
player,201712310min,chi,TrubMi00,pass_long,30,,,,,
player,201712310min,chi,TrubMi00,pass_rating,69.0,,,,,
player,201712310min,chi,TrubMi00,rush_att,1,,,,,
player,201712310min,chi,TrubMi00,rush_yds,2,,,,,
player,201712310min,chi,TrubMi00,rush_td,0,,,,,
player,201712310min,chi,TrubMi00,rush_long,2,,,,,
player,201712310min,chi,TrubMi00,targets,0,,,,,
player,201712310min,chi,TrubMi00,rec,0,,,,,
player,201712310min,chi,TrubMi00,rec_yds,0,,,,,
player,201712310min,chi,TrubMi00,rec_td,0,,,,,
player,201712310min,chi,TrubMi00,rec_long,0,,,,,
player,201712310min,chi,TrubMi00,fumbles,0,,,,,
player,201712310min,chi,TrubMi00,fumbles_lost,0,,,,,
player,201712310min,chi,CoheTa00,pass_cmp,0,,,,,
player,201712310min,chi,CoheTa00,pass_att,1,,,,,
player,201712310min,chi,CoheTa00,pass_yds,0,,,,,
player,201712310min,chi,CoheTa00,pass_td,0,,,,,
player,201712310min,chi,CoheTa00,pass_int,0,,,,,
player,201712310min,chi,CoheTa00,pass_sacked,0,,,,,
player,201712310min,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201712310min,chi,CoheTa00,pass_long,0,,,,,
player,201712310min,chi,CoheTa00,pass_rating,39.6,,,,,
player,201712310min,chi,CoheTa00,rush_att,3,,,,,
player,201712310min,chi,CoheTa00,rush_yds,13,,,,,
player,201712310min,chi,CoheTa00,rush_td,0,,,,,
player,201712310min,chi,CoheTa00,rush_long,10,,,,,
player,201712310min,chi,CoheTa00,targets,8,,,,,
player,201712310min,chi,CoheTa00,rec,6,,,,,
player,201712310min,chi,CoheTa00,rec_yds,14,,,,,
player,201712310min,chi,CoheTa00,rec_td,0,,,,,
player,201712310min,chi,CoheTa00,rec_long,7,,,,,
player,201712310min,chi,CoheTa00,fumbles,0,,,,,
player,201712310min,chi,CoheTa00,fumbles_lost,0,,,,,
