game,2017,8,20171029,201710290phi,sfo,"San Francisco 49ers",10,phi,"Philadelphia Eagles",33
player,201710290phi,sfo,RobiAl00,rush_long,0,,,,,
player,201710290phi,sfo,RobiAl00,targets,2,,,,,
player,201710290phi,sfo,RobiAl00,rec,0,,,,,
player,201710290phi,sfo,RobiAl00,rec_yds,0,,,,,
player,201710290phi,sfo,RobiAl00,rec_td,0,,,,,
player,201710290phi,sfo,RobiAl00,rec_long,0,,,,,
player,201710290phi,sfo,RobiAl00,fumbles,0,,,,,
player,201710290phi,sfo,RobiAl00,fumbles_lost,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_cmp,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_att,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_yds,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_td,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_int,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_sacked,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_long,0,,,,,
player,201710290phi,sfo,GoodMa00,pass_rating,,,,,,
player,201710290phi,sfo,GoodMa00,rush_att,0,,,,,
player,201710290phi,sfo,GoodMa00,rush_yds,0,,,,,
player,201710290phi,sfo,GoodMa00,rush_td,0,,,,,
player,201710290phi,sfo,GoodMa00,rush_long,0,,,,,
player,201710290phi,sfo,GoodMa00,targets,3,,,,,
player,201710290phi,sfo,GoodMa00,rec,0,,,,,
player,201710290phi,sfo,GoodMa00,rec_yds,0,,,,,
player,201710290phi,sfo,GoodMa00,rec_td,0,,,,,
player,201710290phi,sfo,GoodMa00,rec_long,0,,,,,
player,201710290phi,sfo,GoodMa00,fumbles,0,,,,,
player,201710290phi,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201710290phi,phi,WentCa00,pass_cmp,18,,,,,
player,201710290phi,phi,WentCa00,pass_att,32,,,,,
player,201710290phi,phi,WentCa00,pass_yds,211,,,,,
player,201710290phi,phi,WentCa00,pass_td,2,,,,,
player,201710290phi,phi,WentCa00,pass_int,1,,,,,
player,201710290phi,phi,WentCa00,pass_sacked,3,,,,,
player,201710290phi,phi,WentCa00,pass_sacked_yds,19,,,,,
player,201710290phi,phi,WentCa00,pass_long,53,,,,,
player,201710290phi,phi,WentCa00,pass_rating,84.2,,,,,
player,201710290phi,phi,WentCa00,rush_att,2,,,,,
player,201710290phi,phi,WentCa00,rush_yds,7,,,,,
player,201710290phi,phi,WentCa00,rush_td,0,,,,,
player,201710290phi,phi,WentCa00,rush_long,6,,,,,
player,201710290phi,phi,WentCa00,targets,0,,,,,
player,201710290phi,phi,WentCa00,rec,0,,,,,
player,201710290phi,phi,WentCa00,rec_yds,0,,,,,
player,201710290phi,phi,WentCa00,rec_td,0,,,,,
player,201710290phi,phi,WentCa00,rec_long,0,,,,,
player,201710290phi,phi,WentCa00,fumbles,0,,,,,
player,201710290phi,phi,WentCa00,fumbles_lost,0,,,,,
player,201710290phi,phi,ClemCo00,pass_cmp,0,,,,,
player,201710290phi,phi,ClemCo00,pass_att,0,,,,,
player,201710290phi,phi,ClemCo00,pass_yds,0,,,,,
player,201710290phi,phi,ClemCo00,pass_td,0,,,,,
player,201710290phi,phi,ClemCo00,pass_int,0,,,,,
player,201710290phi,phi,ClemCo00,pass_sacked,0,,,,,
player,201710290phi,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201710290phi,phi,ClemCo00,pass_long,0,,,,,
player,201710290phi,phi,ClemCo00,pass_rating,,,,,,
player,201710290phi,phi,ClemCo00,rush_att,10,,,,,
player,201710290phi,phi,ClemCo00,rush_yds,54,,,,,
player,201710290phi,phi,ClemCo00,rush_td,0,,,,,
player,201710290phi,phi,ClemCo00,rush_long,22,,,,,
player,201710290phi,phi,ClemCo00,targets,1,,,,,
player,201710290phi,phi,ClemCo00,rec,0,,,,,
player,201710290phi,phi,ClemCo00,rec_yds,0,,,,,
player,201710290phi,phi,ClemCo00,rec_td,0,,,,,
player,201710290phi,phi,ClemCo00,rec_long,0,,,,,
player,201710290phi,phi,ClemCo00,fumbles,0,,,,,
player,201710290phi,phi,ClemCo00,fumbles_lost,0,,,,,
player,201710290phi,phi,BlouLe00,pass_cmp,0,,,,,
player,201710290phi,phi,BlouLe00,pass_att,0,,,,,
player,201710290phi,phi,BlouLe00,pass_yds,0,,,,,
player,201710290phi,phi,BlouLe00,pass_td,0,,,,,
player,201710290phi,phi,BlouLe00,pass_int,0,,,,,
player,201710290phi,phi,BlouLe00,pass_sacked,0,,,,,
player,201710290phi,phi,BlouLe00,pass_sacked_yds,0,,,,,
player,201710290phi,phi,BlouLe00,pass_long,0,,,,,
player,201710290phi,phi,BlouLe00,pass_rating,,,,,,
player,201710290phi,phi,BlouLe00,rush_att,16,,,,,
player,201710290phi,phi,BlouLe00,rush_yds,48,,,,,
player,201710290phi,phi,BlouLe00,rush_td,1,,,,,
player,201710290phi,phi,BlouLe00,rush_long,12,,,,,
player,201710290phi,phi,BlouLe00,targets,1,,,,,
player,201710290phi,phi,BlouLe00,rec,1,,,,,
player,201710290phi,phi,BlouLe00,rec_yds,4,,,,,
player,201710290phi,phi,BlouLe00,rec_td,0,,,,,
player,201710290phi,phi,BlouLe00,rec_long,4,,,,,
player,201710290phi,phi,BlouLe00,fumbles,0,,,,,
player,201710290phi,phi,BlouLe00,fumbles_lost,0,,,,,
player,201710290phi,phi,SmalWe00,pass_cmp,0,,,,,
player,201710290phi,phi,SmalWe00,pass_att,0,,,,,
player,201710290phi,phi,SmalWe00,pass_yds,0,,,,,
player,201710290phi,phi,SmalWe00,pass_td,0,,,,,
player,201710290phi,phi,SmalWe00,pass_int,0,,,,,
player,201710290phi,phi,SmalWe00,pass_sacked,0,,,,,
player,201710290phi,phi,SmalWe00,pass_sacked_yds,0,,,,,
player,201710290phi,phi,SmalWe00,pass_long,0,,,,,
player,201710290phi,phi,SmalWe00,pass_rating,,,,,,
player,201710290phi,phi,SmalWe00,rush_att,1,,,,,
player,201710290phi,phi,SmalWe00,rush_yds,5,,,,,
player,201710290phi,phi,SmalWe00,rush_td,0,,,,,
player,201710290phi,phi,SmalWe00,rush_long,5,,,,,
player,201710290phi,phi,SmalWe00,targets,2,,,,,
player,201710290phi,phi,SmalWe00,rec,1,,,,,
player,201710290phi,phi,SmalWe00,rec_yds,9,,,,,
player,201710290phi,phi,SmalWe00,rec_td,0,,,,,
player,201710290phi,phi,SmalWe00,rec_long,9,,,,,
player,201710290phi,phi,SmalWe00,fumbles,0,,,,,
player,201710290phi,phi,SmalWe00,fumbles_lost,0,,,,,
player,201710290phi,phi,JeffAl00,pass_cmp,0,,,,,
player,201710290phi,phi,JeffAl00,pass_att,0,,,,,
player,201710290phi,phi,JeffAl00,pass_yds,0,,,,,
player,201710290phi,phi,JeffAl00,pass_td,0,,,,,
player,201710290phi,phi,JeffAl00,pass_int,0,,,,,
player,201710290phi,phi,JeffAl00,pass_sacked,0,,,,,
player,201710290phi,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201710290phi,phi,JeffAl00,pass_long,0,,,,,
player,201710290phi,phi,JeffAl00,pass_rating,,,,,,
player,201710290phi,phi,JeffAl00,rush_att,0,,,,,
player,201710290phi,phi,JeffAl00,rush_yds,0,,,,,
player,201710290phi,phi,JeffAl00,rush_td,0,,,,,
player,201710290phi,phi,JeffAl00,rush_long,0,,,,,
player,201710290phi,phi,JeffAl00,targets,8,,,,,
player,201710290phi,phi,JeffAl00,rec,2,,,,,
player,201710290phi,phi,JeffAl00,rec_yds,62,,,,,
player,201710290phi,phi,JeffAl00,rec_td,1,,,,,
player,201710290phi,phi,JeffAl00,rec_long,53,,,,,
player,201710290phi,phi,JeffAl00,fumbles,0,,,,,
player,201710290phi,phi,JeffAl00,fumbles_lost,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_att,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_td,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_int,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_long,0,,,,,
player,201710290phi,phi,ErtzZa00,pass_rating,,,,,,
player,201710290phi,phi,ErtzZa00,rush_att,0,,,,,
player,201710290phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201710290phi,phi,ErtzZa00,rush_td,0,,,,,
player,201710290phi,phi,ErtzZa00,rush_long,0,,,,,
player,201710290phi,phi,ErtzZa00,targets,6,,,,,
player,201710290phi,phi,ErtzZa00,rec,4,,,,,
player,201710290phi,phi,ErtzZa00,rec_yds,34,,,,,
player,201710290phi,phi,ErtzZa00,rec_td,1,,,,,
player,201710290phi,phi,ErtzZa00,rec_long,14,,,,,
player,201710290phi,phi,ErtzZa00,fumbles,0,,,,,
player,201710290phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201710290phi,phi,HollMa00,pass_cmp,0,,,,,
player,201710290phi,phi,HollMa00,pass_att,0,,,,,
player,201710290phi,phi,HollMa00,pass_yds,0,,,,,
player,201710290phi,phi,HollMa00,pass_td,0,,,,,
player,201710290phi,phi,HollMa00,pass_int,0,,,,,
player,201710290phi,phi,HollMa00,pass_sacked,0,,,,,
player,201710290phi,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201710290phi,phi,HollMa00,pass_long,0,,,,,
player,201710290phi,phi,HollMa00,pass_rating,,,,,,
player,201710290phi,phi,HollMa00,rush_att,0,,,,,
player,201710290phi,phi,HollMa00,rush_yds,0,,,,,
player,201710290phi,phi,HollMa00,rush_td,0,,,,,
player,201710290phi,phi,HollMa00,rush_long,0,,,,,
player,201710290phi,phi,HollMa00,targets,3,,,,,
player,201710290phi,phi,HollMa00,rec,2,,,,,
player,201710290phi,phi,HollMa00,rec_yds,30,,,,,
player,201710290phi,phi,HollMa00,rec_td,0,,,,,
player,201710290phi,phi,HollMa00,rec_long,24,,,,,
player,201710290phi,phi,HollMa00,fumbles,0,,,,,
player,201710290phi,phi,HollMa00,fumbles_lost,0,,,,,
player,201710290phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201710290phi,phi,AghoNe00,pass_att,0,,,,,
player,201710290phi,phi,AghoNe00,pass_yds,0,,,,,
player,201710290phi,phi,AghoNe00,pass_td,0,,,,,
player,201710290phi,phi,AghoNe00,pass_int,0,,,,,
player,201710290phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201710290phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201710290phi,phi,AghoNe00,pass_long,0,,,,,
player,201710290phi,phi,AghoNe00,pass_rating,,,,,,
player,201710290phi,phi,AghoNe00,rush_att,0,,,,,
player,201710290phi,phi,AghoNe00,rush_yds,0,,,,,
player,201710290phi,phi,AghoNe00,rush_td,0,,,,,
player,201710290phi,phi,AghoNe00,rush_long,0,,,,,
player,201710290phi,phi,AghoNe00,targets,3,,,,,
player,201710290phi,phi,AghoNe00,rec,3,,,,,
player,201710290phi,phi,AghoNe00,rec_yds,26,,,,,
player,201710290phi,phi,AghoNe00,rec_td,0,,,,,
player,201710290phi,phi,AghoNe00,rec_long,17,,,,,
player,201710290phi,phi,AghoNe00,fumbles,0,,,,,
player,201710290phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201710290phi,phi,BurtTr01,pass_cmp,0,,,,,
player,201710290phi,phi,BurtTr01,pass_att,0,,,,,
player,201710290phi,phi,BurtTr01,pass_yds,0,,,,,
player,201710290phi,phi,BurtTr01,pass_td,0,,,,,
player,201710290phi,phi,BurtTr01,pass_int,0,,,,,
player,201710290phi,phi,BurtTr01,pass_sacked,0,,,,,
player,201710290phi,phi,BurtTr01,pass_sacked_yds,0,,,,,
player,201710290phi,phi,BurtTr01,pass_long,0,,,,,
player,201710290phi,phi,BurtTr01,pass_rating,,,,,,
player,201710290phi,phi,BurtTr01,rush_att,0,,,,,
player,201710290phi,phi,BurtTr01,rush_yds,0,,,,,
player,201710290phi,phi,BurtTr01,rush_td,0,,,,,
player,201710290phi,phi,BurtTr01,rush_long,0,,,,,
player,201710290phi,phi,BurtTr01,targets,2,,,,,
player,201710290phi,phi,BurtTr01,rec,2,,,,,
player,201710290phi,phi,BurtTr01,rec_yds,21,,,,,
player,201710290phi,phi,BurtTr01,rec_td,0,,,,,
player,201710290phi,phi,BurtTr01,rec_long,15,,,,,
player,201710290phi,phi,BurtTr01,fumbles,0,,,,,
player,201710290phi,phi,BurtTr01,fumbles_lost,0,,,,,
player,201710290phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201710290phi,phi,CeleBr00,pass_att,0,,,,,
player,201710290phi,phi,CeleBr00,pass_yds,0,,,,,
player,201710290phi,phi,CeleBr00,pass_td,0,,,,,
