game,2017,6,20171012,201710120car,phi,"Philadelphia Eagles",28,car,"Carolina Panthers",23
player,201710120car,phi,BlouLe00,pass_sacked_yds,0,,,,,
player,201710120car,phi,BlouLe00,pass_long,0,,,,,
player,201710120car,phi,BlouLe00,pass_rating,,,,,,
player,201710120car,phi,BlouLe00,rush_att,14,,,,,
player,201710120car,phi,BlouLe00,rush_yds,67,,,,,
player,201710120car,phi,BlouLe00,rush_td,0,,,,,
player,201710120car,phi,BlouLe00,rush_long,18,,,,,
player,201710120car,phi,BlouLe00,targets,0,,,,,
player,201710120car,phi,BlouLe00,rec,0,,,,,
player,201710120car,phi,BlouLe00,rec_yds,0,,,,,
player,201710120car,phi,BlouLe00,rec_td,0,,,,,
player,201710120car,phi,BlouLe00,rec_long,0,,,,,
player,201710120car,phi,BlouLe00,fumbles,0,,,,,
player,201710120car,phi,BlouLe00,fumbles_lost,0,,,,,
player,201710120car,phi,BarnKe00,pass_cmp,0,,,,,
player,201710120car,phi,BarnKe00,pass_att,0,,,,,
player,201710120car,phi,BarnKe00,pass_yds,0,,,,,
player,201710120car,phi,BarnKe00,pass_td,0,,,,,
player,201710120car,phi,BarnKe00,pass_int,0,,,,,
player,201710120car,phi,BarnKe00,pass_sacked,0,,,,,
player,201710120car,phi,BarnKe00,pass_sacked_yds,0,,,,,
player,201710120car,phi,BarnKe00,pass_long,0,,,,,
player,201710120car,phi,BarnKe00,pass_rating,,,,,,
player,201710120car,phi,BarnKe00,rush_att,5,,,,,
player,201710120car,phi,BarnKe00,rush_yds,7,,,,,
player,201710120car,phi,BarnKe00,rush_td,0,,,,,
player,201710120car,phi,BarnKe00,rush_long,6,,,,,
player,201710120car,phi,BarnKe00,targets,2,,,,,
player,201710120car,phi,BarnKe00,rec,1,,,,,
player,201710120car,phi,BarnKe00,rec_yds,9,,,,,
player,201710120car,phi,BarnKe00,rec_td,0,,,,,
player,201710120car,phi,BarnKe00,rec_long,9,,,,,
player,201710120car,phi,BarnKe00,fumbles,1,,,,,
player,201710120car,phi,BarnKe00,fumbles_lost,0,,,,,
player,201710120car,phi,ClemCo00,pass_cmp,0,,,,,
player,201710120car,phi,ClemCo00,pass_att,0,,,,,
player,201710120car,phi,ClemCo00,pass_yds,0,,,,,
player,201710120car,phi,ClemCo00,pass_td,0,,,,,
player,201710120car,phi,ClemCo00,pass_int,0,,,,,
player,201710120car,phi,ClemCo00,pass_sacked,0,,,,,
player,201710120car,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201710120car,phi,ClemCo00,pass_long,0,,,,,
player,201710120car,phi,ClemCo00,pass_rating,,,,,,
player,201710120car,phi,ClemCo00,rush_att,2,,,,,
player,201710120car,phi,ClemCo00,rush_yds,2,,,,,
player,201710120car,phi,ClemCo00,rush_td,0,,,,,
player,201710120car,phi,ClemCo00,rush_long,3,,,,,
player,201710120car,phi,ClemCo00,targets,0,,,,,
player,201710120car,phi,ClemCo00,rec,0,,,,,
player,201710120car,phi,ClemCo00,rec_yds,0,,,,,
player,201710120car,phi,ClemCo00,rec_td,0,,,,,
player,201710120car,phi,ClemCo00,rec_long,0,,,,,
player,201710120car,phi,ClemCo00,fumbles,0,,,,,
player,201710120car,phi,ClemCo00,fumbles_lost,0,,,,,
player,201710120car,phi,JeffAl00,pass_cmp,0,,,,,
player,201710120car,phi,JeffAl00,pass_att,0,,,,,
player,201710120car,phi,JeffAl00,pass_yds,0,,,,,
player,201710120car,phi,JeffAl00,pass_td,0,,,,,
player,201710120car,phi,JeffAl00,pass_int,0,,,,,
player,201710120car,phi,JeffAl00,pass_sacked,0,,,,,
player,201710120car,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201710120car,phi,JeffAl00,pass_long,0,,,,,
player,201710120car,phi,JeffAl00,pass_rating,,,,,,
player,201710120car,phi,JeffAl00,rush_att,0,,,,,
player,201710120car,phi,JeffAl00,rush_yds,0,,,,,
player,201710120car,phi,JeffAl00,rush_td,0,,,,,
player,201710120car,phi,JeffAl00,rush_long,0,,,,,
player,201710120car,phi,JeffAl00,targets,10,,,,,
player,201710120car,phi,JeffAl00,rec,4,,,,,
player,201710120car,phi,JeffAl00,rec_yds,71,,,,,
player,201710120car,phi,JeffAl00,rec_td,0,,,,,
player,201710120car,phi,JeffAl00,rec_long,37,,,,,
player,201710120car,phi,JeffAl00,fumbles,0,,,,,
player,201710120car,phi,JeffAl00,fumbles_lost,0,,,,,
player,201710120car,phi,AghoNe00,pass_cmp,0,,,,,
player,201710120car,phi,AghoNe00,pass_att,0,,,,,
player,201710120car,phi,AghoNe00,pass_yds,0,,,,,
player,201710120car,phi,AghoNe00,pass_td,0,,,,,
player,201710120car,phi,AghoNe00,pass_int,0,,,,,
player,201710120car,phi,AghoNe00,pass_sacked,0,,,,,
player,201710120car,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201710120car,phi,AghoNe00,pass_long,0,,,,,
player,201710120car,phi,AghoNe00,pass_rating,,,,,,
player,201710120car,phi,AghoNe00,rush_att,0,,,,,
player,201710120car,phi,AghoNe00,rush_yds,0,,,,,
player,201710120car,phi,AghoNe00,rush_td,0,,,,,
player,201710120car,phi,AghoNe00,rush_long,0,,,,,
player,201710120car,phi,AghoNe00,targets,7,,,,,
player,201710120car,phi,AghoNe00,rec,4,,,,,
player,201710120car,phi,AghoNe00,rec_yds,55,,,,,
player,201710120car,phi,AghoNe00,rec_td,1,,,,,
player,201710120car,phi,AghoNe00,rec_long,24,,,,,
player,201710120car,phi,AghoNe00,fumbles,0,,,,,
player,201710120car,phi,AghoNe00,fumbles_lost,0,,,,,
player,201710120car,phi,HollMa00,pass_cmp,0,,,,,
player,201710120car,phi,HollMa00,pass_att,0,,,,,
player,201710120car,phi,HollMa00,pass_yds,0,,,,,
player,201710120car,phi,HollMa00,pass_td,0,,,,,
player,201710120car,phi,HollMa00,pass_int,0,,,,,
player,201710120car,phi,HollMa00,pass_sacked,0,,,,,
player,201710120car,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201710120car,phi,HollMa00,pass_long,0,,,,,
player,201710120car,phi,HollMa00,pass_rating,,,,,,
player,201710120car,phi,HollMa00,rush_att,0,,,,,
player,201710120car,phi,HollMa00,rush_yds,0,,,,,
player,201710120car,phi,HollMa00,rush_td,0,,,,,
player,201710120car,phi,HollMa00,rush_long,0,,,,,
player,201710120car,phi,HollMa00,targets,2,,,,,
player,201710120car,phi,HollMa00,rec,2,,,,,
player,201710120car,phi,HollMa00,rec_yds,38,,,,,
player,201710120car,phi,HollMa00,rec_td,0,,,,,
player,201710120car,phi,HollMa00,rec_long,20,,,,,
player,201710120car,phi,HollMa00,fumbles,0,,,,,
player,201710120car,phi,HollMa00,fumbles_lost,0,,,,,
player,201710120car,phi,ErtzZa00,pass_cmp,0,,,,,
player,201710120car,phi,ErtzZa00,pass_att,0,,,,,
player,201710120car,phi,ErtzZa00,pass_yds,0,,,,,
player,201710120car,phi,ErtzZa00,pass_td,0,,,,,
player,201710120car,phi,ErtzZa00,pass_int,0,,,,,
player,201710120car,phi,ErtzZa00,pass_sacked,0,,,,,
player,201710120car,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201710120car,phi,ErtzZa00,pass_long,0,,,,,
player,201710120car,phi,ErtzZa00,pass_rating,,,,,,
player,201710120car,phi,ErtzZa00,rush_att,0,,,,,
player,201710120car,phi,ErtzZa00,rush_yds,0,,,,,
player,201710120car,phi,ErtzZa00,rush_td,0,,,,,
player,201710120car,phi,ErtzZa00,rush_long,0,,,,,
player,201710120car,phi,ErtzZa00,targets,5,,,,,
player,201710120car,phi,ErtzZa00,rec,2,,,,,
player,201710120car,phi,ErtzZa00,rec_yds,18,,,,,
player,201710120car,phi,ErtzZa00,rec_td,2,,,,,
player,201710120car,phi,ErtzZa00,rec_long,17,,,,,
player,201710120car,phi,ErtzZa00,fumbles,0,,,,,
player,201710120car,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201710120car,phi,JohnMa07,pass_cmp,0,,,,,
player,201710120car,phi,JohnMa07,pass_att,0,,,,,
player,201710120car,phi,JohnMa07,pass_yds,0,,,,,
player,201710120car,phi,JohnMa07,pass_td,0,,,,,
player,201710120car,phi,JohnMa07,pass_int,0,,,,,
player,201710120car,phi,JohnMa07,pass_sacked,0,,,,,
player,201710120car,phi,JohnMa07,pass_sacked_yds,0,,,,,
player,201710120car,phi,JohnMa07,pass_long,0,,,,,
player,201710120car,phi,JohnMa07,pass_rating,,,,,,
player,201710120car,phi,JohnMa07,rush_att,0,,,,,
player,201710120car,phi,JohnMa07,rush_yds,0,,,,,
player,201710120car,phi,JohnMa07,rush_td,0,,,,,
player,201710120car,phi,JohnMa07,rush_long,0,,,,,
player,201710120car,phi,JohnMa07,targets,1,,,,,
player,201710120car,phi,JohnMa07,rec,1,,,,,
player,201710120car,phi,JohnMa07,rec_yds,16,,,,,
player,201710120car,phi,JohnMa07,rec_td,0,,,,,
player,201710120car,phi,JohnMa07,rec_long,16,,,,,
player,201710120car,phi,JohnMa07,fumbles,0,,,,,
player,201710120car,phi,JohnMa07,fumbles_lost,0,,,,,
player,201710120car,phi,BurtTr01,pass_cmp,0,,,,,
player,201710120car,phi,BurtTr01,pass_att,0,,,,,
player,201710120car,phi,BurtTr01,pass_yds,0,,,,,
player,201710120car,phi,BurtTr01,pass_td,0,,,,,
player,201710120car,phi,BurtTr01,pass_int,0,,,,,
player,201710120car,phi,BurtTr01,pass_sacked,0,,,,,
player,201710120car,phi,BurtTr01,pass_sacked_yds,0,,,,,
player,201710120car,phi,BurtTr01,pass_long,0,,,,,
player,201710120car,phi,BurtTr01,pass_rating,,,,,,
player,201710120car,phi,BurtTr01,rush_att,0,,,,,
player,201710120car,phi,BurtTr01,rush_yds,0,,,,,
player,201710120car,phi,BurtTr01,rush_td,0,,,,,
player,201710120car,phi,BurtTr01,rush_long,0,,,,,
player,201710120car,phi,BurtTr01,targets,1,,,,,
player,201710120car,phi,BurtTr01,rec,1,,,,,
player,201710120car,phi,BurtTr01,rec_yds,9,,,,,
player,201710120car,phi,BurtTr01,rec_td,0,,,,,
player,201710120car,phi,BurtTr01,rec_long,9,,,,,
player,201710120car,phi,BurtTr01,fumbles,0,,,,,
player,201710120car,phi,BurtTr01,fumbles_lost,0,,,,,
player,201710120car,phi,SmitTo02,pass_cmp,0,,,,,
player,201710120car,phi,SmitTo02,pass_att,0,,,,,
player,201710120car,phi,SmitTo02,pass_yds,0,,,,,
player,201710120car,phi,SmitTo02,pass_td,0,,,,,
player,201710120car,phi,SmitTo02,pass_int,0,,,,,
player,201710120car,phi,SmitTo02,pass_sacked,0,,,,,
player,201710120car,phi,SmitTo02,pass_sacked_yds,0,,,,,
player,201710120car,phi,SmitTo02,pass_long,0,,,,,
player,201710120car,phi,SmitTo02,pass_rating,,,,,,
player,201710120car,phi,SmitTo02,rush_att,0,,,,,
player,201710120car,phi,SmitTo02,rush_yds,0,,,,,
player,201710120car,phi,SmitTo02,rush_td,0,,,,,
player,201710120car,phi,SmitTo02,rush_long,0,,,,,
player,201710120car,phi,SmitTo02,targets,2,,,,,
player,201710120car,phi,SmitTo02,rec,1,,,,,
player,201710120car,phi,SmitTo02,rec_yds,6,,,,,
player,201710120car,phi,SmitTo02,rec_td,0,,,,,
player,201710120car,phi,SmitTo02,rec_long,6,,,,,
player,201710120car,phi,SmitTo02,fumbles,0,,,,,
player,201710120car,phi,SmitTo02,fumbles_lost,0,,,,,
player,201710120car,car,NewtCa00,pass_cmp,28,,,,,
player,201710120car,car,NewtCa00,pass_att,52,,,,,
player,201710120car,car,NewtCa00,pass_yds,239,,,,,
player,201710120car,car,NewtCa00,pass_td,1,,,,,
player,201710120car,car,NewtCa00,pass_int,3,,,,,
player,201710120car,car,NewtCa00,pass_sacked,2,,,,,
player,201710120car,car,NewtCa00,pass_sacked_yds,14,,,,,
player,201710120car,car,NewtCa00,pass_long,20,,,,,
player,201710120car,car,NewtCa00,pass_rating,48.5,,,,,
player,201710120car,car,NewtCa00,rush_att,11,,,,,
player,201710120car,car,NewtCa00,rush_yds,71,,,,,
player,201710120car,car,NewtCa00,rush_td,1,,,,,
player,201710120car,car,NewtCa00,rush_long,16,,,,,
player,201710120car,car,NewtCa00,targets,0,,,,,
player,201710120car,car,NewtCa00,rec,0,,,,,
player,201710120car,car,NewtCa00,rec_yds,0,,,,,
player,201710120car,car,NewtCa00,rec_td,0,,,,,
player,201710120car,car,NewtCa00,rec_long,0,,,,,
player,201710120car,car,NewtCa00,fumbles,0,,,,,
player,201710120car,car,NewtCa00,fumbles_lost,0,,,,,
player,201710120car,car,McCaCh01,pass_cmp,0,,,,,
player,201710120car,car,McCaCh01,pass_att,0,,,,,
player,201710120car,car,McCaCh01,pass_yds,0,,,,,
player,201710120car,car,McCaCh01,pass_td,0,,,,,
player,201710120car,car,McCaCh01,pass_int,0,,,,,
player,201710120car,car,McCaCh01,pass_sacked,0,,,,,
player,201710120car,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201710120car,car,McCaCh01,pass_long,0,,,,,
player,201710120car,car,McCaCh01,pass_rating,,,,,,
player,201710120car,car,McCaCh01,rush_att,4,,,,,
player,201710120car,car,McCaCh01,rush_yds,8,,,,,
player,201710120car,car,McCaCh01,rush_td,0,,,,,
player,201710120car,car,McCaCh01,rush_long,4,,,,,
player,201710120car,car,McCaCh01,targets,14,,,,,
player,201710120car,car,McCaCh01,rec,10,,,,,
player,201710120car,car,McCaCh01,rec_yds,56,,,,,
player,201710120car,car,McCaCh01,rec_td,1,,,,,
player,201710120car,car,McCaCh01,rec_long,15,,,,,
player,201710120car,car,McCaCh01,fumbles,1,,,,,
player,201710120car,car,McCaCh01,fumbles_lost,0,,,,,
player,201710120car,car,SamuCu00,pass_cmp,0,,,,,
player,201710120car,car,SamuCu00,pass_att,0,,,,,
player,201710120car,car,SamuCu00,pass_yds,0,,,,,
player,201710120car,car,SamuCu00,pass_td,0,,,,,
player,201710120car,car,SamuCu00,pass_int,0,,,,,
player,201710120car,car,SamuCu00,pass_sacked,0,,,,,
player,201710120car,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201710120car,car,SamuCu00,pass_long,0,,,,,
player,201710120car,car,SamuCu00,pass_rating,,,,,,
player,201710120car,car,SamuCu00,rush_att,1,,,,,
player,201710120car,car,SamuCu00,rush_yds,8,,,,,
player,201710120car,car,SamuCu00,rush_td,0,,,,,
player,201710120car,car,SamuCu00,rush_long,8,,,,,
player,201710120car,car,SamuCu00,targets,0,,,,,
player,201710120car,car,SamuCu00,rec,0,,,,,
player,201710120car,car,SamuCu00,rec_yds,0,,,,,
player,201710120car,car,SamuCu00,rec_td,0,,,,,
player,201710120car,car,SamuCu00,rec_long,0,,,,,
player,201710120car,car,SamuCu00,fumbles,0,,,,,
player,201710120car,car,SamuCu00,fumbles_lost,0,,,,,
player,201710120car,car,BenjKe00,pass_cmp,0,,,,,
player,201710120car,car,BenjKe00,pass_att,0,,,,,
player,201710120car,car,BenjKe00,pass_yds,0,,,,,
player,201710120car,car,BenjKe00,pass_td,0,,,,,
player,201710120car,car,BenjKe00,pass_int,0,,,,,
player,201710120car,car,BenjKe00,pass_sacked,0,,,,,
player,201710120car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201710120car,car,BenjKe00,pass_long,0,,,,,
player,201710120car,car,BenjKe00,pass_rating,,,,,,
player,201710120car,car,BenjKe00,rush_att,0,,,,,
player,201710120car,car,BenjKe00,rush_yds,0,,,,,
player,201710120car,car,BenjKe00,rush_td,0,,,,,
player,201710120car,car,BenjKe00,rush_long,0,,,,,
player,201710120car,car,BenjKe00,targets,13,,,,,
player,201710120car,car,BenjKe00,rec,9,,,,,
player,201710120car,car,BenjKe00,rec_yds,99,,,,,
player,201710120car,car,BenjKe00,rec_td,0,,,,,
player,201710120car,car,BenjKe00,rec_long,19,,,,,
player,201710120car,car,BenjKe00,fumbles,0,,,,,
player,201710120car,car,BenjKe00,fumbles_lost,0,,,,,
player,201710120car,car,DickEd00,pass_cmp,0,,,,,
player,201710120car,car,DickEd00,pass_att,0,,,,,
player,201710120car,car,DickEd00,pass_yds,0,,,,,
player,201710120car,car,DickEd00,pass_td,0,,,,,
player,201710120car,car,DickEd00,pass_int,0,,,,,
player,201710120car,car,DickEd00,pass_sacked,0,,,,,
player,201710120car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201710120car,car,DickEd00,pass_long,0,,,,,
player,201710120car,car,DickEd00,pass_rating,,,,,,
player,201710120car,car,DickEd00,rush_att,0,,,,,
player,201710120car,car,DickEd00,rush_yds,0,,,,,
player,201710120car,car,DickEd00,rush_td,0,,,,,
player,201710120car,car,DickEd00,rush_long,0,,,,,
player,201710120car,car,DickEd00,targets,8,,,,,
player,201710120car,car,DickEd00,rec,4,,,,,
player,201710120car,car,DickEd00,rec_yds,36,,,,,
player,201710120car,car,DickEd00,rec_td,0,,,,,
player,201710120car,car,DickEd00,rec_long,13,,,,,
player,201710120car,car,DickEd00,fumbles,0,,,,,
player,201710120car,car,DickEd00,fumbles_lost,0,,,,,
player,201710120car,car,FuncDe00,pass_cmp,0,,,,,
player,201710120car,car,FuncDe00,pass_att,0,,,,,
player,201710120car,car,FuncDe00,pass_yds,0,,,,,
player,201710120car,car,FuncDe00,pass_td,0,,,,,
player,201710120car,car,FuncDe00,pass_int,0,,,,,
player,201710120car,car,FuncDe00,pass_sacked,0,,,,,
player,201710120car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201710120car,car,FuncDe00,pass_long,0,,,,,
player,201710120car,car,FuncDe00,pass_rating,,,,,,
player,201710120car,car,FuncDe00,rush_att,0,,,,,
player,201710120car,car,FuncDe00,rush_yds,0,,,,,
player,201710120car,car,FuncDe00,rush_td,0,,,,,
player,201710120car,car,FuncDe00,rush_long,0,,,,,
player,201710120car,car,FuncDe00,targets,9,,,,,
player,201710120car,car,FuncDe00,rec,3,,,,,
player,201710120car,car,FuncDe00,rec_yds,36,,,,,
player,201710120car,car,FuncDe00,rec_td,0,,,,,
player,201710120car,car,FuncDe00,rec_long,20,,,,,
player,201710120car,car,FuncDe00,fumbles,0,,,,,
player,201710120car,car,FuncDe00,fumbles_lost,0,,,,,
player,201710120car,car,ShepRu00,pass_cmp,0,,,,,
player,201710120car,car,ShepRu00,pass_att,0,,,,,
player,201710120car,car,ShepRu00,pass_yds,0,,,,,
player,201710120car,car,ShepRu00,pass_td,0,,,,,
player,201710120car,car,ShepRu00,pass_int,0,,,,,
player,201710120car,car,ShepRu00,pass_sacked,0,,,,,
player,201710120car,car,ShepRu00,pass_sacked_yds,0,,,,,
player,201710120car,car,ShepRu00,pass_long,0,,,,,
player,201710120car,car,ShepRu00,pass_rating,,,,,,
player,201710120car,car,ShepRu00,rush_att,0,,,,,
player,201710120car,car,ShepRu00,rush_yds,0,,,,,
player,201710120car,car,ShepRu00,rush_td,0,,,,,
player,201710120car,car,ShepRu00,rush_long,0,,,,,
player,201710120car,car,ShepRu00,targets,6,,,,,
player,201710120car,car,ShepRu00,rec,2,,,,,
player,201710120car,car,ShepRu00,rec_yds,12,,,,,
player,201710120car,car,ShepRu00,rec_td,0,,,,,
player,201710120car,car,ShepRu00,rec_long,9,,,,,
player,201710120car,car,ShepRu00,fumbles,0,,,,,
player,201710120car,car,ShepRu00,fumbles_lost,0,,,,,
player,201710120car,car,WhitFo00,pass_cmp,0,,,,,
player,201710120car,car,WhitFo00,pass_att,0,,,,,
player,201710120car,car,WhitFo00,pass_yds,0,,,,,
player,201710120car,car,WhitFo00,pass_td,0,,,,,
player,201710120car,car,WhitFo00,pass_int,0,,,,,
player,201710120car,car,WhitFo00,pass_sacked,0,,,,,
player,201710120car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201710120car,car,WhitFo00,pass_long,0,,,,,
player,201710120car,car,WhitFo00,pass_rating,,,,,,
player,201710120car,car,WhitFo00,rush_att,1,,,,,
player,201710120car,car,WhitFo00,rush_yds,-3,,,,,
player,201710120car,car,WhitFo00,rush_td,0,,,,,
player,201710120car,car,WhitFo00,rush_long,-3,,,,,
player,201710120car,car,WhitFo00,targets,0,,,,,
player,201710120car,car,WhitFo00,rec,0,,,,,
player,201710120car,car,WhitFo00,rec_yds,0,,,,,
player,201710120car,car,WhitFo00,rec_td,0,,,,,
player,201710120car,car,WhitFo00,rec_long,0,,,,,
player,201710120car,car,WhitFo00,fumbles,0,,,,,
player,201710120car,car,WhitFo00,fumbles_lost,0,,,,,
player,201710120car,car,StewJo00,pass_cmp,0,,,,,
player,201710120car,car,StewJo00,pass_att,0,,,,,
player,201710120car,car,StewJo00,pass_yds,0,,,,,
player,201710120car,car,StewJo00,pass_td,0,,,,,
player,201710120car,car,StewJo00,pass_int,0,,,,,
player,201710120car,car,StewJo00,pass_sacked,0,,,,,
player,201710120car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201710120car,car,StewJo00,pass_long,0,,,,,
player,201710120car,car,StewJo00,pass_rating,,,,,,
player,201710120car,car,StewJo00,rush_att,8,,,,,
player,201710120car,car,StewJo00,rush_yds,-4,,,,,
player,201710120car,car,StewJo00,rush_td,0,,,,,
player,201710120car,car,StewJo00,rush_long,3,,,,,
player,201710120car,car,StewJo00,targets,2,,,,,
player,201710120car,car,StewJo00,rec,0,,,,,
player,201710120car,car,StewJo00,rec_yds,0,,,,,
player,201710120car,car,StewJo00,rec_td,0,,,,,
player,201710120car,car,StewJo00,rec_long,0,,,,,
player,201710120car,car,StewJo00,fumbles,0,,,,,
player,201710120car,car,StewJo00,fumbles_lost,0,,,,,
player,201710120car,phi,MillJa02,def_int,1,,,,,
player,201710120car,phi,MillJa02,def_int_yds,1,,,,,
player,201710120car,phi,MillJa02,def_int_td,0,,,,,
player,201710120car,phi,MillJa02,def_int_long,1,,,,,
player,201710120car,phi,MillJa02,pass_defended,1,,,,,
player,201710120car,phi,MillJa02,sacks,0.0,,,,,
player,201710120car,phi,MillJa02,tackles_combined,4,,,,,
player,201710120car,phi,MillJa02,tackles_solo,3,,,,,
player,201710120car,phi,MillJa02,tackles_assists,1,,,,,
player,201710120car,phi,MillJa02,tackles_loss,0,,,,,
player,201710120car,phi,MillJa02,qb_hits,0,,,,,
player,201710120car,phi,MillJa02,fumbles_rec,0,,,,,
player,201710120car,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201710120car,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201710120car,phi,MillJa02,fumbles_forced,0,,,,,
player,201710120car,phi,RobiPa99,def_int,1,,,,,
player,201710120car,phi,RobiPa99,def_int_yds,0,,,,,
player,201710120car,phi,RobiPa99,def_int_td,0,,,,,
player,201710120car,phi,RobiPa99,def_int_long,0,,,,,
player,201710120car,phi,RobiPa99,pass_defended,1,,,,,
player,201710120car,phi,RobiPa99,sacks,0.0,,,,,
player,201710120car,phi,RobiPa99,tackles_combined,3,,,,,
player,201710120car,phi,RobiPa99,tackles_solo,1,,,,,
player,201710120car,phi,RobiPa99,tackles_assists,2,,,,,
player,201710120car,phi,RobiPa99,tackles_loss,0,,,,,
player,201710120car,phi,RobiPa99,qb_hits,0,,,,,
player,201710120car,phi,RobiPa99,fumbles_rec,1,,,,,
player,201710120car,phi,RobiPa99,fumbles_rec_yds,0,,,,,
player,201710120car,phi,RobiPa99,fumbles_rec_td,0,,,,,
player,201710120car,phi,RobiPa99,fumbles_forced,0,,,,,
player,201710120car,phi,DougRa00,def_int,1,,,,,
player,201710120car,phi,DougRa00,def_int_yds,7,,,,,
player,201710120car,phi,DougRa00,def_int_td,0,,,,,
player,201710120car,phi,DougRa00,def_int_long,7,,,,,
player,201710120car,phi,DougRa00,pass_defended,3,,,,,
player,201710120car,phi,DougRa00,sacks,0.0,,,,,
player,201710120car,phi,DougRa00,tackles_combined,2,,,,,
player,201710120car,phi,DougRa00,tackles_solo,2,,,,,
player,201710120car,phi,DougRa00,tackles_assists,0,,,,,
player,201710120car,phi,DougRa00,tackles_loss,0,,,,,
player,201710120car,phi,DougRa00,qb_hits,0,,,,,
player,201710120car,phi,DougRa00,fumbles_rec,0,,,,,
player,201710120car,phi,DougRa00,fumbles_rec_yds,0,,,,,
player,201710120car,phi,DougRa00,fumbles_rec_td,0,,,,,
player,201710120car,phi,DougRa00,fumbles_forced,0,,,,,
player,201710120car,phi,GrahBr99,def_int,0,,,,,
player,201710120car,phi,GrahBr99,def_int_yds,0,,,,,
player,201710120car,phi,GrahBr99,def_int_td,0,,,,,
player,201710120car,phi,GrahBr99,def_int_long,0,,,,,
player,201710120car,phi,GrahBr99,pass_defended,0,,,,,
player,201710120car,phi,GrahBr99,sacks,0.5,,,,,
player,201710120car,phi,GrahBr99,tackles_combined,3,,,,,
player,201710120car,phi,GrahBr99,tackles_solo,1,,,,,
