game,2017,4,20171001,201710010sea,clt,"Indianapolis Colts",18,sea,"Seattle Seahawks",46
player,201710010sea,clt,SheaJa00,def_int_td,0,,,,,
player,201710010sea,clt,SheaJa00,def_int_long,0,,,,,
player,201710010sea,clt,SheaJa00,pass_defended,0,,,,,
player,201710010sea,clt,SheaJa00,sacks,1.0,,,,,
player,201710010sea,clt,SheaJa00,tackles_combined,7,,,,,
player,201710010sea,clt,SheaJa00,tackles_solo,5,,,,,
player,201710010sea,clt,SheaJa00,tackles_assists,2,,,,,
player,201710010sea,clt,SheaJa00,tackles_loss,1,,,,,
player,201710010sea,clt,SheaJa00,qb_hits,2,,,,,
player,201710010sea,clt,SheaJa00,fumbles_rec,0,,,,,
player,201710010sea,clt,SheaJa00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,SheaJa00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,SheaJa00,fumbles_forced,0,,,,,
player,201710010sea,clt,HairNa00,def_int,0,,,,,
player,201710010sea,clt,HairNa00,def_int_yds,0,,,,,
player,201710010sea,clt,HairNa00,def_int_td,0,,,,,
player,201710010sea,clt,HairNa00,def_int_long,0,,,,,
player,201710010sea,clt,HairNa00,pass_defended,0,,,,,
player,201710010sea,clt,HairNa00,sacks,1.0,,,,,
player,201710010sea,clt,HairNa00,tackles_combined,6,,,,,
player,201710010sea,clt,HairNa00,tackles_solo,3,,,,,
player,201710010sea,clt,HairNa00,tackles_assists,3,,,,,
player,201710010sea,clt,HairNa00,tackles_loss,1,,,,,
player,201710010sea,clt,HairNa00,qb_hits,1,,,,,
player,201710010sea,clt,HairNa00,fumbles_rec,0,,,,,
player,201710010sea,clt,HairNa00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,HairNa00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,HairNa00,fumbles_forced,0,,,,,
player,201710010sea,clt,HankJo00,def_int,0,,,,,
player,201710010sea,clt,HankJo00,def_int_yds,0,,,,,
player,201710010sea,clt,HankJo00,def_int_td,0,,,,,
player,201710010sea,clt,HankJo00,def_int_long,0,,,,,
player,201710010sea,clt,HankJo00,pass_defended,0,,,,,
player,201710010sea,clt,HankJo00,sacks,1.0,,,,,
player,201710010sea,clt,HankJo00,tackles_combined,4,,,,,
player,201710010sea,clt,HankJo00,tackles_solo,1,,,,,
player,201710010sea,clt,HankJo00,tackles_assists,3,,,,,
player,201710010sea,clt,HankJo00,tackles_loss,1,,,,,
player,201710010sea,clt,HankJo00,qb_hits,2,,,,,
player,201710010sea,clt,HankJo00,fumbles_rec,0,,,,,
player,201710010sea,clt,HankJo00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,HankJo00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,HankJo00,fumbles_forced,0,,,,,
player,201710010sea,clt,BostJo00,def_int,0,,,,,
player,201710010sea,clt,BostJo00,def_int_yds,0,,,,,
player,201710010sea,clt,BostJo00,def_int_td,0,,,,,
player,201710010sea,clt,BostJo00,def_int_long,0,,,,,
player,201710010sea,clt,BostJo00,pass_defended,0,,,,,
player,201710010sea,clt,BostJo00,sacks,0.0,,,,,
player,201710010sea,clt,BostJo00,tackles_combined,12,,,,,
player,201710010sea,clt,BostJo00,tackles_solo,5,,,,,
player,201710010sea,clt,BostJo00,tackles_assists,7,,,,,
player,201710010sea,clt,BostJo00,tackles_loss,0,,,,,
player,201710010sea,clt,BostJo00,qb_hits,0,,,,,
player,201710010sea,clt,BostJo00,fumbles_rec,0,,,,,
player,201710010sea,clt,BostJo00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,BostJo00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,BostJo00,fumbles_forced,0,,,,,
player,201710010sea,clt,MorrAn01,def_int,0,,,,,
player,201710010sea,clt,MorrAn01,def_int_yds,0,,,,,
player,201710010sea,clt,MorrAn01,def_int_td,0,,,,,
player,201710010sea,clt,MorrAn01,def_int_long,0,,,,,
player,201710010sea,clt,MorrAn01,pass_defended,0,,,,,
player,201710010sea,clt,MorrAn01,sacks,0.0,,,,,
player,201710010sea,clt,MorrAn01,tackles_combined,7,,,,,
player,201710010sea,clt,MorrAn01,tackles_solo,3,,,,,
player,201710010sea,clt,MorrAn01,tackles_assists,4,,,,,
player,201710010sea,clt,MorrAn01,tackles_loss,0,,,,,
player,201710010sea,clt,MorrAn01,qb_hits,0,,,,,
player,201710010sea,clt,MorrAn01,fumbles_rec,0,,,,,
player,201710010sea,clt,MorrAn01,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,MorrAn01,fumbles_rec_td,0,,,,,
player,201710010sea,clt,MorrAn01,fumbles_forced,0,,,,,
player,201710010sea,clt,DaviVo99,def_int,0,,,,,
player,201710010sea,clt,DaviVo99,def_int_yds,0,,,,,
player,201710010sea,clt,DaviVo99,def_int_td,0,,,,,
player,201710010sea,clt,DaviVo99,def_int_long,0,,,,,
player,201710010sea,clt,DaviVo99,pass_defended,0,,,,,
player,201710010sea,clt,DaviVo99,sacks,0.0,,,,,
player,201710010sea,clt,DaviVo99,tackles_combined,6,,,,,
player,201710010sea,clt,DaviVo99,tackles_solo,6,,,,,
player,201710010sea,clt,DaviVo99,tackles_assists,0,,,,,
player,201710010sea,clt,DaviVo99,tackles_loss,0,,,,,
player,201710010sea,clt,DaviVo99,qb_hits,0,,,,,
player,201710010sea,clt,DaviVo99,fumbles_rec,0,,,,,
player,201710010sea,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201710010sea,clt,DaviVo99,fumbles_forced,0,,,,,
player,201710010sea,clt,MelvRa00,def_int,0,,,,,
player,201710010sea,clt,MelvRa00,def_int_yds,0,,,,,
player,201710010sea,clt,MelvRa00,def_int_td,0,,,,,
player,201710010sea,clt,MelvRa00,def_int_long,0,,,,,
player,201710010sea,clt,MelvRa00,pass_defended,1,,,,,
player,201710010sea,clt,MelvRa00,sacks,0.0,,,,,
player,201710010sea,clt,MelvRa00,tackles_combined,4,,,,,
player,201710010sea,clt,MelvRa00,tackles_solo,2,,,,,
player,201710010sea,clt,MelvRa00,tackles_assists,2,,,,,
player,201710010sea,clt,MelvRa00,tackles_loss,0,,,,,
player,201710010sea,clt,MelvRa00,qb_hits,0,,,,,
player,201710010sea,clt,MelvRa00,fumbles_rec,0,,,,,
player,201710010sea,clt,MelvRa00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,MelvRa00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,MelvRa00,fumbles_forced,0,,,,,
player,201710010sea,clt,SimoJo01,def_int,0,,,,,
player,201710010sea,clt,SimoJo01,def_int_yds,0,,,,,
player,201710010sea,clt,SimoJo01,def_int_td,0,,,,,
player,201710010sea,clt,SimoJo01,def_int_long,0,,,,,
player,201710010sea,clt,SimoJo01,pass_defended,0,,,,,
player,201710010sea,clt,SimoJo01,sacks,0.0,,,,,
player,201710010sea,clt,SimoJo01,tackles_combined,4,,,,,
player,201710010sea,clt,SimoJo01,tackles_solo,1,,,,,
player,201710010sea,clt,SimoJo01,tackles_assists,3,,,,,
player,201710010sea,clt,SimoJo01,tackles_loss,0,,,,,
player,201710010sea,clt,SimoJo01,qb_hits,0,,,,,
player,201710010sea,clt,SimoJo01,fumbles_rec,0,,,,,
player,201710010sea,clt,SimoJo01,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,SimoJo01,fumbles_rec_td,0,,,,,
player,201710010sea,clt,SimoJo01,fumbles_forced,0,,,,,
player,201710010sea,clt,WoodAl99,def_int,0,,,,,
player,201710010sea,clt,WoodAl99,def_int_yds,0,,,,,
player,201710010sea,clt,WoodAl99,def_int_td,0,,,,,
player,201710010sea,clt,WoodAl99,def_int_long,0,,,,,
player,201710010sea,clt,WoodAl99,pass_defended,0,,,,,
player,201710010sea,clt,WoodAl99,sacks,0.0,,,,,
player,201710010sea,clt,WoodAl99,tackles_combined,3,,,,,
player,201710010sea,clt,WoodAl99,tackles_solo,1,,,,,
player,201710010sea,clt,WoodAl99,tackles_assists,2,,,,,
player,201710010sea,clt,WoodAl99,tackles_loss,1,,,,,
player,201710010sea,clt,WoodAl99,qb_hits,0,,,,,
player,201710010sea,clt,WoodAl99,fumbles_rec,0,,,,,
player,201710010sea,clt,WoodAl99,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,WoodAl99,fumbles_rec_td,0,,,,,
player,201710010sea,clt,WoodAl99,fumbles_forced,0,,,,,
player,201710010sea,clt,AndeHe00,def_int,0,,,,,
player,201710010sea,clt,AndeHe00,def_int_yds,0,,,,,
player,201710010sea,clt,AndeHe00,def_int_td,0,,,,,
player,201710010sea,clt,AndeHe00,def_int_long,0,,,,,
player,201710010sea,clt,AndeHe00,pass_defended,0,,,,,
player,201710010sea,clt,AndeHe00,sacks,0.0,,,,,
player,201710010sea,clt,AndeHe00,tackles_combined,2,,,,,
player,201710010sea,clt,AndeHe00,tackles_solo,1,,,,,
player,201710010sea,clt,AndeHe00,tackles_assists,1,,,,,
player,201710010sea,clt,AndeHe00,tackles_loss,0,,,,,
player,201710010sea,clt,AndeHe00,qb_hits,0,,,,,
player,201710010sea,clt,AndeHe00,fumbles_rec,0,,,,,
player,201710010sea,clt,AndeHe00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,AndeHe00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,AndeHe00,fumbles_forced,0,,,,,
player,201710010sea,clt,RidgHa00,def_int,0,,,,,
player,201710010sea,clt,RidgHa00,def_int_yds,0,,,,,
player,201710010sea,clt,RidgHa00,def_int_td,0,,,,,
player,201710010sea,clt,RidgHa00,def_int_long,0,,,,,
player,201710010sea,clt,RidgHa00,pass_defended,0,,,,,
player,201710010sea,clt,RidgHa00,sacks,0.0,,,,,
player,201710010sea,clt,RidgHa00,tackles_combined,2,,,,,
player,201710010sea,clt,RidgHa00,tackles_solo,0,,,,,
player,201710010sea,clt,RidgHa00,tackles_assists,2,,,,,
player,201710010sea,clt,RidgHa00,tackles_loss,0,,,,,
player,201710010sea,clt,RidgHa00,qb_hits,0,,,,,
player,201710010sea,clt,RidgHa00,fumbles_rec,0,,,,,
player,201710010sea,clt,RidgHa00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,RidgHa00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,RidgHa00,fumbles_forced,0,,,,,
player,201710010sea,clt,ButlDa99,def_int,0,,,,,
player,201710010sea,clt,ButlDa99,def_int_yds,0,,,,,
player,201710010sea,clt,ButlDa99,def_int_td,0,,,,,
player,201710010sea,clt,ButlDa99,def_int_long,0,,,,,
player,201710010sea,clt,ButlDa99,pass_defended,0,,,,,
player,201710010sea,clt,ButlDa99,sacks,0.0,,,,,
player,201710010sea,clt,ButlDa99,tackles_combined,1,,,,,
player,201710010sea,clt,ButlDa99,tackles_solo,1,,,,,
player,201710010sea,clt,ButlDa99,tackles_assists,0,,,,,
player,201710010sea,clt,ButlDa99,tackles_loss,0,,,,,
player,201710010sea,clt,ButlDa99,qb_hits,0,,,,,
player,201710010sea,clt,ButlDa99,fumbles_rec,0,,,,,
player,201710010sea,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201710010sea,clt,ButlDa99,fumbles_forced,0,,,,,
player,201710010sea,clt,HogaKr00,def_int,0,,,,,
player,201710010sea,clt,HogaKr00,def_int_yds,0,,,,,
player,201710010sea,clt,HogaKr00,def_int_td,0,,,,,
player,201710010sea,clt,HogaKr00,def_int_long,0,,,,,
player,201710010sea,clt,HogaKr00,pass_defended,0,,,,,
player,201710010sea,clt,HogaKr00,sacks,0.0,,,,,
player,201710010sea,clt,HogaKr00,tackles_combined,1,,,,,
player,201710010sea,clt,HogaKr00,tackles_solo,1,,,,,
player,201710010sea,clt,HogaKr00,tackles_assists,0,,,,,
player,201710010sea,clt,HogaKr00,tackles_loss,0,,,,,
player,201710010sea,clt,HogaKr00,qb_hits,0,,,,,
player,201710010sea,clt,HogaKr00,fumbles_rec,0,,,,,
player,201710010sea,clt,HogaKr00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,HogaKr00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,HogaKr00,fumbles_forced,0,,,,,
player,201710010sea,clt,StewGr00,def_int,0,,,,,
player,201710010sea,clt,StewGr00,def_int_yds,0,,,,,
player,201710010sea,clt,StewGr00,def_int_td,0,,,,,
player,201710010sea,clt,StewGr00,def_int_long,0,,,,,
player,201710010sea,clt,StewGr00,pass_defended,0,,,,,
player,201710010sea,clt,StewGr00,sacks,0.0,,,,,
player,201710010sea,clt,StewGr00,tackles_combined,1,,,,,
player,201710010sea,clt,StewGr00,tackles_solo,0,,,,,
player,201710010sea,clt,StewGr00,tackles_assists,1,,,,,
player,201710010sea,clt,StewGr00,tackles_loss,0,,,,,
player,201710010sea,clt,StewGr00,qb_hits,0,,,,,
player,201710010sea,clt,StewGr00,fumbles_rec,0,,,,,
player,201710010sea,clt,StewGr00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,StewGr00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,StewGr00,fumbles_forced,0,,,,,
player,201710010sea,clt,MingBa00,def_int,0,,,,,
player,201710010sea,clt,MingBa00,def_int_yds,0,,,,,
player,201710010sea,clt,MingBa00,def_int_td,0,,,,,
player,201710010sea,clt,MingBa00,def_int_long,0,,,,,
player,201710010sea,clt,MingBa00,pass_defended,0,,,,,
player,201710010sea,clt,MingBa00,sacks,0.0,,,,,
player,201710010sea,clt,MingBa00,tackles_combined,0,,,,,
player,201710010sea,clt,MingBa00,tackles_solo,0,,,,,
player,201710010sea,clt,MingBa00,tackles_assists,0,,,,,
player,201710010sea,clt,MingBa00,tackles_loss,1,,,,,
player,201710010sea,clt,MingBa00,qb_hits,2,,,,,
player,201710010sea,clt,MingBa00,fumbles_rec,0,,,,,
player,201710010sea,clt,MingBa00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,MingBa00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,MingBa00,fumbles_forced,0,,,,,
player,201710010sea,clt,MoorKe03,def_int,0,,,,,
player,201710010sea,clt,MoorKe03,def_int_yds,0,,,,,
player,201710010sea,clt,MoorKe03,def_int_td,0,,,,,
player,201710010sea,clt,MoorKe03,def_int_long,0,,,,,
player,201710010sea,clt,MoorKe03,pass_defended,0,,,,,
player,201710010sea,clt,MoorKe03,sacks,0.0,,,,,
player,201710010sea,clt,MoorKe03,tackles_combined,0,,,,,
player,201710010sea,clt,MoorKe03,tackles_solo,0,,,,,
player,201710010sea,clt,MoorKe03,tackles_assists,0,,,,,
player,201710010sea,clt,MoorKe03,tackles_loss,1,,,,,
player,201710010sea,clt,MoorKe03,qb_hits,1,,,,,
player,201710010sea,clt,MoorKe03,fumbles_rec,0,,,,,
player,201710010sea,clt,MoorKe03,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,MoorKe03,fumbles_rec_td,0,,,,,
player,201710010sea,clt,MoorKe03,fumbles_forced,0,,,,,
player,201710010sea,sea,ColeJu01,def_int,1,,,,,
player,201710010sea,sea,ColeJu01,def_int_yds,28,,,,,
player,201710010sea,sea,ColeJu01,def_int_td,1,,,,,
player,201710010sea,sea,ColeJu01,def_int_long,28,,,,,
player,201710010sea,sea,ColeJu01,pass_defended,1,,,,,
player,201710010sea,sea,ColeJu01,sacks,0.0,,,,,
player,201710010sea,sea,ColeJu01,tackles_combined,1,,,,,
player,201710010sea,sea,ColeJu01,tackles_solo,1,,,,,
player,201710010sea,sea,ColeJu01,tackles_assists,0,,,,,
player,201710010sea,sea,ColeJu01,tackles_loss,0,,,,,
player,201710010sea,sea,ColeJu01,qb_hits,0,,,,,
player,201710010sea,sea,ColeJu01,fumbles_rec,0,,,,,
player,201710010sea,sea,ColeJu01,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,ColeJu01,fumbles_rec_td,0,,,,,
player,201710010sea,sea,ColeJu01,fumbles_forced,0,,,,,
player,201710010sea,sea,SmitMa03,def_int,0,,,,,
player,201710010sea,sea,SmitMa03,def_int_yds,0,,,,,
player,201710010sea,sea,SmitMa03,def_int_td,0,,,,,
player,201710010sea,sea,SmitMa03,def_int_long,0,,,,,
player,201710010sea,sea,SmitMa03,pass_defended,0,,,,,
player,201710010sea,sea,SmitMa03,sacks,1.5,,,,,
player,201710010sea,sea,SmitMa03,tackles_combined,2,,,,,
player,201710010sea,sea,SmitMa03,tackles_solo,1,,,,,
player,201710010sea,sea,SmitMa03,tackles_assists,1,,,,,
player,201710010sea,sea,SmitMa03,tackles_loss,0,,,,,
player,201710010sea,sea,SmitMa03,qb_hits,1,,,,,
player,201710010sea,sea,SmitMa03,fumbles_rec,0,,,,,
player,201710010sea,sea,SmitMa03,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,SmitMa03,fumbles_rec_td,0,,,,,
player,201710010sea,sea,SmitMa03,fumbles_forced,1,,,,,
player,201710010sea,sea,WagnBo00,def_int,0,,,,,
player,201710010sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201710010sea,sea,WagnBo00,def_int_td,0,,,,,
player,201710010sea,sea,WagnBo00,def_int_long,0,,,,,
player,201710010sea,sea,WagnBo00,pass_defended,0,,,,,
player,201710010sea,sea,WagnBo00,sacks,0.5,,,,,
player,201710010sea,sea,WagnBo00,tackles_combined,6,,,,,
player,201710010sea,sea,WagnBo00,tackles_solo,4,,,,,
player,201710010sea,sea,WagnBo00,tackles_assists,2,,,,,
player,201710010sea,sea,WagnBo00,tackles_loss,0,,,,,
player,201710010sea,sea,WagnBo00,qb_hits,3,,,,,
player,201710010sea,sea,WagnBo00,fumbles_rec,1,,,,,
player,201710010sea,sea,WagnBo00,fumbles_rec_yds,21,,,,,
player,201710010sea,sea,WagnBo00,fumbles_rec_td,1,,,,,
player,201710010sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201710010sea,sea,BennMi99,def_int,0,,,,,
player,201710010sea,sea,BennMi99,def_int_yds,0,,,,,
player,201710010sea,sea,BennMi99,def_int_td,0,,,,,
player,201710010sea,sea,BennMi99,def_int_long,0,,,,,
player,201710010sea,sea,BennMi99,pass_defended,0,,,,,
player,201710010sea,sea,BennMi99,sacks,0.5,,,,,
player,201710010sea,sea,BennMi99,tackles_combined,2,,,,,
player,201710010sea,sea,BennMi99,tackles_solo,0,,,,,
player,201710010sea,sea,BennMi99,tackles_assists,2,,,,,
player,201710010sea,sea,BennMi99,tackles_loss,0,,,,,
player,201710010sea,sea,BennMi99,qb_hits,3,,,,,
player,201710010sea,sea,BennMi99,fumbles_rec,0,,,,,
player,201710010sea,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201710010sea,sea,BennMi99,fumbles_forced,0,,,,,
player,201710010sea,sea,JoneNa00,def_int,0,,,,,
player,201710010sea,sea,JoneNa00,def_int_yds,0,,,,,
player,201710010sea,sea,JoneNa00,def_int_td,0,,,,,
player,201710010sea,sea,JoneNa00,def_int_long,0,,,,,
player,201710010sea,sea,JoneNa00,pass_defended,1,,,,,
player,201710010sea,sea,JoneNa00,sacks,0.5,,,,,
player,201710010sea,sea,JoneNa00,tackles_combined,2,,,,,
player,201710010sea,sea,JoneNa00,tackles_solo,0,,,,,
player,201710010sea,sea,JoneNa00,tackles_assists,2,,,,,
player,201710010sea,sea,JoneNa00,tackles_loss,0,,,,,
player,201710010sea,sea,JoneNa00,qb_hits,1,,,,,
player,201710010sea,sea,JoneNa00,fumbles_rec,0,,,,,
player,201710010sea,sea,JoneNa00,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,JoneNa00,fumbles_rec_td,0,,,,,
player,201710010sea,sea,JoneNa00,fumbles_forced,0,,,,,
player,201710010sea,sea,ThomEa99,def_int,0,,,,,
player,201710010sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201710010sea,sea,ThomEa99,def_int_td,0,,,,,
player,201710010sea,sea,ThomEa99,def_int_long,0,,,,,
player,201710010sea,sea,ThomEa99,pass_defended,1,,,,,
player,201710010sea,sea,ThomEa99,sacks,0.0,,,,,
player,201710010sea,sea,ThomEa99,tackles_combined,7,,,,,
player,201710010sea,sea,ThomEa99,tackles_solo,4,,,,,
player,201710010sea,sea,ThomEa99,tackles_assists,3,,,,,
player,201710010sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201710010sea,sea,ThomEa99,qb_hits,0,,,,,
player,201710010sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201710010sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201710010sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201710010sea,sea,ChanKa99,def_int,0,,,,,
player,201710010sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201710010sea,sea,ChanKa99,def_int_td,0,,,,,
player,201710010sea,sea,ChanKa99,def_int_long,0,,,,,
player,201710010sea,sea,ChanKa99,pass_defended,0,,,,,
player,201710010sea,sea,ChanKa99,sacks,0.0,,,,,
player,201710010sea,sea,ChanKa99,tackles_combined,5,,,,,
player,201710010sea,sea,ChanKa99,tackles_solo,4,,,,,
player,201710010sea,sea,ChanKa99,tackles_assists,1,,,,,
player,201710010sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201710010sea,sea,ChanKa99,qb_hits,0,,,,,
player,201710010sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201710010sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201710010sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201710010sea,sea,GrifSh00,def_int,0,,,,,
player,201710010sea,sea,GrifSh00,def_int_yds,0,,,,,
player,201710010sea,sea,GrifSh00,def_int_td,0,,,,,
player,201710010sea,sea,GrifSh00,def_int_long,0,,,,,
player,201710010sea,sea,GrifSh00,pass_defended,1,,,,,
player,201710010sea,sea,GrifSh00,sacks,0.0,,,,,
player,201710010sea,sea,GrifSh00,tackles_combined,5,,,,,
player,201710010sea,sea,GrifSh00,tackles_solo,3,,,,,
player,201710010sea,sea,GrifSh00,tackles_assists,2,,,,,
player,201710010sea,sea,GrifSh00,tackles_loss,0,,,,,
player,201710010sea,sea,GrifSh00,qb_hits,0,,,,,
player,201710010sea,sea,GrifSh00,fumbles_rec,0,,,,,
player,201710010sea,sea,GrifSh00,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,GrifSh00,fumbles_rec_td,0,,,,,
player,201710010sea,sea,GrifSh00,fumbles_forced,0,,,,,
player,201710010sea,sea,ClarFr01,def_int,0,,,,,
player,201710010sea,sea,ClarFr01,def_int_yds,0,,,,,
player,201710010sea,sea,ClarFr01,def_int_td,0,,,,,
player,201710010sea,sea,ClarFr01,def_int_long,0,,,,,
player,201710010sea,sea,ClarFr01,pass_defended,0,,,,,
player,201710010sea,sea,ClarFr01,sacks,0.0,,,,,
player,201710010sea,sea,ClarFr01,tackles_combined,4,,,,,
player,201710010sea,sea,ClarFr01,tackles_solo,2,,,,,
player,201710010sea,sea,ClarFr01,tackles_assists,2,,,,,
player,201710010sea,sea,ClarFr01,tackles_loss,0,,,,,
player,201710010sea,sea,ClarFr01,qb_hits,1,,,,,
player,201710010sea,sea,ClarFr01,fumbles_rec,0,,,,,
player,201710010sea,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201710010sea,sea,ClarFr01,fumbles_forced,0,,,,,
player,201710010sea,sea,RichSh00,def_int,0,,,,,
player,201710010sea,sea,RichSh00,def_int_yds,0,,,,,
player,201710010sea,sea,RichSh00,def_int_td,0,,,,,
player,201710010sea,sea,RichSh00,def_int_long,0,,,,,
player,201710010sea,sea,RichSh00,pass_defended,0,,,,,
player,201710010sea,sea,RichSh00,sacks,0.0,,,,,
player,201710010sea,sea,RichSh00,tackles_combined,4,,,,,
player,201710010sea,sea,RichSh00,tackles_solo,1,,,,,
player,201710010sea,sea,RichSh00,tackles_assists,3,,,,,
player,201710010sea,sea,RichSh00,tackles_loss,0,,,,,
player,201710010sea,sea,RichSh00,qb_hits,0,,,,,
player,201710010sea,sea,RichSh00,fumbles_rec,0,,,,,
player,201710010sea,sea,RichSh00,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,RichSh00,fumbles_rec_td,0,,,,,
player,201710010sea,sea,RichSh00,fumbles_forced,0,,,,,
player,201710010sea,sea,WilhMi00,def_int,0,,,,,
player,201710010sea,sea,WilhMi00,def_int_yds,0,,,,,
player,201710010sea,sea,WilhMi00,def_int_td,0,,,,,
player,201710010sea,sea,WilhMi00,def_int_long,0,,,,,
player,201710010sea,sea,WilhMi00,pass_defended,0,,,,,
player,201710010sea,sea,WilhMi00,sacks,0.0,,,,,
player,201710010sea,sea,WilhMi00,tackles_combined,4,,,,,
player,201710010sea,sea,WilhMi00,tackles_solo,2,,,,,
player,201710010sea,sea,WilhMi00,tackles_assists,2,,,,,
player,201710010sea,sea,WilhMi00,tackles_loss,0,,,,,
player,201710010sea,sea,WilhMi00,qb_hits,0,,,,,
player,201710010sea,sea,WilhMi00,fumbles_rec,0,,,,,
player,201710010sea,sea,WilhMi00,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,WilhMi00,fumbles_rec_td,0,,,,,
player,201710010sea,sea,WilhMi00,fumbles_forced,0,,,,,
player,201710010sea,sea,WrigK.00,def_int,0,,,,,
player,201710010sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201710010sea,sea,WrigK.00,def_int_td,0,,,,,
player,201710010sea,sea,WrigK.00,def_int_long,0,,,,,
player,201710010sea,sea,WrigK.00,pass_defended,0,,,,,
player,201710010sea,sea,WrigK.00,sacks,0.0,,,,,
player,201710010sea,sea,WrigK.00,tackles_combined,4,,,,,
player,201710010sea,sea,WrigK.00,tackles_solo,3,,,,,
player,201710010sea,sea,WrigK.00,tackles_assists,1,,,,,
player,201710010sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201710010sea,sea,WrigK.00,qb_hits,1,,,,,
player,201710010sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201710010sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201710010sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201710010sea,sea,McDoBr01,def_int,0,,,,,
player,201710010sea,sea,McDoBr01,def_int_yds,0,,,,,
player,201710010sea,sea,McDoBr01,def_int_td,0,,,,,
player,201710010sea,sea,McDoBr01,def_int_long,0,,,,,
player,201710010sea,sea,McDoBr01,pass_defended,0,,,,,
player,201710010sea,sea,McDoBr01,sacks,0.0,,,,,
player,201710010sea,sea,McDoBr01,tackles_combined,3,,,,,
player,201710010sea,sea,McDoBr01,tackles_solo,1,,,,,
player,201710010sea,sea,McDoBr01,tackles_assists,2,,,,,
player,201710010sea,sea,McDoBr01,tackles_loss,0,,,,,
player,201710010sea,sea,McDoBr01,qb_hits,0,,,,,
player,201710010sea,sea,McDoBr01,fumbles_rec,0,,,,,
player,201710010sea,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201710010sea,sea,McDoBr01,fumbles_forced,0,,,,,
player,201710010sea,sea,ReedJa02,def_int,0,,,,,
player,201710010sea,sea,ReedJa02,def_int_yds,0,,,,,
player,201710010sea,sea,ReedJa02,def_int_td,0,,,,,
player,201710010sea,sea,ReedJa02,def_int_long,0,,,,,
player,201710010sea,sea,ReedJa02,pass_defended,0,,,,,
