game,2017,1,20170910,201709100det,crd,"Arizona Cardinals",23,det,"Detroit Lions",35
player,201709100det,crd,DansKa20,tackles_combined,7,,,,,
player,201709100det,crd,DansKa20,tackles_solo,5,,,,,
player,201709100det,crd,DansKa20,tackles_assists,2,,,,,
player,201709100det,crd,DansKa20,tackles_loss,0,,,,,
player,201709100det,crd,DansKa20,qb_hits,0,,,,,
player,201709100det,crd,DansKa20,fumbles_rec,0,,,,,
player,201709100det,crd,DansKa20,fumbles_rec_yds,0,,,,,
player,201709100det,crd,DansKa20,fumbles_rec_td,0,,,,,
player,201709100det,crd,DansKa20,fumbles_forced,0,,,,,
player,201709100det,crd,BethAn20,def_int,0,,,,,
player,201709100det,crd,BethAn20,def_int_yds,0,,,,,
player,201709100det,crd,BethAn20,def_int_td,0,,,,,
player,201709100det,crd,BethAn20,def_int_long,0,,,,,
player,201709100det,crd,BethAn20,pass_defended,1,,,,,
player,201709100det,crd,BethAn20,sacks,0.0,,,,,
player,201709100det,crd,BethAn20,tackles_combined,5,,,,,
player,201709100det,crd,BethAn20,tackles_solo,4,,,,,
player,201709100det,crd,BethAn20,tackles_assists,1,,,,,
player,201709100det,crd,BethAn20,tackles_loss,0,,,,,
player,201709100det,crd,BethAn20,qb_hits,0,,,,,
player,201709100det,crd,BethAn20,fumbles_rec,0,,,,,
player,201709100det,crd,BethAn20,fumbles_rec_yds,0,,,,,
player,201709100det,crd,BethAn20,fumbles_rec_td,0,,,,,
player,201709100det,crd,BethAn20,fumbles_forced,0,,,,,
player,201709100det,crd,ByneJo00,def_int,0,,,,,
player,201709100det,crd,ByneJo00,def_int_yds,0,,,,,
player,201709100det,crd,ByneJo00,def_int_td,0,,,,,
player,201709100det,crd,ByneJo00,def_int_long,0,,,,,
player,201709100det,crd,ByneJo00,pass_defended,0,,,,,
player,201709100det,crd,ByneJo00,sacks,0.0,,,,,
player,201709100det,crd,ByneJo00,tackles_combined,4,,,,,
player,201709100det,crd,ByneJo00,tackles_solo,4,,,,,
player,201709100det,crd,ByneJo00,tackles_assists,0,,,,,
player,201709100det,crd,ByneJo00,tackles_loss,0,,,,,
player,201709100det,crd,ByneJo00,qb_hits,0,,,,,
player,201709100det,crd,ByneJo00,fumbles_rec,0,,,,,
player,201709100det,crd,ByneJo00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,ByneJo00,fumbles_rec_td,0,,,,,
player,201709100det,crd,ByneJo00,fumbles_forced,0,,,,,
player,201709100det,crd,MathTy00,def_int,0,,,,,
player,201709100det,crd,MathTy00,def_int_yds,0,,,,,
player,201709100det,crd,MathTy00,def_int_td,0,,,,,
player,201709100det,crd,MathTy00,def_int_long,0,,,,,
player,201709100det,crd,MathTy00,pass_defended,0,,,,,
player,201709100det,crd,MathTy00,sacks,0.0,,,,,
player,201709100det,crd,MathTy00,tackles_combined,3,,,,,
player,201709100det,crd,MathTy00,tackles_solo,2,,,,,
player,201709100det,crd,MathTy00,tackles_assists,1,,,,,
player,201709100det,crd,MathTy00,tackles_loss,0,,,,,
player,201709100det,crd,MathTy00,qb_hits,0,,,,,
player,201709100det,crd,MathTy00,fumbles_rec,0,,,,,
player,201709100det,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201709100det,crd,MathTy00,fumbles_forced,0,,,,,
player,201709100det,crd,MaurJo00,def_int,0,,,,,
player,201709100det,crd,MaurJo00,def_int_yds,0,,,,,
player,201709100det,crd,MaurJo00,def_int_td,0,,,,,
player,201709100det,crd,MaurJo00,def_int_long,0,,,,,
player,201709100det,crd,MaurJo00,pass_defended,0,,,,,
player,201709100det,crd,MaurJo00,sacks,0.0,,,,,
player,201709100det,crd,MaurJo00,tackles_combined,3,,,,,
player,201709100det,crd,MaurJo00,tackles_solo,3,,,,,
player,201709100det,crd,MaurJo00,tackles_assists,0,,,,,
player,201709100det,crd,MaurJo00,tackles_loss,0,,,,,
player,201709100det,crd,MaurJo00,qb_hits,0,,,,,
player,201709100det,crd,MaurJo00,fumbles_rec,0,,,,,
player,201709100det,crd,MaurJo00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,MaurJo00,fumbles_rec_td,0,,,,,
player,201709100det,crd,MaurJo00,fumbles_forced,0,,,,,
player,201709100det,crd,PennEl00,def_int,0,,,,,
player,201709100det,crd,PennEl00,def_int_yds,0,,,,,
player,201709100det,crd,PennEl00,def_int_td,0,,,,,
player,201709100det,crd,PennEl00,def_int_long,0,,,,,
player,201709100det,crd,PennEl00,pass_defended,0,,,,,
player,201709100det,crd,PennEl00,sacks,0.0,,,,,
player,201709100det,crd,PennEl00,tackles_combined,3,,,,,
player,201709100det,crd,PennEl00,tackles_solo,3,,,,,
player,201709100det,crd,PennEl00,tackles_assists,0,,,,,
player,201709100det,crd,PennEl00,tackles_loss,0,,,,,
player,201709100det,crd,PennEl00,qb_hits,0,,,,,
player,201709100det,crd,PennEl00,fumbles_rec,0,,,,,
player,201709100det,crd,PennEl00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,PennEl00,fumbles_rec_td,0,,,,,
player,201709100det,crd,PennEl00,fumbles_forced,0,,,,,
player,201709100det,crd,RuckFr99,def_int,0,,,,,
player,201709100det,crd,RuckFr99,def_int_yds,0,,,,,
player,201709100det,crd,RuckFr99,def_int_td,0,,,,,
player,201709100det,crd,RuckFr99,def_int_long,0,,,,,
player,201709100det,crd,RuckFr99,pass_defended,0,,,,,
player,201709100det,crd,RuckFr99,sacks,0.0,,,,,
player,201709100det,crd,RuckFr99,tackles_combined,3,,,,,
player,201709100det,crd,RuckFr99,tackles_solo,2,,,,,
player,201709100det,crd,RuckFr99,tackles_assists,1,,,,,
player,201709100det,crd,RuckFr99,tackles_loss,1,,,,,
player,201709100det,crd,RuckFr99,qb_hits,1,,,,,
player,201709100det,crd,RuckFr99,fumbles_rec,0,,,,,
player,201709100det,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201709100det,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201709100det,crd,RuckFr99,fumbles_forced,0,,,,,
player,201709100det,crd,PeteCo00,def_int,0,,,,,
player,201709100det,crd,PeteCo00,def_int_yds,0,,,,,
player,201709100det,crd,PeteCo00,def_int_td,0,,,,,
player,201709100det,crd,PeteCo00,def_int_long,0,,,,,
player,201709100det,crd,PeteCo00,pass_defended,0,,,,,
player,201709100det,crd,PeteCo00,sacks,0.0,,,,,
player,201709100det,crd,PeteCo00,tackles_combined,2,,,,,
player,201709100det,crd,PeteCo00,tackles_solo,2,,,,,
player,201709100det,crd,PeteCo00,tackles_assists,0,,,,,
player,201709100det,crd,PeteCo00,tackles_loss,0,,,,,
player,201709100det,crd,PeteCo00,qb_hits,1,,,,,
player,201709100det,crd,PeteCo00,fumbles_rec,0,,,,,
player,201709100det,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201709100det,crd,PeteCo00,fumbles_forced,0,,,,,
player,201709100det,crd,BakeBu00,def_int,0,,,,,
player,201709100det,crd,BakeBu00,def_int_yds,0,,,,,
player,201709100det,crd,BakeBu00,def_int_td,0,,,,,
player,201709100det,crd,BakeBu00,def_int_long,0,,,,,
player,201709100det,crd,BakeBu00,pass_defended,0,,,,,
player,201709100det,crd,BakeBu00,sacks,0.0,,,,,
player,201709100det,crd,BakeBu00,tackles_combined,1,,,,,
player,201709100det,crd,BakeBu00,tackles_solo,0,,,,,
player,201709100det,crd,BakeBu00,tackles_assists,1,,,,,
player,201709100det,crd,BakeBu00,tackles_loss,0,,,,,
player,201709100det,crd,BakeBu00,qb_hits,0,,,,,
player,201709100det,crd,BakeBu00,fumbles_rec,0,,,,,
player,201709100det,crd,BakeBu00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,BakeBu00,fumbles_rec_td,0,,,,,
player,201709100det,crd,BakeBu00,fumbles_forced,0,,,,,
player,201709100det,crd,FordRu00,def_int,0,,,,,
player,201709100det,crd,FordRu00,def_int_yds,0,,,,,
player,201709100det,crd,FordRu00,def_int_td,0,,,,,
player,201709100det,crd,FordRu00,def_int_long,0,,,,,
player,201709100det,crd,FordRu00,pass_defended,0,,,,,
player,201709100det,crd,FordRu00,sacks,0.0,,,,,
player,201709100det,crd,FordRu00,tackles_combined,1,,,,,
player,201709100det,crd,FordRu00,tackles_solo,1,,,,,
player,201709100det,crd,FordRu00,tackles_assists,0,,,,,
player,201709100det,crd,FordRu00,tackles_loss,0,,,,,
player,201709100det,crd,FordRu00,qb_hits,0,,,,,
player,201709100det,crd,FordRu00,fumbles_rec,0,,,,,
player,201709100det,crd,FordRu00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,FordRu00,fumbles_rec_td,0,,,,,
player,201709100det,crd,FordRu00,fumbles_forced,0,,,,,
player,201709100det,crd,GoldMa00,def_int,0,,,,,
player,201709100det,crd,GoldMa00,def_int_yds,0,,,,,
player,201709100det,crd,GoldMa00,def_int_td,0,,,,,
player,201709100det,crd,GoldMa00,def_int_long,0,,,,,
player,201709100det,crd,GoldMa00,pass_defended,0,,,,,
player,201709100det,crd,GoldMa00,sacks,0.0,,,,,
player,201709100det,crd,GoldMa00,tackles_combined,1,,,,,
player,201709100det,crd,GoldMa00,tackles_solo,1,,,,,
player,201709100det,crd,GoldMa00,tackles_assists,0,,,,,
player,201709100det,crd,GoldMa00,tackles_loss,0,,,,,
player,201709100det,crd,GoldMa00,qb_hits,0,,,,,
player,201709100det,crd,GoldMa00,fumbles_rec,0,,,,,
player,201709100det,crd,GoldMa00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,GoldMa00,fumbles_rec_td,0,,,,,
player,201709100det,crd,GoldMa00,fumbles_forced,0,,,,,
player,201709100det,crd,MomaIf00,def_int,0,,,,,
player,201709100det,crd,MomaIf00,def_int_yds,0,,,,,
player,201709100det,crd,MomaIf00,def_int_td,0,,,,,
player,201709100det,crd,MomaIf00,def_int_long,0,,,,,
player,201709100det,crd,MomaIf00,pass_defended,0,,,,,
player,201709100det,crd,MomaIf00,sacks,0.0,,,,,
player,201709100det,crd,MomaIf00,tackles_combined,1,,,,,
player,201709100det,crd,MomaIf00,tackles_solo,1,,,,,
player,201709100det,crd,MomaIf00,tackles_assists,0,,,,,
player,201709100det,crd,MomaIf00,tackles_loss,0,,,,,
player,201709100det,crd,MomaIf00,qb_hits,0,,,,,
player,201709100det,crd,MomaIf00,fumbles_rec,0,,,,,
player,201709100det,crd,MomaIf00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,MomaIf00,fumbles_rec_td,0,,,,,
player,201709100det,crd,MomaIf00,fumbles_forced,0,,,,,
player,201709100det,crd,PetePa00,def_int,0,,,,,
player,201709100det,crd,PetePa00,def_int_yds,0,,,,,
player,201709100det,crd,PetePa00,def_int_td,0,,,,,
player,201709100det,crd,PetePa00,def_int_long,0,,,,,
player,201709100det,crd,PetePa00,pass_defended,1,,,,,
player,201709100det,crd,PetePa00,sacks,0.0,,,,,
player,201709100det,crd,PetePa00,tackles_combined,1,,,,,
player,201709100det,crd,PetePa00,tackles_solo,0,,,,,
player,201709100det,crd,PetePa00,tackles_assists,1,,,,,
player,201709100det,crd,PetePa00,tackles_loss,0,,,,,
player,201709100det,crd,PetePa00,qb_hits,0,,,,,
player,201709100det,crd,PetePa00,fumbles_rec,0,,,,,
player,201709100det,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201709100det,crd,PetePa00,fumbles_forced,0,,,,,
player,201709100det,crd,WillXa00,def_int,0,,,,,
player,201709100det,crd,WillXa00,def_int_yds,0,,,,,
player,201709100det,crd,WillXa00,def_int_td,0,,,,,
player,201709100det,crd,WillXa00,def_int_long,0,,,,,
player,201709100det,crd,WillXa00,pass_defended,0,,,,,
player,201709100det,crd,WillXa00,sacks,0.0,,,,,
player,201709100det,crd,WillXa00,tackles_combined,1,,,,,
player,201709100det,crd,WillXa00,tackles_solo,1,,,,,
player,201709100det,crd,WillXa00,tackles_assists,0,,,,,
player,201709100det,crd,WillXa00,tackles_loss,0,,,,,
player,201709100det,crd,WillXa00,qb_hits,0,,,,,
player,201709100det,crd,WillXa00,fumbles_rec,0,,,,,
player,201709100det,crd,WillXa00,fumbles_rec_yds,0,,,,,
player,201709100det,crd,WillXa00,fumbles_rec_td,0,,,,,
player,201709100det,crd,WillXa00,fumbles_forced,0,,,,,
player,201709100det,crd,WillBr07,def_int,0,,,,,
player,201709100det,crd,WillBr07,def_int_yds,0,,,,,
player,201709100det,crd,WillBr07,def_int_td,0,,,,,
player,201709100det,crd,WillBr07,def_int_long,0,,,,,
player,201709100det,crd,WillBr07,pass_defended,0,,,,,
player,201709100det,crd,WillBr07,sacks,0.0,,,,,
player,201709100det,crd,WillBr07,tackles_combined,1,,,,,
player,201709100det,crd,WillBr07,tackles_solo,0,,,,,
player,201709100det,crd,WillBr07,tackles_assists,1,,,,,
player,201709100det,crd,WillBr07,tackles_loss,0,,,,,
player,201709100det,crd,WillBr07,qb_hits,0,,,,,
player,201709100det,crd,WillBr07,fumbles_rec,0,,,,,
player,201709100det,crd,WillBr07,fumbles_rec_yds,0,,,,,
player,201709100det,crd,WillBr07,fumbles_rec_td,0,,,,,
player,201709100det,crd,WillBr07,fumbles_forced,0,,,,,
player,201709100det,det,QuinGl99,def_int,1,,,,,
player,201709100det,det,QuinGl99,def_int_yds,25,,,,,
player,201709100det,det,QuinGl99,def_int_td,0,,,,,
player,201709100det,det,QuinGl99,def_int_long,25,,,,,
player,201709100det,det,QuinGl99,pass_defended,1,,,,,
player,201709100det,det,QuinGl99,sacks,0.0,,,,,
player,201709100det,det,QuinGl99,tackles_combined,5,,,,,
player,201709100det,det,QuinGl99,tackles_solo,4,,,,,
player,201709100det,det,QuinGl99,tackles_assists,1,,,,,
player,201709100det,det,QuinGl99,tackles_loss,0,,,,,
player,201709100det,det,QuinGl99,qb_hits,0,,,,,
player,201709100det,det,QuinGl99,fumbles_rec,0,,,,,
player,201709100det,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201709100det,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201709100det,det,QuinGl99,fumbles_forced,1,,,,,
player,201709100det,det,KillMi00,def_int,1,,,,,
player,201709100det,det,KillMi00,def_int_yds,35,,,,,
player,201709100det,det,KillMi00,def_int_td,1,,,,,
player,201709100det,det,KillMi00,def_int_long,35,,,,,
player,201709100det,det,KillMi00,pass_defended,2,,,,,
player,201709100det,det,KillMi00,sacks,0.0,,,,,
player,201709100det,det,KillMi00,tackles_combined,3,,,,,
player,201709100det,det,KillMi00,tackles_solo,3,,,,,
player,201709100det,det,KillMi00,tackles_assists,0,,,,,
player,201709100det,det,KillMi00,tackles_loss,1,,,,,
player,201709100det,det,KillMi00,qb_hits,0,,,,,
player,201709100det,det,KillMi00,fumbles_rec,0,,,,,
player,201709100det,det,KillMi00,fumbles_rec_yds,0,,,,,
player,201709100det,det,KillMi00,fumbles_rec_td,0,,,,,
player,201709100det,det,KillMi00,fumbles_forced,0,,,,,
player,201709100det,det,WilsTa00,def_int,1,,,,,
player,201709100det,det,WilsTa00,def_int_yds,23,,,,,
player,201709100det,det,WilsTa00,def_int_td,0,,,,,
player,201709100det,det,WilsTa00,def_int_long,23,,,,,
player,201709100det,det,WilsTa00,pass_defended,1,,,,,
player,201709100det,det,WilsTa00,sacks,0.0,,,,,
player,201709100det,det,WilsTa00,tackles_combined,3,,,,,
player,201709100det,det,WilsTa00,tackles_solo,3,,,,,
player,201709100det,det,WilsTa00,tackles_assists,0,,,,,
player,201709100det,det,WilsTa00,tackles_loss,0,,,,,
player,201709100det,det,WilsTa00,qb_hits,0,,,,,
player,201709100det,det,WilsTa00,fumbles_rec,0,,,,,
player,201709100det,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201709100det,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201709100det,det,WilsTa00,fumbles_forced,0,,,,,
player,201709100det,det,ZettAn00,def_int,0,,,,,
player,201709100det,det,ZettAn00,def_int_yds,0,,,,,
player,201709100det,det,ZettAn00,def_int_td,0,,,,,
player,201709100det,det,ZettAn00,def_int_long,0,,,,,
player,201709100det,det,ZettAn00,pass_defended,0,,,,,
player,201709100det,det,ZettAn00,sacks,1.0,,,,,
player,201709100det,det,ZettAn00,tackles_combined,3,,,,,
player,201709100det,det,ZettAn00,tackles_solo,3,,,,,
player,201709100det,det,ZettAn00,tackles_assists,0,,,,,
player,201709100det,det,ZettAn00,tackles_loss,2,,,,,
player,201709100det,det,ZettAn00,qb_hits,1,,,,,
player,201709100det,det,ZettAn00,fumbles_rec,0,,,,,
player,201709100det,det,ZettAn00,fumbles_rec_yds,0,,,,,
player,201709100det,det,ZettAn00,fumbles_rec_td,0,,,,,
player,201709100det,det,ZettAn00,fumbles_forced,0,,,,,
player,201709100det,det,DaviJa01,def_int,0,,,,,
player,201709100det,det,DaviJa01,def_int_yds,0,,,,,
player,201709100det,det,DaviJa01,def_int_td,0,,,,,
player,201709100det,det,DaviJa01,def_int_long,0,,,,,
player,201709100det,det,DaviJa01,pass_defended,0,,,,,
player,201709100det,det,DaviJa01,sacks,0.0,,,,,
player,201709100det,det,DaviJa01,tackles_combined,9,,,,,
player,201709100det,det,DaviJa01,tackles_solo,9,,,,,
player,201709100det,det,DaviJa01,tackles_assists,0,,,,,
player,201709100det,det,DaviJa01,tackles_loss,0,,,,,
player,201709100det,det,DaviJa01,qb_hits,0,,,,,
player,201709100det,det,DaviJa01,fumbles_rec,1,,,,,
player,201709100det,det,DaviJa01,fumbles_rec_yds,16,,,,,
player,201709100det,det,DaviJa01,fumbles_rec_td,0,,,,,
player,201709100det,det,DaviJa01,fumbles_forced,0,,,,,
player,201709100det,det,WhitTa00,def_int,0,,,,,
player,201709100det,det,WhitTa00,def_int_yds,0,,,,,
player,201709100det,det,WhitTa00,def_int_td,0,,,,,
player,201709100det,det,WhitTa00,def_int_long,0,,,,,
player,201709100det,det,WhitTa00,pass_defended,0,,,,,
player,201709100det,det,WhitTa00,sacks,0.0,,,,,
player,201709100det,det,WhitTa00,tackles_combined,5,,,,,
player,201709100det,det,WhitTa00,tackles_solo,2,,,,,
player,201709100det,det,WhitTa00,tackles_assists,3,,,,,
player,201709100det,det,WhitTa00,tackles_loss,0,,,,,
player,201709100det,det,WhitTa00,qb_hits,1,,,,,
player,201709100det,det,WhitTa00,fumbles_rec,0,,,,,
player,201709100det,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201709100det,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201709100det,det,WhitTa00,fumbles_forced,0,,,,,
player,201709100det,det,DiggQu00,def_int,0,,,,,
player,201709100det,det,DiggQu00,def_int_yds,0,,,,,
player,201709100det,det,DiggQu00,def_int_td,0,,,,,
player,201709100det,det,DiggQu00,def_int_long,0,,,,,
player,201709100det,det,DiggQu00,pass_defended,3,,,,,
player,201709100det,det,DiggQu00,sacks,0.0,,,,,
player,201709100det,det,DiggQu00,tackles_combined,3,,,,,
player,201709100det,det,DiggQu00,tackles_solo,3,,,,,
player,201709100det,det,DiggQu00,tackles_assists,0,,,,,
player,201709100det,det,DiggQu00,tackles_loss,0,,,,,
player,201709100det,det,DiggQu00,qb_hits,0,,,,,
player,201709100det,det,DiggQu00,fumbles_rec,0,,,,,
player,201709100det,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201709100det,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201709100det,det,DiggQu00,fumbles_forced,0,,,,,
player,201709100det,det,HaydDJ00,def_int,0,,,,,
player,201709100det,det,HaydDJ00,def_int_yds,0,,,,,
player,201709100det,det,HaydDJ00,def_int_td,0,,,,,
player,201709100det,det,HaydDJ00,def_int_long,0,,,,,
player,201709100det,det,HaydDJ00,pass_defended,0,,,,,
player,201709100det,det,HaydDJ00,sacks,0.0,,,,,
player,201709100det,det,HaydDJ00,tackles_combined,3,,,,,
player,201709100det,det,HaydDJ00,tackles_solo,3,,,,,
player,201709100det,det,HaydDJ00,tackles_assists,0,,,,,
player,201709100det,det,HaydDJ00,tackles_loss,0,,,,,
player,201709100det,det,HaydDJ00,qb_hits,0,,,,,
player,201709100det,det,HaydDJ00,fumbles_rec,0,,,,,
player,201709100det,det,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201709100det,det,HaydDJ00,fumbles_rec_td,0,,,,,
player,201709100det,det,HaydDJ00,fumbles_forced,0,,,,,
player,201709100det,det,LawsNe00,def_int,0,,,,,
player,201709100det,det,LawsNe00,def_int_yds,0,,,,,
player,201709100det,det,LawsNe00,def_int_td,0,,,,,
player,201709100det,det,LawsNe00,def_int_long,0,,,,,
player,201709100det,det,LawsNe00,pass_defended,1,,,,,
player,201709100det,det,LawsNe00,sacks,0.0,,,,,
player,201709100det,det,LawsNe00,tackles_combined,3,,,,,
player,201709100det,det,LawsNe00,tackles_solo,3,,,,,
player,201709100det,det,LawsNe00,tackles_assists,0,,,,,
player,201709100det,det,LawsNe00,tackles_loss,0,,,,,
player,201709100det,det,LawsNe00,qb_hits,0,,,,,
player,201709100det,det,LawsNe00,fumbles_rec,0,,,,,
player,201709100det,det,LawsNe00,fumbles_rec_yds,0,,,,,
player,201709100det,det,LawsNe00,fumbles_rec_td,0,,,,,
player,201709100det,det,LawsNe00,fumbles_forced,0,,,,,
player,201709100det,det,RobiAS00,def_int,0,,,,,
player,201709100det,det,RobiAS00,def_int_yds,0,,,,,
player,201709100det,det,RobiAS00,def_int_td,0,,,,,
player,201709100det,det,RobiAS00,def_int_long,0,,,,,
player,201709100det,det,RobiAS00,pass_defended,0,,,,,
player,201709100det,det,RobiAS00,sacks,0.0,,,,,
player,201709100det,det,RobiAS00,tackles_combined,3,,,,,
player,201709100det,det,RobiAS00,tackles_solo,3,,,,,
player,201709100det,det,RobiAS00,tackles_assists,0,,,,,
player,201709100det,det,RobiAS00,tackles_loss,0,,,,,
player,201709100det,det,RobiAS00,qb_hits,1,,,,,
player,201709100det,det,RobiAS00,fumbles_rec,0,,,,,
player,201709100det,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201709100det,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201709100det,det,RobiAS00,fumbles_forced,1,,,,,
player,201709100det,det,LedbJe00,def_int,0,,,,,
player,201709100det,det,LedbJe00,def_int_yds,0,,,,,
player,201709100det,det,LedbJe00,def_int_td,0,,,,,
player,201709100det,det,LedbJe00,def_int_long,0,,,,,
player,201709100det,det,LedbJe00,pass_defended,0,,,,,
player,201709100det,det,LedbJe00,sacks,0.0,,,,,
player,201709100det,det,LedbJe00,tackles_combined,2,,,,,
player,201709100det,det,LedbJe00,tackles_solo,0,,,,,
player,201709100det,det,LedbJe00,tackles_assists,2,,,,,
player,201709100det,det,LedbJe00,tackles_loss,0,,,,,
player,201709100det,det,LedbJe00,qb_hits,1,,,,,
player,201709100det,det,LedbJe00,fumbles_rec,0,,,,,
player,201709100det,det,LedbJe00,fumbles_rec_yds,0,,,,,
player,201709100det,det,LedbJe00,fumbles_rec_td,0,,,,,
player,201709100det,det,LedbJe00,fumbles_forced,0,,,,,
player,201709100det,det,SpenAk00,def_int,0,,,,,
player,201709100det,det,SpenAk00,def_int_yds,0,,,,,
player,201709100det,det,SpenAk00,def_int_td,0,,,,,
player,201709100det,det,SpenAk00,def_int_long,0,,,,,
player,201709100det,det,SpenAk00,pass_defended,0,,,,,
player,201709100det,det,SpenAk00,sacks,0.0,,,,,
player,201709100det,det,SpenAk00,tackles_combined,2,,,,,
player,201709100det,det,SpenAk00,tackles_solo,1,,,,,
player,201709100det,det,SpenAk00,tackles_assists,1,,,,,
player,201709100det,det,SpenAk00,tackles_loss,0,,,,,
player,201709100det,det,SpenAk00,qb_hits,0,,,,,
player,201709100det,det,SpenAk00,fumbles_rec,0,,,,,
player,201709100det,det,SpenAk00,fumbles_rec_yds,0,,,,,
player,201709100det,det,SpenAk00,fumbles_rec_td,0,,,,,
player,201709100det,det,SpenAk00,fumbles_forced,0,,,,,
player,201709100det,det,AgneJa00,def_int,0,,,,,
player,201709100det,det,AgneJa00,def_int_yds,0,,,,,
player,201709100det,det,AgneJa00,def_int_td,0,,,,,
player,201709100det,det,AgneJa00,def_int_long,0,,,,,
player,201709100det,det,AgneJa00,pass_defended,0,,,,,
player,201709100det,det,AgneJa00,sacks,0.0,,,,,
player,201709100det,det,AgneJa00,tackles_combined,1,,,,,
player,201709100det,det,AgneJa00,tackles_solo,1,,,,,
player,201709100det,det,AgneJa00,tackles_assists,0,,,,,
player,201709100det,det,AgneJa00,tackles_loss,0,,,,,
player,201709100det,det,AgneJa00,qb_hits,0,,,,,
player,201709100det,det,AgneJa00,fumbles_rec,0,,,,,
player,201709100det,det,AgneJa00,fumbles_rec_yds,0,,,,,
player,201709100det,det,AgneJa00,fumbles_rec_td,0,,,,,
player,201709100det,det,AgneJa00,fumbles_forced,0,,,,,
player,201709100det,det,AnsaEz00,def_int,0,,,,,
player,201709100det,det,AnsaEz00,def_int_yds,0,,,,,
player,201709100det,det,AnsaEz00,def_int_td,0,,,,,
player,201709100det,det,AnsaEz00,def_int_long,0,,,,,
player,201709100det,det,AnsaEz00,pass_defended,0,,,,,
player,201709100det,det,AnsaEz00,sacks,0.0,,,,,
player,201709100det,det,AnsaEz00,tackles_combined,1,,,,,
player,201709100det,det,AnsaEz00,tackles_solo,1,,,,,
player,201709100det,det,AnsaEz00,tackles_assists,0,,,,,
player,201709100det,det,AnsaEz00,tackles_loss,0,,,,,
player,201709100det,det,AnsaEz00,qb_hits,0,,,,,
player,201709100det,det,AnsaEz00,fumbles_rec,0,,,,,
player,201709100det,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201709100det,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201709100det,det,AnsaEz00,fumbles_forced,0,,,,,
player,201709100det,det,BarrAl00,def_int,0,,,,,
player,201709100det,det,BarrAl00,def_int_yds,0,,,,,
player,201709100det,det,BarrAl00,def_int_td,0,,,,,
player,201709100det,det,BarrAl00,def_int_long,0,,,,,
player,201709100det,det,BarrAl00,pass_defended,0,,,,,
player,201709100det,det,BarrAl00,sacks,0.0,,,,,
player,201709100det,det,BarrAl00,tackles_combined,1,,,,,
player,201709100det,det,BarrAl00,tackles_solo,0,,,,,
player,201709100det,det,BarrAl00,tackles_assists,1,,,,,
player,201709100det,det,BarrAl00,tackles_loss,0,,,,,
player,201709100det,det,BarrAl00,qb_hits,0,,,,,
player,201709100det,det,BarrAl00,fumbles_rec,0,,,,,
player,201709100det,det,BarrAl00,fumbles_rec_yds,0,,,,,
player,201709100det,det,BarrAl00,fumbles_rec_td,0,,,,,
player,201709100det,det,BarrAl00,fumbles_forced,0,,,,,
player,201709100det,det,SlayDa00,def_int,0,,,,,
player,201709100det,det,SlayDa00,def_int_yds,0,,,,,
player,201709100det,det,SlayDa00,def_int_td,0,,,,,
player,201709100det,det,SlayDa00,def_int_long,0,,,,,
player,201709100det,det,SlayDa00,pass_defended,1,,,,,
player,201709100det,det,SlayDa00,sacks,0.0,,,,,
player,201709100det,det,SlayDa00,tackles_combined,1,,,,,
player,201709100det,det,SlayDa00,tackles_solo,1,,,,,
player,201709100det,det,SlayDa00,tackles_assists,0,,,,,
player,201709100det,det,SlayDa00,tackles_loss,0,,,,,
player,201709100det,det,SlayDa00,qb_hits,0,,,,,
player,201709100det,det,SlayDa00,fumbles_rec,0,,,,,
player,201709100det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201709100det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201709100det,det,SlayDa00,fumbles_forced,0,,,,,
player,201709100det,det,WashCo00,def_int,0,,,,,
