game,2017,15,20171216,201712160det,chi,"Chicago Bears",10,det,"Detroit Lions",20
team,201712160det,chi,First Downs,22,,,,,,
team,201712160det,det,First Downs,18,,,,,,
team,201712160det,chi,Rush-Yds-TDs,15-43-0,,,,,,
team,201712160det,det,Rush-Yds-TDs,20-91-0,,,,,,
team,201712160det,chi,Cmp-Att-Yd-TD-INT,31-46-314-1-3,,,,,,
team,201712160det,det,Cmp-Att-Yd-TD-INT,25-33-237-2-0,,,,,,
team,201712160det,chi,Sacked-Yards,2-8,,,,,,
team,201712160det,det,Sacked-Yards,4-35,,,,,,
team,201712160det,chi,Net Pass Yards,306,,,,,,
team,201712160det,det,Net Pass Yards,202,,,,,,
team,201712160det,chi,Total Yards,349,,,,,,
team,201712160det,det,Total Yards,293,,,,,,
team,201712160det,chi,Fumbles-Lost,1-0,,,,,,
team,201712160det,det,Fumbles-Lost,1-1,,,,,,
team,201712160det,chi,Turnovers,3,,,,,,
team,201712160det,det,Turnovers,1,,,,,,
team,201712160det,chi,Penalties-Yards,13-97,,,,,,
team,201712160det,det,Penalties-Yards,8-58,,,,,,
team,201712160det,chi,Third Down Conv.,5-12,,,,,,
team,201712160det,det,Third Down Conv.,6-13,,,,,,
team,201712160det,chi,Fourth Down Conv.,0-1,,,,,,
team,201712160det,det,Fourth Down Conv.,0-0,,,,,,
team,201712160det,chi,Time of Possession,30:55,,,,,,
team,201712160det,det,Time of Possession,29:05,,,,,,
player,201712160det,chi,TrubMi00,pass_cmp,31,,,,,
player,201712160det,chi,TrubMi00,pass_att,46,,,,,
player,201712160det,chi,TrubMi00,pass_yds,314,,,,,
player,201712160det,chi,TrubMi00,pass_td,1,,,,,
player,201712160det,chi,TrubMi00,pass_int,3,,,,,
player,201712160det,chi,TrubMi00,pass_sacked,2,,,,,
player,201712160det,chi,TrubMi00,pass_sacked_yds,8,,,,,
player,201712160det,chi,TrubMi00,pass_long,22,,,,,
player,201712160det,chi,TrubMi00,pass_rating,66.8,,,,,
player,201712160det,chi,TrubMi00,rush_att,2,,,,,
player,201712160det,chi,TrubMi00,rush_yds,3,,,,,
player,201712160det,chi,TrubMi00,rush_td,0,,,,,
player,201712160det,chi,TrubMi00,rush_long,5,,,,,
player,201712160det,chi,TrubMi00,targets,0,,,,,
player,201712160det,chi,TrubMi00,rec,0,,,,,
player,201712160det,chi,TrubMi00,rec_yds,0,,,,,
player,201712160det,chi,TrubMi00,rec_td,0,,,,,
player,201712160det,chi,TrubMi00,rec_long,0,,,,,
player,201712160det,chi,TrubMi00,fumbles,1,,,,,
player,201712160det,chi,TrubMi00,fumbles_lost,0,,,,,
player,201712160det,chi,HowaJo00,pass_cmp,0,,,,,
player,201712160det,chi,HowaJo00,pass_att,0,,,,,
player,201712160det,chi,HowaJo00,pass_yds,0,,,,,
player,201712160det,chi,HowaJo00,pass_td,0,,,,,
player,201712160det,chi,HowaJo00,pass_int,0,,,,,
player,201712160det,chi,HowaJo00,pass_sacked,0,,,,,
player,201712160det,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201712160det,chi,HowaJo00,pass_long,0,,,,,
player,201712160det,chi,HowaJo00,pass_rating,,,,,,
player,201712160det,chi,HowaJo00,rush_att,10,,,,,
player,201712160det,chi,HowaJo00,rush_yds,37,,,,,
player,201712160det,chi,HowaJo00,rush_td,0,,,,,
player,201712160det,chi,HowaJo00,rush_long,16,,,,,
player,201712160det,chi,HowaJo00,targets,4,,,,,
player,201712160det,chi,HowaJo00,rec,4,,,,,
player,201712160det,chi,HowaJo00,rec_yds,26,,,,,
player,201712160det,chi,HowaJo00,rec_td,0,,,,,
player,201712160det,chi,HowaJo00,rec_long,11,,,,,
player,201712160det,chi,HowaJo00,fumbles,0,,,,,
player,201712160det,chi,HowaJo00,fumbles_lost,0,,,,,
player,201712160det,chi,BurtMi00,pass_cmp,0,,,,,
player,201712160det,chi,BurtMi00,pass_att,0,,,,,
player,201712160det,chi,BurtMi00,pass_yds,0,,,,,
player,201712160det,chi,BurtMi00,pass_td,0,,,,,
player,201712160det,chi,BurtMi00,pass_int,0,,,,,
player,201712160det,chi,BurtMi00,pass_sacked,0,,,,,
player,201712160det,chi,BurtMi00,pass_sacked_yds,0,,,,,
player,201712160det,chi,BurtMi00,pass_long,0,,,,,
player,201712160det,chi,BurtMi00,pass_rating,,,,,,
player,201712160det,chi,BurtMi00,rush_att,1,,,,,
player,201712160det,chi,BurtMi00,rush_yds,2,,,,,
player,201712160det,chi,BurtMi00,rush_td,0,,,,,
player,201712160det,chi,BurtMi00,rush_long,2,,,,,
player,201712160det,chi,BurtMi00,targets,0,,,,,
player,201712160det,chi,BurtMi00,rec,0,,,,,
player,201712160det,chi,BurtMi00,rec_yds,0,,,,,
player,201712160det,chi,BurtMi00,rec_td,0,,,,,
player,201712160det,chi,BurtMi00,rec_long,0,,,,,
player,201712160det,chi,BurtMi00,fumbles,0,,,,,
player,201712160det,chi,BurtMi00,fumbles_lost,0,,,,,
player,201712160det,chi,CoheTa00,pass_cmp,0,,,,,
player,201712160det,chi,CoheTa00,pass_att,0,,,,,
player,201712160det,chi,CoheTa00,pass_yds,0,,,,,
player,201712160det,chi,CoheTa00,pass_td,0,,,,,
player,201712160det,chi,CoheTa00,pass_int,0,,,,,
player,201712160det,chi,CoheTa00,pass_sacked,0,,,,,
player,201712160det,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201712160det,chi,CoheTa00,pass_long,0,,,,,
player,201712160det,chi,CoheTa00,pass_rating,,,,,,
player,201712160det,chi,CoheTa00,rush_att,2,,,,,
player,201712160det,chi,CoheTa00,rush_yds,1,,,,,
player,201712160det,chi,CoheTa00,rush_td,0,,,,,
player,201712160det,chi,CoheTa00,rush_long,4,,,,,
player,201712160det,chi,CoheTa00,targets,6,,,,,
player,201712160det,chi,CoheTa00,rec,4,,,,,
player,201712160det,chi,CoheTa00,rec_yds,16,,,,,
player,201712160det,chi,CoheTa00,rec_td,0,,,,,
player,201712160det,chi,CoheTa00,rec_long,7,,,,,
player,201712160det,chi,CoheTa00,fumbles,0,,,,,
player,201712160det,chi,CoheTa00,fumbles_lost,0,,,,,
player,201712160det,chi,WrigKe01,pass_cmp,0,,,,,
player,201712160det,chi,WrigKe01,pass_att,0,,,,,
player,201712160det,chi,WrigKe01,pass_yds,0,,,,,
player,201712160det,chi,WrigKe01,pass_td,0,,,,,
player,201712160det,chi,WrigKe01,pass_int,0,,,,,
player,201712160det,chi,WrigKe01,pass_sacked,0,,,,,
player,201712160det,chi,WrigKe01,pass_sacked_yds,0,,,,,
player,201712160det,chi,WrigKe01,pass_long,0,,,,,
player,201712160det,chi,WrigKe01,pass_rating,,,,,,
player,201712160det,chi,WrigKe01,rush_att,0,,,,,
player,201712160det,chi,WrigKe01,rush_yds,0,,,,,
player,201712160det,chi,WrigKe01,rush_td,0,,,,,
player,201712160det,chi,WrigKe01,rush_long,0,,,,,
player,201712160det,chi,WrigKe01,targets,13,,,,,
player,201712160det,chi,WrigKe01,rec,7,,,,,
player,201712160det,chi,WrigKe01,rec_yds,81,,,,,
player,201712160det,chi,WrigKe01,rec_td,0,,,,,
player,201712160det,chi,WrigKe01,rec_long,19,,,,,
player,201712160det,chi,WrigKe01,fumbles,0,,,,,
player,201712160det,chi,WrigKe01,fumbles_lost,0,,,,,
player,201712160det,chi,BellJo02,pass_cmp,0,,,,,
player,201712160det,chi,BellJo02,pass_att,0,,,,,
player,201712160det,chi,BellJo02,pass_yds,0,,,,,
